stage,topology_seed,dynamics_seed,arm,detected_index,event_time_ms,primary_eligible,primary_exclusion_reasons,prolonged,n_unique_contacts,n_finite_centroids,multiple_local_bursts_contact_fraction,median_mass_outside_detection,mode,support_state,distance_mode0,distance_mode1,in_primary_window,window_start_ms,window_end_ms,qualifying_start_ms,qualifying_end_ms,centroid_SCL9_ms,centroid_ICL11_ms,centroid_SCL8_ms,centroid_ICL10_ms,centroid_SCL7_ms,centroid_ICL9_ms,centroid_ICL8_ms,centroid_SCL6_ms,centroid_ICL7_ms,centroid_ICL6_ms,centroid_ICL5_ms,centroid_ICL4_ms,centroid_ICL3_ms,centroid_ICL2_ms,centroid_ICL1_ms,route_upper_SCL_n,route_upper_SCL_ms,route_right_ICL_n,route_right_ICL_ms,route_middle_ICL_n,route_middle_ICL_ms,route_left_ICL_n,route_left_ICL_ms,route_middle_before_both_ICL_ends,route_right_before_upper_and_left,route_upper_and_left_before_right
screen,2511,820102,B0,44,21216.0,False,overlapping_window,False,13,13,0.0,0.029704222520304465,1,1,0.3453843932289334,0.3290835098413926,True,21090.0,21340.0,21174.0,21258.0,21217.431640625,21209.748046875,21220.23828125,21204.197265625,21225.291015625,21200.3984375,21204.58984375,21234.22265625,21211.2421875,21218.337890625,21222.9921875,21220.236328125,21216.734375,,,4,21222.7646484375,0,,4,21214.7900390625,3,21204.197265625,,,
screen,2511,820102,B0,45,21452.0,False,overlapping_window,False,10,10,0.0,0.031191926137936726,0,1,0.4935720147644013,0.45579012228399735,True,21326.0,21576.0,21424.0,21480.0,21426.2421875,,21430.22265625,,21435.80078125,21463.609375,21468.46484375,21444.634765625,21475.9375,,,,21456.712890625,21463.19140625,21469.203125,4,21433.01171875,2,21466.197265625,2,21472.201171875,1,21463.609375,False,False,True
screen,2511,820102,B0,46,21968.0,True,,False,10,10,0.0,0.03374989399664889,0,1,0.5074238298298926,0.5371871963146718,True,21842.0,22092.0,21950.0,21986.0,21950.451171875,21997.5234375,21941.787109375,21991.046875,21935.931640625,21985.47265625,,21926.908203125,,,,,21963.353515625,21969.7734375,21976.13671875,4,21938.859375,2,21972.955078125,0,,3,21991.046875,,False,False
screen,2511,820102,B0,47,22230.0,True,,False,14,14,0.07142857142857142,0.032677633739780304,0,-1,1.2938682024078916,1.4139122910118216,True,22104.0,22354.0,22228.0,22232.0,22200.423828125,,22192.09375,22320.505859375,22186.904296875,22325.970703125,22331.46875,22178.2734375,22339.859375,22340.3359375,22269.978515625,22252.580078125,22259.01171875,22265.87890625,22272.01171875,4,22189.4990234375,2,22268.9453125,4,22335.6640625,2,22323.23828125,False,False,False
screen,2511,820102,B0,48,23765.0,True,,False,8,8,0.0,0.05929396820165428,1,1,0.40740391135499693,0.3223318876740343,True,23640.0,23890.0,23742.0,23788.0,23760.1015625,23751.193359375,23763.0078125,,23767.25390625,,,23774.318359375,,,,,23772.8203125,23779.810546875,23785.65625,4,23765.130859375,2,23782.7333984375,0,,1,23751.193359375,,False,True
screen,2511,820102,B1,0,773.0,True,,False,14,14,0.0,0.04657545529283098,1,1,0.642851216952818,0.2608219264166549,False,648.0,898.0,734.0,812.0,743.8876342773438,775.2944946289062,752.1476440429688,769.6646728515625,757.934814453125,762.3886108398438,757.1116333007812,767.9285278320312,,787.4971923828125,792.0999145507812,799.3499145507812,806.2357788085938,813.91357421875,820.012939453125,4,755.0412292480469,2,816.9632568359375,3,787.4971923828125,3,769.6646728515625,False,False,True
screen,2511,820102,B1,1,1058.0,True,,False,9,9,0.0,0.031942495617195976,1,1,0.427893122191917,0.2600660511412654,False,932.0,1182.0,1032.0,1084.0,,,,,,,1038.080810546875,1048.382568359375,1044.3663330078125,1049.4384765625,1054.8133544921875,1060.4476318359375,1068.2530517578125,1075.52685546875,1081.5008544921875,1,1048.382568359375,2,1078.5138549804688,4,1046.9024047851562,0,,,,
screen,2511,820102,B1,2,1315.0,True,,False,15,15,0.0,0.038916912995859185,1,1,0.5979974297185284,0.370341670586401,False,1190.0,1440.0,1272.0,1358.0,1338.186279296875,1278.533935546875,1329.347412109375,1274.219970703125,1324.662841796875,1278.8013916015625,1287.4976806640625,1323.3184814453125,1294.9478759765625,1302.2718505859375,1309.45166015625,1315.369140625,1322.5977783203125,1329.5191650390625,1336.379638671875,4,1327.005126953125,2,1332.9494018554688,4,1298.60986328125,3,1278.533935546875,False,False,True
screen,2511,820102,B1,3,1605.0,True,,False,13,13,0.0,0.02164468125832196,1,-1,1.1449114997750385,1.254074585520737,False,1480.0,1730.0,1580.0,1630.0,1724.676513671875,,1719.1497802734375,,1716.67626953125,1578.204833984375,1584.2369384765625,1715.0023193359375,1590.9097900390625,1596.7384033203125,1602.4600830078125,1609.0084228515625,1616.6705322265625,1623.59619140625,1630.214111328125,4,1717.9130249023438,2,1626.9051513671875,4,1593.8240966796875,1,1578.204833984375,False,False,False
screen,2511,820102,B1,4,1884.0,True,,False,8,8,0.0,0.03151149033747415,1,1,0.43451989237348665,0.27120486738044736,False,1758.0,2008.0,1862.0,1906.0,,,,,,,1862.89453125,,1868.7640380859375,1873.809814453125,1879.5106201171875,1885.777587890625,1893.39013671875,1900.3031005859375,1906.4547119140625,0,,2,1903.37890625,4,1871.2869262695312,0,,,,
screen,2511,820102,B1,5,2755.0,False,overlapping_window,False,8,8,0.0,0.033292787601342355,1,1,0.4308121207554021,0.27244375959870987,False,2630.0,2880.0,2734.0,2776.0,,,,,,,2734.3642578125,,2739.134765625,2745.1611328125,2750.697265625,2757.01416015625,2764.336181640625,2770.093505859375,2777.104248046875,0,,2,2773.598876953125,4,2742.14794921875,0,,,,
screen,2511,820102,B1,6,2981.0,False,overlapping_window,False,8,8,0.0,0.057775607001929095,1,1,0.39431968475614015,0.27545374519749055,False,2856.0,3106.0,2954.0,3008.0,,,,,,,2969.991455078125,,2975.08837890625,2979.516845703125,2984.74267578125,2990.68603515625,2986.232177734375,2992.716064453125,2998.478515625,0,,2,2995.5972900390625,4,2977.3026123046875,0,,,,
