candidate_id,topology_seed,dynamics_seed,inventory_status,artifact_integrity,safe,event_yield_estimable,conditional_estimable,feasibility,n_returned_families,D_support,D_order,D_lag,D_cover,D_support_status,D_order_status,D_lag_status,D_cover_status,failure_reasons
dci_p017,2512,2512,PRESENT_VALIDATED,True,True,True,True,True,53,0.2712202576589487,0.31996030107310186,14.375395093539808,9.987384379266608,OK,OK,OK,OK,
dci_p017,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,37,0.2727847932097658,0.3758953622845063,14.24790572986224,10.02229371085361,OK,OK,OK,OK,
dci_p017,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,50,0.2877863013419271,0.39162048238669384,14.650331261554692,9.93482417543581,OK,OK,OK,OK,
dci_p018,2511,2511,PRESENT_VALIDATED,True,True,True,True,True,35,0.13588152290172326,0.1450920121444954,17.531328334545265,10.34015499548213,OK,OK,OK,OK,
dci_p018,2512,2512,PRESENT_VALIDATED,True,True,True,True,True,46,0.1341074303178229,0.2079595940948583,15.670756323735667,9.869252045618943,OK,OK,OK,OK,
dci_p018,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,20,0.16682722540837616,0.12880647734162742,20.13548221750294,11.088464257742613,OK,OK,OK,OK,
dci_p018,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,34,0.1659088920195779,0.21263778478505316,20.234359745143475,10.853182367320777,OK,OK,OK,OK,
dci_p019,2511,2511,PRESENT_VALIDATED,True,True,True,True,True,37,0.09695431925955406,0.17298756310107324,15.201952325759722,9.93622723154114,OK,OK,OK,OK,
dci_p019,2512,2512,PRESENT_VALIDATED,True,True,True,True,True,49,0.1573030623883279,0.16300021758939678,17.59162615841908,9.406883550543997,OK,OK,OK,OK,
dci_p019,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,36,0.09214924732551495,0.14503422851172865,16.43113385646149,9.628631653941776,OK,OK,OK,OK,
dci_p019,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,43,0.0988806150330312,0.14945449766716976,16.140570799825586,9.876775454006497,OK,OK,OK,OK,
dci_p020,2511,2511,PRESENT_VALIDATED,True,True,True,True,True,39,0.09204130246649689,0.16720574210248662,17.612573492600507,9.801942892309002,OK,OK,OK,OK,
dci_p020,2512,2512,PRESENT_VALIDATED,True,True,True,True,True,36,0.10623233999631254,0.1353411450687257,16.88523499779673,9.625345391695191,OK,OK,OK,OK,
dci_p020,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,26,0.16090369693068618,0.12491691554839517,20.508627093116022,9.576723371810413,OK,OK,OK,OK,
dci_p020,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,28,0.08627656227472362,0.15261787158956996,17.12406575736037,9.571982026744418,OK,OK,OK,OK,
dci_p021,2511,2511,PRESENT_VALIDATED,True,True,True,True,True,32,0.11043724542842652,0.17000757014211568,19.357490602626598,10.289992589019501,OK,OK,OK,OK,
dci_p021,2512,2512,PRESENT_VALIDATED,True,True,True,True,True,49,0.10715469875805612,0.1828920249519604,20.7022372407709,9.525844924259042,OK,OK,OK,OK,
dci_p021,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,34,0.10192642767456844,0.1599251578586199,20.205685977152186,9.842768414119421,OK,OK,OK,OK,
dci_p021,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,40,0.11848218896789564,0.2015606323406377,24.188332055729607,9.91045224755325,OK,OK,OK,OK,
dci_p022,2511,2511,PRESENT_VALIDATED,True,True,True,True,True,39,0.10316067981076248,0.1750724808454651,12.60805972980252,9.669131728050044,OK,OK,OK,OK,
