q,phase,dt_ms,offset_from_low_fold_mv,additive_mv,outcome,contained_local_cycle,bounded_ceiling_cycle,core_poincare_closure_scaled,core_recent_peak_drift,final_fast_rhs_max_per_ms,core_status,core_returns,core_period_ms,core_period_cv,core_peak_hz,core_tail_mean_hz,core_sustained_ceiling,core_support_violations,core_bound_violations,core_return_times_ms,annulus_status,annulus_returns,annulus_period_ms,annulus_period_cv,annulus_peak_hz,annulus_tail_mean_hz,annulus_sustained_ceiling,annulus_support_violations,annulus_bound_violations,annulus_return_times_ms,bath_status,bath_returns,bath_period_ms,bath_period_cv,bath_peak_hz,bath_tail_mean_hz,bath_sustained_ceiling,bath_support_violations,bath_bound_violations,bath_return_times_ms
0.835,0.5,0.125,0.005,0.3127171045276467,LLL,False,False,,,3.469446951953614e-18,L,0,,,145.56683599948883,2.3682168684899807,False,0,0,[],L,1,,,94.44347769021988,1.744107692502439,False,0,0,[6.489328161542643],L,0,,,9.467019699513912,0.8471139008179307,False,0,0,[]
0.835,0.5,0.125,0.025,0.33271710452764675,LLL,False,False,,,3.4212601887320364e-18,L,0,,,145.43548226356506,2.0106120500713587,False,0,0,[],L,1,,,94.31160986423492,1.5621419297531247,False,0,0,[6.492235739712554],L,0,,,9.428351186215878,0.839579151943326,False,0,0,[]
0.835,0.75,0.125,-0.005,0.3027171045276467,bounded_CCO,True,False,1.1475037725164966e-05,0.0009744763574330303,2.3485381170627352e-06,C,7,1618.2243713839787,6.561342018479867e-08,153.56691181659698,8.416608981290896,False,0,0,"[1601.6267565986145, 3219.8509946841355, 4838.075278977301, 6456.299631963724, 8074.524052851322, 9692.748522253405, 11310.97274611566]",C,8,1618.224387231002,2.6727430315780305e-08,101.46284103393555,5.313068135230692,False,0,0,"[6.487877668713828, 1608.2862330364273, 3226.510666542508, 4844.735001853398, 6462.959282669344, 8081.183616901102, 9699.408004187806, 11317.63244436235]",O_unresolved,0,,,14.061509631574154,1.1395181001985666,False,0,0,[]
0.835,0.75,0.125,0.0,0.3077171045276467,LLL,False,False,,,1.0240809891065572e-09,L,0,,,145.5996036529541,2.680146769748744,False,0,0,[],L,1,,,94.47638690471649,1.8934582486960614,False,0,0,[6.48860304065744],L,0,,,9.47668682783842,0.8534734916246818,False,0,0,[]
0.835,0.75,0.125,0.005,0.3127171045276467,LLL,False,False,,,3.469446951953614e-18,L,0,,,145.56682109832764,2.3682168684899807,False,0,0,[],L,1,,,94.44346278905869,1.744107692502439,False,0,0,[6.489328847222488],L,0,,,9.467009454965591,0.8471139008179307,False,0,0,[]
0.835,0.75,0.125,0.025,0.33271710452764675,LLL,False,False,,,3.4212601887320364e-18,L,0,,,145.43546736240387,2.0106120500713587,False,0,0,[],L,1,,,94.31159496307373,1.5621419297531247,False,0,0,[6.492236427785623],L,0,,,9.428340941667557,0.839579151943326,False,0,0,[]
0.8375,0.0,0.125,-0.005,0.2669962310675765,bounded_CCO,True,False,1.8320755159207714e-06,0.0019868767734491253,1.9322685450639394e-06,C,7,1608.7543524964701,9.822885199690934e-10,150.57115256786346,8.252851381417393,False,0,0,"[1597.3658919265808, 3206.1202932052925, 4814.874696455361, 6423.629048997784, 8032.383399561587, 9641.13775205257, 11249.892106487194]",C,8,1608.7543916059788,7.790446538535602e-10,99.24041479825974,5.216500298152613,False,0,0,"[6.525239821446532, 1604.087313278999, 3212.8416987992555, 4821.59608583721, 6430.350474392989, 8039.104864466817, 9647.859256067188, 11256.613649210925]",O_unresolved,0,,,12.927895411849022,1.107734985226215,False,0,0,[]
0.8375,0.0,0.125,0.0,0.2719962310675765,LLL,False,False,,,1.0416853346920108e-09,L,0,,,144.48630809783936,2.7376168775567393,False,0,0,[],L,1,,,93.91351789236069,1.9266215044291255,False,0,0,[6.525972999163429],L,0,,,9.610245935618877,0.8548286895894124,False,0,0,[]
0.8375,0.0,0.125,0.005,0.2769962310675765,LLL,False,False,,,3.469446951953614e-18,L,0,,,144.4530189037323,2.4187329690903425,False,0,0,[],L,1,,,93.88229250907898,1.7738492460921407,False,0,0,[6.5267066236176134],L,0,,,9.600288234651089,0.8483104757033288,False,0,0,[]
0.8375,0.0,0.125,0.025,0.2969962310675765,LLL,False,False,,,3.469446951953614e-18,L,0,,,144.31960880756378,2.053270349279046,False,0,0,[],L,1,,,93.75724196434021,1.588058890774846,False,0,0,[6.529645597292133],L,0,,,9.560498408973217,0.8406010456383228,False,0,0,[]
