tau_fast_s,tau_slow_s,q_hold,phase,source_dt_ms,q_reserve,tau_depletion_ms,low_state_entry_ms,q_exit,m_exit,additive_exit_mv,max_abs_q_excursion,fold_margin_at_exit_mv,replay_finite_domain_pass,small_q_excursion_pass,dynamic_fold_margin_pass,active_q_below_entry_fold,effective_tau_recovery_ms,time_to_qsafe_ms,persistence_off_bound_ms,reset_time_ms,reset_horizon_pass,q_at_reset,protected_margin_min_mv,protected_margin_pass,release_after_reset_ms,q_at_additive_release,q_never_decreases_after_reset,post_reset_release_pass,handoff_pass,path_pass
20.0,90.0,0.845,0.5,0.0625,0.8441554544311866,247.65779702876864,118.0,0.8448471020628741,0.2282496690750122,0.36519947052001955,0.00017840561077653305,0.19996148426223637,True,True,True,True,50031.30175700243,65143.7112209373,2629.9184229899865,65143.7112209373,True,0.885,0.19996148426223637,True,34856.537103961426,0.8907920046591323,True,True,True,True
20.0,90.0,0.845,0.75,0.0625,0.8441554544311866,247.65779702876864,118.0,0.8448471020352799,0.22824974358081818,0.3651995897293091,0.00017840562591087128,0.19996160306695052,True,True,True,True,50031.29450431108,65143.701802536314,2629.9184229899865,65143.701802536314,True,0.885,0.19996160306695052,True,34856.54102102965,0.8907920053800481,True,True,True,True
20.0,100.0,0.84,0.0,0.125,0.839062579708895,309.72122272473996,118.0,0.8398713928099056,0.23275074362754822,0.37240118980407716,0.0001547626625727494,0.13456968405241027,True,True,True,True,51786.55927516913,71902.29837537785,2629.9184229899865,71902.29837537785,True,0.885,0.13456968405241027,True,35090.873601677165,0.8904987714805473,True,True,True,True
20.0,100.0,0.84,0.25,0.125,0.839062579708895,309.72122272473996,118.0,0.8398713928315432,0.23275068402290344,0.37240109443664554,0.00015476265276581636,0.1345695889967119,True,True,True,True,51786.56566919314,71902.30723443226,2629.9184229899865,71902.30723443226,True,0.885,0.1345695889967119,True,35090.870528622196,0.890498770916741,True,True,True,True
20.0,100.0,0.84,0.5,0.125,0.839062579708895,309.72122272473996,118.0,0.8398713927038421,0.2327510416507721,0.37240166664123536,0.00015476271247760742,0.13457015936150868,True,True,True,True,51786.527305072705,71902.2540783089,2629.9184229899865,71902.2540783089,True,0.885,0.13457015936150868,True,35090.8889669402,0.8904987742996022,True,True,True,True
20.0,100.0,0.84,0.75,0.125,0.839062579708895,309.72122272473996,118.0,0.8398713927216085,0.23275098204612732,0.37240157127380374,0.00015476270378578239,0.13457006425003729,True,True,True,True,51786.53369908883,71902.26294068653,2629.9184229899865,71902.26294068653,True,0.885,0.13457006425003729,True,35090.885893889164,0.8904987737357872,True,True,True,True
20.0,100.0,0.84,0.0,0.0625,0.839062579708895,309.72122272473996,118.0,0.8398714528612402,0.23241522908210754,0.3718643665313721,0.00015472032481378406,0.13403372594103233,True,True,True,True,51822.576263953255,71952.25388593873,2629.9184229899865,71952.25388593873,True,0.885,0.13403372594103233,True,35073.56289762875,0.8904955960763048,True,True,True,True
20.0,100.0,0.84,0.25,0.0625,0.839062579708895,309.72122272473996,118.0,0.8398714528536523,0.23241525888442993,0.3718644142150879,0.00015472032852981155,0.1340337735154286,True,True,True,True,51822.57306249333,71952.249447461,2629.9184229899865,71952.249447461,True,0.885,0.1340337735154286,True,35073.564436374065,0.8904955963585223,True,True,True,True
20.0,100.0,0.84,0.5,0.0625,0.839062579708895,309.72122272473996,118.0,0.8398714528186052,0.2324153482913971,0.37186455726623535,0.000154720344854975,0.13403391606165177,True,True,True,True,51822.563458115874,71952.23614261755,2629.9184229899865,71952.23614261755,True,0.885,0.13403391606165177,True,35073.56905260884,0.8904955972051428,True,True,True,True
20.0,100.0,0.84,0.75,0.0625,0.839062579708895,309.72122272473996,118.0,0.8398714528607882,0.23241524398326874,0.37186439037323,0.00015472032480612352,0.13403374977637864,True,True,True,True,51822.57466322324,71952.25166381945,2629.9184229899865,71952.25166381945,True,0.885,0.13403374977637864,True,35073.56366700143,0.8904955962174085,True,True,True,True
20.0,100.0,0.8425,0.0,0.125,0.8416489354745541,280.20059915701574,118.0,0.8423694988017812,0.23083098232746124,0.369329571723938,0.0001558843656171982,0.16778287058485686,True,True,True,True,51993.32180923026,69983.10272258223,2629.9184229899865,69983.10272258223,True,0.885,0.16778287058485686,True,34991.48544204335,0.8904805557014032,True,True,True,True
20.0,100.0,0.8425,0.25,0.125,0.8416489354745541,280.20059915701574,118.0,0.8423694987927403,0.23083101212978363,0.36932961940765385,0.0001558843700794066,0.16778291813719518,True,True,True,True,51993.318586639165,69983.09839312558,2629.9184229899865,69983.09839312558,True,0.885,0.16778291813719518,True,34991.486991349426,0.8904805559850596,True,True,True,True
20.0,100.0,0.8425,0.5,0.125,0.8416489354745541,280.20059915701574,118.0,0.8423694987413023,0.23083116114139557,0.36932985782623295,0.000155884396280781,0.1677831558083125,True,True,True,True,51993.30247368967,69983.07675147367,2629.9184229899865,69983.07675147367,True,0.885,0.1677831558083125,True,34991.494737876856,0.8904805574033735,True,True,True,True
20.0,100.0,0.8425,0.75,0.125,0.8416489354745541,280.20059915701574,118.0,0.84236949866721,0.23083138465881348,0.3693302154541016,0.000155884433650888,0.16778351235952202,True,True,True,True,51993.27830428416,69983.04428625609,2629.9184229899865,69983.04428625609,True,0.885,0.16778351235952202,True,34991.50635765862,0.890480559530839,True,True,True,True
20.0,100.0,0.8425,0.0,0.0625,0.8416489354745541,280.20059915701574,118.0,0.8423695556906686,0.23048906028270721,0.3687824964523316,0.0001558417715267213,0.16723662198415948,True,True,True,True,52030.320909472226,70032.85221587046,2629.9184229899865,70032.85221587046,True,0.885,0.16723662198415948,True,34973.69707427517,0.8904772994350647,True,True,True,True
20.0,100.0,0.8425,0.25,0.0625,0.8416489354745541,280.20059915701574,118.0,0.8423695556661162,0.23048914968967438,0.368782639503479,0.00015584178423677653,0.16723676467852697,True,True,True,True,52030.311227935825,70032.83920668157,2629.9184229899865,70032.83920668157,True,0.885,0.16723676467852697,True,34973.70172908784,0.8904773002869918,True,True,True,True
20.0,100.0,0.8425,0.5,0.0625,0.8416489354745541,280.20059915701574,118.0,0.8423695556847947,0.2304890900850296,0.3687825441360474,0.0001558417743742213,0.16723666958251876,True,True,True,True,52030.31768229302,70032.84787738792,2629.9184229899865,70032.84787738792,True,0.885,0.16723666958251876,True,34973.698625879595,0.8904772997190411,True,True,True,True
20.0,100.0,0.8425,0.75,0.0625,0.8416489354745541,280.20059915701574,118.0,0.8423695556902223,0.2304890751838684,0.36878252029418945,0.00015584177181138248,0.16723664581953188,True,True,True,True,52030.31929588257,70032.85004438047,2629.9184229899865,70032.85004438047,True,0.885,0.16723664581953188,True,34973.697850077406,0.8904772995770563,True,True,True,True
20.0,100.0,0.845,0.0,0.125,0.8442344985543346,249.4587663200658,118.0,0.8448668952079721,0.228600412607193,0.3657606601715088,0.0001577340073000144,0.20081287383164173,True,True,True,True,52235.64238862979,67995.14340534325,2629.9184229899865,67995.14340534325,True,0.885,0.20081287383164173,True,34874.96294378015,0.8904592473779052,True,True,True,True
20.0,100.0,0.845,0.25,0.125,0.8442344985543346,249.4587663200658,118.0,0.8448668952079634,0.228600412607193,0.3657606601715088,0.00015773400731322607,0.20081287383151478,True,True,True,True,52235.64238862979,67995.14340535144,2629.9184229899865,67995.14340535144,True,0.885,0.20081287383151478,True,34874.96294378015,0.8904592473779052,True,True,True,True
20.0,100.0,0.845,0.5,0.125,0.8442344985543346,249.4587663200658,118.0,0.8448668951923932,0.22860047221183777,0.36576075553894044,0.00015773401510776885,0.2008129689706616,True,True,True,True,52235.63588323106,67995.13495202488,2629.9184229899865,67995.13495202488,True,0.885,0.2008129689706616,True,34874.96607262684,0.8904592479493861,True,True,True,True
20.0,100.0,0.845,0.75,0.125,0.8442344985543346,249.4587663200658,118.0,0.84486689520381,0.2286004275083542,0.3657606840133667,0.00015773400963037254,0.2008128976124762,True,True,True,True,52235.64076227996,67995.1412922668,2629.9184229899865,67995.1412922668,True,0.885,0.2008128976124762,True,34874.963725991896,0.8904592475207751,True,True,True,True
20.0,100.0,0.845,0.0,0.0625,0.8442344985543346,249.4587663200658,118.0,0.8448669479858943,0.228249654173851,0.3651994466781616,0.00015769340878157845,0.2002524341490573,True,True,True,True,52273.95311594333,68044.96244380843,2629.9184229899865,68044.96244380843,True,0.885,0.2002524341490573,True,34856.536320547624,0.8904558824263831,True,True,True,True
20.0,100.0,0.845,0.25,0.0625,0.8442344985543346,249.4587663200658,118.0,0.8448669479875102,0.228249654173851,0.3651994466781616,0.00015769340804294707,0.20025243417274785,True,True,True,True,52273.95311594333,68044.9624422764,2629.9184229899865,68044.9624422764,True,0.885,0.20025243417274785,True,34856.536320547624,0.8904558824263831,True,True,True,True
20.0,100.0,0.845,0.5,0.0625,0.8442344985543346,249.4587663200658,118.0,0.8448669479829407,0.2282496690750122,0.36519947052001955,0.00015769341023452732,0.2002524579476101,True,True,True,True,52273.95148720703,68044.96032648416,2629.9184229899865,68044.96032648416,True,0.885,0.2002524579476101,True,34856.537103961426,0.8904558825694111,True,True,True,True
20.0,100.0,0.845,0.75,0.0625,0.8442344985543346,249.4587663200658,118.0,0.8448669479592221,0.22824974358081818,0.3651995897293091,0.00015769342169713596,0.20025257680914638,True,True,True,True,52273.94334352699,68044.94974835103,2629.9184229899865,68044.94974835103,True,0.885,0.20025257680914638,True,34856.54102102965,0.8904558832845938,True,True,True,True
20.0,120.0,0.84,0.0,0.125,0.8392117139936853,312.57546699746126,118.0,0.839901507276753,0.23275074362754822,0.37240118980407716,0.00012348825961516763,0.13500354405383042,True,True,True,True,55459.1767972925,76973.70818184881,2629.9184229899865,76973.70818184881,True,0.885,0.13500354405383042,True,35090.873601677165,0.88997079955401,True,True,True,True
20.0,120.0,0.84,0.25,0.125,0.8392117139936853,312.57546699746126,118.0,0.8399015072931043,0.23275068402290344,0.37240109443664554,0.00012348825372043848,0.13500344892197338,True,True,True,True,55459.184435927535,76973.71876868524,2629.9184229899865,76973.71876868524,True,0.885,0.13500344892197338,True,35090.870528622196,0.8899707989982851,True,True,True,True
20.0,120.0,0.84,0.5,0.125,0.8392117139936853,312.57546699746126,118.0,0.8399015071965706,0.2327510416507721,0.37240166664123536,0.00012348829024699803,0.1350040197357998,True,True,True,True,55459.13860414894,76973.65524625745,2629.9184229899865,76973.65524625745,True,0.885,0.1350040197357998,True,35090.8889669402,0.8899708023326638,True,True,True,True
20.0,120.0,0.84,0.75,0.125,0.8392117139936853,312.57546699746126,118.0,0.839901507209866,0.23275098204612732,0.37240157127380374,0.00012348828480146512,0.1350039245599149,True,True,True,True,55459.146242773444,76973.66583589939,2629.9184229899865,76973.66583589939,True,0.885,0.1350039245599149,True,35090.885893889164,0.8899708017769233,True,True,True,True
20.0,120.0,0.84,0.0,0.0625,0.8392117139936853,312.57546699746126,118.0,0.8399015541695541,0.23241522908210754,0.3718643665313721,0.00012345295150051339,0.13446739636707872,True,True,True,True,55502.208030334776,77033.3894108812,2629.9184229899865,77033.3894108812,True,0.885,0.13446739636707872,True,35073.56289762875,0.889967669823459,True,True,True,True
20.0,120.0,0.84,0.25,0.0625,0.8392117139936853,312.57546699746126,118.0,0.8399015541640139,0.23241525888442993,0.3718644142150879,0.00012345295374593945,0.1344674439709762,True,True,True,True,55502.20420508888,77033.38410680971,2629.9184229899865,77033.38410680971,True,0.885,0.1344674439709762,True,35073.564436374065,0.8899676701015937,True,True,True,True
20.0,120.0,0.84,0.5,0.0625,0.8392117139936853,312.57546699746126,118.0,0.8399015541373606,0.2324153482913971,0.37186455726623535,0.00012345296369697945,0.13446758663812808,True,True,True,True,55502.19272935433,77033.36820386501,2629.9184229899865,77033.36820386501,True,0.885,0.13446758663812808,True,35073.56905260884,0.889967670935997,True,True,True,True
20.0,120.0,0.84,0.75,0.0625,0.8392117139936853,312.57546699746126,118.0,0.8399015541695789,0.23241524398326874,0.37186439037323,0.00012345295122639932,0.13446742020929328,True,True,True,True,55502.20611771176,77033.38675626423,2629.9184229899865,77033.38675626423,True,0.885,0.13446742020929328,True,35073.56366700143,0.8899676699625275,True,True,True,True
20.0,120.0,0.8425,0.0,0.125,0.8417838571504688,282.98124219773183,118.0,0.8423994423491032,0.23083098232746124,0.369329571723938,0.00012476001852068652,0.16821799000139998,True,True,True,True,55706.300114132326,74951.82676361695,2629.9184229899865,74951.82676361695,True,0.885,0.16821799000139998,True,34991.48544204335,0.8899528501440787,True,True,True,True
20.0,120.0,0.8425,0.25,0.125,0.8417838571504688,282.98124219773183,118.0,0.8423994423423231,0.23083101212978363,0.36932961940765385,0.00012476002116257323,0.16821803758659154,True,True,True,True,55706.29626070242,74951.82158545335,2629.9184229899865,74951.82158545335,True,0.885,0.16821803758659154,True,34991.486991349426,0.8899528504235151,True,True,True,True
20.0,120.0,0.8425,0.5,0.125,0.8417838571504688,282.98124219773183,118.0,0.8423994423033869,0.23083116114139557,0.36932985782623295,0.00012476003704953165,0.16821827543937623,True,True,True,True,55706.27699356078,74951.79569951586,2629.9184229899865,74951.79569951586,True,0.885,0.16821827543937623,True,34991.494737876856,0.8899528518206669,True,True,True,True
20.0,120.0,0.8425,0.75,0.125,0.8417838571504688,282.98124219773183,118.0,0.8423994422475363,0.23083138465881348,0.3693302154541016,0.00012476005938510948,0.16821863225566086,True,True,True,True,55706.24809287333,74951.7568681736,2629.9184229899865,74951.7568681736,True,0.885,0.16821863225566086,True,34991.50635765862,0.8899528539164107,True,True,True,True
20.0,120.0,0.8425,0.0,0.0625,0.8417838571504688,282.98124219773183,118.0,0.8423994864904524,0.23048906028270721,0.3687824964523316,0.00012472506899985358,0.1676715561620819,True,True,True,True,55750.545633468406,75011.315591952,2629.9184229899865,75011.315591952,True,0.885,0.1676715561620819,True,34973.69707427517,0.8899496426078706,True,True,True,True
20.0,120.0,0.8425,0.25,0.0625,0.8417838571504688,282.98124219773183,118.0,0.84239948647232,0.23048914968967438,0.368782639503479,0.00012472507648331188,0.16767169894974177,True,True,True,True,55750.53405480909,75011.30003063267,2629.9184229899865,75011.30003063267,True,0.885,0.16767169894974177,True,34973.70172908784,0.889949643447011,True,True,True,True
20.0,120.0,0.8425,0.5,0.0625,0.8417838571504688,282.98124219773183,118.0,0.842399486486335,0.2304890900850296,0.3687825441360474,0.00012472507045480086,0.16767160378596682,True,True,True,True,55750.54177391477,75011.31040297997,2629.9184229899865,75011.31040297997,True,0.885,0.16767160378596682,True,34973.698625879595,0.8899496428875809,True,True,True,True
20.0,120.0,0.8425,0.75,0.0625,0.8417838571504688,282.98124219773183,118.0,0.8423994864904102,0.2304890751838684,0.36878252029418945,0.0001247250690352697,0.16767158000332671,True,True,True,True,55750.54370369152,75011.31299551418,2629.9184229899865,75011.31299551418,True,0.885,0.16767158000332671,True,34973.697850077406,0.8899496427477264,True,True,True,True
20.0,120.0,0.845,0.0,0.125,0.844355290169055,252.17128519345255,118.0,0.8448967651700846,0.228600412607193,0.3657606601715088,0.00012665996484795272,0.20125081638752537,True,True,True,True,55996.21300877212,72859.93293932592,2629.9184229899865,72859.93293932592,True,0.885,0.20125081638752537,True,34874.96294378015,0.8899318668370897,True,True,True,True
20.0,120.0,0.845,0.25,0.125,0.844355290169055,252.17128519345255,118.0,0.8448967651700753,0.228600412607193,0.3657606601715088,0.00012665996486149744,0.20125081638738862,True,True,True,True,55996.21300877212,72859.9329393354,2629.9184229899865,72859.9329393354,True,0.885,0.20125081638738862,True,34874.96294378015,0.8899318668370897,True,True,True,True
20.0,120.0,0.845,0.5,0.125,0.844355290169055,252.17128519345255,118.0,0.844896765158545,0.22860047221183777,0.36576075553894044,0.00012665996995753215,0.2012509115857667,True,True,True,True,55996.20522148629,72859.9228185616,2629.9184229899865,72859.9228185616,True,0.885,0.2012509115857667,True,34874.96607262684,0.8899318673996535,True,True,True,True
20.0,120.0,0.845,0.75,0.125,0.844355290169055,252.17128519345255,118.0,0.844896765166964,0.2286004275083542,0.3657606840133667,0.00012665996647054367,0.20125084018362993,True,True,True,True,55996.21106195046,72859.93040937411,2629.9184229899865,72859.93040937411,True,0.885,0.20125084018362993,True,34874.963725991896,0.8899318669777315,True,True,True,True
20.0,120.0,0.845,0.0,0.0625,0.844355290169055,252.17128519345255,118.0,0.8448968057092203,0.228249654173851,0.3651994466781616,0.00012662604122093413,0.20069019726428955,True,True,True,True,56042.076779487674,72919.56773181816,2629.9184229899865,72919.56773181816,True,0.885,0.20069019726428955,True,34856.536320547624,0.8899285545369037,True,True,True,True
20.0,120.0,0.845,0.25,0.0625,0.844355290169055,252.17128519345255,118.0,0.8448968057105448,0.228249654173851,0.3651994466781616,0.00012662604068247596,0.20069019728370885,True,True,True,True,56042.076779487674,72919.5677304711,2629.9184229899865,72919.5677304711,True,0.885,0.20069019728370885,True,34856.536320547624,0.8899285545369037,True,True,True,True
20.0,120.0,0.845,0.5,0.0625,0.844355290169055,252.17128519345255,118.0,0.8448968057071216,0.2282496690750122,0.36519947052001955,0.00012662604213109496,0.20069022107537615,True,True,True,True,56042.07482947561,72919.5651966799,2629.9184229899865,72919.5651966799,True,0.885,0.20069022107537615,True,34856.537103961426,0.8899285546776986,True,True,True,True
20.0,120.0,0.845,0.75,0.0625,0.844355290169055,252.17128519345255,118.0,0.8448968056892417,0.22824974358081818,0.3651995897293091,0.00012662604969071456,0.20069034002251843,True,True,True,True,56042.06507941734,72919.55252850305,2629.9184229899865,72919.55252850305,True,0.885,0.20069034002251843,True,34856.54102102965,0.889928555381629,True,True,True,True
20.0,160.0,0.84,0.0,0.125,0.8394020984431518,316.158105258526,118.0,0.839939260052631,0.23275074362754822,0.37240118980407716,8.475263654217358e-05,0.1355474493960404,True,True,True,True,60853.735183950834,84422.76298885596,2629.9184229899865,84422.76298885596,True,0.885,0.1355474493960404,True,35090.873601677165,0.8892693879006582,True,True,True,True
20.0,160.0,0.84,0.25,0.125,0.8394020984431518,316.158105258526,118.0,0.8399392600623466,0.23275068402290344,0.37240109443664554,8.475263498186614e-05,0.13554735416858277,True,True,True,True,60853.74484073914,84422.77637593412,2629.9184229899865,84422.77637593412,True,0.885,0.13554735416858277,True,35090.870528622196,0.8892693873587821,True,True,True,True
20.0,160.0,0.84,0.5,0.125,0.8394020984431518,316.158105258526,118.0,0.8399392600049369,0.2327510416507721,0.37240166664123536,8.47526458118697e-05,0.13554792554606873,True,True,True,True,60853.6869000553,84422.69605263295,2629.9184229899865,84422.69605263295,True,0.885,0.13554792554606873,True,35090.8889669402,0.889269390610089,True,True,True,True
20.0,160.0,0.84,0.75,0.125,0.8394020984431518,316.158105258526,118.0,0.8399392600126196,0.23275098204612732,0.37240157127380374,8.475264399609994e-05,0.13554783028932263,True,True,True,True,60853.69655682827,84422.70944174961,2629.9184229899865,84422.70944174961,True,0.885,0.13554783028932263,True,35090.885893889164,0.8892693900682007,True,True,True,True
20.0,160.0,0.84,0.0,0.0625,0.8394020984431518,316.158105258526,118.0,0.8399392904312704,0.23241522908210754,0.3718643665313721,8.472480762478085e-05,0.13501106378927819,True,True,True,True,60908.14183582638,84498.21086605646,2629.9184229899865,84498.21086605646,True,0.885,0.13501106378927819,True,35073.56289762875,0.889266336356405,True,True,True,True
20.0,160.0,0.84,0.25,0.0625,0.8394020984431518,316.158105258526,118.0,0.839939290428303,0.23241525888442993,0.3718644142150879,8.47248081446983e-05,0.13501111143024253,True,True,True,True,60908.136998795824,84498.20415862578,2629.9184229899865,84498.20415862578,True,0.885,0.13501111143024253,True,35073.564436374065,0.8892663366275696,True,True,True,True
20.0,160.0,0.84,0.5,0.0625,0.8394020984431518,316.158105258526,118.0,0.8399392904121845,0.2324153482913971,0.37186455726623535,8.472481100552098e-05,0.1350112542491711,True,True,True,True,60908.12248770873,84498.18404365816,2629.9184229899865,84498.18404365816,True,0.885,0.1350112542491711,True,35073.56905260884,0.8892663374410742,True,True,True,True
20.0,160.0,0.84,0.75,0.0625,0.8394020984431518,316.158105258526,118.0,0.8399392904318934,0.23241524398326874,0.37186439037323,8.472480712107266e-05,0.13501108764011246,True,True,True,True,60908.13941731102,84498.20751020452,2629.9184229899865,84498.20751020452,True,0.885,0.13501108764011246,True,35073.56366700143,0.8892663364919967,True,True,True,True
20.0,160.0,0.8425,0.0,0.125,0.8419563715763758,286.47334446421326,118.0,0.8424369971251843,0.23083098232746124,0.369329571723938,8.613829714976262e-05,0.16876371065637324,True,True,True,True,61166.361242684114,82258.34835560968,2629.9184229899865,82258.34835560968,True,0.885,0.16876371065637324,True,34991.48544204335,0.8892518929434958,True,True,True,True
20.0,160.0,0.8425,0.25,0.125,0.8419563715763758,286.47334446421326,118.0,0.8424369971212441,0.23083101212978363,0.36932961940765385,8.61382979451264e-05,0.16876375828283305,True,True,True,True,61166.356364553525,82258.34179954088,2629.9184229899865,82258.34179954088,True,0.885,0.16876375828283305,True,34991.486991349426,0.8892518932157376,True,True,True,True
20.0,160.0,0.8425,0.5,0.125,0.8419563715763758,286.47334446421326,118.0,0.8424369970980136,0.23083116114139557,0.36932985782623295,8.613830367698583e-05,0.1687639963638418,True,True,True,True,61166.331973912296,82258.30902296324,2629.9184229899865,82258.30902296324,True,0.885,0.1687639963638418,True,34991.494737876856,0.8892518945769475,True,True,True,True
20.0,160.0,0.8425,0.75,0.125,0.8419563715763758,286.47334446421326,118.0,0.8424369970650806,0.23083138465881348,0.3693302154541016,8.613831123938098e-05,0.16876435351315047,True,True,True,True,61166.295387986895,82258.25985611319,2629.9184229899865,82258.25985611319,True,0.885,0.16876435351315047,True,34991.50635765862,0.889251896618769,True,True,True,True
20.0,160.0,0.8425,0.0,0.0625,0.8419563715763758,286.47334446421326,118.0,0.8424370252563249,0.23048906028270721,0.3687824964523316,8.611067610964085e-05,0.1682170441675129,True,True,True,True,61222.379295446866,82333.65318555785,2629.9184229899865,82333.65318555785,True,0.885,0.1682170441675129,True,34973.69707427517,0.8892487681611054,True,True,True,True
20.0,160.0,0.8425,0.25,0.0625,0.8419563715763758,286.47334446421326,118.0,0.8424370252462572,0.23048914968967438,0.368782639503479,8.611067836838959e-05,0.16821718707236297,True,True,True,True,61222.36463423993,82333.63347944405,2629.9184229899865,82333.63347944405,True,0.885,0.16821718707236297,True,34973.70172908784,0.8892487689785386,True,True,True,True
20.0,160.0,0.8425,0.5,0.0625,0.8419563715763758,286.47334446421326,118.0,0.842437025254414,0.2304890900850296,0.3687825441360474,8.611067627672941e-05,0.1682170918234606,True,True,True,True,61222.37440837711,82333.64661531533,2629.9184229899865,82333.64661531533,True,0.885,0.1682170918234606,True,34973.698625879595,0.889248768433585,True,True,True,True
20.0,160.0,0.8425,0.75,0.0625,0.8419563715763758,286.47334446421326,118.0,0.8424370252567913,0.2304890751838684,0.36878252029418945,8.611067593355948e-05,0.16821706801614827,True,True,True,True,61222.37685191189,82333.64989892421,2629.9184229899865,82333.64989892421,True,0.885,0.16821706801614827,True,34973.697850077406,0.8892487682973385,True,True,True,True
20.0,160.0,0.845,0.0,0.125,0.8445100654251599,255.5796307032217,118.0,0.844934250155258,0.228600412607193,0.3657606601715088,8.801178496453677e-05,0.2018004076508912,True,True,True,True,61533.65982439252,80023.15374671239,2629.9184229899865,80023.15374671239,True,0.885,0.2018004076508912,True,34874.96294378015,0.8892314595069565,True,True,True,True
20.0,160.0,0.845,0.25,0.125,0.8445100654251599,255.5796307032217,118.0,0.8449342501552471,0.228600412607193,0.3657606601715088,8.801178497841455e-05,0.20180040765073165,True,True,True,True,61533.65982439252,80023.15374672454,2629.9184229899865,80023.15374672454,True,0.885,0.20180040765073165,True,34874.96294378015,0.8892314595069565,True,True,True,True
20.0,160.0,0.845,0.5,0.125,0.8445100654251599,255.5796307032217,118.0,0.844934250148797,0.22860047221183777,0.36576075553894044,8.801178682127375e-05,0.20180050292359317,True,True,True,True,61533.64995060938,80023.14091329735,2629.9184229899865,80023.14091329735,True,0.885,0.20180050292359317,True,34874.96607262684,0.8892314600545004,True,True,True,True
20.0,160.0,0.845,0.75,0.125,0.8445100654251599,255.5796307032217,118.0,0.8449342501534466,0.2286004275083542,0.3657606840133667,8.801178562845013e-05,0.2018004314661904,True,True,True,True,61533.65735594643,80023.15053857745,2629.9184229899865,80023.15053857745,True,0.885,0.2018004314661904,True,34874.963725991896,0.889231459643845,True,True,True,True
20.0,160.0,0.845,0.0,0.0625,0.8445100654251599,255.5796307032217,118.0,0.8449342753070515,0.228249654173851,0.3651994466781616,8.798488476158273e-05,0.20123956292402104,True,True,True,True,61591.81949780857,80098.7609736583,2629.9184229899865,80098.7609736583,True,0.885,0.20123956292402104,True,34856.536320547624,0.8892282358434332,True,True,True,True
20.0,160.0,0.845,0.25,0.0625,0.8445100654251599,255.5796307032217,118.0,0.8449342753080081,0.228249654173851,0.3651994466781616,8.798488441830177e-05,0.2012395629380475,True,True,True,True,61591.81949780857,80098.76097258824,2629.9184229899865,80098.76097258824,True,0.885,0.2012395629380475,True,34856.536320547624,0.8892282358434332,True,True,True,True
20.0,160.0,0.845,0.5,0.0625,0.8445100654251599,255.5796307032217,118.0,0.8449342753060265,0.2282496690750122,0.36519947052001955,8.798488503813928e-05,0.2012395867508514,True,True,True,True,61591.8170246941,80098.7577585756,2629.9184229899865,80098.7577585756,True,0.885,0.2012395867508514,True,34856.537103961426,0.8892282359804485,True,True,True,True
20.0,160.0,0.845,0.75,0.0625,0.8445100654251599,255.5796307032217,118.0,0.8449342752954896,0.22824974358081818,0.3651995897293091,8.79848880120937e-05,0.20123970580565267,True,True,True,True,61591.80465912467,80098.74168921933,2629.9184229899865,80098.74168921933,True,0.885,0.20123970580565267,True,34856.54102102965,0.8892282366655001,True,True,True,True
15.0,70.0,0.84,0.0,0.125,0.8386919040736557,302.434786894067,118.0,0.8398120345767677,0.23275074362754822,0.37240118980407716,0.00022362767504136016,0.13371450825786238,True,True,True,True,37768.030405318765,52475.74070044405,2629.9184229899865,52475.74070044405,True,0.885,0.13371450825786238,True,35090.873601677165,0.8920885689486604,True,True,True,True
15.0,70.0,0.84,0.25,0.125,0.8386919040736557,302.434786894067,118.0,0.8398120346084827,0.23275068402290344,0.37240109443664554,0.00022362766051453598,0.13371441334735076,True,True,True,True,37768.03485882659,52475.74686834553,2629.9184229899865,52475.74686834553,True,0.885,0.13371441334735076,True,35090.870528622196,0.8920885683049375,True,True,True,True
15.0,70.0,0.84,0.5,0.125,0.8386919040736557,302.434786894067,118.0,0.839812034421325,0.2327510416507721,0.37240166664123536,0.000223627748790034,0.13371498285555367,True,True,True,True,37768.00813779538,52475.70985899267,2629.9184229899865,52475.70985899267,True,0.885,0.13371498285555367,True,35090.8889669402,0.8920885721672847,True,True,True,True
15.0,70.0,0.84,0.75,0.125,0.8386919040736557,302.434786894067,118.0,0.8398120344474358,0.23275098204612732,0.37240157127380374,0.0002236277359587424,0.1337148878643008,True,True,True,True,37768.012591297964,52475.716030403586,2629.9184229899865,52475.716030403586,True,0.885,0.1337148878643008,True,35090.885893889164,0.8920885715235604,True,True,True,True
15.0,70.0,0.84,0.0,0.0625,0.8386919040736557,302.434786894067,118.0,0.8398121216401883,0.23241522908210754,0.3718643665313721,0.00022356806396095497,0.13317893931039476,True,True,True,True,37793.115848551584,52510.54030396182,2629.9184229899865,52510.54030396182,True,0.885,0.13317893931039476,True,35073.56289762875,0.8920849431744999,True,True,True,True
15.0,70.0,0.84,0.25,0.0625,0.8386919040736557,302.434786894067,118.0,0.8398121216289595,0.23241525888442993,0.3718644142150879,0.00022356806949341834,0.13317898683233698,True,True,True,True,37793.11361883909,52510.537213003714,2629.9184229899865,52510.537213003714,True,0.885,0.13317898683233698,True,35073.564436374065,0.892084943496767,True,True,True,True
