tau_fast_s,tau_slow_s,q_hold,phase,source_dt_ms,q_reserve,tau_depletion_ms,low_state_entry_ms,q_exit,m_exit,additive_exit_mv,max_abs_q_excursion,fold_margin_at_exit_mv,replay_finite_domain_pass,small_q_excursion_pass,dynamic_fold_margin_pass,active_q_below_entry_fold,effective_tau_recovery_ms,time_to_qsafe_ms,persistence_off_bound_ms,reset_time_ms,reset_horizon_pass,q_at_reset,protected_margin_min_mv,protected_margin_pass,release_after_reset_ms,q_at_additive_release,q_never_decreases_after_reset,post_reset_release_pass,handoff_pass,path_pass
20.0,70.0,0.845,0.0,0.0625,0.8439360849508646,242.54662812003068,118.0,0.8447906657761295,0.228249654173851,0.3651994466781616,0.00023741290355427935,0.1991340120436984,True,True,True,True,44568.269658373356,58076.10266018801,2629.9184229899865,58076.10266018801,True,0.885,0.1991340120436984,True,34856.536320547624,0.8916885378447812,True,True,True,True
20.0,70.0,0.845,0.25,0.0625,0.8439360849508646,242.54662812003068,118.0,0.8447906657784882,0.228249654173851,0.3651994466781616,0.00023741290212009325,0.19913401207828035,True,True,True,True,44568.269658373356,58076.102658283955,2629.9184229899865,58076.102658283955,True,0.885,0.19913401207828035,True,34856.536320547624,0.8916885378447812,True,True,True,True
20.0,70.0,0.845,0.5,0.0625,0.8439360849508646,242.54662812003068,118.0,0.844790665771,0.2282496690750122,0.36519947052001955,0.00023741290677370408,0.19913403581035016,True,True,True,True,44568.26860127934,58076.10128684879,2629.9184229899865,58076.10128684879,True,0.885,0.19913403581035016,True,34856.537103961426,0.8916885379908616,True,True,True,True
20.0,70.0,0.845,0.75,0.0625,0.8439360849508646,242.54662812003068,118.0,0.8447906657324157,0.22824974358081818,0.3651995897293091,0.0002374129306708106,0.19913415445392985,True,True,True,True,44568.26331580997,58076.09443059725,2629.9184229899865,58076.09443059725,True,0.885,0.19913415445392985,True,34856.54102102965,0.8916885387213624,True,True,True,True
20.0,80.0,0.84,0.0,0.125,0.838844123477916,305.4611108354724,118.0,0.8398263702183866,0.23275074362754822,0.37240118980407716,0.00020175186422510816,0.13392104226441381,True,True,True,True,47107.25447327753,65440.644751654225,2629.9184229899865,65440.644751654225,True,0.885,0.13392104226441381,True,35090.873601677165,0.8912390754081626,True,True,True,True
20.0,80.0,0.84,0.25,0.125,0.838844123477916,305.4611108354724,118.0,0.8398263702479147,0.23275068402290344,0.37240109443664554,0.00020175184873738594,0.13392094732239523,True,True,True,True,47107.25943333837,65440.65161897516,2629.9184229899865,65440.65161897516,True,0.885,0.13392094732239523,True,35090.870528622196,0.8912390748366513,True,True,True,True
20.0,80.0,0.84,0.5,0.125,0.838844123477916,305.4611108354724,118.0,0.8398263700736843,0.2327510416507721,0.37240166664123536,0.0002017519421871894,0.1339215170168425,True,True,True,True,47107.229672988964,65440.61041277076,2629.9184229899865,65440.61041277076,True,0.885,0.1339215170168425,True,35090.8889669402,0.891239078265769,True,True,True,True
20.0,80.0,0.84,0.75,0.125,0.838844123477916,305.4611108354724,118.0,0.8398263700981263,0.23275098204612732,0.37240157127380374,0.00020175192870686143,0.13392142200154752,True,True,True,True,47107.234633044594,65440.61728406619,2629.9184229899865,65440.61728406619,True,0.885,0.13392142200154752,True,35090.885893889164,0.8912390776942577,True,True,True,True
20.0,80.0,0.84,0.0,0.0625,0.838844123477916,305.4611108354724,118.0,0.839826449917676,0.23241522908210754,0.3718643665313721,0.00020169788239876585,0.1333853672216935,True,True,True,True,47135.19121076401,65479.39159064398,2629.9184229899865,65479.39159064398,True,0.885,0.1333853672216935,True,35073.56289762875,0.8912358563568216,True,True,True,True
20.0,80.0,0.84,0.25,0.0625,0.838844123477916,305.4611108354724,118.0,0.8398264499070284,0.23241525888442993,0.3718644142150879,0.00020169788827184565,0.1333854147520091,True,True,True,True,47135.188727791574,65479.38814968213,2629.9184229899865,65479.38814968213,True,0.885,0.1333854147520091,True,35073.564436374065,0.8912358566429307,True,True,True,True
