q,phase,dt_ms,outcome,contained_local_cycle,bounded_ceiling_cycle,core_poincare_closure_scaled,core_recent_peak_drift,final_fast_rhs_max_per_ms,core_status,core_returns,core_period_ms,core_period_cv,core_peak_hz,core_tail_mean_hz,core_sustained_ceiling,core_support_violations,core_bound_violations,core_return_times_ms,annulus_status,annulus_returns,annulus_period_ms,annulus_period_cv,annulus_peak_hz,annulus_tail_mean_hz,annulus_sustained_ceiling,annulus_support_violations,annulus_bound_violations,annulus_return_times_ms,bath_status,bath_returns,bath_period_ms,bath_period_cv,bath_peak_hz,bath_tail_mean_hz,bath_sustained_ceiling,bath_support_violations,bath_bound_violations,bath_return_times_ms,r0b_source_label_match,checkpoint_time_ms
0.845,0.5,0.125,bounded_CCO,True,False,3.7243495298005622e-06,0.001468071142516333,0.0011086290654478725,C,21,573.5839993055888,1.295778004793781e-07,141.36731624603271,13.411067205573248,False,0,0,"[449.428938310739, 1023.0038385965618, 1596.5876958546569, 2170.1716734818538, 2743.7558174932487, 3317.339691771193, 3890.9236612792047, 4464.5077972497065, 5038.091688086966, 5611.675649471911, 6185.259777397737, 6758.843684803641, 7332.427638061716, 7906.011757939073, 8479.59568192118, 9053.179627049374, 9626.763738874466, 10200.347679438677, 10773.931616434213, 11347.51572020324, 11921.099677355443]",C,21,573.5839948480825,9.175621912755982e-08,92.46253222227097,8.32670003985763,False,0,0,"[456.1023910218147, 1029.6767159637607, 1603.2608102258323, 2176.8447444543563, 2750.428704687799, 3324.012793251937, 3897.5967402509114, 4471.180694206036, 5044.764776580829, 5618.348736357499, 6191.932684030068, 6765.516760214177, 7339.100732775891, 7912.684674161658, 8486.26874415197, 9059.852729506867, 9633.43666460158, 10207.020728393321, 10780.60472654977, 11354.188655349179, 11927.772712937569]",O_unresolved,0,,,9.721588343381882,1.2370589432750871,False,0,0,[],True,2743.7558174932487
0.845,0.75,0.125,bounded_CCO,True,False,1.5056065104483222e-05,0.0011487380696920072,0.0010487650561417968,C,21,573.5839983485257,2.3043913643566127e-07,141.36725664138794,13.423796919520253,False,0,0,"[447.9152601290667, 1021.4894755340798, 1595.0733435959262, 2168.6573795411637, 2742.2414762714593, 3315.825336682067, 3889.4093645356106, 4462.993477909938, 5036.577330159576, 5610.161349917609, 6183.745479942085, 6757.329324028252, 7330.9133356869825, 7904.497482367721, 8478.08131828795, 9051.665321843571, 9625.249485186838, 10198.833312939736, 10772.417308388423, 11346.001470049512, 11919.585307985313]",C,21,573.5839941223494,1.416564813203052e-07,92.46232360601425,8.333577448804258,False,0,0,"[454.5886817314111, 1028.1624091769518, 1601.746514678742, 2175.330390427221, 2748.91439571773, 3322.4985146225135, 3896.0823840357166, 4469.66638307896, 5043.250509964354, 5616.834377946256, 6190.41837073774, 6764.002491443976, 7337.586372158685, 7911.170358693911, 8484.754473218118, 9058.338366672862, 9631.922346947475, 10205.506455287854, 10779.090361489858, 11352.674335499654, 11926.258437654902]",O_unresolved,0,,,9.721565991640091,1.2381094371474268,False,0,0,[],True,2742.2414762714593
0.84,0.0,0.0625,bounded_CCO,True,False,3.140224778367073e-06,0.00011033764559300286,0.0011201732044581188,C,23,520.0234265754085,5.475216667956578e-08,144.46260035037994,13.711932994529397,False,0,0,"[447.1957618434296, 967.2147038867265, 1487.2381516817327, 2007.2615828127718, 2527.284995035425, 3047.308461665093, 3567.3318626232176, 4087.3552929159423, 4607.378754380303, 5127.402148433718, 5647.425596819796, 6167.449028162814, 6687.472440258568, 7207.495906760847, 7727.519307931148, 8247.542738096809, 8767.56619977265, 9287.58959369943, 9807.613041958279, 10327.63647351316, 10847.659885482013, 11367.683351856907, 11887.706753239385]",C,23,520.0234310272996,2.3601562948198223e-08,94.56788748502731,8.498298346776954,False,0,0,"[453.713676111156, 973.7324980678309, 1493.7559453500594, 2013.779351537009, 2533.8027998756365, 3053.826224527719, 3573.849644684536, 4093.8731071205843, 4613.896508336238, 5133.919942509804, 5653.943390699625, 6173.966796788645, 6693.990245028303, 7214.013669844859, 7734.037089903358, 8254.060552240246, 8774.08395362081, 9294.107387695694, 9814.130836049546, 10334.15424204052, 10854.177690181208, 11374.201115162236, 11894.22453512242]",O_unresolved,0,,,9.971164166927338,1.217578860692691,False,0,0,[],True,2527.284995035425
0.84,0.25,0.0625,bounded_CCO,True,False,3.419996606348771e-06,0.0001041141620049413,0.0003132954497578677,C,23,520.02342912116,4.3884269397275447e-08,144.47642862796783,13.72526261370867,False,0,0,"[403.1584889572279, 923.1621221159351, 1443.1855904965644, 1963.2089832270358, 2483.232418446905, 3003.2558717102547, 3523.2792706750224, 4043.3027239945095, 4563.326147121741, 5083.349564138193, 5603.373035580024, 6123.396428523248, 6643.419863616005, 7163.44331709094, 7683.466715928981, 8203.490169121194, 8723.51359246039, 9243.537009349895, 9763.560480664297, 10283.583873819756, 10803.607308785402, 11323.63076247192, 11843.654161183236]",C,23,520.0234330122572,5.5131280653094354e-08,94.56867724657059,8.502682203430675,False,0,0,"[409.67695562448347, 929.6799297496278, 1449.7033447227473, 1969.7267686927116, 2489.7502338486684, 3009.7736297941597, 3529.797067795417, 4049.8205096235306, 4569.8439195148385, 5089.86737159251, 5609.890790030268, 6129.914213902346, 6649.937679222015, 7169.961075069605, 7689.984512972083, 8210.007954964347, 8730.03136475755, 9250.054816736198, 9770.078235338548, 10290.10165911221, 10810.125124595588, 11330.148520345278, 11850.171958148982]",O_unresolved,0,,,9.970246814191341,1.2173992170377852,False,0,0,[],True,2483.232418446905
0.84,0.5,0.0625,bounded_CCO,True,False,6.719522133354263e-07,8.525887474181063e-05,0.000303323824862259,C,23,520.0234333580138,6.555952641068107e-08,144.41093802452087,13.724584654442959,False,0,0,"[393.74782810189515, 913.7411119361665, 1433.7645267915937, 1953.7879458502696, 2473.811419342897, 2993.834808870537, 3513.85824600894, 4033.881696078657, 4553.905096956305, 5073.9285521967595, 5593.951972124703, 6113.975391057194, 6633.998864422375, 7154.022254162275, 7674.045691173552, 8194.069141454895, 8714.09254220578, 9234.115997318946, 9754.139417458884, 10274.162836264413, 10794.186309502145, 11314.209699454306, 11834.233136338455]",C,23,520.0234347964924,3.903210150166351e-08,94.4581851363182,8.501994370356455,False,0,0,"[400.2665954878155, 920.2588942536964, 1440.2823007195916, 1960.3057543901348, 2480.329170178804, 3000.3525956349476, 3520.3760583197245, 4040.399455742942, 4560.422895235297, 5080.4463345856275, 5600.469745957787, 6120.493199530094, 6640.516615483405, 7160.540040841093, 7680.56350368963, 8200.586901014925, 8720.610340408464, 9240.633779922991, 9760.657191197017, 10280.680644670281, 10800.70406078823, 11320.727486047466, 11840.750949059759]",O_unresolved,0,,,9.971914812922478,1.2170388496912152,False,0,0,[],True,2473.811419342897
0.84,0.75,0.0625,bounded_CCO,True,False,4.744994245441702e-06,2.0002501343724736e-05,0.00030111261105275416,C,23,520.0234275680147,7.044610139007874e-08,144.53205466270447,13.7244493736813,False,0,0,"[392.22731447929, 912.2185772748812, 1432.2420296051496, 1952.2654457562694, 2472.2888669501267, 2992.312342585274, 3512.335728544637, 4032.3591678201965, 4552.382614332158, 5072.406017340986, 5592.429474721297, 6112.4528910852905, 6632.476312152164, 7152.499787659845, 7672.523173831496, 8192.546612979908, 8712.570059703536, 9232.593462585563, 9752.616919838567, 10272.640336414594, 10792.663757354487, 11312.687232734703, 11832.710619118638]",C,23,520.0234318009528,3.347231456389007e-08,94.49774026870728,8.501865806363842,False,0,0,"[398.74621239016915, 918.7363770835979, 1438.7598081501565, 1958.7832212694673, 2478.806676605914, 2998.830089626536, 3518.853516738065, 4038.8769766696437, 4558.900375739121, 5078.923816892926, 5598.947253482693, 6118.970666504701, 6638.99412174208, 7159.017534927397, 7679.040961940428, 8199.064422035815, 8719.087821007346, 9239.111262062292, 9759.134698816308, 10279.158111740151, 10799.181566878467, 11319.204980228475, 11839.22840714301]",O_unresolved,0,,,9.961196221411228,1.2169771436453163,False,0,0,[],True,2472.2888669501267
0.8425,0.0,0.0625,bounded_CCO,True,False,2.4596430881343536e-06,0.0014608521668941956,0.0010891309872606875,C,22,543.595296839642,3.633521941525001e-08,142.88382232189178,13.607089282845346,False,0,0,"[471.8382730888253, 1015.4310504692218, 1559.0263236115477, 2102.621663699771, 2646.2169279214554, 3189.8122781407087, 3733.4075331910476, 4277.002875677822, 4820.598139419977, 5364.193472796365, 5907.788746606995, 6451.384070864919, 6994.979354750819, 7538.574669882159, 8082.169963850611, 8625.765269847217, 9169.360573906688, 9712.955870760396, 10256.55118491968, 10800.146472623264, 11343.741796891187, 11887.337075438605]",C,22,543.5952949423499,3.549620368409728e-08,93.43264251947403,8.43454136730668,False,0,0,"[478.4170419981678, 1022.009712471339, 1565.6050019702577, 2109.200312823931, 2652.7956103595257, 3196.3909141673967, 3739.9862194945936, 4283.581516248761, 4827.17682937519, 5370.772119066866, 5914.367440000139, 6457.962722620522, 7001.5580513682335, 7545.153326908471, 8088.748663478711, 8632.343931929916, 9175.9392678526, 9719.534537685233, 10263.129866578245, 10806.725144176073, 11350.320466034975, 11893.915751405295]",O_unresolved,0,,,9.836497716605663,1.2294841653638577,False,0,0,[],True,2646.2169279214554
0.8425,0.25,0.0625,bounded_CCO,True,False,4.13407190379035e-06,0.001515503283468712,0.0003099318166524481,C,22,543.5953161715746,7.852220043578432e-08,142.88383722305298,13.614199186783068,False,0,0,"[427.8252671130086, 971.4089946760218, 1515.0043317741029, 2058.599600249337, 2602.1949293393786, 3145.790207886389, 3689.3855278541546, 4232.980816479704, 4776.576127317058, 5320.171426029066, 5863.766727727851, 6407.362036534988, 6950.9573290872095, 7494.552647998311, 8038.1479313975715, 8581.743260421465, 9125.338534661705, 9668.93387380722, 10212.529138882426, 10756.12448815825, 11299.719744062648, 11843.31508739715]",C,22,543.5953021589376,6.1766916073971195e-09,93.43323856592178,8.433698259081186,False,0,0,"[434.4043424115156, 977.9876827642391, 1521.5829750516034, 2065.178291847626, 2608.7735782155924, 3152.36890282214, 3695.9641821146593, 4239.559514539293, 4783.15478674749, 5326.750126392824, 5870.3453921139235, 6413.940724731921, 6957.535998214714, 7501.131323800957, 8044.726605052375, 8588.321923602418, 9131.917212629758, 9675.51252413914, 10219.107820949755, 10762.703125413851, 11306.29843001536, 11849.893727426568]",O_unresolved,0,,,9.836344048380852,1.2268574297021027,False,0,0,[],True,2602.1949293393786
0.8425,0.5,0.0625,bounded_CCO,True,False,2.8843374834517267e-06,0.0010392999098904866,0.0002996003093620362,C,22,543.5952904768232,5.577932793249015e-08,142.87260174751282,13.611862507505629,False,0,0,"[418.43017481891087, 962.0078603406707, 1505.603138602605, 2049.1984573054497, 2592.793747328218, 3136.3890568996826, 3679.9843570100948, 4223.579657441858, 4767.174967648625, 5310.7702589328355, 5854.365579244789, 6397.9608613752, 6941.556191801171, 7485.151464771724, 8028.74680532054, 8572.342069125245, 9115.937419805394, 9659.532674438493, 10203.128016511111, 10746.723280711023, 11290.318613672887, 11833.91388794158]",C,22,543.595308046694,2.499175094022774e-08,93.43089163303375,8.431645146614784,False,0,0,"[425.00947211606467, 968.5865100392843, 1512.1818339839963, 2055.777112295169, 2599.372445803843, 3142.9677170296313, 3686.563055701414, 4230.1583224977585, 4773.753654141597, 5317.348928700489, 5860.944253311956, 6404.539535640485, 6948.134853215138, 7491.730143320602, 8035.325453853973, 8578.920751743755, 9122.51605523102, 9666.111360912753, 10209.706657345916, 10753.301970827228, 11296.8972601975, 11840.492581485998]",O_unresolved,0,,,9.836400859057903,1.2258954112419855,False,0,0,[],True,2592.793747328218
0.8425,0.75,0.0625,bounded_CCO,True,False,1.1787224252046321e-06,0.0014837757125051236,0.00029735988364650874,C,22,543.5953006029758,1.4417175485946387e-08,142.88051426410675,13.611446509552291,False,0,0,"[416.91275464286895, 960.4892652544368, 1504.0845494529751, 2047.6798756011854, 2591.2751524455434, 3134.870488713037, 3678.4657563940445, 4222.061102789482, 4765.656361301316, 5309.251707223806, 5852.846967168382, 6396.442303983535, 6940.037573994014, 7483.632901693752, 8027.228181776937, 8570.823500353159, 9114.418790515989, 9658.014099960557, 10201.609400211151, 10745.204700515904, 11288.800010862975, 11832.395302020079]",C,22,543.5952910390273,5.301309852032036e-08,93.43347698450089,8.43128896429447,False,0,0,"[423.49212283791996, 967.0679446606699, 1510.6632218426548, 2054.25854239305, 2597.853829209302, 3141.449142720484, 3685.044437317895, 4228.639743785212, 4772.235046171342, 5315.830345588262, 5859.425655770748, 6403.020948128497, 6946.616266114955, 7490.211551404735, 8033.8068772027655, 8577.402155415746, 9120.99748903309, 9664.592760160396, 10208.18809873459, 10751.783365638717, 11295.378697184906, 11838.973971851672]",O_unresolved,0,,,9.835012257099152,1.2257347214421417,False,0,0,[],True,2591.2751524455434
