candidate_id,median_mean_mode_score,median_mode_0_precedence.ICL-ICL_excess,median_mode_0_precedence.ICL-SCL_excess,median_mode_0_precedence.SCL-SCL_excess,median_mode_0_recruitment.ICL_excess,median_mode_0_recruitment.SCL_excess,median_mode_1_precedence.ICL-ICL_excess,median_mode_1_precedence.ICL-SCL_excess,median_mode_1_precedence.SCL-SCL_excess,median_mode_1_recruitment.ICL_excess,median_mode_1_recruitment.SCL_excess,median_pooled_multishaft_fraction,median_pooled_scl_recruitment_fraction,median_weak_mode_score,n_eligible_replicates,n_replicates,old_objective
sobol_012,5.700942259683634,7.997781755734521,5.565769399170436,3.245464688289686,2.319602640621132,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.771601896245399,3,3,3.1159894728164375
sobol_013,5.602453113240379,7.512674561080558,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.558764707023733,7.608145377516226,3.4941741861622733,1.8578216969194177,4.105267394128943,0.0,0.0,5.60932259181945,3,3,2.700466032059931
sobol_014,5.624928381719073,7.983267129224397,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.798680257352453,7.608145377516226,3.4941741861622733,1.6396658458081075,4.105267394128943,0.0,0.0,5.631744405312972,3,3,2.9481112544071086
sobol_015,5.522348672524036,7.530035411473526,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.523867495252129,3,3,2.7584008699541807
sobol_016,5.532789649305455,7.583284563881895,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.875962917689803,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.534483528282758,3,3,2.699708269726013
sobol_017,5.458025506336208,5.957347746947071,5.565769399170436,3.245464688289686,3.911135156290466,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.461056168834173,3,3,3.035706619963464
sobol_018,5.507653414040588,7.587460909322969,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.331261819377579,7.608145377516226,3.4941741861622733,1.2033541435854889,4.105267394128943,0.0,0.0,5.515406342045227,3,3,2.7376286822530274
sobol_019,5.601985609626155,7.8412208017893095,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.798680257352453,7.608145377516226,3.4941741861622733,1.6396658458081075,4.105267394128943,0.0,0.0,5.604385906125261,3,3,2.793536670303144
sobol_020,5.508426736005312,7.5963194170366934,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.356448321127533,7.608145377516226,3.4941741861622733,1.2033541435854889,4.105267394128943,0.0,0.0,5.514681979671065,3,3,2.683585873907295
sobol_021,5.597300728537605,7.263566805242391,5.565769399170436,3.245464688289686,2.3493930830460372,5.412846020761246,3.943239712530313,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.618702108383868,3,3,3.1430922708751536
sobol_022,5.501628013659291,6.6100788399809645,5.565769399170436,3.245464688289686,2.2772652189678078,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.50163465309665,3,3,3.1064861653338562
sobol_023,5.590385832009262,7.990012255344959,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.606750332788954,3,3,2.9480235625025824
sobol_024,5.588883296881116,7.987979006496389,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.605653473263887,3,3,2.9480235625025824
sobol_025,5.574709483276381,7.556276565050613,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.798680257352453,7.608145377516226,3.4941741861622733,1.6396658458081075,4.105267394128943,0.0,0.0,5.574877800663749,3,3,2.7212686970038864
sobol_027,5.533694091765664,7.587262909491509,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.536790132222218,3,3,2.7213208695735
sobol_028,5.57036601674275,7.887719867171747,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.581317204862336,3,3,2.905877324212428
sobol_030,5.583609619483522,7.032782267082086,5.565769399170436,3.245464688289686,3.769734153683228,5.412846020761246,3.9046054435191646,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.597189915893325,3,3,2.9305190231324856
sobol_031,5.58966265979233,8.012559106166167,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.605934831806493,3,3,2.7933849143681826
sobol_032,5.5314582194933495,7.5963194170366934,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.8893983777638526,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.533075864186378,3,3,2.6834519929945078
sobol_033,5.563313402647654,6.771751267639742,5.565769399170436,3.245464688289686,3.769734153683228,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.5709289072462225,3,3,2.9871536719193768
sobol_034,5.535086251838942,7.60546846879335,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.943239712530313,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.537882394000899,3,3,2.7157622232188254
sobol_035,5.548127619099757,7.702941936430026,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.9838575695568954,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.552804975321802,3,3,2.6908900576421697
sobol_036,5.543196687607487,7.66754923143819,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.875962917689803,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.547058973138896,3,3,2.693935363867383
sobol_037,5.513943652959247,6.561036925271532,5.565769399170436,3.245464688289686,2.776450816416973,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.514204307834731,3,3,3.1981224397513466
sobol_039,5.594133827146408,7.990012255344959,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.905282246061699,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.60921014666271,3,3,2.9480407359684864
sobol_040,5.5968083340535415,8.069064389282637,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.616009577575064,3,3,2.905877324212428
sobol_041,5.619783811336366,7.5956396715467625,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.558764707023733,7.608145377516226,3.4941741861622733,1.8578216969194177,4.105267394128943,0.0,0.0,5.623992294009425,3,3,2.7587132787863786
sobol_042,5.480347325955638,7.014998187152447,5.565769399170436,3.245464688289686,1.6790160405647285,5.412846020761246,3.4890239163361785,7.608145377516226,3.4941741861622733,1.4215099946967988,4.105267394128943,0.0,0.0,5.484997982612472,3,3,2.917227846316664
sobol_043,5.526100407186709,7.52685184704708,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.527074811440506,3,3,2.7209016861158197
sobol_044,5.592831691600312,8.030778069342517,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.6103430450236305,3,3,2.8707042384353825
sobol_045,5.511192979855316,6.887131582620468,5.565769399170436,3.245464688289686,1.6790160405647285,5.412846020761246,4.558764707023733,7.608145377516226,3.4941741861622733,1.8578216969194177,4.105267394128943,0.0,0.0,5.553477717532994,3,3,2.8209572180150273
sobol_046,5.64562543203411,7.097805986816437,5.565769399170436,3.245464688289686,3.769734153683228,5.412846020761246,4.115173949173757,7.608145377516226,3.4941741861622733,1.7673627337215343,4.105267394128943,0.0,0.0,5.648450406657243,3,3,2.9645411116345626
sobol_047,5.552497331298479,7.734695768346512,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.558065196116951,3,3,2.817150636848483
sobol_048,5.408375188628007,5.867012443035698,5.565769399170436,3.245464688289686,2.62996195617766,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.42411325128926,3,3,3.0651557859093277
sobol_049,5.587430365051237,7.990012255344959,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.60484544274411,3,3,2.9480235625025824
sobol_050,5.530382017214082,7.5963194170366934,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.943239712530313,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.532123980690507,3,3,2.6834205997252205
sobol_051,5.4431333805209245,6.517345597409736,5.565769399170436,3.245464688289686,2.3493930830460372,5.412846020761246,3.3063342112248213,7.608145377516226,3.4941741861622733,0.9851982924741796,4.105267394128943,0.0,0.0,5.443619615672846,3,3,3.199500202333149
sobol_052,5.615704591673605,7.587460909322969,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.558764707023733,7.608145377516226,3.4941741861622733,1.8578216969194177,4.105267394128943,0.0,0.0,5.61996123958554,3,3,2.738171408332742
sobol_053,5.543143755065889,7.702941936430026,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.9483072517641515,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.548823967414597,3,3,2.74548641822996
sobol_054,5.535067509946549,7.587262909491509,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.538089278160232,3,3,2.700076502652567
sobol_055,5.474913837553448,6.261756883820121,5.565769399170436,3.245464688289686,2.490794085653276,5.412846020761246,3.8890832302957783,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.476903591501583,3,3,3.078285234294357
sobol_057,5.55165088198106,7.742774568610092,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.9046054435191646,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.558339654467355,3,3,2.808237387030464
sobol_058,5.625954283371725,7.799719910264781,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.115173949173757,7.608145377516226,3.4941741861622733,1.7673627337215343,4.105267394128943,0.0,0.0,5.62666296704857,3,3,2.7692053020212977
sobol_059,5.544596680481851,7.6580810702674045,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.55003861433248,3,3,2.7584492485503986
sobol_060,5.604492310895502,7.359260590854627,5.565769399170436,3.245464688289686,2.1358642163605692,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.6266668115810745,3,3,3.096904327057516
sobol_062,5.560744886046869,7.820227468645197,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.8890832302957783,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.570341243244365,3,3,2.8082515418954355
sobol_063,5.543778445573653,7.644780063086443,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.547861457513655,3,3,2.7209016861158197
