candidate_id,median_mean_mode_score,median_mode_0_precedence.ICL-ICL_excess,median_mode_0_precedence.ICL-SCL_excess,median_mode_0_precedence.SCL-SCL_excess,median_mode_0_recruitment.ICL_excess,median_mode_0_recruitment.SCL_excess,median_mode_1_precedence.ICL-ICL_excess,median_mode_1_precedence.ICL-SCL_excess,median_mode_1_precedence.SCL-SCL_excess,median_mode_1_recruitment.ICL_excess,median_mode_1_recruitment.SCL_excess,median_pooled_multishaft_fraction,median_pooled_scl_recruitment_fraction,median_weak_mode_score,n_eligible_replicates,n_replicates,old_objective
sobol_000,5.533201399649016,7.569902059098539,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.9838575695568954,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.535945130068059,3,3,2.7209016861158197
sobol_001,5.586946522729551,7.988036651144894,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.602991112452161,3,3,2.828558000145228
sobol_002,5.533911076947768,7.61209054326342,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.943239712530313,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.536589230392612,3,3,2.675495825679037
sobol_003,5.5138653080070625,6.579061141172853,5.565769399170436,3.245464688289686,2.776450816416973,5.412846020761246,3.875962917689803,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.514243949747592,3,3,3.1730421042248484
sobol_004,5.539390913577938,7.60546846879335,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.9483072517641515,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.542585161364424,3,3,2.7155790154116835
sobol_005,5.5738609849204135,7.900311843820375,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.584696103361912,3,3,2.7108207840200373
sobol_006,5.530420636252013,7.583284563881895,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.5321127715988085,3,3,2.6989293507883345
sobol_009,5.605301264939865,7.641772231718727,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,4.518050534776472,7.608145377516226,3.4941741861622733,2.6399861381667713,4.105267394128943,0.0,0.0,5.607799705432822,3,3,2.7862734205519626
sobol_010,5.590964640296462,7.797686661416211,5.565769399170436,3.245464688289686,1.2923158385468523,5.412846020761246,3.798680257352453,7.608145377516226,3.4941741861622733,1.6396658458081075,4.105267394128943,0.0,0.0,5.592666740349122,3,3,2.8639107415011305
sobol_011,5.43649803182551,6.944359080638449,5.565769399170436,3.245464688289686,1.6790160405647285,5.412846020761246,4.0602017403914505,7.608145377516226,3.4941741861622733,0.9063958708539198,4.105267394128943,0.0,0.0,5.443588842470528,3,3,2.9379248796041892
