window_start_sec,window_end_sec,window_center_sec,n_seizures,mean_maxAB_abs_corr,median_maxAB_abs_corr,sd_maxAB_abs_corr,var_maxAB_abs_corr,q25_maxAB_abs_corr,q75_maxAB_abs_corr,mean_maxAB_signed_corr,median_maxAB_signed_corr,sd_maxAB_signed_corr,var_maxAB_signed_corr
-120.0,-110.0,-115.0,12,0.6324459323961571,0.6256562872912963,0.1665243094462619,0.02773034563655439,0.5000371448647399,0.7547526239796919,-0.27135958291280277,-0.48466190447635205,0.6194760111278877,0.38375052836291895
-118.0,-108.0,-113.0,12,0.671978026161918,0.7141185141541916,0.15673620787841477,0.02456623886010565,0.5487961328852664,0.7958333953544581,-0.052952550938891674,-0.05584144878270991,0.7170162016290174,0.5141122333985036
-116.0,-106.0,-111.0,12,0.6077126227481714,0.5928220777081902,0.1400587390966799,0.01961645039735185,0.5597728158297446,0.6579364927130698,0.18790149012690435,0.5481903787056126,0.6196680120426268,0.383988445148861
-114.0,-104.0,-109.0,12,0.6112858138538675,0.6212892065274558,0.18235482476204803,0.03325328211399725,0.5204329979873378,0.7318066588570011,0.07963357898692243,0.35459917477531955,0.6587682842074978,0.4339756522776905
-112.0,-102.0,-107.0,12,0.5862326213839845,0.5764168268258382,0.17673561021405162,0.031235475917733194,0.45256872947534765,0.7558927128225732,0.005799653324828781,-0.053416495058470986,0.6372676646039618,0.40611007634978746
-110.0,-100.0,-105.0,12,0.6764888552812233,0.6656642238007331,0.16970159587987704,0.028798631644177106,0.5859373810247522,0.8068229894295809,0.02598821669026492,0.09812377054972946,0.7261559033106185,0.5273023959128603
-108.0,-98.0,-103.0,12,0.6354483206911852,0.6569549671285192,0.19650108227845564,0.03861267533660439,0.49718100669302523,0.8219279073807441,0.2106015918487405,0.48964864602743613,0.6563007820741766,0.43073071655117584
-106.0,-96.0,-101.0,12,0.618600836609841,0.6476720896559265,0.16415094835931981,0.02694553384726408,0.4973848304930744,0.745689778057739,0.24129244064649077,0.49461096704320817,0.6171592037137849,0.38088548272863304
-104.0,-94.0,-99.0,12,0.6774819072696512,0.7005725579268721,0.177255106320097,0.03141937271654889,0.5891389177873563,0.7776547910038841,-0.11828678839009037,-0.4622849308684346,0.7189318303960666,0.5168629767566386
-102.0,-92.0,-97.0,12,0.7122248030477426,0.6978049590289301,0.16079835812377744,0.02585611197530258,0.606217372339674,0.826159215401306,-0.13865748386888282,-0.5112648201256905,0.7471689901738114,0.5582614998773532
-100.0,-90.0,-95.0,12,0.7310796428459349,0.7790294630081338,0.16681965742636526,0.02782879810384986,0.6987008144920215,0.8121105262796207,-0.12305858670224801,-0.5338853201824199,0.7709572043430738,0.594375010928488
-98.0,-88.0,-93.0,12,0.7084902209195644,0.67385904556351,0.1520048142667568,0.023105463560271235,0.6220934358081929,0.807188544079811,-0.018216127059679687,-0.4991215478516081,0.7552049023221908,0.5703344444914697
-96.0,-86.0,-91.0,12,0.6881717419452511,0.7338453929105477,0.1580990496198018,0.02499530949068456,0.5767639779317144,0.8000413434308526,0.10395136707850067,0.18430286293290465,0.7279012121242325,0.5298401746119269
-94.0,-84.0,-89.0,12,0.6978698428055382,0.7230232868891968,0.13853858409600636,0.019192939283326226,0.6354647028104049,0.7786561383604689,0.0905333187922247,0.10033253415683768,0.7358998672217753,0.5415486145770265
-92.0,-82.0,-87.0,12,0.6413154819027262,0.672177563356965,0.14931462933959147,0.02229485853481959,0.5260838641656709,0.7321970176457369,0.09013065721790929,0.13207674162661856,0.6797852326202434,0.46210796248855834
-90.0,-80.0,-85.0,12,0.6254929839489992,0.6327069201229374,0.19406596900239714,0.03766160032483937,0.5101925776896146,0.7723008259076098,-0.06170643069261312,-0.40347168550214174,0.6784663906823202,0.46031664328549465
-88.0,-78.0,-83.0,12,0.6862528457755447,0.6490964440770804,0.08525240483671025,0.007267972530442338,0.622423805992649,0.7432945719774027,-0.23294621496229376,-0.6233754507812723,0.6795784822608898,0.46182691355201444
-86.0,-76.0,-81.0,12,0.573273943162354,0.6164963073943294,0.16953964349909606,0.02874369071780058,0.44377262092419795,0.7004857107654787,-0.14329026840262907,-0.3829990541717654,0.6040403021304277,0.3648646865978184
-84.0,-74.0,-79.0,12,0.6089100434864646,0.5752145436364215,0.1938233435218178,0.03756748849397659,0.5026653710505931,0.7779911056084574,0.2406559209453805,0.43891386378293884,0.61552020856753,0.37886512715501564
-82.0,-72.0,-77.0,12,0.6224278388723792,0.6530826497740501,0.16689162354184048,0.0278528140084314,0.5120335254117339,0.7416872641776413,0.17017304107693396,0.45279878100612175,0.6472228478395119,0.418897414765488
-80.0,-70.0,-75.0,12,0.6419820401570242,0.6380916270624866,0.10461749302175445,0.01094481984615684,0.6063211504926856,0.6813064179480944,0.1141952991114052,0.5111364260292517,0.6680771254366116,0.446327045531646
-78.0,-68.0,-73.0,12,0.6196480143238576,0.6177278822357724,0.16566183360265713,0.027443843112594454,0.5260383544401063,0.7611995443048111,0.026762350787432526,0.013053173342919278,0.6674818031614658,0.4455319575516818
-76.0,-66.0,-71.0,12,0.5932797223469026,0.6155632770638177,0.17997461296898962,0.032390861313337606,0.4877393136258702,0.7321952194676997,0.16791923851002818,0.40244956874675814,0.6209748182481444,0.38560972489831596
-74.0,-64.0,-69.0,12,0.6779964348382347,0.7052760272002996,0.13570213623894015,0.018415069779811874,0.6268170460100241,0.7879472156892425,-0.027488460362669737,-0.016875469359832584,0.7204574537927521,0.5190589427255355
-72.0,-62.0,-67.0,12,0.5863317307867063,0.5776879238370354,0.172492446551586,0.02975364411735175,0.4267204805933905,0.7871484306669393,-0.07176709781450408,0.0024849770324915643,0.6318013692231189,0.39917297015220776
-70.0,-60.0,-65.0,12,0.5584987371158839,0.5502824780980446,0.18274467866199393,0.03339561757927542,0.44853756606918715,0.6793458744032613,0.23887491110484615,0.4886574390840445,0.5580540205056969,0.3114242898025727
-68.0,-58.0,-63.0,12,0.5873990913284048,0.601616226821132,0.2132221412767934,0.04546368153066085,0.4799758580078472,0.7451179126016676,0.2456946474707099,0.5107954282912361,0.5966697342301778,0.356014771746311
-66.0,-56.0,-61.0,12,0.6655203220305,0.6791230432527652,0.1839161985860973,0.03382516810236078,0.5861998696456192,0.799716644694636,0.22735032718263928,0.5693836294575176,0.6786903419161118,0.4606205802102087
-64.0,-54.0,-59.0,12,0.6165643452404107,0.6124323897917403,0.2031227861839175,0.041258866267117465,0.4692095991654209,0.7903154617390716,0.08934503193803023,0.3416641120274079,0.6687761015477205,0.44726147400136695
-62.0,-52.0,-57.0,12,0.6070910663474969,0.5813869225698316,0.22523696683252195,0.05073169122791459,0.4313324027701798,0.77863159029974,0.0902489412398569,0.33281472010016133,0.6662667293369804,0.4439113546213971
-60.0,-50.0,-55.0,12,0.5773394281104638,0.5180778680522673,0.2472429999876604,0.06112910104289824,0.3874051254924072,0.7721893263255537,0.002014902701090319,-0.034915112619336816,0.6517264607799357,0.424747379680741
-58.0,-48.0,-53.0,12,0.5553293530398341,0.5628429358925473,0.19954782863497245,0.03981933591293233,0.3774749267861575,0.6958327570410923,0.041232720073305994,0.024126880609255247,0.6118748633769535,0.3743908484325656
-56.0,-46.0,-51.0,12,0.547295655983393,0.516456051000047,0.1952909666457791,0.03813856165344281,0.4375597549362235,0.6809197239240085,0.19682909266868076,0.42099006407885675,0.5680120275805679,0.3226376634761879
-54.0,-44.0,-49.0,12,0.5570350912682592,0.623747474089807,0.18775641350253147,0.03525247081133358,0.4065459871458156,0.7012161868990124,0.1505809123412619,0.3900645828430391,0.5907729112886551,0.34901263271247307
-52.0,-42.0,-47.0,12,0.5459892800298908,0.5708483219793024,0.15772306145738355,0.024876564115489587,0.4422172046049645,0.6261506502998024,0.005626905442428572,0.049838734158888426,0.5916474524105466,0.35004670794389
-50.0,-40.0,-45.0,12,0.5469121406446397,0.5524613698395535,0.17888375135210413,0.03199939649780142,0.3836378443032031,0.6393978785830201,-0.1954942295081904,-0.44328223389170274,0.562682868152683,0.31661201011252965
-48.0,-38.0,-43.0,12,0.57254697569468,0.5321671296974834,0.23380130992445025,0.05466305252238884,0.3576804548721414,0.8047914525420543,0.0476539974924744,0.35092677723947363,0.6401536185342632,0.40979665532251097
-46.0,-36.0,-41.0,12,0.6346076323396966,0.634637321334182,0.1918616238559509,0.036810882708642384,0.5219850052898395,0.8119626142344548,-0.03087182401011812,-0.1013763873116619,0.6892819082776769,0.47510954907891584
-44.0,-34.0,-39.0,12,0.6948974622209056,0.7626469072571866,0.17227010197916648,0.02967698803591242,0.5393694520223897,0.7805477989764267,-0.26036175379591464,-0.5624950694799158,0.6946272872641507,0.48250706821195294
-42.0,-32.0,-37.0,12,0.6868065156947996,0.7217826026525024,0.19153147392528666,0.036684305503992765,0.5895999177525348,0.790958880432876,-0.217106341594875,-0.43498498679826936,0.7070003007473555,0.4998494252568512
-40.0,-30.0,-35.0,12,0.6982790563033335,0.7275117446765808,0.1874459360498727,0.03513597894161296,0.5738569211640597,0.8421406915412657,-0.4544992560196858,-0.6453179925422724,0.5845576858812185,0.3417076881228053
-38.0,-28.0,-33.0,12,0.6709761442099785,0.6804257923852658,0.20608921628243146,0.04247276506790681,0.6010816322371577,0.7628152194826701,-0.22213950112127287,-0.47556332439077714,0.6926600079950518,0.47977788667570526
-36.0,-26.0,-31.0,12,0.6657533023420072,0.672478052313944,0.1992943864900465,0.039718252486444026,0.5572368770191147,0.8252417202836391,0.037244950832354316,0.3496209266965771,0.7223059069870533,0.5217258232683897
-34.0,-24.0,-29.0,12,0.6218765888060788,0.5884189402500555,0.19292867155190704,0.037221472306783625,0.5144624867931455,0.7848676720441462,0.2995082572062175,0.5326853718458927,0.601039988249093,0.3612490674744699
-32.0,-22.0,-27.0,12,0.6410211521592313,0.6565936883158048,0.1517517289338334,0.02302858723440765,0.5273751334858316,0.7584503355568095,0.406477836910385,0.5850287757406718,0.5394880643193066,0.2910473715429924
-30.0,-20.0,-25.0,12,0.6645807566956193,0.7440676207018699,0.18781431986021388,0.03527421874455473,0.5848801030233918,0.8045365301888437,0.0725729437644778,0.33994209199515846,0.7150858439396605,0.5113477642028964
-28.0,-18.0,-23.0,12,0.6296893846525465,0.6383223586238,0.20714500816007803,0.04290905440563879,0.5212481660184554,0.8010563017857184,0.2445832350809897,0.48684996525685265,0.6404723218488529,0.41020479505446067
-26.0,-16.0,-21.0,12,0.6343742931353905,0.6135881583349507,0.14583028510904092,0.02126647205498416,0.5850175979173398,0.7113512591644882,0.02715876465866852,-0.034928225775123306,0.6778474577744225,0.45947717601124743
-24.0,-14.0,-19.0,12,0.6100714657996037,0.5957953169697917,0.15856991361288916,0.025144417503199134,0.5449393713741555,0.733905221546328,0.014557196972131472,-0.10502927300545487,0.6564568786866695,0.43093563357504466
-22.0,-12.0,-17.0,12,0.530414600048517,0.5617171522769939,0.15142665668831565,0.02293003235580101,0.41064166907794863,0.6185552554204174,0.18326365846578066,0.3894889907521011,0.5414861123945841,0.29320720991620014
-20.0,-10.0,-15.0,12,0.5259162664029623,0.5268417322907774,0.15361797453626397,0.023598482100624242,0.47305789990196334,0.6172565012379426,0.132214359777281,0.3513400994235889,0.5534085036585749,0.3062609719216229
-18.0,-8.0,-13.0,12,0.5569805567037389,0.5303424060310622,0.17640361041623256,0.03111823376788195,0.3930838512155895,0.7340629715614866,0.13048732757551684,0.39111296391019273,0.5924299226763358,0.3509732132822892
-16.0,-6.0,-11.0,12,0.5646979268648077,0.548718574606087,0.16150228795572794,0.026082989014934863,0.4114633730174054,0.6642045064209706,0.18633253381363526,0.3928338448842844,0.5797240804931814,0.3360800095036647
-14.0,-4.0,-9.0,12,0.6027829054076409,0.590808053914956,0.14068460562955795,0.019792158261144253,0.5426204215976402,0.6776832054664611,-0.004665161967102853,0.001531174392398582,0.6450947322017243,0.41614721351441447
-12.0,-2.0,-7.0,12,0.656313541039095,0.6311106300441803,0.15920571054599625,0.02534645827045554,0.5551350199733962,0.7775782995184239,-0.04058843638863776,-0.03226890258429302,0.7024639464555282,0.49345559606987527
-10.0,0.0,-5.0,12,0.5888422561657515,0.5640707229959336,0.21303874118537341,0.04538550524584852,0.44714138158698835,0.7694465562319579,0.04358228699389089,0.06515768705215089,0.6492842213185356,0.42157000005321715
-8.0,2.0,-3.0,12,0.5425868505802137,0.5011885186134282,0.15995464393698672,0.0255854881170082,0.4332098281704466,0.6478321607150128,-0.19572609058481152,-0.42143536152085803,0.5522303392879053,0.304958347630035
-6.0,4.0,-1.0,12,0.5436098812588516,0.5196574582766698,0.10323108138574702,0.010656656164070726,0.47053945450924406,0.5622934986472731,-0.17886838473302316,-0.4831109642079582,0.5460133918727237,0.29813062410435653
-4.0,6.0,1.0,12,0.551691183148565,0.5434042208748571,0.144293171180888,0.020820519249437047,0.5132500852321972,0.6008380052087442,-0.3357869605772132,-0.5293386849085778,0.4794266514935954,0.2298499141623614
-2.0,8.0,3.0,12,0.5865692248141445,0.5779763831572611,0.13498025927898674,0.018219670395022487,0.4921545393672462,0.6861967422640177,-0.191204467997963,-0.4791766914014598,0.5947091005728183,0.3536789143041305
0.0,10.0,5.0,12,0.6201852939662863,0.621797790534182,0.11310838650476351,0.01279350709771097,0.5186263681822342,0.7067688178448346,-0.06922202466729854,-0.488916714224505,0.6535765865890217,0.427162354537357
2.0,12.0,7.0,12,0.6197280290130487,0.6036393915262168,0.13586003680439457,0.01845794960049145,0.515215502942515,0.7306393800727131,-0.055359757505611146,-0.4904174539195156,0.6588567903384013,0.43409227017502006
4.0,14.0,9.0,12,0.5910884862046445,0.5580732983292875,0.17758480859107734,0.03153636424232958,0.4506490642556031,0.7464890998440299,-0.0384375192405507,-0.39618264574880313,0.6411493851120806,0.41107253402959915
6.0,16.0,11.0,12,0.5744393353545934,0.5624165155892861,0.17942158834321878,0.03219210636360346,0.43540795182415704,0.7061208556981878,-0.14920184569764225,-0.3937332832334183,0.6065360276278405,0.3678859528105605
8.0,18.0,13.0,12,0.5535687871773765,0.554336232082324,0.18937647284279507,0.0358634484663779,0.43720777319821147,0.6648607798442113,-0.11298767388224429,-0.39023472613443166,0.5968526683881565,0.3562331077620628
10.0,20.0,15.0,12,0.5203641357302241,0.539916227547939,0.18846006184233854,0.03551719490961807,0.3244387417580782,0.5873333731962996,0.0019704589544338826,-0.007883893198480374,0.5752460782968579,0.3309080505959148
