candidate_id,topology_seed,dynamics_seed,primary_local_index,detected_event_index,window_start_ms,window_stop_ms,mode,support_state,assigned_patient_distance,distance_to_mode0,distance_to_mode1,relative_distance_mode0_minus_mode1,upper_SCL_n,upper_SCL_ms,right_ICL_n,right_ICL_ms,middle_ICL_n,middle_ICL_ms,left_ICL_n,left_ICL_ms,middle_before_both_ICL_ends,right_before_upper_and_left,upper_and_left_before_right,t10_t50_t90_ms,left_10ms_mass_fraction,right_10ms_mass_fraction,native_mapping_status,native_overlapping_worker_events,native_worker_event_index,native_source_evaluable,native_arrival_finite_bins,native_arrival_span_p10_p90_ms,native_arrival_total_span_ms,native_early_quartile_components_4_neighbor,native_early_quartile_extent_mm
v2_anchor_historical__baseline,6101,7101,10,23,6968.0,7218.0,0,1,0.5030482219153283,0.5030482219153283,0.5648647535752529,-0.06181653165992462,4,7068.46240234375,2,7098.89404296875,3,7124.685546875,3,7107.6142578125,False,False,False,"[3.22607421875, 33.22607421875, 57.22607421875]",9.326357421002251e-05,6.362603830366994e-25,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7101,11,30,9570.0,9820.0,1,1,0.2945882428128018,0.6579412478053273,0.2945882428128018,0.36335300499252543,0,,2,9726.01611328125,4,9691.458984375,3,9666.646484375,False,,,"[6.044921875, 36.044921875, 68.044921875]",0.00021526728778431902,1.0057626224791626e-11,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,2,33,True,147,62.80000000000001,102.0,1,7.810249675906654
v2_anchor_historical__baseline,6101,7101,12,40,12126.0,12376.0,1,1,0.26766716225385806,0.5468732691925521,0.26766716225385806,0.279206106938694,2,12243.28515625,2,12285.35595703125,4,12249.8447265625,3,12242.5009765625,False,False,True,"[-3.3046875, 10.6953125, 44.6953125]",4.005468960847881e-06,6.780104061407858e-07,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,39,True,153,52.0,118.0,1,10.0
v2_anchor_historical__baseline,6101,7101,13,41,12558.0,12808.0,1,1,0.3523758612626736,0.36742224595374295,0.3523758612626736,0.015046384691069337,4,12686.9287109375,2,12685.3193359375,3,12678.45703125,0,,,,,"[1.8740234375, 13.8740234375, 25.8740234375]",0.0002673410918118614,6.40149017624482e-22,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7101,14,48,14712.0,14962.0,1,-1,0.9922132137462162,1.2021752638466086,0.9922132137462162,0.20996205010039237,4,14868.8671875,0,,4,14898.140625,3,14812.671875,,,,"[2.8154296875, 56.8154296875, 144.8154296875]",0.0005204673152781319,0.12917743002208384,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7101,15,51,15592.0,15842.0,0,1,0.5084705411336904,0.5084705411336904,0.9135079627043252,-0.4050374215706348,4,15739.5146484375,2,15682.31689453125,4,15656.90576171875,3,15722.6005859375,True,True,False,"[4.3046875, 36.3046875, 94.3046875]",0.0002040429130230006,2.8263904374252682e-06,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,46,True,165,56.0,82.0,1,9.433981132056603
v2_anchor_historical__baseline,6101,7101,16,52,16052.0,16302.0,1,1,0.4381990282748494,0.7146863171086661,0.4381990282748494,0.27648728883381674,4,16126.20263671875,2,16215.6513671875,4,16180.95947265625,0,,,,,"[-0.5087890625, 57.4912109375, 87.4912109375]",2.413973357265186e-05,0.00021106820299402436,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,47,True,143,44.0,104.0,1,8.94427190999916
v2_anchor_historical__baseline,6101,7101,17,53,16530.0,16780.0,0,-1,1.0300664887483184,1.0300664887483184,1.2400729851308758,-0.21000649638255742,3,16775.64453125,2,16673.240234375,4,16653.1259765625,1,16763.1875,True,True,False,"[6.509765625, 24.509765625, 110.509765625]",1.158230950765036e-06,0.04798021044172671,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,2,49,True,79,62.800000000000004,102.0,1,5.830951894845301
v2_anchor_historical__baseline,6101,7101,18,54,17216.0,17466.0,1,1,0.4438589627881647,0.5019024761631455,0.4438589627881647,0.058043513374980815,1,17421.17578125,2,17356.6611328125,2,17334.244140625,3,17346.1484375,True,False,False,"[5.32421875, 19.32421875, 33.32421875]",1.1222686706454111e-05,3.2212852187752484e-16,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,51,True,74,33.4,90.0,1,5.830951894845301
v2_anchor_historical__baseline,6101,7101,19,60,18814.0,19064.0,1,1,0.24878506025260966,0.503218859126184,0.24878506025260966,0.25443379887357437,0,,2,18961.138671875,4,18929.81640625,1,18913.1484375,False,,,"[7.8515625, 29.8515625, 51.8515625]",2.4951178056039627e-07,0.0,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,3,59,True,167,56.8,98.0,1,8.48528137423857
v2_anchor_historical__baseline,6101,7101,20,63,19792.0,20042.0,1,-1,0.9935963011460498,1.1402301557483523,0.9935963011460498,0.1466338546023025,2,19801.0751953125,2,19884.7275390625,4,19901.744140625,1,19923.357421875,False,False,False,"[42.212890625, 110.212890625, 132.212890625]",0.027988974559147357,9.086036925243242e-06,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,66,True,143,49.19999999999999,100.0,1,9.486832980505138
v2_anchor_historical__baseline,6101,7101,21,67,20984.0,21234.0,0,1,0.2723339162451325,0.2723339162451325,0.43564462100142026,-0.16331070475628778,0,,2,21098.1494140625,3,21114.69921875,1,21113.4453125,False,,,"[-5.72265625, 6.27734375, 20.27734375]",1.1127243325217365e-11,0.0,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,70,True,111,42.0,92.0,1,7.211102550927978
v2_anchor_historical__baseline,6101,7101,22,71,22430.0,22680.0,0,-1,1.2192677108582062,1.2192677108582062,1.312237422420791,-0.09296971156258493,3,22434.744140625,2,22536.447265625,4,22558.2919921875,3,22584.03125,False,False,False,"[12.130859375, 116.130859375, 152.130859375]",0.08277851817193589,4.589468354959365e-05,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,2,77,True,165,65.19999999999999,128.0,1,10.0
v2_anchor_historical__baseline,6101,7102,0,0,660.0,910.0,0,1,0.4471283167635418,0.4471283167635418,0.589554676323566,-0.14242635956002414,3,760.1521606445312,2,780.5972290039062,4,795.8914794921875,3,821.7003784179688,False,False,False,"[7.775146484375, 37.775146484375, 71.775146484375]",3.7993715581277823e-19,7.291237232037814e-35,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,1,1,940.0,1190.0,1,0,0.4903248414769338,0.6004916848436332,0.4903248414769338,0.11016684336669946,3,1024.0447998046875,2,1075.16796875,4,1069.0570678710938,0,,,,,"[14.38751220703125, 56.38751220703125, 76.38751220703125]",5.236825003651536e-06,9.315377379419283e-23,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,2,2,1448.0,1698.0,1,1,0.3767881950567838,0.46259410947346036,0.3767881950567838,0.08580591441667657,4,1583.8784790039062,2,1585.3085327148438,4,1558.5202026367188,0,,,,,"[11.5760498046875, 31.5760498046875, 47.5760498046875]",0.0001417140801026728,0.0,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,3,5,2546.0,2796.0,0,0,0.5815601186538217,0.5815601186538217,0.6485624488363871,-0.0670023301825654,4,2688.4752197265625,2,2660.2762451171875,3,2633.8466796875,1,2699.668212890625,True,True,False,"[3.9609375, 25.9609375, 69.9609375]",0.0005788063890225916,4.85421969657378e-26,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,4,6,3172.0,3422.0,0,0,0.6714241727352053,0.6714241727352053,0.7184546301425501,-0.047030457407344795,4,3350.7960205078125,2,3305.2606201171875,4,3274.0068359375,0,,,,,"[9.431396484375, 33.431396484375, 89.431396484375]",1.547083735160568e-05,5.167910276180326e-32,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,7,True,137,40.0,70.0,1,8.94427190999916
v2_anchor_historical__baseline,6101,7102,5,7,3426.0,3676.0,1,-1,0.8896617430269839,0.8450454927684928,0.8896617430269839,-0.04461625025849103,4,3634.897705078125,2,3573.1876220703125,4,3540.1568603515625,3,3539.60791015625,False,False,False,"[0.39208984375, 24.39208984375, 108.39208984375]",8.129363689918539e-07,8.997586076910514e-05,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,2,8,True,122,46.0,72.0,1,8.06225774829855
v2_anchor_historical__baseline,6101,7102,6,11,4952.0,5202.0,1,-1,0.7748805427498867,1.1370578087713368,0.7748805427498867,0.36217726602145006,0,,2,5099.70458984375,4,5067.494140625,1,4974.40234375,False,,,"[88.59765625, 110.59765625, 128.59765625]",0.002894108183617333,8.714375406563576e-07,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,7,12,5418.0,5668.0,1,1,0.2711717393024851,0.433529862328197,0.2711717393024851,0.1623581230257119,0,,2,5565.02490234375,4,5533.613525390625,0,,,,,"[5.9560546875, 25.9560546875, 43.9560546875]",1.5189633802072402e-09,5.112897733086377e-26,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,17,True,160,60.0,118.0,1,9.899494936611665
v2_anchor_historical__baseline,6101,7102,8,18,7566.0,7816.0,0,1,0.334338574281495,0.334338574281495,0.6235165911301118,-0.2891780168486168,0,,2,7671.445068359375,4,7694.65283203125,3,7720.77294921875,False,,,"[-3.380859375, 14.619140625, 52.619140625]",0.0006416576855341102,3.06126046177874e-20,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,24,True,195,66.0,108.0,1,10.63014581273465
v2_anchor_historical__baseline,6101,7102,9,26,10020.0,10270.0,0,1,0.3240022494655557,0.3240022494655557,0.6115969786260195,-0.28759472916046375,0,,2,10131.5458984375,4,10146.49169921875,3,10172.4462890625,False,,,"[-2.4990234375, 13.5009765625, 47.5009765625]",2.9506116451412497e-25,2.69108516030474e-25,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,2,34,True,181,62.0,116.0,1,10.295630140987
v2_anchor_historical__baseline,6101,7102,10,30,10974.0,11224.0,0,1,0.2843397626327181,0.2843397626327181,0.4055441348192429,-0.1212043721865248,4,11094.81396484375,2,11092.68017578125,4,11112.5986328125,0,,,,,"[-0.6201171875, 11.3798828125, 27.3798828125]",1.713918627182067e-06,6.640963851347698e-13,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,11,31,11242.0,11492.0,1,-1,0.8841657092157214,0.9632169173210314,0.8841657092157214,0.07905120810531008,4,11303.97802734375,2,11405.28076171875,3,11367.9189453125,3,11367.205078125,False,False,True,"[3.2783203125, 63.2783203125, 87.2783203125]",1.0758714354778463e-09,0.00012384152908937062,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,36,True,163,58.0,98.0,1,10.0
v2_anchor_historical__baseline,6101,7102,12,32,11686.0,11936.0,0,0,0.8207460987672464,0.8207460987672464,0.9671522791022349,-0.14640618033498853,0,,2,11831.5087890625,4,11801.73876953125,2,11930.01123046875,True,,,"[5.2705078125, 25.2705078125, 47.2705078125]",3.513661746643858e-22,0.05113349163199584,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,3,38,True,112,42.0,68.0,1,6.708203932499369
v2_anchor_historical__baseline,6101,7102,13,33,11946.0,12196.0,1,-1,1.1578354918453377,1.5831228155857675,1.1578354918453377,0.42528732374042977,2,12069.98828125,2,12093.2314453125,4,12062.4150390625,1,11948.9267578125,False,False,True,"[112.0732421875, 130.0732421875, 148.0732421875]",0.009654327293161543,9.80805930572447e-07,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,39,True,62,39.4,62.0,1,6.324555320336759
v2_anchor_historical__baseline,6101,7102,14,34,12262.0,12512.0,1,0,0.4830441664649531,0.5583903946365861,0.4830441664649531,0.07534622817163306,4,12408.29296875,2,12397.20263671875,4,12366.224609375,1,12355.669921875,False,False,False,"[7.330078125, 35.330078125, 59.330078125]",8.068091927407389e-05,0.0003026015311937293,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,15,38,13186.0,13436.0,1,0,0.48318153636854255,0.7879000377556318,0.48318153636854255,0.3047185013870892,4,13265.80078125,2,13345.62060546875,4,13314.86181640625,1,13297.943359375,False,False,True,"[9.4521484375, 61.4521484375, 91.4521484375]",4.037537301241606e-06,1.1005436398655146e-07,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,41,True,71,56.0,108.0,1,5.830951894845301
v2_anchor_historical__baseline,6101,7102,16,39,13458.0,13708.0,1,-1,1.1129277807124027,1.647849743896535,1.1129277807124027,0.5349219631841322,4,13568.2392578125,2,13604.17529296875,2,13579.02001953125,1,13461.189453125,False,False,True,"[97.810546875, 121.810546875, 145.810546875]",0.003102297337657776,9.367949475828277e-09,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,41,True,71,56.0,108.0,1,5.830951894845301
v2_anchor_historical__baseline,6101,7102,17,45,15324.0,15574.0,0,-1,0.9746733527861828,0.9746733527861828,0.8918489895302969,0.08282436325588594,0,,2,15447.5849609375,4,15447.9951171875,3,15393.2353515625,False,,,"[-7.0322265625, 98.9677734375, 114.9677734375]",0.047322804464083136,9.432199197036912e-13,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,18,52,17612.0,17862.0,0,0,0.6765871701176469,0.6765871701176469,0.9841974627944946,-0.3076102926768477,4,17764.888671875,2,17730.5166015625,2,17712.2119140625,2,17823.396484375,True,True,False,"[5.21484375, 39.21484375, 77.21484375]",0.00017808211183470876,1.2534848953238837e-08,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,19,53,18442.0,18692.0,1,1,0.3405486475435514,0.4109109009442138,0.3405486475435514,0.07036225340066238,4,18571.1455078125,2,18584.2109375,3,18556.583984375,0,,,,,"[5.72265625, 21.72265625, 37.72265625]",8.426325970193877e-07,8.279090717322862e-37,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,20,54,18704.0,18954.0,1,0,0.5541763155947219,0.5107429831589397,0.5541763155947219,-0.04343333243578218,0,,2,18836.158203125,4,18828.7998046875,1,18910.419921875,True,,,"[3.607421875, 15.607421875, 27.607421875]",6.864821804820153e-11,0.0,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,21,59,20294.0,20544.0,0,1,0.3216614175496588,0.3216614175496588,0.36295832507481574,-0.04129690752515691,4,20432.33984375,2,20420.5302734375,4,20399.037109375,3,20421.23046875,True,False,False,"[4.9453125, 26.9453125, 44.9453125]",0.000360382174726731,1.354644806171081e-14,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,22,60,20548.0,20798.0,0,1,0.43175965475430933,0.43175965475430933,0.8095129333845643,-0.377753278630255,4,20706.2421875,2,20641.982421875,4,20663.9638671875,3,20690.06640625,False,True,False,"[-3.556640625, 18.443359375, 64.443359375]",1.9862691241126723e-15,1.4627124251458166e-06,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,56,True,57,53.599999999999994,82.0,1,6.082762530298219
v2_anchor_historical__baseline,6101,7102,23,61,20828.0,21078.0,1,1,0.32104694867149625,0.3415468040643696,0.32104694867149625,0.020499855392873356,3,20953.708984375,2,20964.8720703125,2,20942.6982421875,1,20945.673828125,True,False,True,"[0.572265625, 14.572265625, 30.572265625]",0.001434780582221637,6.253153296676034e-10,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,56,True,57,53.599999999999994,82.0,1,6.082762530298219
v2_anchor_historical__baseline,6101,7102,24,62,21088.0,21338.0,0,1,0.31200457238460777,0.31200457238460777,0.5603831839708651,-0.2483786115862573,4,21207.3037109375,2,21195.0615234375,4,21219.99609375,3,21244.55859375,False,True,False,"[2.029296875, 22.029296875, 52.029296875]",3.1902467942732526e-08,1.4442831818089374e-06,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6101,7102,25,68,22674.0,22924.0,1,0,0.4858738506215988,0.7245197670615184,0.4858738506215988,0.23864591643991961,4,22760.40625,2,22822.9423828125,4,22802.7294921875,1,22795.560546875,False,False,True,"[16.84375, 56.84375, 82.84375]",2.1226830277045375e-05,1.5765208894815856e-05,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,61,True,59,48.0,90.0,1,6.082762530298219
v2_anchor_historical__baseline,6102,7101,0,0,814.0,1064.0,0,0,0.8675554851536745,0.8675554851536745,1.1053847454329144,-0.2378292602792399,3,1059.308837890625,2,940.4034729003906,4,940.780517578125,0,,,,,"[0.993896484375, 14.993896484375, 124.993896484375]",1.9320837775155616e-05,0.14051163048605478,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,1,True,143,56.0,98.0,1,8.602325267042627
v2_anchor_historical__baseline,6102,7101,1,1,1088.0,1338.0,0,-1,1.2389959882862747,1.2389959882862747,1.1306772103486993,0.10831877793757538,1,1091.19580078125,2,1197.1149291992188,4,1222.0693359375,1,1180.7735595703125,False,False,True,"[91.80419921875, 109.80419921875, 131.80419921875]",0.01950330275272624,4.3418569258686923e-13,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,2,2,True,170,68.19999999999999,120.0,1,9.219544457292887
v2_anchor_historical__baseline,6102,7101,2,7,2898.0,3148.0,0,1,0.3472785994433461,0.3472785994433461,0.638309669534986,-0.2910310700916399,0,,2,2998.677001953125,4,3027.5401611328125,3,3053.03759765625,False,,,"[-1.639892578125, 24.360107421875, 58.360107421875]",3.5018099872337566e-07,1.9493740536317975e-37,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,4,True,221,68.0,122.0,1,10.63014581273465
v2_anchor_historical__baseline,6102,7101,3,10,3696.0,3946.0,0,1,0.4325000027414819,0.4325000027414819,0.5093095342654659,-0.07680953152398395,3,3795.701416015625,2,3822.1417236328125,4,3826.4661865234375,3,3851.80810546875,False,False,False,"[11.522705078125, 33.522705078125, 61.522705078125]",0.0005544164823704046,1.6663166260477393e-14,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,6,True,142,49.8,144.0,1,9.486832980505138
v2_anchor_historical__baseline,6102,7101,4,11,4526.0,4776.0,0,-1,1.2470766581534787,1.2470766581534787,1.4323490908536303,-0.1852724327001516,3,4718.9375,2,4625.6513671875,4,4655.927490234375,3,4673.94921875,False,True,False,"[68.16796875, 96.16796875, 124.16796875]",0.02877267220482525,0.02233076735619204,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,7,True,203,67.60000000000002,124.0,1,9.219544457292887
v2_anchor_historical__baseline,6102,7101,5,12,4844.0,5094.0,1,-1,0.8715909312358097,0.8857971771890952,0.8715909312358097,0.014206245953285568,4,5036.4912109375,2,4983.188232421875,3,4952.7109375,3,4931.8017578125,False,False,False,"[4.22412109375, 52.22412109375, 112.22412109375]",0.00027369192306730706,5.701655953252696e-07,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,8,True,140,62.2,110.0,1,8.06225774829855
v2_anchor_historical__baseline,6102,7101,6,19,7248.0,7498.0,0,1,0.4749913154408173,0.4749913154408173,0.7026229700693698,-0.2276316546285525,1,7412.0703125,2,7346.899169921875,4,7376.064697265625,2,7395.80859375,False,True,False,"[-3.25439453125, 18.74560546875, 48.74560546875]",9.1806241890246e-05,4.442082157303244e-09,NOT_ESTIMABLE_NO_OVERLAPPING_PHYSICAL_EVENT,0,,False,0,,,,
v2_anchor_historical__baseline,6102,7101,7,22,8078.0,8328.0,0,1,0.40804820357110866,0.40804820357110866,0.38548787499692105,0.022560328574187605,2,8198.84814453125,2,8189.88525390625,4,8209.50341796875,0,,,,,"[1.9267578125, 23.9267578125, 39.9267578125]",6.741391517427973e-05,3.501306277189641e-11,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,2,18,True,99,54.4,112.0,2,7.0710678118654755
v2_anchor_historical__baseline,6102,7101,8,25,8856.0,9106.0,0,0,0.6184188157155456,0.6184188157155456,0.7606439757092874,-0.14222515999374186,4,9035.99853515625,2,8981.70166015625,2,8956.25927734375,2,8981.55712890625,True,False,False,"[3.130859375, 27.130859375, 89.130859375]",0.000153190527863541,0.0,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,20,True,115,36.40000000000002,98.0,1,8.94427190999916
v2_anchor_historical__baseline,6102,7101,9,26,9162.0,9412.0,1,1,0.2925184845242259,0.37543931961523436,0.2925184845242259,0.08292083509100845,0,,2,9292.14892578125,4,9291.28466796875,3,9270.5390625,False,,,"[-0.369140625, 19.630859375, 31.630859375]",5.223821232761941e-05,0.0,UNIQUE_OVERLAPPING_PHYSICAL_EVENT,1,21,True,34,58.99999999999999,112.0,1,3.605551275463989
v2_anchor_historical__baseline,6102,7101,10,27,9444.0,9694.0,1,1,0.2909011113679788,0.43859188252819636,0.2909011113679788,0.14769077116021756,0,,2,9578.32275390625,2,9583.7724609375,3,9553.7666015625,False,,,"[5.330078125, 27.330078125, 39.330078125]",8.366424208587532e-06,0.0,AMBIGUOUS_OVERLAP_CHOSEN_MAXIMUM_FOR_DESCRIPTION,2,22,True,90,38.40000000000002,72.0,1,7.615773105863909
