status,decision,entry_event_index,entry_time_ms,event_min_regional_q,actual_entry_aligned_diagnostic,failure_code,latch_set_time_ms,clean_low_onset_ms,fourth_paired_return_time_ms,pulse_free_core_returns,pulse_free_annulus_returns,pulse_free_bath_returns,pulse_free_core_return_times_ms,pulse_free_annulus_return_times_ms,first_support_failure_ms,first_bound_failure_ms,first_nonfinite_ms,support_violation_count,state_bound_violation_count,finite,active_at_end,final_latch_state,min_q_core,min_q_annulus,bath_q_max_abs_error,max_m_core,max_m_annulus,preentry_max_abs_m,max_additive_core_mv,max_p_core,max_p_annulus,peak_rE_core_hz,peak_rE_annulus_hz,peak_rE_bath_hz
R3_COUPLED_CLEAN_NO_GO_PREMATURE_EVENT5_ENTRY,stop_before_grid_and_reassess_coupled_event_map,5,7620.0,"[0.8858800530433655, 0.8745442032814026, 0.8659458160400391, 0.8594670295715332, 0.8547558784484863, 0.8452613949775696]","{""trigger_event_index"": 5, ""trigger_event_end_ms"": 7551.0, ""pulse_response_exclusion_ms"": 100.0, ""actual_entry_aligned_analysis_start_ms"": 7651.0, ""next_event_index"": 6, ""next_event_onset_ms"": 10915.0, ""core_return_times_ms"": [8826.344042851128, 9537.764235310608, 10170.459862132098, 10805.146520637734], ""annulus_return_times_ms"": [8833.603422234455, 9544.708046889462, 10177.268148296604, 10811.90418917302], ""paired_returns_before_next_event"": 4, ""last_paired_return_time_ms"": 10811.90418917302, ""latch_set_time_ms"": 10233.375, ""post_last_return_additive_max_mv"": 0.38555226325988773, ""additive_at_next_event_mv"": 0.38555226325988773, ""next_event_regional_fast_peak_hz"": 6.777951493859291, ""next_event_immediate_retrigger_suppressed"": true, ""numeric_clean"": true, ""descriptive_lifecycle_candidate"": true, ""formal_acceptance_override"": false, ""claim_boundary"": ""actual-entry-aligned descriptive candidate only; late recovery, same-basin return, and late retrigger were not tested""}",premature_event5_entry,10233.375,11035.0,,0,0,0,[],[],,,,0,0,True,True,"[true, true, false]",0.8452489972114563,0.8452489972114563,2.384185793236071e-08,0.2409701645374298,0.2409701645374298,0.0,0.38555226325988773,0.16599683463573456,0.1252421736717224,140.5716985464096,100.19149631261826,18.91515776515007
