baseline,metric,n_patients,median_benefit,n_patients_better,wilcoxon_p_greater,wilcoxon_q_bh,pass
merged_path,participation_mae,31,-0.0019615384615385006,4,0.9999997918494046,0.9999997918494046,False
merged_path,rank_wasserstein,31,-0.0001085604952299965,15,0.6468737125396729,0.8624982833862305,False
mode_shuffle,participation_mae,31,4.999999999999449e-05,16,0.13619438605383039,0.27238877210766077,False
mode_shuffle,rank_wasserstein,31,3.0533956164396914e-05,18,0.11973862396553159,0.27238877210766077,False
no_history,participation_mae,31,-0.00047272727272731907,15,0.876281232573092,0.9999997918494046,False
no_history,rank_wasserstein,31,-7.735838354010205e-05,15,0.5115567091852427,0.8184907346963882,False
weight_shuffle,participation_mae,31,0.0024363636363637087,26,0.0001555659141198484,0.0012445273129587872,True
weight_shuffle,rank_wasserstein,31,0.00014732579760300124,19,0.07030299725010991,0.27238877210766077,False
