baseline,metric,n_patients,median_benefit,n_patients_better,wilcoxon_p_greater,wilcoxon_q_bh,pass
merged_path,participation_mae,34,-0.0018066666666666995,4,0.9999999473802745,0.9999999473802745,False
merged_path,rank_wasserstein,34,-0.00013955011107444695,16,0.6997429841430858,0.9329906455241144,False
mode_shuffle,participation_mae,34,-2.9166666666649577e-05,16,0.2387942434870638,0.4775884869741276,False
mode_shuffle,rank_wasserstein,34,2.8422409435603646e-05,19,0.19870941794943064,0.4775884869741276,False
no_history,participation_mae,34,-0.00010636363636366136,17,0.8987424867227674,0.9999999473802745,False
no_history,rank_wasserstein,34,-9.730061749210067e-05,16,0.5802381975227036,0.9283811160363257,False
weight_shuffle,participation_mae,34,0.002101818181818149,28,0.00010717989833753484,0.0008574391867002787,True
weight_shuffle,rank_wasserstein,34,0.00013217547322169967,20,0.07635839079739526,0.30543356318958104,False
