candidate,comparison,topology,noise,description,L_search,TA,TB,primary,rotation_time_fraction,rotation_tracks_per_minute,max_fixed_ring_turns,coreAE_rate_hz,coreBE_rate_hz,surroundE_rate_hz
up3__circle__depth_A_scale_0.75,up3__circle,2511,847101,左核上移3 mm｜圆形对照｜A核降阈值幅度 × 0.75,2.897818775484737,-11,-15,-26,-0.006655172413793103,-8.275862068965516,-0.1279261612267084,2.0112060778727443,-2.174511023567627,-1.3315628055951594
up3__ellipse9,up3__circle,2511,847102,左核上移3 mm｜沿端点轴拉长 9:1,3.344943199654436,-11,-16,-27,-0.006965517241379311,-7.241379310344827,-0.2912296634511735,3.615052231718897,-2.5493814361738893,-1.4076428806928512
up3__out_parallel15,up3__out_reference,2511,847101,左核上移3 mm｜左核输出纵向范围 ×1.5,-1.023193813901683,6,5,11,-0.00017241379310344897,0.0,0.03221072418102078,-0.4132953466286793,0.8241527864169385,0.18434423582108295
up3__ellipse4,up3__circle,2511,847101,左核上移3 mm｜沿端点轴拉长 4:1,1.1342283446090242,-6,-10,-16,-0.006482758620689654,-6.206896551724137,-0.11284471532446971,2.2698005698005694,-1.754371414748773,-1.049112413117915
up3__circle__core_mean_rate_scale_1.0,up3__circle,2511,847101,左核上移3 mm｜圆形对照｜核内平均外部输入 × 1.0,,-19,-97,-116,-0.005103448275862068,-5.172413793103447,-0.08335589965256429,8.65892687559354,1.8723708157670425,3.4375106704663327
up3__ellipse4__depth_A_scale_0.75,up3__ellipse4,2511,847102,左核上移3 mm｜沿端点轴拉长 4:1｜A核降阈值幅度 × 0.75,2.6144360888799927,-14,8,-6,-0.0027586206896551726,-4.137931034482759,-0.0057320282122973465,0.8196106362773055,-1.1819061441702954,-0.36930309050290777
up3__circle__EE_same_core_scale_1.0,up3__circle,2511,847102,左核上移3 mm｜圆形对照｜同核 E→E 权重 × 1.0,-3.474228120885198,56,-15,41,-0.010965517241379312,-12.413793103448276,-0.2130552476783396,9.103846153846154,12.357845508788905,2.4453008805618666
up3__radius25,up3__circle,2612,847202,左核上移3 mm｜左核半径 2.5 mm,-3.0169644131796245,7,-24,-17,-0.004241379310344826,-3.1034482758620676,0.14292849267965368,-3.003343500325644,3.603552789393497,0.8697405101076985
up3__circle__II_same_core_scale_0.75,up3__circle,2511,847102,左核上移3 mm｜圆形对照｜同核 I→I 权重 × 0.75,0.7371938127692541,-9,-26,-35,-0.008689655172413793,-10.344827586206897,-0.2105066033134123,-0.5729582146248813,-0.8421452761075408,-0.8923935598243018
up3__ellipse4,up3__circle,2511,847102,左核上移3 mm｜沿端点轴拉长 4:1,1.8153249175544577,-2,-13,-15,-0.007103448275862069,-6.206896551724137,-0.2139991853395068,2.7253561253561234,-1.487640242357224,-0.7930100259001946
up3__radius25,up3__circle,2612,847201,左核上移3 mm｜左核半径 2.5 mm,-1.0492597005028976,-8,-13,-21,-0.004793103448275861,-2.068965517241381,-0.043674215931742255,-2.8367688309678423,2.7645196494754014,0.7090673845242215
up3__ellipse4__depth_A_scale_1.25,up3__ellipse4,2511,847101,左核上移3 mm｜沿端点轴拉长 4:1｜A核降阈值幅度 × 1.25,-2.7027542795459727,27,-14,13,-0.0003103448275862076,-3.1034482758620676,0.0540905712026124,-0.9455603038936378,2.6154306909023886,1.2143116632605144
up3__ellipse4,up3__circle,2611,847201,左核上移3 mm｜沿端点轴拉长 4:1,3.145912684454073,-9,8,-1,-0.006310344827586209,-7.241379310344829,-0.0224334918926804,2.708054565008206,-1.3613073434502008,-0.23488855162142386
up3__ellipse4_out_perp20,up3__ellipse4,2511,847101,左核上移3 mm｜拉长 4:1＋输出横向 ×2,4.456789929177445,-11,-10,-21,-0.005482758620689655,-8.275862068965516,0.007976717213669549,0.8653846153846168,0.038726472688736635,0.12070935301009378
up3__out_angle_m15,up3__out_reference,2511,847102,左核上移3 mm｜左核输出方向 −15°,-1.4497696115330747,12,-4,8,0.0016551724137931038,3.1034482758620694,0.083362087151031,0.518969610636276,0.4777570437947789,0.4068659308033187
up3__circle__core_ou_correlation_0.5,up3__circle,2511,847102,左核上移3 mm｜圆形对照｜两核 OU 输入相关系数 0.5,1.060844181979828,-8,-12,-20,-0.006000000000000001,-6.206896551724137,-0.2064260020046299,0.8652184235517577,-0.9457691155804371,-0.5935684446392404
up3__circle__EE_core_to_out_scale_0.75,up3__circle,2511,847102,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 0.75,,-22,-102,-124,-0.012793103448275863,-14.482758620689655,-0.6333576845110487,-6.465052231718899,-3.298385053102035,-8.483286901061476
endpoint__ellipse4,endpoint__circle,2511,847101,端点原位｜沿端点轴拉长 4:1,-0.8557539398840683,-6,-8,-14,-0.0034482758620689637,-1.0344827586206904,-0.19323980389894013,1.647303232507987,-1.2701637984656848,-1.1683859601632802
up3__radius25_dose_matched,up3__circle,2611,847202,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,5.1181689453641255,-16,4,-12,-0.008827586206896552,-10.344827586206897,0.012693935686734159,0.6502809774332938,-1.506279434850863,-0.5004047318392235
endpoint__ellipse9,endpoint__circle,2511,847102,端点原位｜沿端点轴拉长 9:1,2.7627271029400013,-29,7,-22,-0.0005517241379310346,-1.0344827586206895,-0.04787435538623441,3.0348767627499456,-3.260211486626581,-1.546859189428286
up3__circle__EI_same_core_scale_0.75,up3__circle,2511,847102,左核上移3 mm｜圆形对照｜同核 E→I 权重 × 0.75,-3.8909969588171704,47,-10,37,-0.012,-13.448275862068964,-0.44451346357197064,7.588675213675215,10.207708434123528,2.7512467302892336
up3__circle__depth_A_scale_1.25,up3__circle,2511,847101,左核上移3 mm｜圆形对照｜A核降阈值幅度 × 1.25,-0.9310740139331166,16,-14,2,-0.00017241379310344723,3.103448275862071,-0.07636671287680208,-0.6764482431149101,1.68776925380699,0.9556539617447335
up3__circle__IE_same_core_scale_1.25,up3__circle,2511,847102,左核上移3 mm｜圆形对照｜同核 I→E 权重 × 1.25,0.781372404323541,-10,-26,-36,-0.007758620689655173,-8.275862068965516,0.07913085131337727,-2.3404558404558413,-2.43340935793766,-1.4879956204207945
up3__circle__EE_core_to_out_degree_scale_1.5,up3__circle,2511,847102,左核上移3 mm｜圆形对照｜核→外 E→E 实际入度 × 1.5,-2.36616779371949,41,-6,35,-0.012793103448275863,-14.482758620689655,-0.4724314569593391,2.0275878442545086,4.236966387909782,4.204769397578357
up3__ellipse4_orthogonal,up3__circle,2511,847102,左核上移3 mm｜转90°拉长 4:1,-1.2549717890604768,13,-11,2,-0.007931034482758621,-7.241379310344827,-0.17605437987244343,2.1871557454890773,0.3678208583868958,-0.11030169501582066
up3__ellipse4__core_ou_correlation_0.5,up3__ellipse4,2511,847101,左核上移3 mm｜沿端点轴拉长 4:1｜两核 OU 输入相关系数 0.5,0.22503427235340645,0,-8,-8,-0.003655172413793104,-6.206896551724137,-0.002867983084386627,-0.333475783475782,0.18550003455663866,-0.13904940069063443
up3__circle__EE_core_to_out_scale_1.25,up3__circle,2511,847101,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,-4.56364202860908,49,-30,19,-0.012620689655172414,-15.517241379310343,-0.2719535933227243,0.19783950617283885,4.13615315502108,2.0521743121782414
up3__ellipse4__core_mean_rate_scale_1.0,up3__ellipse4,2511,847102,左核上移3 mm｜沿端点轴拉长 4:1｜核内平均外部输入 × 1.0,,-18,-81,-99,-0.0011379310344827587,-3.1034482758620694,0.008071801822561064,7.689981006647674,3.0443476858571206,3.92196187683777
