candidate,comparison,stage,topology,noise,layer,mode,description,n_condition,n_reference,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,pair_order_probability_mae,SCL_minus_ICL_lag_median_ms,local_width_ms_median,recruitment_span_ms_median,B_minus_A_t10_ms_median,first_10pct_mass_core_share_median,peak_active_components_median,n,union_active_area_mm2_median,peak_active_area_mm2_median,native_spatial_rms_mm_median,peak_largest_component_fraction_median
endpoint__ellipse4,endpoint__circle,shape_range,2511,847102,all_detected,ALL,端点原位｜沿端点轴拉长 4:1,168,182,0.003434065934065922,-0.02002164502164494,0.039835164835164805,-0.004521697321393847,0.07813230190539694,-0.2786715696529427,0.0,-2.0,-14.588650759017582,0.0025209915924076925,0.0,-14,-1.0,0.0,-0.07557640568011514,0.0
endpoint__ellipse4,endpoint__circle,shape_range,2511,847102,all_detected,TA,端点原位｜沿端点轴拉长 4:1,31,63,-0.2150537634408602,-0.07801517478936848,-0.019969278033794113,0.09867787421418145,-0.02744745051736419,-2.563359171963384,0.0,-28.0,0.6163239279421759,-0.026923066778045575,0.0,-32,-62.0,-1.0,-0.5562105895662377,-0.00012025520179426152
endpoint__ellipse4,endpoint__circle,shape_range,2511,847102,all_detected,TB,端点原位｜沿端点轴拉长 4:1,137,119,-0.006532540023308608,-0.008648714960436621,0.00950745261608299,-0.012463963687664836,0.005035806818495858,-0.00390928102297039,0.0,0.0,-2.6744791054879897,-0.005317067577113754,0.0,18,0.0,-1.0,-0.02278871210390232,0.0
up3__ellipse4__EE_same_core_scale_1.0,up3__ellipse4,response,2511,847102,primary,ALL,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 1.0,169,112,-0.07940617075232459,0.013808307077537774,0.0,0.007103695171280094,-0.060299396349281054,-1.0129970516672984,0.0,-14.0,8.469499939195885,0.2433058707545525,0.0,57,34.0,14.0,0.5372644323941218,0.0
up3__ellipse4__EE_same_core_scale_1.0,up3__ellipse4,response,2511,847102,primary,TA,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 1.0,30,20,-0.3500000000000001,0.009090909090909038,0.0,0.016247626281807814,-0.12328308771638485,-113.56875668636849,0.0,-66.0,-10.145042223858127,0.1839825977645141,0.0,10,-20.0,21.5,-0.4992832191248846,-0.01816139305501474
up3__ellipse4__EE_same_core_scale_1.0,up3__ellipse4,response,2511,847102,primary,TB,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 1.0,139,92,-0.021191742258367174,0.014822134387351693,0.0,0.014565738713377158,-0.018314383904252052,-0.7225340745717403,0.0,-12.0,10.703173691979828,0.24037873637698798,0.0,47,33.0,7.0,0.5533810491166475,0.0
up3__ellipse4__EE_same_core_scale_1.0,up3__ellipse4,response,2511,847102,all_detected,ALL,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 1.0,189,159,-0.08625336927223726,0.009992104331726814,0.0,0.005168360979051823,-0.07210989534812817,-0.8460810788492381,0.0,-12.0,7.9429909350501475,0.23690357892144878,0.0,30,35.0,13.0,0.5586873530079224,0.0
up3__ellipse4__EE_same_core_scale_1.0,up3__ellipse4,response,2511,847102,all_detected,TA,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 1.0,30,20,-0.3500000000000001,0.009090909090909038,0.0,0.016247626281807814,-0.12328308771638485,-113.56875668636849,0.0,-66.0,-10.145042223858127,0.1839825977645141,0.0,10,-20.0,21.5,-0.4992832191248846,-0.01816139305501474
up3__ellipse4__EE_same_core_scale_1.0,up3__ellipse4,response,2511,847102,all_detected,TB,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→E 权重 × 1.0,159,139,-0.030066512827473857,0.01046435578809668,0.0,0.008461155603818826,-0.01847570831264278,-0.6382148335578677,0.0,-10.0,8.54675107879666,0.2353758366528232,0.0,20,33.0,8.0,0.559723566234358,0.0
up3__out_angle_m15,up3__out_reference,shape_range,2511,847101,primary,ALL,左核上移3 mm｜左核输出方向 −15°,115,118,0.03791451731761242,-0.020399276478863748,-0.008695652173912993,0.0211669398276694,-0.05546014446888442,-0.27812709673162317,0.0,2.0,22.371225490197958,-0.006021957690685351,0.0,-3,28.5,0.0,0.2945816112623989,0.0
up3__out_angle_m15,up3__out_reference,shape_range,2511,847101,primary,TA,左核上移3 mm｜左核输出方向 −15°,28,20,0.050000000000000044,-0.04415584415584406,0.0,0.03927423001103211,2.8434912961727843e-05,2.265517423044912,0.0,-6.0,-1.153450606539991,0.0005522418967143783,-1.0,8,-32.5,-13.5,-0.01348979648589399,0.0839712490761213
up3__out_angle_m15,up3__out_reference,shape_range,2511,847101,primary,TB,左核上移3 mm｜左核输出方向 −15°,87,98,0.03442411447337557,7.463800567253376e-05,-0.011494252873563204,0.003265625757468388,-0.029153189184891515,-0.3628925519178665,0.0,0.0,0.4730266910210048,-0.01122852504373334,0.0,-11,2.5,1.0,0.02187033812696182,0.0
up3__out_angle_m15,up3__out_reference,shape_range,2511,847101,all_detected,ALL,左核上移3 mm｜左核输出方向 −15°,164,153,0.029850151442690875,-0.02175630045070498,-0.0060975609756097615,0.017605404927267726,-0.055602401281441116,-0.28231769776903093,0.0,0.0,14.854716936068144,-0.0068055807930277185,0.0,11,5.0,0.0,0.06091713005602628,0.0
up3__out_angle_m15,up3__out_reference,shape_range,2511,847101,all_detected,TA,左核上移3 mm｜左核输出方向 −15°,35,21,0.04761904761904767,-0.03290043290043276,0.0,0.02578216651896864,-0.017194202074078402,1.1518319421829801,0.0,-6.0,-0.2554796081094537,-0.0009913445096691176,-1.0,14,-25.0,-12.0,-0.04101295777238079,0.051175245462659946
up3__out_angle_m15,up3__out_reference,shape_range,2511,847101,all_detected,TB,左核上移3 mm｜左核输出方向 −15°,129,132,0.026338971106412923,-0.004148247805753069,-0.007751937984496138,0.004098504898286587,-0.023389619170773923,-0.20782070787026896,0.0,-1.0,-0.21735118617652915,-0.00747416881766054,0.0,-3,2.0,1.0,0.00692906092034562,0.0
up3__radius25_dose_matched,up3__circle,shape_range,2511,847102,primary,ALL,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,87,127,0.03937007874015752,0.01996067106031818,0.0,0.020049310852521457,0.11847056618338814,-0.9269868821684213,0.0,-8.0,-31.40166666666846,0.003668298108264745,0.0,-40,-12.0,-2.0,-0.2593226345773143,0.0
up3__radius25_dose_matched,up3__circle,shape_range,2511,847102,primary,TA,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,2,22,0.022727272727272707,-0.14049586776859502,0.0,0.025539481407312797,0.026112178775578143,-49.42154962506902,0.0,-43.0,-4.666786892987147,0.06037174867287186,0.0,-20,-33.5,-2.0,-0.5443457175746449,-0.013835019118569214
up3__radius25_dose_matched,up3__circle,shape_range,2511,847102,primary,TB,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,85,105,0.04285714285714293,0.0155844155844157,0.0,0.020039680772637097,0.0655319479623489,-0.2448994203186885,0.0,-2.0,-5.330149154695391,-0.003924863649690288,0.0,-20,-2.0,-2.0,-0.06920614539528192,0.0
up3__radius25_dose_matched,up3__circle,shape_range,2511,847102,all_detected,ALL,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,153,169,0.035502958579881616,0.020254757811319024,0.0,0.02180511156952908,0.09687107282926744,-0.40129673156070567,0.0,-2.0,-4.042563676739519,0.003568082064169281,0.0,-16,-2.0,-1.0,-0.05411568083106477,0.0
up3__radius25_dose_matched,up3__circle,shape_range,2511,847102,all_detected,TA,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,2,23,0.0652173913043479,-0.1324110671936758,0.0,0.02540772910164743,0.028065937002628327,-49.10481597910257,0.0,-42.0,-4.4702081714058295,0.06007549333412414,0.0,-21,-33.0,-3.5,-0.5406262689728063,-0.025733357506854793
up3__radius25_dose_matched,up3__circle,shape_range,2511,847102,all_detected,TB,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,151,146,0.03082191780821919,0.01425531739420871,0.0,0.02094034291477212,0.052978909967642596,-0.21330812119867915,0.0,-2.0,-3.0315546223916954,-0.0017499884423011064,0.0,5,-1.0,-1.0,-0.019727950288803697,0.0
up3__ellipse4__IE_same_core_scale_1.25,up3__ellipse4,response,2511,847101,primary,ALL,左核上移3 mm｜沿端点轴拉长 4:1｜同核 I→E 权重 × 1.25,99,111,0.05091455091455099,-0.04000694909785818,0.0,0.02216752274415401,-0.03626042730140433,8.718490661180113,0.0,18.0,-7.040597344999696,-0.029338649656057383,0.0,-12,-4.0,-3.0,0.15609187084910303,0.0
up3__ellipse4__IE_same_core_scale_1.25,up3__ellipse4,response,2511,847101,primary,TA,左核上移3 mm｜沿端点轴拉长 4:1｜同核 I→E 权重 × 1.25,19,16,0.36348684210526316,-0.016447368421052544,0.0,-0.04366998487483428,-0.003686949636709458,30.964380906118095,0.0,26.0,11.721427281521756,-0.012905461110804317,0.0,3,1.0,-7.5,0.138666989158704,0.0058253599046153015
up3__ellipse4__IE_same_core_scale_1.25,up3__ellipse4,response,2511,847101,primary,TB,左核上移3 mm｜沿端点轴拉长 4:1｜同核 I→E 权重 × 1.25,80,95,0.0006578947368420796,-0.04629186602870805,0.0,0.0029556954460336904,-0.007053076145165149,1.2184821990776982,0.0,6.0,-7.961856037612961,-0.030206473778824607,0.0,-15,-4.0,-3.0,0.11854903735596256,0.0
up3__ellipse4__IE_same_core_scale_1.25,up3__ellipse4,response,2511,847101,all_detected,ALL,左核上移3 mm｜沿端点轴拉长 4:1｜同核 I→E 权重 × 1.25,131,152,0.03867014865407792,-0.03755159063515834,0.0,0.015742091030918753,-0.039499208158618515,1.2617580748810724,0.0,8.0,-5.831371989768741,-0.030428867841958994,0.0,-21,-4.0,-3.0,0.1397650560856123,0.0
up3__ellipse4__IE_same_core_scale_1.25,up3__ellipse4,response,2511,847101,all_detected,TA,左核上移3 mm｜沿端点轴拉长 4:1｜同核 I→E 权重 × 1.25,20,16,0.36875,-0.01931818181818179,0.0,-0.0438454234713255,-0.025519216670214895,30.837931296880924,0.0,27.0,12.424645548330773,-0.013237311586925878,0.0,4,0.5,-8.0,0.16884790283075723,0.01165718080697753
up3__ellipse4__IE_same_core_scale_1.25,up3__ellipse4,response,2511,847101,all_detected,TB,左核上移3 mm｜沿端点轴拉长 4:1｜同核 I→E 权重 × 1.25,111,136,0.0027490726020138467,-0.041154791154790815,0.0,-0.008840992883162369,-0.009766499654506267,0.8944745670214616,0.0,6.0,-7.285885859688278,-0.029902374108438545,0.0,-25,-6.0,-3.0,0.014572955810858268,0.0
up3__radius25_dose_matched,up3__circle,confirmation,2611,847201,primary,ALL,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,102,118,0.05865736124958465,0.013338771564095686,0.025423728813559365,0.003235305044233361,0.06275486208959746,-0.9231433037857641,0.0,-3.0,-3.6776724049659606,-0.008937596825578181,-1.0,-16,-29.5,-4.0,-0.34247118381353747,0.04066712463199207
up3__radius25_dose_matched,up3__circle,confirmation,2611,847201,primary,TA,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,6,17,0.2941176470588236,-0.1212121212121211,0.17647058823529416,-0.019764080337794115,-0.1633192873625018,-111.15339084743573,0.0,-52.0,41.6843745843762,-0.018915758158701584,-1.0,-11,-22.5,2.5,-0.9774414286318969,0.046741106206180216
up3__radius25_dose_matched,up3__circle,confirmation,2611,847201,primary,TB,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,96,101,0.019544141914191515,0.018161191119111963,0.0,0.021616744282301148,0.04194478518616174,-0.6404097218155584,0.0,1.0,-3.84171810360192,-0.008283710035645014,0.0,-5,-23.0,-3.0,-0.12127970968153345,0.0
up3__radius25_dose_matched,up3__circle,confirmation,2611,847201,all_detected,ALL,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,165,177,0.04781715459681568,0.009132931783162657,0.02259887005649719,0.013070838525945094,0.046650907159870414,-0.4978983716573566,0.0,0.0,-1.5598171858655405,-0.009502400653303267,0.0,-12,-1.0,-3.0,0.0034587780754744557,0.0
up3__radius25_dose_matched,up3__circle,confirmation,2611,847201,all_detected,TA,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,6,18,0.3055555555555556,-0.11616161616161613,0.16666666666666663,-0.02345078842610185,-0.1630896519978384,-111.07486045267251,0.0,-52.0,41.7323216454829,-0.01895423224312831,-1.0,-12,-22.5,2.0,-0.9402670074096875,0.04894565459158806
up3__radius25_dose_matched,up3__circle,confirmation,2611,847201,all_detected,TB,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,159,159,0.018867924528301883,0.009719839908519101,0.0062893081761006275,0.017190775681341725,0.027655316139050423,-0.45020580279742717,0.0,2.0,-1.047291670272898,-0.006221768465271185,0.0,0,1.0,-2.0,0.02274293760968238,0.0
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,response,2511,847101,primary,ALL,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→I 权重 × 0.75,156,111,0.0671344421344422,0.02353052353052354,0.0,0.030091103126004548,-0.13138735814019908,-1.4757575189632917,0.0,-16.0,8.820587936937955,0.19723800923728171,1.0,45,90.0,21.0,0.7429072735306885,-0.06724377485243294
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,response,2511,847101,primary,TA,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→I 权重 × 0.75,39,16,0.31490384615384615,0.005390442890442992,0.0,-0.07572063649731711,-0.13806776244114208,-88.44824572637117,0.0,-60.0,-12.842179570739063,0.18166579508768188,0.0,23,-3.0,19.5,-0.23001121594992302,-0.02170883968069881
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,response,2511,847101,primary,TB,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→I 权重 × 0.75,117,95,0.04179037336932068,0.02793113319429108,0.0,0.04219523166891587,0.00907111387633397,-1.2130989312645397,0.0,-14.0,9.848697193550834,0.19679924877099172,1.0,22,91.0,19.0,0.786035594424372,-0.06252117926126732
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,response,2511,847101,all_detected,ALL,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→I 权重 × 0.75,166,152,0.040900443880786286,0.018843315847120512,0.0,0.02604666462885863,-0.145327881537484,-1.4279106178055372,0.0,-14.0,9.177908226298314,0.19490786672230634,1.0,14,91.0,21.0,0.7684546039013425,-0.06647891448337007
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,response,2511,847101,all_detected,TA,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→I 权重 × 0.75,39,16,0.31490384615384615,0.005390442890442992,0.0,-0.07572063649731711,-0.13806776244114208,-88.44824572637117,0.0,-60.0,-12.842179570739063,0.18166579508768188,0.0,23,-3.0,19.5,-0.23001121594992302,-0.02170883968069881
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,response,2511,847101,all_detected,TB,左核上移3 mm｜沿端点轴拉长 4:1｜同核 E→I 权重 × 0.75,127,136,0.02810907827698017,0.02201145311381547,0.0,0.032634707426277665,-0.0005752656719415494,-1.154820708610714,0.0,-12.0,9.668057264701929,0.19598587273400878,1.0,-9,91.0,19.0,0.7986836433242939,-0.06233642636212233
up3__radius25_dose_matched,up3__circle,shape_range,2511,847101,primary,ALL,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,99,127,0.04613059731169977,0.0076354092102123294,0.0,0.009188425181160559,0.10948334449651226,-1.3993234293720889,0.0,-10.0,-40.96878306877625,0.012097972216430011,0.0,-28,-15.0,0.0,-0.23176305504794215,0.0
up3__radius25_dose_matched,up3__circle,shape_range,2511,847101,primary,TA,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,8,22,0.06818181818181812,-0.15082644628099184,0.0,0.0820392109473006,0.0358745544292543,-48.974371286352834,0.0,-33.0,-0.17185451328577983,0.02952819914885807,0.5,-14,-44.0,-0.5,-0.2817475927839057,-0.06765356945213052
up3__radius25_dose_matched,up3__circle,shape_range,2511,847101,primary,TB,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,91,105,0.0421245421245422,0.01964701964701976,0.0,0.025624684004699166,0.06289801609420509,-0.9687259097463539,0.0,-4.0,-10.779877031174692,0.003389992919308374,0.0,-14,-2.0,0.0,-0.05000283399970229,0.0
up3__radius25_dose_matched,up3__circle,shape_range,2511,847101,all_detected,ALL,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,147,156,0.03826530612244905,0.006767042481328311,0.0,0.01580235502628735,0.09320821487156417,-0.5893834807357052,0.0,-4.0,-7.905556086931028,0.008199792875492898,0.0,-9,-2.0,-1.0,-0.04019948890773062,0.0
