subject,dataset,comparison,component,gain_nats,gain_bits
epilepsiae_1125,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.32109305262565613,-0.46323935468693306
epilepsiae_1125,epilepsiae,fir_minus_retrained_unordered,event_total_nll,0.01882493495941162,0.027158640311000425
epilepsiae_1125,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,0.0217587947845459,0.03139130533138501
epilepsiae_1125,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,0.01875913143157959,0.027063705887724155
epilepsiae_1125,epilepsiae,fir_minus_selected_linear,event_continue_nll,-0.021779686212539617,-0.03142144529094864
epilepsiae_1125,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.0077460408210754395,-0.011175174679089012
epilepsiae_1125,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,0.06915825605392456,0.0997742730455261
epilepsiae_1125,epilepsiae,fir_minus_selected_linear,event_total_nll,0.011013031005859375,0.015888445217309713
epilepsiae_1125,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,0.004590868949890137,0.006623223867377624
epilepsiae_1125,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,0.004224896430969238,0.006095237129228801
epilepsiae_1125,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,0.027303099632263184,0.039390046440363376
epilepsiae_1125,epilepsiae,retrained_minus_frozen_unordered,event_stop_contribution_nll,0.020863890647888128,0.030100231571357824
epilepsiae_1125,epilepsiae,retrained_minus_frozen_unordered,event_terminal_stop_nll,-0.028911709785461426,-0.04171078033110612
epilepsiae_1125,epilepsiae,retrained_minus_frozen_unordered,event_total_nll,0.016564607620239258,0.023897677267990712
epilepsiae_1146,epilepsiae,fir_minus_retrained_unordered,event_contact_choice_nll,-0.0004184246063236863,-0.000603659104529099
epilepsiae_1146,epilepsiae,fir_minus_retrained_unordered,event_contact_contribution_nll,-0.0009683370590209961,-0.0013970150729585946
epilepsiae_1146,epilepsiae,fir_minus_retrained_unordered,event_continue_nll,0.09228708222508429,0.1331421158642411
epilepsiae_1146,epilepsiae,fir_minus_retrained_unordered,event_stop_contribution_nll,0.031084299087524386,0.04484516414308076
epilepsiae_1146,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.4518353343009949,-0.6518605960944522
epilepsiae_1146,epilepsiae,fir_minus_retrained_unordered,event_total_nll,0.07704806327819824,0.11115685880155565
epilepsiae_1146,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,-0.03345656394958452,-0.04826761889525005
epilepsiae_1146,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,-0.030371427536010964,-0.04381670789092153
epilepsiae_1146,epilepsiae,fir_minus_selected_linear,event_continue_nll,-0.014268621802330003,-0.02058526991454164
epilepsiae_1146,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.00010456144809728452,-0.0001508502826381211
epilepsiae_1146,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,0.1391364336013794,0.2007314427636866
epilepsiae_1146,epilepsiae,fir_minus_selected_linear,event_total_nll,-0.04282355308532715,-0.061781327669446745
epilepsiae_1146,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,0.010555982589722124,0.015229063733902346
epilepsiae_1146,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,0.009909391403197798,0.014296229835621191
epilepsiae_1146,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,0.015199840068817097,0.021928733889587788
epilepsiae_1146,epilepsiae,retrained_minus_frozen_unordered,event_stop_contribution_nll,0.0098183155059815,0.014164835090362725
epilepsiae_1146,epilepsiae,retrained_minus_frozen_unordered,event_terminal_stop_nll,-0.02034062147140503,-0.029345313725395606
epilepsiae_1146,epilepsiae,retrained_minus_frozen_unordered,event_total_nll,0.039933204650878906,0.05761143631662709
epilepsiae_1150,epilepsiae,fir_minus_retrained_unordered,event_contact_choice_nll,-0.019751548767089844,-0.02849546145615704
epilepsiae_1150,epilepsiae,fir_minus_retrained_unordered,event_contact_contribution_nll,-0.016616463661193626,-0.023972489721115712
epilepsiae_1150,epilepsiae,fir_minus_retrained_unordered,event_continue_nll,0.0278153195977211,0.04012902364437383
epilepsiae_1150,epilepsiae,fir_minus_retrained_unordered,event_stop_contribution_nll,0.01026985049247739,0.014816262376168208
epilepsiae_1150,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.08400160074233998,-0.12118869281770855
epilepsiae_1150,epilepsiae,fir_minus_retrained_unordered,event_total_nll,-0.02211141586303711,-0.0319000300126372
epilepsiae_1150,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,-0.027678251266479492,-0.039931275842628636
epilepsiae_1150,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,-0.02337789535522461,-0.03372717369540368
epilepsiae_1150,epilepsiae,fir_minus_selected_linear,event_continue_nll,0.007351316511630998,0.010605707875335196
epilepsiae_1150,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.0239755660295487,-0.034589430213335805
epilepsiae_1150,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,-0.18849384784698497,-0.27193913952692406
epilepsiae_1150,epilepsiae,fir_minus_selected_linear,event_total_nll,-0.05016446113586426,-0.0723720193095785
epilepsiae_1150,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,0.02747654914855957,0.03964028119736877
epilepsiae_1150,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,0.023455142974853294,0.03383861845316245
epilepsiae_1150,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,0.025722824037075,0.03711019067594753
epilepsiae_1150,epilepsiae,retrained_minus_frozen_unordered,event_stop_contribution_nll,-0.007995158433914212,-0.011534575423729605
epilepsiae_1150,epilepsiae,retrained_minus_frozen_unordered,event_terminal_stop_nll,-0.26093298196792614,-0.37644671908949634
epilepsiae_1150,epilepsiae,retrained_minus_frozen_unordered,event_total_nll,0.006119132041931152,0.00882804145143883
epilepsiae_139,epilepsiae,fir_minus_retrained_unordered,event_contact_choice_nll,-0.001413106918335183,-0.002038682343328054
epilepsiae_139,epilepsiae,fir_minus_retrained_unordered,event_contact_contribution_nll,-0.0007268190383911133,-0.0010485782223105442
epilepsiae_139,epilepsiae,fir_minus_retrained_unordered,event_continue_nll,0.05539485067129141,0.07991787635425678
epilepsiae_139,epilepsiae,fir_minus_retrained_unordered,event_stop_contribution_nll,0.023911923170089666,0.034497612975606266
epilepsiae_139,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.2760595381259919,-0.3982697266444662
epilepsiae_139,epilepsiae,fir_minus_retrained_unordered,event_total_nll,0.036321401596069336,0.052400705960785714
epilepsiae_139,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,-0.02217388153076172,-0.03199014892168931
epilepsiae_139,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,-0.01774859428405784,-0.025605808956360446
epilepsiae_139,epilepsiae,fir_minus_selected_linear,event_continue_nll,0.023228175938129494,0.03351117423483577
epilepsiae_139,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.01026885211467743,-0.014814822021467272
epilepsiae_139,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,-0.0956493616104126,-0.13799285965953745
epilepsiae_139,epilepsiae,fir_minus_selected_linear,event_total_nll,-0.034309983253479004,-0.049498842692777545
epilepsiae_139,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,0.003720998764038086,0.005368266464031709
epilepsiae_139,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,0.0029584169387815162,0.004268093446462002
epilepsiae_139,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,-0.03078013658523561,-0.04440635040940437
