subject,dataset,seed,condition,n_events,n_decisions,n_nonterminal_decisions,n_tied_nonterminal_decisions,event_total_nll,event_stop_contribution_nll,event_contact_contribution_nll,event_contact_choice_nll,event_continue_nll,event_terminal_stop_nll,joint_stop_brier,joint_terminal_stop_probability,joint_nonterminal_stop_probability,maximum_event_nll_reconstruction_error,original_event_nll
epilepsiae_1146,epilepsiae,20260725,unordered_retrained,2486,30808,28322,0,2.1240391731262207,0.2025956213474273,1.9214434623718264,2.1000771522521973,0.0958144664764404,1.2280175685882568,0.0554211619890675,0.383182434402616,0.0924418754933041,4.76837158203125e-07,2.1240391731262207
epilepsiae_1146,epilepsiae,20260725,fir_h3_residual,2486,30808,28322,0,2.142994165420532,0.2193380147218704,1.923656225204468,2.1026313304901123,0.1218899562954902,1.1442253589630127,0.0622487300772023,0.4212543932332905,0.111305529263808,7.152557373046875e-07,2.142994165420532
epilepsiae_1150,epilepsiae,20260725,unordered_retrained,1713,11268,9555,0,1.5903990268707275,0.2341452538967132,1.356253743171692,1.602753758430481,0.1102155447006225,0.8733803629875183,0.07453712964514,0.4600532797349522,0.0968610795434078,7.152557373046875e-07,1.5903990268707275
epilepsiae_1150,epilepsiae,20260725,fir_h3_residual,1713,11268,9555,0,1.6125104427337646,0.2396404445171356,1.3728702068328855,1.6225053071975708,0.153502807021141,0.6844775080680847,0.0775514592704414,0.5644690426804835,0.1213994553970579,4.76837158203125e-07,1.6125104427337646
epilepsiae_139,epilepsiae,20260725,unordered_retrained,1837,10308,8471,0,1.5157663822174072,0.276595264673233,1.2391711473464966,1.5164014101028442,0.0899488404393196,1.0610487461090088,0.0878598709229732,0.3934571756821614,0.086152383797847,4.76837158203125e-07,1.5157663822174072
epilepsiae_139,epilepsiae,20260725,fir_h3_residual,1837,10308,8471,0,1.479444980621338,0.2526833415031433,1.2267616987228394,1.5008078813552856,0.1053511127829551,0.8667930960655212,0.0806674408664665,0.4721321861584613,0.0954429559248167,4.76837158203125e-07,1.4794450998306274
epilepsiae_253,epilepsiae,20260725,unordered_retrained,10150,62832,52682,0,1.6089736223220823,0.2668104767799377,1.3421632051467896,1.6129852533340454,0.1219906732439994,0.9087179899215698,0.0809968300583033,0.4539335507264572,0.1134146772990127,4.76837158203125e-07,1.6089736223220823
epilepsiae_253,epilepsiae,20260725,fir_h3_residual,10150,62832,52682,0,1.6750211715698242,0.2649740874767303,1.410047173500061,1.6924777030944824,0.1061872318387031,0.9741292595863342,0.0812658111855992,0.4720096782407737,0.0934828004679589,4.76837158203125e-07,1.6750211715698242
epilepsiae_384,epilepsiae,20260725,unordered_retrained,4299,29205,24906,0,1.7178175449371338,0.2644797563552856,1.4533379077911377,1.7096238136291504,0.1292159408330917,0.9909644722938538,0.0826224446498295,0.3946234411896869,0.1173444554606042,4.76837158203125e-07,1.7178175449371338
epilepsiae_384,epilepsiae,20260725,fir_h3_residual,4299,29205,24906,0,1.731492519378662,0.2848748564720154,1.4466177225112915,1.7017313241958618,0.0888499990105629,1.355903148651123,0.092862920460896,0.2851896596200301,0.0835995965688383,4.76837158203125e-07,1.731492519378662
epilepsiae_442,epilepsiae,20260725,unordered_retrained,534,5766,5232,0,2.1700940132141118,0.2150548249483108,1.9550392627716064,2.1624081134796143,0.0642002150416374,1.5630568265914917,0.0655162594735155,0.256014268747653,0.0631427116794775,4.76837158203125e-07,2.1700940132141118
epilepsiae_442,epilepsiae,20260725,fir_h3_residual,534,5766,5232,0,2.1623005867004395,0.2192366272211074,1.943063855171204,2.1487834453582764,0.1155865862965583,1.1386573314666748,0.0665067360840013,0.3670165690450409,0.10456924830559,4.76837158203125e-07,2.1623005867004395
epilepsiae_548,epilepsiae,20260725,unordered_retrained,1397,12024,10627,0,2.0736639499664307,0.271219402551651,1.8024444580078125,2.052015781402588,0.0571231059730052,1.7306787967681885,0.0832195236591159,0.2235656958020045,0.0588063151626936,7.152557373046875e-07,2.0736639499664307
epilepsiae_548,epilepsiae,20260725,fir_h3_residual,1397,12024,10627,0,2.0523464679718018,0.2440328598022461,1.808313488960266,2.057573080062866,0.1483099609613418,0.868293285369873,0.0752678585500146,0.4791894472746142,0.1307694221967545,4.76837158203125e-07,2.0523464679718018
epilepsiae_583,epilepsiae,20260725,unordered_retrained,1566,8685,7119,0,1.5328329801559448,0.2959979772567749,1.23683500289917,1.517082929611206,0.0576881468296051,1.2988078594207764,0.0978517829696298,0.3229199361726927,0.0564485768947689,3.5762786865234375e-07,1.5328329801559448
epilepsiae_583,epilepsiae,20260725,fir_h3_residual,1566,8685,7119,0,1.4747035503387451,0.2374556064605713,1.2372478246688845,1.5176939964294434,0.1391377449035644,0.6346101760864258,0.0741539118976327,0.5724309162447279,0.1178830605509024,4.76837158203125e-07,1.4747035503387451
epilepsiae_590,epilepsiae,20260725,unordered_retrained,997,10105,9108,0,2.3336968421936035,0.2583881318569183,2.0753087997436523,2.3067331314086914,0.0293234921991825,2.265162229537964,0.0790456836791639,0.1213083494858164,0.0295957058214221,4.76837158203125e-07,2.3336968421936035
epilepsiae_590,epilepsiae,20260725,fir_h3_residual,997,10105,9108,0,2.3189871311187744,0.2247859388589859,2.09420108795166,2.327810764312744,0.0961485207080841,1.3326328992843628,0.0689825534914444,0.3244495760937153,0.0861640688637621,4.76837158203125e-07,2.3189871311187744
epilepsiae_620,epilepsiae,20260725,unordered_retrained,4482,34691,30209,0,1.593976378440857,0.2470642179250717,1.346912145614624,1.5578986406326294,0.09515380859375,1.0667028427124023,0.0739221854629959,0.4573989281449957,0.0912020578891503,4.76837158203125e-07,1.593976378440857
epilepsiae_620,epilepsiae,20260725,fir_h3_residual,4482,34691,30209,0,1.6940584182739258,0.3160738348960876,1.377984642982483,1.5915812253952026,0.301935076713562,0.3226616382598877,0.1112131773584814,0.7627931279277812,0.2206041817070015,4.76837158203125e-07,1.694058537483215
epilepsiae_635,epilepsiae,20260725,unordered_retrained,1023,6827,5804,0,1.715842604637146,0.3331708312034607,1.3826717138290403,1.6299747228622437,0.0353039316833019,1.8847088813781736,0.1021701729152721,0.23134482331858,0.0354084197924943,7.152557373046875e-07,1.715842604637146
epilepsiae_635,epilepsiae,20260725,fir_h3_residual,1023,6827,5804,0,1.6165598630905151,0.2218958735466003,1.39466392993927,1.643500566482544,0.1212261468172073,0.7215693593025208,0.0731774368149075,0.54387587115154,0.0987302891244438,4.76837158203125e-07,1.6165598630905151
epilepsiae_922,epilepsiae,20260725,unordered_retrained,16728,106264,89536,0,1.5750812292099,0.2340001761913299,1.3410810232162476,1.6059876680374146,0.1430416256189346,0.6167320013046265,0.0725947576265181,0.5829674124263186,0.1240839837280833,4.76837158203125e-07,1.5750812292099
epilepsiae_922,epilepsiae,20260725,fir_h3_residual,16728,106264,89536,0,1.7284754514694214,0.2906956076622009,1.4377800226211548,1.7222650051116943,0.2663739919662475,0.3559802174568176,0.100287953461999,0.7382344433161544,0.1833103006113569,4.76837158203125e-07,1.7284754514694214
epilepsiae_958,epilepsiae,20260725,unordered_retrained,24684,300363,275679,0,2.271409749984741,0.2034315168857574,2.0679781436920166,2.263247489929199,0.0693656131625175,1.509534239768982,0.0591121960471944,0.2861394244782703,0.0683368433903462,7.152557373046875e-07,2.271409749984741
epilepsiae_958,epilepsiae,20260725,fir_h3_residual,24684,300363,275679,0,2.357769012451172,0.2674983739852905,2.090270757675171,2.287526130676269,0.2058257460594177,0.8263508677482605,0.0870757713833485,0.5255044663909085,0.1623425572415784,7.152557373046875e-07,2.357769012451172
yuquan_chengshuai,yuquan,20260725,unordered_retrained,5516,32311,26795,0,1.5021977424621582,0.3679285049438476,1.1342693567276,1.375296115875244,0.0420217551290988,1.693977952003479,0.1047623432815518,0.3114471181822256,0.0424513500052394,4.76837158203125e-07,1.5021977424621582
yuquan_chengshuai,yuquan,20260725,fir_h3_residual,5516,32311,26795,0,1.3724948167800903,0.2698863446712494,1.1026084423065186,1.337319016456604,0.0988348647952079,0.942017138004303,0.0868831992116629,0.470584407604777,0.0902485066198254,3.5762786865234375e-07,1.3724948167800903
yuquan_chenziyang,yuquan,20260725,unordered_retrained,1922,13907,11985,0,1.879361033439636,0.2833400666713714,1.5960209369659424,1.864359736442566,0.0679481327533721,1.4822757244110107,0.0900187494514862,0.2718208570064324,0.068381517457989,4.76837158203125e-07,1.879361033439636
yuquan_chenziyang,yuquan,20260725,fir_h3_residual,1922,13907,11985,0,1.9218661785125728,0.3177957534790039,1.6040704250335691,1.87421452999115,0.0449331924319267,1.8689180612564087,0.0981957323589686,0.2014162115651908,0.0468689631453521,4.76837158203125e-07,1.921866059303284
yuquan_gaolan,yuquan,20260725,unordered_retrained,599,5232,4633,0,1.9557640552520752,0.2489470690488815,1.7068169116973877,1.9396874904632568,0.1102545857429504,1.16945219039917,0.0807613487701798,0.3847997026123069,0.0991949372564386,4.76837158203125e-07,1.9557640552520752
yuquan_gaolan,yuquan,20260725,fir_h3_residual,599,5232,4633,0,1.914917588233948,0.2640346586704254,1.6508827209472656,1.8756276369094849,0.0707488879561424,1.593092441558838,0.0803769358104402,0.274173895857967,0.0702712041102585,4.76837158203125e-07,1.914917588233948
yuquan_hanyuxuan,yuquan,20260725,unordered_retrained,1094,17524,16430,0,2.5826754570007324,0.177208662033081,2.4054670333862305,2.5728139877319336,0.0681441947817802,1.6562111377716064,0.0486371784565635,0.2304020312800322,0.0678304115860928,7.152557373046875e-07,2.5826754570007324
yuquan_hanyuxuan,yuquan,20260725,fir_h3_residual,1094,17524,16430,0,2.59162974357605,0.1923928260803222,2.3992369174957275,2.5661213397979736,0.0315445959568023,2.419521808624268,0.0519681234226082,0.1173113329136842,0.0328571278190764,4.76837158203125e-07,2.591629981994629
yuquan_huanghanwen,yuquan,20260725,unordered_retrained,92,588,496,0,1.9022141695022583,0.3053965866565704,1.5968178510665894,1.8983327150344849,0.0437944754958152,1.6540756225585938,0.1031258844344733,0.2148130678612252,0.0436331254600044,4.76837158203125e-07,1.9022141695022583
yuquan_huanghanwen,yuquan,20260725,fir_h3_residual,92,588,496,0,1.85037100315094,0.254927396774292,1.5954433679580688,1.8967665433883667,0.0936453267931938,1.079372525215149,0.0840438734930961,0.3665077708175648,0.0854803565260578,2.384185791015625e-07,1.85037100315094
yuquan_litengsheng,yuquan,20260725,unordered_retrained,129,1973,1844,0,2.83453369140625,0.1891850680112838,2.6453487873077397,2.835338592529297,0.032916460186243,2.3201208114624023,0.0544751150206621,0.1126261767606402,0.0336444542427984,7.152557373046875e-07,2.83453369140625
yuquan_litengsheng,yuquan,20260725,fir_h3_residual,129,1973,1844,0,2.776618480682373,0.184020310640335,2.592597961425781,2.7786550521850586,0.090174876153469,1.4532042741775513,0.0520705767717531,0.2648935915772305,0.0845616303698764,4.76837158203125e-07,2.776618480682373
yuquan_liyouran,yuquan,20260725,unordered_retrained,470,5873,5403,0,2.316309690475464,0.1850340217351913,2.1312756538391118,2.3238749504089355,0.0784712135791778,1.2856645584106443,0.054103171349382,0.326337642492132,0.0748492689638541,4.76837158203125e-07,2.316309690475464
yuquan_liyouran,yuquan,20260725,fir_h3_residual,470,5873,5403,0,2.343247175216675,0.231535792350769,2.1117115020751958,2.3025224208831787,0.176736295223236,0.7795395851135254,0.0696410477171468,0.4959018371523694,0.1517036911313889,4.76837158203125e-07,2.343247175216675
yuquan_pengzihang,yuquan,20260725,unordered_retrained,4525,37964,33439,0,1.911711812019348,0.260034829378128,1.651676893234253,1.8813989162445068,0.0985524877905845,1.299075722694397,0.081937811634102,0.3662930837767559,0.0915563696078029,4.76837158203125e-07,1.911711573600769
yuquan_pengzihang,yuquan,20260725,fir_h3_residual,4525,37964,33439,0,1.926471829414368,0.2860563695430755,1.6404156684875488,1.868991732597351,0.1895681470632553,0.8808191418647766,0.0996919230010915,0.4981649002704502,0.151439704258321,4.76837158203125e-07,1.926471829414368
yuquan_songzishuo,yuquan,20260725,unordered_retrained,90,2236,2146,0,3.2076802253723145,0.1422129571437835,3.06546688079834,3.1979997158050537,0.0737925395369529,1.6692312955856323,0.0361448199533015,0.2110060171948539,0.0724464383719946,4.76837158203125e-07,3.2076802253723145
yuquan_songzishuo,yuquan,20260725,fir_h3_residual,90,2236,2146,0,3.2797372341156006,0.2303794175386428,3.0493581295013428,3.1811909675598145,0.1948343515396118,1.0026715993881226,0.0643581323205748,0.398028251197603,0.1703894835490096,4.76837158203125e-07,3.2797372341156006
yuquan_sunyuanxin,yuquan,20260725,unordered_retrained,257,2249,1992,0,1.932576298713684,0.2322512865066528,1.7003251314163208,1.9289106130599976,0.0539763495326042,1.4413639307022097,0.0716153196429623,0.3093924176252305,0.0524361665793329,4.76837158203125e-07,1.932576298713684
yuquan_sunyuanxin,yuquan,20260725,fir_h3_residual,257,2249,1992,0,1.940476894378662,0.2146099358797073,1.7258671522140503,1.9573478698730469,0.120416909456253,0.8274378776550293,0.0675151850185809,0.5027103506695436,0.1020065174723195,3.5762786865234375e-07,1.940477013587952
yuquan_wangyiyang,yuquan,20260725,unordered_retrained,384,6276,5892,0,2.586533308029175,0.1835720986127853,2.402961015701294,2.567960739135742,0.0327948071062564,2.2545206546783447,0.0490503698417381,0.1585874672115702,0.0345770377828052,7.152557373046875e-07,2.586533308029175
yuquan_wangyiyang,yuquan,20260725,fir_h3_residual,384,6276,5892,0,2.572531223297119,0.1811077147722244,2.391423463821411,2.555455446243286,0.0859310254454612,1.45883047580719,0.0499909303830285,0.2929423125169705,0.0834524669153744,4.76837158203125e-07,2.57253098487854
yuquan_xuxinyi,yuquan,20260725,unordered_retrained,1333,15694,14361,0,2.0928850173950195,0.1838319450616836,1.9090529680252075,2.0932745933532715,0.1029127910733223,0.9516642689704896,0.0496613933017494,0.4458895297099215,0.0951976118809763,4.76837158203125e-07,2.0928850173950195
yuquan_xuxinyi,yuquan,20260725,fir_h3_residual,1333,15694,14361,0,2.14230751991272,0.2395868450403213,1.90272068977356,2.086602210998535,0.2008504420518875,0.5894821882247925,0.0719784273107297,0.597911701310602,0.1646134590557697,4.76837158203125e-07,2.14230751991272
yuquan_zhangbichen,yuquan,20260725,unordered_retrained,1675,59764,58089,0,3.4456920623779297,0.1037093326449394,3.341982841491699,3.4420082569122314,0.0307472348213195,2.4687869548797607,0.0249214253999629,0.1013456177744847,0.0317556618176637,7.152557373046875e-07,3.4456920623779297
yuquan_zhangbichen,yuquan,20260725,fir_h3_residual,1675,59764,58089,0,3.437097311019897,0.1137875691056251,3.323309898376465,3.42268967628479,0.0642293617129325,1.6980053186416626,0.0262989525570331,0.2201489012410391,0.0631758884492471,7.152557373046875e-07,3.437097311019897
yuquan_zhangjiaqi,yuquan,20260725,unordered_retrained,9656,59528,49872,0,1.5242995023727417,0.3079703152179718,1.2163292169570925,1.4641473293304443,0.0674317255616188,1.3597168922424316,0.0935011240210366,0.3703497748705462,0.0670138554312586,4.76837158203125e-07,1.5242995023727417
yuquan_zhangjiaqi,yuquan,20260725,fir_h3_residual,9656,59528,49872,0,1.4629075527191162,0.259648323059082,1.2032593488693235,1.4468470811843872,0.1402722150087356,0.7661413550376892,0.0841116153807851,0.5505308896660428,0.1203302325779769,3.5762786865234375e-07,1.4629075527191162
yuquan_zhangkexuan,yuquan,20260725,unordered_retrained,1590,32285,30695,0,2.70267915725708,0.1442521214485168,2.558427095413208,2.6959028244018555,0.0445469692349433,1.8972244262695312,0.0381524755575954,0.1967553168945248,0.0446984474579293,4.76837158203125e-07,2.70267915725708
yuquan_zhangkexuan,yuquan,20260725,fir_h3_residual,1590,32285,30695,0,2.674033164978028,0.1449001431465149,2.5291333198547363,2.664762258529663,0.0658955499529838,1.5187758207321167,0.0375739134704725,0.2784915785275915,0.0634568503437707,4.76837158203125e-07,2.674033641815185
yuquan_zhaochenxi,yuquan,20260725,unordered_retrained,763,12451,11688,0,2.8446216583251958,0.1764828115701675,2.6681387424468994,2.846614360809326,0.0453192852437496,2.0987048149108887,0.0500178371311513,0.1345526934802766,0.04531266876479,4.76837158203125e-07,2.8446216583251958
yuquan_zhaochenxi,yuquan,20260725,fir_h3_residual,763,12451,11688,0,2.795433282852173,0.1779674738645553,2.61746597290039,2.7925074100494385,0.0797228440642356,1.611237406730652,0.0487272553741395,0.2253988225056959,0.0760096421200165,7.152557373046875e-07,2.795433282852173
epilepsiae_1073,epilepsiae,20260726,unordered_retrained,27655,124925,97270,0,1.5017030239105225,0.3228211104869842,1.1788818836212158,1.528248310089111,0.104891762137413,0.9930168986320496,0.1099816059996424,0.4108505009694246,0.100204048491009,3.5762786865234375e-07,1.501703143119812
epilepsiae_1073,epilepsiae,20260726,fir_h3_residual,27655,124925,97270,0,1.847866535186768,0.675137460231781,1.1727293729782104,1.5204136371612549,0.0165847707539796,2.7981743812561035,0.1849567644511384,0.1034048989978912,0.0187244897890334,3.5762786865234375e-07,1.847866535186768
epilepsiae_1077,epilepsiae,20260726,unordered_retrained,6476,31652,25176,0,1.395083785057068,0.2842276096343994,1.110856056213379,1.413874268531799,0.1805953979492187,0.5678717494010925,0.0955739480425828,0.6331166630545245,0.1443895439312499,2.384185791015625e-07,1.3950836658477783
epilepsiae_1077,epilepsiae,20260726,fir_h3_residual,6476,31652,25176,0,1.4772101640701294,0.362237811088562,1.1149723529815674,1.4181759357452393,0.0717524588108062,1.268175721168518,0.1061158342713226,0.4579799282298394,0.0613857767602154,3.5762786865234375e-07,1.4772101640701294
epilepsiae_1084,epilepsiae,20260726,unordered_retrained,1464,11861,10397,0,1.936739683151245,0.2976734936237335,1.6390661001205444,1.8762480020523071,0.2682822942733764,0.4622101783752441,0.0958435791656649,0.6471388649215789,0.2106039127739903,4.76837158203125e-07,1.936739563941956
epilepsiae_1084,epilepsiae,20260726,fir_h3_residual,1464,11861,10397,0,1.8687820434570312,0.2479837834835052,1.6207982301712036,1.855124592781067,0.0623268187046051,1.4665457010269165,0.0776992419957767,0.2844660258495702,0.0602052428092427,4.76837158203125e-07,1.8687820434570312
epilepsiae_1096,epilepsiae,20260726,unordered_retrained,28068,165555,137487,0,1.5096888542175293,0.3102696239948272,1.1994192600250244,1.456299901008606,0.2753781080245971,0.4039410948753357,0.1034019995598754,0.7009979890763242,0.20321519311917,4.76837158203125e-07,1.5096888542175293
epilepsiae_1096,epilepsiae,20260726,fir_h3_residual,28068,165555,137487,0,1.4669641256332395,0.2613109052181244,1.205653190612793,1.463842272758484,0.1356780081987381,0.7585168480873108,0.0832288000680821,0.5498910558555852,0.1098552165411563,4.76837158203125e-07,1.4669641256332395
epilepsiae_1125,epilepsiae,20260726,unordered_retrained,7195,49688,42493,0,1.5855162143707275,0.4038347899913788,1.1816813945770264,1.395845651626587,0.4093006253242492,0.2683945596218109,0.143577687588664,0.7981652832004327,0.2691252757807593,4.76837158203125e-07,1.585516333580017
epilepsiae_1125,epilepsiae,20260726,fir_h3_residual,7195,49688,42493,0,1.4199631214141846,0.2620546221733093,1.157908320426941,1.368096113204956,0.1798038482666015,0.589487612247467,0.0844296389173003,0.6446666479193559,0.1445647879956408,4.76837158203125e-07,1.4199631214141846
epilepsiae_1146,epilepsiae,20260726,unordered_retrained,2486,30808,28322,0,2.3080058097839355,0.3387629389762878,1.969242811203003,2.152262687683105,0.3118109405040741,0.5263977646827698,0.1157633809130222,0.6453331666410401,0.2416269671278511,4.76837158203125e-07,2.3080058097839355
epilepsiae_1146,epilepsiae,20260726,fir_h3_residual,2486,30808,28322,0,2.1747608184814453,0.2045496702194214,1.970211148262024,2.1526811122894287,0.1205435991287231,0.9782330989837646,0.0586395940958155,0.47407359889411,0.1106778254644107,4.76837158203125e-07,2.174760580062866
epilepsiae_1150,epilepsiae,20260726,unordered_retrained,1713,11268,9555,0,1.585649847984314,0.2544887661933899,1.3311610221862793,1.573567271232605,0.2014733105897903,0.5007566213607788,0.0839520523791985,0.6371510102518525,0.1534305333367961,4.76837158203125e-07,1.585649847984314
epilepsiae_1150,epilepsiae,20260726,fir_h3_residual,1713,11268,9555,0,1.6102159023284912,0.2432351410388946,1.366980791091919,1.6157294511795044,0.1074762120842933,0.9218104481697084,0.0813268470855611,0.4866638808911889,0.0861284097426213,7.152557373046875e-07,1.6102160215377808
epilepsiae_139,epilepsiae,20260726,unordered_retrained,1837,10308,8471,0,1.522688865661621,0.3092972040176391,1.213391661643982,1.483894109725952,0.3049784302711487,0.2921139299869537,0.1044144754487367,0.7611532634084616,0.218147499374058,4.76837158203125e-07,1.522688865661621
epilepsiae_139,epilepsiae,20260726,fir_h3_residual,1837,10308,8471,0,1.4692997932434082,0.2551814019680023,1.214118480682373,1.485307216644287,0.1755745261907577,0.5681734681129456,0.0830497926163513,0.6215169998854155,0.1318806884884402,4.76837158203125e-07,1.4692997932434082
epilepsiae_253,epilepsiae,20260726,unordered_retrained,10150,62832,52682,0,1.6199915409088137,0.2812333405017853,1.338758111000061,1.6089383363723757,0.2122832387685775,0.5473993420600891,0.0907250306629722,0.6238784364060375,0.1734701298272249,4.76837158203125e-07,1.6199915409088137
epilepsiae_253,epilepsiae,20260726,fir_h3_residual,10150,62832,52682,0,1.6250848770141602,0.2902857065200805,1.33479905128479,1.603953242301941,0.0582466907799243,1.3313000202178955,0.0865718677233775,0.3734504086655,0.0555725200085734,4.76837158203125e-07,1.625084638595581
epilepsiae_384,epilepsiae,20260726,unordered_retrained,4299,29205,24906,0,1.773669719696045,0.2939491271972656,1.4797207117080688,1.7412099838256836,0.2383634895086288,0.5650528073310852,0.0964623092281374,0.5930968549229927,0.1889416795654827,4.76837158203125e-07,1.773669719696045
epilepsiae_384,epilepsiae,20260726,fir_h3_residual,4299,29205,24906,0,1.6761407852172852,0.257554143667221,1.4185866117477417,1.6689249277114868,0.0841752216219902,1.1803104877471924,0.0821400961417885,0.3575832899586215,0.0796355647649271,4.76837158203125e-07,1.6761407852172852
epilepsiae_442,epilepsiae,20260726,unordered_retrained,534,5766,5232,0,2.2716615200042725,0.2713933885097503,2.0002682209014893,2.2124056816101074,0.2274827063083648,0.6239733695983887,0.0900841585930694,0.5764310397626309,0.1767030086326758,4.76837158203125e-07,2.2716615200042725
epilepsiae_442,epilepsiae,20260726,fir_h3_residual,534,5766,5232,0,2.1796815395355225,0.2262733578681945,1.9534082412719729,2.160703659057617,0.05135378241539,1.7698019742965698,0.0672342138315536,0.2608410068665551,0.0492622635645711,4.76837158203125e-07,2.1796817779541016
epilepsiae_548,epilepsiae,20260726,unordered_retrained,1397,12024,10627,0,2.1278862953186035,0.2935785055160522,1.8343079090118408,2.087822914123535,0.2402998656034469,0.6056384444236755,0.0992504600186247,0.5831107029700672,0.1914858201179191,4.76837158203125e-07,2.1278862953186035
epilepsiae_548,epilepsiae,20260726,fir_h3_residual,1397,12024,10627,0,2.0274624824523926,0.2480276674032211,1.7794349193572998,2.0252528190612797,0.0965425223112106,1.2486193180084229,0.077124101058337,0.3846084508236895,0.086178123633793,4.76837158203125e-07,2.0274624824523926
epilepsiae_583,epilepsiae,20260726,unordered_retrained,1566,8685,7119,0,1.4535634517669678,0.2211769521236419,1.232386350631714,1.511634349822998,0.1495632380247116,0.5040021538734436,0.0655784243121676,0.635458701719574,0.1246233674723611,4.76837158203125e-07,1.4535630941390991
epilepsiae_583,epilepsiae,20260726,fir_h3_residual,1566,8685,7119,0,1.5098217725753784,0.2752954065799713,1.23452627658844,1.515072226524353,0.0558832064270973,1.190271496772766,0.0909284556400664,0.3808000125728386,0.0526877648080126,4.76837158203125e-07,1.5098217725753784
epilepsiae_590,epilepsiae,20260726,unordered_retrained,997,10105,9108,0,2.421590566635132,0.2372372150421142,2.1843533515930176,2.4282591342926025,0.1610390841960907,0.885632336139679,0.0703672331923806,0.4376838031479922,0.1401861911027278,7.152557373046875e-07,2.421590805053711
epilepsiae_590,epilepsiae,20260726,fir_h3_residual,997,10105,9108,0,2.257434129714966,0.2185382694005966,2.038896083831787,2.2662739753723145,0.0709047615528106,1.4990864992141724,0.0665881747419293,0.2686315308751887,0.0673814876964879,4.76837158203125e-07,2.257434129714966
epilepsiae_620,epilepsiae,20260726,unordered_retrained,4482,34691,30209,0,1.6325366497039795,0.2676133811473846,1.3649232387542725,1.5790846347808838,0.1958173066377639,0.6237468719482422,0.0835646095937676,0.5944004362546297,0.1694561955913789,4.76837158203125e-07,1.6325366497039795
epilepsiae_620,epilepsiae,20260726,fir_h3_residual,4482,34691,30209,0,1.608259916305542,0.2575733065605163,1.3506865501403809,1.5607885122299194,0.2139757722616195,0.4539746046066284,0.0813469842445204,0.6949568946232013,0.1710040444411267,4.76837158203125e-07,1.608259916305542
