subject,dataset,condition,seed,heldout_event_nll,n_eval_events,top1_next_set_accuracy,stop_brier,stop_accuracy,terminal_stop_probability,nonterminal_stop_probability
epilepsiae_1125,epilepsiae,history_1_gru,20260725,1.4401622051990557,7195,0.4050078836514249,0.2991373733728232,0.2896071486073096,0.6198226183983823,0.5603444006861202
epilepsiae_1125,epilepsiae,history_2_gru,20260725,1.4392699758239385,7195,0.4046784176217259,0.2731291255411835,0.4344107229109644,0.6268366636842541,0.5218694987610051
epilepsiae_1125,epilepsiae,history_3_gru,20260725,1.4320892874444002,7195,0.3817334619819735,0.2347428714224561,0.5302688777974561,0.6389548129086391,0.4680030921468483
epilepsiae_1146,epilepsiae,history_1_gru,20260725,2.1321103830349037,2486,0.2368829884895134,0.3313702357130476,0.16138665281745,0.617181601019033,0.5838650947465803
epilepsiae_1146,epilepsiae,history_2_gru,20260725,2.11733085952837,2486,0.2411199774027257,0.3345195814419607,0.2204946767073487,0.6361931394480494,0.5810685307992971
epilepsiae_1146,epilepsiae,history_3_gru,20260725,2.0978161300849454,2486,0.2385424758138549,0.3071781659403514,0.286841080238899,0.6392789351550966,0.5471095557045271
epilepsiae_1150,epilepsiae,history_1_gru,20260725,1.561702189220021,1713,0.3759288330716902,0.2473826749684356,0.3943024494142705,0.5709699538310996,0.4973116097051229
epilepsiae_1150,epilepsiae,history_2_gru,20260725,1.548802590063978,1713,0.3952904238618524,0.2250282438232512,0.4852680156194533,0.5729820655167014,0.4622134258311906
epilepsiae_1150,epilepsiae,history_3_gru,20260725,1.5277231592778495,1713,0.3950811093668236,0.1979441389623446,0.6082712105076322,0.6047691103515975,0.4182648945411704
epilepsiae_139,epilepsiae,history_1_gru,20260725,1.5659454593725937,1837,0.3997166804391453,0.2470555569953844,0.3564221963523477,0.5689561541070204,0.4955958073797766
epilepsiae_139,epilepsiae,history_2_gru,20260725,1.549054538158859,1837,0.3939322394050289,0.2163049826259858,0.5346332945285215,0.5642405793679948,0.44733664568977
epilepsiae_139,epilepsiae,history_3_gru,20260725,1.5094979078989024,1837,0.3680793294770393,0.1888206154275034,0.7128443927046954,0.5994569176233387,0.4013064791389629
epilepsiae_253,epilepsiae,history_1_gru,20260725,1.681705594896683,10150,0.3079419915720739,0.2474339685883913,0.3939553093964859,0.5656233674130076,0.4978316875425359
epilepsiae_253,epilepsiae,history_2_gru,20260725,1.6619511821352202,10150,0.3090998823127444,0.2091913159976511,0.5467436974789915,0.5529198472154276,0.438048174343305
epilepsiae_253,epilepsiae,history_3_gru,20260725,1.6318422816422185,10150,0.3083406096959113,0.191152472586239,0.6457060096765979,0.5957983833401301,0.4065095902484915
