seed,i,j,angle_deg,aspect_ratio,status,exact_noop,passes,budget_error_max,zero_denominator,edge_ratio_p01,edge_ratio_p50,edge_ratio_p99,effective_source_median_ratio,effective_source_p05_ratio,targets_effective_ratio_below_0p5,topology_unchanged,gaba_unchanged,achieved_angle_deg,achieved_aspect_ratio,weighted_rms_distance_mm,axial_anisotropy
2511,1,10,-42.80538396505847,2.25,OK,False,False,1.4097167877480388e-11,False,0.10069581066097583,0.7473133575012145,4.077769462392784,0.584726199149235,0.469150657218467,3244,True,True,133.04589230503316,2.388523704574214,1.7496758156745416,0.7017171615339022
2511,1,11,-42.80538396505847,2.375,OK,False,False,1.4551915228366852e-11,False,0.0855652727932928,0.721840836325327,4.329968206762088,0.552466244171653,0.4346601569442273,5900,True,True,133.479186214292,2.55193233581022,1.7844399806237368,0.7337720289861995
2511,1,12,-42.80538396505847,2.5,OK,False,False,1.4551915228366852e-11,False,0.07208117794276599,0.694924860361613,4.597769194974886,0.5201276787947205,0.40002041586714093,10990,True,True,133.84320218638402,2.7164065708974476,1.818563771631537,0.7613041764564825
2511,1,13,-42.80538396505847,2.625,OK,False,False,1.4551915228366852e-11,False,0.060333928920775236,0.6673286669046232,4.877388799469635,0.4886464945393698,0.3650995492993775,19318,True,True,134.15348751824726,2.881626990721426,1.8519173163647986,0.7850334739893569
2511,1,14,-42.80538396505847,2.75,OK,False,False,1.4551915228366852e-11,False,0.050277834358880405,0.639614689164081,5.160365686814658,0.45806024370704773,0.33148283096360703,27197,True,True,134.42111422073717,3.0473150761159427,1.88441382428821,0.8055633984039621
2511,1,15,-42.80538396505847,2.875,OK,False,False,1.5006662579253316e-11,False,0.04179287607037375,0.611872804849297,5.448637023549734,0.42915702315745063,0.30038030041386665,30828,True,True,134.65421839262825,3.2132262141090244,1.915998434064197,0.8233967937119595
2511,1,16,-42.80538396505847,3.0,OK,False,False,1.6370904631912708e-11,False,0.034675604819892805,0.5845579421846956,5.737780831151466,0.4021564876690481,0.2712417730694685,31759,True,True,134.85893715439263,3.379144432852175,1.9466397738728294,0.8389514722770636
2511,2,0,-40.30538396505847,1.0,OK,False,False,1.7280399333685637e-11,False,0.05460931379698812,0.6508924927390445,5.058157360006372,0.467366028229525,0.34452329417702166,25366,True,True,67.76208995569496,1.2233847367185386,1.4711025928627195,0.19893304740197007
2511,2,1,-40.30538396505847,1.125,OK,False,False,1.6825651982799172e-11,False,0.08648008515503106,0.7212208110711931,4.339217157872224,0.5503167587763151,0.435925990564066,5891,True,True,89.69631149742501,1.1352490629817689,1.4784467204599103,0.12617600571231852
2511,2,2,-40.30538396505847,1.25,OK,False,False,1.8189894035458565e-11,False,0.12193095420500423,0.7747105399148171,3.8038395081564795,0.6209619980240599,0.5138004341662509,1108,True,True,114.54154870436018,1.181817090306227,1.4946702069891857,0.16551634309427046
2511,2,3,-40.30538396505847,1.375,OK,False,False,1.5916157281026244e-11,False,0.15568465106463514,0.812623178233365,3.428749819853411,0.6751459712641983,0.5733467803158041,238,True,True,124.66687559317565,1.2968647541052787,1.5175864521273748,0.2542484136077818
2511,2,4,-40.30538396505847,1.5,OK,False,False,1.5006662579253316e-11,False,0.18213260953328234,0.8366118997959049,3.190465251533456,0.7112568642239381,0.6142090332140221,79,True,True,129.04663635814356,1.4314858497161758,1.5454038230979756,0.34407987142261987
2511,2,5,-40.30538396505847,1.625,OK,False,False,1.5916157281026244e-11,False,0.19710015600997793,0.8488475646164101,3.0693505723871306,0.7299269473703354,0.6362225690271525,25,True,True,131.43459999095577,1.5748890209698794,1.5766839764103884,0.42533283897709634
2511,2,6,-40.30538396505847,1.75,OK,False,False,1.77351466845721e-11,False,0.19967654387580747,0.8510852766772339,3.045868438969902,0.7330074296159494,0.6401535927852777,10,True,True,132.94677845782746,1.7238780929795983,1.6102916707922756,0.49644435322505803
2511,2,7,-40.30538396505847,1.875,OK,False,False,1.7280399333685637e-11,False,0.19166971267386965,0.8452689789923806,3.105706222039224,0.7234975771669,0.6281221083831989,7,True,True,134.0000734540383,1.877007095691547,1.6453448179238628,0.5578308242330824
2511,2,8,-40.30538396505847,2.0,OK,False,False,1.6370904631912708e-11,False,0.17637446578690635,0.8329985708722909,3.22795653603318,0.7044356850451639,0.6058701895230507,19,True,True,134.78210116636512,2.0333986954164023,1.6811681928981488,0.6104940881057515
2511,2,9,-40.30538396505847,2.125,OK,False,False,1.5916157281026244e-11,False,0.15742386884491874,0.8156595768608841,3.3998198796681245,0.6786052117897081,0.5754994250937633,88,True,True,135.3893346130025,2.1924181853854483,1.7172524736287953,0.6555701411801228
2511,2,10,-40.30538396505847,2.25,OK,False,False,1.546140993013978e-11,False,0.13743581553975667,0.7945032271428625,3.6077214807386975,0.6482497664886739,0.5412158432030646,336,True,True,135.8765045494311,2.353560219955593,1.7532192723043576,0.694154327729204
2511,2,11,-40.30538396505847,2.375,OK,False,False,1.546140993013978e-11,False,0.11813987173628053,0.7705375294633752,3.841416148953464,0.6154793727900371,0.505473188286074,1371,True,True,136.27708621575962,2.51640173654544,1.7887921203918375,0.7272334625180854
2511,2,12,-40.30538396505847,2.5,OK,False,False,1.7280399333685637e-11,False,0.10044019543672553,0.7448389659153578,4.093063057552139,0.5818157829794395,0.4683799363694242,3338,True,True,136.61280470823277,2.6805789990662943,1.823772929367449,0.755665618618056
