candidate,stage,topology,noise,comparison,description,layer,mode,n,SCL_any,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,rank_correlation,rank_shared_contacts,lag_joint_n,SCL_minus_ICL_lag_median_ms,SCL_minus_ICL_lag_q05_ms,SCL_minus_ICL_lag_q95_ms,mean_contacts_per_event,pair_order_probability_mae,pair_order_supported_pairs,local_width_ms_n,local_width_ms_mean,local_width_ms_median,local_width_ms_variance,local_width_ms_q05,local_width_ms_q95,recruitment_span_ms_n,recruitment_span_ms_mean,recruitment_span_ms_median,recruitment_span_ms_variance,recruitment_span_ms_q05,recruitment_span_ms_q95,B_minus_A_t10_ms_n,B_minus_A_t10_ms_mean,B_minus_A_t10_ms_median,B_minus_A_t10_ms_variance,B_minus_A_t10_ms_q05,B_minus_A_t10_ms_q95,B_minus_A_t50_ms_n,B_minus_A_t50_ms_mean,B_minus_A_t50_ms_median,B_minus_A_t50_ms_variance,B_minus_A_t50_ms_q05,B_minus_A_t50_ms_q95,first_10pct_mass_core_share_n,first_10pct_mass_core_share_mean,first_10pct_mass_core_share_median,first_10pct_mass_core_share_variance,first_10pct_mass_core_share_q05,first_10pct_mass_core_share_q95,peak_active_components_n,peak_active_components_mean,peak_active_components_median,peak_active_components_variance,peak_active_components_q05,peak_active_components_q95,peak_largest_component_fraction_n,peak_largest_component_fraction_mean,peak_largest_component_fraction_median,peak_largest_component_fraction_variance,peak_largest_component_fraction_q05,peak_largest_component_fraction_q95,union_active_area_mm2_n,union_active_area_mm2_mean,union_active_area_mm2_median,union_active_area_mm2_variance,union_active_area_mm2_q05,union_active_area_mm2_q95,peak_active_area_mm2_n,peak_active_area_mm2_mean,peak_active_area_mm2_median,peak_active_area_mm2_variance,peak_active_area_mm2_q05,peak_active_area_mm2_q95,native_spatial_rms_mm_n,native_spatial_rms_mm_mean,native_spatial_rms_mm_median,native_spatial_rms_mm_variance,native_spatial_rms_mm_q05,native_spatial_rms_mm_q95,no_SCL
curve_circle_out1_EI0.75,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,primary,ALL,166,1.0,0.5662650602409638,1.0,1.0,0.1946851442187567,-0.682142857142857,15,166,1.8728513156765985,-21.998879143735397,35.76966943254274,14.132530120481928,0.3556172318789063,105,166,16.53614457831325,16.0,0.7471705001825483,16.0,18.0,166,56.036144578313255,52.0,261.8895947426068,28.0,76.0,166,-2.6460667127602835,-3.2257610252745508,2547.256387447711,-60.18983733856726,61.159227449701575,166,-2.749041988087912,-3.207805181547883,2514.093637118097,-59.803984078837175,60.595726489266326,166,0.3079325220379406,0.2913036047745732,0.0020378561783057,0.270887244040161,0.4176288776933413,166,2.048192771084337,2.0,0.2764512595837897,1.0,3.0,166,0.9027736614428497,0.9406272756721936,0.0185999674087625,0.5351192805877281,1.0,166,363.710843373494,361.0,98.497699890471,348.25,376.0,166,110.1987951807229,101.5,302.8390288426433,91.25,140.0,166,7.644918529202873,7.628180866252267,0.0159131175761375,7.462335218880984,7.803859742653269,0.0
curve_circle_out1_EI0.75,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,primary,TA,57,1.0,0.3157894736842105,1.0,1.0,0.2132688348291923,0.7582417582417583,14,57,-20.06911709849328,-23.85143372959465,-14.681562052234224,13.63157894736842,0.2350006416921568,91,57,16.105263157894736,16.0,0.1672932330827067,16.0,17.0,57,46.280701754385966,48.0,39.63408521303258,32.0,52.0,57,58.1126928225829,60.18786764705874,37.767696269727686,44.99361064548138,61.44417735515308,57,57.66230889041339,59.55890083632039,34.84253920885028,45.311729158666274,60.72368102589062,57,0.2886038704942694,0.2891952548893876,8.366309566758438e-05,0.2751950670274066,0.2990771658267064,57,1.9824561403508767,2.0,0.0175438596491228,2.0,2.0,57,0.9506855180312824,0.9476082004555808,0.0004778875702824,0.9216977742625032,0.9980322259386007,57,358.4561403508772,359.0,8.645363408521305,354.0,362.0,57,102.73684210526316,101.0,88.73308270676692,92.8,124.99999999999996,57,7.526540077733572,7.538018173324342,0.0022669799226676,7.44479153441405,7.583850758134501,0.0
curve_circle_out1_EI0.75,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,primary,TB,109,1.0,0.6972477064220184,1.0,1.0,0.2067459782807483,0.557142857142857,15,109,34.732627769224564,-12.25798819671345,35.82217284700746,14.394495412844035,0.3270571703926907,105,109,16.761467889908257,16.0,0.9055385660890244,16.0,18.0,109,61.13761467889909,72.0,303.06422018348627,26.8,76.0,109,-34.418996011059015,-53.59995920032816,904.833397749518,-60.27667270103848,17.421105299354966,109,-34.34029886950603,-54.091886337868345,889.5200392486856,-59.98142247140422,17.154453298166914,109,0.3180401655057319,0.2927891595418616,0.0027697240221232,0.2684154330541214,0.4275242371066749,109,2.0825688073394497,2.0,0.4097859327217125,1.0,3.0,109,0.8777188373553209,0.93639661426844,0.0263237284955001,0.5264614330430295,1.0,109,366.4587155963303,371.0,123.80615018688412,347.4,377.6,109,114.10091743119266,111.0,371.9063880394155,91.0,142.2,109,7.706822857035442,7.732144220031193,0.0118726160990194,7.563819213497747,7.809452151602684,0.0
curve_circle_out1_EI0.75,response,2712,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,primary,ALL,171,1.0,0.4122807017543859,0.9218500797448166,1.0,0.2378838514259008,-0.4928571428571427,15,171,2.605397281837213,-22.514552162374457,35.38431594014173,12.964912280701755,0.4360632797512883,105,171,16.760233918128655,16.0,0.9362917096663228,16.0,18.0,171,60.760233918128655,66.0,339.0186446508428,26.0,75.0,171,-1.953304064066608,-5.074662769780844,2658.077397059722,-59.12787774072058,59.79996918917368,171,-1.7159407280694334,-4.9370162877530674,2598.7022675137105,-58.069246267117705,59.16931528661735,171,0.3432760463937118,0.3348322626695217,0.0007827594446194,0.320710078430368,0.4099179275731986,171,1.2280701754385963,1.0,0.2947368421052631,1.0,3.0,171,0.9648933620211158,1.0,0.0143386518057323,0.5216465448736354,1.0,171,347.9239766081872,353.0,448.3883040935672,323.5,396.0,171,99.05847953216374,88.0,368.5965600275197,83.0,140.5,171,7.686018217465425,7.636630218743915,0.0333123348391374,7.430840586505295,8.091019246587095,0.0
curve_circle_out1_EI0.75,response,2712,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,primary,TA,68,1.0,0.0367647058823529,0.8168449197860962,1.0,0.3544164190552787,0.6573426573426573,12,68,-20.841320211821767,-22.905522266975822,-12.509345121432398,11.058823529411764,0.2388975600594542,66,68,16.058823529411764,16.0,0.1158911325724319,16.0,16.0,68,48.76470588235294,48.0,455.8841088674277,26.0,100.7999999999999,68,55.44280878996916,58.84054733025141,75.55229128156893,31.523340175905105,59.96876971213287,68,55.06325115709477,58.36726865964283,70.6622055096723,31.735613436887437,59.42012016176413,68,0.3377960710859194,0.337299955350124,0.000124529109893,0.3221090872508979,0.356948685961831,68,1.0588235294117647,1.0,0.0860403863037752,1.0,1.0,68,0.9996847728046712,1.0,4.33493157225455e-06,1.0,1.0,68,350.02941176470586,359.0,245.07374890254607,323.0,360.0,68,90.72058823529412,86.0,117.87598770851623,83.0,117.0,68,7.68734785872701,7.77245878795112,0.0285123202734623,7.382083004347715,7.825219701206926,0.0
curve_circle_out1_EI0.75,response,2712,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,primary,TB,103,1.0,0.6601941747572816,0.9911738746690204,1.0,0.2052139572599948,0.5107142857142856,15,103,34.27693486047792,-8.134085390202472,35.59039954318104,14.223300970873789,0.3699552054898256,105,103,17.223300970873787,18.0,0.939843898724538,16.0,18.0,103,68.67961165048544,72.0,106.31791357319628,60.2,74.0,103,-39.84588342401255,-57.561021170608,734.3678216317622,-59.37522082781434,14.54421392389886,103,-39.20123245808075,-56.48051782189759,716.5809401424401,-58.33485961016631,14.874555086842152,103,0.3468938941697302,0.3341243110838947,0.0011895633108275,0.3199278250651846,0.42427563001451,103,1.3398058252427183,1.0,0.4030078050637732,1.0,3.0,103,0.941924275290225,1.0,0.0225551927571097,0.5168309976649462,1.0,103,346.5339805825243,336.0,581.4277555682468,325.1,396.0,103,104.5631067961165,93.0,459.954311821816,85.0,143.0,103,7.685140396050008,7.626871916453298,0.0367899203456489,7.460110425243906,8.105333227874203,0.0
curve_circle_out1_EI1,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1,primary,ALL,107,0.9906542056074766,0.9813084112149532,0.961767204757859,0.9906542056074766,0.1554646030597982,-0.9392857142857142,15,106,39.229583830987394,32.90302524790627,108.764113060643,13.925233644859814,0.5368256898067952,105,107,16.14018691588785,16.0,0.2537471345441722,16.0,18.0,107,110.59813084112147,102.0,1000.1671662846056,80.0,172.39999999999986,107,-21.61218338923576,-45.19696969697179,4199.792107085148,-103.92361817550118,76.33954885543827,107,-22.96920847970137,-64.64415259537054,4012.9042001843513,-92.9419032231186,70.95340122675843,107,0.0916189338031292,0.0855128205128205,0.0013802582012632,0.0444276113558258,0.1471906306796059,107,1.4485981308411215,1.0,0.3817668841474166,1.0,2.0,107,0.9239371049233952,1.0,0.017387881693678,0.6148005997001499,1.0,107,318.3457943925234,287.0,2484.2849585611,259.5,394.0,107,78.33644859813084,78.0,83.77252689120084,63.2,92.09999999999997,107,7.474639004388121,7.194638394483562,0.4114919718652101,6.858905360744564,8.406534196125337,0.009345794392523366
curve_circle_out1_EI1,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1,primary,TA,12,1.0,1.0,0.9166666666666669,1.0,0.2172574587500527,0.0892857142857142,15,12,89.84069402810746,87.50386059259108,109.88573681610788,13.083333333333334,0.3950119670947186,104,12,16.0,16.0,0.0,16.0,16.0,12,125.0,120.0,136.36363636363637,116.0,144.9,12,75.91600158617909,68.08125713759364,271.0087642450977,62.91571741657617,107.32929487887633,12,41.47744280588184,66.37542716173266,4070.032760442432,-94.39442982456116,77.95917693801456,12,0.0681432547093846,0.0726781335823777,0.0006971448802443,0.0291545978301188,0.1033612244269874,12,1.5833333333333333,2.0,0.2651515151515151,1.0,2.0,12,0.9308320891690296,0.9806843984276938,0.0063668821264385,0.8244263458022973,1.0,12,369.4166666666667,376.5,578.9924242424244,330.55,392.45,12,78.5,78.0,154.63636363636363,59.1,96.6,12,8.116148998569118,8.109208979787528,0.0693953487535713,7.741020450369432,8.438237528322965,0.0
curve_circle_out1_EI1,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1,primary,TB,95,0.9894736842105264,0.9789473684210528,0.967464114832536,0.9894736842105264,0.1836227206927234,0.5428571428571428,15,94,37.10676090066249,32.61049850245295,106.91036522277244,14.031578947368422,0.3361551482208705,105,95,16.157894736842106,16.0,0.2833146696528554,16.0,18.0,95,108.77894736842106,94.0,1082.0676371780514,79.4,179.59999999999997,95,-33.93153307034079,-64.05411255411309,3336.575519100397,-106.58760730593568,75.59331485659095,95,-31.10983811577504,-66.01344923733268,3451.7170072207896,-87.748380692723,70.63241577300796,95,0.0945842827412864,0.0872348207754206,0.0013956396019509,0.0454201208931366,0.1509112001101074,95,1.431578947368421,1.0,0.3968645016797312,1.0,2.299999999999997,95,0.9230661595449992,1.0,0.0188557149424481,0.6018419933868682,1.0,95,311.89473684210526,284.0,2358.648376259798,257.7,394.6,95,78.3157894736842,78.0,76.3673012318029,66.0,90.0,95,7.393606163017889,7.044675636751777,0.3967295614751396,6.836856172218918,8.355200896478308,0.010526315789473606
bridge_circle_degree150,response,2712,847401,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1，向外边数×1.5,primary,ALL,167,1.0,0.934131736526946,0.9760479041916168,1.0,0.1694920326267041,0.3535714285714285,15,167,-16.381373480546245,-22.789232658294168,35.9465127269541,14.604790419161676,0.1831241169204791,105,167,16.676646706586826,16.0,0.8948127840704135,16.0,18.0,167,55.24550898203593,50.0,224.75261525142488,28.6,74.0,167,9.645399960690934,41.20581831831805,2854.056466096972,-58.4208652824836,60.37552288845763,167,8.956409270474431,41.21856359751109,2675.7634493380738,-56.96295855910866,58.27905270505216,167,0.2099443566589138,0.2259045491218271,0.001923453507112,0.1286785495091529,0.258945801799323,167,1.083832335329341,1.0,0.1013635379842724,1.0,2.0,167,0.9930870569441184,1.0,0.00163694480112,0.9573825409297266,1.0,167,363.1317365269461,371.0,194.4403722675132,341.0,375.0,167,103.82035928143712,98.0,402.6663299906212,86.0,147.79999999999995,167,7.7304598139217084,7.78786050514683,0.0170101420701025,7.514614088851944,7.891813653741226,0.0
