figure,source,candidate,topology,noise,mode,metric,x,value,support_n
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__y_minus10,2511,847102,TA,mode_fraction,3.0,0.34415584415584416,53
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__y_plus10,2511,847102,TA,mode_fraction,4.0,0.40764331210191085,64
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__radius205,2511,847102,TA,mode_fraction,5.0,0.2357142857142857,33
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__radius235,2511,847102,TA,mode_fraction,6.0,0.11029411764705882,15
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25,2511,847101,TA,n,0.0,71.0,71
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__x_minus075,2511,847101,TA,n,1.0,68.0,68
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__x_plus075,2511,847101,TA,n,2.0,65.0,65
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__y_minus10,2511,847101,TA,n,3.0,59.0,59
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__y_plus10,2511,847101,TA,n,4.0,69.0,69
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__radius205,2511,847101,TA,n,5.0,29.0,29
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__radius235,2511,847101,TA,n,6.0,15.0,15
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25,2511,847102,TA,n,0.0,53.0,53
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__x_minus075,2511,847102,TA,n,1.0,76.0,76
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__x_plus075,2511,847102,TA,n,2.0,49.0,49
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__y_minus10,2511,847102,TA,n,3.0,53.0,53
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__y_plus10,2511,847102,TA,n,4.0,64.0,64
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__radius205,2511,847102,TA,n,5.0,33.0,33
circle_geometry_support,followup,up3__circle__EE_core_to_out_scale_1.25__radius235,2511,847102,TA,n,6.0,15.0,15
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847101,TB,participation_mae,1.0,0.1862910872943145,95
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847101,TB,participation_mae,1.125,0.2042455479139487,94
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TB,participation_mae,1.25,0.2217010407493807,98
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847102,TB,participation_mae,1.0,0.2072674412226135,92
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847102,TB,participation_mae,1.125,0.216614602504358,109
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TB,participation_mae,1.25,0.2244338580142177,116
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847101,TB,participation_mae,1.0,0.211967427677984,107
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TB,participation_mae,1.125,0.2290065716573961,115
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TB,participation_mae,1.25,0.2319051223820338,118
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847102,TB,participation_mae,1.0,0.2183358008481105,113
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TB,participation_mae,1.125,0.2298053848492254,127
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TB,participation_mae,1.25,0.2319051223820338,130
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TB,participation_mae,1.0,0.2284863189632303,117
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TB,participation_mae,1.125,0.2313495668264782,120
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TB,participation_mae,1.25,0.2319051223820338,119
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TB,participation_mae,1.0,0.2292596197365311,126
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TB,participation_mae,1.125,0.2314000718769833,132
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TB,participation_mae,1.25,0.2319051223820338,130
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847101,TB,rank_correlation,1.0,0.5357142857142856,95
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847101,TB,rank_correlation,1.125,0.5357142857142856,94
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TB,rank_correlation,1.25,0.5071428571428571,98
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847102,TB,rank_correlation,1.0,0.5071428571428571,92
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847102,TB,rank_correlation,1.125,0.5071428571428571,109
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TB,rank_correlation,1.25,0.5071428571428571,116
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847101,TB,rank_correlation,1.0,0.5107142857142856,107
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TB,rank_correlation,1.125,0.5071428571428571,115
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TB,rank_correlation,1.25,0.5107142857142856,118
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847102,TB,rank_correlation,1.0,0.5071428571428571,113
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TB,rank_correlation,1.125,0.5071428571428571,127
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TB,rank_correlation,1.25,0.5071428571428571,130
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TB,rank_correlation,1.0,0.5071428571428571,117
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TB,rank_correlation,1.125,0.5107142857142856,120
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TB,rank_correlation,1.25,0.5107142857142856,119
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TB,rank_correlation,1.0,0.5071428571428571,126
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TB,rank_correlation,1.125,0.5071428571428571,132
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TB,rank_correlation,1.25,0.5107142857142856,130
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847101,TB,no_SCL,1.0,0.0,95
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847101,TB,no_SCL,1.125,0.0,94
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TB,no_SCL,1.25,0.0,98
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847102,TB,no_SCL,1.0,0.0,92
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847102,TB,no_SCL,1.125,0.0,109
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TB,no_SCL,1.25,0.0,116
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847101,TB,no_SCL,1.0,0.0,107
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TB,no_SCL,1.125,0.0,115
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TB,no_SCL,1.25,0.0,118
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847102,TB,no_SCL,1.0,0.0,113
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TB,no_SCL,1.125,0.0,127
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TB,no_SCL,1.25,0.0,130
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TB,no_SCL,1.0,0.0,117
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TB,no_SCL,1.125,0.0,120
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TB,no_SCL,1.25,0.0,119
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TB,no_SCL,1.0,0.0,126
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TB,no_SCL,1.125,0.0,132
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TB,no_SCL,1.25,0.0,130
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847101,TA,participation_mae,1.0,0.2172813014305608,16
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847101,TA,participation_mae,1.125,0.2258373503948893,39
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TA,participation_mae,1.25,0.1601360027489917,35
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847102,TA,participation_mae,1.0,0.170102544625902,20
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847102,TA,participation_mae,1.125,0.2344454090029479,28
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TA,participation_mae,1.25,0.1554410799986189,33
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847101,TA,participation_mae,1.0,0.227546752104291,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TA,participation_mae,1.125,0.1432700666426454,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TA,participation_mae,1.25,0.1625117103430814,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847102,TA,participation_mae,1.0,0.253367714767359,38
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TA,participation_mae,1.125,0.156527883276364,32
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TA,participation_mae,1.25,0.1625117103430814,30
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TA,participation_mae,1.0,0.1415606649332437,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TA,participation_mae,1.125,0.1620451252619881,36
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TA,participation_mae,1.25,0.1625117103430814,37
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TA,participation_mae,1.0,0.1471851479770816,31
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TA,participation_mae,1.125,0.1576843128366596,31
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TA,participation_mae,1.25,0.1625117103430814,30
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847101,TA,rank_correlation,1.0,0.1857142857142857,16
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847101,TA,rank_correlation,1.125,0.7142857142857142,39
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TA,rank_correlation,1.25,0.8535714285714284,35
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847102,TA,rank_correlation,1.0,0.1928571428571428,20
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847102,TA,rank_correlation,1.125,0.5892857142857142,28
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TA,rank_correlation,1.25,0.8392857142857142,33
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847101,TA,rank_correlation,1.0,0.7964285714285713,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TA,rank_correlation,1.125,0.8642857142857141,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TA,rank_correlation,1.25,0.8535714285714284,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847102,TA,rank_correlation,1.0,0.5678571428571427,38
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TA,rank_correlation,1.125,0.8678571428571429,32
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TA,rank_correlation,1.25,0.8607142857142854,30
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TA,rank_correlation,1.0,0.8035714285714284,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TA,rank_correlation,1.125,0.8642857142857141,36
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TA,rank_correlation,1.25,0.8607142857142854,37
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TA,rank_correlation,1.0,0.8035714285714284,31
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TA,rank_correlation,1.125,0.8607142857142854,31
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TA,rank_correlation,1.25,0.8607142857142854,30
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847101,TA,no_SCL,1.0,0.0,16
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847101,TA,no_SCL,1.125,0.0,39
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TA,no_SCL,1.25,0.0,35
ellipse4_EE_EI_original,followup,up3__ellipse4,2511,847102,TA,no_SCL,1.0,0.0,20
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI1,2511,847102,TA,no_SCL,1.125,0.0,28
ellipse4_EE_EI_original,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TA,no_SCL,1.25,0.0,33
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847101,TA,no_SCL,1.0,0.0,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TA,no_SCL,1.125,0.0,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TA,no_SCL,1.25,0.0,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1_EI0.875,2511,847102,TA,no_SCL,1.0,0.0,38
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TA,no_SCL,1.125,0.0,32
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TA,no_SCL,1.25,0.0,30
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TA,no_SCL,1.0,0.0,39
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TA,no_SCL,1.125,0.0,36
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TA,no_SCL,1.25,0.0,37
ellipse4_EE_EI_original,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TA,no_SCL,1.0,0.0,31
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TA,no_SCL,1.125,0.0,31
ellipse4_EE_EI_original,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TA,no_SCL,1.25,0.0,30
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.0,36.42293787683593,95
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.125,35.818102060129604,94
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.25,35.62020399954508,98
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.0,36.12573274202441,92
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.125,35.80348437881912,109
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.25,35.5831785600094,116
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.0,35.87645067786798,107
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.125,35.191971753316466,115
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.25,34.58382628893287,118
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.0,35.696066005461034,113
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.125,35.12142919162579,127
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.25,34.40543836451434,130
ellipse4_EE_EI_time,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.0,35.20983894557139,117
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.125,34.51869834343779,120
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TB,SCL_minus_ICL_lag_median_ms,1.25,34.366928063296655,119
ellipse4_EE_EI_time,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.0,35.10473747914966,126
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.125,34.35354443605502,132
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TB,SCL_minus_ICL_lag_median_ms,1.25,34.17927696671177,130
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847101,TB,recruitment_span_ms_median,1.0,88.0,95
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847101,TB,recruitment_span_ms_median,1.125,84.0,94
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TB,recruitment_span_ms_median,1.25,82.0,98
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847102,TB,recruitment_span_ms_median,1.0,86.0,92
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847102,TB,recruitment_span_ms_median,1.125,84.0,109
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TB,recruitment_span_ms_median,1.25,82.0,116
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847101,TB,recruitment_span_ms_median,1.0,76.0,107
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TB,recruitment_span_ms_median,1.125,76.0,115
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TB,recruitment_span_ms_median,1.25,74.0,118
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847102,TB,recruitment_span_ms_median,1.0,76.0,113
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TB,recruitment_span_ms_median,1.125,76.0,127
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TB,recruitment_span_ms_median,1.25,74.0,130
ellipse4_EE_EI_time,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TB,recruitment_span_ms_median,1.0,74.0,117
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TB,recruitment_span_ms_median,1.125,72.0,120
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TB,recruitment_span_ms_median,1.25,72.0,119
ellipse4_EE_EI_time,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TB,recruitment_span_ms_median,1.0,74.0,126
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TB,recruitment_span_ms_median,1.125,72.0,132
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TB,recruitment_span_ms_median,1.25,72.0,130
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847101,TB,local_width_ms_median,1.0,16.0,95
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847101,TB,local_width_ms_median,1.125,16.0,94
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TB,local_width_ms_median,1.25,16.0,98
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847102,TB,local_width_ms_median,1.0,16.0,92
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847102,TB,local_width_ms_median,1.125,16.0,109
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TB,local_width_ms_median,1.25,16.0,116
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847101,TB,local_width_ms_median,1.0,16.0,107
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TB,local_width_ms_median,1.125,16.0,115
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TB,local_width_ms_median,1.25,18.0,118
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847102,TB,local_width_ms_median,1.0,16.0,113
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TB,local_width_ms_median,1.125,16.0,127
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TB,local_width_ms_median,1.25,18.0,130
ellipse4_EE_EI_time,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TB,local_width_ms_median,1.0,16.0,117
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TB,local_width_ms_median,1.125,18.0,120
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TB,local_width_ms_median,1.25,18.0,119
ellipse4_EE_EI_time,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TB,local_width_ms_median,1.0,16.0,126
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TB,local_width_ms_median,1.125,18.0,132
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TB,local_width_ms_median,1.25,18.0,130
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.0,66.64623257743187,16
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.125,-18.415048417467915,39
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.25,-20.091292039294785,35
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.0,93.27148928380302,20
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.125,-15.414213094149318,28
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.25,-21.6777247259306,33
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.0,-17.568420630152104,39
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.125,-20.25034890519601,39
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.25,-18.91282879688515,39
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.0,-18.166828480146023,38
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.125,-19.575666366936275,32
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.25,-18.63986792106516,30
ellipse4_EE_EI_time,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.0,-21.80201314893929,39
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.75,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.125,-18.87747938092798,36
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.75,2511,847101,TA,SCL_minus_ICL_lag_median_ms,1.25,-18.50635238201085,37
ellipse4_EE_EI_time,followup,up3__ellipse4__EI_same_core_scale_0.75,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.0,-21.37426771057289,31
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.75,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.125,-18.98579125830201,31
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.75,2511,847102,TA,SCL_minus_ICL_lag_median_ms,1.25,-18.73663776330204,30
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847101,TA,recruitment_span_ms_median,1.0,112.0,16
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847101,TA,recruitment_span_ms_median,1.125,48.0,39
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847101,TA,recruitment_span_ms_median,1.25,48.0,35
ellipse4_EE_EI_time,followup,up3__ellipse4,2511,847102,TA,recruitment_span_ms_median,1.0,115.0,20
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI1,2511,847102,TA,recruitment_span_ms_median,1.125,50.0,28
ellipse4_EE_EI_time,followup,up3__ellipse4__EE_core_to_out_scale_1.25,2511,847102,TA,recruitment_span_ms_median,1.25,50.0,33
ellipse4_EE_EI_time,followup,follow_ellipse4_out1_EI0.875,2511,847101,TA,recruitment_span_ms_median,1.0,48.0,39
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.125_EI0.875,2511,847101,TA,recruitment_span_ms_median,1.125,50.0,39
ellipse4_EE_EI_time,followup,follow_ellipse4_out1.25_EI0.875,2511,847101,TA,recruitment_span_ms_median,1.25,50.0,39
