candidate,stage,topology,noise,comparison,description,layer,mode,n,SCL_any,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,rank_correlation,rank_shared_contacts,lag_joint_n,SCL_minus_ICL_lag_median_ms,SCL_minus_ICL_lag_q05_ms,SCL_minus_ICL_lag_q95_ms,mean_contacts_per_event,pair_order_probability_mae,pair_order_supported_pairs,local_width_ms_n,local_width_ms_mean,local_width_ms_median,local_width_ms_variance,local_width_ms_q05,local_width_ms_q95,recruitment_span_ms_n,recruitment_span_ms_mean,recruitment_span_ms_median,recruitment_span_ms_variance,recruitment_span_ms_q05,recruitment_span_ms_q95,B_minus_A_t10_ms_n,B_minus_A_t10_ms_mean,B_minus_A_t10_ms_median,B_minus_A_t10_ms_variance,B_minus_A_t10_ms_q05,B_minus_A_t10_ms_q95,B_minus_A_t50_ms_n,B_minus_A_t50_ms_mean,B_minus_A_t50_ms_median,B_minus_A_t50_ms_variance,B_minus_A_t50_ms_q05,B_minus_A_t50_ms_q95,first_10pct_mass_core_share_n,first_10pct_mass_core_share_mean,first_10pct_mass_core_share_median,first_10pct_mass_core_share_variance,first_10pct_mass_core_share_q05,first_10pct_mass_core_share_q95,peak_active_components_n,peak_active_components_mean,peak_active_components_median,peak_active_components_variance,peak_active_components_q05,peak_active_components_q95,peak_largest_component_fraction_n,peak_largest_component_fraction_mean,peak_largest_component_fraction_median,peak_largest_component_fraction_variance,peak_largest_component_fraction_q05,peak_largest_component_fraction_q95,union_active_area_mm2_n,union_active_area_mm2_mean,union_active_area_mm2_median,union_active_area_mm2_variance,union_active_area_mm2_q05,union_active_area_mm2_q95,peak_active_area_mm2_n,peak_active_area_mm2_mean,peak_active_area_mm2_median,peak_active_area_mm2_variance,peak_active_area_mm2_q05,peak_active_area_mm2_q95,native_spatial_rms_mm_n,native_spatial_rms_mm_mean,native_spatial_rms_mm_median,native_spatial_rms_mm_variance,native_spatial_rms_mm_q05,native_spatial_rms_mm_q95,no_SCL
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,response,2511,847101,up3__ellipse4__EI_same_core_scale_0.75,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,primary,ALL,165,1.0,0.993939393939394,0.9988980716253444,1.0,0.1840793366134793,-0.9214285714285712,15,165,33.37775198041345,-36.84874391648045,35.86491507759056,14.975757575757576,0.3215210897970871,105,165,16.618181818181817,16.0,0.8594235033259423,16.0,18.0,165,65.32121212121213,68.0,123.43887657058389,42.0,76.0,165,-12.451463091060486,-51.29850469025405,3234.9436218733126,-63.5317932656064,64.93555645827873,165,-12.979635216144692,-52.553734990135126,3187.8006954704347,-63.46823093359999,63.96249131779477,165,0.2745564935129266,0.2743611953226505,0.0006669861319996,0.2377296976333953,0.3109286323869177,165,2.0242424242424244,2.0,0.3042867701404286,1.0,3.0,165,0.9373387922260218,0.950702548225768,0.0085562361681164,0.8927493979899174,1.0,165,375.6424242424242,375.0,135.7189209164819,347.6,392.4,165,107.78787878787878,101.0,257.48521803399854,90.2,139.59999999999997,165,7.751002424941509,7.75297754238134,0.0145751070930161,7.575504389624465,8.000046139252813,0.0
up3__circle__EE_core_to_out_scale_1.25__x_minus075,confirmation,2611,847301,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜x_minus075,primary,ALL,160,1.0,0.721875,0.9971590909090908,1.0,0.1857205783173158,-0.7357142857142855,15,160,7.0655548319000445,-21.56421642600453,36.73816227226653,14.39375,0.3248127859819111,105,160,16.325,16.0,0.5352201257861635,16.0,18.0,160,63.775,60.0,432.4018867924528,31.9,94.0,160,-2.576506980190821,-10.466715474067769,3226.077455350658,-69.13690229885124,68.41965306950532,160,-1.5684249903508405,-6.7710833583350905,3009.0730945334885,-66.00734685019616,66.1975898100497,160,0.1403074276125185,0.1297408132081531,0.0023330956669455,0.0788561080770336,0.2214256938216462,160,1.60625,2.0,0.3282625786163521,1.0,2.0,160,0.9607395878815552,0.9870344831223984,0.0056108414241239,0.9034957876338257,1.0,160,366.175,364.0,399.1012578616352,327.0,392.0,160,103.00625,103.0,255.20121855345917,81.95,130.04999999999998,160,7.5641738262536276,7.53215505843419,0.0287656471928439,7.347625858071068,7.864329201909522,0.0
up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,up3__circle,圆核｜离核EE×1.25，同核EI×1,primary,ALL,146,1.0,0.589041095890411,0.9993773349937732,1.0,0.2024774403355483,-0.35,15,146,-6.632702381259151,-23.84999232546033,36.81286003019068,13.753424657534246,0.2774804566852951,105,146,16.267123287671232,16.0,0.4316013226263581,16.0,18.0,146,58.93150684931507,48.0,582.6297590930562,26.0,93.0,146,9.104137381777534,36.9426666666659,3831.246669477826,-69.05597255851353,73.4835049674075,146,7.058259653584781,27.82223960541819,3406.719715025243,-65.19649859943956,68.11821250471439,146,0.0917281466491189,0.0821208655508645,0.0010857673136844,0.0504973215589246,0.1560361958559252,146,2.212328767123288,2.0,0.4580538497874351,1.0,3.0,146,0.932956763282516,0.9370991936943368,0.003068854538037,0.8520221872041778,1.0,146,356.8972602739726,357.0,371.3479924421351,331.0,389.75,146,99.38356164383562,97.5,59.64496929617383,89.25,113.0,146,7.484314385535295,7.45418723499679,0.0412138588880126,7.218137056628547,7.86579085469113,0.0
follow_ellipse4_out1_EI0.875,response,2511,847102,up3__ellipse4,椭圆4:1｜离核EE×1，同核EI×0.875,primary,ALL,151,1.0,0.7218543046357615,1.0,1.0,0.1694132412366944,-0.9392857142857142,15,151,35.51655431394465,-24.17133625034512,36.758945937484896,14.317880794701988,0.4890818594887099,105,151,16.43046357615894,16.0,0.6601324503311258,16.0,18.0,151,68.70198675496688,76.0,276.2772626931568,39.0,80.0,151,-25.87713240947436,-61.299818475192296,2840.209152031413,-63.71047805361286,64.18794700854778,151,-26.874416319045217,-61.665986969113874,2750.693014354552,-63.78168098564856,62.08492937859046,151,0.206282712193025,0.2064973861090366,0.0019044781015639,0.1407152777128321,0.2908026466237425,151,1.4172185430463575,1.0,0.3514348785871964,1.0,2.0,151,0.9512794432632548,1.0,0.0097369920882552,0.7419272193914809,1.0,151,321.3377483443709,309.0,834.9184988962472,289.0,373.0,151,90.17218543046356,84.0,111.49015452538634,80.0,110.0,151,7.407883033819585,7.359465666174294,0.044138309617486,7.160372418950274,7.858663183001003,0.0
up3__circle__EE_core_to_out_scale_1.25__x_minus075,response,2511,847101,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜x_minus075,primary,ALL,140,1.0,0.7678571428571428,1.0,1.0,0.1868302141291519,-0.0535714285714285,15,140,-4.951515401592587,-20.94262921746504,36.19317373503868,14.25,0.2195304281765961,105,140,16.257142857142856,16.0,0.4513874614594038,16.0,18.0,140,57.41428571428571,48.0,462.474614594039,26.0,88.0,140,11.397745482806489,28.6461597356556,3452.360380121356,-69.21105172413908,70.2689882929968,140,8.757552196972961,25.168630980600938,3154.046012953895,-66.63557552887013,66.62567029446836,140,0.1031469547186554,0.099134205054602,0.0009353413315822,0.0636920292844255,0.1559565115963297,140,2.1785714285714284,2.0,0.6225590955806782,1.0,3.049999999999983,140,0.9198311882399804,0.9346523767613526,0.0078598613452756,0.7975553819496609,1.0,140,369.1285714285714,371.0,221.8250770811922,347.0,392.0,140,104.85714285714286,101.5,105.10174717368965,93.0,122.0,140,7.518521022387243,7.504796070752702,0.0269935214015069,7.2859312750555665,7.87176205826356,0.0
up3__circle__EE_core_to_out_scale_1.25__y_minus10,response,2511,847101,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜y_minus10,primary,ALL,143,1.0,0.9475524475524476,0.9866497139224412,1.0,0.1759144379478218,-0.7178571428571427,15,143,36.91121550057324,3.580715328103543,109.72943424807563,14.083916083916083,0.3998643277908204,105,143,16.272727272727273,16.0,0.439180537772087,16.0,18.0,143,97.74825174825176,92.0,877.4009652319511,40.0,143.8,143,0.3449519660392887,13.352295839751603,2983.019782467319,-65.77606285714646,63.43302697510372,143,-0.4838219790190632,6.947784810126905,2773.657075079799,-62.40756940561951,59.41690281571609,143,0.1163038384609937,0.1102045378339108,0.0016375917013328,0.0665062293418404,0.1942673215391778,143,2.195804195804196,2.0,0.4966019895597361,1.0,3.0,143,0.9067233332899,0.9275887038377988,0.0089684703221213,0.7206246719160104,1.0,143,379.6923076923077,384.0,297.10184182015166,352.0,399.0,143,96.67132867132868,95.0,113.74332709543977,82.1,118.0,143,7.810590843708367,7.836530934315967,0.0907181245044593,7.401515155567095,8.253517381629846,0.0
follow_ellipse4_out1.25_EI0.875,response,2511,847102,up3__ellipse4__EE_core_to_out_scale_1.25,椭圆4:1｜离核EE×1.25，同核EI×0.875,primary,ALL,160,1.0,1.0,1.0,1.0,0.1856954982296409,-0.9607142857142856,15,160,34.19071306452861,-21.151760775799268,36.053153845242015,15.0,0.4543832614322523,105,160,17.1625,18.0,0.9797169811320756,16.0,18.0,160,66.65,74.0,187.85157232704404,33.9,76.0,160,-33.314706661453684,-59.135249947305056,2052.1176359007454,-60.86021755949368,58.55291336769569,160,-33.33480583792391,-58.71222435296022,1986.3586511023216,-60.199695935262845,56.99211563151057,160,0.2180808854733176,0.2152493700588648,0.0003874460712601,0.1955710845729803,0.2408359029758427,160,1.6875,2.0,0.2413522012578616,1.0,2.0,160,0.9738103119982936,0.9800279055250104,0.0027991234899202,0.9194960715652588,1.0,160,383.0625,382.0,22.474056603773583,376.0,391.19999999999993,160,106.6625,100.0,326.3382075471698,95.0,156.09999999999997,160,7.794280923269108,7.803671833048002,0.0071724944981364,7.656893968434352,7.973057996661567,0.0
follow_circle_out1.125_EI1,response,2511,847102,up3__circle,圆核｜离核EE×1.125，同核EI×1,primary,ALL,130,1.0,0.7923076923076923,0.9951048951048952,1.0,0.1819584192573571,-0.7928571428571427,15,130,35.78088461439529,-18.6045762209098,107.64363616006078,14.007692307692308,0.4127583632595404,105,130,16.092307692307692,16.0,0.1464519976147882,16.0,17.0,130,90.27692307692308,86.0,1210.4033392963624,36.9,152.0,130,0.6541611666362437,2.821254940714425,3960.3180431632186,-73.56971973518338,80.8392014705878,130,-0.3102867693936717,0.6345631473996036,3535.9116741175294,-67.90553571660894,69.9105580255371,130,0.0936119999742267,0.0856687948915485,0.0016554995076456,0.0414156598862327,0.1647990453340759,130,1.9,2.0,0.7728682170542635,1.0,3.549999999999997,130,0.9093671623690858,0.9522362375252422,0.0195372664856533,0.6553623776586666,1.0,130,340.2846153846154,352.0,1495.8330948121647,284.0,390.0,130,89.44615384615385,88.5,87.33428741800836,78.45,107.0,130,7.513759230255993,7.422788982130209,0.1791787236884616,7.00847365749925,8.209862112340398,0.0
up3__circle__EE_core_to_out_scale_1.25__radius235,response,2511,847102,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜radius235,primary,ALL,136,1.0,0.9338235294117648,0.998663101604278,1.0,0.1690288315629742,-0.9464285714285712,15,136,35.45200767813549,-19.49660378243243,36.99542479280717,14.75,0.5600153866685949,105,136,16.580882352941178,16.0,0.8230392156862744,16.0,18.0,136,76.69117647058823,80.0,261.71132897603485,39.5,90.0,136,-45.03362850187175,-62.40662252381753,1846.8042776060836,-68.84186268933809,63.33270118139899,136,-45.84854088388428,-62.97387172798335,1545.3751424345155,-65.76793981187438,61.07917727644599,136,0.1013796858604915,0.0969009977022971,0.0008804623894602,0.0658000400331879,0.1505009780384765,136,2.169117647058824,2.0,0.3934095860566449,1.0,3.0,136,0.9237751205751246,0.9297832316370596,0.0046606090436424,0.7973416950240596,1.0,136,368.0955882352941,367.0,189.287091503268,349.75,394.5,136,96.7279411764706,94.0,62.48099128540306,90.0,114.25,136,7.618198505823416,7.555051945549602,0.0304114181159651,7.422142624580482,7.983656228830791,0.0
follow_ellipse4_out1.125_EI0.75,response,2511,847102,follow_ellipse4_out1.125_EI1,椭圆4:1｜离核EE×1.125，同核EI×0.75,primary,ALL,163,1.0,1.0,0.9972113775794756,1.0,0.1836505084545897,-0.9607142857142856,15,163,34.106597115536715,-21.368050951024408,35.745853275050465,14.969325153374234,0.4494687312806718,105,163,17.404907975460123,18.0,0.8350374914792094,16.0,18.0,163,65.17791411042944,72.0,189.91259562220708,32.0,74.0,163,-31.942736757871888,-58.78302277432522,2092.970746995873,-60.411684232128025,59.239827171158325,163,-31.979423897048058,-58.268427443837936,2024.553742501805,-59.76478257829331,57.80963424820766,163,0.2618617214509094,0.2643909403595301,0.0005868968192412,0.2210970483550164,0.284072737021904,163,1.7546012269938651,2.0,0.2233583276528061,1.0,2.0,163,0.9733063240417406,0.9869524697110904,0.0040971072275189,0.9166988459795152,1.0,163,385.521472392638,382.0,68.6461410285541,375.0,398.0,163,105.23312883435582,99.0,359.71074755737334,93.0,155.8,163,7.841827956970126,7.808550364660771,0.0167720425796044,7.645441498803938,8.04374229650537,0.0
