job,kind,z_setting,dynamics_seed,event_index,event_time_ms,qualifying_start_ms,primary_eligible,exclusion_reasons,prolonged,mode,support,n_contacts,z_at_detection_start,q_at_detection_start,window_start_ms,window_end_ms,distance_mode0,distance_mode1,upper_SCL_n,upper_SCL_ms,right_ICL_n,right_ICL_ms,middle_ICL_n,middle_ICL_ms,left_ICL_n,left_ICL_ms,middle_before_both_ICL_ends,right_before_upper_and_left,upper_and_left_before_right,centroid_SCL9_ms,centroid_ICL11_ms,centroid_SCL8_ms,centroid_ICL10_ms,centroid_SCL7_ms,centroid_ICL9_ms,centroid_ICL8_ms,centroid_SCL6_ms,centroid_ICL7_ms,centroid_ICL6_ms,centroid_ICL5_ms,centroid_ICL4_ms,centroid_ICL3_ms,centroid_ICL2_ms,centroid_ICL1_ms
fixed_m100_dyn847101,fixed,-1.0,847101,10,3441.0,3406.0,False,overlapping_window,False,1,1,10,-1.0,-0.15231883119115297,3316.0,3566.0,0.5228393565495039,0.3850964216382404,2,3442.678841660153,1,3460.71999226022,4,3435.4469651676773,1,3420.6523177129857,False,False,True,,,3440.007975526444,,3445.3497077938623,3420.6523177129857,3426.551380949352,,3432.8843753335736,3438.009555001781,3443.665744828499,3449.731268327773,3455.5596745741655,,3460.71999226022
fixed_m100_dyn847101,fixed,-1.0,847101,11,3695.0,3654.0,False,overlapping_window,False,0,1,14,-1.0,-0.15231883119115297,3570.0,3820.0,0.42769230530344104,0.412842211184716,4,3706.103931856039,2,3700.522765497416,4,3670.3157339910204,2,3692.893874969273,True,False,False,3707.5257336581526,3694.9733801856573,3703.575619178202,3690.8143697528885,3704.682130053925,,3662.106267760994,3715.1878504860106,3667.8971678532503,3672.734300128791,3678.257308921916,3684.3722112189175,3691.0616527593534,3697.317868767339,3703.7276622274926
fixed_m100_dyn847101,fixed,-1.0,847101,12,3900.0,3874.0,False,overlapping_window,False,1,-1,12,-1.0,-0.15231883119115297,3774.0,4024.0,0.7836890654527461,0.9109486609206268,3,3988.6591737961853,2,3921.692239987765,4,3889.7941629577745,1,3876.1405431861726,False,False,False,,,3981.495298148593,,3988.6591737961853,3876.1405431861726,3881.161792963919,3998.4172089499043,3887.202034204782,3892.3862917107667,3897.910730027686,3903.9513383501308,3911.3896302569888,3918.630662809294,3924.7538171662363
fixed_m100_dyn847101,fixed,-1.0,847101,13,4144.0,4122.0,False,overlapping_window,False,1,-1,9,-1.0,-0.15231883119115297,4018.0,4268.0,0.69669500002096,0.685157514540228,0,,2,4163.593121693254,4,4134.396351739162,1,4262.821802862054,True,,,,4262.821802862054,,,,,4126.878600250907,,4132.196290473217,4136.596413005107,4141.438570259695,4147.655183224522,4153.991044101566,4160.583572432309,4166.602670954199
fixed_m100_dyn847101,fixed,-1.0,847101,14,4386.0,4366.0,False,overlapping_window,False,1,-1,12,-1.0,-0.15231883119115297,4260.0,4510.0,1.2514951377870058,0.8200499444531559,3,4312.940285581825,2,4407.68612052979,4,4377.5621119542875,1,4276.48541221225,False,False,True,4304.635288832782,4276.48541221225,4312.940285581825,,4314.808104866453,,4369.4147993211445,,4375.230152726305,4379.89407118227,4385.066746630638,4391.262794858795,4398.000236894967,4404.795030932833,4410.5772101267485
fixed_m100_dyn847101,fixed,-1.0,847101,15,4603.0,4582.0,False,overlapping_window,False,1,0,9,-1.0,-0.15231883119115297,4478.0,4728.0,0.537551111885859,0.4552122749656358,1,4658.041472004147,2,4622.5341334557115,4,4589.910870316223,0,,,,,,,,,,,4581.571179177058,4658.041472004147,4587.465719089949,4592.356021542497,4597.968969347531,4604.162910094716,4611.977974283999,4619.359818937735,4625.708447973688
fixed_m100_dyn847101,fixed,-1.0,847101,16,4854.0,4830.0,False,overlapping_window,False,1,-1,13,-1.0,-0.15231883119115297,4728.0,4978.0,1.2937457151823017,0.9713441859426568,4,4746.917271032864,2,4876.730862156765,4,4844.064909645649,1,4828.519091802495,False,False,True,4758.1734508962945,,4749.816158988508,,4744.018383077219,4828.519091802495,4835.117281146441,4736.934733012349,4841.4381524538385,4846.69166683746,4852.298884820535,4858.549709995352,4866.296666817238,4873.639179676851,4879.82254463668
fixed_m100_dyn847101,fixed,-1.0,847101,17,5079.0,5038.0,False,overlapping_window,False,1,1,12,-1.0,-0.15231883119115297,4954.0,5204.0,0.44972304923792344,0.2867106882097326,4,5079.070952296401,2,5099.214147594055,4,5069.253587022712,0,,,,,5090.530753437494,,5081.408824906754,,5076.733079686047,,5061.505882171769,5068.56127018733,5066.944770231769,5071.562403813655,5076.576353341232,5082.67003449031,5089.540108571003,5096.339449714588,5102.088845473521
fixed_m100_dyn847101,fixed,-1.0,847101,18,5294.0,5260.0,False,overlapping_window,False,1,1,11,-1.0,-0.15231883119115297,5168.0,5418.0,0.5296181390473144,0.2893537034985569,3,5276.955944581951,2,5319.968001702302,4,5289.697073270656,0,,,,,5286.319985904228,,5276.955944581951,,5272.345823158889,,5281.52927257948,,5287.242673706656,5292.151472834656,5297.379158712352,5303.481673895058,5310.125804608917,5316.9458498280455,5322.990153576558
fixed_m100_dyn847101,fixed,-1.0,847101,19,5536.0,5510.0,False,overlapping_window,False,1,1,9,-1.0,-0.15231883119115297,5410.0,5660.0,0.4913533884889567,0.2384124734514637,0,,2,5558.351351343496,4,5525.376355499131,1,5511.496214632925,False,,,,,,,,5511.496214632925,5516.739857936602,,5522.811838912535,5527.940872085726,5533.554719078309,5539.913186484424,5547.824483887689,5555.139296103304,5561.563406583688
fixed_m100_dyn847101,fixed,-1.0,847101,20,5761.0,5724.0,False,overlapping_window,False,1,1,13,-1.0,-0.15231883119115297,5636.0,5886.0,0.6835265872818853,0.4033878749628911,4,5722.409008771458,2,5796.3886894659045,4,5764.772236961111,1,5729.93604275495,False,False,True,5734.252204331731,5729.93604275495,5725.177563822997,,5719.640453719919,,5757.083813848715,5712.424628437764,5762.359127563276,5767.185346358945,5772.654077900482,5778.713846033769,5785.670331351693,5793.066779681104,5799.710599250704
fixed_m050_dyn847101,fixed,-0.5,847101,0,852.0,818.0,True,,False,1,0,11,-0.5,-0.0,726.0,976.0,0.5518584485232088,0.454379728723422,4,841.3817389450703,1,816.0504614656417,4,854.5766169325791,0,,,,,853.1758344686937,,844.3911170793697,,838.3723608107709,,841.8365879696129,824.3022356406291,850.099344400251,859.0538894649072,867.0397565274496,872.7974582807434,875.8682428389236,,816.0504614656417
fixed_m050_dyn847101,fixed,-0.5,847101,1,1115.0,1082.0,False,overlapping_window,False,1,-1,14,-0.5,-0.0378936068953208,990.0,1240.0,1.0291905058787054,1.1319584348057952,3,1221.1656965962638,2,1137.889729442308,4,1111.4986815311186,3,1086.0700778442558,False,False,False,,1082.4439397992016,1221.1656965962638,1086.0700778442558,1230.7250003655472,1094.914928772568,1102.3512406334173,1218.7100412210327,1108.9892088774527,1114.0081541847846,1120.4073903202145,1126.6025359931964,1133.8463713960143,1139.6265119550862,1136.1529469295297
fixed_m050_dyn847101,fixed,-0.5,847101,2,1352.0,1330.0,False,overlapping_window,False,1,-1,12,-0.5,-0.09242343145200195,1226.0,1476.0,1.0381494112857808,0.6616477878640027,4,1254.9028358437881,2,1371.8938159923914,4,1341.3730962669138,0,,,,,1260.7987558885975,,1254.5187257511232,,1252.9719869737082,,1333.4486272370352,1255.286945936453,1339.050807414725,1343.6953851191022,1349.1504944796395,1355.430558479724,1361.7320704231709,1368.7155191388388,1375.072112845944
fixed_m050_dyn847101,fixed,-0.5,847101,3,1579.0,1540.0,False,overlapping_window,False,1,1,12,-0.5,-0.09242343145200195,1454.0,1704.0,0.4918708310655154,0.2781914947062452,4,1572.9253476071553,2,1602.6905271629114,4,1571.5863912893687,0,,,,,1584.2892494178013,,1576.01560730633,,1569.8350879079806,,1563.9977992798663,1561.311419429999,1569.2127305496715,1573.9600520290662,1579.6554503479806,1585.4643879770479,1592.7131218740121,1599.6252876663452,1605.7557666594776
fixed_m050_dyn847101,fixed,-0.5,847101,4,1812.0,1790.0,False,overlapping_window,False,0,0,12,-0.5,-0.09242343145200195,1686.0,1936.0,0.8181360167471302,0.9220393474604766,4,1900.548972105104,2,1832.0890795936702,4,1800.7832130717293,0,,,,,1909.2691053577155,,1904.4829894143306,,1896.6149547958773,,1792.413308160498,1885.4104987456928,1798.2559024264906,1803.310523716968,1808.9532090828254,1815.0875369216355,1822.1029428442757,1829.0957334263608,1835.08242576098
fixed_m050_dyn847101,fixed,-0.5,847101,5,2046.0,2024.0,False,overlapping_window,False,0,-1,12,-0.5,-0.09242343145200195,1920.0,2170.0,1.0150610831892863,1.1783886862550692,4,2155.487364582994,2,2065.0782820741115,4,2033.8036124818382,0,,,,,2135.3673149763085,,2161.511864558697,,2165.712273931953,,2025.58643308443,2149.4628646072906,2031.5094121436819,2036.0978128199943,2042.0718000304416,2048.0323106601513,2055.107398307772,2062.007898305789,2068.148665842434
fixed_m050_dyn847101,fixed,-0.5,847101,6,2508.0,2468.0,True,,False,1,1,13,-0.5,-0.09242343145200195,2382.0,2632.0,0.6234706381251269,0.31748592055435876,4,2492.5145282078456,2,2542.956569869009,4,2509.9815938447646,1,2494.9398020611425,False,False,True,2502.9804170810016,,2495.5322913545865,,2489.496765061105,2494.9398020611425,2501.123577841565,2479.03575953735,2507.337271745275,2512.6259159442548,2518.6371201976117,2524.868635114861,2532.1663968693806,2539.697472160532,2546.215667577486
fixed_m050_dyn847101,fixed,-0.5,847101,7,2769.0,2734.0,False,overlapping_window,False,0,1,12,-0.5,-0.09242343145200195,2644.0,2894.0,0.4856291156443778,0.4360520487775239,4,2781.3648855362208,2,2775.8420974576884,4,2745.275152987567,0,,,,,2773.37386388777,,2784.052603679612,,2786.6389587979206,,2737.9684739575005,2778.6771673928292,2742.8939578979584,2747.6563480771756,2752.949987542775,2759.0741956345846,2765.620570333899,2772.7004287972695,2778.9837661181077
fixed_m050_dyn847101,fixed,-0.5,847101,8,2978.0,2944.0,False,overlapping_window,False,1,-1,13,-0.5,-0.09242343145200195,2852.0,3102.0,0.8922117655867163,0.9078140029710001,4,3049.6688849486145,2,2990.6200810685496,4,2957.640516351503,1,2941.4354944351494,False,False,False,3060.957747529248,,3052.133310018463,,3047.204459878766,2941.4354944351494,2948.359786072201,3039.8509240404833,2954.7250494414884,2960.5559832615177,2966.572124480247,2972.9425772890945,2980.4113388027313,2987.3980258863357,2993.842136250764
fixed_m050_dyn847101,fixed,-0.5,847101,9,3211.0,3188.0,False,overlapping_window,False,1,1,8,-0.5,-0.09242343145200195,3086.0,3336.0,0.4356438957422874,0.272483259079572,0,,2,3229.792756949019,4,3197.2491252064387,0,,,,,,,,,,,3188.9138754384103,,3194.575590154796,3199.9226602580816,3205.250758154618,3211.511251235559,3219.249626804368,3226.599640294124,3232.9858736039137
fixed_m050_dyn847101,fixed,-0.5,847101,10,3446.0,3412.0,False,overlapping_window,False,1,1,10,-0.5,-0.09242343145200195,3320.0,3570.0,0.49970693541836153,0.3716056188536375,2,3444.089773705775,1,3459.134228576354,4,3441.222592181779,1,3427.34917614853,False,False,True,,,3441.5272095667724,,3446.6523378447773,3427.34917614853,3432.225390155709,,3438.524673030242,3443.920511333316,3449.87557702896,3456.37763309436,3465.853380636601,,3459.134228576354
fixed_m050_dyn847101,fixed,-0.5,847101,11,3696.0,3656.0,False,overlapping_window,False,1,1,14,-0.5,-0.09242343145200195,3570.0,3820.0,0.428408297069408,0.3719174337020935,4,3710.0837194066244,2,3709.815136878345,4,3678.224991316475,2,3690.2781353863475,True,False,False,3709.9268283954448,3692.744151449018,3707.2917997733744,3687.8121193236766,3710.240610417804,,3671.5260086720227,3720.814321676479,3675.2458610711783,3681.2041215617724,3686.948638386375,3692.758145035266,3700.5505788971614,3706.5074867188205,3713.12278703787
fixed_m050_dyn847101,fixed,-0.5,847101,12,3924.0,3890.0,False,overlapping_window,False,1,-1,12,-0.5,-0.09242343145200195,3798.0,4048.0,0.6975451660317958,0.7667433477767058,3,3985.6212255184123,2,3937.429689673004,4,3904.1909733130005,1,3889.085035512325,False,False,False,,,3978.5383084745877,,3985.6212255184123,3889.085035512325,3894.938981679309,3995.840596501406,3901.3603239228605,3907.021622703141,3913.028890996145,3919.1979539123276,3927.0457420488083,3934.2977998936594,3940.561579452348
fixed_m050_dyn847101,fixed,-0.5,847101,13,4620.0,4598.0,True,,False,0,-1,12,-0.5,-0.09242343145200195,4494.0,4744.0,1.0183529941571146,1.1740219445857254,4,4728.334521547432,2,4639.881082510024,4,4607.126248051347,0,,,,,4715.570247680914,,4735.653492741034,,4735.675384224452,,4598.757299334798,4721.01555035383,4604.55877693001,4609.693719172683,4615.381495447412,4621.6948173533365,4629.326998282812,4636.691811989581,4643.070353030466
fixed_m050_dyn847101,fixed,-0.5,847101,14,4875.0,4854.0,False,overlapping_window,False,1,-1,11,-0.5,-0.09242343145200195,4750.0,5000.0,1.357713492046858,0.9388665156704464,3,4754.357766987015,2,4894.619357408033,4,4863.0905984800065,0,,,,,4758.690548445146,,4754.357766987015,,4752.877756543506,,4854.411608990899,,4860.679419571069,4865.501777388943,4871.044484875175,4877.104949076385,4884.394064108917,4891.572485014644,4897.666229801421
fixed_m050_dyn847101,fixed,-0.5,847101,15,5103.0,5078.0,False,overlapping_window,False,1,1,9,-0.5,-0.09242343145200195,4978.0,5228.0,0.42291911456102155,0.24369770237201438,1,5083.681781624136,2,5124.481468465678,4,5093.121133887904,0,,,,,,,,,,,5084.687726607365,5083.681781624136,5090.581661543704,5095.660606232104,5101.054966418924,5107.204166798783,5114.625224937782,5121.543333046458,5127.419603884898
fixed_m050_dyn847101,fixed,-0.5,847101,16,5313.0,5282.0,False,overlapping_window,False,1,1,11,-0.5,-0.09242343145200195,5188.0,5438.0,0.5550985565137104,0.2813848912307497,3,5292.136104420053,2,5342.301443954557,4,5311.84290159426,0,,,,,5300.582359071566,,5292.136104420053,,5288.038644330528,,5303.799273418546,,5309.353798526371,5314.332004662148,5319.465895501557,5325.847028052543,5332.4132724766605,5339.022312843969,5345.580575065145
fixed_m050_dyn847101,fixed,-0.5,847101,17,5560.0,5538.0,False,overlapping_window,False,1,1,8,-0.5,-0.09242343145200195,5434.0,5684.0,0.4422123878067231,0.2700924578929324,0,,2,5579.40383260692,4,5546.22792023854,0,,,,,,,,,,,5537.139990339045,,5543.47003694082,5548.985803536259,5554.759637188475,5561.265857428473,5569.022333202656,5576.255810417378,5582.551854796463
fixed_m050_dyn847101,fixed,-0.5,847101,18,5779.0,5744.0,False,overlapping_window,False,1,1,12,-0.5,-0.09242343145200195,5654.0,5904.0,0.699555176238787,0.43204524517291587,4,5735.09057243363,2,5812.130479960866,4,5780.997495761166,0,,,,,5747.041457617495,,5737.876224049444,,5732.3049208178145,,5773.343263340026,5724.7736239221595,5778.573210969276,5783.421780553055,5789.01759737516,5795.0326969570715,5801.84174865968,5808.792214692978,5815.4687452287535
fixed_zero_dyn847101,fixed,0.0,847101,0,852.0,818.0,True,,False,1,0,11,0.0,0.0,726.0,976.0,0.5518584485232088,0.454379728723422,4,841.3817389450703,1,816.0504614656417,4,854.5766169325791,0,,,,,853.1758344686937,,844.3911170793697,,838.3723608107709,,841.8365879696129,824.3022356406291,850.099344400251,859.0538894649072,867.0397565274496,872.7974582807434,875.8682428389236,,816.0504614656417
fixed_zero_dyn847101,fixed,0.0,847101,1,1109.0,1070.0,True,,False,1,-1,12,0.0,0.0,984.0,1234.0,0.7779860794860125,0.8186171605855008,1,1225.107531959331,2,1116.9639548826303,4,1112.502430306925,3,1086.8149470864962,False,False,False,,1083.1496065906542,,1086.8149470864962,1225.107531959331,1095.7049697943917,1103.2730202273203,,1109.9444167402569,1115.0604438735927,1121.531445489039,1126.943323601389,1121.0112102254686,1116.309759109432,1117.6181506558285
fixed_zero_dyn847101,fixed,0.0,847101,2,1376.0,1344.0,True,,False,0,-1,14,0.0,0.0,1250.0,1500.0,1.1882661455025307,1.2312804737653658,4,1257.8531291578836,2,1365.1588800823065,4,1378.2655223889096,2,1397.0592287762825,False,False,False,1261.8653873637072,,1257.9113591011103,1399.4963164475864,1257.7948992146569,1394.6221411049783,1387.6645610517578,1257.4800485957157,1381.2908125827514,1375.2402321950676,1369.3351052874912,1363.3970368537375,1359.5704702864587,1362.2203070909563,1368.0974530736569
