job,kind,z_setting,dynamics_seed,event_index,event_time_ms,qualifying_start_ms,primary_eligible,exclusion_reasons,prolonged,mode,support,n_contacts,z_at_detection_start,q_at_detection_start,window_start_ms,window_end_ms,distance_mode0,distance_mode1,upper_SCL_n,upper_SCL_ms,right_ICL_n,right_ICL_ms,middle_ICL_n,middle_ICL_ms,left_ICL_n,left_ICL_ms,middle_before_both_ICL_ends,right_before_upper_and_left,upper_and_left_before_right,centroid_SCL9_ms,centroid_ICL11_ms,centroid_SCL8_ms,centroid_ICL10_ms,centroid_SCL7_ms,centroid_ICL9_ms,centroid_ICL8_ms,centroid_SCL6_ms,centroid_ICL7_ms,centroid_ICL6_ms,centroid_ICL5_ms,centroid_ICL4_ms,centroid_ICL3_ms,centroid_ICL2_ms,centroid_ICL1_ms
ou_dyn847101,ou,,847101,28,7933.0,7894.0,False,overlapping_window,False,1,1,14,-1.3387800525879454,-0.17427578386017717,7808.0,8058.0,0.6218718236288163,0.22095624227382205,4,7912.891539354863,2,7977.700300139466,3,7933.778852171411,3,7930.748491660406,False,False,True,7914.427854159789,7939.022546796775,7912.596773140626,7930.748491660406,7913.186305569101,7927.873018317268,7927.137262107508,7909.107198654768,7933.778852171411,,7952.826263947148,7956.201527175353,7965.83063243434,7973.37778314147,7982.022817137461
ou_dyn847101,ou,,847101,29,8196.0,8160.0,False,overlapping_window,False,1,1,12,-1.277949712655277,-0.17118753797444802,8070.0,8320.0,0.4445447083666393,0.3533828719008049,4,8200.397067383808,2,8210.390304636736,4,8180.862377025177,0,,,,,8189.174143058209,,8198.145232197809,,8202.64890256981,,8172.842154448575,8213.419332382186,8178.565402188093,8183.159351862261,8188.296005889006,8193.683882017445,8200.479314106578,8207.424836004953,8213.355773268519
ou_dyn847101,ou,,847101,30,8418.0,8392.0,False,overlapping_window,False,1,-1,10,-0.9301041208169624,-0.14612848738364054,8292.0,8542.0,0.759509097061162,0.7866093983636484,1,8539.106672622762,2,8440.143988446636,4,8407.385654568046,1,8393.568937136388,False,False,False,,,,,8539.106672622762,8393.568937136388,8398.854346539736,,8404.912261789543,8409.859047346552,8415.41618186561,8421.83489198871,8429.662444854115,8437.065280989242,8443.22269590403
ou_dyn847101,ou,,847101,31,8648.0,8626.0,False,overlapping_window,False,1,-1,11,-1.1964775793067404,-0.16651540769227346,8522.0,8772.0,1.0336833744693272,0.6684353772789728,3,8554.21444408627,2,8667.562759417757,4,8635.767775366376,0,,,,,8563.867868033329,,8554.21444408627,,8548.372566787955,,8627.530435308592,,8633.31430943691,8638.221241295842,8643.32704162721,8649.437562846542,8657.025561740109,8664.470616638824,8670.654902196688
ou_dyn847101,ou,,847101,32,8887.0,8854.0,False,overlapping_window,False,1,1,10,-1.2360629608355527,-0.16886579778511354,8762.0,9012.0,0.46939379188070596,0.33341050089527313,2,8885.120558237913,2,8908.478223183487,4,8876.310824726885,0,,,,,8891.825069604782,,8878.416046871045,,,,8868.005886323626,,8873.798275746805,8878.823373706964,8884.383177604232,8890.91365842039,8898.293658367187,8905.411630781682,8911.544815585292
ou_dyn847101,ou,,847101,33,9107.0,9086.0,False,overlapping_window,False,1,-1,9,-1.041078647890662,-0.155662731349401,8982.0,9232.0,0.6966233207207062,0.6766697414963622,0,,2,9126.631320424738,4,9095.764160648792,1,9222.894433937663,True,,,,9222.894433937663,,,,,9088.240147414846,,9093.438827987547,9098.089493310039,9103.901219445104,9109.717862847,9116.71398849783,9123.586193304829,9129.676447544647
ou_dyn847101,ou,,847101,34,9314.0,9280.0,False,overlapping_window,False,1,-1,13,-1.2910326228064117,-0.17187934879211159,9188.0,9438.0,1.1730685399999268,0.6658494520817411,4,9282.74445945692,2,9349.210139062192,4,9317.389930771786,1,9229.522093907299,False,False,True,9290.011350872423,9229.522093907299,9282.556005171818,,9279.763000431929,,9309.129681268161,9282.93291374202,9315.113260035407,9319.666601508165,9324.581080047383,9331.057579886454,9338.090968558872,9345.453648231176,9352.966629893208
ou_dyn847101,ou,,847101,35,9567.0,9532.0,True,,False,0,0,12,-1.3834273522680873,-0.1763432848360108,9442.0,9692.0,0.6896882341748667,0.7072079021950727,4,9617.113128333422,2,9574.451589000086,4,9544.409266279486,0,,,,,9609.167357688868,,9616.52103672191,,9617.705219944934,,9535.753426251853,9627.119964120026,9542.015031889583,9546.80350066939,9552.040457193316,9557.871276566793,9564.109435483735,9571.585807356802,9577.31737064337
ou_dyn847101,ou,,847101,36,10056.0,10028.0,False,overlapping_window,False,1,1,9,-1.3806175984823523,-0.17621789769660123,9930.0,10180.0,0.47899711078674445,0.23430611060484577,0,,2,10075.03078256776,4,10048.08087761418,1,10032.417417234374,False,,,,,,,,10032.417417234374,10039.233478415937,,10045.174106241506,10050.987648986855,10055.987067676191,10061.551513374126,10066.275284808034,10072.222296178017,10077.8392689575
ou_dyn847101,ou,,847101,37,10287.0,10246.0,False,overlapping_window,False,0,-1,14,-0.9609454023728996,-0.1489396538575067,10162.0,10412.0,0.9977216658526604,0.9674933020053531,4,10232.439662158704,2,10307.163002079616,3,10279.024754639351,3,10355.099393179187,True,False,False,10244.974237778695,10355.099393179187,10234.985526675826,10351.435059146932,10229.89379764158,10358.845833682968,,10220.950673730786,10276.37516373718,10279.024754639351,10284.103593142958,10290.44848661326,10297.002762476772,10304.103580310919,10310.222423848314
ou_dyn847101,ou,,847101,38,10495.0,10470.0,False,overlapping_window,False,1,1,10,-0.4529400679087144,-0.08486254874022815,10370.0,10620.0,0.5537154206116416,0.2975894207977431,2,10460.947613355185,2,10523.716934029893,4,10493.082786467645,0,,,,,,,,,10465.336858104312,,10485.18739552356,10456.558368606058,10490.294582766099,10495.870990169191,10500.864227914974,10507.15537114566,10513.586843545863,10520.534281928674,10526.899586131114
ou_dyn847101,ou,,847101,39,10731.0,10694.0,False,overlapping_window,False,0,1,12,-0.9871413956755982,-0.15122815347748414,10606.0,10856.0,0.47129177823653257,0.4127464086002239,4,10742.386077430325,2,10740.740388091446,4,10708.63183556184,0,,,,,10754.486387922285,,10745.285578773877,,10739.486576086772,,10700.529113651512,10731.226030017126,10706.218773281236,10711.044897842445,10716.754751372328,10722.781717368456,10730.418697096266,10737.56159102162,10743.919185161272
ou_dyn847101,ou,,847101,40,10968.0,10948.0,False,overlapping_window,False,1,1,8,-0.6608288751421622,-0.11578295230028637,10842.0,11092.0,0.42835681653628566,0.2739532199637761,0,,2,10988.424053414055,4,10956.676154271874,0,,,,,,,,,,,10949.063321059846,,10954.320370494643,10959.031938049106,10964.535811340806,10970.803029689365,10977.890256071492,10985.350006833236,10991.498099994875
ou_dyn847101,ou,,847101,41,11474.0,11440.0,False,overlapping_window,False,0,1,12,-0.7075696875808083,-0.12183011708112884,11348.0,11598.0,0.4996775675858812,0.475921254738435,4,11493.13544096235,2,11480.561975958604,4,11449.294960075273,0,,,,,11504.972653787268,,11495.899310080657,,11490.37157184404,,11441.026124682257,11481.939141363757,11446.674415919479,11451.915504231067,11457.213666459957,11463.32344953401,11469.901496372817,11477.088680169238,11484.035271747971
ou_dyn847101,ou,,847101,42,11697.0,11678.0,False,overlapping_window,False,1,1,8,-0.9741380500878476,-0.15010341855705522,11572.0,11822.0,0.42602576380888113,0.27376299368871093,0,,2,11720.363284736703,4,11689.438473744358,0,,,,,,,,,,,11681.683947689215,,11687.221927391887,11691.655020096827,11697.061056227625,11703.496569491586,11710.321293763815,11717.28070859794,11723.445860875465
ou_dyn847101,ou,,847101,43,11927.0,11892.0,False,overlapping_window,False,1,1,11,-1.2901819957924434,-0.1718348391499776,11802.0,12052.0,0.47980897747436746,0.2758543454759889,3,11920.963666595146,2,11953.313434527066,4,11921.703195788188,0,,,,,,,11915.037577084382,,11920.963666595146,,11913.10256354066,11931.023638315923,11919.307512165658,11924.09887941072,11929.622805663457,11935.83723794591,11943.078137095876,11950.24312304779,11956.383746006344
ou_dyn847101,ou,,847101,44,12150.0,12122.0,False,overlapping_window,False,1,-1,12,-1.306588600360159,-0.1726819368068912,12024.0,12274.0,0.7535417930733413,0.7741940784108007,2,12253.161802418406,2,12176.525250131706,4,12143.562775070508,2,12121.461377504798,False,False,False,12257.545545983527,12123.369309372465,12248.778058853288,12119.55344563713,,,12136.608175026477,,12141.152604512516,12145.9729456285,12151.95188117354,12158.194104375309,12165.979909906173,12173.325085055041,12179.725415208371
ou_dyn847101,ou,,847101,45,12371.0,12350.0,False,overlapping_window,False,1,-1,10,-1.6905473032198022,-0.18684337684662983,12246.0,12496.0,1.2482703236779242,0.8396562293780763,2,12261.57056773761,2,12391.425467462977,4,12360.600410271923,0,,,,,12258.1080711262,,12265.03306434902,,,,12352.955708770232,,12358.25916842315,12362.941652120697,12368.594557925684,12374.577649563495,12381.403710922988,12388.378825368607,12394.472109557346
ou_dyn847101,ou,,847101,46,12601.0,12562.0,False,overlapping_window,False,1,-1,13,-2.1622644322739806,-0.1947732860322603,12476.0,12726.0,0.9161799436871105,0.6548556863593297,4,12532.697691936282,2,12629.436259786224,4,12598.282353932205,1,12637.453486265418,True,False,False,12527.061806896734,12637.453486265418,12530.373390954615,,12535.021992917948,,12590.449862086396,12540.27827607904,12595.603586339757,12600.961121524651,12606.158610999684,12612.161659118301,12619.249857988952,12626.355368717428,12632.51715085502
ou_dyn847101,ou,,847101,47,13049.0,13028.0,True,,False,0,0,12,-1.919370271547985,-0.1915730777055835,12924.0,13174.0,0.8531027571331311,0.948634597596244,4,13135.602324004376,2,13068.30890002349,4,13035.72846487139,0,,,,,13148.092015924896,,13137.687516090446,,13133.517131918308,,13026.461227166757,13124.985008552889,13033.023640457852,13038.43328928493,13044.509055546781,13050.65622087541,13057.832338884902,13065.144758329096,13071.473041717883
ou_dyn847101,ou,,847101,48,13304.0,13282.0,False,overlapping_window,False,1,1,8,-2.227292681954823,-0.19540338070749405,13178.0,13428.0,0.4274805068153271,0.27379585947675233,0,,2,13322.729382908863,4,13291.520553701968,0,,,,,,,,,,,13283.828413021163,,13289.000994589042,13294.040112814897,13299.887826301581,13305.515764383263,13312.648826628072,13319.636626767744,13325.822139049982
ou_dyn847101,ou,,847101,49,13527.0,13490.0,False,overlapping_window,False,1,0,13,-1.8279569276582064,-0.18992516254225242,13402.0,13652.0,0.5691524270137344,0.4490223036313642,4,13541.836048373178,2,13538.076850172762,4,13505.286225949392,1,13490.825656385332,False,False,False,13534.115576684515,,13539.365748214375,,13544.306348531982,13490.825656385332,13496.261451531664,13551.570600861616,13502.676102506215,13507.896349392568,13513.209892459172,13519.581139552321,13527.555334828265,13534.852246737368,13541.301453608157
ou_dyn847101,ou,,847101,50,13714.0,13694.0,False,overlapping_window,False,1,1,8,-1.4982885442824079,-0.1809677005390307,13588.0,13838.0,0.42225471108529894,0.2741953847886691,0,,2,13734.894872419081,4,13704.815275569214,0,,,,,,,,,,,13697.345650008241,,13702.318245831448,13707.312305306981,13712.521674096766,13718.504607424684,13725.177119985457,13731.980924734835,13737.808820103328
ou_dyn847101,ou,,847101,51,13988.0,13966.0,True,,False,1,1,8,-1.232093970980245,-0.16863712648669818,13862.0,14112.0,0.4235093438249364,0.27379785116560107,0,,2,14006.889071852092,4,13976.598591040474,0,,,,,,,,,,,13968.95168684883,,13974.229921767486,13978.96726031346,13984.34341185632,13990.444340711503,13997.008724380303,14003.921508261235,14009.856635442948
ou_dyn847101,ou,,847101,52,14249.0,14228.0,False,overlapping_window,False,0,0,11,-1.8007206800003035,-0.1893761188784215,14124.0,14374.0,0.7317391904971664,0.9667898893581931,3,14361.020646374218,2,14268.682625589947,4,14237.976797010102,0,,,,,14367.400531326968,,14361.020646374218,,14351.565659237725,,14229.719160579836,,14235.386021746739,14240.567572273463,14245.91181503768,14251.97192581086,14258.659700655493,14265.700068603268,14271.665182576628
ou_dyn847101,ou,,847101,53,14468.0,14446.0,False,overlapping_window,False,1,0,11,-1.2467509547787319,-0.16947400892406303,14342.0,14592.0,0.9318984498721126,0.5909693751434949,3,14379.873948022696,2,14486.30169738867,4,14454.918404618225,0,,,,,14392.515009415642,,14375.942684537744,,14379.873948022696,,14446.505429822053,,14452.499663152788,14457.337146083662,14463.087792361188,14469.131997406648,14476.149603856156,14483.265035646966,14489.338359130375
ou_dyn847101,ou,,847101,54,14916.0,14894.0,False,overlapping_window,False,1,1,8,-0.7815065019783125,-0.1307141097577246,14790.0,15040.0,0.43270633065150543,0.27142556931579825,0,,2,14935.104393473543,4,14903.407495609354,0,,,,,,,,,,,14895.001309070096,,14901.007284876268,14905.807706342439,14911.657405635164,14917.838798950745,14925.009168773548,14932.022008446274,14938.186778500813
ou_dyn847101,ou,,847101,55,15120.0,15092.0,False,overlapping_window,False,1,1,10,-0.9254441734295534,-0.14569254854064728,14994.0,15244.0,0.5734386983323961,0.2953166222864027,0,,2,15145.86404152124,4,15112.477677541669,2,15093.675552126708,False,,,,,,15091.093494467374,,15096.257609786042,15103.437859635049,,15109.870645462235,15115.0847096211,15121.106063730853,15127.487246132829,15135.43102818436,15142.743913555694,15148.984169486785
ou_dyn847101,ou,,847101,56,15338.0,15310.0,False,overlapping_window,False,0,0,13,-0.09924687391675653,-0.01978445880879319,15212.0,15462.0,0.8567915987166217,0.9074691145434585,3,15263.224759809416,2,15319.128168055737,4,15366.245115571133,2,15347.293903258445,False,False,False,,,15258.02107645558,15345.052836652798,15263.224759809416,15349.534969864093,15355.905496714378,15272.458553216662,15362.992515157572,15369.497715984695,15377.306976275731,15350.69766929306,15309.496099893837,15316.429213009082,15321.82712310239
ou_dyn847101,ou,,847101,57,15543.0,15524.0,False,overlapping_window,False,1,1,8,-0.02327571356610713,-0.004654302240445808,15418.0,15668.0,0.41437958318099505,0.25432118557890326,3,15531.749639497273,2,15550.598244735062,1,15565.239692851654,0,,,,,,,15526.605866242211,,15531.749639497273,,,15541.553400502195,,,15565.239692851654,15561.935701267503,15553.701900298824,15549.692762611427,15551.503726858697
ou_dyn847101,ou,,847101,58,15744.0,15722.0,False,overlapping_window,False,0,0,11,-0.2468494885201814,-0.04839097154182417,15618.0,15868.0,0.6054969812602327,0.7875629117990475,3,15831.143726225779,2,15764.444194964795,4,15732.575491037558,0,,,,,15838.986274510613,,15831.143726225779,,15825.583753227782,,15724.035106343516,,15730.033732259271,15735.117249815843,15740.978332400657,15747.332303690839,15754.569824643877,15761.4183595306,15767.470030398992
ou_dyn847101,ou,,847101,59,15958.0,15930.0,False,overlapping_window,False,1,-1,13,-0.10394045030794949,-0.02071354997685733,15832.0,16082.0,1.3143646526563235,0.9376627388201417,2,15840.901938665033,2,15992.225867630576,4,15954.078116447208,3,15935.374408686546,False,False,True,15841.559576887266,15939.304952604001,15840.244300442797,15934.598854572982,,15935.374408686546,15943.36049221052,,15950.797033323397,15957.35919957102,15964.829665484225,15972.124579449552,15980.920630390061,15988.669736192454,15995.781999068697
ou_dyn847101,ou,,847101,60,16265.0,16232.0,True,,False,0,1,12,0.03220084776637895,0.006437944550437689,16140.0,16390.0,0.4361242170264522,0.6372302794009249,2,16230.145360808317,2,16246.161871723663,4,16277.013723241756,2,16297.211772272836,False,False,False,,,,16298.584814174881,16226.20295579433,16295.838730370791,16287.703232480158,16234.087765822305,16280.62267298038,16273.404773503133,16266.06196291934,16260.652404308967,16253.585563740873,16248.165101597591,16244.158641849734
ou_dyn847101,ou,,847101,61,16525.0,16494.0,False,overlapping_window,False,0,1,11,0.5425593732649192,0.0989845743243238,16400.0,16650.0,0.34750579300174245,0.6393168780314229,0,,2,16499.771587722185,4,16528.630284586106,3,16554.792898562784,False,,,,16560.597644492504,,16554.792898562784,,16547.18860580016,16538.668585887273,,16531.71963109396,16525.540938078255,16518.594002445414,16512.41709638231,16505.690622034224,16500.497321117928,16499.045854326447
ou_dyn847101,ou,,847101,62,16755.0,16710.0,False,overlapping_window,False,0,1,15,0.41195469118056816,0.07802622510149916,16630.0,16880.0,0.41466096712588885,0.557758835950335,4,16742.582292005463,2,16750.872029594604,4,16769.488464009733,3,16792.61253560667,False,False,False,16754.283678851563,16797.717899182902,16745.38274467073,16792.61253560667,16739.781839340198,16786.02658990259,16778.456921492132,16730.267935320782,16772.08428693482,16766.892641084647,16761.028160480215,16754.91405743364,16749.347470185858,16747.464782796258,16754.279276392954
ou_dyn847101,ou,,847101,63,16997.0,16952.0,False,overlapping_window,False,0,1,15,0.43259124469688104,0.08149691458411276,16872.0,17122.0,0.30120757474592763,0.7193241398610237,4,17008.334013767613,2,16963.284426329585,4,16987.62435712634,3,17013.615143171133,False,True,False,17020.259119823386,17019.870132369728,17011.20990032973,17013.615143171133,17005.4581272055,17006.19969220609,16998.087731230346,16996.67986112509,16990.749664509523,16984.499049743154,16977.70702355587,16971.75564894039,16965.041971606042,16962.358935163327,16964.209917495842
ou_dyn847101,ou,,847101,64,17220.0,17192.0,False,overlapping_window,False,0,1,9,0.5180556300940863,0.09523958979334336,17094.0,17344.0,0.4151662274490134,0.5175389697117065,1,17230.561153106595,2,17210.387145872664,3,17210.552409632706,3,17231.803613211327,False,True,False,17230.561153106595,17239.07076258018,,17231.803613211327,,17223.120619270132,17216.738846176657,,17210.552409632706,17205.897840800993,,,,17207.471432049857,17213.30285969547
ou_dyn847101,ou,,847101,65,17475.0,17444.0,False,overlapping_window,False,0,0,15,0.5918664385267451,0.10624732842408853,17350.0,17600.0,0.7904021061907741,1.2828122373749633,4,17579.320619251135,2,17452.210699125997,4,17477.6486716822,3,17503.63851134123,False,True,False,17591.46527920492,17509.55060829812,17582.84649263392,17503.63851134123,17575.794745868352,17496.283769021626,17488.084565073594,17568.394536903917,17481.014809756678,17474.282533607722,17467.955595048505,17462.22023432938,17455.02994656073,17451.566858571878,17452.854539680116
ou_dyn847101,ou,,847101,66,17704.0,17672.0,False,overlapping_window,False,0,-1,15,1.4515140638874224,0.179198370097572,17578.0,17828.0,1.2304959181978021,1.3159953456275497,4,17583.760044261886,2,17681.820862828863,4,17707.72037018852,3,17732.856094387953,False,False,False,17592.92733174792,17739.33363516941,17585.009973211934,17732.856094387953,17582.510115311834,17725.749709337346,17717.275905993243,17580.51260938204,17710.63391105533,17704.806829321707,17698.31790098766,17691.82743061956,17684.975337747193,17680.38443841264,17683.257287245087
ou_dyn847101,ou,,847101,67,17963.0,17926.0,True,,False,0,-1,15,1.4710334229234343,0.1799548813257053,17838.0,18088.0,1.0030306445733888,1.066136624056154,4,17864.54574921487,2,17946.16933132088,4,17968.31143035825,3,17977.7443012369,False,False,False,17876.679496281147,17984.11170519987,17867.107190346345,17977.7443012369,17861.984308083393,17971.028095585065,17967.821628284262,17852.458108928648,17971.95168578176,17968.80123243224,17962.31738246309,17956.014706828282,17949.262911013782,17945.17329299758,17947.165369644186
ou_dyn847101,ou,,847101,68,18244.0,18212.0,False,overlapping_window,False,0,1,11,0.9569474837506609,0.14858243807159566,18118.0,18368.0,0.3375857660624907,0.6275556539559628,0,,2,18222.162944259682,4,18247.610431803558,3,18272.780973803518,False,,,,18279.409229904275,,18272.780973803518,,18265.656377065254,18257.47522091446,,18250.47116072281,18244.749702884306,18237.941245288206,18231.74430432659,18224.657335552693,18220.657404269525,18223.668484249836
ou_dyn847101,ou,,847101,69,18490.0,18458.0,False,overlapping_window,False,0,1,11,0.9061205254202225,0.14385300298370096,18364.0,18614.0,0.33447553303018224,0.6237173308505761,0,,2,18467.70156958379,4,18493.06431837284,3,18518.56339063821,False,,,,18524.592247335706,,18518.56339063821,,18511.251030803836,18502.889994016452,,18496.015854126512,18490.112782619166,18483.79014745582,18477.562943409095,18471.387699431853,18467.20216059029,18468.200978577293
ou_dyn847101,ou,,847101,70,18723.0,18692.0,False,overlapping_window,False,0,1,11,0.7756345897192302,0.13003878607642524,18598.0,18848.0,0.3250017369722877,0.6171407215035717,0,,2,18703.669186003113,4,18724.499887377417,3,18749.99179897286,False,,,,18756.323486901765,,18749.99179897286,,18742.696326143217,18734.41732042563,,18727.531882806026,18721.467891948807,18714.856790378482,18709.503191585478,18703.77236922763,18701.811917552073,18705.526454454153
ou_dyn847101,ou,,847101,71,18931.0,18888.0,False,overlapping_window,False,1,0,14,0.4633567612892887,0.08656322202530783,18806.0,19056.0,0.7596098200403189,0.6247725701503866,4,18873.080227487466,2,18932.931755789294,3,18948.268324850756,3,18930.622902212253,False,False,True,18885.27122785241,18935.975918776374,18875.932121675713,18930.622902212253,18870.228333299223,18923.369124113007,18916.985347559552,18861.202873240512,,18955.841177460872,18948.268324850756,18942.25458803894,18934.61820569108,18931.071389327346,18934.792122251245
ou_dyn847101,ou,,847101,72,19157.0,19124.0,False,overlapping_window,False,0,1,12,0.549185894914988,0.09998196150266751,19032.0,19282.0,0.5058227608608477,0.679508149884031,1,19117.309775834714,2,19140.111347784372,4,19163.606316568847,3,19189.516209873695,False,False,False,19117.309775834714,19195.514247087634,,19189.516209873695,,19182.175966874944,19173.81177927303,,19166.671040489597,19160.5415926481,19153.903727060828,19147.633064433558,19141.383397778285,19138.511982785123,19141.71071278362
ou_dyn847101,ou,,847101,73,19413.0,19382.0,False,overlapping_window,False,0,1,11,0.6083931589672034,0.10859900266341715,19288.0,19538.0,0.33389535425113853,0.6264064800053983,0,,2,19391.5402688987,4,19416.506725277148,3,19441.493282490497,False,,,,19447.881305508832,,19441.493282490497,,19433.69325311947,19426.620952875313,,19419.597222904566,19413.416227649734,19406.80216781505,19400.64307721207,19392.07392086794,19389.6582415533,19393.422296244098
ou_dyn847101,ou,,847101,74,19632.0,19588.0,False,overlapping_window,False,0,1,15,0.3502282556610612,0.06731559153308704,19506.0,19756.0,0.508775781105576,0.6465280910441935,4,19605.64677559003,2,19626.799382036697,4,19648.05954269405,3,19673.458605844837,False,False,False,19617.68708537422,19679.960677613657,19608.590367330133,19673.458605844837,19602.703183849928,19666.132000303292,19657.911747302274,19593.662827491495,19651.10784133242,19645.011244055677,19638.462465867593,19632.03872254388,19626.27123133465,19624.99827954299,19628.600484530405
ou_dyn847101,ou,,847101,75,19886.0,19844.0,False,overlapping_window,False,0,0,15,0.17226451639723536,0.03411610317561036,19760.0,20010.0,0.550204952148729,0.9441334183407868,4,19940.214401601006,2,19857.561409551556,4,19875.9143944534,3,19903.13397770362,False,True,False,19955.756608481275,19909.40968349321,19943.64534547591,19903.13397770362,19936.783457726102,19895.420266071913,19886.456077646042,19927.22380316382,19879.211479715566,19872.61730919123,19865.7803298451,19860.49267116658,19855.089604507055,19856.069040317496,19859.053778785616
ou_dyn847101,ou,,847101,76,20115.0,20078.0,False,overlapping_window,False,0,0,15,-0.025663755623829512,-0.005131624563086416,19990.0,20240.0,0.8792948988934965,1.3468278218564655,4,20229.844879308228,2,20092.64262027464,4,20118.312598954682,3,20137.991791437813,False,True,False,20230.48205029136,20143.562019438297,20232.962442414824,20137.991791437813,20229.2077083251,20130.99469122326,20124.340547445892,20221.061111456336,20119.326732696645,20117.29846521272,20112.258928939325,20106.295721783314,20099.682370881128,20094.415270146274,20090.869970403008
ou_dyn847101,ou,,847101,77,20349.0,20318.0,False,overlapping_window,False,0,-1,15,0.010898019379376359,0.0021795175917626347,20224.0,20474.0,1.1744271575393423,1.2733628936922408,4,20234.834302530064,2,20327.617415372013,4,20352.32863788218,3,20378.29464528008,False,False,False,20246.85508914043,20384.498527904787,20236.678314144076,20378.29464528008,20232.990290916056,20370.86991617635,20362.41411659373,20229.352910702157,20355.338940259844,20349.318335504515,20342.422911218786,20336.097276352004,20329.237309229822,20325.693369984314,20329.541460759712
ou_dyn847101,ou,,847101,78,20579.0,20536.0,False,overlapping_window,False,0,1,15,-0.09298828030543838,-0.018544237284679573,20454.0,20704.0,0.4969831737131967,0.6565977166102615,4,20553.247898355836,2,20566.32780534048,4,20595.339683165766,3,20621.10039134465,False,False,False,20565.05618691305,20627.7278715618,20555.873670336718,20621.10039134465,20550.622126374954,20613.922175005075,20605.620906603413,20543.90423081627,20598.41220783582,20592.267158495717,20585.53455283842,20579.29912524551,20572.121147099417,20567.29501979249,20565.36059088847
ou_dyn847101,ou,,847101,79,21146.0,21124.0,True,,False,1,1,8,-0.6113438170212978,-0.10901447088892154,21020.0,21270.0,0.4363077220331889,0.27080726390264886,0,,2,21164.628884213944,4,21132.394963196726,0,,,,,,,,,,,21123.761749166042,,21129.790140416935,21134.99978597652,21140.483315434667,21146.942287198053,21154.532553263165,21161.573471019678,21167.68429740821
ou_dyn847101,ou,,847101,80,21420.0,21382.0,False,overlapping_window,False,0,1,12,-1.025416602665805,-0.15441271296519687,21294.0,21544.0,0.46250643205217956,0.40152281104629983,4,21432.065146709378,2,21429.8864127058,4,21400.361513036027,0,,,,,21444.838773567604,,21435.428875409765,,21428.701418008986,,21392.487649957882,21420.284481364295,21398.05074456837,21402.67228150368,21407.850200792735,21413.57434220718,21420.29164810568,21426.841164524994,21432.931660886607
ou_dyn847101,ou,,847101,81,21655.0,21622.0,False,overlapping_window,False,1,-1,13,-1.404269731575854,-0.1772542159891713,21530.0,21780.0,0.7781185613918762,0.8330158327079387,2,21774.98074711173,2,21684.768792370647,4,21650.619608696637,3,21638.740617051957,False,False,False,21773.23230076256,21644.91344706196,21776.729193460902,21638.740617051957,,21635.644491914012,21641.61741908179,,21647.46777267523,21653.771444718048,21659.894177540216,21666.33535691594,21674.278741909686,21681.42208679654,21688.115497944753
ou_dyn847101,ou,,847101,82,21883.0,21864.0,False,overlapping_window,False,1,-1,13,-1.482179804069101,-0.18037511689170757,21758.0,22008.0,1.0808833111045368,0.7755735031858795,4,21794.637046646807,2,21887.534246744486,4,21881.896612387754,1,21866.64101892211,False,False,True,21783.641099263466,,21792.097353194327,,21797.176740099287,21866.64101892211,21873.14601236476,21806.435596688716,21879.305665014253,21884.487559761255,21890.37627675537,21896.888689433737,21906.317864974433,21915.56500284417,21859.503490644805
ou_dyn847101,ou,,847101,83,22379.0,22354.0,True,,False,1,1,9,-1.122683579989309,-0.16170006639815293,22254.0,22504.0,0.5034208449930391,0.25289220934447065,0,,2,22400.418167900534,4,22368.031040149537,1,22350.97466774814,False,,,,22350.97466774814,,,,,22358.89477196535,,22365.219591263627,22370.84248903545,22376.40896744085,22382.443938945642,22389.94119501652,22397.206427216574,22403.6299085845
ou_dyn847101,ou,,847101,84,23093.0,23068.0,False,overlapping_window,False,1,1,9,-1.027294955969064,-0.15456423313747059,22968.0,23218.0,0.5629504699440732,0.29220049481651944,0,,2,23115.563395268277,4,23082.330033792583,1,23058.715107501175,False,,,,23058.715107501175,,,,,23073.45049910351,,23079.568650717447,23085.091416867723,23090.915977737044,23097.308457555806,23105.106250185658,23112.48612521971,23118.64066531684
ou_dyn847101,ou,,847101,85,23310.0,23282.0,False,overlapping_window,False,1,1,10,-1.0936004127394596,-0.15963769530575656,23184.0,23434.0,0.46552143207921864,0.28321436212445994,2,23293.43577912374,2,23336.382760597655,4,23303.98602122694,0,,,,,,,,,23294.60404186154,,23295.714148635965,23292.267516385942,23301.519294759,23306.45274769488,23311.763459095062,23318.11737488291,23325.558278091623,23332.75014496115,23340.01537623416
ou_dyn847101,ou,,847101,86,23531.0,23494.0,False,overlapping_window,False,1,0,13,-1.1673252251082284,-0.16468256214443394,23406.0,23656.0,0.9163610964443976,0.5206972520802632,4,23511.401167923505,2,23566.959684053912,4,23535.74276205887,1,23469.205725560263,False,False,True,23522.436597335298,23469.205725560263,23514.21006755675,,23508.592268290264,,23528.05175168865,23500.206848509228,23533.463986668445,23538.021537449302,23543.657235155868,23549.763623558047,23557.04889045691,23563.892474409975,23570.02689369785
