job,phase,z,kind,mode,contact,n,patient_fraction,model_fraction
fixed_zero_dyn847102,continuous,0.0,fixed,0,SCL9,20,0.6775170325510976,0.65
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL11,20,0.8239212717638152,0.75
fixed_zero_dyn847102,continuous,0.0,fixed,0,SCL8,20,0.8310370931112794,0.45
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL10,20,0.8405753217259652,0.75
fixed_zero_dyn847102,continuous,0.0,fixed,0,SCL7,20,0.8449659348978047,0.45
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL9,20,0.8514761544284632,0.9
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL8,20,0.8535957607872824,1.0
fixed_zero_dyn847102,continuous,0.0,fixed,0,SCL6,20,0.7087055261165783,0.35
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL7,20,0.6687358062074186,0.9
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL6,20,0.4834216502649508,0.95
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL5,20,0.6319454958364875,0.95
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL4,20,0.851778955336866,0.95
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL3,20,0.863890991672975,0.9
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL2,20,0.8146858440575322,0.9
fixed_zero_dyn847102,continuous,0.0,fixed,0,ICL1,20,0.7751703255109765,0.95
fixed_zero_dyn847102,continuous,0.0,fixed,1,SCL9,15,0.7913406760349412,0.8
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL11,15,0.8876566654006837,0.4
fixed_zero_dyn847102,continuous,0.0,fixed,1,SCL8,15,0.9051272312951006,0.8666666666666667
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL10,15,0.8992783896695784,0.5333333333333333
fixed_zero_dyn847102,continuous,0.0,fixed,1,SCL7,15,0.9323205469046715,0.6
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL9,15,0.9011773642233194,0.6666666666666666
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL8,15,0.8823395366502089,1.0
fixed_zero_dyn847102,continuous,0.0,fixed,1,SCL6,15,0.8318268135206989,0.4666666666666667
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL7,15,0.7187998480820357,1.0
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL6,15,0.5595898214963919,0.9333333333333333
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL5,15,0.7086213444739841,0.9333333333333333
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL4,15,0.9535890619065704,0.9333333333333333
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL3,15,0.9640714014432207,1.0
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL2,15,0.8575769084694265,1.0
fixed_zero_dyn847102,continuous,0.0,fixed,1,ICL1,15,0.7690087352829472,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,SCL9,1,0.6775170325510976,0.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL11,1,0.8239212717638152,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,SCL8,1,0.8310370931112794,0.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL10,1,0.8405753217259652,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,SCL7,1,0.8449659348978047,0.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL9,1,0.8514761544284632,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL8,1,0.8535957607872824,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,SCL6,1,0.7087055261165783,0.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL7,1,0.6687358062074186,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL6,1,0.4834216502649508,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL5,1,0.6319454958364875,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL4,1,0.851778955336866,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL3,1,0.863890991672975,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL2,1,0.8146858440575322,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,0,ICL1,1,0.7751703255109765,1.0
fixed_p050_dyn847102,fixed,0.5,fixed,1,SCL9,0,0.7913406760349412,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL11,0,0.8876566654006837,
fixed_p050_dyn847102,fixed,0.5,fixed,1,SCL8,0,0.9051272312951006,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL10,0,0.8992783896695784,
fixed_p050_dyn847102,fixed,0.5,fixed,1,SCL7,0,0.9323205469046715,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL9,0,0.9011773642233194,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL8,0,0.8823395366502089,
fixed_p050_dyn847102,fixed,0.5,fixed,1,SCL6,0,0.8318268135206989,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL7,0,0.7187998480820357,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL6,0,0.5595898214963919,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL5,0,0.7086213444739841,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL4,0,0.9535890619065704,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL3,0,0.9640714014432207,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL2,0,0.8575769084694265,
fixed_p050_dyn847102,fixed,0.5,fixed,1,ICL1,0,0.7690087352829472,
fixed_p100_dyn847102,fixed,1.0,fixed,0,SCL9,1,0.6775170325510976,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL11,1,0.8239212717638152,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,SCL8,1,0.8310370931112794,0.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL10,1,0.8405753217259652,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,SCL7,1,0.8449659348978047,0.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL9,1,0.8514761544284632,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL8,1,0.8535957607872824,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,SCL6,1,0.7087055261165783,0.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL7,1,0.6687358062074186,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL6,1,0.4834216502649508,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL5,1,0.6319454958364875,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL4,1,0.851778955336866,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL3,1,0.863890991672975,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL2,1,0.8146858440575322,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,0,ICL1,1,0.7751703255109765,1.0
fixed_p100_dyn847102,fixed,1.0,fixed,1,SCL9,0,0.7913406760349412,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL11,0,0.8876566654006837,
fixed_p100_dyn847102,fixed,1.0,fixed,1,SCL8,0,0.9051272312951006,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL10,0,0.8992783896695784,
fixed_p100_dyn847102,fixed,1.0,fixed,1,SCL7,0,0.9323205469046715,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL9,0,0.9011773642233194,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL8,0,0.8823395366502089,
fixed_p100_dyn847102,fixed,1.0,fixed,1,SCL6,0,0.8318268135206989,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL7,0,0.7187998480820357,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL6,0,0.5595898214963919,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL5,0,0.7086213444739841,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL4,0,0.9535890619065704,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL3,0,0.9640714014432207,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL2,0,0.8575769084694265,
fixed_p100_dyn847102,fixed,1.0,fixed,1,ICL1,0,0.7690087352829472,
ou_dyn847102,continuous,,ou,0,SCL9,7,0.6775170325510976,0.7142857142857143
ou_dyn847102,continuous,,ou,0,ICL11,7,0.8239212717638152,0.8571428571428571
ou_dyn847102,continuous,,ou,0,SCL8,7,0.8310370931112794,0.7142857142857143
ou_dyn847102,continuous,,ou,0,ICL10,7,0.8405753217259652,0.8571428571428571
ou_dyn847102,continuous,,ou,0,SCL7,7,0.8449659348978047,0.2857142857142857
ou_dyn847102,continuous,,ou,0,ICL9,7,0.8514761544284632,0.8571428571428571
ou_dyn847102,continuous,,ou,0,ICL8,7,0.8535957607872824,1.0
ou_dyn847102,continuous,,ou,0,SCL6,7,0.7087055261165783,0.14285714285714285
ou_dyn847102,continuous,,ou,0,ICL7,7,0.6687358062074186,1.0
ou_dyn847102,continuous,,ou,0,ICL6,7,0.4834216502649508,0.8571428571428571
ou_dyn847102,continuous,,ou,0,ICL5,7,0.6319454958364875,0.8571428571428571
ou_dyn847102,continuous,,ou,0,ICL4,7,0.851778955336866,0.8571428571428571
ou_dyn847102,continuous,,ou,0,ICL3,7,0.863890991672975,1.0
ou_dyn847102,continuous,,ou,0,ICL2,7,0.8146858440575322,1.0
ou_dyn847102,continuous,,ou,0,ICL1,7,0.7751703255109765,1.0
ou_dyn847102,continuous,,ou,1,SCL9,9,0.7913406760349412,0.8888888888888888
ou_dyn847102,continuous,,ou,1,ICL11,9,0.8876566654006837,0.3333333333333333
ou_dyn847102,continuous,,ou,1,SCL8,9,0.9051272312951006,0.5555555555555556
ou_dyn847102,continuous,,ou,1,ICL10,9,0.8992783896695784,0.2222222222222222
ou_dyn847102,continuous,,ou,1,SCL7,9,0.9323205469046715,0.5555555555555556
ou_dyn847102,continuous,,ou,1,ICL9,9,0.9011773642233194,0.5555555555555556
ou_dyn847102,continuous,,ou,1,ICL8,9,0.8823395366502089,1.0
ou_dyn847102,continuous,,ou,1,SCL6,9,0.8318268135206989,0.7777777777777778
ou_dyn847102,continuous,,ou,1,ICL7,9,0.7187998480820357,0.8888888888888888
ou_dyn847102,continuous,,ou,1,ICL6,9,0.5595898214963919,0.8888888888888888
ou_dyn847102,continuous,,ou,1,ICL5,9,0.7086213444739841,1.0
ou_dyn847102,continuous,,ou,1,ICL4,9,0.9535890619065704,0.8888888888888888
ou_dyn847102,continuous,,ou,1,ICL3,9,0.9640714014432207,0.8888888888888888
ou_dyn847102,continuous,,ou,1,ICL2,9,0.8575769084694265,1.0
ou_dyn847102,continuous,,ou,1,ICL1,9,0.7690087352829472,1.0
fixed_m100_dyn847103,fixed,-1.0,fixed,0,SCL9,0,0.6775170325510976,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL11,0,0.8239212717638152,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,SCL8,0,0.8310370931112794,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL10,0,0.8405753217259652,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,SCL7,0,0.8449659348978047,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL9,0,0.8514761544284632,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL8,0,0.8535957607872824,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,SCL6,0,0.7087055261165783,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL7,0,0.6687358062074186,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL6,0,0.4834216502649508,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL5,0,0.6319454958364875,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL4,0,0.851778955336866,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL3,0,0.863890991672975,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL2,0,0.8146858440575322,
fixed_m100_dyn847103,fixed,-1.0,fixed,0,ICL1,0,0.7751703255109765,
fixed_m100_dyn847103,fixed,-1.0,fixed,1,SCL9,3,0.7913406760349412,0.3333333333333333
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL11,3,0.8876566654006837,0.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,SCL8,3,0.9051272312951006,0.3333333333333333
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL10,3,0.8992783896695784,0.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,SCL7,3,0.9323205469046715,0.3333333333333333
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL9,3,0.9011773642233194,0.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL8,3,0.8823395366502089,1.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,SCL6,3,0.8318268135206989,0.6666666666666666
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL7,3,0.7187998480820357,1.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL6,3,0.5595898214963919,1.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL5,3,0.7086213444739841,1.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL4,3,0.9535890619065704,1.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL3,3,0.9640714014432207,1.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL2,3,0.8575769084694265,1.0
fixed_m100_dyn847103,fixed,-1.0,fixed,1,ICL1,3,0.7690087352829472,1.0
fixed_m050_dyn847103,fixed,-0.5,fixed,0,SCL9,0,0.6775170325510976,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL11,0,0.8239212717638152,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,SCL8,0,0.8310370931112794,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL10,0,0.8405753217259652,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,SCL7,0,0.8449659348978047,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL9,0,0.8514761544284632,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL8,0,0.8535957607872824,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,SCL6,0,0.7087055261165783,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL7,0,0.6687358062074186,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL6,0,0.4834216502649508,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL5,0,0.6319454958364875,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL4,0,0.851778955336866,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL3,0,0.863890991672975,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL2,0,0.8146858440575322,
fixed_m050_dyn847103,fixed,-0.5,fixed,0,ICL1,0,0.7751703255109765,
fixed_m050_dyn847103,fixed,-0.5,fixed,1,SCL9,2,0.7913406760349412,0.5
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL11,2,0.8876566654006837,0.5
fixed_m050_dyn847103,fixed,-0.5,fixed,1,SCL8,2,0.9051272312951006,0.5
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL10,2,0.8992783896695784,0.5
fixed_m050_dyn847103,fixed,-0.5,fixed,1,SCL7,2,0.9323205469046715,0.5
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL9,2,0.9011773642233194,1.0
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL8,2,0.8823395366502089,0.5
fixed_m050_dyn847103,fixed,-0.5,fixed,1,SCL6,2,0.8318268135206989,1.0
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL7,2,0.7187998480820357,0.5
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL6,2,0.5595898214963919,1.0
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL5,2,0.7086213444739841,1.0
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL4,2,0.9535890619065704,1.0
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL3,2,0.9640714014432207,1.0
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL2,2,0.8575769084694265,1.0
fixed_m050_dyn847103,fixed,-0.5,fixed,1,ICL1,2,0.7690087352829472,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,SCL9,3,0.6775170325510976,0.3333333333333333
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL11,3,0.8239212717638152,0.3333333333333333
fixed_zero_dyn847103,fixed,0.0,fixed,0,SCL8,3,0.8310370931112794,0.3333333333333333
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL10,3,0.8405753217259652,0.3333333333333333
fixed_zero_dyn847103,fixed,0.0,fixed,0,SCL7,3,0.8449659348978047,0.6666666666666666
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL9,3,0.8514761544284632,0.3333333333333333
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL8,3,0.8535957607872824,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,SCL6,3,0.7087055261165783,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL7,3,0.6687358062074186,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL6,3,0.4834216502649508,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL5,3,0.6319454958364875,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL4,3,0.851778955336866,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL3,3,0.863890991672975,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL2,3,0.8146858440575322,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,0,ICL1,3,0.7751703255109765,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,SCL9,1,0.7913406760349412,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL11,1,0.8876566654006837,0.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,SCL8,1,0.9051272312951006,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL10,1,0.8992783896695784,0.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,SCL7,1,0.9323205469046715,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL9,1,0.9011773642233194,0.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL8,1,0.8823395366502089,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,SCL6,1,0.8318268135206989,0.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL7,1,0.7187998480820357,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL6,1,0.5595898214963919,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL5,1,0.7086213444739841,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL4,1,0.9535890619065704,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL3,1,0.9640714014432207,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL2,1,0.8575769084694265,1.0
fixed_zero_dyn847103,fixed,0.0,fixed,1,ICL1,1,0.7690087352829472,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,0,SCL9,18,0.6775170325510976,0.5555555555555556
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL11,18,0.8239212717638152,0.6666666666666666
fixed_zero_dyn847103,continuous,0.0,fixed,0,SCL8,18,0.8310370931112794,0.5
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL10,18,0.8405753217259652,0.6111111111111112
fixed_zero_dyn847103,continuous,0.0,fixed,0,SCL7,18,0.8449659348978047,0.6111111111111112
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL9,18,0.8514761544284632,0.7777777777777778
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL8,18,0.8535957607872824,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,0,SCL6,18,0.7087055261165783,0.6111111111111112
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL7,18,0.6687358062074186,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL6,18,0.4834216502649508,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL5,18,0.6319454958364875,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL4,18,0.851778955336866,0.9444444444444444
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL3,18,0.863890991672975,0.8888888888888888
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL2,18,0.8146858440575322,0.8888888888888888
fixed_zero_dyn847103,continuous,0.0,fixed,0,ICL1,18,0.7751703255109765,0.9444444444444444
fixed_zero_dyn847103,continuous,0.0,fixed,1,SCL9,17,0.7913406760349412,0.6470588235294118
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL11,17,0.8876566654006837,0.17647058823529413
fixed_zero_dyn847103,continuous,0.0,fixed,1,SCL8,17,0.9051272312951006,0.5882352941176471
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL10,17,0.8992783896695784,0.29411764705882354
fixed_zero_dyn847103,continuous,0.0,fixed,1,SCL7,17,0.9323205469046715,0.47058823529411764
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL9,17,0.9011773642233194,0.5294117647058824
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL8,17,0.8823395366502089,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,1,SCL6,17,0.8318268135206989,0.4117647058823529
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL7,17,0.7187998480820357,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL6,17,0.5595898214963919,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL5,17,0.7086213444739841,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL4,17,0.9535890619065704,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL3,17,0.9640714014432207,1.0
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL2,17,0.8575769084694265,0.9411764705882353
fixed_zero_dyn847103,continuous,0.0,fixed,1,ICL1,17,0.7690087352829472,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,SCL9,4,0.6775170325510976,0.75
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL11,4,0.8239212717638152,0.5
fixed_p050_dyn847103,fixed,0.5,fixed,0,SCL8,4,0.8310370931112794,0.75
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL10,4,0.8405753217259652,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,SCL7,4,0.8449659348978047,0.75
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL9,4,0.8514761544284632,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL8,4,0.8535957607872824,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,SCL6,4,0.7087055261165783,0.75
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL7,4,0.6687358062074186,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL6,4,0.4834216502649508,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL5,4,0.6319454958364875,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL4,4,0.851778955336866,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL3,4,0.863890991672975,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL2,4,0.8146858440575322,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,0,ICL1,4,0.7751703255109765,1.0
fixed_p050_dyn847103,fixed,0.5,fixed,1,SCL9,0,0.7913406760349412,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL11,0,0.8876566654006837,
fixed_p050_dyn847103,fixed,0.5,fixed,1,SCL8,0,0.9051272312951006,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL10,0,0.8992783896695784,
fixed_p050_dyn847103,fixed,0.5,fixed,1,SCL7,0,0.9323205469046715,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL9,0,0.9011773642233194,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL8,0,0.8823395366502089,
fixed_p050_dyn847103,fixed,0.5,fixed,1,SCL6,0,0.8318268135206989,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL7,0,0.7187998480820357,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL6,0,0.5595898214963919,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL5,0,0.7086213444739841,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL4,0,0.9535890619065704,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL3,0,0.9640714014432207,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL2,0,0.8575769084694265,
fixed_p050_dyn847103,fixed,0.5,fixed,1,ICL1,0,0.7690087352829472,
fixed_p100_dyn847103,fixed,1.0,fixed,0,SCL9,3,0.6775170325510976,0.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL11,3,0.8239212717638152,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,SCL8,3,0.8310370931112794,0.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL10,3,0.8405753217259652,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,SCL7,3,0.8449659348978047,0.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL9,3,0.8514761544284632,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL8,3,0.8535957607872824,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,SCL6,3,0.7087055261165783,0.3333333333333333
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL7,3,0.6687358062074186,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL6,3,0.4834216502649508,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL5,3,0.6319454958364875,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL4,3,0.851778955336866,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL3,3,0.863890991672975,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL2,3,0.8146858440575322,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,0,ICL1,3,0.7751703255109765,1.0
fixed_p100_dyn847103,fixed,1.0,fixed,1,SCL9,0,0.7913406760349412,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL11,0,0.8876566654006837,
fixed_p100_dyn847103,fixed,1.0,fixed,1,SCL8,0,0.9051272312951006,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL10,0,0.8992783896695784,
fixed_p100_dyn847103,fixed,1.0,fixed,1,SCL7,0,0.9323205469046715,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL9,0,0.9011773642233194,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL8,0,0.8823395366502089,
fixed_p100_dyn847103,fixed,1.0,fixed,1,SCL6,0,0.8318268135206989,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL7,0,0.7187998480820357,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL6,0,0.5595898214963919,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL5,0,0.7086213444739841,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL4,0,0.9535890619065704,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL3,0,0.9640714014432207,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL2,0,0.8575769084694265,
fixed_p100_dyn847103,fixed,1.0,fixed,1,ICL1,0,0.7690087352829472,
ou_dyn847103,continuous,,ou,0,SCL9,4,0.6775170325510976,0.5
