name,eta_m,seed,reused_baseline,status,source,source_duration_s,display_duration_s,mode,first_onset_s,first_confirmation_s,second_onset_s,Z_release_s,release_to_second_onset_s,recovery_confirmation_s,recovery_confirmation_after_release_s,recovery_mechanism,finite_events_before,finite_events_after_recovery,finite_event_duration_before_s,finite_event_duration_after_s,postrecovery_quiet_fraction,first_onset_Z,first_onset_M_feedback,preserves_finite_events_recovery_and_reentry,scientific_limits,delta_first_onset_s,delta_release_to_second_onset_s,delta_display_duration_s
baseline_s9108401,0.005,9108401,True,COMPLETE,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/fig5_m_overnight_exploration_20260913/early_Z_lookup_dense_figures/runs/early_z_refill_s9108401,37.5,29.09,Z_REFILL_RECURRENT_HIGH,10.590000000000002,10.790000000000001,26.89,13.8,13.09,15.200000000000001,1.4000000000000004,EXTERNAL_Z,47,51,"[0.07999999999999999, 0.08000000000000002, 0.07, 0.08999999999999997, 0.07999999999999996, 0.1499999999999999, 0.10999999999999988, 0.09999999999999987, 0.08999999999999986, 0.07999999999999985, 0.14000000000000012, 0.10000000000000009, 0.10000000000000009, 0.14000000000000012, 0.10000000000000009, 0.08000000000000007, 0.10999999999999988, 0.08000000000000007, 0.11000000000000032, 0.11000000000000032, 0.14999999999999947, 0.16000000000000014, 0.08000000000000007, 0.09000000000000075, 0.09000000000000075, 0.10000000000000053, 0.05999999999999961, 0.11000000000000032, 0.08000000000000007, 0.08999999999999986, 0.05999999999999961, 0.08999999999999986, 0.09000000000000075, 0.08999999999999986, 0.040000000000000036, 0.10999999999999943, 0.10000000000000053, 0.07000000000000028, 0.15000000000000036, 0.11999999999999922, 0.08999999999999986, 0.08000000000000007, 0.08999999999999986, 0.13000000000000078, 0.03999999999999915, 0.22000000000000064, 0.20000000000000107]","[0.13000000000000078, 0.030000000000001137, 0.02999999999999936, 0.08000000000000007, 0.08999999999999986, 0.08999999999999986, 0.05000000000000071, 0.08999999999999986, 0.09999999999999787, 0.08999999999999986, 0.07000000000000028, 0.03999999999999915, 0.060000000000002274, 0.07000000000000028, 0.05999999999999872, 0.0799999999999983, 0.14999999999999858, 0.09999999999999787, 0.09000000000000341, 0.14999999999999858, 0.11999999999999744, 0.16000000000000014, 0.18999999999999773, 0.17999999999999972, 0.07000000000000028, 0.07000000000000028, 0.16000000000000014, 0.16000000000000014, 0.060000000000002274, 0.14999999999999858, 0.16000000000000014, 0.08999999999999986, 0.10999999999999943, 0.10999999999999943, 0.16999999999999815, 0.0799999999999983, 0.08000000000000185, 0.14999999999999858, 0.0799999999999983, 0.08000000000000185, 0.08999999999999986, 0.3299999999999983, 0.10999999999999943, 0.06999999999999673, 0.120000000000001, 0.23999999999999844, 0.26000000000000156, 0.129999999999999, 0.14000000000000057, 0.259999999999998, 0.08999999999999986]",0.4414029084687767,0.7450603632087134,0.34685824565725903,True,Fixed-topology paired-noise timing assay; high rate does not establish HFO/ictal oscillation; external Z recovery is not autonomous termination.,0.0,0.0,0.0
baseline_s9108402,0.005,9108402,True,COMPLETE,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/fig5_m_overnight_exploration_20260913/early_z_refill_branches/runs/early_z_refill_s9108402,39.0,30.67,Z_REFILL_RECURRENT_HIGH,13.740000000000002,13.940000000000001,28.470000000000002,16.95,11.520000000000003,18.35,1.4000000000000021,EXTERNAL_Z,54,43,"[0.07999999999999999, 0.09999999999999998, 0.10999999999999999, 0.1100000000000001, 0.09000000000000008, 0.1200000000000001, 0.13000000000000012, 0.06000000000000005, 0.10999999999999988, 0.10000000000000009, 0.08000000000000007, 0.16000000000000014, 0.11000000000000032, 0.0900000000000003, 0.1599999999999997, 0.11999999999999966, 0.050000000000000266, 0.1299999999999999, 0.1299999999999999, 0.11000000000000032, 0.10000000000000053, 0.07000000000000028, 0.08000000000000007, 0.08000000000000007, 0.10000000000000053, 0.15999999999999925, 0.08000000000000007, 0.20999999999999996, 0.08000000000000007, 0.09000000000000075, 0.0600000000000005, 0.09999999999999964, 0.16000000000000014, 0.13999999999999968, 0.10000000000000053, 0.09999999999999964, 0.13000000000000078, 0.14000000000000057, 0.16000000000000014, 0.06999999999999851, 0.08999999999999986, 0.1899999999999995, 0.1800000000000015, 0.11000000000000121, 0.14000000000000057, 0.11000000000000121, 0.10999999999999943, 0.120000000000001, 0.14000000000000057, 0.10999999999999943, 0.20000000000000107, 0.15000000000000036, 0.10999999999999943, 0.09999999999999964]","[0.0799999999999983, 0.11999999999999744, 0.08999999999999986, 0.16999999999999815, 0.10000000000000142, 0.10999999999999943, 0.09999999999999787, 0.10000000000000142, 0.060000000000002274, 0.129999999999999, 0.10000000000000142, 0.08999999999999986, 0.16999999999999815, 0.1999999999999993, 0.15000000000000213, 0.0799999999999983, 0.10000000000000142, 0.09999999999999787, 0.14999999999999858, 0.16999999999999815, 0.129999999999999, 0.07000000000000028, 0.06999999999999673, 0.03999999999999915, 0.0799999999999983, 0.17999999999999972, 0.129999999999999, 0.14000000000000057, 0.14000000000000057, 0.07000000000000028, 0.05000000000000071, 0.10999999999999943, 0.08000000000000185, 0.07000000000000028, 0.14999999999999858, 0.129999999999999, 0.08999999999999986, 0.07000000000000028, 0.08999999999999986, 0.08999999999999986, 0.10000000000000142, 0.09999999999999787, 0.0799999999999983]",0.48221343873517786,0.7409729383064256,0.25688119549450744,True,Fixed-topology paired-noise timing assay; high rate does not establish HFO/ictal oscillation; external Z recovery is not autonomous termination.,0.0,0.0,0.0
eta0.0025_s9108401,0.0025,9108401,False,COMPLETE,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/weaker_M_onset_paired_20260914/runs/eta0.0025_s9108401,25.0,24.580000000000002,Z_REFILL_RECURRENT_HIGH,10.100000000000001,10.3,22.380000000000003,13.31,9.070000000000002,14.72,1.4100000000000001,EXTERNAL_Z,47,34,"[0.07999999999999999, 0.08000000000000002, 0.07, 0.09999999999999998, 0.07999999999999996, 0.09999999999999998, 0.040000000000000036, 0.1299999999999999, 0.09000000000000008, 0.09999999999999987, 0.09999999999999987, 0.14000000000000012, 0.08999999999999986, 0.08000000000000007, 0.13999999999999968, 0.06000000000000005, 0.1299999999999999, 0.1499999999999999, 0.10999999999999988, 0.1200000000000001, 0.050000000000000266, 0.1200000000000001, 0.0699999999999994, 0.05999999999999961, 0.040000000000000036, 0.08000000000000007, 0.0600000000000005, 0.09999999999999964, 0.07000000000000028, 0.08000000000000007, 0.09000000000000075, 0.2400000000000002, 0.09999999999999964, 0.05999999999999961, 0.10000000000000053, 0.08999999999999986, 0.08999999999999986, 0.11000000000000032, 0.20999999999999996, 0.14000000000000057, 0.11999999999999922, 0.09999999999999964, 0.16999999999999993, 0.0799999999999983, 0.08000000000000007, 0.07000000000000028, 0.17999999999999972]","[0.03999999999999915, 0.07000000000000028, 0.05000000000000071, 0.10999999999999943, 0.11999999999999922, 0.07000000000000028, 0.14999999999999858, 0.14999999999999858, 0.0799999999999983, 0.10999999999999943, 0.08000000000000185, 0.07000000000000028, 0.04999999999999716, 0.08999999999999986, 0.18999999999999773, 0.10000000000000142, 0.08999999999999986, 0.08999999999999986, 0.09999999999999787, 0.120000000000001, 0.0799999999999983, 0.08999999999999986, 0.05999999999999872, 0.060000000000002274, 0.05999999999999872, 0.07000000000000028, 0.03999999999999915, 0.10999999999999943, 0.120000000000001, 0.23000000000000043, 0.19000000000000128, 0.0799999999999983, 0.03999999999999915, 0.3099999999999987]",0.45039164490861616,0.7413397535570616,0.1839187613571099,True,Fixed-topology paired-noise timing assay; high rate does not establish HFO/ictal oscillation; external Z recovery is not autonomous termination.,-0.4900000000000002,-4.019999999999998,-4.509999999999998
eta0.0025_s9108402,0.0025,9108402,False,COMPLETE,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/weaker_M_onset_paired_20260914/runs/eta0.0025_s9108402,28.5,28.1,Z_REFILL_RECURRENT_HIGH,11.13,11.33,25.900000000000002,14.34,11.560000000000002,15.74,1.4000000000000004,EXTERNAL_Z,43,51,"[0.07999999999999999, 0.09999999999999998, 0.10999999999999999, 0.1100000000000001, 0.09000000000000008, 0.09000000000000008, 0.050000000000000044, 0.030000000000000027, 0.10999999999999988, 0.13000000000000034, 0.03999999999999959, 0.10999999999999988, 0.1200000000000001, 0.08999999999999986, 0.0900000000000003, 0.08999999999999986, 0.16000000000000014, 0.10000000000000053, 0.08000000000000007, 0.08000000000000007, 0.15000000000000036, 0.11000000000000032, 0.13999999999999968, 0.1299999999999999, 0.14000000000000057, 0.1299999999999999, 0.16000000000000014, 0.040000000000000036, 0.1800000000000006, 0.13999999999999968, 0.08999999999999986, 0.15000000000000036, 0.08000000000000007, 0.09999999999999964, 0.14000000000000057, 0.1999999999999993, 0.09999999999999964, 0.08000000000000007, 0.08999999999999986, 0.16000000000000014, 0.15000000000000036, 0.16999999999999993, 0.09999999999999964]","[0.08000000000000007, 0.05999999999999872, 0.08000000000000185, 0.13000000000000256, 0.08000000000000185, 0.0799999999999983, 0.0799999999999983, 0.14999999999999858, 0.08999999999999986, 0.07000000000000028, 0.0400000000000027, 0.08999999999999986, 0.10000000000000142, 0.08999999999999986, 0.030000000000001137, 0.14999999999999858, 0.05000000000000071, 0.08000000000000185, 0.129999999999999, 0.15000000000000213, 0.08000000000000185, 0.07000000000000028, 0.04999999999999716, 0.09999999999999787, 0.16000000000000014, 0.05000000000000071, 0.13000000000000256, 0.14000000000000057, 0.17999999999999972, 0.120000000000001, 0.16000000000000014, 0.0799999999999983, 0.07000000000000028, 0.05999999999999872, 0.07000000000000028, 0.08999999999999986, 0.05000000000000071, 0.0799999999999983, 0.07000000000000028, 0.120000000000001, 0.029999999999997584, 0.13000000000000256, 0.03999999999999915, 0.10000000000000142, 0.10000000000000142, 0.05000000000000071, 0.08999999999999986, 0.10999999999999943, 0.10999999999999943, 0.10999999999999943, 0.09999999999999787]",0.4763779527559055,0.7377254954544842,0.16518945278499758,True,Fixed-topology paired-noise timing assay; high rate does not establish HFO/ictal oscillation; external Z recovery is not autonomous termination.,-2.610000000000001,0.03999999999999915,-2.5700000000000003
eta0.001_s9108401,0.001,9108401,False,COMPLETE,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/weaker_M_onset_paired_20260914/runs/eta0.001_s9108401,25.5,25.2,Z_REFILL_RECURRENT_HIGH,9.940000000000001,10.14,23.000000000000004,13.15,9.850000000000003,14.58,1.4299999999999997,EXTERNAL_Z,38,38,"[0.07999999999999999, 0.08000000000000002, 0.07, 0.09999999999999998, 0.039999999999999925, 0.10999999999999999, 0.15000000000000013, 0.11999999999999988, 0.11999999999999988, 0.09999999999999987, 0.0900000000000003, 0.10000000000000009, 0.1499999999999999, 0.1200000000000001, 0.08999999999999986, 0.17999999999999972, 0.1499999999999999, 0.1200000000000001, 0.1299999999999999, 0.16000000000000014, 0.17999999999999972, 0.07000000000000028, 0.15000000000000036, 0.13999999999999968, 0.11000000000000032, 0.08999999999999986, 0.08000000000000007, 0.10000000000000053, 0.1200000000000001, 0.0699999999999994, 0.08999999999999986, 0.10999999999999943, 0.02999999999999936, 0.13000000000000078, 0.17999999999999972, 0.06999999999999851, 0.16999999999999993, 0.14999999999999858]","[0.09999999999999964, 0.03999999999999915, 0.10000000000000142, 0.2699999999999996, 0.05000000000000071, 0.08000000000000007, 0.08000000000000007, 0.08999999999999986, 0.06999999999999851, 0.08999999999999986, 0.09999999999999787, 0.10999999999999943, 0.0799999999999983, 0.07000000000000028, 0.08999999999999986, 0.129999999999999, 0.07000000000000028, 0.10000000000000142, 0.07000000000000028, 0.0799999999999983, 0.15000000000000213, 0.08000000000000185, 0.08999999999999986, 0.05999999999999872, 0.05999999999999872, 0.08999999999999986, 0.07000000000000028, 0.05000000000000071, 0.10999999999999943, 0.08999999999999986, 0.14000000000000057, 0.07000000000000028, 0.09000000000000341, 0.15000000000000213, 0.10999999999999943, 0.14999999999999858, 0.17999999999999972, 0.10999999999999943]",0.47268408551068886,0.7409210587896837,0.06346807180655575,True,Fixed-topology paired-noise timing assay; high rate does not establish HFO/ictal oscillation; external Z recovery is not autonomous termination.,-0.6500000000000004,-3.2399999999999967,-3.8900000000000006
eta0.001_s9108402,0.001,9108402,False,COMPLETE,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/weaker_M_onset_paired_20260914/runs/eta0.001_s9108402,27.0,26.82,Z_REFILL_RECURRENT_HIGH,11.530000000000001,11.73,24.62,14.74,9.88,16.17,1.4300000000000015,EXTERNAL_Z,46,36,"[0.07999999999999999, 0.09999999999999998, 0.10999999999999999, 0.12, 0.030000000000000027, 0.14000000000000012, 0.08000000000000007, 0.039999999999999813, 0.10999999999999988, 0.03000000000000025, 0.08000000000000007, 0.07999999999999963, 0.10000000000000009, 0.11000000000000032, 0.08999999999999986, 0.06000000000000005, 0.08999999999999986, 0.06999999999999984, 0.16999999999999948, 0.1299999999999999, 0.09999999999999964, 0.11000000000000032, 0.13999999999999968, 0.13999999999999968, 0.23000000000000043, 0.07000000000000028, 0.04999999999999982, 0.09000000000000075, 0.1200000000000001, 0.1299999999999999, 0.08000000000000007, 0.1200000000000001, 0.09000000000000075, 0.0699999999999994, 0.08999999999999986, 0.14000000000000057, 0.11999999999999922, 0.129999999999999, 0.08999999999999986, 0.09999999999999964, 0.10000000000000142, 0.14999999999999858, 0.09999999999999964, 0.120000000000001, 0.13000000000000078, 0.09999999999999964]","[0.08999999999999986, 0.08999999999999986, 0.10999999999999943, 0.16000000000000014, 0.13999999999999702, 0.129999999999999, 0.15000000000000213, 0.19000000000000128, 0.0799999999999983, 0.05000000000000071, 0.08000000000000185, 0.0799999999999983, 0.08999999999999986, 0.05000000000000071, 0.10999999999999943, 0.08999999999999986, 0.19000000000000128, 0.08999999999999986, 0.0799999999999983, 0.03999999999999915, 0.10999999999999943, 0.10000000000000142, 0.08999999999999986, 0.0799999999999983, 0.0799999999999983, 0.14999999999999858, 0.129999999999999, 0.08999999999999986, 0.05000000000000071, 0.08000000000000185, 0.07000000000000028, 0.0799999999999983, 0.08999999999999986, 0.07000000000000028, 0.08999999999999986, 0.25]",0.4816568047337278,0.735356424980899,0.06674987647068578,True,Fixed-topology paired-noise timing assay; high rate does not establish HFO/ictal oscillation; external Z recovery is not autonomous termination.,-2.210000000000001,-1.6400000000000023,-3.8500000000000014
eta0_s9108401,0.0,9108401,False,COMPLETE,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/weaker_M_onset_paired_20260914/runs/eta0_s9108401,25.5,25.060000000000002,Z_REFILL_RECURRENT_HIGH,10.48,10.68,22.860000000000003,13.69,9.170000000000003,15.120000000000001,1.4300000000000015,EXTERNAL_Z,46,38,"[0.07999999999999999, 0.08000000000000002, 0.07, 0.09999999999999998, 0.06999999999999995, 0.09999999999999998, 0.039999999999999925, 0.1399999999999999, 0.09000000000000008, 0.11999999999999988, 0.09999999999999987, 0.10000000000000009, 0.10000000000000009, 0.0900000000000003, 0.10000000000000009, 0.08999999999999986, 0.08000000000000007, 0.10999999999999988, 0.17999999999999972, 0.05999999999999961, 0.07000000000000028, 0.040000000000000036, 0.1299999999999999, 0.04999999999999982, 0.09999999999999964, 0.0600000000000005, 0.0600000000000005, 0.1200000000000001, 0.14000000000000057, 0.08999999999999986, 0.14000000000000057, 0.09999999999999964, 0.08999999999999986, 0.11999999999999922, 0.0699999999999994, 0.08999999999999986, 0.15000000000000036, 0.10000000000000142, 0.0600000000000005, 0.11000000000000121, 0.14000000000000057, 0.08000000000000007, 0.10000000000000142, 0.129999999999999, 0.10999999999999943, 0.17999999999999972]","[0.08999999999999986, 0.0600000000000005, 0.0600000000000005, 0.08000000000000007, 0.05000000000000071, 0.129999999999999, 0.14000000000000057, 0.120000000000001, 0.08999999999999986, 0.10000000000000142, 0.05999999999999872, 0.0799999999999983, 0.07000000000000028, 0.07000000000000028, 0.0799999999999983, 0.07000000000000028, 0.16000000000000014, 0.08000000000000185, 0.08000000000000185, 0.08000000000000185, 0.0799999999999983, 0.14999999999999858, 0.08000000000000185, 0.07000000000000028, 0.08999999999999986, 0.07000000000000028, 0.16999999999999815, 0.10999999999999943, 0.07000000000000028, 0.14999999999999858, 0.08999999999999986, 0.07000000000000028, 0.15000000000000213, 0.20000000000000284, 0.08000000000000185, 0.10999999999999943, 0.11000000000000298, 0.1700000000000017]",0.3863049095607235,0.7439172079253421,0.0,True,Fixed-topology paired-noise timing assay; high rate does not establish HFO/ictal oscillation; external Z recovery is not autonomous termination.,-0.11000000000000121,-3.9199999999999964,-4.029999999999998
eta0_s9108402,0.0,9108402,False,COMPLETE,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/weaker_M_onset_paired_20260914/runs/eta0_s9108402,28.0,27.75,Z_REFILL_RECURRENT_HIGH,11.47,11.67,25.55,14.68,10.870000000000001,16.13,1.4499999999999993,EXTERNAL_Z,48,38,"[0.07999999999999999, 0.09999999999999998, 0.10999999999999999, 0.12, 0.030000000000000027, 0.14000000000000012, 0.09000000000000008, 0.06999999999999984, 0.040000000000000036, 0.08000000000000007, 0.11999999999999988, 0.08999999999999986, 0.13999999999999968, 0.16000000000000014, 0.0900000000000003, 0.040000000000000036, 0.08000000000000007, 0.1499999999999999, 0.13000000000000034, 0.1200000000000001, 0.08000000000000007, 0.09999999999999964, 0.08000000000000007, 0.08000000000000007, 0.1299999999999999, 0.1900000000000004, 0.1200000000000001, 0.1299999999999999, 0.08999999999999986, 0.17999999999999972, 0.10999999999999943, 0.040000000000000036, 0.08000000000000007, 0.09999999999999964, 0.16000000000000014, 0.10000000000000053, 0.15000000000000036, 0.09999999999999964, 0.11999999999999922, 0.08999999999999986, 0.17999999999999972, 0.15000000000000036, 0.10999999999999943, 0.10999999999999943, 0.11000000000000121, 0.11000000000000121, 0.17999999999999972, 0.1399999999999988]","[0.09999999999999787, 0.14000000000000057, 0.11999999999999744, 0.10999999999999943, 0.10000000000000142, 0.10000000000000142, 0.08999999999999986, 0.029999999999997584, 0.13999999999999702, 0.10000000000000142, 0.09999999999999787, 0.14999999999999858, 0.09999999999999787, 0.09999999999999787, 0.09999999999999787, 0.129999999999999, 0.13000000000000256, 0.14000000000000057, 0.129999999999999, 0.09999999999999787, 0.10999999999999943, 0.08999999999999986, 0.08999999999999986, 0.08999999999999986, 0.07000000000000028, 0.10000000000000142, 0.060000000000002274, 0.120000000000001, 0.08000000000000185, 0.15000000000000213, 0.16000000000000014, 0.10000000000000142, 0.10999999999999943, 0.08999999999999986, 0.120000000000001, 0.10999999999999943, 0.14000000000000057, 0.08999999999999986]",0.5042462845010616,0.7331258177825779,0.0,True,Fixed-topology paired-noise timing assay; high rate does not establish HFO/ictal oscillation; external Z recovery is not autonomous termination.,-2.2700000000000014,-0.6500000000000021,-2.9200000000000017
