candidate_nll,comparison,floor_reference,gain,horizon,reference_nll,seed,target_table_digest,view
9.026730968475341,P_marks_state_over_P_stats_state,,-5.8245322875976555,1,3.2021986808776854,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,count
9.026730968475341,P_marks_state_over_marked_history,,-6.468699466705322,1,2.5580315017700195,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,count
9.026730968475341,P_marks_state_over_fixed_marked_history,,-6.39928470993042,1,2.627446258544922,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,count
9.026730968475341,P_marks_state_over_constant_state,,-6.198057659149169,1,2.828673309326172,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,count
9.026730968475341,P_marks_state_over_reference_floor,marked_history,-6.468699466705322,1,2.5580315017700195,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,count
10.330098181962967,P_marks_state_over_P_stats_state,,-3.523148939013481,1,6.806949242949486,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,spatial
10.330098181962967,P_marks_state_over_marked_history,,-6.263225466012955,1,4.066872715950012,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,spatial
10.330098181962967,P_marks_state_over_fixed_marked_history,,-5.987033948302269,1,4.343064233660698,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,spatial
10.330098181962967,P_marks_state_over_constant_state,,-5.814312264323235,1,4.515785917639732,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,spatial
10.330098181962967,P_marks_state_over_reference_floor,marked_history,-6.263225466012955,1,4.066872715950012,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,spatial
1.8848667867909308,P_marks_state_over_P_stats_state,,0.21158610999065885,1,2.0964528967815896,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,morphology
1.8848667867909308,P_marks_state_over_marked_history,,-0.6072653171705165,1,1.2776014696204143,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,morphology
1.8848667867909308,P_marks_state_over_fixed_marked_history,,-0.5939989000403363,1,1.2908678867505945,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,morphology
1.8848667867909308,P_marks_state_over_constant_state,,-0.577604336945907,1,1.3072624498450238,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,morphology
1.8848667867909308,P_marks_state_over_reference_floor,marked_history,-0.6072653171705165,1,1.2776014696204143,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,morphology
5.102651737630367,P_marks_state_over_P_stats_state,,-2.394972860813141,1,2.7076788768172264,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,load
5.102651737630367,P_marks_state_over_marked_history,,-3.9641185998916626,1,1.1385331377387047,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,load
5.102651737630367,P_marks_state_over_fixed_marked_history,,-4.027618769556284,1,1.0750329680740833,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,load
5.102651737630367,P_marks_state_over_constant_state,,-4.130651788786054,1,0.9719999488443136,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,load
5.102651737630367,P_marks_state_over_reference_floor,constant_state,-4.130651788786054,1,0.9719999488443136,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,load
8.571716293211907,P_marks_state_over_P_stats_state,,-5.406937253090644,5,3.164779040121263,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,count
8.571716293211907,P_marks_state_over_marked_history,,-5.837270813603555,5,2.7344454796083513,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,count
8.571716293211907,P_marks_state_over_fixed_marked_history,,-5.890722920817714,5,2.6809933723941928,20260906,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,count
