epoch,iso,gpu,util_pct,memory_used_mib,memory_total_mib,temp_c,power_w
1788720663,2026-09-07T02:51:03+08:00,1,94,1639,24576,64,193.34
1788720693,2026-09-07T02:51:33+08:00,0,96,1681,24576,59,189.15
1788720693,2026-09-07T02:51:33+08:00,1,93,1639,24576,64,191.81
1788720723,2026-09-07T02:52:03+08:00,0,77,1681,24576,59,189.28
1788720723,2026-09-07T02:52:03+08:00,1,94,1639,24576,64,192.71
1788720753,2026-09-07T02:52:33+08:00,0,93,1681,24576,59,187.95
1788720753,2026-09-07T02:52:33+08:00,1,92,1639,24576,64,191.25
1788720783,2026-09-07T02:53:03+08:00,0,98,1681,24576,59,189.06
1788720783,2026-09-07T02:53:03+08:00,1,29,1639,24576,64,191.55
1788720814,2026-09-07T02:53:34+08:00,0,87,1681,24576,59,188.58
1788720814,2026-09-07T02:53:34+08:00,1,94,1639,24576,64,193.05
1788720844,2026-09-07T02:54:04+08:00,0,61,1681,24576,59,187.78
1788720844,2026-09-07T02:54:04+08:00,1,94,1641,24576,64,193.02
1788720874,2026-09-07T02:54:34+08:00,0,99,1681,24576,59,188.68
1788720874,2026-09-07T02:54:34+08:00,1,92,1641,24576,64,192.95
1788720904,2026-09-07T02:55:04+08:00,0,85,1681,24576,58,187.26
1788720904,2026-09-07T02:55:04+08:00,1,93,1641,24576,64,190.62
1788720934,2026-09-07T02:55:34+08:00,0,98,1681,24576,58,188.05
1788720934,2026-09-07T02:55:34+08:00,1,93,1641,24576,64,192.26
1788720964,2026-09-07T02:56:04+08:00,0,77,1681,24576,58,188.10
1788720964,2026-09-07T02:56:04+08:00,1,93,1641,24576,63,191.89
1788720994,2026-09-07T02:56:34+08:00,0,99,1681,24576,58,187.61
1788720994,2026-09-07T02:56:34+08:00,1,88,1677,24576,63,190.57
1788721024,2026-09-07T02:57:04+08:00,0,97,1681,24576,58,187.50
1788721024,2026-09-07T02:57:04+08:00,1,92,1677,24576,63,190.56
1788721054,2026-09-07T02:57:34+08:00,0,98,1681,24576,58,187.33
1788721054,2026-09-07T02:57:34+08:00,1,93,1677,24576,63,191.16
1788721084,2026-09-07T02:58:04+08:00,0,98,1681,24576,58,186.80
1788721084,2026-09-07T02:58:04+08:00,1,93,1677,24576,63,190.98
1788721114,2026-09-07T02:58:34+08:00,0,98,1681,24576,58,187.71
1788721114,2026-09-07T02:58:34+08:00,1,92,1677,24576,63,189.77
1788721144,2026-09-07T02:59:04+08:00,0,97,1681,24576,58,188.66
1788721144,2026-09-07T02:59:04+08:00,1,91,1677,24576,63,188.69
1788721175,2026-09-07T02:59:35+08:00,0,98,1681,24576,58,187.16
1788721175,2026-09-07T02:59:35+08:00,1,94,1677,24576,63,191.32
1788721205,2026-09-07T03:00:05+08:00,0,98,1681,24576,58,187.27
1788721205,2026-09-07T03:00:05+08:00,1,91,1677,24576,63,189.17
1788721235,2026-09-07T03:00:35+08:00,0,97,1681,24576,58,188.23
1788721235,2026-09-07T03:00:35+08:00,1,92,1677,24576,63,191.06
1788721265,2026-09-07T03:01:05+08:00,0,98,1681,24576,58,187.38
1788721265,2026-09-07T03:01:05+08:00,1,94,1677,24576,63,192.91
1788721295,2026-09-07T03:01:35+08:00,0,95,1681,24576,58,188.28
1788721295,2026-09-07T03:01:35+08:00,1,92,1677,24576,63,190.89
1788721325,2026-09-07T03:02:05+08:00,0,98,1681,24576,59,188.78
1788721325,2026-09-07T03:02:05+08:00,1,92,1677,24576,63,190.41
1788721355,2026-09-07T03:02:35+08:00,0,96,1681,24576,59,187.39
1788721355,2026-09-07T03:02:35+08:00,1,95,1677,24576,63,189.98
1788721385,2026-09-07T03:03:05+08:00,0,89,1681,24576,59,189.59
1788721385,2026-09-07T03:03:05+08:00,1,93,1677,24576,63,190.62
1788721415,2026-09-07T03:03:35+08:00,0,95,1681,24576,59,188.19
1788721415,2026-09-07T03:03:35+08:00,1,95,1677,24576,64,191.50
1788721445,2026-09-07T03:04:05+08:00,0,98,1681,24576,59,188.94
1788721445,2026-09-07T03:04:05+08:00,1,93,1677,24576,64,191.57
1788721475,2026-09-07T03:04:35+08:00,0,84,1681,24576,59,188.75
1788721475,2026-09-07T03:04:35+08:00,1,93,1677,24576,64,191.45
1788721506,2026-09-07T03:05:06+08:00,0,35,1681,24576,59,187.13
1788721506,2026-09-07T03:05:06+08:00,1,82,1677,24576,64,190.80
1788721536,2026-09-07T03:05:36+08:00,0,74,1681,24576,59,189.50
1788721536,2026-09-07T03:05:36+08:00,1,94,1677,24576,64,191.50
1788721566,2026-09-07T03:06:06+08:00,0,96,1681,24576,59,187.56
1788721566,2026-09-07T03:06:06+08:00,1,91,1677,24576,64,191.46
1788721596,2026-09-07T03:06:36+08:00,0,98,1681,24576,59,189.51
1788721596,2026-09-07T03:06:36+08:00,1,95,1677,24576,64,191.21
1788721626,2026-09-07T03:07:06+08:00,0,11,1555,24576,58,175.75
1788721626,2026-09-07T03:07:06+08:00,1,93,1677,24576,64,193.46
1788721656,2026-09-07T03:07:36+08:00,0,97,1691,24576,59,188.73
1788721656,2026-09-07T03:07:36+08:00,1,93,1677,24576,64,193.11
1788721686,2026-09-07T03:08:06+08:00,0,98,1693,24576,59,189.10
1788721686,2026-09-07T03:08:06+08:00,1,91,1677,24576,64,191.34
1788721716,2026-09-07T03:08:36+08:00,0,91,1693,24576,59,188.82
1788721716,2026-09-07T03:08:36+08:00,1,93,1677,24576,64,192.98
1788721746,2026-09-07T03:09:06+08:00,0,96,1693,24576,59,188.26
1788721746,2026-09-07T03:09:06+08:00,1,95,1677,24576,64,191.54
1788721776,2026-09-07T03:09:36+08:00,0,72,1693,24576,59,188.59
1788721776,2026-09-07T03:09:36+08:00,1,96,1677,24576,64,191.61
1788721806,2026-09-07T03:10:06+08:00,0,17,1741,24576,59,186.69
1788721806,2026-09-07T03:10:06+08:00,1,77,1677,24576,64,193.84
1788721837,2026-09-07T03:10:37+08:00,0,98,1741,24576,59,188.36
1788721837,2026-09-07T03:10:37+08:00,1,56,1677,24576,64,190.62
1788721867,2026-09-07T03:11:07+08:00,0,98,1687,24576,59,188.12
1788721867,2026-09-07T03:11:07+08:00,1,93,1677,24576,64,192.96
1788721897,2026-09-07T03:11:37+08:00,0,98,1691,24576,59,189.64
1788721897,2026-09-07T03:11:37+08:00,1,93,1677,24576,64,193.07
1788721927,2026-09-07T03:12:07+08:00,0,88,1693,24576,59,188.09
1788721927,2026-09-07T03:12:07+08:00,1,91,1677,24576,64,191.63
1788721957,2026-09-07T03:12:37+08:00,0,98,1693,24576,59,188.32
1788721957,2026-09-07T03:12:37+08:00,1,94,1677,24576,64,193.70
1788721987,2026-09-07T03:13:07+08:00,0,98,1693,24576,59,187.81
1788721987,2026-09-07T03:13:07+08:00,1,84,1677,24576,64,187.98
1788722017,2026-09-07T03:13:37+08:00,0,85,1693,24576,59,188.71
1788722017,2026-09-07T03:13:37+08:00,1,94,1677,24576,64,193.48
1788722047,2026-09-07T03:14:07+08:00,0,99,1741,24576,58,188.20
1788722047,2026-09-07T03:14:07+08:00,1,94,1677,24576,64,191.79
1788722077,2026-09-07T03:14:37+08:00,0,97,1685,24576,58,188.41
1788722077,2026-09-07T03:14:37+08:00,1,96,1677,24576,64,192.83
1788722107,2026-09-07T03:15:07+08:00,0,93,1693,24576,58,188.74
1788722107,2026-09-07T03:15:07+08:00,1,91,1677,24576,64,190.93
1788722137,2026-09-07T03:15:37+08:00,0,65,1693,24576,58,187.52
1788722137,2026-09-07T03:15:37+08:00,1,93,1677,24576,64,191.52
1788722167,2026-09-07T03:16:07+08:00,0,98,1693,24576,58,188.32
1788722167,2026-09-07T03:16:07+08:00,1,91,1677,24576,64,190.18
1788722198,2026-09-07T03:16:38+08:00,0,97,1693,24576,58,188.88
1788722198,2026-09-07T03:16:38+08:00,1,92,1677,24576,64,189.96
1788722228,2026-09-07T03:17:08+08:00,0,40,1695,24576,58,186.81
1788722228,2026-09-07T03:17:08+08:00,1,92,1677,24576,64,192.60
1788722258,2026-09-07T03:17:38+08:00,0,78,1695,24576,59,189.10
1788722258,2026-09-07T03:17:38+08:00,1,92,1677,24576,64,191.30
1788722288,2026-09-07T03:18:08+08:00,0,16,1695,24576,58,186.03
1788722288,2026-09-07T03:18:08+08:00,1,95,1677,24576,64,192.79
1788722318,2026-09-07T03:18:38+08:00,0,80,1695,24576,58,188.07
1788722318,2026-09-07T03:18:38+08:00,1,93,1677,24576,64,191.79
1788722348,2026-09-07T03:19:08+08:00,0,98,1695,24576,58,188.65
1788722348,2026-09-07T03:19:08+08:00,1,93,1677,24576,64,190.97
1788722378,2026-09-07T03:19:38+08:00,0,98,1695,24576,58,187.76
1788722378,2026-09-07T03:19:38+08:00,1,93,1677,24576,64,190.51
1788722408,2026-09-07T03:20:08+08:00,0,91,1695,24576,58,188.07
1788722408,2026-09-07T03:20:08+08:00,1,95,1677,24576,64,191.47
1788722438,2026-09-07T03:20:38+08:00,0,98,1695,24576,58,189.19
1788722438,2026-09-07T03:20:38+08:00,1,93,1677,24576,63,192.31
1788722468,2026-09-07T03:21:08+08:00,0,71,1695,24576,58,188.71
1788722468,2026-09-07T03:21:08+08:00,1,93,1677,24576,64,191.78
1788722498,2026-09-07T03:21:38+08:00,0,88,1695,24576,58,188.42
1788722498,2026-09-07T03:21:38+08:00,1,95,1677,24576,64,190.67
1788722528,2026-09-07T03:22:08+08:00,0,99,1743,24576,58,185.05
1788722528,2026-09-07T03:22:08+08:00,1,94,1677,24576,64,193.05
1788722559,2026-09-07T03:22:39+08:00,0,98,1769,24576,58,187.47
1788722559,2026-09-07T03:22:39+08:00,1,93,1677,24576,63,190.95
1788722589,2026-09-07T03:23:09+08:00,0,78,1675,24576,58,188.79
1788722589,2026-09-07T03:23:09+08:00,1,95,1677,24576,63,189.68
1788722619,2026-09-07T03:23:39+08:00,0,96,1675,24576,58,188.27
1788722619,2026-09-07T03:23:39+08:00,1,92,1677,24576,64,190.23
1788722649,2026-09-07T03:24:09+08:00,0,97,1675,24576,58,188.75
1788722649,2026-09-07T03:24:09+08:00,1,95,1677,24576,64,190.05
1788722679,2026-09-07T03:24:39+08:00,0,97,1675,24576,58,189.80
1788722679,2026-09-07T03:24:39+08:00,1,92,1677,24576,64,192.47
1788722709,2026-09-07T03:25:09+08:00,0,90,1677,24576,58,189.61
1788722709,2026-09-07T03:25:09+08:00,1,93,1677,24576,64,191.15
1788722739,2026-09-07T03:25:39+08:00,0,97,1677,24576,58,188.22
1788722739,2026-09-07T03:25:39+08:00,1,93,1677,24576,64,190.42
1788722769,2026-09-07T03:26:09+08:00,0,94,1653,24576,58,187.67
1788722769,2026-09-07T03:26:09+08:00,1,94,1677,24576,64,191.10
1788722799,2026-09-07T03:26:39+08:00,0,98,1653,24576,58,187.68
1788722799,2026-09-07T03:26:39+08:00,1,87,1677,24576,63,189.88
1788722829,2026-09-07T03:27:09+08:00,0,99,1653,24576,58,187.63
1788722829,2026-09-07T03:27:09+08:00,1,94,1677,24576,63,190.35
1788722859,2026-09-07T03:27:39+08:00,0,95,1653,24576,58,187.84
1788722859,2026-09-07T03:27:39+08:00,1,73,1677,24576,63,191.16
1788722890,2026-09-07T03:28:10+08:00,0,92,1651,24576,58,187.42
1788722890,2026-09-07T03:28:10+08:00,1,92,1677,24576,64,191.12
1788722920,2026-09-07T03:28:40+08:00,0,84,1653,24576,58,187.33
1788722920,2026-09-07T03:28:40+08:00,1,93,1677,24576,64,192.77
1788722950,2026-09-07T03:29:10+08:00,0,91,1651,24576,58,186.60
1788722950,2026-09-07T03:29:10+08:00,1,93,1677,24576,64,191.49
1788722980,2026-09-07T03:29:40+08:00,0,89,1699,24576,59,186.27
1788722980,2026-09-07T03:29:40+08:00,1,93,1677,24576,64,192.41
1788723010,2026-09-07T03:30:10+08:00,0,21,1637,24576,56,130.82
1788723010,2026-09-07T03:30:10+08:00,1,96,1677,24576,64,192.70
1788723040,2026-09-07T03:30:40+08:00,0,0,1449,24576,53,123.75
1788723040,2026-09-07T03:30:40+08:00,1,86,1677,24576,64,190.22
1788723070,2026-09-07T03:31:10+08:00,0,0,1449,24576,45,35.01
1788723070,2026-09-07T03:31:10+08:00,1,92,1677,24576,64,190.75
1788723100,2026-09-07T03:31:40+08:00,0,0,1449,24576,41,25.82
1788723100,2026-09-07T03:31:40+08:00,1,94,1677,24576,64,193.25
1788723130,2026-09-07T03:32:10+08:00,0,8,821,24576,46,118.15
1788723130,2026-09-07T03:32:10+08:00,1,16,847,24576,60,134.82
1788723160,2026-09-07T03:32:40+08:00,0,13,821,24576,49,121.80
1788723160,2026-09-07T03:32:40+08:00,1,11,847,24576,57,133.60
1788723190,2026-09-07T03:33:10+08:00,0,22,821,24576,51,123.80
1788723190,2026-09-07T03:33:10+08:00,1,16,847,24576,56,133.68
1788723220,2026-09-07T03:33:40+08:00,0,21,857,24576,52,125.70
1788723220,2026-09-07T03:33:40+08:00,1,11,847,24576,55,132.32
1788723251,2026-09-07T03:34:11+08:00,0,15,857,24576,53,125.20
1788723251,2026-09-07T03:34:11+08:00,1,7,847,24576,55,132.09
1788723281,2026-09-07T03:34:41+08:00,0,13,857,24576,53,125.86
1788723281,2026-09-07T03:34:41+08:00,1,0,717,24576,54,128.69
1788723311,2026-09-07T03:35:11+08:00,0,20,857,24576,53,126.19
1788723311,2026-09-07T03:35:11+08:00,1,0,717,24576,49,42.10
1788723341,2026-09-07T03:35:41+08:00,0,11,857,24576,53,126.00
1788723341,2026-09-07T03:35:41+08:00,1,0,717,24576,45,39.88
1788723371,2026-09-07T03:36:11+08:00,0,13,857,24576,53,125.99
1788723371,2026-09-07T03:36:11+08:00,1,0,717,24576,42,38.74
1788723401,2026-09-07T03:36:41+08:00,0,13,857,24576,53,125.72
1788723401,2026-09-07T03:36:41+08:00,1,0,717,24576,41,38.24
1788723431,2026-09-07T03:37:11+08:00,0,13,857,24576,52,125.25
1788723431,2026-09-07T03:37:11+08:00,1,0,717,24576,40,37.58
1788723461,2026-09-07T03:37:41+08:00,0,13,857,24576,52,125.53
1788723461,2026-09-07T03:37:41+08:00,1,0,18,24576,39,37.25
1788723491,2026-09-07T03:38:11+08:00,0,17,857,24576,52,125.49
1788723491,2026-09-07T03:38:11+08:00,1,0,18,24576,38,37.01
1788723521,2026-09-07T03:38:41+08:00,0,98,1665,24576,55,183.61
1788723521,2026-09-07T03:38:41+08:00,1,21,827,24576,41,120.95
1788723552,2026-09-07T03:39:12+08:00,0,52,1665,24576,57,184.74
1788723552,2026-09-07T03:39:12+08:00,1,98,1635,24576,51,172.41
1788723582,2026-09-07T03:39:42+08:00,0,98,1667,24576,58,185.89
1788723582,2026-09-07T03:39:42+08:00,1,97,1641,24576,55,178.66
1788723612,2026-09-07T03:40:12+08:00,0,73,1667,24576,58,186.60
1788723612,2026-09-07T03:40:12+08:00,1,98,1641,24576,58,182.26
1788723642,2026-09-07T03:40:42+08:00,0,98,1669,24576,58,186.29
1788723642,2026-09-07T03:40:42+08:00,1,98,1641,24576,59,184.55
1788723672,2026-09-07T03:41:12+08:00,0,98,1675,24576,58,187.50
1788723672,2026-09-07T03:41:12+08:00,1,98,1641,24576,61,185.67
1788723702,2026-09-07T03:41:42+08:00,0,98,1675,24576,58,186.16
1788723702,2026-09-07T03:41:42+08:00,1,96,1649,24576,61,187.61
1788723732,2026-09-07T03:42:12+08:00,0,98,1675,24576,58,186.99
1788723732,2026-09-07T03:42:12+08:00,1,98,1649,24576,62,189.20
1788723762,2026-09-07T03:42:42+08:00,0,98,1675,24576,58,187.71
1788723762,2026-09-07T03:42:42+08:00,1,99,1649,24576,63,186.77
1788723792,2026-09-07T03:43:12+08:00,0,98,1675,24576,58,186.68
1788723792,2026-09-07T03:43:12+08:00,1,69,1649,24576,63,188.38
1788723822,2026-09-07T03:43:42+08:00,0,97,1675,24576,58,187.84
1788723822,2026-09-07T03:43:42+08:00,1,98,1649,24576,63,188.90
1788723852,2026-09-07T03:44:12+08:00,0,96,1675,24576,58,188.38
1788723852,2026-09-07T03:44:12+08:00,1,98,1649,24576,63,188.81
1788723882,2026-09-07T03:44:42+08:00,0,98,1675,24576,58,188.30
1788723882,2026-09-07T03:44:42+08:00,1,83,1649,24576,63,187.27
1788723913,2026-09-07T03:45:13+08:00,0,97,1675,24576,58,188.29
1788723913,2026-09-07T03:45:13+08:00,1,98,1649,24576,64,187.60
1788723943,2026-09-07T03:45:43+08:00,0,92,1675,24576,58,187.66
1788723943,2026-09-07T03:45:43+08:00,1,97,1649,24576,64,188.82
1788723973,2026-09-07T03:46:13+08:00,0,98,1675,24576,59,188.01
1788723973,2026-09-07T03:46:13+08:00,1,98,1649,24576,64,190.20
1788724003,2026-09-07T03:46:43+08:00,0,99,1675,24576,59,186.16
1788724003,2026-09-07T03:46:43+08:00,1,50,1649,24576,64,184.87
1788724033,2026-09-07T03:47:13+08:00,0,97,1675,24576,59,188.18
1788724033,2026-09-07T03:47:13+08:00,1,98,1649,24576,64,188.90
1788724063,2026-09-07T03:47:43+08:00,0,97,1675,24576,59,186.68
1788724063,2026-09-07T03:47:43+08:00,1,98,1649,24576,64,190.18
1788724093,2026-09-07T03:48:13+08:00,0,98,1675,24576,59,188.38
1788724093,2026-09-07T03:48:13+08:00,1,98,1649,24576,64,188.67
1788724123,2026-09-07T03:48:43+08:00,0,98,1675,24576,59,186.55
1788724123,2026-09-07T03:48:43+08:00,1,88,1649,24576,64,187.67
1788724153,2026-09-07T03:49:13+08:00,0,99,1675,24576,59,187.28
1788724153,2026-09-07T03:49:13+08:00,1,92,1649,24576,64,189.54
1788724183,2026-09-07T03:49:43+08:00,0,98,1675,24576,59,187.49
1788724183,2026-09-07T03:49:43+08:00,1,57,1649,24576,64,189.67
1788724213,2026-09-07T03:50:13+08:00,0,98,1675,24576,59,188.08
1788724213,2026-09-07T03:50:13+08:00,1,92,1649,24576,64,189.49
1788724244,2026-09-07T03:50:44+08:00,0,85,1677,24576,59,187.90
1788724244,2026-09-07T03:50:44+08:00,1,98,1651,24576,64,189.55
1788724274,2026-09-07T03:51:14+08:00,0,97,1677,24576,59,185.40
1788724274,2026-09-07T03:51:14+08:00,1,98,1651,24576,64,190.03
1788724304,2026-09-07T03:51:44+08:00,0,80,1677,24576,58,188.27
1788724304,2026-09-07T03:51:44+08:00,1,89,1653,24576,63,190.00
1788724334,2026-09-07T03:52:14+08:00,0,89,1677,24576,58,184.94
1788724334,2026-09-07T03:52:14+08:00,1,87,1653,24576,63,188.47
1788724364,2026-09-07T03:52:44+08:00,0,94,1677,24576,58,187.43
1788724364,2026-09-07T03:52:44+08:00,1,98,1653,24576,64,190.35
1788724394,2026-09-07T03:53:14+08:00,0,69,1677,24576,58,187.07
1788724394,2026-09-07T03:53:14+08:00,1,72,1653,24576,63,187.24
1788724424,2026-09-07T03:53:44+08:00,0,82,1677,24576,58,186.58
1788724424,2026-09-07T03:53:44+08:00,1,98,1653,24576,63,189.24
1788724454,2026-09-07T03:54:14+08:00,0,86,1677,24576,58,187.41
1788724454,2026-09-07T03:54:14+08:00,1,73,1653,24576,63,189.73
1788724484,2026-09-07T03:54:44+08:00,0,67,1677,24576,58,189.08
1788724484,2026-09-07T03:54:44+08:00,1,98,1653,24576,63,189.50
1788724514,2026-09-07T03:55:14+08:00,0,98,1677,24576,58,187.50
1788724514,2026-09-07T03:55:14+08:00,1,98,1653,24576,63,189.48
1788724544,2026-09-07T03:55:44+08:00,0,98,1677,24576,58,188.06
1788724544,2026-09-07T03:55:44+08:00,1,53,1653,24576,63,185.06
1788724574,2026-09-07T03:56:14+08:00,0,13,835,24576,55,128.90
1788724574,2026-09-07T03:56:14+08:00,1,98,1653,24576,63,189.35
1788724605,2026-09-07T03:56:45+08:00,0,98,1645,24576,55,181.59
1788724605,2026-09-07T03:56:45+08:00,1,59,1653,24576,63,188.14
1788724635,2026-09-07T03:57:15+08:00,0,98,1645,24576,57,185.89
1788724635,2026-09-07T03:57:15+08:00,1,70,1653,24576,63,189.55
1788724665,2026-09-07T03:57:45+08:00,0,88,1647,24576,57,186.56
1788724665,2026-09-07T03:57:45+08:00,1,86,1653,24576,63,186.28
1788724695,2026-09-07T03:58:15+08:00,0,99,1647,24576,58,187.57
1788724695,2026-09-07T03:58:15+08:00,1,98,1653,24576,63,189.07
1788724725,2026-09-07T03:58:45+08:00,0,97,1647,24576,58,188.88
1788724725,2026-09-07T03:58:45+08:00,1,98,1653,24576,63,189.81
1788724755,2026-09-07T03:59:15+08:00,0,98,1647,24576,58,187.25
1788724755,2026-09-07T03:59:15+08:00,1,98,1653,24576,63,188.88
1788724785,2026-09-07T03:59:45+08:00,0,98,1651,24576,58,188.90
1788724785,2026-09-07T03:59:45+08:00,1,98,1653,24576,63,188.85
1788724815,2026-09-07T04:00:15+08:00,0,98,1651,24576,58,185.57
1788724815,2026-09-07T04:00:15+08:00,1,98,1653,24576,63,189.49
1788724845,2026-09-07T04:00:45+08:00,0,98,1651,24576,58,186.93
1788724845,2026-09-07T04:00:45+08:00,1,92,1653,24576,63,190.00
1788724875,2026-09-07T04:01:15+08:00,0,97,1651,24576,58,188.04
1788724875,2026-09-07T04:01:15+08:00,1,98,1653,24576,63,188.26
1788724905,2026-09-07T04:01:45+08:00,0,98,1651,24576,58,188.78
1788724905,2026-09-07T04:01:45+08:00,1,86,1653,24576,63,186.40
1788724935,2026-09-07T04:02:15+08:00,0,95,1651,24576,58,187.61
1788724935,2026-09-07T04:02:15+08:00,1,62,1653,24576,63,188.10
1788724966,2026-09-07T04:02:46+08:00,0,69,1651,24576,58,187.47
1788724966,2026-09-07T04:02:46+08:00,1,98,1653,24576,63,187.97
1788724996,2026-09-07T04:03:16+08:00,0,88,1651,24576,58,187.11
1788724996,2026-09-07T04:03:16+08:00,1,98,1653,24576,63,188.34
1788725026,2026-09-07T04:03:46+08:00,0,71,1651,24576,58,185.75
1788725026,2026-09-07T04:03:46+08:00,1,98,1653,24576,63,188.52
1788725056,2026-09-07T04:04:16+08:00,0,76,1651,24576,58,187.50
1788725056,2026-09-07T04:04:16+08:00,1,98,1653,24576,63,189.12
1788725086,2026-09-07T04:04:46+08:00,0,97,1651,24576,58,187.46
1788725086,2026-09-07T04:04:46+08:00,1,98,1653,24576,63,189.18
1788725116,2026-09-07T04:05:16+08:00,0,89,1651,24576,58,188.46
1788725116,2026-09-07T04:05:16+08:00,1,19,835,24576,59,134.95
1788725146,2026-09-07T04:05:46+08:00,0,96,1651,24576,58,187.38
1788725146,2026-09-07T04:05:46+08:00,1,12,835,24576,57,132.94
1788725176,2026-09-07T04:06:16+08:00,0,98,1651,24576,58,186.96
1788725176,2026-09-07T04:06:16+08:00,1,61,1379,24576,58,183.98
1788725206,2026-09-07T04:06:46+08:00,0,69,1651,24576,58,186.88
1788725206,2026-09-07T04:06:46+08:00,1,96,1621,24576,60,186.37
1788725236,2026-09-07T04:07:16+08:00,0,98,1651,24576,58,188.60
1788725236,2026-09-07T04:07:16+08:00,1,97,1621,24576,61,186.63
1788725266,2026-09-07T04:07:46+08:00,0,98,1651,24576,58,187.44
1788725266,2026-09-07T04:07:46+08:00,1,96,1621,24576,62,188.15
1788725297,2026-09-07T04:08:17+08:00,0,85,1651,24576,58,186.80
1788725297,2026-09-07T04:08:17+08:00,1,95,1623,24576,63,189.42
1788725327,2026-09-07T04:08:47+08:00,0,97,1651,24576,58,186.59
1788725327,2026-09-07T04:08:47+08:00,1,97,1623,24576,63,189.51
1788725357,2026-09-07T04:09:17+08:00,0,98,1651,24576,58,186.90
1788725357,2026-09-07T04:09:17+08:00,1,96,1623,24576,64,190.62
1788725387,2026-09-07T04:09:47+08:00,0,98,1653,24576,58,188.50
1788725387,2026-09-07T04:09:47+08:00,1,96,1627,24576,64,189.90
1788725417,2026-09-07T04:10:17+08:00,0,85,1653,24576,58,186.46
1788725417,2026-09-07T04:10:17+08:00,1,96,1627,24576,64,189.66
1788725447,2026-09-07T04:10:47+08:00,0,68,1653,24576,57,186.80
1788725447,2026-09-07T04:10:47+08:00,1,97,1629,24576,64,190.36
1788725477,2026-09-07T04:11:17+08:00,0,92,1653,24576,57,186.91
1788725477,2026-09-07T04:11:17+08:00,1,95,1629,24576,64,189.35
1788725507,2026-09-07T04:11:47+08:00,0,62,1653,24576,57,184.84
1788725507,2026-09-07T04:11:47+08:00,1,95,1629,24576,64,190.65
1788725537,2026-09-07T04:12:17+08:00,0,58,1653,24576,57,186.48
1788725537,2026-09-07T04:12:17+08:00,1,97,1665,24576,64,191.95
1788725567,2026-09-07T04:12:47+08:00,0,64,1653,24576,57,186.70
1788725567,2026-09-07T04:12:47+08:00,1,74,1665,24576,64,188.88
1788725597,2026-09-07T04:13:17+08:00,0,98,1653,24576,57,186.95
1788725597,2026-09-07T04:13:17+08:00,1,96,1665,24576,64,190.51
1788725628,2026-09-07T04:13:48+08:00,0,96,1653,24576,57,185.83
1788725628,2026-09-07T04:13:48+08:00,1,96,1665,24576,64,191.55
1788725658,2026-09-07T04:14:18+08:00,0,98,1653,24576,57,186.73
1788725658,2026-09-07T04:14:18+08:00,1,97,1665,24576,64,190.90
1788725688,2026-09-07T04:14:48+08:00,0,51,1653,24576,56,184.55
1788725688,2026-09-07T04:14:48+08:00,1,20,835,24576,62,137.01
1788725718,2026-09-07T04:15:18+08:00,0,68,1653,24576,56,183.97
1788725718,2026-09-07T04:15:18+08:00,1,99,1621,24576,63,190.49
1788725748,2026-09-07T04:15:48+08:00,0,98,1653,24576,56,186.65
1788725748,2026-09-07T04:15:48+08:00,1,75,1625,24576,63,189.24
1788725778,2026-09-07T04:16:18+08:00,0,98,1653,24576,56,186.01
1788725778,2026-09-07T04:16:18+08:00,1,81,1617,24576,63,188.95
1788725808,2026-09-07T04:16:48+08:00,0,98,1653,24576,56,184.54
1788725808,2026-09-07T04:16:48+08:00,1,98,1657,24576,63,190.49
1788725838,2026-09-07T04:17:18+08:00,0,98,1645,24576,56,185.08
1788725838,2026-09-07T04:17:18+08:00,1,98,1657,24576,63,187.24
1788725868,2026-09-07T04:17:48+08:00,0,98,1647,24576,56,184.14
1788725868,2026-09-07T04:17:48+08:00,1,99,1657,24576,63,189.43
1788725898,2026-09-07T04:18:18+08:00,0,98,1647,24576,56,184.76
1788725898,2026-09-07T04:18:18+08:00,1,81,1657,24576,63,189.24
1788725928,2026-09-07T04:18:48+08:00,0,95,1647,24576,55,182.28
1788725928,2026-09-07T04:18:48+08:00,1,97,1663,24576,63,188.58
1788725958,2026-09-07T04:19:18+08:00,0,97,1647,24576,56,184.72
1788725958,2026-09-07T04:19:18+08:00,1,98,1663,24576,63,189.85
1788725989,2026-09-07T04:19:49+08:00,0,98,1651,24576,56,183.45
1788725989,2026-09-07T04:19:49+08:00,1,99,1663,24576,63,189.23
1788726019,2026-09-07T04:20:19+08:00,0,98,1651,24576,56,183.67
1788726019,2026-09-07T04:20:19+08:00,1,98,1663,24576,63,188.45
1788726049,2026-09-07T04:20:49+08:00,0,98,1651,24576,56,184.22
1788726049,2026-09-07T04:20:49+08:00,1,99,1663,24576,63,190.09
1788726079,2026-09-07T04:21:19+08:00,0,96,1651,24576,56,184.24
1788726079,2026-09-07T04:21:19+08:00,1,99,1663,24576,63,188.38
1788726109,2026-09-07T04:21:49+08:00,0,98,1651,24576,56,183.68
1788726109,2026-09-07T04:21:49+08:00,1,98,1663,24576,63,188.28
1788726139,2026-09-07T04:22:19+08:00,0,99,1651,24576,56,184.36
1788726139,2026-09-07T04:22:19+08:00,1,97,1663,24576,63,187.92
1788726169,2026-09-07T04:22:49+08:00,0,97,1651,24576,56,183.97
1788726169,2026-09-07T04:22:49+08:00,1,98,1663,24576,63,186.60
1788726199,2026-09-07T04:23:19+08:00,0,86,1651,24576,56,185.34
