subject,dataset,condition,seed,n_events,n_contacts,whole_participation_mae,whole_rank_wasserstein,whole_precedence_mae,whole_precedence_correlation,whole_participant_count_mean_error,whole_event_length_mean_error,suffix_participation_mae,suffix_rank_wasserstein,suffix_precedence_mae,suffix_precedence_correlation,suffix_participant_count_mean_error,suffix_event_length_mean_error,event_length_wasserstein,stop_hazard_mae,sink_distribution_mae,source_sink_distance_wasserstein,generated_zero_suffix_fraction,mode_prevalence_error,mode_margin_error,template_error,template_correlation,transition_mae,transition_correlation,signed_axis_wasserstein,axis_concentration_error,axis_side_prevalence_error,generated_axis_concentration,generated_axis_positive_fraction,generated_direction_support,mode_readback_reliable,axis_readback_reliable,axis_side_support,global_readback_eligible,suffix_participation_mae__within_empirical,suffix_rank_wasserstein__within_empirical,suffix_precedence_mae__within_empirical,n_local_endpoints_within_empirical,template_within_empirical,axis_within_empirical
epilepsiae_1077,epilepsiae,history_h2,20260726.0,6476.0,6.0,0.0648805847230801,0.0642683601400191,0.1325856267018963,0.7901270874657853,-0.2472205064854846,-0.2472205064854846,0.0648805847230801,0.1301813726176686,0.2180808538832014,-0.0247686866987553,-0.2472205064854846,-0.2472205064854846,0.0412034177475808,0.0491398986709718,0.0387584928968499,0.0512742647936213,0.0001544163063619,0.044471896232242125,0.05499846153767826,0.1428571428571428,0.8571428571428572,0.06797340980216277,0.8355526826115061,0.04900081502781825,0.046308290440372435,0.02810376775787521,0.8451591934317635,0.25849289684990734,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1077,epilepsiae,no_termination,20260726.0,6476.0,6.0,0.3520691785052501,0.1635277770329671,0.2440665206188621,0.3599211791260104,2.112415071031501,2.112415071031501,0.3520691785052501,0.232278022979248,0.3134748590495998,-0.0162385041267783,2.112415071031501,2.112415071031501,0.3520691785052501,0.2813980943331948,0.2415585752522132,0.0949553689314361,0.0,0.06825200741198267,0.15664292397669033,0.6571428571428571,0.34285714285714286,0.10140687510124512,0.5338073691014867,0.06460716229743646,0.01567583856743926,0.04632489190858552,0.8782925028721928,0.27671402100061765,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1077,epilepsiae,static_only,20260726.0,6476.0,6.0,0.0576744904261889,0.0661925985220612,0.1314836906877877,0.7718084044922099,-0.2472205064854846,-0.2472205064854846,0.0576744904261889,0.1407453882427369,0.2099405191920689,-0.0435385511211083,-0.2472205064854846,-0.2472205064854846,0.0412034177475808,0.0491398986709718,0.054354539839407,0.0988509349391919,0.0001544163063619,0.05914144533662752,0.06659167490857362,0.1142857142857141,0.8857142857142859,0.08248069524175106,0.7559146735617323,0.07407083132939055,0.053159785632739154,0.050383071680168645,0.8383076982393968,0.2807722007722008,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1077,epilepsiae,static_shuffle,20260726.0,6476.0,6.0,0.0481006794317479,0.0641710427044681,0.1309305017426649,0.7927708925086596,-0.2472205064854846,-0.2472205064854846,0.0481006794317479,0.1277999800244344,0.2236779683309294,-0.0121493384414561,-0.2472205064854846,-0.2472205064854846,0.0412034177475808,0.0491398986709718,0.0398394070413835,0.0560855209861305,0.0001544163063619,0.044471896232242125,0.053445140753796694,0.1428571428571428,0.8571428571428572,0.07254296023323555,0.8130575307045894,0.052398618527070256,0.05148709609248636,0.02825818406423719,0.8399803877796496,0.2586473131562693,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1084,epilepsiae,constant_stop,20260726.0,1464.0,11.0,0.1554272230501738,0.1258932300606703,0.213242485454673,-0.0773092167630879,-0.8907103825136611,-0.8907103825136611,0.1554272230501738,0.150095682307222,0.2393071280658553,-0.2664665579383966,-0.8907103825136611,-0.8907103825136611,0.2285767511177346,0.2550601843677924,0.071659215101838,0.1527303990784916,0.1297814207650273,0.14617486338797814,0.03935742901781854,0.5318181818181817,0.46818181818181825,0.03878410721101769,0.6374004077834238,0.09267084113195448,0.013581725309351644,0.14130873030170454,0.6884184483697431,0.5690737833594977,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1084,epilepsiae,full_constructive,20260726.0,1464.0,11.0,0.0824639841033283,0.1127299756079708,0.1652606472449923,0.1670153186300694,0.5081967213114753,0.5081967213114753,0.0824639841033283,0.1384655802874907,0.1991226420136287,-0.3380995652931378,0.5081967213114753,0.5081967213114753,0.0461997019374068,0.0796173618769148,0.0689269746646795,0.0369316541409808,0.0006830601092896,0.09767759562841527,0.04147414744540276,0.359090909090909,0.640909090909091,0.0344322793325839,0.7440452584088375,0.09009929671047215,0.02695608810124628,0.13280219923878256,0.7017928111616377,0.5775803144224196,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1084,epilepsiae,history_h1,20260726.0,1464.0,11.0,0.1000993541977148,0.1128986556443752,0.1643935536220475,0.1664443192613781,0.5081967213114753,0.5081967213114753,0.1000993541977148,0.1334319044823625,0.1893510655110913,-0.318507311319854,0.5081967213114753,0.5081967213114753,0.0461997019374068,0.0796173618769148,0.0696721311475409,0.0376661027938738,0.0006830601092896,0.08811475409836067,0.0406440015774336,0.36818181818181817,0.6318181818181818,0.036576964848616444,0.725725510269112,0.09141904465636778,0.020239575937603727,0.13143514524014954,0.6950762989979952,0.5789473684210527,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1084,epilepsiae,history_h2,20260726.0,1464.0,11.0,0.0895429706905116,0.1150881535155253,0.1678427783535016,0.1304734520471132,0.5081967213114753,0.5081967213114753,0.0895429706905116,0.1392445211593446,0.1984545867486742,-0.3524809229571408,0.5081967213114753,0.5081967213114753,0.0461997019374068,0.0796173618769148,0.0690511674118231,0.0378435681367492,0.0006830601092896,0.09904371584699456,0.04249987594730664,0.3772727272727272,0.6227272727272728,0.035545159685038775,0.7310942457400246,0.09073161937128155,0.024616603508850865,0.13211867223946605,0.6994533265692423,0.5782638414217361,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1084,epilepsiae,no_termination,20260726.0,1464.0,11.0,0.3543840039741679,0.1749765004102545,0.2485634510527853,-0.2415027200052937,3.898224043715847,3.898224043715847,0.3543840039741679,0.1822436457195722,0.2609200418760468,-0.3618406199712464,3.898224043715847,3.898224043715847,0.3543840039741679,0.2569566341742784,0.1399652260307997,0.0692373996833537,0.0,0.06830601092896171,0.06605817330662314,0.8,0.2,0.04764762487589996,0.48165849758773127,0.1765296558274707,0.013286012149638093,0.25887978142076506,0.6809439773080019,0.45150273224043713,True,True,True,True,True,False,False,False,0,False,False
epilepsiae_1084,epilepsiae,static_only,20260726.0,1464.0,11.0,0.1341281669150521,0.1002182946559882,0.1436037614843157,0.3804562639304965,0.5081967213114753,0.5081967213114753,0.1341281669150521,0.1108724133203847,0.1527553534131596,-0.2587356547433419,0.5081967213114753,0.5081967213114753,0.0461997019374068,0.0796173618769148,0.0655737704918033,0.0406369716416399,0.0006830601092896,0.10109289617486339,0.040559589176452485,0.2727272727272727,0.7272727272727273,0.04079599013760355,0.6855853825134882,0.08169623798999343,0.015523354088528785,0.12841530054644812,0.6903600771489202,0.5819672131147541,True,True,True,True,True,False,False,False,0,False,False
