z,alpha_G,w_ee_mult,ratio,rE_khz,rI_khz,rE_hz,rI_hz,residual_inf,stability,branch_class,leading_real_per_ms,leading_imag_per_ms,leading_frequency_hz,S_G,divisor,lut_clip_at_root,jacobian_dimension
0.8,0.0,1.1,1.0,0.3028934213807036,0.3257620931893294,302.89342138070356,325.7620931893294,9.992007221626409e-16,stable,saturation_cliff_root,-0.012500000000000289,0.0,0.0,0.9974709294724207,1.0,True,9
1.0,1.0,1.1,1.0,0.00027150869483261826,0.005071934141905865,0.27150869483261825,5.071934141905865,9.162662508062358e-10,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.99,1.0,1.1,1.0,0.00030154826239313837,0.005106382760687327,0.30154826239313837,5.106382760687327,3.3871939541380014e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.98,1.0,1.1,1.0,0.0003305858302933795,0.005139661122680509,0.3305858302933795,5.13966112268051,4.50083763661735e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.97,1.0,1.1,1.0,0.000358486608711163,0.005171617406488379,0.358486608711163,5.171617406488379,1.8096705774531263e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.96,1.0,1.1,1.0,0.0003851072949261168,0.005202090217052167,0.38510729492611684,5.2020902170521675,3.3762738698567274e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.95,1.0,1.1,1.0,0.0004436772969647056,0.005269077325030659,0.4436772969647056,5.2690773250306595,1.505566504800271e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.94,1.0,1.1,1.0,0.000509786204876467,0.005344593368133953,0.509786204876467,5.344593368133953,2.29547283958631e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.93,1.0,1.1,1.0,0.0005776538218641997,0.005422019101567994,0.5776538218641997,5.422019101567994,2.5048539631367106e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.92,1.0,1.1,1.0,0.0006473873460128727,0.005501472733635849,0.6473873460128727,5.5014727336358495,2.801318205181147e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.91,1.0,1.1,1.0,0.0007191128073292205,0.005583093479183877,0.7191128073292204,5.583093479183877,3.205422038909944e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.9,1.0,1.1,1.0,0.000885065603042414,0.005771564675155296,0.885065603042414,5.771564675155296,2.3522850334245504e-15,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,1.0,1.1,1.0,0.00111884199760017,0.006036242538963975,1.11884199760017,6.0362425389639744,2.970193535567489e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,1.0,1.1,1.0,0.00451171044450264,0.009877281643845189,4.51171044450264,9.877281643845189,7.245955571666407e-12,unstable,low_root,0.06914960998892546,0.0,0.0,0.0,1.0,False,9
0.89,1.0,1.1,1.0,0.0075350601421967055,0.013279662931651694,7.535060142196706,13.279662931651695,1.6379606004868208e-13,unstable,finite_high_root,0.05704454478185392,0.0,0.0,0.027769201424959557,1.0277692014249595,False,9
0.88,1.0,1.1,1.0,0.0014332769641995505,0.0063909039177260105,1.4332769641995506,6.3909039177260105,4.3452069199700905e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.88,1.0,1.1,1.0,0.003016755481674079,0.008186141061157807,3.016755481674079,8.186141061157807,2.3859386688585005e-14,unstable,low_root,0.018377249190907833,0.0,0.0,0.0,1.0,False,9
0.88,1.0,1.1,1.0,0.008273825583380152,0.014107653197802114,8.273825583380152,14.107653197802115,1.1084883011491797e-15,unstable,finite_high_root,0.04451826199861887,0.0,0.0,0.0454693190745933,1.0454693190745934,False,9
0.87,1.0,1.1,1.0,0.008867291254116706,0.014771406224794004,8.867291254116706,14.771406224794003,4.8168066757448e-14,unstable,finite_high_root,0.0765526598691264,0.0,0.0,0.0623278654476739,1.062327865447674,False,9
