z,alpha_G,w_ee_mult,ratio,rE_khz,rI_khz,rE_hz,rI_hz,residual_inf,stability,branch_class,leading_real_per_ms,leading_imag_per_ms,leading_frequency_hz,S_G,divisor,lut_clip_at_root,jacobian_dimension
0.91,8.0,1.1,1.0,0.0007191128073292205,0.005583093479183877,0.7191128073292204,5.583093479183877,3.205422038909944e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.9,8.0,1.1,1.0,0.000885065603042414,0.005771564675155296,0.885065603042414,5.771564675155296,2.3522850334245504e-15,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,8.0,1.1,1.0,0.00111884199760017,0.006036242538963975,1.11884199760017,6.0362425389639744,2.970193535567489e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,8.0,1.1,1.0,0.00451171044450264,0.009877281643845189,4.51171044450264,9.877281643845189,7.245955571666407e-12,unstable,low_root,0.06914960998892546,0.0,0.0,0.0,1.0,False,9
0.89,8.0,1.1,1.0,0.005585521653471657,0.01108822328895282,5.585521653471657,11.08822328895282,1.8301332671555315e-16,unstable,finite_high_root,0.059379445831254554,0.0,0.0,0.0015213956359481182,1.0121711650875849,False,9
0.88,8.0,1.1,1.0,0.0014332769641995505,0.0063909039177260105,1.4332769641995506,6.3909039177260105,4.3452069199700905e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.88,8.0,1.1,1.0,0.003016755481674079,0.008186141061157807,3.016755481674079,8.186141061157807,2.3859386688585005e-14,unstable,low_root,0.018377249190907833,0.0,0.0,0.0,1.0,False,9
0.88,8.0,1.1,1.0,0.005914655230578845,0.011459063132538794,5.914655230578845,11.459063132538795,2.213507155346406e-15,unstable,finite_high_root,0.041322290502808515,0.008807679244884061,1.4017856889911906,0.0037044226327569477,1.0296353810620555,False,9
0.87,8.0,1.1,1.0,0.006142532096461749,0.011715389612047444,6.142532096461749,11.715389612047444,2.1527918336872176e-15,unstable,finite_high_root,0.04076388153876865,0.021194940823782465,3.3732796006451875,0.005768221656073372,1.046145773248587,False,9
0.86,8.0,1.1,1.0,0.006330110032856097,0.01192613982148083,6.330110032856097,11.926139821480831,2.7929047963226594e-16,unstable,finite_high_root,0.039353647944619444,0.028382433213931482,4.517204542972785,0.0078017330239775265,1.0624138641918202,False,9
0.85,8.0,1.1,1.0,0.0064949208368003525,0.01211113520367776,6.494920836800352,12.11113520367776,8.649133492744099e-12,unstable,finite_high_root,0.03807025241448486,0.0323778462662217,5.153094279938651,0.009834710278902481,1.0786776822312198,False,9
0.84,8.0,1.1,1.0,0.006644661966912633,0.01227907872967096,6.644661966912633,12.27907872967096,1.1520992493352367e-13,unstable,finite_high_root,0.036638687170093505,0.03539903966388146,5.6339321432128,0.011879027773029465,1.0950322221842357,False,9
0.83,8.0,1.1,1.0,0.006783659641292617,0.012434860480912848,6.783659641292617,12.434860480912848,3.1691836654967886e-13,unstable,finite_high_root,0.03512251865970748,0.037756508009006984,6.009134883522197,0.013942596260462486,1.1115407700837,False,9
0.82,8.0,1.1,1.0,0.006919052641790399,0.01258709736125933,6.919052641790398,12.58709736125933,7.562240764147354e-13,unstable,finite_high_root,0.050652739062176017,0.03338759263175138,5.313800405281776,0.016104244119557583,1.1288339529564606,False,9
0.81,8.0,1.1,1.0,0.007049189423809461,0.012733585181291047,7.049189423809461,12.733585181291048,3.2098022156867856e-13,unstable,finite_high_root,0.04871230205187417,0.0372753970075563,5.932563689465429,0.01832108362786222,1.1465686690228978,False,9
0.8,8.0,1.1,1.0,0.0071741132648356085,0.01287411341671446,7.174113264835609,12.87411341671446,1.8264469797690808e-13,unstable,finite_high_root,0.046695947496207216,0.04048276070960079,6.44303147693933,0.020575610406386665,1.1646048832510933,False,9
1.0,12.0,1.1,1.0,0.00027150869483261826,0.005071934141905865,0.27150869483261825,5.071934141905865,9.162662508062358e-10,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.99,12.0,1.1,1.0,0.00030154826239313837,0.005106382760687327,0.30154826239313837,5.106382760687327,3.3871939541380014e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.98,12.0,1.1,1.0,0.0003305858302933795,0.005139661122680509,0.3305858302933795,5.13966112268051,4.50083763661735e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.97,12.0,1.1,1.0,0.000358486608711163,0.005171617406488379,0.358486608711163,5.171617406488379,1.8096705774531263e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.96,12.0,1.1,1.0,0.0003851072949261168,0.005202090217052167,0.38510729492611684,5.2020902170521675,3.3762738698567274e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.95,12.0,1.1,1.0,0.0004436772969647056,0.005269077325030659,0.4436772969647056,5.2690773250306595,1.505566504800271e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.94,12.0,1.1,1.0,0.000509786204876467,0.005344593368133953,0.509786204876467,5.344593368133953,2.29547283958631e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.93,12.0,1.1,1.0,0.0005776538218641997,0.005422019101567994,0.5776538218641997,5.422019101567994,2.5048539631367106e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.92,12.0,1.1,1.0,0.0006473873460128727,0.005501472733635849,0.6473873460128727,5.5014727336358495,2.801318205181147e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.91,12.0,1.1,1.0,0.0007191128073292205,0.005583093479183877,0.7191128073292204,5.583093479183877,3.205422038909944e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.9,12.0,1.1,1.0,0.000885065603042414,0.005771564675155296,0.885065603042414,5.771564675155296,2.3522850334245504e-15,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,12.0,1.1,1.0,0.00111884199760017,0.006036242538963975,1.11884199760017,6.0362425389639744,2.970193535567489e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,12.0,1.1,1.0,0.00451171044450264,0.009877281643845189,4.51171044450264,9.877281643845189,7.245955571666407e-12,unstable,low_root,0.06914960998892546,0.0,0.0,0.0,1.0,False,9
0.89,12.0,1.1,1.0,0.005452193836157409,0.010937781868829129,5.452193836157409,10.937781868829129,1.0450060955458085e-13,unstable,finite_high_root,0.05833087944384697,0.0,0.0,0.0009079715737701853,1.0108956588852422,False,9
0.88,12.0,1.1,1.0,0.0014332769641995505,0.0063909039177260105,1.4332769641995506,6.3909039177260105,4.3452069199700905e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.88,12.0,1.1,1.0,0.003016755481674079,0.008186141061157807,3.016755481674079,8.186141061157807,2.3859386688585005e-14,unstable,low_root,0.018377249190907833,0.0,0.0,0.0,1.0,False,9
0.88,12.0,1.1,1.0,0.005726110405085448,0.011246718781378229,5.726110405085448,11.24671878137823,1.2370052898669215e-13,unstable,finite_high_root,0.042056466704986764,0.015738310996315025,2.5048299909810687,0.0023377944454761397,1.0280535333457137,False,9
0.87,12.0,1.1,1.0,0.005914637818877892,0.011459043534091518,5.914637818877892,11.459043534091517,5.0350348890226826e-15,unstable,finite_high_root,0.041673117609267264,0.024952585450434318,3.9713273173595294,0.0037042821191339355,1.0444513854296071,False,9
0.86,12.0,1.1,1.0,0.006069604568979219,0.011633393784292196,6.069604568979219,11.633393784292196,3.9898639947466563e-16,unstable,finite_high_root,0.04073125749316494,0.030354689921260964,4.8310989469904175,0.005058960932553225,1.0607075311906387,False,9
0.85,12.0,1.1,1.0,0.00620550347312594,0.011786164314237086,6.2055034731259395,11.786164314237086,8.968167354572731e-12,unstable,finite_high_root,0.03950568927153852,0.03421235156278268,5.445064866014594,0.0064173894467168405,1.0770086733606021,False,9
0.84,12.0,1.1,1.0,0.00632886100105424,0.011924737202825948,6.32886100105424,11.924737202825948,1.9833891473641785e-12,unstable,finite_high_root,0.03811528155586197,0.037163350387367275,5.914730916005605,0.007787201610074236,1.0934464193208908,False,9
0.83,12.0,1.1,1.0,0.006443276062915023,0.01205318264613369,6.443276062915023,12.05318264613369,1.536531318846457e-14,unstable,finite_high_root,0.036626482908861904,0.03948828208184128,6.28475528753216,0.009173057312588304,1.1100766877510597,False,9
0.82,12.0,1.1,1.0,0.00655098157094616,0.012174025597662133,6.55098157094616,12.174025597662133,3.715396046377606e-13,unstable,finite_high_root,0.0343239889738891,0.04609809977092532,7.336740445686133,0.010578211035949036,1.1269385324313883,False,9
0.81,12.0,1.1,1.0,0.006658546007022086,0.012294644080024243,6.658546007022085,12.294644080024243,2.991227057713708e-13,unstable,finite_high_root,0.05075927518267749,0.03735023391434781,5.9444743531070054,0.012078004384973529,1.1449360526196823,False,9
0.8,12.0,1.1,1.0,0.006761812121084264,0.012410381874664587,6.761812121084264,12.410381874664587,1.5546678527877944e-13,unstable,finite_high_root,0.04877927659843218,0.04067095296231553,6.472983204210481,0.013607749954491493,1.1632929994538979,False,9
1.0,16.0,1.1,1.0,0.00027150869483261826,0.005071934141905865,0.27150869483261825,5.071934141905865,9.162662508062358e-10,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.99,16.0,1.1,1.0,0.00030154826239313837,0.005106382760687327,0.30154826239313837,5.106382760687327,3.3871939541380014e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.98,16.0,1.1,1.0,0.0003305858302933795,0.005139661122680509,0.3305858302933795,5.13966112268051,4.50083763661735e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.97,16.0,1.1,1.0,0.000358486608711163,0.005171617406488379,0.358486608711163,5.171617406488379,1.8096705774531263e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.96,16.0,1.1,1.0,0.0003851072949261168,0.005202090217052167,0.38510729492611684,5.2020902170521675,3.3762738698567274e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.95,16.0,1.1,1.0,0.0004436772969647056,0.005269077325030659,0.4436772969647056,5.2690773250306595,1.505566504800271e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.94,16.0,1.1,1.0,0.000509786204876467,0.005344593368133953,0.509786204876467,5.344593368133953,2.29547283958631e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.93,16.0,1.1,1.0,0.0005776538218641997,0.005422019101567994,0.5776538218641997,5.422019101567994,2.5048539631367106e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.92,16.0,1.1,1.0,0.0006473873460128727,0.005501472733635849,0.6473873460128727,5.5014727336358495,2.801318205181147e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.91,16.0,1.1,1.0,0.0007191128073292205,0.005583093479183877,0.7191128073292204,5.583093479183877,3.205422038909944e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.9,16.0,1.1,1.0,0.000885065603042414,0.005771564675155296,0.885065603042414,5.771564675155296,2.3522850334245504e-15,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,16.0,1.1,1.0,0.00111884199760017,0.006036242538963975,1.11884199760017,6.0362425389639744,2.970193535567489e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,16.0,1.1,1.0,0.00451171044450264,0.009877281643845189,4.51171044450264,9.877281643845189,7.245955571666407e-12,unstable,low_root,0.06914960998892546,0.0,0.0,0.0,1.0,False,9
0.89,16.0,1.1,1.0,0.005378363224941717,0.0108544177828458,5.378363224941717,10.8544177828458,3.74353326115795e-15,unstable,finite_high_root,0.05729998567478234,0.0,0.0,0.0006358564514944238,1.0101737032239109,False,9
0.88,16.0,1.1,1.0,0.0014332769641995505,0.0063909039177260105,1.4332769641995506,6.3909039177260105,4.3452069199700905e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.88,16.0,1.1,1.0,0.003016755481674079,0.008186141061157807,3.016755481674079,8.186141061157807,2.3859386688585005e-14,unstable,low_root,0.018377249190907833,0.0,0.0,0.0,1.0,False,9
0.88,16.0,1.1,1.0,0.005618161343610196,0.011125032814530273,5.618161343610196,11.125032814530273,5.998925314831816e-13,unstable,finite_high_root,0.04297162403380301,0.018001561957564107,2.8650375689213434,0.0016954470074654001,1.0271271521194465,False,9
0.87,16.0,1.1,1.0,0.005782704816702164,0.011310482456003286,5.7827048167021635,11.310482456003285,7.103692634125025e-15,unstable,finite_high_root,0.04268631334885144,0.026585183619312752,4.231163386019309,0.0027153924791192803,1.0434462796659085,False,9
0.86,16.0,1.1,1.0,0.005917847562991187,0.011462656357891989,5.917847562991187,11.462656357891989,4.805184028455756e-16,unstable,finite_high_root,0.04180691848096845,0.03179150847728726,5.059775722508163,0.00373022950607757,1.0596836720972411,False,9
0.85,16.0,1.1,1.0,0.0060363108567431135,0.011595948814458383,6.036310856743113,11.595948814458383,8.596900968882437e-12,unstable,finite_high_root,0.04062622544995087,0.035552561153540725,5.658365847162902,0.004750393569875869,1.076006297118014,False,9
0.84,16.0,1.1,1.0,0.006143809513388924,0.011716825571527091,6.143809513388924,11.71682557152709,6.2082778154448626e-12,unstable,finite_high_root,0.0392690032955273,0.03845110395184503,6.119683261276448,0.0057810526690621694,1.0924968427049948,False,9
0.83,16.0,1.1,1.0,0.006243490983903016,0.011828847268936986,6.243490983903016,11.828847268936986,3.3575139196662107e-13,unstable,finite_high_root,0.03780389883979628,0.040749245990581516,6.485443926668645,0.006825404047608279,1.1092064647617326,False,9
0.82,16.0,1.1,1.0,0.006337306608608816,0.011934221139375674,6.337306608608817,11.934221139375675,1.284389261613228e-14,unstable,finite_high_root,0.03627545911507294,0.042590252589364344,6.778449227129731,0.007885716608275884,1.1261714657324142,False,9
0.81,16.0,1.1,1.0,0.006428638002866774,0.012036753888590554,6.428638002866774,12.036753888590555,2.2696254597942556e-13,unstable,finite_high_root,0.05220690256864043,0.0384653934117485,6.121957499454197,0.008989594321792693,1.143833509148683,False,9
0.8,16.0,1.1,1.0,0.00651863991924834,0.01213774609686036,6.51863991924834,12.13774609686036,1.362104873336989e-13,unstable,finite_high_root,0.050272176579950374,0.0417415083674039,6.643367388784041,0.010146078384461835,1.1623372541513894,False,9
1.0,24.0,1.1,1.0,0.00027150869483261826,0.005071934141905865,0.27150869483261825,5.071934141905865,9.162662508062358e-10,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.99,24.0,1.1,1.0,0.00030154826239313837,0.005106382760687327,0.30154826239313837,5.106382760687327,3.3871939541380014e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.98,24.0,1.1,1.0,0.0003305858302933795,0.005139661122680509,0.3305858302933795,5.13966112268051,4.50083763661735e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.97,24.0,1.1,1.0,0.000358486608711163,0.005171617406488379,0.358486608711163,5.171617406488379,1.8096705774531263e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.96,24.0,1.1,1.0,0.0003851072949261168,0.005202090217052167,0.38510729492611684,5.2020902170521675,3.3762738698567274e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.95,24.0,1.1,1.0,0.0004436772969647056,0.005269077325030659,0.4436772969647056,5.2690773250306595,1.505566504800271e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.94,24.0,1.1,1.0,0.000509786204876467,0.005344593368133953,0.509786204876467,5.344593368133953,2.29547283958631e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.93,24.0,1.1,1.0,0.0005776538218641997,0.005422019101567994,0.5776538218641997,5.422019101567994,2.5048539631367106e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.92,24.0,1.1,1.0,0.0006473873460128727,0.005501472733635849,0.6473873460128727,5.5014727336358495,2.801318205181147e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.91,24.0,1.1,1.0,0.0007191128073292205,0.005583093479183877,0.7191128073292204,5.583093479183877,3.205422038909944e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.9,24.0,1.1,1.0,0.000885065603042414,0.005771564675155296,0.885065603042414,5.771564675155296,2.3522850334245504e-15,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,24.0,1.1,1.0,0.00111884199760017,0.006036242538963975,1.11884199760017,6.0362425389639744,2.970193535567489e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,24.0,1.1,1.0,0.00451171044450264,0.009877281643845189,4.51171044450264,9.877281643845189,7.245955571666407e-12,unstable,low_root,0.06914960998892546,0.0,0.0,0.0,1.0,False,9
0.89,24.0,1.1,1.0,0.00529623633728823,0.010761637434013215,5.29623633728823,10.761637434013215,2.2610385785881704e-14,unstable,finite_high_root,0.05517475413411923,0.0,0.0,0.00038987446097514495,1.0093569870634034,False,9
0.88,24.0,1.1,1.0,0.0014332769641995505,0.0063909039177260105,1.4332769641995506,6.3909039177260105,4.3452069199700905e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.88,24.0,1.1,1.0,0.003016755481674079,0.008186141061157807,3.016755481674079,8.186141061157807,2.3859386688585005e-14,unstable,low_root,0.018377249190907833,0.0,0.0,0.0,1.0,False,9
0.88,24.0,1.1,1.0,0.005494365712843906,0.010985380946081435,5.494365712843906,10.985380946081435,2.5889420815494724e-12,unstable,finite_high_root,0.04438464113889748,0.021035255857332055,3.3478649488971413,0.0010850323506101656,1.026040776414644,False,9
0.87,24.0,1.1,1.0,0.005629942746722233,0.011138317457525545,5.629942746722233,11.138317457525545,9.604296524745592e-15,unstable,finite_high_root,0.04424361063866515,0.028915703109125796,4.6020770827950574,0.0017605743075813352,1.042253783381952,False,9
0.86,24.0,1.1,1.0,0.00574123407981355,0.011263760464014188,5.74123407981355,11.263760464014188,4.7739648172118176e-11,unstable,finite_high_root,0.04345785148981441,0.03386922637521992,5.390454796314646,0.002435953688926469,1.0584628885342353,False,9
0.85,24.0,1.1,1.0,0.005838770746802108,0.011373629002363697,5.838770746802108,11.373629002363698,8.186317942970867e-12,unstable,finite_high_root,0.042345922965391754,0.03749758484478713,5.967925982055612,0.003117081712672314,1.0748099611041355,False,9
0.84,24.0,1.1,1.0,0.005927272283273028,0.011473264239076797,5.9272722832730285,11.473264239076798,1.987988766660731e-12,unstable,finite_high_root,0.0410412193359637,0.04032013146252091,6.417148228375255,0.003806935799639861,1.0913664591913568,False,9
0.83,24.0,1.1,1.0,0.0060093349083772465,0.01156560409718837,6.009334908377246,11.56560409718837,2.3270777665951314e-12,unstable,finite_high_root,0.03961571524091641,0.04257649231879907,6.776259212050985,0.004507400053799565,1.1081776012911895,False,9
0.82,24.0,1.1,1.0,0.006086567139180045,0.011652468613990748,6.086567139180045,11.652468613990749,1.172421534856305e-13,unstable,finite_high_root,0.03811511375487052,0.044399148797896484,7.066344000257809,0.005219846445795759,1.1252763146990983,False,9
0.81,24.0,1.1,1.0,0.006160047400808175,0.011735077878712185,6.160047400808175,11.735077878712184,5.1459704553113994e-14,unstable,finite_high_root,0.036572068765974,0.045870631836039504,7.300537799454149,0.005945374322701096,1.1426889837448262,False,9
0.8,24.0,1.1,1.0,0.00623344039834319,0.011817555247443344,6.233440398343189,11.817555247443345,1.0933788596734217e-13,unstable,finite_high_root,0.052436899467614394,0.04335813289243505,6.900661173066336,0.006716254546894375,1.161190109125465,False,9
1.0,32.0,1.1,1.0,0.00027150869483261826,0.005071934141905865,0.27150869483261825,5.071934141905865,9.162662508062358e-10,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.99,32.0,1.1,1.0,0.00030154826239313837,0.005106382760687327,0.30154826239313837,5.106382760687327,3.3871939541380014e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.98,32.0,1.1,1.0,0.0003305858302933795,0.005139661122680509,0.3305858302933795,5.13966112268051,4.50083763661735e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.97,32.0,1.1,1.0,0.000358486608711163,0.005171617406488379,0.358486608711163,5.171617406488379,1.8096705774531263e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.96,32.0,1.1,1.0,0.0003851072949261168,0.005202090217052167,0.38510729492611684,5.2020902170521675,3.3762738698567274e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.95,32.0,1.1,1.0,0.0004436772969647056,0.005269077325030659,0.4436772969647056,5.2690773250306595,1.505566504800271e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.94,32.0,1.1,1.0,0.000509786204876467,0.005344593368133953,0.509786204876467,5.344593368133953,2.29547283958631e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.93,32.0,1.1,1.0,0.0005776538218641997,0.005422019101567994,0.5776538218641997,5.422019101567994,2.5048539631367106e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.92,32.0,1.1,1.0,0.0006473873460128727,0.005501472733635849,0.6473873460128727,5.5014727336358495,2.801318205181147e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.91,32.0,1.1,1.0,0.0007191128073292205,0.005583093479183877,0.7191128073292204,5.583093479183877,3.205422038909944e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.9,32.0,1.1,1.0,0.000885065603042414,0.005771564675155296,0.885065603042414,5.771564675155296,2.3522850334245504e-15,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,32.0,1.1,1.0,0.00111884199760017,0.006036242538963975,1.11884199760017,6.0362425389639744,2.970193535567489e-14,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.89,32.0,1.1,1.0,0.00451171044450264,0.009877281643845189,4.51171044450264,9.877281643845189,7.245955571666407e-12,unstable,low_root,0.06914960998892546,0.0,0.0,0.0,1.0,False,9
0.89,32.0,1.1,1.0,0.005250069977357223,0.010709459477039497,5.2500699773572235,10.709459477039497,1.1475195793586579e-15,unstable,finite_high_root,0.052738135056351165,0.0,0.0,0.000277856079321364,1.0088913945382836,False,9
0.88,32.0,1.1,1.0,0.0014332769641995505,0.0063909039177260105,1.4332769641995506,6.3909039177260105,4.3452069199700905e-13,stable,low_root,-0.012499999999999999,0.0,0.0,0.0,1.0,False,9
0.88,32.0,1.1,1.0,0.003016755481674079,0.008186141061157807,3.016755481674079,8.186141061157807,2.3859386688585005e-14,unstable,low_root,0.018377249190907833,0.0,0.0,0.0,1.0,False,9
0.88,32.0,1.1,1.0,0.00542277429456021,0.010904568406881544,5.42277429456021,10.904568406881545,5.001555593298068e-12,unstable,finite_high_root,0.04547269551451911,0.023115185110111503,3.6788959707584232,0.0007937610168959225,1.0254003525406694,False,9
0.87,32.0,1.1,1.0,0.005540814311148168,0.01103779193884277,5.540814311148168,11.037791938842771,1.0984269049885143e-14,unstable,finite_high_root,0.0454381688545766,0.030590676868714327,4.8686574361827875,0.0012982240640610518,1.0415431700499536,False,9
0.86,32.0,1.1,1.0,0.005637700414903246,0.011147064419001188,5.637700414903247,11.147064419001188,4.8863684799782536e-11,unstable,finite_high_root,0.04472266554263567,0.035380558973039954,5.630990849913621,0.0018041251127440773,1.0577320036078104,False,9
0.85,32.0,1.1,1.0,0.005722617067877838,0.01124278218740645,5.722617067877838,11.24278218740645,6.952028362705587e-12,unstable,finite_high_root,0.043663298363396705,0.03891822027643363,6.194027133333642,0.002315406127136613,1.0740929960683716,False,9
0.84,32.0,1.1,1.0,0.005799675451626195,0.011329598593124646,5.799675451626195,11.329598593124647,1.7137220462148939e-12,unstable,finite_high_root,0.042399787283538194,0.04168634432240021,6.63458775834076,0.0028340821632239464,1.0906906292231664,False,9
0.83,32.0,1.1,1.0,0.0058711358867586496,0.011410071848262275,5.871135886758649,11.410071848262275,5.26439395548417e-12,unstable,finite_high_root,0.04100663374569783,0.04391093216346025,6.988641909587593,0.003361452452362109,1.1075664784755874,False,9
0.82,32.0,1.1,1.0,0.005938398394492091,0.01148578634242223,5.938398394492091,11.48578634242223,5.136134573202611e-13,unstable,finite_high_root,0.03953048157717719,0.045717799949358776,7.276213849226852,0.0038984825599898527,1.1247514419196754,False,9
0.81,32.0,1.1,1.0,0.006002401504250152,0.011557804083395755,6.002401504250152,11.557804083395755,1.902124291408569e-15,unstable,finite_high_root,0.03800417160536267,0.0471854723006203,7.509801158769427,0.004445961929598122,1.1422707817471398,False,9
0.8,32.0,1.1,1.0,0.006064987741485146,0.011628201728761464,6.064987741485146,11.628201728761464,8.898003861501635e-14,unstable,finite_high_root,0.05402374854521609,0.04458156909015626,7.09537709149122,0.005015600891344114,1.1604992285230116,False,9
