id,topology,noise,mode,centroid_order,n,denominator,fraction
t2711_n847401,2711.0,847401.0,TB,SCL7>SCL6>SCL9>SCL8,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,SCL7>SCL6>SCL8>SCL9,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,SCL6>SCL9>SCL8>SCL7,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,SCL6>SCL9>SCL7>SCL8,2,62,0.03225806451612903
t2711_n847401,2711.0,847401.0,TB,SCL6>SCL8>SCL9>SCL7,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,SCL6>SCL8>SCL7>SCL9,1,62,0.016129032258064516
t2711_n847401,2711.0,847401.0,TB,SCL6>SCL7>SCL9>SCL8,2,62,0.03225806451612903
t2711_n847401,2711.0,847401.0,TB,SCL6>SCL7>SCL8>SCL9,43,62,0.6935483870967742
t2711_n847402,2711.0,847402.0,ALL,SCL9>SCL8>SCL7>SCL6,60,146,0.410958904109589
t2711_n847402,2711.0,847402.0,ALL,SCL9>SCL8>SCL6>SCL7,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,SCL9>SCL7>SCL8>SCL6,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL9>SCL7>SCL6>SCL8,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL9>SCL6>SCL8>SCL7,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL9>SCL6>SCL7>SCL8,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL8>SCL9>SCL7>SCL6,5,146,0.03424657534246575
t2711_n847402,2711.0,847402.0,ALL,SCL8>SCL9>SCL6>SCL7,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL8>SCL7>SCL9>SCL6,13,146,0.08904109589041095
t2711_n847402,2711.0,847402.0,ALL,SCL8>SCL7>SCL6>SCL9,3,146,0.02054794520547945
t2711_n847402,2711.0,847402.0,ALL,SCL8>SCL6>SCL9>SCL7,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL8>SCL6>SCL7>SCL9,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,SCL7>SCL9>SCL8>SCL6,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL7>SCL9>SCL6>SCL8,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL7>SCL8>SCL9>SCL6,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,SCL7>SCL8>SCL6>SCL9,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL7>SCL6>SCL9>SCL8,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL7>SCL6>SCL8>SCL9,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL6>SCL9>SCL8>SCL7,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL6>SCL9>SCL7>SCL8,2,146,0.0136986301369863
t2711_n847402,2711.0,847402.0,ALL,SCL6>SCL8>SCL9>SCL7,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,SCL6>SCL8>SCL7>SCL9,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,SCL6>SCL7>SCL9>SCL8,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,SCL6>SCL7>SCL8>SCL9,58,146,0.3972602739726027
t2711_n847402,2711.0,847402.0,TA,SCL9>SCL8>SCL7>SCL6,47,61,0.7704918032786885
t2711_n847402,2711.0,847402.0,TA,SCL9>SCL8>SCL6>SCL7,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL9>SCL7>SCL8>SCL6,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL9>SCL7>SCL6>SCL8,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL9>SCL6>SCL8>SCL7,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL9>SCL6>SCL7>SCL8,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL8>SCL9>SCL7>SCL6,2,61,0.03278688524590164
t2711_n847402,2711.0,847402.0,TA,SCL8>SCL9>SCL6>SCL7,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL8>SCL7>SCL9>SCL6,9,61,0.14754098360655737
t2711_n847402,2711.0,847402.0,TA,SCL8>SCL7>SCL6>SCL9,2,61,0.03278688524590164
t2711_n847402,2711.0,847402.0,TA,SCL8>SCL6>SCL9>SCL7,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL8>SCL6>SCL7>SCL9,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL7>SCL9>SCL8>SCL6,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL7>SCL9>SCL6>SCL8,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL7>SCL8>SCL9>SCL6,1,61,0.01639344262295082
t2711_n847402,2711.0,847402.0,TA,SCL7>SCL8>SCL6>SCL9,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL7>SCL6>SCL9>SCL8,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL7>SCL6>SCL8>SCL9,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL6>SCL9>SCL8>SCL7,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL6>SCL9>SCL7>SCL8,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL6>SCL8>SCL9>SCL7,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL6>SCL8>SCL7>SCL9,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL6>SCL7>SCL9>SCL8,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,SCL6>SCL7>SCL8>SCL9,0,61,0.0
t2711_n847402,2711.0,847402.0,TB,SCL9>SCL8>SCL7>SCL6,13,85,0.15294117647058825
t2711_n847402,2711.0,847402.0,TB,SCL9>SCL8>SCL6>SCL7,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,SCL9>SCL7>SCL8>SCL6,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL9>SCL7>SCL6>SCL8,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL9>SCL6>SCL8>SCL7,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL9>SCL6>SCL7>SCL8,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL8>SCL9>SCL7>SCL6,3,85,0.03529411764705882
t2711_n847402,2711.0,847402.0,TB,SCL8>SCL9>SCL6>SCL7,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL8>SCL7>SCL9>SCL6,4,85,0.047058823529411764
t2711_n847402,2711.0,847402.0,TB,SCL8>SCL7>SCL6>SCL9,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,SCL8>SCL6>SCL9>SCL7,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL8>SCL6>SCL7>SCL9,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,SCL7>SCL9>SCL8>SCL6,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL7>SCL9>SCL6>SCL8,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL7>SCL8>SCL9>SCL6,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL7>SCL8>SCL6>SCL9,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL7>SCL6>SCL9>SCL8,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL7>SCL6>SCL8>SCL9,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL6>SCL9>SCL8>SCL7,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL6>SCL9>SCL7>SCL8,2,85,0.023529411764705882
t2711_n847402,2711.0,847402.0,TB,SCL6>SCL8>SCL9>SCL7,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,SCL6>SCL8>SCL7>SCL9,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,SCL6>SCL7>SCL9>SCL8,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,SCL6>SCL7>SCL8>SCL9,58,85,0.6823529411764706
t2712_n847401,2712.0,847401.0,ALL,SCL9>SCL8>SCL7>SCL6,4,67,0.05970149253731343
t2712_n847401,2712.0,847401.0,ALL,SCL9>SCL8>SCL6>SCL7,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL9>SCL7>SCL8>SCL6,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL9>SCL7>SCL6>SCL8,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL9>SCL6>SCL8>SCL7,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL9>SCL6>SCL7>SCL8,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL8>SCL9>SCL7>SCL6,5,67,0.07462686567164178
t2712_n847401,2712.0,847401.0,ALL,SCL8>SCL9>SCL6>SCL7,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL8>SCL7>SCL9>SCL6,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL8>SCL7>SCL6>SCL9,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL8>SCL6>SCL9>SCL7,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL8>SCL6>SCL7>SCL9,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL7>SCL9>SCL8>SCL6,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL7>SCL9>SCL6>SCL8,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL7>SCL8>SCL9>SCL6,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL7>SCL8>SCL6>SCL9,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL7>SCL6>SCL9>SCL8,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL7>SCL6>SCL8>SCL9,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL6>SCL9>SCL8>SCL7,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL6>SCL9>SCL7>SCL8,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL6>SCL8>SCL9>SCL7,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL6>SCL8>SCL7>SCL9,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL6>SCL7>SCL9>SCL8,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,SCL6>SCL7>SCL8>SCL9,58,67,0.8656716417910447
t2712_n847401,2712.0,847401.0,TA,SCL9>SCL8>SCL7>SCL6,2,7,0.2857142857142857
t2712_n847401,2712.0,847401.0,TA,SCL9>SCL8>SCL6>SCL7,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL9>SCL7>SCL8>SCL6,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL9>SCL7>SCL6>SCL8,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL9>SCL6>SCL8>SCL7,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL9>SCL6>SCL7>SCL8,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL8>SCL9>SCL7>SCL6,5,7,0.7142857142857143
t2712_n847401,2712.0,847401.0,TA,SCL8>SCL9>SCL6>SCL7,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL8>SCL7>SCL9>SCL6,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL8>SCL7>SCL6>SCL9,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL8>SCL6>SCL9>SCL7,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL8>SCL6>SCL7>SCL9,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL7>SCL9>SCL8>SCL6,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL7>SCL9>SCL6>SCL8,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL7>SCL8>SCL9>SCL6,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL7>SCL8>SCL6>SCL9,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL7>SCL6>SCL9>SCL8,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL7>SCL6>SCL8>SCL9,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL6>SCL9>SCL8>SCL7,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL6>SCL9>SCL7>SCL8,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL6>SCL8>SCL9>SCL7,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL6>SCL8>SCL7>SCL9,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL6>SCL7>SCL9>SCL8,0,7,0.0
t2712_n847401,2712.0,847401.0,TA,SCL6>SCL7>SCL8>SCL9,0,7,0.0
t2712_n847401,2712.0,847401.0,TB,SCL9>SCL8>SCL7>SCL6,2,60,0.03333333333333333
t2712_n847401,2712.0,847401.0,TB,SCL9>SCL8>SCL6>SCL7,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL9>SCL7>SCL8>SCL6,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL9>SCL7>SCL6>SCL8,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL9>SCL6>SCL8>SCL7,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL9>SCL6>SCL7>SCL8,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL8>SCL9>SCL7>SCL6,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL8>SCL9>SCL6>SCL7,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL8>SCL7>SCL9>SCL6,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL8>SCL7>SCL6>SCL9,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL8>SCL6>SCL9>SCL7,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL8>SCL6>SCL7>SCL9,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL7>SCL9>SCL8>SCL6,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL7>SCL9>SCL6>SCL8,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL7>SCL8>SCL9>SCL6,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL7>SCL8>SCL6>SCL9,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL7>SCL6>SCL9>SCL8,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL7>SCL6>SCL8>SCL9,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL6>SCL9>SCL8>SCL7,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL6>SCL9>SCL7>SCL8,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL6>SCL8>SCL9>SCL7,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL6>SCL8>SCL7>SCL9,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL6>SCL7>SCL9>SCL8,0,60,0.0
t2712_n847401,2712.0,847401.0,TB,SCL6>SCL7>SCL8>SCL9,58,60,0.9666666666666667
t2712_n847402,2712.0,847402.0,ALL,SCL9>SCL8>SCL7>SCL6,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL9>SCL8>SCL6>SCL7,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL9>SCL7>SCL8>SCL6,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL9>SCL7>SCL6>SCL8,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL9>SCL6>SCL8>SCL7,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL9>SCL6>SCL7>SCL8,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL8>SCL9>SCL7>SCL6,4,78,0.05128205128205128
t2712_n847402,2712.0,847402.0,ALL,SCL8>SCL9>SCL6>SCL7,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL8>SCL7>SCL9>SCL6,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL8>SCL7>SCL6>SCL9,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL8>SCL6>SCL9>SCL7,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL8>SCL6>SCL7>SCL9,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL7>SCL9>SCL8>SCL6,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL7>SCL9>SCL6>SCL8,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL7>SCL8>SCL9>SCL6,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL7>SCL8>SCL6>SCL9,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL7>SCL6>SCL9>SCL8,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL7>SCL6>SCL8>SCL9,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL6>SCL9>SCL8>SCL7,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL6>SCL9>SCL7>SCL8,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL6>SCL8>SCL9>SCL7,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL6>SCL8>SCL7>SCL9,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL6>SCL7>SCL9>SCL8,0,78,0.0
t2712_n847402,2712.0,847402.0,ALL,SCL6>SCL7>SCL8>SCL9,74,78,0.9487179487179487
t2712_n847402,2712.0,847402.0,TA,SCL9>SCL8>SCL7>SCL6,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL9>SCL8>SCL6>SCL7,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL9>SCL7>SCL8>SCL6,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL9>SCL7>SCL6>SCL8,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL9>SCL6>SCL8>SCL7,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL9>SCL6>SCL7>SCL8,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL8>SCL9>SCL7>SCL6,1,1,1.0
t2712_n847402,2712.0,847402.0,TA,SCL8>SCL9>SCL6>SCL7,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL8>SCL7>SCL9>SCL6,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL8>SCL7>SCL6>SCL9,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL8>SCL6>SCL9>SCL7,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL8>SCL6>SCL7>SCL9,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL7>SCL9>SCL8>SCL6,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL7>SCL9>SCL6>SCL8,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL7>SCL8>SCL9>SCL6,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL7>SCL8>SCL6>SCL9,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL7>SCL6>SCL9>SCL8,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL7>SCL6>SCL8>SCL9,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL6>SCL9>SCL8>SCL7,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL6>SCL9>SCL7>SCL8,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL6>SCL8>SCL9>SCL7,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL6>SCL8>SCL7>SCL9,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL6>SCL7>SCL9>SCL8,0,1,0.0
t2712_n847402,2712.0,847402.0,TA,SCL6>SCL7>SCL8>SCL9,0,1,0.0
t2712_n847402,2712.0,847402.0,TB,SCL9>SCL8>SCL7>SCL6,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL9>SCL8>SCL6>SCL7,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL9>SCL7>SCL8>SCL6,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL9>SCL7>SCL6>SCL8,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL9>SCL6>SCL8>SCL7,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL9>SCL6>SCL7>SCL8,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL8>SCL9>SCL7>SCL6,3,77,0.03896103896103896
t2712_n847402,2712.0,847402.0,TB,SCL8>SCL9>SCL6>SCL7,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL8>SCL7>SCL9>SCL6,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL8>SCL7>SCL6>SCL9,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL8>SCL6>SCL9>SCL7,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL8>SCL6>SCL7>SCL9,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL7>SCL9>SCL8>SCL6,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL7>SCL9>SCL6>SCL8,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL7>SCL8>SCL9>SCL6,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL7>SCL8>SCL6>SCL9,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL7>SCL6>SCL9>SCL8,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL7>SCL6>SCL8>SCL9,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL6>SCL9>SCL8>SCL7,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL6>SCL9>SCL7>SCL8,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL6>SCL8>SCL9>SCL7,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL6>SCL8>SCL7>SCL9,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL6>SCL7>SCL9>SCL8,0,77,0.0
t2712_n847402,2712.0,847402.0,TB,SCL6>SCL7>SCL8>SCL9,74,77,0.961038961038961
