id,topology,noise,mode,tolerance_ms,shape,n,denominator,fraction
t2711_n847401,2711.0,847401.0,TA,2,+-+,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,+--,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,+-0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,+0+,1,69,0.014492753623188406
t2711_n847401,2711.0,847401.0,TA,2,+0-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,+00,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,-++,3,69,0.043478260869565216
t2711_n847401,2711.0,847401.0,TA,2,-+-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,-+0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,--+,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,---,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,--0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,-0+,10,69,0.14492753623188406
t2711_n847401,2711.0,847401.0,TA,2,-0-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,-00,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,0++,11,69,0.15942028985507245
t2711_n847401,2711.0,847401.0,TA,2,0+-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,0+0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,0-+,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,0--,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,0-0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,00+,8,69,0.11594202898550725
t2711_n847401,2711.0,847401.0,TA,2,00-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,2,000,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,+++,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,++-,1,69,0.014492753623188406
t2711_n847401,2711.0,847401.0,TA,5,++0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,+-+,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,+--,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,+-0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,+0+,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,+0-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,+00,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,-++,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,-+-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,-+0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,--+,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,---,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,--0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,-0+,8,69,0.11594202898550725
t2711_n847401,2711.0,847401.0,TA,5,-0-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,-00,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,0++,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,0+-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,0+0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,0-+,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,0--,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,0-0,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,00+,60,69,0.8695652173913043
t2711_n847401,2711.0,847401.0,TA,5,00-,0,69,0.0
t2711_n847401,2711.0,847401.0,TA,5,000,0,69,0.0
t2711_n847401,2711.0,847401.0,TB,0,+++,8,62,0.12903225806451613
t2711_n847401,2711.0,847401.0,TB,0,++-,1,62,0.016129032258064516
t2711_n847401,2711.0,847401.0,TB,0,++0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,+-+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,+--,4,62,0.06451612903225806
t2711_n847401,2711.0,847401.0,TB,0,+-0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,+0+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,+0-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,+00,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,-++,5,62,0.08064516129032258
t2711_n847401,2711.0,847401.0,TB,0,-+-,1,62,0.016129032258064516
t2711_n847401,2711.0,847401.0,TB,0,-+0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,--+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,---,43,62,0.6935483870967742
t2711_n847401,2711.0,847401.0,TB,0,--0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,-0+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,-0-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,-00,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,0++,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,0+-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,0+0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,0-+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,0--,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,0-0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,00+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,00-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,0,000,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,+++,6,62,0.0967741935483871
t2711_n847401,2711.0,847401.0,TB,2,++-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,++0,1,62,0.016129032258064516
t2711_n847401,2711.0,847401.0,TB,2,+-+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,+--,2,62,0.03225806451612903
t2711_n847401,2711.0,847401.0,TB,2,+-0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,+0+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,+0-,1,62,0.016129032258064516
t2711_n847401,2711.0,847401.0,TB,2,+00,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,-++,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,-+-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,-+0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,--+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,---,42,62,0.6774193548387096
t2711_n847401,2711.0,847401.0,TB,2,--0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,-0+,4,62,0.06451612903225806
t2711_n847401,2711.0,847401.0,TB,2,-0-,2,62,0.03225806451612903
t2711_n847401,2711.0,847401.0,TB,2,-00,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,0++,3,62,0.04838709677419355
t2711_n847401,2711.0,847401.0,TB,2,0+-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,0+0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,0-+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,0--,1,62,0.016129032258064516
t2711_n847401,2711.0,847401.0,TB,2,0-0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,00+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,00-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,2,000,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,+++,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,++-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,++0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,+-+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,+--,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,+-0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,+0+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,+0-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,+00,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,-++,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,-+-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,-+0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,--+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,---,42,62,0.6774193548387096
t2711_n847401,2711.0,847401.0,TB,5,--0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,-0+,1,62,0.016129032258064516
t2711_n847401,2711.0,847401.0,TB,5,-0-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,-00,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,0++,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,0+-,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,0+0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,0-+,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,0--,1,62,0.016129032258064516
t2711_n847401,2711.0,847401.0,TB,5,0-0,0,62,0.0
t2711_n847401,2711.0,847401.0,TB,5,00+,8,62,0.12903225806451613
t2711_n847401,2711.0,847401.0,TB,5,00-,4,62,0.06451612903225806
t2711_n847401,2711.0,847401.0,TB,5,000,6,62,0.0967741935483871
t2711_n847402,2711.0,847402.0,ALL,0,+++,60,146,0.410958904109589
t2711_n847402,2711.0,847402.0,ALL,0,++-,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,0,++0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,+-+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,+--,2,146,0.0136986301369863
t2711_n847402,2711.0,847402.0,ALL,0,+-0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,+0+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,+0-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,+00,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,-++,21,146,0.14383561643835616
t2711_n847402,2711.0,847402.0,ALL,0,-+-,3,146,0.02054794520547945
t2711_n847402,2711.0,847402.0,ALL,0,-+0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,--+,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,0,---,58,146,0.3972602739726027
t2711_n847402,2711.0,847402.0,ALL,0,--0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,-0+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,-0-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,-00,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,0++,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,0+-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,0+0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,0-+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,0--,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,0-0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,00+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,00-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,0,000,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,+++,46,146,0.3150684931506849
t2711_n847402,2711.0,847402.0,ALL,2,++-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,++0,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,+-+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,+--,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,+-0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,+0+,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,+0-,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,+00,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,-++,5,146,0.03424657534246575
t2711_n847402,2711.0,847402.0,ALL,2,-+-,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,-+0,2,146,0.0136986301369863
t2711_n847402,2711.0,847402.0,ALL,2,--+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,---,57,146,0.3904109589041096
t2711_n847402,2711.0,847402.0,ALL,2,--0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,-0+,10,146,0.0684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,-0-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,-00,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,0++,10,146,0.0684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,0+-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,0+0,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,0-+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,0--,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,0-0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,2,00+,8,146,0.0547945205479452
t2711_n847402,2711.0,847402.0,ALL,2,00-,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,2,000,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,+++,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,++-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,++0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,+-+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,+--,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,+-0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,+0+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,+0-,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,5,+00,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,-++,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,-+-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,-+0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,--+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,---,53,146,0.363013698630137
t2711_n847402,2711.0,847402.0,ALL,5,--0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,-0+,11,146,0.07534246575342465
t2711_n847402,2711.0,847402.0,ALL,5,-0-,1,146,0.00684931506849315
t2711_n847402,2711.0,847402.0,ALL,5,-00,3,146,0.02054794520547945
t2711_n847402,2711.0,847402.0,ALL,5,0++,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,0+-,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,0+0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,0-+,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,0--,4,146,0.0273972602739726
t2711_n847402,2711.0,847402.0,ALL,5,0-0,0,146,0.0
t2711_n847402,2711.0,847402.0,ALL,5,00+,68,146,0.4657534246575342
t2711_n847402,2711.0,847402.0,ALL,5,00-,2,146,0.0136986301369863
t2711_n847402,2711.0,847402.0,ALL,5,000,3,146,0.02054794520547945
t2711_n847402,2711.0,847402.0,TA,0,+++,47,61,0.7704918032786885
t2711_n847402,2711.0,847402.0,TA,0,++-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,++0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,+-+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,+--,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,+-0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,+0+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,+0-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,+00,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,-++,13,61,0.21311475409836064
t2711_n847402,2711.0,847402.0,TA,0,-+-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,-+0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,--+,1,61,0.01639344262295082
t2711_n847402,2711.0,847402.0,TA,0,---,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,--0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,-0+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,-0-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,-00,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,0++,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,0+-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,0+0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,0-+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,0--,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,0-0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,00+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,00-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,0,000,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,+++,35,61,0.5737704918032787
t2711_n847402,2711.0,847402.0,TA,2,++-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,++0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,+-+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,+--,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,+-0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,+0+,1,61,0.01639344262295082
t2711_n847402,2711.0,847402.0,TA,2,+0-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,+00,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,-++,3,61,0.04918032786885246
t2711_n847402,2711.0,847402.0,TA,2,-+-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,-+0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,--+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,---,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,--0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,-0+,8,61,0.13114754098360656
t2711_n847402,2711.0,847402.0,TA,2,-0-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,-00,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,0++,9,61,0.14754098360655737
t2711_n847402,2711.0,847402.0,TA,2,0+-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,0+0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,0-+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,0--,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,0-0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,00+,5,61,0.08196721311475409
t2711_n847402,2711.0,847402.0,TA,2,00-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,2,000,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,+++,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,++-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,++0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,+-+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,+--,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,+-0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,+0+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,+0-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,+00,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,-++,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,-+-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,-+0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,--+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,---,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,--0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,-0+,8,61,0.13114754098360656
t2711_n847402,2711.0,847402.0,TA,5,-0-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,-00,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,0++,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,0+-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,0+0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,0-+,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,0--,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,0-0,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,00+,53,61,0.8688524590163934
t2711_n847402,2711.0,847402.0,TA,5,00-,0,61,0.0
t2711_n847402,2711.0,847402.0,TA,5,000,0,61,0.0
t2711_n847402,2711.0,847402.0,TB,0,+++,13,85,0.15294117647058825
t2711_n847402,2711.0,847402.0,TB,0,++-,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,0,++0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,+-+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,+--,2,85,0.023529411764705882
t2711_n847402,2711.0,847402.0,TB,0,+-0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,+0+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,+0-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,+00,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,-++,8,85,0.09411764705882353
t2711_n847402,2711.0,847402.0,TB,0,-+-,3,85,0.03529411764705882
t2711_n847402,2711.0,847402.0,TB,0,-+0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,--+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,---,58,85,0.6823529411764706
t2711_n847402,2711.0,847402.0,TB,0,--0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,-0+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,-0-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,-00,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,0++,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,0+-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,0+0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,0-+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,0--,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,0-0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,00+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,00-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,0,000,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,+++,11,85,0.12941176470588237
t2711_n847402,2711.0,847402.0,TB,2,++-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,++0,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,2,+-+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,+--,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,2,+-0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,+0+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,+0-,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,2,+00,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,-++,2,85,0.023529411764705882
t2711_n847402,2711.0,847402.0,TB,2,-+-,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,2,-+0,2,85,0.023529411764705882
t2711_n847402,2711.0,847402.0,TB,2,--+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,---,57,85,0.6705882352941176
t2711_n847402,2711.0,847402.0,TB,2,--0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,-0+,2,85,0.023529411764705882
t2711_n847402,2711.0,847402.0,TB,2,-0-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,-00,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,0++,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,2,0+-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,0+0,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,2,0-+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,0--,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,2,0-0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,2,00+,3,85,0.03529411764705882
t2711_n847402,2711.0,847402.0,TB,2,00-,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,2,000,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,+++,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,++-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,++0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,+-+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,+--,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,+-0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,+0+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,+0-,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,5,+00,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,-++,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,-+-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,-+0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,--+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,---,53,85,0.6235294117647059
t2711_n847402,2711.0,847402.0,TB,5,--0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,-0+,3,85,0.03529411764705882
t2711_n847402,2711.0,847402.0,TB,5,-0-,1,85,0.011764705882352941
t2711_n847402,2711.0,847402.0,TB,5,-00,3,85,0.03529411764705882
t2711_n847402,2711.0,847402.0,TB,5,0++,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,0+-,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,0+0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,0-+,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,0--,4,85,0.047058823529411764
t2711_n847402,2711.0,847402.0,TB,5,0-0,0,85,0.0
t2711_n847402,2711.0,847402.0,TB,5,00+,15,85,0.17647058823529413
t2711_n847402,2711.0,847402.0,TB,5,00-,2,85,0.023529411764705882
t2711_n847402,2711.0,847402.0,TB,5,000,3,85,0.03529411764705882
t2712_n847401,2712.0,847401.0,ALL,0,+++,4,67,0.05970149253731343
t2712_n847401,2712.0,847401.0,ALL,0,++-,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,++0,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,+-+,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,+--,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,+-0,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,+0+,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,+0-,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,+00,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,-++,5,67,0.07462686567164178
t2712_n847401,2712.0,847401.0,ALL,0,-+-,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,-+0,0,67,0.0
t2712_n847401,2712.0,847401.0,ALL,0,--+,0,67,0.0
