id,topology,noise,mode,scope,earlier_test,later_test,p_i_before_j,n,mean,median,variance,q05,q95
t2511_n847402,2511.0,847402.0,TB,pairwise_coparticipating,SCL8,SCL6,0.03773584905660377,53,-11.89983439125181,-13.598610341869062,18.369291903263274,-14.832529581188282,-4.490766949761022
t2511_n847402,2511.0,847402.0,TB,complete4,SCL8,SCL6,0.021739130434782608,46,-12.57935192169671,-13.618953506353137,13.476592702837138,-15.109752175957965,-6.878659591254291
t2511_n847402,2511.0,847402.0,TB,pairwise_coparticipating,SCL7,SCL6,0.07547169811320754,53,-7.368143121270144,-8.390655742299714,23.03467875491689,-12.431398918398918,6.16516870455998
t2511_n847402,2511.0,847402.0,TB,complete4,SCL7,SCL6,0.0,46,-8.648131224598451,-8.48591905878493,5.8131549963056415,-13.36265065889802,-5.8749439415387315
t2711_n847401,2711.0,847401.0,ALL,pairwise_coparticipating,SCL9,SCL8,0.49242424242424243,132,-2.075632198911635,-0.9885128757268831,23.37193762238635,-7.918388648129257,3.4421635294253066
t2711_n847401,2711.0,847401.0,ALL,complete4,SCL9,SCL8,0.4961832061068702,131,-2.054383332195069,-0.8828172155845095,23.49166340478255,-7.918413605231763,3.442304791416973
t2711_n847401,2711.0,847401.0,ALL,pairwise_coparticipating,SCL9,SCL7,0.5037037037037037,135,-2.9921483274011362,0.005826861190143973,72.71352771598002,-13.835207386398178,6.296243212933041
t2711_n847401,2711.0,847401.0,ALL,complete4,SCL9,SCL7,0.5190839694656488,131,-2.608822958763717,0.448493395888363,69.28061348575393,-13.813775052840356,6.338992798748222
t2711_n847401,2711.0,847401.0,ALL,pairwise_coparticipating,SCL9,SCL6,0.5563380281690141,142,-6.473135773758492,1.9501300623505813,660.583447661269,-22.49989740647252,11.977235635765918
t2711_n847401,2711.0,847401.0,ALL,complete4,SCL9,SCL6,0.5954198473282443,131,-2.18780866818947,5.538518234057847,209.4140200286179,-22.403016622092537,12.026162879736148
t2711_n847401,2711.0,847401.0,ALL,pairwise_coparticipating,SCL8,SCL7,0.6390977443609023,133,-0.5038943038938895,1.906773962724401,14.906219042604018,-5.951644437824143,3.0155073733971207
t2711_n847401,2711.0,847401.0,ALL,complete4,SCL8,SCL7,0.6335877862595419,131,-0.5544396265686478,1.897304269088636,14.964342143059028,-5.951734489062801,3.030713890577317
t2711_n847401,2711.0,847401.0,ALL,pairwise_coparticipating,SCL8,SCL6,0.6268656716417911,134,-0.8300040949769556,7.446745401886801,203.1032484935964,-14.540114088626932,9.025618559124268
t2711_n847401,2711.0,847401.0,ALL,complete4,SCL8,SCL6,0.6259541984732825,131,-0.13342533599440082,7.441903198927321,110.46283901640334,-14.514893221115472,8.954606917010096
t2711_n847401,2711.0,847401.0,ALL,pairwise_coparticipating,SCL7,SCL6,0.635036496350365,137,0.6859829193378347,5.675292967396672,47.61013388059263,-8.717036552912031,6.3662815169416715
t2711_n847401,2711.0,847401.0,ALL,complete4,SCL7,SCL6,0.6183206106870229,131,0.42101429057424694,5.6166251847171225,48.19019746810002,-8.720987801334559,6.180625063067055
t2711_n847401,2711.0,847401.0,TA,pairwise_coparticipating,SCL9,SCL8,0.7536231884057971,69,0.773550613546225,2.1604537004859594,11.03177728245134,-6.175020056110225,3.376818955835187
t2711_n847401,2711.0,847401.0,TA,complete4,SCL9,SCL8,0.7536231884057971,69,0.773550613546225,2.1604537004859594,11.03177728245134,-6.175020056110225,3.376818955835187
t2711_n847401,2711.0,847401.0,TA,pairwise_coparticipating,SCL9,SCL7,0.7671232876712328,73,2.002501594017353,4.146241747446766,34.87695169183424,-8.538262627632502,6.485486316241439
t2711_n847401,2711.0,847401.0,TA,complete4,SCL9,SCL7,0.8115942028985508,69,3.0198091733967147,4.381554556974152,16.47709322148728,-5.180290405322739,6.505296092719072
t2711_n847401,2711.0,847401.0,TA,pairwise_coparticipating,SCL9,SCL6,0.881578947368421,76,4.13349352833603,9.812501431108103,449.3467271932778,-6.341057566098243,12.097590217009383
t2711_n847401,2711.0,847401.0,TA,complete4,SCL9,SCL6,0.9710144927536232,69,8.571715763841043,10.082300819150987,14.47487959104414,0.6634156081599941,12.260082008677998
t2711_n847401,2711.0,847401.0,TA,pairwise_coparticipating,SCL8,SCL7,0.9859154929577465,71,2.262049144961822,2.2738340083960793,0.8944909926491101,0.8668298773809511,3.030713890577317
t2711_n847401,2711.0,847401.0,TA,complete4,SCL8,SCL7,0.9855072463768116,69,2.2462585598504896,2.2648318795399973,0.9118171803009181,0.8340988032425232,3.0459204077575115
t2711_n847401,2711.0,847401.0,TA,pairwise_coparticipating,SCL8,SCL6,0.9859154929577465,71,7.837506785825003,8.117614935559686,4.967407117628017,6.532430039205792,9.111599376723461
t2711_n847401,2711.0,847401.0,TA,complete4,SCL8,SCL6,0.9855072463768116,69,7.798165150294818,8.106371941585166,5.057732264551493,6.492481997793948,8.987599706715264
t2711_n847401,2711.0,847401.0,TA,pairwise_coparticipating,SCL7,SCL6,0.9866666666666667,75,5.625444568329542,5.949190459494275,7.4927664540877235,5.37676736530193,6.413799858765924
t2711_n847401,2711.0,847401.0,TA,complete4,SCL7,SCL6,0.9855072463768116,69,5.551906590444329,5.918302597270667,8.08165988851454,5.3700843309634365,6.335466537762841
t2711_n847401,2711.0,847401.0,TB,pairwise_coparticipating,SCL9,SCL8,0.20634920634920634,63,-5.196165755413101,-7.786967092758005,18.354110603895162,-7.965241953463556,3.4182905601999662
t2711_n847401,2711.0,847401.0,TB,complete4,SCL9,SCL8,0.20967741935483872,62,-5.201600142778122,-7.790387719822547,18.65310661046844,-7.965498416740229,3.4310039857668007
t2711_n847401,2711.0,847401.0,TB,pairwise_coparticipating,SCL9,SCL7,0.1935483870967742,62,-8.872945815522906,-13.536158680869448,53.56035009867741,-13.867938822562063,5.824159963731106
t2711_n847401,2711.0,847401.0,TB,complete4,SCL9,SCL7,0.1935483870967742,62,-8.872945815522906,-13.536158680869448,53.56035009867741,-13.867938822562063,5.824159963731106
t2711_n847401,2711.0,847401.0,TB,pairwise_coparticipating,SCL9,SCL6,0.18181818181818182,66,-18.68683012162491,-21.91782269166106,631.4724823701911,-22.569755811642608,10.565069980616954
t2711_n847401,2711.0,847401.0,TB,complete4,SCL9,SCL6,0.1774193548387097,62,-14.162118116739558,-21.880860544521056,153.47162553398437,-22.490443181162483,10.577190440611503
t2711_n847401,2711.0,847401.0,TB,pairwise_coparticipating,SCL8,SCL7,0.24193548387096775,62,-3.6713456727447844,-5.809773836406748,12.127781849624284,-5.970923826847138,2.8442441262292046
t2711_n847401,2711.0,847401.0,TB,complete4,SCL8,SCL7,0.24193548387096775,62,-3.6713456727447844,-5.809773836406748,12.127781849624284,-5.970923826847138,2.8442441262292046
t2711_n847401,2711.0,847401.0,TB,pairwise_coparticipating,SCL8,SCL6,0.2222222222222222,63,-10.598151278102971,-14.109588782032006,247.0940903884147,-14.597216402578487,8.023489752504975
t2711_n847401,2711.0,847401.0,TB,complete4,SCL8,SCL6,0.22580645161290322,62,-8.960517973961435,-14.1074959931384,79.41894222291741,-14.581966491540879,8.024499216017285
t2711_n847401,2711.0,847401.0,TB,pairwise_coparticipating,SCL7,SCL6,0.20967741935483872,62,-5.2891723012166505,-8.29566613028328,30.77194478878693,-8.7375425102,5.831890315062719
t2711_n847401,2711.0,847401.0,TB,complete4,SCL7,SCL6,0.20967741935483872,62,-5.2891723012166505,-8.29566613028328,30.77194478878693,-8.7375425102,5.831890315062719
t2711_n847402,2711.0,847402.0,ALL,pairwise_coparticipating,SCL9,SCL8,0.42567567567567566,148,-2.6475854800324035,-2.9697179220856924,23.98075810256529,-7.906542962029198,3.1581382031534306
t2711_n847402,2711.0,847402.0,ALL,complete4,SCL9,SCL8,0.4315068493150685,146,-2.592437731722774,-2.309905331600021,24.06661896912456,-7.907030500111432,3.160486348797349
t2711_n847402,2711.0,847402.0,ALL,pairwise_coparticipating,SCL9,SCL7,0.45695364238410596,151,-4.676964136934313,-3.803211228823784,165.3732096766013,-13.848024598839402,5.858052977209809
t2711_n847402,2711.0,847402.0,ALL,complete4,SCL9,SCL7,0.4726027397260274,146,-3.6069985708123653,-1.9143717653389558,71.24098507719212,-13.82377041228392,5.860145057261434
t2711_n847402,2711.0,847402.0,ALL,pairwise_coparticipating,SCL9,SCL6,0.5095541401273885,157,-6.48589869486345,0.6824189028593537,453.2087059420619,-22.468802572246933,11.875284240347172
t2711_n847402,2711.0,847402.0,ALL,complete4,SCL9,SCL6,0.547945205479452,146,-4.177895772965189,1.4350438902365568,247.88694683530505,-22.385062457606182,11.924780174148964
t2711_n847402,2711.0,847402.0,ALL,pairwise_coparticipating,SCL8,SCL7,0.5850340136054422,147,-0.9934938758280629,1.6216789118843735,15.366507333368247,-5.971627624547546,2.818390373173679
t2711_n847402,2711.0,847402.0,ALL,complete4,SCL8,SCL7,0.5821917808219178,146,-1.0145608390895917,1.6152348029741006,15.40679221712192,-5.971941430039806,2.8185394100009944
t2711_n847402,2711.0,847402.0,ALL,pairwise_coparticipating,SCL8,SCL6,0.5704697986577181,149,-2.420786446028996,6.722975480770401,220.5844075729977,-14.569904629448866,8.795388806881965
