id,topology,noise,mode,scope,earlier_test,later_test,p_i_before_j,n,mean,median,variance,q05,q95
t2711_n847402,2711.0,847402.0,ALL,complete4,SCL8,SCL6,0.5753424657534246,146,-1.5854580412424153,6.754140367858781,136.85101615003094,-14.558863492919045,8.798130302731806
t2711_n847402,2711.0,847402.0,ALL,pairwise_coparticipating,SCL7,SCL6,0.5789473684210527,152,-0.3040246790208309,5.637572061817991,65.49135709430367,-8.718759792705168,6.233354292589501
t2711_n847402,2711.0,847402.0,ALL,complete4,SCL7,SCL6,0.5616438356164384,146,-0.5708972021528235,5.504871964669292,66.38173017316667,-8.721230533390553,6.198910558344323
t2711_n847402,2711.0,847402.0,TA,pairwise_coparticipating,SCL9,SCL8,0.7704918032786885,61,0.8250006641475667,2.273524198877567,10.908222416448025,-6.4474100814259145,3.299229463656957
t2711_n847402,2711.0,847402.0,TA,complete4,SCL9,SCL8,0.7704918032786885,61,0.8250006641475667,2.273524198877567,10.908222416448025,-6.4474100814259145,3.299229463656957
t2711_n847402,2711.0,847402.0,TA,pairwise_coparticipating,SCL9,SCL7,0.7903225806451613,62,2.7116813922651297,4.568783090784564,20.182769364096217,-5.810060808912021,6.013210659469223
t2711_n847402,2711.0,847402.0,TA,complete4,SCL9,SCL7,0.8032786885245902,61,3.0125218008854926,4.59004490274674,14.814320079873898,-5.301993756074808,6.015728045316791
t2711_n847402,2711.0,847402.0,TA,pairwise_coparticipating,SCL9,SCL6,0.921875,64,8.25291061906593,10.436128467632443,23.83061465469397,-1.071081942731325,12.002549340740552
t2711_n847402,2711.0,847402.0,TA,complete4,SCL9,SCL6,0.9672131147540983,61,8.949447130670496,10.467763773689512,14.068543857594513,1.0327135742481914,12.009222902361216
t2711_n847402,2711.0,847402.0,TA,pairwise_coparticipating,SCL8,SCL7,0.9838709677419355,62,2.185823743570462,2.3577588274267782,0.48706903290680736,0.45003137505700597,2.889418579069388
t2711_n847402,2711.0,847402.0,TA,complete4,SCL8,SCL7,0.9836065573770492,61,2.187521136737926,2.370698802806146,0.4950052420392099,0.4171814134751912,2.8904901735349995
t2711_n847402,2711.0,847402.0,TA,pairwise_coparticipating,SCL8,SCL6,1.0,62,8.11915305300924,8.24390351288639,0.5269936290939119,6.640787679407458,8.863001274008957
t2711_n847402,2711.0,847402.0,TA,complete4,SCL8,SCL6,1.0,61,8.12444646652293,8.258040964974498,0.534010647960427,6.63677686489973,8.86588138789375
t2711_n847402,2711.0,847402.0,TA,pairwise_coparticipating,SCL7,SCL6,1.0,63,5.939736314937479,5.954242472249462,0.07893642411084996,5.360576795939596,6.330003735035825
t2711_n847402,2711.0,847402.0,TA,complete4,SCL7,SCL6,1.0,61,5.936925329785004,5.954242472249462,0.07808019463877658,5.358589861458313,6.2673014476458775
t2711_n847402,2711.0,847402.0,TB,pairwise_coparticipating,SCL9,SCL8,0.1839080459770115,87,-5.082387259285026,-7.797534205506963,18.82941134379676,-7.931068684399361,3.012425462195097
t2711_n847402,2711.0,847402.0,TB,complete4,SCL9,SCL8,0.18823529411764706,85,-5.044952345229724,-7.797534205506963,19.184452797237416,-7.93213495654054,3.0252856615115884
t2711_n847402,2711.0,847402.0,TB,pairwise_coparticipating,SCL9,SCL7,0.2247191011235955,89,-9.824110460646283,-13.322382015721814,202.63904692821626,-13.907843192865403,5.698407928810046
t2711_n847402,2711.0,847402.0,TB,complete4,SCL9,SCL7,0.23529411764705882,85,-8.35747789638377,-13.322382015721814,57.73789296954535,-13.848341580700799,5.742786243125737
t2711_n847402,2711.0,847402.0,TB,pairwise_coparticipating,SCL9,SCL6,0.22580645161290322,93,-16.628735211976142,-21.772911172018212,497.05191381746545,-27.517302546837886,11.496519936822004
t2711_n847402,2711.0,847402.0,TB,complete4,SCL9,SCL6,0.24705882352941178,85,-13.59869479792727,-21.772911172018212,202.90078586350145,-22.4605023126227,11.52764603912219
t2711_n847402,2711.0,847402.0,TB,pairwise_coparticipating,SCL8,SCL7,0.29411764705882354,85,-3.312525551154046,-5.578156952477002,13.452106365051119,-5.999448159975145,2.6761438235742387
t2711_n847402,2711.0,847402.0,TB,complete4,SCL8,SCL7,0.29411764705882354,85,-3.312525551154046,-5.578156952477002,13.452106365051119,-5.999448159975145,2.6761438235742387
t2711_n847402,2711.0,847402.0,TB,pairwise_coparticipating,SCL8,SCL6,0.26436781609195403,87,-9.932007698217165,-14.121556694117317,242.07373131044014,-14.761009969369479,8.662455175105425
t2711_n847402,2711.0,847402.0,TB,complete4,SCL8,SCL6,0.27058823529411763,85,-8.553742452697545,-14.07126253163733,118.24756875027039,-14.61227085021892,8.663756856042891
t2711_n847402,2711.0,847402.0,TB,pairwise_coparticipating,SCL7,SCL6,0.2808988764044944,89,-4.7237656073283985,-8.254532157232461,64.6561176043939,-8.757620975934696,6.13581610317051
t2711_n847402,2711.0,847402.0,TB,complete4,SCL7,SCL6,0.24705882352941178,85,-5.2412169015435,-8.270768696576852,61.704746962593674,-8.757650636909238,6.05088153597535
t2712_n847401,2712.0,847401.0,ALL,pairwise_coparticipating,SCL9,SCL8,0.08695652173913043,69,-6.5841299504587845,-8.205055868686031,27.88951094809202,-8.942846048354113,0.1780046721294631
t2712_n847401,2712.0,847401.0,ALL,complete4,SCL9,SCL8,0.05970149253731343,67,-7.31081579536267,-8.220050134055782,9.448444096497521,-8.944995010206185,0.06294452047004556
t2712_n847401,2712.0,847401.0,ALL,pairwise_coparticipating,SCL9,SCL7,0.09278350515463918,97,-43.585803910934516,-13.799044089468225,2668.2785855613943,-128.57355867617736,3.4817494977243735
t2712_n847401,2712.0,847401.0,ALL,complete4,SCL9,SCL7,0.13432835820895522,67,-11.303289785655322,-13.6261786953728,36.98475713885481,-14.25584678552841,3.928597089642425
t2712_n847401,2712.0,847401.0,ALL,pairwise_coparticipating,SCL9,SCL6,0.06521739130434782,138,-51.33280832578804,-22.800821493519834,2518.089216135588,-125.09667066666643,9.895495317790758
t2712_n847401,2712.0,847401.0,ALL,complete4,SCL9,SCL6,0.13432835820895522,67,-17.739644164482538,-21.98996490454374,128.25299106527223,-23.152770532450084,10.783053336997542
t2712_n847401,2712.0,847401.0,ALL,pairwise_coparticipating,SCL8,SCL7,0.22666666666666666,75,-3.1800203872794492,-5.287059419999423,14.577861065308099,-5.567354275213438,4.055912480757615
t2712_n847401,2712.0,847401.0,ALL,complete4,SCL8,SCL7,0.13432835820895522,67,-3.9924739902926514,-5.349398538920013,10.051707316645853,-5.573061262161355,3.941782240624343
t2712_n847401,2712.0,847401.0,ALL,pairwise_coparticipating,SCL8,SCL6,0.22077922077922077,77,-8.546390112763014,-13.251668274780059,107.5631225022168,-14.463150759581186,10.898408850017585
t2712_n847401,2712.0,847401.0,ALL,complete4,SCL8,SCL6,0.13432835820895522,67,-10.42882836911987,-13.388722239316849,71.10566613805088,-14.4451448706659,10.854096908280189
t2712_n847401,2712.0,847401.0,ALL,pairwise_coparticipating,SCL7,SCL6,0.5163934426229508,122,-0.7207136871505018,5.693394620290746,56.58443179064887,-8.981681112793376,7.024920376215595
t2712_n847401,2712.0,847401.0,ALL,complete4,SCL7,SCL6,0.13432835820895522,67,-6.436354378827218,-8.36378620917094,27.996955592612426,-9.035046910347592,6.863930383028856
t2712_n847401,2712.0,847401.0,TA,pairwise_coparticipating,SCL9,SCL8,0.2857142857142857,7,-0.2911440528275437,-0.16995824216064648,0.18308337325658375,-0.7707766223342333,0.1890236937899316
t2712_n847401,2712.0,847401.0,TA,complete4,SCL9,SCL8,0.2857142857142857,7,-0.2911440528275437,-0.16995824216064648,0.18308337325658375,-0.7707766223342333,0.1890236937899316
t2712_n847401,2712.0,847401.0,TA,pairwise_coparticipating,SCL9,SCL7,0.19444444444444445,36,-92.22370653710173,-125.99883802854674,3073.583914742439,-129.42794029777178,3.835802779590267
t2712_n847401,2712.0,847401.0,TA,complete4,SCL9,SCL7,1.0,7,3.5615656442602943,3.4217156555023394,0.4144533886365318,2.792870484496416,4.42740075274196
t2712_n847401,2712.0,847401.0,TA,pairwise_coparticipating,SCL9,SCL6,0.1,70,-80.20238322178339,-119.28836422684253,3047.7379754182875,-125.37680515000083,10.14525691887793
t2712_n847401,2712.0,847401.0,TA,complete4,SCL9,SCL6,1.0,7,10.348761073872604,10.184408991503005,0.48896918773334647,9.600116468588567,11.381678983866731
t2712_n847401,2712.0,847401.0,TA,pairwise_coparticipating,SCL8,SCL7,1.0,13,3.728242539965812,3.6813888712931657,0.12621505325453763,3.2998108776664594,4.227080320150708
t2712_n847401,2712.0,847401.0,TA,complete4,SCL8,SCL7,1.0,7,3.852709697087838,3.93035888929262,0.15064449863881027,3.3288544082199225,4.32346381934949
t2712_n847401,2712.0,847401.0,TA,pairwise_coparticipating,SCL8,SCL6,1.0,13,10.5345612769239,10.410847397693942,0.139255763334122,10.14438349078846,11.113130733772413
t2712_n847401,2712.0,847401.0,TA,complete4,SCL8,SCL6,1.0,7,10.639905126700146,10.584911387499233,0.1988089945758558,10.191805166272388,11.28214424717662
t2712_n847401,2712.0,847401.0,TA,pairwise_coparticipating,SCL7,SCL6,1.0,53,6.547321639871096,6.57185277577446,0.12681172128569276,6.011284869508017,7.073359235686075
t2712_n847401,2712.0,847401.0,TA,complete4,SCL7,SCL6,1.0,7,6.787195429612309,6.840235078074329,0.03113410386026756,6.520132636885319,6.967436094269942
t2712_n847401,2712.0,847401.0,TB,pairwise_coparticipating,SCL9,SCL8,0.06451612903225806,62,-7.29462835825586,-8.227700294538863,26.014400794300382,-8.950367414836364,-0.12012905017711137
t2712_n847401,2712.0,847401.0,TB,complete4,SCL9,SCL8,0.03333333333333333,60,-8.129777498658434,-8.239239057116265,4.022480919165555,-8.98179940142909,-7.573478585124223
t2712_n847401,2712.0,847401.0,TB,pairwise_coparticipating,SCL9,SCL7,0.03278688524590164,61,-14.881467934835827,-13.6895637466896,219.26322461572727,-14.29353157877631,-12.709830288338708
t2712_n847401,2712.0,847401.0,TB,complete4,SCL9,SCL7,0.03333333333333333,60,-13.037522919145477,-13.688659588795872,12.056032008285614,-14.262944094621343,-12.497058345378548
t2712_n847401,2712.0,847401.0,TB,pairwise_coparticipating,SCL9,SCL6,0.029411764705882353,68,-21.6141282857928,-22.045642475554814,243.0603184133732,-23.412251307685437,-2.4573824526716423
t2712_n847401,2712.0,847401.0,TB,complete4,SCL9,SCL6,0.03333333333333333,60,-21.016624775623974,-22.23607575909955,38.89386301348065,-23.161837465450663,-20.670035959136303
t2712_n847401,2712.0,847401.0,TB,pairwise_coparticipating,SCL8,SCL7,0.06451612903225806,62,-4.62852713008894,-5.358256491572774,5.3565119811897635,-5.576628129003803,3.0550919890500814
t2712_n847401,2712.0,847401.0,TB,complete4,SCL8,SCL7,0.03333333333333333,60,-4.907745420487042,-5.361226651450124,3.074867098810198,-5.577636947740757,-4.0938210971772655
t2712_n847401,2712.0,847401.0,TB,pairwise_coparticipating,SCL8,SCL6,0.0625,64,-12.422208363793168,-13.810301991900815,39.34357410292939,-14.474617333602874,6.880420783030664
t2712_n847401,2712.0,847401.0,TB,complete4,SCL8,SCL6,0.03333333333333333,60,-12.886847276965538,-13.810301991900815,20.712355529475868,-14.44967404836043,-12.731261096184612
t2712_n847401,2712.0,847401.0,TB,pairwise_coparticipating,SCL7,SCL6,0.14492753623188406,69,-6.303407489065642,-8.341072231225553,27.793319308021758,-9.03230375754938,6.96635017315857
t2712_n847401,2712.0,847401.0,TB,complete4,SCL7,SCL6,0.03333333333333333,60,-7.979101856478496,-8.554025312809244,8.148681202497093,-9.043291264918661,-7.775325593162053
t2712_n847402,2712.0,847402.0,ALL,pairwise_coparticipating,SCL9,SCL8,0.0,78,-7.978803523451916,-8.205416090499057,3.2043393068035417,-8.976296753664428,-6.194631028466808
t2712_n847402,2712.0,847402.0,ALL,complete4,SCL9,SCL8,0.0,78,-7.978803523451916,-8.205416090499057,3.2043393068035417,-8.976296753664428,-6.194631028466808
t2712_n847402,2712.0,847402.0,ALL,pairwise_coparticipating,SCL9,SCL7,0.03333333333333333,120,-49.184324244966575,-13.878810705875367,2822.6418897282692,-129.62821695400672,-11.766887565896935
t2712_n847402,2712.0,847402.0,ALL,complete4,SCL9,SCL7,0.05128205128205128,78,-12.720164790732225,-13.56565152026451,14.256403576669905,-14.27400963542641,-9.769864803528833
t2712_n847402,2712.0,847402.0,ALL,pairwise_coparticipating,SCL9,SCL6,0.038461538461538464,156,-58.74300535619813,-22.940411744180892,2445.5851276875037,-124.58889795007826,-4.780746598182304
t2712_n847402,2712.0,847402.0,ALL,complete4,SCL9,SCL6,0.05128205128205128,78,-20.456561575437668,-22.00645611092432,50.338858078469684,-23.094875506391872,-16.362498248462774
t2712_n847402,2712.0,847402.0,ALL,pairwise_coparticipating,SCL8,SCL7,0.08641975308641975,81,-4.418863765689543,-5.3166247113695135,6.761277124154755,-5.565267805865915,3.8239010086326743
t2712_n847402,2712.0,847402.0,ALL,complete4,SCL8,SCL7,0.05128205128205128,78,-4.74136126728031,-5.324860757277747,4.178317442854894,-5.5656132423066085,-2.948688694875203
t2712_n847402,2712.0,847402.0,ALL,pairwise_coparticipating,SCL8,SCL6,0.08641975308641975,81,-11.611687657227424,-13.71862635819889,47.512895388633666,-14.516900913346035,10.623593327953131
t2712_n847402,2712.0,847402.0,ALL,complete4,SCL8,SCL6,0.05128205128205128,78,-12.477758051985752,-13.837451568629149,28.84656356349523,-14.517406070886135,-8.308843680883157
t2712_n847402,2712.0,847402.0,ALL,pairwise_coparticipating,SCL7,SCL6,0.4492753623188406,138,-1.7714602524453562,-7.97331290382499,54.52730418494453,-9.028738584980056,6.847655632785154
t2712_n847402,2712.0,847402.0,ALL,complete4,SCL7,SCL6,0.05128205128205128,78,-7.736396784705442,-8.45092223647407,11.185019863284317,-9.092022906927014,-5.375921588885642
t2712_n847402,2712.0,847402.0,TA,pairwise_coparticipating,SCL9,SCL8,0.0,1,-0.36290593960438855,-0.36290593960438855,,-0.36290593960438855,-0.36290593960438855
t2712_n847402,2712.0,847402.0,TA,complete4,SCL9,SCL8,0.0,1,-0.36290593960438855,-0.36290593960438855,,-0.36290593960438855,-0.36290593960438855
t2712_n847402,2712.0,847402.0,TA,pairwise_coparticipating,SCL9,SCL7,0.02702702702702703,37,-117.62719270760907,-128.13756588303477,1189.9012638106776,-129.7974499097705,-7.276071384894758
t2712_n847402,2712.0,847402.0,TA,complete4,SCL9,SCL7,1.0,1,3.3273216082525323,3.3273216082525323,,3.3273216082525323,3.3273216082525323
t2712_n847402,2712.0,847402.0,TA,pairwise_coparticipating,SCL9,SCL6,0.03076923076923077,65,-102.9272457841742,-122.103550122667,1699.91584809867,-125.21340454457822,-4.49716865493249
t2712_n847402,2712.0,847402.0,TA,complete4,SCL9,SCL6,1.0,1,10.050490974841523,10.050490974841523,,10.050490974841523,10.050490974841523
t2712_n847402,2712.0,847402.0,TA,pairwise_coparticipating,SCL8,SCL7,1.0,3,3.964804132253145,3.9860157987604907,0.07001800855577689,3.7198063729472777,4.19495372500387
t2712_n847402,2712.0,847402.0,TA,complete4,SCL8,SCL7,1.0,1,3.690227547856921,3.690227547856921,,3.690227547856921,3.690227547856921
t2712_n847402,2712.0,847402.0,TA,pairwise_coparticipating,SCL8,SCL6,1.0,3,10.82804733241998,10.832990907294516,0.16990955267059737,10.455356313730771,11.197277848697013
t2712_n847402,2712.0,847402.0,TA,complete4,SCL8,SCL6,1.0,1,10.413396914445912,10.413396914445912,,10.413396914445912,10.413396914445912
t2712_n847402,2712.0,847402.0,TA,pairwise_coparticipating,SCL7,SCL6,1.0,43,6.400155405084639,6.409661268803575,0.1094852484985176,5.859378705958079,6.842546494923772
t2712_n847402,2712.0,847402.0,TA,complete4,SCL7,SCL6,1.0,1,6.723169366588991,6.723169366588991,,6.723169366588991,6.723169366588991
t2712_n847402,2712.0,847402.0,TB,pairwise_coparticipating,SCL9,SCL8,0.0,77,-8.077711284281104,-8.205743933693157,2.4734073584144123,-8.982153009957983,-7.647683431544281
t2712_n847402,2712.0,847402.0,TB,complete4,SCL9,SCL8,0.0,77,-8.077711284281104,-8.205743933693157,2.4734073584144123,-8.982153009957983,-7.647683431544281
t2712_n847402,2712.0,847402.0,TB,pairwise_coparticipating,SCL9,SCL7,0.03614457831325301,83,-18.673647942342818,-13.632911900754152,517.9189609033017,-69.09458893936898,-12.321245298264788
t2712_n847402,2712.0,847402.0,TB,complete4,SCL9,SCL7,0.03896103896103896,77,-12.928573705004755,-13.566817053666455,11.01153705869429,-14.280249340579758,-12.215094171404779
t2712_n847402,2712.0,847402.0,TB,pairwise_coparticipating,SCL9,SCL6,0.04395604395604396,91,-27.182833621929504,-22.191176061096485,585.9441648871822,-90.92382900549,-8.234824486611615
t2712_n847402,2712.0,847402.0,TB,complete4,SCL9,SCL6,0.03896103896103896,77,-20.85275706310363,-22.041345562494826,38.59638237071395,-23.09488830603732,-20.84261825259091
t2712_n847402,2712.0,847402.0,TB,pairwise_coparticipating,SCL8,SCL7,0.05128205128205128,78,-4.741312530995031,-5.324860757277747,4.17915015011709,-5.5656132423066085,-2.9481184803374374
t2712_n847402,2712.0,847402.0,TB,complete4,SCL8,SCL7,0.03896103896103896,77,-4.850862420723651,-5.331664047545928,3.2857300585745,-5.565728387786839,-4.172171227526451
t2712_n847402,2712.0,847402.0,TB,pairwise_coparticipating,SCL8,SCL6,0.05128205128205128,78,-12.474754387598479,-13.837451568629149,28.986567878504047,-14.517406070886135,-8.308843680883157
t2712_n847402,2712.0,847402.0,TB,complete4,SCL8,SCL6,0.03896103896103896,77,-12.775045778822527,-13.845753290601351,22.241778411411918,-14.517574456732836,-12.064594609142658
t2712_n847402,2712.0,847402.0,TB,pairwise_coparticipating,SCL7,SCL6,0.2,95,-5.470191550064197,-8.22275963480206,35.04942587471415,-9.069945854976686,6.846818400832853
t2712_n847402,2712.0,847402.0,TB,complete4,SCL7,SCL6,0.03896103896103896,77,-7.924183358098877,-8.473861849761306,8.545423208012178,-9.092650452745147,-7.650986794180061
