subject,dataset,mode,condition,objective,seed,cycles,updates_per_patient,offset_cycles,hidden_size,learning_rate,optimizer,weight_decay,n_contacts,n_train_events,n_eval_events,n_parameters,rollout_condition,likelihood_n_events,likelihood_n_decisions,likelihood_n_nonterminal_decisions,likelihood_event_total_nll,likelihood_contact_choice_nll,likelihood_stop_contribution_nll,whole_participation_mae,whole_rank_wasserstein,whole_precedence_mae,whole_precedence_correlation,whole_participant_count_mean_error,whole_event_length_mean_error,suffix_participation_mae,suffix_rank_wasserstein,suffix_precedence_mae,suffix_precedence_correlation,suffix_participant_count_mean_error,suffix_event_length_mean_error,transition_mae,transition_correlation,event_length_wasserstein,stop_hazard_mae,generated_zero_suffix_fraction,uniforms_sha256
epilepsiae_1084,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,11,5854,1464,5870,static_only,1464,11861,10397,1.7531198263168335,1.7882766723632812,0.1909692883491516,0.1299056135121709,0.1002182946559882,0.1436037614843157,0.3804562639304965,0.5027322404371581,0.5027322404371581,0.1299056135121708,0.1108724133203847,0.1527553534131596,-0.2416710318742911,0.5027322404371581,0.5027322404371581,0.0401289395794759,0.6855853825134882,0.0461997019374068,0.0769885528587089,0.0006830601092896,4593932335f4253e3fad31876fc07acb4340866dd4afae13caefd7a6f8523c77
epilepsiae_1084,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,11,5854,1464,5870,native_model,1464,11861,10397,1.7531198263168335,1.7882766723632812,0.1909692883491516,0.0607302533532041,0.0531947021560981,0.0789395224847638,0.8413481559970877,0.0696721311475405,0.0696721311475405,0.0607302533532041,0.0689784484765949,0.0873346733203387,0.6749682477637031,0.0696721311475405,0.0696721311475405,0.0253214168596971,0.8929112559615208,0.0443368107302533,0.0804310187997573,0.0013661202185792,4593932335f4253e3fad31876fc07acb4340866dd4afae13caefd7a6f8523c77
epilepsiae_1096,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,7,112269,28068,5870,none,28068,165555,137487,1.428366780281067,1.4295319318771362,0.2513357996940613,,,,,,,,,,,,,,,,,,
epilepsiae_1096,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,7,112269,28068,5870,full_constructive,28068,165555,137487,1.428366780281067,1.4295319318771362,0.2513357996940613,0.0736680307009507,0.0607886904024025,0.0893510504527656,0.2933555166721739,0.2194670086931731,0.2194670086931731,0.0736680307009507,0.0812948349858047,0.1170432836283499,0.7305261718621826,0.2194670086931736,0.2194670086931736,0.0268986404487289,0.9302087597216536,0.0313626091736395,0.0267831917080193,0.0,88a1c28c19a2898234590f6264b679a5796093ed1e06a83949c93ba00d7cde73
epilepsiae_1096,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,7,112269,28068,5870,static_only,28068,165555,137487,1.428366780281067,1.4295319318771362,0.2513357996940613,0.0657892058063071,0.0376285163568512,0.0541087307056234,0.6516569002090694,0.2194670086931731,0.2194670086931731,0.0657892058063071,0.0574545771644127,0.0983225221519613,0.8320186604542378,0.2194670086931736,0.2194670086931736,0.0401590165678621,0.8158002455996725,0.0313626091736395,0.0267831917080193,0.0,88a1c28c19a2898234590f6264b679a5796093ed1e06a83949c93ba00d7cde73
epilepsiae_1096,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,7,112269,28068,5870,native_model,28068,165555,137487,1.428366780281067,1.4295319318771362,0.2513357996940613,0.0437966978155092,0.0543318374139353,0.088866340868179,-0.0288006046389486,-0.028751603249252,-0.028751603249252,0.0437966978155092,0.0701394131722402,0.1223974335915845,0.1018102177136108,-0.0287516032492516,-0.0287516032492516,0.0232457649626686,0.9619320507572656,0.0329149616238115,0.064644547576999,0.0014963659683625,88a1c28c19a2898234590f6264b679a5796093ed1e06a83949c93ba00d7cde73
epilepsiae_1125,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,8,28776,7195,5870,none,7195,49688,42493,1.376980543136597,1.3455442190170288,0.2378994673490524,,,,,,,,,,,,,,,,,,
epilepsiae_1125,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,8,28776,7195,5870,full_constructive,7195,49688,42493,1.376980543136597,1.3455442190170288,0.2378994673490524,0.0896629603891591,0.0349651443879998,0.0526522271791965,0.8100968881822023,-0.015705350938151,-0.015705350938151,0.0896629603891591,0.0570641702587116,0.0856113290624377,0.8719892657163951,-0.015705350938151,-0.015705350938151,0.034246726063532,0.8742086429947701,0.0129430159833217,0.0210524578386356,0.0,bb44097babd98f8b032aea185cfb549fe05ee4c6ca7dae7c21fdd2c4bc29c785
epilepsiae_1125,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,8,28776,7195,5870,static_only,7195,49688,42493,1.376980543136597,1.3455442190170288,0.2378994673490524,0.1318450312717164,0.0443008845550716,0.0477458937408711,0.8285271749165612,-0.015705350938151,-0.015705350938151,0.1318450312717164,0.0747106103187698,0.1186082173066793,0.9510395637945348,-0.015705350938151,-0.015705350938151,0.0575813895310003,0.6330469888363504,0.0129430159833217,0.0210524578386356,0.0,bb44097babd98f8b032aea185cfb549fe05ee4c6ca7dae7c21fdd2c4bc29c785
epilepsiae_1125,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,8,28776,7195,5870,native_model,7195,49688,42493,1.376980543136597,1.3455442190170288,0.2378994673490524,0.0753995830437804,0.0416795834546654,0.0615689566432771,0.6037465448171221,-0.2423905489923559,-0.2423905489923559,0.0753995830437804,0.0674114372617277,0.1178837543751981,0.7451167920245952,-0.2423905489923559,-0.2423905489923559,0.0348652591722847,0.868887053858152,0.0371438498957609,0.060603991797294,0.0008339124391938,bb44097babd98f8b032aea185cfb549fe05ee4c6ca7dae7c21fdd2c4bc29c785
epilepsiae_1146,epilepsiae,formal,best_rollout_aware,scheduled_sampling,20260725,7,32,8,32,0.0003,adamw,0.0,15,9944,2486,5870,none,2486,30808,28322,1.9656707048416135,1.9554738998413088,0.1762441247701645,,,,,,,,,,,,,,,,,,
