config_key,coverage_cycle,n_patients,n_seeds,patient_median_contact_choice_nll,patient_mean_contact_choice_nll,patient_sd_contact_choice_nll,patient_se_contact_choice_nll,patient_median_total_nll,patient_median_stop_nll,patient_median_train_validation_gap,seed_patient_median_sd,seed_patient_median_values,cfg_updates_per_patient,cfg_hidden_size,cfg_learning_rate,cfg_optimizer,cfg_weight_decay,cfg_batch_size,cfg_objective,optimizer_steps_in_cycle,gradient_clip_fraction,parameter_update_norm_median,runtime_seconds,optimizer_steps_total
u32_h32_lr0.0003_adam_wd0_b1024_teacher_forced_one_step,1,34,3,1.8367501695950827,1.9612923299565035,0.53633228404111,0.09198022787930053,1.840387245019277,0.24180864542722696,-0.012085676193237284,0.035770556963604934,"[1.7917553186416626, 1.8441807031631472, 1.8601258397102358]",32,32,0.0003,adam,0.0,1024,teacher_forced_one_step,1088.0,0.21323529411764705,0.015498931519687176,970.7529902458191,1088
u32_h32_lr0.0003_adam_wd0_b1024_teacher_forced_one_step,2,34,3,1.8000394304593403,1.8999253651675057,0.5239467940812573,0.08985613387488905,1.7934652169545493,0.22676367809375125,-0.015259305636088051,0.022904700759558243,"[1.7570791840553284, 1.7575029730796814, 1.796961486339569]",32,32,0.0003,adam,0.0,1024,teacher_forced_one_step,1088.0,0.25153186274509803,0.014474642152587572,970.7529902458191,2176
u32_h32_lr0.0003_adam_wd0_b1024_teacher_forced_one_step,3,34,3,1.7522324721018472,1.8599256160212498,0.5175308932108512,0.08875581595319981,1.733737587928772,0.21442036082347232,-0.014981508255004852,0.01679065318810936,"[1.7569321393966675, 1.723724901676178, 1.7446572184562683]",32,32,0.0003,adam,0.0,1024,teacher_forced_one_step,1088.0,0.2181372549019608,0.01237674755975604,970.7529902458191,3264
u32_h32_lr0.0003_adam_wd0_b1024_teacher_forced_one_step,4,34,3,1.7241278290748596,1.830715625893836,0.5117224393029233,0.08775967432612469,1.7446285883585613,0.24094327042500174,-0.01710538069407142,0.011407363883257941,"[1.711392879486084, 1.7243144512176514, 1.7341373562812805]",32,32,0.0003,adam,0.0,1024,teacher_forced_one_step,1088.0,0.1902573529411765,0.011245593894273043,970.7529902458191,4352
u32_h32_lr0.0003_adam_wd0_b1024_teacher_forced_one_step,5,34,3,1.7098817229270935,1.8207161321359524,0.5040904167079391,0.08645079324930925,1.6989963054656982,0.20465633769830066,-0.0208621223767598,0.01052107956371241,"[1.7145971655845642, 1.700134515762329, 1.72060227394104]",32,32,0.0003,adam,0.0,1024,teacher_forced_one_step,1088.0,0.15716911764705882,0.010372044052928686,970.7529902458191,5440
u32_h32_lr0.0003_adam_wd0_b1024_teacher_forced_one_step,6,34,3,1.699454923470815,1.8043043870551911,0.49665436725660117,0.08517552128935507,1.6893806457519531,0.208648016055425,-0.0181708137194315,0.010505390062382467,"[1.6986895203590393, 1.6893531680107117, 1.710322082042694]",32,32,0.0003,adam,0.0,1024,teacher_forced_one_step,1088.0,0.14276960784313728,0.009832742623984814,970.7529902458191,6528
u32_h32_lr0.0003_adam_wd0_b1024_teacher_forced_one_step,7,34,3,1.6910775303840637,1.7994235941008025,0.4944193824162159,0.08479222455141404,1.6862895886103313,0.2110491593678792,-0.014666040738423616,0.002996546508619058,"[1.6910675764083862, 1.6880859732627869, 1.694079041481018]",32,32,0.0003,adam,0.0,1024,teacher_forced_one_step,1088.0,0.14522058823529413,0.009174373932182789,970.7529902458191,7616
u32_h32_lr0.0003_adamw_wd0.0001_b1024_teacher_forced_one_step,1,34,3,1.8367427984873452,1.9612873769273946,0.536331963650314,0.09198017293273232,1.8403781056404114,0.24180661638577772,-0.012085139751434298,0.03578545275218104,"[1.791724145412445, 1.8441764116287231, 1.8601209521293642]",32,32,0.0003,adamw,0.0001,1024,teacher_forced_one_step,1088.0,0.21323529411764705,0.015499134548008442,1072.7518532276154,1088
u32_h32_lr0.0003_adamw_wd0.0001_b1024_teacher_forced_one_step,2,34,3,1.8000354170799255,1.899925657347137,0.523945649685074,0.08985593761256276,1.7934639652570088,0.22676404565572733,-0.015262921651204417,0.02291787029727775,"[1.757081389427185, 1.7574877738952637, 1.796977937221527]",32,32,0.0003,adamw,0.0001,1024,teacher_forced_one_step,1088.0,0.25153186274509803,0.014475225626180569,1072.7518532276154,2176
u32_h32_lr0.0003_adamw_wd0.0001_b1024_teacher_forced_one_step,3,34,3,1.7522226572036743,1.8599197116552617,0.5175280275271582,0.088755324492501,1.7337278326352439,0.21441501379013056,-0.014985005060831665,0.016785152695818834,"[1.7569234371185303, 1.723726749420166, 1.7446504831314087]",32,32,0.0003,adamw,0.0001,1024,teacher_forced_one_step,1088.0,0.2178308823529412,0.012377336155623198,1072.7518532276154,3264
