config_key,max_cycle,plateau_reached,plateau_at_cycle,final_improvement,improvements,improvement_detail,threshold
u32_h32_lr0.001_adamw_wd0.0001_b1024_teacher_forced_one_step,8,False,,-0.005190551280975231,"[0.034537434577941895, 0.043900032838185665, -0.000590523084004646, 0.008709410826365227, 0.011285146077473884, 0.012584229310353745, -0.005190551280975231]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.034537434577941895, ""n_patients_improved"": 28, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.043900032838185665, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": -0.000590523084004646, ""n_patients_improved"": 17, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": 0.008709410826365227, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.011285146077473884, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.012584229310353745, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 7, ""to_cycle"": 8, ""patient_median_improvement"": -0.005190551280975231, ""n_patients_improved"": 13, ""n_patients"": 34}]",0.002
u32_h64_lr0.001_adamw_wd0.0001_b1024_teacher_forced_one_step,8,False,,0.013165871302286858,"[0.0326961874961853, 0.040714144706726074, -0.0020595590273538855, 0.026988526185353745, -0.003778398036956898, 0.023477375507354625, 0.013165871302286858]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.0326961874961853, ""n_patients_improved"": 25, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.040714144706726074, ""n_patients_improved"": 31, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": -0.0020595590273538855, ""n_patients_improved"": 15, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": 0.026988526185353745, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": -0.003778398036956898, ""n_patients_improved"": 13, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.023477375507354625, ""n_patients_improved"": 28, ""n_patients"": 34}, {""from_cycle"": 7, ""to_cycle"": 8, ""patient_median_improvement"": 0.013165871302286858, ""n_patients_improved"": 24, ""n_patients"": 34}]",0.002
