config_key,max_cycle,plateau_reached,plateau_at_cycle,final_improvement,improvements,improvement_detail,threshold
u32_h32_lr0.0003_adam_wd0_b1024_teacher_forced_one_step,7,False,,0.005589663982391357,"[0.0483777324358623, 0.03384111324946093, 0.027226388454437256, 0.006414532661437877, 0.016475637753804562, 0.005589663982391357]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.0483777324358623, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.03384111324946093, ""n_patients_improved"": 32, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": 0.027226388454437256, ""n_patients_improved"": 33, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": 0.006414532661437877, ""n_patients_improved"": 24, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.016475637753804562, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.005589663982391357, ""n_patients_improved"": 26, ""n_patients"": 34}]",0.002
u32_h32_lr0.0003_adamw_wd0.0001_b1024_teacher_forced_one_step,7,False,,0.0055846373240151514,"[0.04837268590927124, 0.03382434447606408, 0.0272217790285747, 0.006413201491038079, 0.01645805438359571, 0.0055846373240151514]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.04837268590927124, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.03382434447606408, ""n_patients_improved"": 32, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": 0.0272217790285747, ""n_patients_improved"": 33, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": 0.006413201491038079, ""n_patients_improved"": 24, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.01645805438359571, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.0055846373240151514, ""n_patients_improved"": 26, ""n_patients"": 34}]",0.002
u32_h32_lr0.0003_adamw_wd0_b1024_teacher_forced_one_step,7,False,,0.005589663982391357,"[0.0483777324358623, 0.03384111324946093, 0.027226388454437256, 0.006414532661437877, 0.016475637753804562, 0.005589663982391357]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.0483777324358623, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.03384111324946093, ""n_patients_improved"": 32, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": 0.027226388454437256, ""n_patients_improved"": 33, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": 0.006414532661437877, ""n_patients_improved"": 24, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.016475637753804562, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.005589663982391357, ""n_patients_improved"": 26, ""n_patients"": 34}]",0.002
u32_h32_lr0.001_adam_wd0_b1024_teacher_forced_one_step,7,False,,0.012587865193684822,"[0.034562091032664055, 0.04390382766723655, -0.0005951722462971265, 0.008725166320800892, 0.011282304922739739, 0.012587865193684822]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.034562091032664055, ""n_patients_improved"": 28, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.04390382766723655, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": -0.0005951722462971265, ""n_patients_improved"": 17, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": 0.008725166320800892, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.011282304922739739, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.012587865193684822, ""n_patients_improved"": 27, ""n_patients"": 34}]",0.002
u32_h32_lr0.001_adamw_wd0.0001_b1024_teacher_forced_one_step,7,False,,0.012584229310353745,"[0.034537434577941895, 0.043900032838185665, -0.000590523084004646, 0.008709410826365227, 0.011285146077473884, 0.012584229310353745]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.034537434577941895, ""n_patients_improved"": 28, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.043900032838185665, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": -0.000590523084004646, ""n_patients_improved"": 17, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": 0.008709410826365227, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.011285146077473884, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.012584229310353745, ""n_patients_improved"": 27, ""n_patients"": 34}]",0.002
u32_h32_lr0.001_adamw_wd0_b1024_teacher_forced_one_step,7,False,,0.012587865193684822,"[0.034562091032664055, 0.04390382766723655, -0.0005951722462971265, 0.008725166320800892, 0.011282304922739739, 0.012587865193684822]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.034562091032664055, ""n_patients_improved"": 28, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.04390382766723655, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": -0.0005951722462971265, ""n_patients_improved"": 17, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": 0.008725166320800892, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.011282304922739739, ""n_patients_improved"": 27, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.012587865193684822, ""n_patients_improved"": 27, ""n_patients"": 34}]",0.002
u32_h32_lr0.003_adam_wd0_b1024_teacher_forced_one_step,7,False,,0.001868605613708274,"[0.03875503937403357, 0.06514503558476747, 0.009385426839192745, -0.0022934675216675915, 0.0348564783732096, 0.001868605613708274]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.03875503937403357, ""n_patients_improved"": 24, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.06514503558476747, ""n_patients_improved"": 30, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": 0.009385426839192745, ""n_patients_improved"": 20, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": -0.0022934675216675915, ""n_patients_improved"": 16, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.0348564783732096, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.001868605613708274, ""n_patients_improved"": 21, ""n_patients"": 34}]",0.002
u32_h32_lr0.003_adamw_wd0.0001_b1024_teacher_forced_one_step,7,False,,0.0014616847038269043,"[0.0429247021675111, 0.06351844469706214, 0.009959359963734982, -0.00653982162475597, 0.03734475374221791, 0.0014616847038269043]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.0429247021675111, ""n_patients_improved"": 24, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.06351844469706214, ""n_patients_improved"": 30, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": 0.009959359963734982, ""n_patients_improved"": 21, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": -0.00653982162475597, ""n_patients_improved"": 14, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.03734475374221791, ""n_patients_improved"": 30, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.0014616847038269043, ""n_patients_improved"": 17, ""n_patients"": 34}]",0.002
u32_h32_lr0.003_adamw_wd0_b1024_teacher_forced_one_step,7,False,,0.001868605613708274,"[0.03875503937403357, 0.06514503558476747, 0.009385426839192745, -0.0022934675216675915, 0.0348564783732096, 0.001868605613708274]","[{""from_cycle"": 1, ""to_cycle"": 2, ""patient_median_improvement"": 0.03875503937403357, ""n_patients_improved"": 24, ""n_patients"": 34}, {""from_cycle"": 2, ""to_cycle"": 3, ""patient_median_improvement"": 0.06514503558476747, ""n_patients_improved"": 30, ""n_patients"": 34}, {""from_cycle"": 3, ""to_cycle"": 4, ""patient_median_improvement"": 0.009385426839192745, ""n_patients_improved"": 20, ""n_patients"": 34}, {""from_cycle"": 4, ""to_cycle"": 5, ""patient_median_improvement"": -0.0022934675216675915, ""n_patients_improved"": 16, ""n_patients"": 34}, {""from_cycle"": 5, ""to_cycle"": 6, ""patient_median_improvement"": 0.0348564783732096, ""n_patients_improved"": 29, ""n_patients"": 34}, {""from_cycle"": 6, ""to_cycle"": 7, ""patient_median_improvement"": 0.001868605613708274, ""n_patients_improved"": 21, ""n_patients"": 34}]",0.002
