subject,dataset,seed,condition,n_events,n_decisions,n_nonterminal_decisions,n_tied_nonterminal_decisions,event_total_nll,event_stop_contribution_nll,event_contact_contribution_nll,event_contact_choice_nll,event_continue_nll,event_terminal_stop_nll,joint_stop_brier,joint_terminal_stop_probability,joint_nonterminal_stop_probability,maximum_event_nll_reconstruction_error,original_event_nll
epilepsiae_1073,epilepsiae,20260725,unordered_prefix,27655,124925,97270,0,1.7085515260696411,0.4694699943065643,1.239081621170044,1.607620358467102,0.0617115050554275,1.7519161701202393,0.1483268807724216,0.2395916773261924,0.064077310478352,3.5762786865234375e-07,1.7085516452789309
epilepsiae_1073,epilepsiae,20260725,history_1,27655,124925,97270,0,1.6530461311340332,0.3955837786197662,1.2574623823165894,1.632751703262329,0.1117558553814888,1.309412717819214,0.1293585327643762,0.3013846754179124,0.1072752316574855,3.5762786865234375e-07,1.6530461311340332
epilepsiae_1073,epilepsiae,20260725,history_2,27655,124925,97270,0,1.634312391281128,0.3486299216747284,1.2856826782226562,1.6697226762771606,0.1085809171199798,1.1183156967163086,0.1159905150499048,0.355366941430301,0.1036268508345701,3.5762786865234375e-07,1.634312391281128
epilepsiae_1073,epilepsiae,20260725,history_3,27655,124925,97270,0,1.5990890264511108,0.3043875098228454,1.2947015762329102,1.6817572116851809,0.0710876286029815,1.04893159866333,0.1068001435614495,0.3751600043814817,0.0718802881768587,3.5762786865234375e-07,1.5990889072418213
epilepsiae_1073,epilepsiae,20260725,full_history,27655,124925,97270,0,1.745741367340088,0.470227986574173,1.2755132913589478,1.6567096710205078,0.038741897791624,1.8525487184524536,0.153537487123932,0.1976272234609988,0.0417869114274775,3.5762786865234375e-07,1.7457412481307983
epilepsiae_1073,epilepsiae,20260725,history_3_rank_shuffle,27655,124925,97270,0,1.4813936948776243,0.3008897602558136,1.1805039644241333,1.531133770942688,0.0618289373815059,1.057825803756714,0.1077466383243198,0.3734966253866836,0.0637239751389551,3.5762786865234375e-07,1.4813936948776243
epilepsiae_1073,epilepsiae,20260725,linear_state,27655,124925,97270,0,1.6435143947601318,0.3891623914241791,1.2543522119522097,1.6282403469085691,0.0491696000099182,1.470706820487976,0.1326986167936187,0.2705054358962624,0.0517992778134113,4.76837158203125e-07,1.6435142755508425
epilepsiae_1073,epilepsiae,20260725,lag0_removed,27655,124925,97270,0,1.57205331325531,0.3600271344184875,1.2120262384414673,1.573010802268982,0.065560333430767,1.291056752204895,0.123379530145351,0.3122425023141034,0.0672335593424127,3.5762786865234375e-07,1.57205331325531
epilepsiae_1073,epilepsiae,20260725,lag1_removed,27655,124925,97270,0,1.605326771736145,0.3702481687068939,1.2350786924362185,1.6030724048614502,0.0570073872804641,1.3639975786209106,0.1268022996978689,0.2956898112648155,0.0591700382121554,4.76837158203125e-07,1.605326771736145
epilepsiae_1073,epilepsiae,20260725,lag2_removed,27655,124925,97270,0,1.6290714740753174,0.3755501806735992,1.25352144241333,1.6272187232971191,0.0514460057020187,1.4049382209777832,0.128637717688608,0.2863074335913355,0.0539992390003342,3.5762786865234375e-07,1.6290713548660278
epilepsiae_1073,epilepsiae,20260725,lag3plus_removed,27655,124925,97270,0,1.6418557167053225,0.387623131275177,1.2542325258255005,1.628097414970398,0.0496085137128829,1.4607901573181152,0.1319314323436223,0.2746772904237966,0.0521828321941947,3.5762786865234375e-07,1.6418557167053225
epilepsiae_1073,epilepsiae,20260725,linear_state_rank_shuffle,27655,124925,97270,0,1.636170744895935,0.4438997805118561,1.1922709941864014,1.546553134918213,0.0337173901498317,1.7511540651321411,0.147544640444762,0.2183529127753571,0.0369558736836176,3.5762786865234375e-07,1.636170744895935
epilepsiae_1077,epilepsiae,20260725,unordered_prefix,6476,31652,25176,0,1.3316881656646729,0.2969405651092529,1.03474760055542,1.3165042400360107,0.0990732461214065,0.9130635261535645,0.0939566929910971,0.4909691041769198,0.0932299444519309,4.76837158203125e-07,1.3316880464553833
epilepsiae_1077,epilepsiae,20260725,history_1,6476,31652,25176,0,1.3351935148239136,0.334244042634964,1.000949501991272,1.2735809087753296,0.2119554579257965,0.7063748240470886,0.1015690840909774,0.5489349622185066,0.1861342168922119,4.76837158203125e-07,1.3351935148239136
epilepsiae_1077,epilepsiae,20260725,history_2,6476,31652,25176,0,1.2974464893341064,0.3097857534885406,0.9876607060432434,1.2570126056671145,0.1996032893657684,0.6396179795265198,0.0971946771603064,0.575090266879213,0.1738988780527525,4.76837158203125e-07,1.2974464893341064
epilepsiae_1077,epilepsiae,20260725,history_3,6476,31652,25176,0,1.2525213956832886,0.2653709650039673,0.987150490283966,1.2565877437591553,0.1549473404884338,0.5984784364700317,0.0867752346066508,0.588678242469585,0.138472443205326,3.5762786865234375e-07,1.2525213956832886
epilepsiae_1077,epilepsiae,20260725,full_history,6476,31652,25176,0,1.3143717050552368,0.321544736623764,0.9928268790245056,1.2630611658096311,0.0836196094751358,1.0921074151992798,0.0986597522023884,0.4164303136486709,0.0830718398267745,4.76837158203125e-07,1.3143715858459473
epilepsiae_1077,epilepsiae,20260725,history_3_rank_shuffle,6476,31652,25176,0,1.3340829610824585,0.2441146522760391,1.0899683237075806,1.3867220878601074,0.127617210149765,0.594529926776886,0.0809600380248189,0.6024955124620157,0.1128212282496475,3.5762786865234375e-07,1.3340829610824585
epilepsiae_1077,epilepsiae,20260725,linear_state,6476,31652,25176,0,1.2822247743606567,0.2700828015804291,1.0121419429779053,1.2878941297531128,0.1294198036193847,0.6913003921508789,0.0865694498807306,0.5743278818822812,0.1159905980494544,3.5762786865234375e-07,1.2822246551513672
epilepsiae_1077,epilepsiae,20260725,lag0_removed,6476,31652,25176,0,1.357868194580078,0.2801157832145691,1.0777525901794434,1.3722621202468872,0.1333623975515365,0.7233594655990601,0.0911263528823949,0.5453867725015533,0.1216473681155098,2.384185791015625e-07,1.357868194580078
epilepsiae_1077,epilepsiae,20260725,lag1_removed,6476,31652,25176,0,1.3034976720809937,0.2797950804233551,1.023702621459961,1.302807331085205,0.1249295994639396,0.7512280941009521,0.0897733729324,0.545004782670162,0.1136880564461163,2.384185791015625e-07,1.3034976720809937
epilepsiae_1077,epilepsiae,20260725,lag2_removed,6476,31652,25176,0,1.2853937149047852,0.2726304233074188,1.0127633810043335,1.288680076599121,0.12623992562294,0.7152535915374756,0.0872650416561233,0.562866237543758,0.1140727534372687,3.5762786865234375e-07,1.2853937149047852
epilepsiae_1077,epilepsiae,20260725,lag3plus_removed,6476,31652,25176,0,1.2819511890411377,0.2700452208518982,1.0119059085845947,1.2876191139221191,0.1280388087034225,0.6973437666893005,0.0865160439308758,0.5703150305489724,0.1154209829068847,3.5762786865234375e-07,1.2819511890411377
epilepsiae_1077,epilepsiae,20260725,linear_state_rank_shuffle,6476,31652,25176,0,1.393344163894653,0.302196204662323,1.0911478996276855,1.38788902759552,0.0783175975084304,1.000726342201233,0.0953903586563633,0.4780216387877444,0.0721295750961289,4.76837158203125e-07,1.393344163894653
epilepsiae_1084,epilepsiae,20260725,unordered_prefix,1464,11861,10397,0,1.887954831123352,0.2373625934123993,1.6505920886993408,1.889574408531189,0.1209352612495422,0.9884169697761536,0.0729420055606612,0.4075818880527316,0.1104967795690236,4.76837158203125e-07,1.887954831123352
epilepsiae_1084,epilepsiae,20260725,history_1,1464,11861,10397,0,1.941539287567139,0.2884487807750702,1.653090476989746,1.89226496219635,0.0971922650933265,1.5569031238555908,0.0858953052513535,0.246365039019026,0.0930339695259282,4.76837158203125e-07,1.9415395259857176
epilepsiae_1084,epilepsiae,20260725,history_2,1464,11861,10397,0,1.9380649328231807,0.2833885550498962,1.6546765565872192,1.8941216468811035,0.0972168296575546,1.5164932012557983,0.0851301339121344,0.2551852845703888,0.0928371719583529,4.76837158203125e-07,1.9380649328231807
epilepsiae_1084,epilepsiae,20260725,history_3,1464,11861,10397,0,1.935691237449646,0.2736861407756805,1.6620049476623535,1.90254819393158,0.0872272625565528,1.5076687335968018,0.0843565092564101,0.2571032377280539,0.0834129966363777,4.76837158203125e-07,1.935691237449646
epilepsiae_1084,epilepsiae,20260725,full_history,1464,11861,10397,0,1.9336440563201904,0.2554658949375152,1.6781779527664185,1.9210200309753416,0.0790414735674858,1.4238557815551758,0.0800418792636483,0.2758446877231933,0.0755264118370311,4.76837158203125e-07,1.9336440563201904
epilepsiae_1084,epilepsiae,20260725,history_3_rank_shuffle,1464,11861,10397,0,1.883976697921753,0.2401592135429382,1.6438175439834597,1.8815686702728271,0.1254010051488876,0.9892224669456482,0.0712605769189632,0.3986090526412256,0.115056521577109,4.76837158203125e-07,1.883976697921753
epilepsiae_1084,epilepsiae,20260725,linear_state,1464,11861,10397,0,1.8571877479553225,0.2415324747562408,1.6156553030014038,1.84924578666687,0.0752427875995636,1.3302249908447266,0.0751718737477518,0.309119793510095,0.0726109694998012,4.76837158203125e-07,1.8571877479553225
epilepsiae_1084,epilepsiae,20260725,lag0_removed,1464,11861,10397,0,1.9172136783599851,0.2395296096801757,1.6776840686798096,1.9207371473312376,0.1004337146878242,1.1506232023239136,0.0730766090780344,0.3454978228063206,0.0953009786323283,4.76837158203125e-07,1.9172136783599851
epilepsiae_1084,epilepsiae,20260725,lag1_removed,1464,11861,10397,0,1.885603904724121,0.2449286580085754,1.6406751871109009,1.878047466278076,0.086303524672985,1.2848237752914429,0.0759605667822828,0.3154659375008908,0.0824003758238938,4.76837158203125e-07,1.885603904724121
epilepsiae_1084,epilepsiae,20260725,lag2_removed,1464,11861,10397,0,1.8683764934539795,0.2429541647434234,1.6254222393035889,1.860494613647461,0.0797969251871109,1.31222403049469,0.0755898146801023,0.3114165924489498,0.0766092120348472,4.76837158203125e-07,1.86837637424469
epilepsiae_1084,epilepsiae,20260725,lag3plus_removed,1464,11861,10397,0,1.862808346748352,0.2425830960273742,1.620225191116333,1.8544938564300537,0.0777031183242797,1.3230094909667969,0.075578217449593,0.3097142604652975,0.0747055786659026,4.76837158203125e-07,1.862808346748352
epilepsiae_1084,epilepsiae,20260725,linear_state_rank_shuffle,1464,11861,10397,0,1.8660248517990112,0.2228749543428421,1.643149733543396,1.880773663520813,0.0689939260482788,1.2301287651062012,0.0702161895079954,0.3292003659572187,0.0668635388309422,4.76837158203125e-07,1.8660248517990112
epilepsiae_1096,epilepsiae,20260725,unordered_prefix,28068,165555,137487,0,1.4444365501403809,0.2607088387012481,1.1837276220321655,1.437485694885254,0.15363809466362,0.6799848675727844,0.084622744085664,0.5624008695815952,0.1284877738442801,4.76837158203125e-07,1.4444365501403809
epilepsiae_1096,epilepsiae,20260725,history_1,28068,165555,137487,0,1.481065273284912,0.2983784973621368,1.182686448097229,1.4359078407287598,0.1174058690667152,1.0653611421585083,0.0882935961153375,0.4256512620323732,0.1087266264348166,7.152557373046875e-07,1.481065273284912
epilepsiae_1096,epilepsiae,20260725,history_2,28068,165555,137487,0,1.464946985244751,0.2860595285892486,1.1788873672485352,1.431432008743286,0.1109849661588668,1.026321291923523,0.0857353603860616,0.4372497461476063,0.1030678367854103,4.76837158203125e-07,1.464946985244751
epilepsiae_1096,epilepsiae,20260725,history_3,28068,165555,137487,0,1.450116515159607,0.2649261951446533,1.185190200805664,1.4391099214553833,0.1018786206841468,0.9519906044006348,0.0823016890070405,0.4575388660802811,0.0942769798309539,4.76837158203125e-07,1.4501163959503174
epilepsiae_1096,epilepsiae,20260725,full_history,28068,165555,137487,0,1.4500197172164917,0.2667884230613708,1.1832313537597656,1.4368547201156616,0.0963863134384155,0.9773234724998474,0.083733427527173,0.4561170033852531,0.087759160283654,4.76837158203125e-07,1.4500197172164917
epilepsiae_1096,epilepsiae,20260725,history_3_rank_shuffle,28068,165555,137487,0,1.4633361101150513,0.2597156763076782,1.203620433807373,1.4614150524139404,0.1436870098114013,0.7339224815368652,0.0834150812918373,0.530020408007971,0.1242158993262937,4.76837158203125e-07,1.4633361101150513
epilepsiae_1096,epilepsiae,20260725,linear_state,28068,165555,137487,0,1.4645271301269531,0.2635135352611542,1.201013684272766,1.4581257104873655,0.0915397629141807,0.9720010757446288,0.0825078111470913,0.4689754374399335,0.0812982015663323,4.76837158203125e-07,1.4645271301269531
epilepsiae_1096,epilepsiae,20260725,lag0_removed,28068,165555,137487,0,1.4994421005249023,0.2663627564907074,1.233079195022583,1.4972199201583862,0.1237405017018318,0.8544449210166931,0.0839904978914229,0.4824035848606762,0.1117914858609347,4.76837158203125e-07,1.4994419813156128
epilepsiae_1096,epilepsiae,20260725,lag1_removed,28068,165555,137487,0,1.4523476362228394,0.2579732537269592,1.1943743228912354,1.4500130414962769,0.1027570590376854,0.8968671560287476,0.0807896179697365,0.4841875170353676,0.0924823513341147,4.76837158203125e-07,1.4523476362228394
epilepsiae_1096,epilepsiae,20260725,lag2_removed,28068,165555,137487,0,1.456002950668335,0.2606615126132965,1.1953413486480713,1.4512289762496948,0.094631589949131,0.9451435208320618,0.0817861436332966,0.4739049258577527,0.0846659420384633,4.76837158203125e-07,1.4560028314590454
epilepsiae_1096,epilepsiae,20260725,lag3plus_removed,28068,165555,137487,0,1.461819052696228,0.2626842856407165,1.1991348266601562,1.4559003114700315,0.0915617868304252,0.9685806035995485,0.0823290964981778,0.4691922798023069,0.0818129557898227,4.76837158203125e-07,1.461818814277649
epilepsiae_1096,epilepsiae,20260725,linear_state_rank_shuffle,28068,165555,137487,0,1.4749059677124023,0.2712201178073883,1.2036858797073364,1.461436748504639,0.0883867144584655,1.0336428880691528,0.0864555771698073,0.4389631436522946,0.0805298974089314,4.76837158203125e-07,1.4749059677124023
epilepsiae_1125,epilepsiae,20260725,unordered_prefix,7195,49688,42493,0,1.4816854000091553,0.2795524895191192,1.2021328210830688,1.4195083379745483,0.2109681069850921,0.5466812252998352,0.0919989777120972,0.6413696082232518,0.1697174940191406,4.76837158203125e-07,1.4816854000091553
epilepsiae_1125,epilepsiae,20260725,history_1,7195,49688,42493,0,1.440162181854248,0.2744273841381073,1.1657347679138184,1.3767918348312378,0.1180713772773742,1.0065683126449585,0.0776809203904996,0.4654392113617884,0.110138235882429,4.76837158203125e-07,1.440162181854248
epilepsiae_1125,epilepsiae,20260725,history_2,7195,49688,42493,0,1.43927001953125,0.2683653831481933,1.1709046363830566,1.3830556869506836,0.1230048015713691,0.9438539743423462,0.0770610886813749,0.4827987568785615,0.1142661637729094,4.76837158203125e-07,1.43927001953125
epilepsiae_1125,epilepsiae,20260725,history_3,7195,49688,42493,0,1.4320893287658691,0.2575081586837768,1.1745811700820925,1.3874473571777344,0.1242688447237014,0.8681830763816833,0.0768269785361777,0.5104312287432564,0.1134216604063491,4.76837158203125e-07,1.4320893287658691
epilepsiae_1125,epilepsiae,20260725,full_history,7195,49688,42493,0,1.4130388498306274,0.2455285787582397,1.1675102710723877,1.3789167404174805,0.1263280808925628,0.7816513180732727,0.0742576990536247,0.5449831954948474,0.1130824859493922,4.76837158203125e-07,1.4130388498306274
epilepsiae_1125,epilepsiae,20260725,history_3_rank_shuffle,7195,49688,42493,0,1.4834944009780884,0.2710730135440826,1.212421417236328,1.432343602180481,0.1935012638568878,0.59946209192276,0.086576983697213,0.6053822508385979,0.1644721488879694,4.76837158203125e-07,1.4834944009780884
epilepsiae_1125,epilepsiae,20260725,linear_state,7195,49688,42493,0,1.3987051248550415,0.2477950900793075,1.1509100198745728,1.3595212697982788,0.1131030246615409,0.8491200804710388,0.0745542511243011,0.5353543374539871,0.1013802802573898,4.76837158203125e-07,1.3987051248550415
epilepsiae_1125,epilepsiae,20260725,lag0_removed,7195,49688,42493,0,1.525174260139465,0.2603581845760345,1.264816164970398,1.4948095083236694,0.1505515128374099,0.7451342344284058,0.0795504038383217,0.5519237930469003,0.1340430639260707,4.76837158203125e-07,1.5251743793487549
epilepsiae_1125,epilepsiae,20260725,lag1_removed,7195,49688,42493,0,1.4302953481674194,0.2505000233650207,1.179795265197754,1.3935949802398682,0.1271536201238632,0.7989901900291443,0.0760903309478503,0.5431474805219957,0.1134726585117118,3.5762786865234375e-07,1.4302953481674194
epilepsiae_1125,epilepsiae,20260725,lag2_removed,7195,49688,42493,0,1.405422329902649,0.247829407453537,1.1575928926467896,1.3673313856124878,0.117432489991188,0.8290854096412659,0.0748918168094844,0.5392600638438547,0.1050068242952032,4.76837158203125e-07,1.405422329902649
epilepsiae_1125,epilepsiae,20260725,lag3plus_removed,7195,49688,42493,0,1.4000569581985474,0.2471353560686111,1.1529216766357422,1.36184823513031,0.1129051819443702,0.847542941570282,0.0743268577063858,0.5346798129504012,0.1013929834895927,4.76837158203125e-07,1.4000569581985474
epilepsiae_1125,epilepsiae,20260725,linear_state_rank_shuffle,7195,49688,42493,0,1.4608112573623655,0.2503142356872558,1.2104971408843994,1.4298791885375977,0.1174369603395462,0.8467351198196411,0.0762373033418374,0.527436516880782,0.1057274534281773,4.76837158203125e-07,1.4608112573623655
epilepsiae_1146,epilepsiae,20260725,unordered_prefix,2486,30808,28322,0,2.1947805881500244,0.2124139368534088,1.982366919517517,2.166622877120972,0.1110143065452575,1.1628499031066897,0.0608836007423698,0.4192334341704965,0.1033838659932145,7.152557373046875e-07,2.1947805881500244
epilepsiae_1146,epilepsiae,20260725,history_1,2486,30808,28322,0,2.132110357284546,0.2081613391637802,1.923949122428894,2.102902173995972,0.0830606594681739,1.423805832862854,0.0539324756935627,0.3410921592103528,0.0818602887502674,4.76837158203125e-07,2.132110357284546
epilepsiae_1146,epilepsiae,20260725,history_2,2486,30808,28322,0,2.11733078956604,0.2093389481306076,1.9079917669296265,2.085352659225464,0.0922860279679298,1.3440343141555786,0.0545024782099357,0.3557109296687504,0.0903035430372801,4.76837158203125e-07,2.11733078956604
epilepsiae_1146,epilepsiae,20260725,history_3,2486,30808,28322,0,2.097816228866577,0.2079765349626541,1.889839768409729,2.0654091835021973,0.0895383581519126,1.3566185235977173,0.0547712964355182,0.3549137619816288,0.0877568804671593,4.76837158203125e-07,2.097816228866577
epilepsiae_1146,epilepsiae,20260725,full_history,2486,30808,28322,0,2.0970919132232666,0.2003864496946334,1.8967055082321167,2.072923183441162,0.0760618969798088,1.413441777229309,0.0534228513783695,0.3404761670023946,0.0755557977207496,4.76837158203125e-07,2.0970919132232666
epilepsiae_1146,epilepsiae,20260725,history_3_rank_shuffle,2486,30808,28322,0,2.178793907165528,0.2069775611162185,1.971816182136536,2.154864549636841,0.1129782348871231,1.096457600593567,0.0563005711496888,0.4222181417101924,0.106969422955294,4.76837158203125e-07,2.178793907165528
epilepsiae_1146,epilepsiae,20260725,linear_state,2486,30808,28322,0,2.092139959335327,0.1988552957773208,1.893284797668457,2.069174766540528,0.0852673202753067,1.283361792564392,0.0542753798304719,0.3830447069377498,0.0833253473968886,4.76837158203125e-07,2.092139959335327
epilepsiae_1146,epilepsiae,20260725,lag0_removed,2486,30808,28322,0,2.1608519554138184,0.2110343277454376,1.949817776679993,2.131141901016236,0.1243302077054977,1.023119568824768,0.0595446384344411,0.4439235756762643,0.1159428293260909,7.152557373046875e-07,2.1608519554138184
epilepsiae_1146,epilepsiae,20260725,lag1_removed,2486,30808,28322,0,2.1126675605773926,0.2010734230279922,1.9115941524505613,2.089165449142456,0.1001582592725753,1.157364845275879,0.0554890759356234,0.4107432529953633,0.0960814099431123,4.76837158203125e-07,2.1126675605773926
epilepsiae_1146,epilepsiae,20260725,lag2_removed,2486,30808,28322,0,2.097283363342285,0.1992927938699722,1.897990703582764,2.0742807388305664,0.0910688713192939,1.22935688495636,0.0546050744010265,0.3947639126069874,0.0882978476350855,7.152557373046875e-07,2.097283363342285
epilepsiae_1146,epilepsiae,20260725,lag3plus_removed,2486,30808,28322,0,2.0932064056396484,0.1985056102275848,1.894700527191162,2.0706686973571777,0.0884151458740234,1.248268485069275,0.054325056946453,0.390362033199396,0.0859917047836483,7.152557373046875e-07,2.0932064056396484
epilepsiae_1146,epilepsiae,20260725,linear_state_rank_shuffle,2486,30808,28322,0,2.158131599426269,0.1900237947702407,1.9681079387664795,2.150792598724365,0.0767046213150024,1.268116474151611,0.0529801012534053,0.3879173596450281,0.0744740242734429,4.76837158203125e-07,2.158131599426269
epilepsiae_1150,epilepsiae,20260725,unordered_prefix,1713,11268,9555,0,1.5437495708465576,0.226150095462799,1.317599534988403,1.557288408279419,0.1541314572095871,0.5837435722351074,0.0731125819759501,0.5869801379283548,0.1251500062224022,4.76837158203125e-07,1.5437495708465576
epilepsiae_1150,epilepsiae,20260725,history_1,1713,11268,9555,0,1.5617021322250366,0.2611119747161865,1.3005902767181396,1.5370960235595703,0.1145664528012275,1.0254569053649902,0.0798946147948751,0.4047278163098864,0.1043475171181698,7.152557373046875e-07,1.5617021322250366
epilepsiae_1150,epilepsiae,20260725,history_2,1713,11268,9555,0,1.5488024950027466,0.2544586062431335,1.2943439483642578,1.5297508239746094,0.1122354194521904,0.9965346455574036,0.0785041486627387,0.4148870921768226,0.101765792891929,4.76837158203125e-07,1.548802614212036
epilepsiae_1150,epilepsiae,20260725,history_3,1713,11268,9555,0,1.527722954750061,0.2414346039295196,1.286288499832153,1.520310878753662,0.1086943298578262,0.9295010566711426,0.0759683729753659,0.4414795296939749,0.0971309132955399,4.76837158203125e-07,1.52772319316864
epilepsiae_1150,epilepsiae,20260725,full_history,1713,11268,9555,0,1.538731336593628,0.2316478043794632,1.3070836067199707,1.5446010828018188,0.0843437612056732,0.998934805393219,0.0749487515763414,0.4111166291060638,0.0768306200259498,4.76837158203125e-07,1.538731336593628
epilepsiae_1150,epilepsiae,20260725,history_3_rank_shuffle,1713,11268,9555,0,1.5962895154953003,0.2511503100395202,1.3451391458511353,1.5901790857315063,0.1531988084316253,0.7628782987594604,0.0792994973493404,0.5049366874264752,0.1291596066850541,4.76837158203125e-07,1.5962895154953003
epilepsiae_1150,epilepsiae,20260725,linear_state,1713,11268,9555,0,1.5254050493240356,0.2156648784875869,1.30974018573761,1.5480904579162598,0.1000602692365646,0.8007269501686096,0.0693100846683853,0.507153903944793,0.0861314814624816,4.76837158203125e-07,1.5254051685333252
epilepsiae_1150,epilepsiae,20260725,lag0_removed,1713,11268,9555,0,1.6011972427368164,0.2292595207691192,1.3719377517700195,1.62232768535614,0.1097836047410965,0.8421251177787781,0.0717508901058983,0.4590729351932378,0.0998326123130974,4.76837158203125e-07,1.6011972427368164
epilepsiae_1150,epilepsiae,20260725,lag1_removed,1713,11268,9555,0,1.5116186141967771,0.2199273407459259,1.2916911840438845,1.5271377563476562,0.1067992746829986,0.795497715473175,0.0697637386111375,0.4921343379414227,0.0941919850515265,4.76837158203125e-07,1.5116186141967771
