subject,seed_left,seed_right,lag,contact_kernel_cosine,stop_kernel_cosine
yuquan_gaolan,20260725,20260727,1,0.9105246159045778,0.9742578350751746
yuquan_gaolan,20260725,20260727,2,0.9102330285137556,0.9838175998604534
yuquan_gaolan,20260725,20260727,3,0.9099717984373041,0.9902122047727099
yuquan_gaolan,20260725,20260727,4,0.9096993546966495,0.9942491929642121
yuquan_gaolan,20260725,20260727,5,0.9093488224674737,0.9965417008417641
yuquan_gaolan,20260726,20260727,0,0.838627974389846,0.9965997803378703
yuquan_gaolan,20260726,20260727,1,0.8283500038759658,0.9969724270321043
yuquan_gaolan,20260726,20260727,2,0.8173155076289946,0.9970003403996229
yuquan_gaolan,20260726,20260727,3,0.8054653304011271,0.9967674398707137
yuquan_gaolan,20260726,20260727,4,0.792736641903774,0.9963366222977696
yuquan_gaolan,20260726,20260727,5,0.7790629781099285,0.9957557907173968
yuquan_hanyuxuan,20260725,20260726,0,0.9828584121345776,0.987631830468913
yuquan_hanyuxuan,20260725,20260726,1,0.9814670592866995,0.9912091643290266
yuquan_hanyuxuan,20260725,20260726,2,0.9797238627524273,0.9937291034741312
yuquan_hanyuxuan,20260725,20260726,3,0.9775256874938175,0.9954630652541557
yuquan_hanyuxuan,20260725,20260726,4,0.9747339357620204,0.996613229309917
yuquan_hanyuxuan,20260725,20260726,5,0.9711602824433603,0.9973301672721454
yuquan_hanyuxuan,20260725,20260727,0,0.9639327220033916,0.9725352651142349
yuquan_hanyuxuan,20260725,20260727,1,0.9616103869269423,0.9820347085596622
yuquan_hanyuxuan,20260725,20260727,2,0.9589081664497558,0.9887130796083657
yuquan_hanyuxuan,20260725,20260727,3,0.955747443314605,0.9932897644969689
yuquan_hanyuxuan,20260725,20260727,4,0.9520280448765851,0.9963003675700373
yuquan_hanyuxuan,20260725,20260727,5,0.9476205741423952,0.9981445219521115
yuquan_hanyuxuan,20260726,20260727,0,0.9508627377005239,0.9949634017362098
yuquan_hanyuxuan,20260726,20260727,1,0.9462343837697074,0.9964770952087548
yuquan_hanyuxuan,20260726,20260727,2,0.9410474968161616,0.9974891740800257
yuquan_hanyuxuan,20260726,20260727,3,0.9352177924579793,0.9981193181886369
yuquan_hanyuxuan,20260726,20260727,4,0.9286455913697267,0.9984570299948816
yuquan_hanyuxuan,20260726,20260727,5,0.9212126014620026,0.9985700694962363
yuquan_huanghanwen,20260725,20260726,0,0.8661707324839164,0.6770758149610699
yuquan_huanghanwen,20260725,20260726,1,0.8504273435760171,0.7194125310259581
yuquan_huanghanwen,20260725,20260726,2,0.8310700542965472,0.7565681348482346
yuquan_huanghanwen,20260725,20260726,3,0.8071711169097872,0.7889213938241326
yuquan_huanghanwen,20260725,20260726,4,0.777612391529716,0.8168671610524805
yuquan_huanghanwen,20260725,20260726,5,0.7411081123958739,0.8408008702938692
yuquan_huanghanwen,20260725,20260727,0,0.30262527591150856,0.6226403935929208
yuquan_huanghanwen,20260725,20260727,1,0.3079393865662002,0.6676925765958559
yuquan_huanghanwen,20260725,20260727,2,0.31702691995155835,0.7066384275952993
yuquan_huanghanwen,20260725,20260727,3,0.330456504598642,0.7402433916315606
yuquan_huanghanwen,20260725,20260727,4,0.34876424522713156,0.7692012135322477
yuquan_huanghanwen,20260725,20260727,5,0.3723719938480354,0.7941300881953983
yuquan_huanghanwen,20260726,20260727,0,0.011464882534567917,0.9457936260513142
yuquan_huanghanwen,20260726,20260727,1,-0.01960084995720432,0.9372491886261125
yuquan_huanghanwen,20260726,20260727,2,-0.051033250844375565,0.9282740221955958
yuquan_huanghanwen,20260726,20260727,3,-0.08271753853422317,0.9190215759242033
yuquan_huanghanwen,20260726,20260727,4,-0.1145303201157942,0.9095959950265041
yuquan_huanghanwen,20260726,20260727,5,-0.1463414722901664,0.9000675742435835
yuquan_litengsheng,20260725,20260726,0,0.9514974165707392,0.9613734489161798
yuquan_litengsheng,20260725,20260726,1,0.9487735672234658,0.9662638094053332
yuquan_litengsheng,20260725,20260726,2,0.9455415557785702,0.9704185522274693
yuquan_litengsheng,20260725,20260726,3,0.9416476494389638,0.9739587615325032
yuquan_litengsheng,20260725,20260726,4,0.9368892617680733,0.976982705696882
yuquan_litengsheng,20260725,20260726,5,0.9310016523274459,0.9795703328093948
yuquan_litengsheng,20260725,20260727,0,0.43919106806260727,0.8733725488195273
yuquan_litengsheng,20260725,20260727,1,0.43406879455902353,0.8600659116333783
yuquan_litengsheng,20260725,20260727,2,0.42965618750453877,0.8464889758183411
yuquan_litengsheng,20260725,20260727,3,0.4261733971369278,0.8334226230584588
yuquan_litengsheng,20260725,20260727,4,0.4238774346908565,0.821241160561834
yuquan_litengsheng,20260725,20260727,5,0.42306166818063357,0.8100861275724986
yuquan_litengsheng,20260726,20260727,0,0.4682498059469186,0.9132871734666701
yuquan_litengsheng,20260726,20260727,1,0.4485797480350407,0.8979793538311123
yuquan_litengsheng,20260726,20260727,2,0.4273803331759655,0.8821415050071045
yuquan_litengsheng,20260726,20260727,3,0.40460557779733636,0.8666357888708123
yuquan_litengsheng,20260726,20260727,4,0.380227418987061,0.8518780129052933
yuquan_litengsheng,20260726,20260727,5,0.35424029142424013,0.8380285453789612
yuquan_liyouran,20260725,20260726,0,0.8936383968125979,0.7170864088682563
yuquan_liyouran,20260725,20260726,1,0.886148920595087,0.7381425681174167
yuquan_liyouran,20260725,20260726,2,0.8777705050943968,0.756563697247657
yuquan_liyouran,20260725,20260726,3,0.8683992263707766,0.7726563836823366
yuquan_liyouran,20260725,20260726,4,0.857925853386038,0.786691915239335
yuquan_liyouran,20260725,20260726,5,0.846239083083154,0.7989089214207993
yuquan_liyouran,20260725,20260727,0,0.7086605185484822,0.913662565518297
yuquan_liyouran,20260725,20260727,1,0.7082635596728385,0.9125026428512393
yuquan_liyouran,20260725,20260727,2,0.7078075458311557,0.9083004737833505
yuquan_liyouran,20260725,20260727,3,0.7072693956860547,0.9023199275478928
yuquan_liyouran,20260725,20260727,4,0.7066213867291755,0.8953632764480011
yuquan_liyouran,20260725,20260727,5,0.7058307787687722,0.8879317569677955
yuquan_liyouran,20260726,20260727,0,0.6742822952378987,0.7898620773961114
yuquan_liyouran,20260726,20260727,1,0.6617101309691729,0.8010198737453046
yuquan_liyouran,20260726,20260727,2,0.6481036496815823,0.8078552807453538
yuquan_liyouran,20260726,20260727,3,0.6334241403774029,0.8116471115676003
yuquan_liyouran,20260726,20260727,4,0.6176400350974826,0.8132893518347579
yuquan_liyouran,20260726,20260727,5,0.6007291310424508,0.8134047191507919
yuquan_pengzihang,20260725,20260726,0,0.8954485987925035,0.6059337547162302
yuquan_pengzihang,20260725,20260726,1,0.8923277110427982,0.6362615740177249
yuquan_pengzihang,20260725,20260726,2,0.8890170977396983,0.6617551764424202
yuquan_pengzihang,20260725,20260726,3,0.8855127773746315,0.6830325970793949
yuquan_pengzihang,20260725,20260726,4,0.8818120703031241,0.7006726032794843
yuquan_pengzihang,20260725,20260726,5,0.8779138269071632,0.7151988116512101
yuquan_pengzihang,20260725,20260727,0,0.8679786641800856,0.4013211674232267
yuquan_pengzihang,20260725,20260727,1,0.8693705018785198,0.4109969143106507
yuquan_pengzihang,20260725,20260727,2,0.870550546994661,0.4175501180891019
yuquan_pengzihang,20260725,20260727,3,0.8714946059044778,0.42193208442524444
yuquan_pengzihang,20260725,20260727,4,0.8721780983519182,0.42473413799115645
yuquan_pengzihang,20260725,20260727,5,0.8725763276741043,0.42633442866923005
yuquan_pengzihang,20260726,20260727,0,0.7241024244867807,0.5561639703163986
yuquan_pengzihang,20260726,20260727,1,0.7189759925947582,0.537128012036793
yuquan_pengzihang,20260726,20260727,2,0.7133827746593855,0.517165854871041
yuquan_pengzihang,20260726,20260727,3,0.7072992796203424,0.49712336368327714
yuquan_pengzihang,20260726,20260727,4,0.7007019667175161,0.47746563272922093
yuquan_pengzihang,20260726,20260727,5,0.6935675336988429,0.45844524209623183
yuquan_songzishuo,20260725,20260726,0,0.9294381207798086,0.29073895319971643
yuquan_songzishuo,20260725,20260726,1,0.9263380378309194,0.31740521352409073
yuquan_songzishuo,20260725,20260726,2,0.9228397934223188,0.341753368684044
yuquan_songzishuo,20260725,20260726,3,0.9188788051183333,0.3638102582467543
yuquan_songzishuo,20260725,20260726,4,0.9143793272292677,0.3836591020483851
yuquan_songzishuo,20260725,20260726,5,0.909252784212681,0.40142316317953386
yuquan_songzishuo,20260725,20260727,0,0.4994232906983107,0.9178213713661354
yuquan_songzishuo,20260725,20260727,1,0.4817521945193312,0.9204190678478135
yuquan_songzishuo,20260725,20260727,2,0.46347345547899005,0.9208507296749615
yuquan_songzishuo,20260725,20260727,3,0.4446971572723416,0.9199509177964745
yuquan_songzishuo,20260725,20260727,4,0.4255677698836991,0.9182350911595195
yuquan_songzishuo,20260725,20260727,5,0.40626720641619646,0.9160252492034888
yuquan_songzishuo,20260726,20260727,0,0.4065106002455109,0.35666970704028417
yuquan_songzishuo,20260726,20260727,1,0.375469779777976,0.3477266862268006
yuquan_songzishuo,20260726,20260727,2,0.3426516173835009,0.34229946369988107
yuquan_songzishuo,20260726,20260727,3,0.3081005911311638,0.3392853265444473
yuquan_songzishuo,20260726,20260727,4,0.2718974286693243,0.3378770024420324
yuquan_songzishuo,20260726,20260727,5,0.23416266087549406,0.3374939038108328
yuquan_sunyuanxin,20260725,20260726,0,0.9746861500469912,0.08780044161676236
yuquan_sunyuanxin,20260725,20260726,1,0.9741426165362671,0.224799136991676
yuquan_sunyuanxin,20260725,20260726,2,0.9734841741359376,0.3566244049410759
yuquan_sunyuanxin,20260725,20260726,3,0.9726902719441975,0.4737579843895532
yuquan_sunyuanxin,20260725,20260726,4,0.971736775300664,0.5709339550544985
yuquan_sunyuanxin,20260725,20260726,5,0.9705953608777916,0.6475198188239173
yuquan_sunyuanxin,20260725,20260727,0,0.7071100349222669,0.9714357907600839
yuquan_sunyuanxin,20260725,20260727,1,0.6941863359263406,0.9718250116369115
yuquan_sunyuanxin,20260725,20260727,2,0.6806101686789966,0.9719032929275279
yuquan_sunyuanxin,20260725,20260727,3,0.6663862697391318,0.9717663836478819
yuquan_sunyuanxin,20260725,20260727,4,0.6515305722404986,0.9714780073147773
yuquan_sunyuanxin,20260725,20260727,5,0.636072362942601,0.9710811500384009
yuquan_sunyuanxin,20260726,20260727,0,0.6937254121155475,0.09168704223609489
yuquan_sunyuanxin,20260726,20260727,1,0.6744556230151066,0.22622298235993973
yuquan_sunyuanxin,20260726,20260727,2,0.6539026784082802,0.3587782609873898
yuquan_sunyuanxin,20260726,20260727,3,0.6320153546386432,0.4789834036567561
yuquan_sunyuanxin,20260726,20260727,4,0.608750046443049,0.5806721064463466
yuquan_sunyuanxin,20260726,20260727,5,0.5840730042403686,0.6624548974885383
yuquan_wangyiyang,20260725,20260726,0,0.9764053805986606,0.6994816309550066
yuquan_wangyiyang,20260725,20260726,1,0.9750415050383154,0.7675436762699279
yuquan_wangyiyang,20260725,20260726,2,0.9735370603583973,0.8088961680799204
yuquan_wangyiyang,20260725,20260726,3,0.9718741308130483,0.8355882460238657
yuquan_wangyiyang,20260725,20260726,4,0.9700320314490878,0.8538723336383479
yuquan_wangyiyang,20260725,20260726,5,0.9679868466237544,0.8670829555187394
yuquan_wangyiyang,20260725,20260727,0,0.9575693505195453,0.9759318506714695
yuquan_wangyiyang,20260725,20260727,1,0.9532216511145162,0.9777676159194356
yuquan_wangyiyang,20260725,20260727,2,0.9480504932827565,0.9793619707012726
yuquan_wangyiyang,20260725,20260727,3,0.9418826656233004,0.9807657694343955
yuquan_wangyiyang,20260725,20260727,4,0.9345050241548253,0.9820150044691512
yuquan_wangyiyang,20260725,20260727,5,0.9256555647454088,0.9831359581883233
yuquan_wangyiyang,20260726,20260727,0,0.9397736900649781,0.7723051242272855
yuquan_wangyiyang,20260726,20260727,1,0.9316209955096241,0.8374226001944627
yuquan_wangyiyang,20260726,20260727,2,0.9220786554231971,0.8755445819037234
yuquan_wangyiyang,20260726,20260727,3,0.9108831134148014,0.899097135866825
yuquan_wangyiyang,20260726,20260727,4,0.897715674824028,0.9144355099975496
yuquan_wangyiyang,20260726,20260727,5,0.882191654771814,0.9249070082372259
yuquan_xuxinyi,20260725,20260726,0,0.8698385798144297,0.8685575594210522
yuquan_xuxinyi,20260725,20260726,1,0.863411752459719,0.8751988868999995
yuquan_xuxinyi,20260725,20260726,2,0.8565769163207256,0.8812955040847033
yuquan_xuxinyi,20260725,20260726,3,0.8493262131304846,0.8868909982345788
yuquan_xuxinyi,20260725,20260726,4,0.8416555109470497,0.8920250691941105
yuquan_xuxinyi,20260725,20260726,5,0.8335652013998133,0.8967339093622506
yuquan_xuxinyi,20260725,20260727,0,0.7744346510528455,0.9410054840111676
yuquan_xuxinyi,20260725,20260727,1,0.7734864866667657,0.9373081045632284
yuquan_xuxinyi,20260725,20260727,2,0.7723972484457461,0.9328679508897635
yuquan_xuxinyi,20260725,20260727,3,0.7711278645716051,0.9277779158580902
yuquan_xuxinyi,20260725,20260727,4,0.7696346111908283,0.9221212365812309
yuquan_xuxinyi,20260725,20260727,5,0.767869347341403,0.9159721463633552
yuquan_xuxinyi,20260726,20260727,0,0.6868291732994398,0.8718201171514914
yuquan_xuxinyi,20260726,20260727,1,0.6773422437044001,0.8631684174513263
yuquan_xuxinyi,20260726,20260727,2,0.6669128505877774,0.8544348912236308
yuquan_xuxinyi,20260726,20260727,3,0.6554613629798389,0.8456485900288689
yuquan_xuxinyi,20260726,20260727,4,0.642906010231495,0.8368348072705349
yuquan_xuxinyi,20260726,20260727,5,0.629164337756811,0.8280151545866551
yuquan_zhangbichen,20260725,20260726,0,0.8806281635650022,0.3566207469143655
yuquan_zhangbichen,20260725,20260726,1,0.8764980884187908,0.4078154140935391
yuquan_zhangbichen,20260725,20260726,2,0.8721302802258256,0.45591619880746337
yuquan_zhangbichen,20260725,20260726,3,0.8675164713156986,0.5006717952154813
yuquan_zhangbichen,20260725,20260726,4,0.8626497084096881,0.5419757907697906
yuquan_zhangbichen,20260725,20260726,5,0.8575247258671964,0.5798417992914148
yuquan_zhangbichen,20260725,20260727,0,0.45562537327599956,0.8163076479612994
yuquan_zhangbichen,20260725,20260727,1,0.4250347138657727,0.8080871181363617
yuquan_zhangbichen,20260725,20260727,2,0.3934087705051888,0.7965057227165743
yuquan_zhangbichen,20260725,20260727,3,0.36101418414492636,0.7830321911361735
yuquan_zhangbichen,20260725,20260727,4,0.3281568184013535,0.7686189745535698
yuquan_zhangbichen,20260725,20260727,5,0.2951708697273289,0.7538610181411409
yuquan_zhangbichen,20260726,20260727,0,0.2533123402523583,0.4726220534727933
yuquan_zhangbichen,20260726,20260727,1,0.2093752796887901,0.4471975911380247
yuquan_zhangbichen,20260726,20260727,2,0.16434879085775914,0.4266696646657756
yuquan_zhangbichen,20260726,20260727,3,0.11861262218016425,0.41024874236215053
yuquan_zhangbichen,20260726,20260727,4,0.07258743585952147,0.39713205126639517
yuquan_zhangbichen,20260726,20260727,5,0.026719294434392485,0.3865969393309974
yuquan_zhangjiaqi,20260725,20260726,0,0.826245447696659,0.9826931833326116
yuquan_zhangjiaqi,20260725,20260726,1,0.8220998134633358,0.9878134490442233
yuquan_zhangjiaqi,20260725,20260726,2,0.8177004622784455,0.991399892675564
yuquan_zhangjiaqi,20260725,20260726,3,0.8130393618489102,0.9934864870726954
yuquan_zhangjiaqi,20260725,20260726,4,0.8081105190185948,0.9941391162755392
yuquan_zhangjiaqi,20260725,20260726,5,0.802910350110623,0.9934479641966218
yuquan_zhangjiaqi,20260725,20260727,0,0.6625675653009451,0.893958770028959
yuquan_zhangjiaqi,20260725,20260727,1,0.6578288494821527,0.8904568456490437
yuquan_zhangjiaqi,20260725,20260727,2,0.65327628077408,0.886953939252546
yuquan_zhangjiaqi,20260725,20260727,3,0.6489470702127375,0.883457028737738
yuquan_zhangjiaqi,20260725,20260727,4,0.6448798218693921,0.8799704092535057
yuquan_zhangjiaqi,20260725,20260727,5,0.6411140423787094,0.8764966524476107
yuquan_zhangjiaqi,20260726,20260727,0,0.8209652234912268,0.9499333588825334
yuquan_zhangjiaqi,20260726,20260727,1,0.8123129723932785,0.9348970550860044
yuquan_zhangjiaqi,20260726,20260727,2,0.8024685576485454,0.9179969999756133
yuquan_zhangjiaqi,20260726,20260727,3,0.7913461841532153,0.8994323635603688
yuquan_zhangjiaqi,20260726,20260727,4,0.7788639259176349,0.8794167831539813
yuquan_zhangjiaqi,20260726,20260727,5,0.7649467220146499,0.8581695399581568
yuquan_zhangkexuan,20260725,20260726,0,0.9093453478581545,-0.5003138750472843
yuquan_zhangkexuan,20260725,20260726,1,0.9030304097106435,-0.4555678654646329
yuquan_zhangkexuan,20260725,20260726,2,0.8961588468752356,-0.4051180682578287
yuquan_zhangkexuan,20260725,20260726,3,0.8886893846828586,-0.35012260531493894
yuquan_zhangkexuan,20260725,20260726,4,0.8805790525586257,-0.2920044979546179
yuquan_zhangkexuan,20260725,20260726,5,0.8717834845176804,-0.23230713955358348
yuquan_zhangkexuan,20260725,20260727,0,0.8161011394975016,0.8838802074839034
yuquan_zhangkexuan,20260725,20260727,1,0.8098497886095685,0.885692425241442
yuquan_zhangkexuan,20260725,20260727,2,0.802951060147697,0.8864088000261678
yuquan_zhangkexuan,20260725,20260727,3,0.7953390902393209,0.8861967454347085
yuquan_zhangkexuan,20260725,20260727,4,0.7869445859061708,0.885197292314198
yuquan_zhangkexuan,20260725,20260727,5,0.7776958689290396,0.8835293543158395
yuquan_zhangkexuan,20260726,20260727,0,0.7312599809423356,-0.5057433225336778
yuquan_zhangkexuan,20260726,20260727,1,0.7127530630018551,-0.4657830313903622
yuquan_zhangkexuan,20260726,20260727,2,0.69248358132666,-0.42169112753111915
yuquan_zhangkexuan,20260726,20260727,3,0.6703161824457504,-0.37457871545764937
yuquan_zhangkexuan,20260726,20260727,4,0.6461150454701781,-0.3257141585002162
yuquan_zhangkexuan,20260726,20260727,5,0.619747404571003,-0.27640770980144447
yuquan_zhaochenxi,20260725,20260726,0,0.8559649721499993,-0.24076031236001025
yuquan_zhaochenxi,20260725,20260726,1,0.8508289313575952,-0.21460024741280057
yuquan_zhaochenxi,20260725,20260726,2,0.8454018967435785,-0.1872711838870015
yuquan_zhaochenxi,20260725,20260726,3,0.8396744388743199,-0.15902364951315828
yuquan_zhaochenxi,20260725,20260726,4,0.8336373607553158,-0.13011707572519066
yuquan_zhaochenxi,20260725,20260726,5,0.8272820883156509,-0.10081189131062633
yuquan_zhaochenxi,20260725,20260727,0,0.6315723130251427,0.7501722142306245
yuquan_zhaochenxi,20260725,20260727,1,0.620761210253405,0.7631502600281048
yuquan_zhaochenxi,20260725,20260727,2,0.6088775287907963,0.7728182834417953
yuquan_zhaochenxi,20260725,20260727,3,0.5958511784396398,0.7796503087071419
yuquan_zhaochenxi,20260725,20260727,4,0.5816200913811221,0.78407416395934
yuquan_zhaochenxi,20260725,20260727,5,0.5661345286442636,0.7864673019354496
yuquan_zhaochenxi,20260726,20260727,0,0.6264233397732479,-0.08504725589410425
yuquan_zhaochenxi,20260726,20260727,1,0.6048575733869923,-0.09812405615971541
yuquan_zhaochenxi,20260726,20260727,2,0.5812719915847433,-0.10954070757515692
yuquan_zhaochenxi,20260726,20260727,3,0.5555761882218467,-0.11945651495631028
yuquan_zhaochenxi,20260726,20260727,4,0.527697057018127,-0.12803602702706654
yuquan_zhaochenxi,20260726,20260727,5,0.4975851582424054,-0.1354413497383314
