subject,seed_left,seed_right,lag,contact_kernel_cosine,stop_kernel_cosine
yuquan_chengshuai,20260725,20260726,4,0.8847754686323958,0.6809755250319106
yuquan_chengshuai,20260725,20260726,5,0.8793649343850747,0.7020376554767735
yuquan_chengshuai,20260725,20260727,0,0.6680277558456135,0.7093057514783717
yuquan_chengshuai,20260725,20260727,1,0.661740777757574,0.7236118277903546
yuquan_chengshuai,20260725,20260727,2,0.6553086447243813,0.7365470949969553
yuquan_chengshuai,20260725,20260727,3,0.6487480973219173,0.7481913008935543
yuquan_chengshuai,20260725,20260727,4,0.6420803216476993,0.7586457691161211
yuquan_chengshuai,20260725,20260727,5,0.6353311533746532,0.7680210063555881
yuquan_chengshuai,20260726,20260727,0,0.6955426707399497,0.9812857645788925
yuquan_chengshuai,20260726,20260727,1,0.6884870908900783,0.9831414012773849
yuquan_chengshuai,20260726,20260727,2,0.6810192135508863,0.9843835805984805
yuquan_chengshuai,20260726,20260727,3,0.6731277839192719,0.9851116764768687
yuquan_chengshuai,20260726,20260727,4,0.6648034202039078,0.9854119362846208
yuquan_chengshuai,20260726,20260727,5,0.6560388779014734,0.9853585890107606
yuquan_chenziyang,20260725,20260726,0,0.9650457189636152,0.9305790505706075
yuquan_chenziyang,20260725,20260726,1,0.958737537165357,0.9451126476209477
yuquan_chenziyang,20260725,20260726,2,0.950608893262778,0.9566409782023465
yuquan_chenziyang,20260725,20260726,3,0.940019134396227,0.9657578160489938
yuquan_chenziyang,20260725,20260726,4,0.92606088026415,0.9729385751965136
yuquan_chenziyang,20260725,20260726,5,0.9074378250375403,0.9785625451016751
yuquan_chenziyang,20260725,20260727,0,0.6985595014422817,0.9687847772816263
yuquan_chenziyang,20260725,20260727,1,0.6818986231983823,0.9774338505675999
yuquan_chenziyang,20260725,20260727,2,0.6644900940055704,0.9833730512098751
yuquan_chenziyang,20260725,20260727,3,0.6465677569922849,0.9872714976387844
yuquan_chenziyang,20260725,20260727,4,0.628498294860599,0.9896397562420425
yuquan_chenziyang,20260725,20260727,5,0.6108212415579602,0.9908665736344991
yuquan_chenziyang,20260726,20260727,0,0.6195695934068894,0.9797903577520828
yuquan_chenziyang,20260726,20260727,1,0.5890327594938017,0.9801797357384414
yuquan_chenziyang,20260726,20260727,2,0.5555009224949943,0.9805881837486468
yuquan_chenziyang,20260726,20260727,3,0.5187546675898072,0.981009406292325
yuquan_chenziyang,20260726,20260727,4,0.4786025976463243,0.9814379390521377
yuquan_chenziyang,20260726,20260727,5,0.4348994982953734,0.9818692195077386
yuquan_gaolan,20260725,20260726,0,0.9630339389061732,0.9659709131500217
yuquan_gaolan,20260725,20260726,1,0.9577686840358688,0.9748078551449485
yuquan_gaolan,20260725,20260726,2,0.951287011348563,0.9811011782750125
yuquan_gaolan,20260725,20260726,3,0.9433126393521869,0.9854478713408844
yuquan_gaolan,20260725,20260726,4,0.933506108061029,0.9883148760199579
yuquan_gaolan,20260725,20260726,5,0.9214527509833192,0.9900631226535336
yuquan_gaolan,20260725,20260727,0,0.910870231919474,0.9604782688731263
