comparison,component,dataset,n,median_nats,median_bits,positive,sign_p_two_sided,wilcoxon_p_two_sided,ci95_low,ci95_high
linear_minus_rank_shuffle,event_continue_nll,all,34,-0.025977004319429405,-0.03747689530879199,5,3.8558151572942734e-05,2.3690517991781235e-07,-0.0378192514181137,-0.011318378150463104
linear_minus_rank_shuffle,event_continue_nll,epilepsiae,18,-0.034535515122115654,-0.04982421640122206,1,0.00014495849609375,2.288818359375e-05,-0.048254162073135404,-0.011896446347236592
linear_minus_rank_shuffle,event_continue_nll,yuquan,16,-0.015672165900468795,-0.022610156024595447,4,0.076812744140625,0.00762939453125,-0.034779904410243,-0.001079645007848698
linear_minus_rank_shuffle,event_stop_contribution_nll,all,34,0.015351437032222748,0.022147442076906946,26,0.0029350556433200836,0.0002101260470226407,0.0034373104572295865,0.0253112465143204
linear_minus_rank_shuffle,event_stop_contribution_nll,epilepsiae,18,0.024735517799854362,0.03568580886367057,16,0.001312255859375,0.00019073486328125,0.009201303124427813,0.030379608273506165
linear_minus_rank_shuffle,event_stop_contribution_nll,yuquan,16,0.0035525858402252475,0.005125297974025316,10,0.454498291015625,0.1590576171875,-0.00154480654746291,0.01889850199222562
linear_minus_rank_shuffle,event_terminal_stop_nll,all,34,0.29893988370895386,0.4312790877508312,26,0.0029350556433200836,2.8655631467700005e-05,0.08788484334945662,0.5302601456642151
linear_minus_rank_shuffle,event_terminal_stop_nll,epilepsiae,18,0.3646984398365021,0.5261486305720635,15,0.007537841796875,0.00014495849609375,0.2813504636287689,0.5651937127113342
linear_minus_rank_shuffle,event_terminal_stop_nll,yuquan,16,0.10624489188194253,0.15327897863786258,11,0.210113525390625,0.09344482421875,-0.06427979469299316,0.6121065616607666
linear_minus_rank_shuffle,event_total_nll,all,34,0.044915616512298584,0.0647995372007636,30,6.16488978266716e-06,3.7404242902994156e-07,0.036712646484375,0.05673003196716264
linear_minus_rank_shuffle,event_total_nll,epilepsiae,18,0.04193603992462158,0.060500916833773136,16,0.001312255859375,0.0008392333984375,0.03154069185256958,0.062198519706726185
linear_minus_rank_shuffle,event_total_nll,yuquan,16,0.04729163646697976,0.06822740940643536,14,0.004180908203125,0.000213623046875,0.03523731231689464,0.06465599834918939
linear_minus_unordered,event_contact_choice_nll,all,34,0.009514629840851052,0.013726709287289961,22,0.12144948495551944,0.011234543286263943,-0.001096487045288086,0.0307614803314209
linear_minus_unordered,event_contact_choice_nll,epilepsiae,18,0.0189533829689027,0.027343951617305264,12,0.237884521484375,0.02081298828125,-0.0029605627059936523,0.0355224609375
linear_minus_unordered,event_contact_choice_nll,yuquan,16,0.0042754411697385475,0.006168157773194311,10,0.454498291015625,0.21142578125,-0.010055541992187056,0.04596710205078125
linear_minus_unordered,event_contact_contribution_nll,all,34,0.00825929641723644,0.011915645982378993,22,0.12144948495551944,0.008130305097438395,-0.0009136199951171875,0.026198387145996316
linear_minus_unordered,event_contact_contribution_nll,epilepsiae,18,0.016822338104248158,0.024269503759156263,12,0.237884521484375,0.01593017578125,-0.002251267433166504,0.031009554862976074
linear_minus_unordered,event_contact_contribution_nll,yuquan,16,0.004016697406768688,0.005794869429496746,10,0.454498291015625,0.21142578125,-0.009361982345581055,0.04366195201873779
linear_minus_unordered,event_continue_nll,all,34,0.007731260731816247,0.011153851517610877,19,0.6075913612730801,0.07811522763222456,-0.0086447075009346,0.022977504879236204
linear_minus_unordered,event_continue_nll,epilepsiae,18,0.00982110202312465,0.014168855184826499,10,0.8145294189453125,0.16735076904296875,-0.012131262570619604,0.045692473649978596
linear_minus_unordered,event_continue_nll,yuquan,16,0.005456654354929893,0.007872288177702523,9,0.803619384765625,0.231201171875,-0.009144544601440402,0.022683916613459646
linear_minus_unordered,event_stop_contribution_nll,all,34,0.007473886013031034,0.010782538287169258,22,0.12144948495551944,0.00281744496896863,-0.00011275708675390073,0.011571303009986905
linear_minus_unordered,event_stop_contribution_nll,epilepsiae,18,0.01013782620430001,0.014625791590337809,12,0.237884521484375,0.0138702392578125,-0.0005421787500380915,0.013679124414920793
linear_minus_unordered,event_stop_contribution_nll,yuquan,16,0.004680044949054718,0.006751877639138684,10,0.454498291015625,0.116668701171875,-0.0015092343091964028,0.008420313149690245
linear_minus_unordered,event_terminal_stop_nll,all,34,-0.04331287741661072,-0.062487273455575865,16,0.8641662404406816,0.19056250608991832,-0.20995721220970143,0.10081958770751953
linear_minus_unordered,event_terminal_stop_nll,epilepsiae,18,-0.02102792263031003,-0.03033687969894509,9,1.0,0.6705245971679688,-0.18171477317810059,0.11462593078613281
linear_minus_unordered,event_terminal_stop_nll,yuquan,16,-0.06565338373184193,-0.0947178111275085,7,0.803619384765625,0.1590576171875,-0.35111886262893666,0.10285484790802002
linear_minus_unordered,event_total_nll,all,34,0.04120677709579468,0.05944881296711991,24,0.024306510109454393,6.176321767270565e-05,0.012235641479492188,0.04801464080810547
linear_minus_unordered,event_total_nll,epilepsiae,18,0.04257899522781372,0.061428505261201694,14,0.0308837890625,0.0005340576171875,0.010616779327392578,0.05756419897079479
linear_minus_unordered,event_total_nll,yuquan,16,0.040005087852477916,0.057715141855097206,10,0.454498291015625,0.05767822265625,-0.002104043960571289,0.04724758863449097
