tolerance_ms,condition,component,dataset,n,median_nats,median_bits,positive,sign_p_two_sided,wilcoxon_p_two_sided,bootstrap_ci95
1.0,history_3,event_total_nll,yuquan,16,0.0033369064331052467,0.004814138362951419,10,0.454498291015625,0.40374755859375,"[-0.009637832641601562, 0.018610715866088867]"
1.0,linear_state,event_contact_choice_nll,all,34,0.013526976108551136,0.019515301350030212,22,0.12144948495551944,0.003394925268366933,"[-0.0006628632545471191, 0.033324241638183594]"
1.0,linear_state,event_contact_choice_nll,epilepsiae,18,0.016889631748199463,0.02436658796556816,13,0.09625244140625,0.0055999755859375,"[0.0008622407913208008, 0.03677833080291726]"
1.0,linear_state,event_contact_choice_nll,yuquan,16,0.007028818130493164,0.010140441060172922,9,0.803619384765625,0.17535400390625,"[-0.004795193672180176, 0.044701576232910156]"
1.0,linear_state,event_contact_contribution_nll,all,34,0.011491529643535614,0.01657877282895735,22,0.12144948495551944,0.003394925268366933,"[-0.0019397735595700905, 0.029075205326080544]"
1.0,linear_state,event_contact_contribution_nll,epilepsiae,18,0.014771804213523865,0.021311208683833575,13,0.09625244140625,0.0055999755859375,"[-0.0008030906319616005, 0.031863711774349435]"
1.0,linear_state,event_contact_contribution_nll,yuquan,16,0.006264865398406982,0.009038290242118614,9,0.803619384765625,0.17535400390625,"[-0.005260594189167023, 0.04132777452468872]"
1.0,linear_state,event_stop_contribution_nll,all,34,0.0031898468732833446,0.004601976265281047,21,0.22948101302608848,0.10871651535853744,"[-0.0003433376550675271, 0.007199198007583563]"
1.0,linear_state,event_stop_contribution_nll,epilepsiae,18,0.002930872142314897,0.004228354705197314,12,0.237884521484375,0.24620819091796875,"[-0.0013544633984566151, 0.009150296449661227]"
1.0,linear_state,event_stop_contribution_nll,yuquan,16,0.0032822936773299477,0.0047353488110251155,9,0.803619384765625,0.348388671875,"[-0.002356514334678636, 0.009246654808521257]"
1.0,linear_state,event_total_nll,all,34,0.021584272384643777,0.031139522730522177,24,0.024306510109454393,0.001916260807774961,"[0.008293628692626731, 0.038030147552490456]"
1.0,linear_state,event_total_nll,epilepsiae,18,0.02463310956954945,0.03553806501766346,13,0.09625244140625,0.01593017578125,"[0.0013982057571410023, 0.043606042861938366]"
1.0,linear_state,event_total_nll,yuquan,16,0.021584272384643777,0.031139522730522177,11,0.210113525390625,0.07391357421875,"[-0.006331324577331543, 0.039554595947265625]"
2.0,history_3,event_contact_choice_nll,all,34,0.012409269809723233,0.01790279201554084,24,0.024306510109454393,0.007692964398302138,"[0.0004431009292602539, 0.023935317993164062]"
2.0,history_3,event_contact_choice_nll,epilepsiae,18,0.01454406976699818,0.020982657327191376,14,0.0308837890625,0.0599365234375,"[0.0016838312149046741, 0.035180091857910156]"
2.0,history_3,event_contact_choice_nll,yuquan,16,0.0105196833610538,0.01517669501671446,10,0.454498291015625,0.07391357421875,"[-0.0025950640439987025, 0.023910045623779297]"
2.0,history_3,event_contact_contribution_nll,all,34,0.010419964790344016,0.01503283152926692,22,0.12144948495551944,0.006141410209238529,"[-2.7135014533996582e-05, 0.022272378206252608]"
2.0,history_3,event_contact_contribution_nll,epilepsiae,18,0.013008661568164825,0.01876753153299424,13,0.09625244140625,0.0431671142578125,"[0.0006983876228331409, 0.029560424387454987]"
2.0,history_3,event_contact_contribution_nll,yuquan,16,0.009107105433940776,0.01313877584639929,9,0.803619384765625,0.083251953125,"[-0.0013760924339294434, 0.022272378206252608]"
2.0,history_3,event_stop_contribution_nll,all,34,-0.02489721775054929,-0.03591909258065013,6,0.00019512558355927467,1.467997208237648e-07,"[-0.03258843719959259, -0.013455122709274292]"
2.0,history_3,event_stop_contribution_nll,epilepsiae,18,-0.03002388775348666,-0.04331531397016209,4,0.0308837890625,0.00032806396484375,"[-0.048757560551166534, -0.02185754477977747]"
2.0,history_3,event_stop_contribution_nll,yuquan,16,-0.015119671821594238,-0.021813075556882607,2,0.004180908203125,0.000152587890625,"[-0.02728965878486639, -0.009126290678977883]"
2.0,history_3,event_total_nll,all,34,-0.007431805133819691,-0.010721828411414808,15,0.6075913612730801,0.34285025869030505,"[-0.023910330235958305, 0.006055116653442161]"
2.0,history_3,event_total_nll,epilepsiae,18,0.0010143518447878197,0.001463400376191959,10,0.8145294189453125,0.6705245971679688,"[-0.04953765869140625, 0.027605772018432617]"
2.0,history_3,event_total_nll,yuquan,16,-0.010749161243438832,-0.015507761619625046,5,0.210113525390625,0.1590576171875,"[-0.023279666900634988, 0.002860546112060547]"
2.0,linear_state,event_contact_choice_nll,all,34,0.016587615013122337,0.023930869919606912,24,0.024306510109454393,0.0045909188920632005,"[0.0006276369094850853, 0.026869654655456543]"
2.0,linear_state,event_contact_choice_nll,epilepsiae,18,0.01992011070251465,0.028738644924477048,14,0.0308837890625,0.0076904296875,"[0.0004012584686279297, 0.027742922306061013]"
2.0,linear_state,event_contact_choice_nll,yuquan,16,0.008046507835387962,0.0116086569505884,10,0.454498291015625,0.14385986328125,"[-0.010317802429199219, 0.03991079330444336]"
2.0,linear_state,event_contact_contribution_nll,all,34,0.015001647174358257,0.021642801983612587,24,0.024306510109454393,0.0038356027798727155,"[0.0005909204483032227, 0.023052155971526878]"
2.0,linear_state,event_contact_contribution_nll,epilepsiae,18,0.017615921795368084,0.02541440301486534,14,0.0308837890625,0.0076904296875,"[0.000624537467956765, 0.023144610226154327]"
2.0,linear_state,event_contact_contribution_nll,yuquan,16,0.007153473794460297,0.010320281168397026,10,0.454498291015625,0.116668701171875,"[-0.009181663393974304, 0.03654131293296814]"
2.0,linear_state,event_stop_contribution_nll,all,34,-0.0062150955200195035,-0.008966487485383352,13,0.22948101302608848,0.02994435327127576,"[-0.0214946568012237, 0.0003751814365386963]"
2.0,linear_state,event_stop_contribution_nll,epilepsiae,18,-0.0178719833493233,-0.025783821748918852,5,0.09625244140625,0.0736846923828125,"[-0.027738124132156372, -0.001174047589302063]"
2.0,linear_state,event_stop_contribution_nll,yuquan,16,-0.0013817474246024947,-0.001993440157235116,8,1.0,0.322509765625,"[-0.021212726831436185, 0.007212281227111789]"
2.0,linear_state,event_total_nll,all,34,-0.001250743865966908,-0.0018044419728527484,17,1.0,0.9865385168232024,"[-0.0161590576171875, 0.013789951801300049]"
2.0,linear_state,event_total_nll,epilepsiae,18,-0.009793341159820779,-0.014128804725007207,8,0.8145294189453125,0.932281494140625,"[-0.021233797073364147, 0.031541287899017334]"
2.0,linear_state,event_total_nll,yuquan,16,0.005740463733673096,0.008281738560973119,9,0.803619384765625,0.979949951171875,"[-0.01368689537048362, 0.024716496467590332]"
5.0,history_3,event_contact_choice_nll,all,34,0.003237426280975342,0.004670618840806726,20,0.39152830513194203,0.18477953574620187,"[-0.006147265434265359, 0.016631126403808594]"
5.0,history_3,event_contact_choice_nll,epilepsiae,18,0.007257103919982799,0.010469787836575041,11,0.480682373046875,0.22875213623046875,"[-0.008407473564147838, 0.028012096881866455]"
5.0,history_3,event_contact_choice_nll,yuquan,16,0.0006769895553588867,0.0009766894742498902,9,0.803619384765625,0.632171630859375,"[-0.010991811752319336, 0.016631126403808594]"
5.0,history_3,event_contact_contribution_nll,all,34,0.0026398897171020508,0.0038085558033568974,19,0.6075913612730801,0.12930773710832,"[-0.005356729030609131, 0.014939874410628828]"
5.0,history_3,event_contact_contribution_nll,epilepsiae,18,0.005263298749923928,0.007593335005232332,11,0.480682373046875,0.12973785400390625,"[-0.0038684606552125134, 0.022593677043914684]"
5.0,history_3,event_contact_contribution_nll,yuquan,16,0.00213797390460968,0.0030844443497303996,8,1.0,0.668548583984375,"[-0.00870630145072937, 0.014277815818786621]"
5.0,history_3,event_stop_contribution_nll,all,34,-0.09373237192630765,-0.13522722814884394,2,6.938353180885315e-08,5.820766091346741e-10,"[-0.16677767038345337, -0.06929454207420349]"
5.0,history_3,event_stop_contribution_nll,epilepsiae,18,-0.16777759790420532,-0.24205190846865957,2,0.001312255859375,3.814697265625e-05,"[-0.22059205174446112, -0.08501829206943515]"
5.0,history_3,event_stop_contribution_nll,yuquan,16,-0.06954775750637054,-0.10033620485938896,0,3.0517578125e-05,3.0517578125e-05,"[-0.11757630109786987, -0.05218735337257385]"
5.0,history_3,event_total_nll,all,34,-0.09838938713073708,-0.1419458808896188,4,6.16488978266716e-06,1.0244548320770264e-08,"[-0.15532433986663818, -0.06631982326507546]"
5.0,history_3,event_total_nll,epilepsiae,18,-0.14609020948410034,-0.21076362074514138,3,0.007537841796875,0.00014495849609375,"[-0.22745510935783386, -0.05760514736175548]"
5.0,history_3,event_total_nll,yuquan,16,-0.07734191417694114,-0.1115807960359328,1,0.000518798828125,6.103515625e-05,"[-0.14338040351867676, -0.05735015869140647]"
5.0,linear_state,event_contact_choice_nll,all,34,-0.000700533390045166,-0.001010656047795295,16,0.8641662404406816,0.3786884272703901,"[-0.0059833526611328125, 0.013722181320190208]"
5.0,linear_state,event_contact_choice_nll,epilepsiae,18,0.005165338516235407,0.007452008261885579,10,0.8145294189453125,0.18146514892578125,"[-0.003596663475036621, 0.023316442966461404]"
5.0,linear_state,event_contact_choice_nll,yuquan,16,-0.0058743953704833984,-0.008474961069217484,6,0.454498291015625,0.979949951171875,"[-0.016504585742950773, 0.02313077449798584]"
5.0,linear_state,event_contact_contribution_nll,all,34,0.00041942298412323,0.0006050994592294343,17,1.0,0.2628566062776372,"[-0.0039022862911222145, 0.012613266706466453]"
5.0,linear_state,event_contact_contribution_nll,epilepsiae,18,0.004909984767437092,0.007083610674821843,10,0.8145294189453125,0.11870574951171875,"[-0.00231035053730011, 0.020047158002853283]"
5.0,linear_state,event_contact_contribution_nll,yuquan,16,-0.004103690385818259,-0.0059203737689637196,7,0.803619384765625,0.93988037109375,"[-0.011070400476455355, 0.019049227237701416]"
5.0,linear_state,event_stop_contribution_nll,all,34,-0.08632081747055056,-0.1245346152902447,3,7.660128176212311e-07,5.005858838558197e-09,"[-0.14108440279960632, -0.051579892635345514]"
5.0,linear_state,event_stop_contribution_nll,epilepsiae,18,-0.135130375623703,-0.1949519227857792,2,0.001312255859375,5.340576171875e-05,"[-0.2038104236125946, -0.06211021542549136]"
5.0,linear_state,event_stop_contribution_nll,yuquan,16,-0.06062778830528259,-0.08746740952809709,1,0.000518798828125,9.1552734375e-05,"[-0.10552248358726501, -0.03377524018287659]"
5.0,linear_state,event_total_nll,all,34,-0.0876064896583556,-0.12638944817979988,3,7.660128176212311e-07,1.7264392226934433e-07,"[-0.1419978141784668, -0.04851031303405762]"
5.0,linear_state,event_total_nll,epilepsiae,18,-0.11946770548820512,-0.17235546625421674,2,0.001312255859375,0.00025177001953125,"[-0.20211464166641246, -0.05061882734298695]"
5.0,linear_state,event_total_nll,yuquan,16,-0.055779099464416615,-0.08047223018256609,1,0.000518798828125,0.000213623046875,"[-0.14017689228057884, -0.034759581089019664]"
10.0,history_3,event_contact_choice_nll,all,34,-0.005312055349349976,-0.0076636759094349,13,0.22948101302608848,0.2777551868930459,"[-0.013907670974731445, 0.0017551779747009277]"
10.0,history_3,event_contact_choice_nll,epilepsiae,18,-0.0029063224792481024,-0.004192937028035354,7,0.480682373046875,0.8985748291015625,"[-0.017071783542633057, 0.01586085557937622]"
10.0,history_3,event_contact_choice_nll,yuquan,16,-0.007704377174377441,-0.01111506674261246,6,0.454498291015625,0.14385986328125,"[-0.015677468478679412, 0.0017551779747009277]"
10.0,history_3,event_contact_contribution_nll,all,34,-0.00240933895111084,-0.0034759413565882253,14,0.39152830513194203,0.4265116018941626,"[-0.009344100952148549, 0.0015101432800292969]"
10.0,history_3,event_contact_contribution_nll,epilepsiae,18,-0.00040130317211151123,-0.0005789580962982875,9,1.0,0.83172607421875,"[-0.01177369058132166, 0.011779212579131084]"
10.0,history_3,event_contact_contribution_nll,yuquan,16,-0.004156947135925182,-0.00599720701823684,5,0.210113525390625,0.14385986328125,"[-0.01177164912223827, 0.0005357563495634876]"
10.0,history_3,event_stop_contribution_nll,all,34,-0.3231657147407532,-0.466229574041822,0,1.1641532182693481e-10,1.1641532182693481e-10,"[-0.42165660858154297, -0.2727784812450409]"
10.0,history_3,event_stop_contribution_nll,epilepsiae,18,-0.37165242433547974,-0.5361811095231573,0,7.62939453125e-06,7.62939453125e-06,"[-0.5036599487066269, -0.2789554446935654]"
10.0,history_3,event_stop_contribution_nll,yuquan,16,-0.28242655098438263,-0.4074553845205428,0,3.0517578125e-05,3.0517578125e-05,"[-0.4493780732154846, -0.2331382036209107]"
10.0,history_3,event_total_nll,all,34,-0.33822837471961975,-0.48796039889592946,0,1.1641532182693481e-10,1.1641532182693481e-10,"[-0.45323097705841064, -0.2866462469100952]"
10.0,history_3,event_total_nll,epilepsiae,18,-0.3710220456123352,-0.5352716652653948,0,7.62939453125e-06,7.62939453125e-06,"[-0.49099698662757874, -0.2778870463371279]"
10.0,history_3,event_total_nll,yuquan,16,-0.295706868171692,-0.42661483226810654,0,3.0517578125e-05,3.0517578125e-05,"[-0.46093642711639404, -0.22811639308929443]"
10.0,linear_state,event_contact_choice_nll,all,34,-0.006213575601577648,-0.008964294706584731,11,0.05761267291381955,0.06182266934774816,"[-0.012745141983032227, -0.0010631084442138672]"
10.0,linear_state,event_contact_choice_nll,epilepsiae,18,-0.002366364002227783,-0.0034139416109521827,7,0.480682373046875,0.44229888916015625,"[-0.010770618915557861, 0.004592087864875755]"
10.0,linear_state,event_contact_choice_nll,yuquan,16,-0.008619815111160278,-0.012435764514250682,4,0.076812744140625,0.07391357421875,"[-0.017185568809509277, -0.0012388229370117188]"
10.0,linear_state,event_contact_contribution_nll,all,34,-0.00347952544689184,-0.005019894106877813,11,0.05761267291381955,0.13832266710232943,"[-0.007425993680953924, 0.00016674399375915527]"
10.0,linear_state,event_contact_contribution_nll,epilepsiae,18,-0.001829706132411929,-0.002639707963514815,7,0.480682373046875,0.6094589233398438,"[-0.005550280213356046, 0.005360171198845021]"
10.0,linear_state,event_contact_contribution_nll,yuquan,16,-0.006426066160202248,-0.009270853781748167,4,0.076812744140625,0.104583740234375,"[-0.012596338987350464, -2.6822090146705335e-06]"
10.0,linear_state,event_stop_contribution_nll,all,34,-0.27121351659297943,-0.39127839541074805,0,1.1641532182693481e-10,1.1641532182693481e-10,"[-0.358493834733963, -0.23548254370689395]"
10.0,linear_state,event_stop_contribution_nll,epilepsiae,18,-0.3278098851442337,-0.47292969565196663,0,7.62939453125e-06,7.62939453125e-06,"[-0.4515913277864456, -0.2516264021396637]"
10.0,linear_state,event_stop_contribution_nll,yuquan,16,-0.2467498779296875,-0.35598482522911723,0,3.0517578125e-05,3.0517578125e-05,"[-0.3624156415462494, -0.2140703797340393]"
10.0,linear_state,event_total_nll,all,34,-0.2884705066680908,-0.4161749694127813,0,1.1641532182693481e-10,1.1641532182693481e-10,"[-0.376905620098114, -0.24201703071594238]"
10.0,linear_state,event_total_nll,epilepsiae,18,-0.31350973248481745,-0.4522989363262717,0,7.62939453125e-06,7.62939453125e-06,"[-0.456908643245697, -0.23147770762443542]"
10.0,linear_state,event_total_nll,yuquan,16,-0.2580102086067201,-0.372230048455642,0,3.0517578125e-05,3.0517578125e-05,"[-0.3560419082641604, -0.20813679695129372]"
