subject,dataset,tolerance_ms,condition,component,gain_nats,gain_bits
epilepsiae_1150,epilepsiae,1.0,history_3,event_stop_contribution_nll,-0.01832890510559082,-0.026443020500760278
epilepsiae_1150,epilepsiae,1.0,history_3,event_total_nll,0.011691927909851074,0.01686788641397341
epilepsiae_1150,epilepsiae,1.0,linear_state,event_contact_choice_nll,0.02215445041656494,0.031962115749598674
epilepsiae_1150,epilepsiae,1.0,linear_state,event_contact_contribution_nll,0.01892466843128182,0.027302525296278204
epilepsiae_1150,epilepsiae,1.0,linear_state,event_stop_contribution_nll,0.002569049596786499,0.003706355113081673
epilepsiae_1150,epilepsiae,1.0,linear_state,event_total_nll,0.020307421684264915,0.029297416557129995
epilepsiae_1150,epilepsiae,2.0,history_3,event_contact_choice_nll,0.03301131725311279,0.04762526369427811
epilepsiae_1150,epilepsiae,2.0,history_3,event_contact_contribution_nll,0.027605846524238586,0.03982681788006084
epilepsiae_1150,epilepsiae,2.0,history_3,event_stop_contribution_nll,-0.02715118229389199,-0.039170876049670206
epilepsiae_1150,epilepsiae,2.0,history_3,event_total_nll,0.0004546642303466797,0.0006559418303907522
epilepsiae_1150,epilepsiae,2.0,linear_state,event_contact_choice_nll,0.02466118335723877,0.035578566931941814
epilepsiae_1150,epilepsiae,2.0,linear_state,event_contact_contribution_nll,0.02067321538925171,0.029825145321302843
epilepsiae_1150,epilepsiae,2.0,linear_state,event_stop_contribution_nll,-0.0027232766151428223,-0.003928857667635432
epilepsiae_1150,epilepsiae,2.0,linear_state,event_total_nll,0.017949938774108887,0.025896287653667412
epilepsiae_1150,epilepsiae,5.0,history_3,event_contact_choice_nll,0.023102164268493652,0.033329377823958
epilepsiae_1150,epilepsiae,5.0,history_3,event_contact_contribution_nll,0.019105166196822898,0.027562928527515854
epilepsiae_1150,epilepsiae,5.0,history_3,event_stop_contribution_nll,-0.083036869764328,-0.11979688021993873
epilepsiae_1150,epilepsiae,5.0,history_3,event_total_nll,-0.0639317035675051,-0.09223395169242286
epilepsiae_1150,epilepsiae,5.0,linear_state,event_contact_choice_nll,0.03455448150634788,0.04985157910969749
epilepsiae_1150,epilepsiae,5.0,linear_state,event_contact_contribution_nll,0.027481049299240112,0.03964677354243883
epilepsiae_1150,epilepsiae,5.0,linear_state,event_stop_contribution_nll,-0.045186966657638605,-0.06519101270979015
epilepsiae_1150,epilepsiae,5.0,linear_state,event_total_nll,-0.017705917358398438,-0.02554423916735124
epilepsiae_1150,epilepsiae,10.0,history_3,event_contact_choice_nll,0.022336602210998535,0.03222490524011704
epilepsiae_1150,epilepsiae,10.0,history_3,event_contact_contribution_nll,0.019964665174484253,0.028802923440237025
epilepsiae_1150,epilepsiae,10.0,history_3,event_stop_contribution_nll,-0.2539168298244477,-0.3663245511859775
epilepsiae_1150,epilepsiae,10.0,history_3,event_total_nll,-0.25043880939483665,-0.36130682836006717
epilepsiae_1150,epilepsiae,10.0,linear_state,event_contact_choice_nll,0.048932671546936035,0.0705949225782131
epilepsiae_1150,epilepsiae,10.0,linear_state,event_contact_contribution_nll,0.035565733909606934,0.05131050793696637
epilepsiae_1150,epilepsiae,10.0,linear_state,event_stop_contribution_nll,-0.23618555068969732,-0.34074372270965525
epilepsiae_1150,epilepsiae,10.0,linear_state,event_total_nll,-0.197310209274292,-0.2846584604367846
epilepsiae_139,epilepsiae,0.0,history_3,event_contact_choice_nll,0.0095289945602417,0.013747433196718608
epilepsiae_139,epilepsiae,0.0,history_3,event_contact_contribution_nll,0.00794529914855957,0.011462643680006195
epilepsiae_139,epilepsiae,0.0,history_3,event_stop_contribution_nll,-0.01869767904281619,-0.02697504883120442
epilepsiae_139,epilepsiae,0.0,history_3,event_total_nll,0.0025053024291992188,0.0036143873905327864
epilepsiae_139,epilepsiae,0.0,linear_state,event_contact_choice_nll,0.009994983673095703,0.014419713378941327
epilepsiae_139,epilepsiae,0.0,linear_state,event_contact_contribution_nll,0.007906287908554077,0.011406362357511341
epilepsiae_139,epilepsiae,0.0,linear_state,event_stop_contribution_nll,-0.0029629617929458896,-0.004274650285026506
epilepsiae_139,epilepsiae,0.0,linear_state,event_total_nll,0.012235522270202637,0.017652127301907815
epilepsiae_139,epilepsiae,1.0,history_3,event_contact_choice_nll,0.008839011192321777,0.012751997613524671
epilepsiae_139,epilepsiae,1.0,history_3,event_contact_contribution_nll,0.0074208080768582985,0.010705963011872233
epilepsiae_139,epilepsiae,1.0,history_3,event_stop_contribution_nll,-0.03560280799865731,-0.05136399454138482
epilepsiae_139,epilepsiae,1.0,history_3,event_total_nll,-0.009306073188781738,-0.013425825639605156
epilepsiae_139,epilepsiae,1.0,linear_state,event_contact_choice_nll,0.011748194694519043,0.016949062225180653
epilepsiae_139,epilepsiae,1.0,linear_state,event_contact_contribution_nll,0.009048879146575928,0.013054773070368647
epilepsiae_139,epilepsiae,1.0,linear_state,event_stop_contribution_nll,-0.021373212337493896,-0.030835027447169254
epilepsiae_139,epilepsiae,1.0,linear_state,event_total_nll,-0.012324333190917969,-0.017780254376800607
epilepsiae_139,epilepsiae,2.0,history_3,event_contact_choice_nll,0.00495147705078125,0.007143471386237619
epilepsiae_139,epilepsiae,2.0,history_3,event_contact_contribution_nll,0.004238873720169067,0.006115402095042465
epilepsiae_139,epilepsiae,2.0,history_3,event_stop_contribution_nll,-0.0764262676239014,-0.11025979729465529
epilepsiae_139,epilepsiae,2.0,history_3,event_total_nll,-0.06072664260864258,-0.08761002614132507
epilepsiae_139,epilepsiae,2.0,linear_state,event_contact_choice_nll,0.006161332130432573,0.008888923309844905
epilepsiae_139,epilepsiae,2.0,linear_state,event_contact_contribution_nll,0.0044255852699279785,0.00638476992195634
epilepsiae_139,epilepsiae,2.0,linear_state,event_stop_contribution_nll,-0.0544478297233581,-0.07855161392905544
epilepsiae_139,epilepsiae,2.0,linear_state,event_total_nll,-0.050022244453430176,-0.07216684400709918
epilepsiae_139,epilepsiae,5.0,history_3,event_contact_choice_nll,-0.005693554878234863,-0.008214063387858603
epilepsiae_139,epilepsiae,5.0,history_3,event_contact_contribution_nll,-0.0003917962312697254,-0.0005652424798918183
epilepsiae_139,epilepsiae,5.0,history_3,event_stop_contribution_nll,-0.22641110420227056,-0.3266421772348101
epilepsiae_139,epilepsiae,5.0,history_3,event_total_nll,-0.23188579082489014,-0.3345404804756845
epilepsiae_139,epilepsiae,5.0,linear_state,event_contact_choice_nll,-0.00041735172271728516,-0.000602111260670693
epilepsiae_139,epilepsiae,5.0,linear_state,event_contact_contribution_nll,-0.001361161470413208,-0.001963740903214265
epilepsiae_139,epilepsiae,5.0,linear_state,event_stop_contribution_nll,-0.2083720862865448,-0.3006173755452854
epilepsiae_139,epilepsiae,5.0,linear_state,event_total_nll,-0.209733247756958,-0.3025811164484996
epilepsiae_139,epilepsiae,10.0,history_3,event_contact_choice_nll,-0.005897402763366699,-0.008508153720834006
epilepsiae_139,epilepsiae,10.0,history_3,event_contact_contribution_nll,-0.005531668663024902,-0.00798051094798691
epilepsiae_139,epilepsiae,10.0,history_3,event_stop_contribution_nll,-0.48334962129592896,-0.6973261016591952
epilepsiae_139,epilepsiae,10.0,history_3,event_total_nll,-0.48888128995895386,-0.7053066126071821
epilepsiae_139,epilepsiae,10.0,linear_state,event_contact_choice_nll,-0.0015236139297485352,-0.0021981102606775573
epilepsiae_139,epilepsiae,10.0,linear_state,event_contact_contribution_nll,-0.0019315928220748346,-0.0027866993854240817
epilepsiae_139,epilepsiae,10.0,linear_state,event_stop_contribution_nll,-0.455680787563324,-0.6574084124459848
epilepsiae_139,epilepsiae,10.0,linear_state,event_total_nll,-0.4588894248008728,-0.6620374974766081
epilepsiae_253,epilepsiae,0.0,history_3,event_contact_choice_nll,0.0032012462615969017,0.004618422106270183
epilepsiae_253,epilepsiae,0.0,history_3,event_contact_contribution_nll,0.002835571765899658,0.004090865324748198
epilepsiae_253,epilepsiae,0.0,history_3,event_stop_contribution_nll,-0.021541148424148615,-0.031077308006572317
epilepsiae_253,epilepsiae,0.0,history_3,event_total_nll,-0.02250492572784424,-0.03246774474313533
epilepsiae_253,epilepsiae,0.0,linear_state,event_contact_choice_nll,-0.020667552947997825,-0.029816976145386538
epilepsiae_253,epilepsiae,0.0,linear_state,event_contact_contribution_nll,-0.017486408352851868,-0.02522755461361874
epilepsiae_253,epilepsiae,0.0,linear_state,event_stop_contribution_nll,0.010355547070503318,0.01493989640430737
epilepsiae_253,epilepsiae,0.0,linear_state,event_total_nll,-0.007130861282348633,-0.010287658209311486
epilepsiae_253,epilepsiae,1.0,history_3,event_contact_choice_nll,0.004472851753234863,0.0064529610430234426
epilepsiae_253,epilepsiae,1.0,history_3,event_contact_contribution_nll,0.003323853015899658,0.004795306262682262
epilepsiae_253,epilepsiae,1.0,history_3,event_stop_contribution_nll,-0.014324665069580023,-0.020666123258278456
epilepsiae_253,epilepsiae,1.0,history_3,event_total_nll,-0.0261993408203125,-0.03779765907602463
epilepsiae_253,epilepsiae,1.0,linear_state,event_contact_choice_nll,-0.02185344696044922,-0.03152785955617008
epilepsiae_253,epilepsiae,1.0,linear_state,event_contact_contribution_nll,-0.018093198537826538,-0.026102967804341792
epilepsiae_253,epilepsiae,1.0,linear_state,event_stop_contribution_nll,0.0014932751655578058,0.0021543406760328922
epilepsiae_253,epilepsiae,1.0,linear_state,event_total_nll,-0.0193251371383667,-0.02788027951402077
epilepsiae_253,epilepsiae,2.0,history_3,event_contact_choice_nll,0.0029245615005490944,0.004219250373616964
epilepsiae_253,epilepsiae,2.0,history_3,event_contact_contribution_nll,0.0015375912189483643,0.0022182752264912216
epilepsiae_253,epilepsiae,2.0,history_3,event_stop_contribution_nll,-0.028653055429458674,-0.04133762097439662
epilepsiae_253,epilepsiae,2.0,history_3,event_total_nll,-0.03397929668426514,-0.04902176281928411
epilepsiae_253,epilepsiae,2.0,linear_state,event_contact_choice_nll,-0.01799309253692627,-0.025958545373279747
epilepsiae_253,epilepsiae,2.0,linear_state,event_contact_contribution_nll,-0.01421239972114563,-0.020504158596828487
epilepsiae_253,epilepsiae,2.0,linear_state,event_stop_contribution_nll,-0.02365130186080938,-0.03412161590515761
epilepsiae_253,epilepsiae,2.0,linear_state,event_total_nll,-0.04136323928833008,-0.05967454019637734
epilepsiae_253,epilepsiae,5.0,history_3,event_contact_choice_nll,0.0030039548873901367,0.004333790819091915
epilepsiae_253,epilepsiae,5.0,history_3,event_contact_contribution_nll,0.0009121298789978027,0.0013159252530767804
epilepsiae_253,epilepsiae,5.0,history_3,event_stop_contribution_nll,-0.16677767038345337,-0.24060931799322233
epilepsiae_253,epilepsiae,5.0,history_3,event_total_nll,-0.15453815460205078,-0.2229514292725106
epilepsiae_253,epilepsiae,5.0,linear_state,event_contact_choice_nll,-0.0059833526611328125,-0.008632153212106091
epilepsiae_253,epilepsiae,5.0,linear_state,event_contact_contribution_nll,-0.0035997331142425537,-0.005193317112441516
epilepsiae_253,epilepsiae,5.0,linear_state,event_stop_contribution_nll,-0.15358415246009827,-0.22157509511331827
epilepsiae_253,epilepsiae,5.0,linear_state,event_total_nll,-0.15718388557434082,-0.22676841222575977
epilepsiae_253,epilepsiae,10.0,history_3,event_contact_choice_nll,-0.019715189933776855,-0.02844300674764388
epilepsiae_253,epilepsiae,10.0,history_3,event_contact_contribution_nll,-0.016633301973342896,-0.023996782270550406
epilepsiae_253,epilepsiae,10.0,history_3,event_stop_contribution_nll,-0.36518910527229315,-0.5268565111630149
epilepsiae_253,epilepsiae,10.0,history_3,event_total_nll,-0.38254171609878507,-0.551891036748871
epilepsiae_253,epilepsiae,10.0,linear_state,event_contact_choice_nll,-0.016276836395263672,-0.02348251114880789
epilepsiae_253,epilepsiae,10.0,linear_state,event_contact_contribution_nll,-0.015054494142532349,-0.021719044042523367
epilepsiae_253,epilepsiae,10.0,linear_state,event_stop_contribution_nll,-0.358493834733963,-0.517197277559956
epilepsiae_253,epilepsiae,10.0,linear_state,event_total_nll,-0.35167860984802235,-0.5073649864144665
epilepsiae_384,epilepsiae,0.0,history_3,event_contact_choice_nll,0.03877258300781228,0.05593701322782647
epilepsiae_384,epilepsiae,0.0,history_3,event_contact_contribution_nll,0.033143609762191995,0.04781612144107343
epilepsiae_384,epilepsiae,0.0,history_3,event_stop_contribution_nll,0.000812679529190008,0.001172448726594402
epilepsiae_384,epilepsiae,0.0,history_3,event_total_nll,0.03395628929138206,0.04898857016766791
epilepsiae_384,epilepsiae,0.0,linear_state,event_contact_choice_nll,0.05308806896209717,0.07658989382198889
epilepsiae_384,epilepsiae,0.0,linear_state,event_contact_contribution_nll,0.045267418026924355,0.06530707950129143
epilepsiae_384,epilepsiae,0.0,linear_state,event_stop_contribution_nll,0.03511528670787811,0.05066064999284989
epilepsiae_384,epilepsiae,0.0,linear_state,event_total_nll,0.08038270473480247,0.11596772949414132
epilepsiae_384,epilepsiae,1.0,history_3,event_contact_choice_nll,0.03823041915893555,0.05515483613170273
epilepsiae_384,epilepsiae,1.0,history_3,event_contact_contribution_nll,0.032494932413101196,0.04688027784640313
epilepsiae_384,epilepsiae,1.0,history_3,event_stop_contribution_nll,0.003900855779647827,0.005627745288520972
epilepsiae_384,epilepsiae,1.0,history_3,event_total_nll,0.03639578819274902,0.05250802313492411
epilepsiae_384,epilepsiae,1.0,linear_state,event_contact_choice_nll,0.051503896713256836,0.07430441637467303
epilepsiae_384,epilepsiae,1.0,linear_state,event_contact_contribution_nll,0.04366631805896759,0.06299718051755274
epilepsiae_384,epilepsiae,1.0,linear_state,event_stop_contribution_nll,0.034576341509818975,0.049883116428299054
epilepsiae_384,epilepsiae,1.0,linear_state,event_total_nll,0.07824265956878662,0.11288029694585186
epilepsiae_384,epilepsiae,2.0,history_3,event_contact_choice_nll,0.03734886646270752,0.05388302442857226
epilepsiae_384,epilepsiae,2.0,history_3,event_contact_contribution_nll,0.03151500225067139,0.04546653746064813
epilepsiae_384,epilepsiae,2.0,history_3,event_stop_contribution_nll,0.006349802017211914,0.009160827880858365
epilepsiae_384,epilepsiae,2.0,history_3,event_total_nll,0.0378648042678833,0.054627365341506494
epilepsiae_384,epilepsiae,2.0,linear_state,event_contact_choice_nll,0.04986906051635742,0.07194584630074047
epilepsiae_384,epilepsiae,2.0,linear_state,event_contact_contribution_nll,0.042056322097778764,0.06067444732849435
epilepsiae_384,epilepsiae,2.0,linear_state,event_stop_contribution_nll,0.032391667366027777,0.04673129787509315
epilepsiae_384,epilepsiae,2.0,linear_state,event_total_nll,0.0744479894638066,0.10740574520358757
epilepsiae_384,epilepsiae,5.0,history_3,event_contact_choice_nll,0.03323769569396973,0.04795185874826658
epilepsiae_384,epilepsiae,5.0,history_3,event_contact_contribution_nll,0.027363240718841553,0.03947681168772366
epilepsiae_384,epilepsiae,5.0,history_3,event_stop_contribution_nll,0.008708983659744318,0.012564407537096143
epilepsiae_384,epilepsiae,5.0,history_3,event_total_nll,0.03847301006317139,0.05550482082620855
epilepsiae_384,epilepsiae,5.0,linear_state,event_contact_choice_nll,0.042867064476013184,0.061844101337011674
epilepsiae_384,epilepsiae,5.0,linear_state,event_contact_contribution_nll,0.035544395446777344,0.05127972304246193
epilepsiae_384,epilepsiae,5.0,linear_state,event_stop_contribution_nll,0.012624174356460627,0.018212833739383368
epilepsiae_384,epilepsiae,5.0,linear_state,event_total_nll,0.05298137664794922,0.07643596934946667
epilepsiae_384,epilepsiae,10.0,history_3,event_contact_choice_nll,0.027275443077087402,0.0393501464653632
epilepsiae_384,epilepsiae,10.0,history_3,event_contact_contribution_nll,0.021516352891921997,0.031041535615192774
epilepsiae_384,epilepsiae,10.0,history_3,event_stop_contribution_nll,-0.03418171405792242,-0.049313789360449244
epilepsiae_384,epilepsiae,10.0,history_3,event_total_nll,-0.010115861892700195,-0.014594103786916215
epilepsiae_384,epilepsiae,10.0,linear_state,event_contact_choice_nll,0.03189241886138916,0.04601103453327978
epilepsiae_384,epilepsiae,10.0,linear_state,event_contact_contribution_nll,0.02596545219421409,0.03746022911503212
epilepsiae_384,epilepsiae,10.0,linear_state,event_stop_contribution_nll,-0.04146313667297369,-0.059818661657800455
epilepsiae_384,epilepsiae,10.0,linear_state,event_total_nll,-0.015497684478759544,-0.022358432542768255
epilepsiae_442,epilepsiae,0.0,history_3,event_contact_choice_nll,0.03397727012634322,0.049018839114220086
epilepsiae_442,epilepsiae,0.0,history_3,event_contact_contribution_nll,0.030618563294410706,0.044173249423991166
epilepsiae_442,epilepsiae,0.0,history_3,event_stop_contribution_nll,-0.016827180981636103,-0.024276490554347486
epilepsiae_442,epilepsiae,0.0,history_3,event_total_nll,0.033892154693603516,0.0488960435015034
epilepsiae_442,epilepsiae,0.0,linear_state,event_contact_choice_nll,0.03602981567382857,0.051980036396775925
epilepsiae_442,epilepsiae,0.0,linear_state,event_contact_contribution_nll,0.0325920432806015,0.04702037921336225
epilepsiae_442,epilepsiae,0.0,linear_state,event_stop_contribution_nll,-0.0031231641769410012,-0.0045057734699548435
epilepsiae_442,epilepsiae,0.0,linear_state,event_total_nll,0.04801464080810547,0.06927048418391861
epilepsiae_442,epilepsiae,1.0,history_3,event_contact_choice_nll,0.0344088077545166,0.049641416310342815
epilepsiae_442,epilepsiae,1.0,history_3,event_contact_contribution_nll,0.03091572225093797,0.044601959176928795
epilepsiae_442,epilepsiae,1.0,history_3,event_stop_contribution_nll,-0.022051498293876703,-0.03181358723274736
epilepsiae_442,epilepsiae,1.0,history_3,event_total_nll,0.025252103805541548,0.03643108493226811
epilepsiae_442,epilepsiae,1.0,linear_state,event_contact_choice_nll,0.03949832916259699,0.0569840436062786
epilepsiae_442,epilepsiae,1.0,linear_state,event_contact_contribution_nll,0.034652218222618325,0.04999258338557363
epilepsiae_442,epilepsiae,1.0,linear_state,event_stop_contribution_nll,-0.000359728932380704,-0.000518979146809923
epilepsiae_442,epilepsiae,1.0,linear_state,event_total_nll,0.029905080795288086,0.043143911760745904
epilepsiae_442,epilepsiae,2.0,history_3,event_contact_choice_nll,0.030212521553039773,0.043587455017321405
epilepsiae_442,epilepsiae,2.0,history_3,event_contact_contribution_nll,0.027175754308701006,0.03920632597357982
epilepsiae_442,epilepsiae,2.0,history_3,event_stop_contribution_nll,-0.035912901163101196,-0.051811364411941584
epilepsiae_442,epilepsiae,2.0,history_3,event_total_nll,0.0015740394592289597,0.002270858921993166
epilepsiae_442,epilepsiae,2.0,linear_state,event_contact_choice_nll,0.03437399864196777,0.04959119737629087
epilepsiae_442,epilepsiae,2.0,linear_state,event_contact_contribution_nll,0.029789835214614868,0.04297764753302428
epilepsiae_442,epilepsiae,2.0,linear_state,event_stop_contribution_nll,-0.03519925475120539,-0.0507817902725513
epilepsiae_442,epilepsiae,2.0,linear_state,event_total_nll,-0.009147047996521218,-0.01319640078335449
epilepsiae_442,epilepsiae,5.0,history_3,event_contact_choice_nll,0.015357971191406472,0.022156868875957685
epilepsiae_442,epilepsiae,5.0,history_3,event_contact_contribution_nll,0.014939874410628828,0.021553682723718135
epilepsiae_442,epilepsiae,5.0,history_3,event_stop_contribution_nll,-0.2015899121761322,-0.2908327665897476
epilepsiae_442,epilepsiae,5.0,history_3,event_total_nll,-0.18665003776550337,-0.26927908386602945
epilepsiae_442,epilepsiae,5.0,linear_state,event_contact_choice_nll,0.012078404426574929,0.017425454168070953
epilepsiae_442,epilepsiae,5.0,linear_state,event_contact_contribution_nll,0.012613266706466453,0.01819709732682902
epilepsiae_442,epilepsiae,5.0,linear_state,event_stop_contribution_nll,-0.222965806722641,-0.32167166364656125
epilepsiae_442,epilepsiae,5.0,linear_state,event_total_nll,-0.21035254001617454,-0.30347456631973224
epilepsiae_442,epilepsiae,10.0,history_3,event_contact_choice_nll,-0.00564885139465332,-0.00814956989378505
epilepsiae_442,epilepsiae,10.0,history_3,event_contact_contribution_nll,-0.0008187592029571533,-0.0011812198417884853
epilepsiae_442,epilepsiae,10.0,history_3,event_stop_contribution_nll,-0.42165660858154297,-0.6083218981586508
epilepsiae_442,epilepsiae,10.0,history_3,event_total_nll,-0.45323097705841064,-0.6538740829794286
epilepsiae_442,epilepsiae,10.0,linear_state,event_contact_choice_nll,-0.010019063949584961,-0.014454453874415615
epilepsiae_442,epilepsiae,10.0,linear_state,event_contact_contribution_nll,-0.0032844841480255127,-0.004738508992234819
epilepsiae_442,epilepsiae,10.0,linear_state,event_stop_contribution_nll,-0.49270078539848333,-0.7108169797364893
epilepsiae_442,epilepsiae,10.0,linear_state,event_total_nll,-0.4959852695465088,-0.7155554887287241
epilepsiae_548,epilepsiae,0.0,history_3,event_contact_choice_nll,0.08700513839721702,0.12552188169752293
epilepsiae_548,epilepsiae,0.0,history_3,event_contact_contribution_nll,0.07627132534980774,0.1100362628441963
epilepsiae_548,epilepsiae,0.0,history_3,event_stop_contribution_nll,-0.0036354362964630127,-0.005244825916374928
epilepsiae_548,epilepsiae,0.0,history_3,event_total_nll,0.09140539169311523,0.1318701053061706
epilepsiae_548,epilepsiae,0.0,linear_state,event_contact_choice_nll,0.13391518592834473,0.19319877463854643
epilepsiae_548,epilepsiae,0.0,linear_state,event_contact_contribution_nll,0.11815354228019737,0.1704595295111052
epilepsiae_548,epilepsiae,0.0,linear_state,event_stop_contribution_nll,0.007689982652664185,0.011094299837520775
epilepsiae_548,epilepsiae,0.0,linear_state,event_total_nll,0.12584352493286155,0.181553829348626
epilepsiae_548,epilepsiae,1.0,history_3,event_contact_choice_nll,0.08028793334960938,0.11583100328670506
epilepsiae_548,epilepsiae,1.0,history_3,event_contact_contribution_nll,0.06925302743911743,0.09991099925296203
epilepsiae_548,epilepsiae,1.0,history_3,event_stop_contribution_nll,-0.008782684803008978,-0.012670735810991915
epilepsiae_548,epilepsiae,1.0,history_3,event_total_nll,0.07293915748596147,0.10522896079161573
epilepsiae_548,epilepsiae,1.0,linear_state,event_contact_choice_nll,0.12101173400878884,0.174583028543854
epilepsiae_548,epilepsiae,1.0,linear_state,event_contact_contribution_nll,0.10441035032272317,0.1506322946280721
epilepsiae_548,epilepsiae,1.0,linear_state,event_stop_contribution_nll,0.009112298488616888,0.013146267840627581
epilepsiae_548,epilepsiae,1.0,linear_state,event_total_nll,0.11352264881134011,0.16377856246869976
epilepsiae_548,epilepsiae,2.0,history_3,event_contact_choice_nll,0.07411825656890847,0.10693004119130009
epilepsiae_548,epilepsiae,2.0,history_3,event_contact_contribution_nll,0.06301009654998757,0.09090435381860186
epilepsiae_548,epilepsiae,2.0,history_3,event_stop_contribution_nll,-0.02325379848480219,-0.03354813975585541
epilepsiae_548,epilepsiae,2.0,history_3,event_total_nll,0.04526329040527344,0.06530112460200499
epilepsiae_548,epilepsiae,2.0,linear_state,event_contact_choice_nll,0.10717809200286821,0.15462530182447903
epilepsiae_548,epilepsiae,2.0,linear_state,event_contact_contribution_nll,0.09038925170898438,0.13040412519021602
epilepsiae_548,epilepsiae,2.0,linear_state,event_stop_contribution_nll,-0.0037784576416015625,-0.005451162101747582
epilepsiae_548,epilepsiae,2.0,linear_state,event_total_nll,0.08661079406738281,0.12495296308846844
epilepsiae_548,epilepsiae,5.0,history_3,event_contact_choice_nll,0.05524885654449441,0.07970725135152784
epilepsiae_548,epilepsiae,5.0,history_3,event_contact_contribution_nll,0.04253712296485901,0.06136809635508613
epilepsiae_548,epilepsiae,5.0,history_3,event_stop_contribution_nll,-0.1754606068134308,-0.25313614732110484
epilepsiae_548,epilepsiae,5.0,history_3,event_total_nll,-0.13292348384857178,-0.19176805096601873
epilepsiae_548,epilepsiae,5.0,linear_state,event_contact_choice_nll,0.05786776542663574,0.0834855382083332
epilepsiae_548,epilepsiae,5.0,linear_state,event_contact_contribution_nll,0.04851710796356179,0.06999539105730503
epilepsiae_548,epilepsiae,5.0,linear_state,event_stop_contribution_nll,-0.14108440279960632,-0.20354176826577303
epilepsiae_548,epilepsiae,5.0,linear_state,event_total_nll,-0.08294343948364236,-0.11966208881732468
epilepsiae_548,epilepsiae,10.0,history_3,event_contact_choice_nll,0.0157625675201416,0.022740577992985737
epilepsiae_548,epilepsiae,10.0,history_3,event_contact_contribution_nll,0.00842428207397461,0.01215366997117296
epilepsiae_548,epilepsiae,10.0,history_3,event_stop_contribution_nll,-0.3839377164840698,-0.5539050395818004
epilepsiae_548,epilepsiae,10.0,history_3,event_total_nll,-0.3755134344100952,-0.5417513696106274
epilepsiae_548,epilepsiae,10.0,linear_state,event_contact_choice_nll,0.008044123649597168,0.011605217297571465
epilepsiae_548,epilepsiae,10.0,linear_state,event_contact_contribution_nll,0.006532102823257668,0.009423832349690636
epilepsiae_548,epilepsiae,10.0,linear_state,event_stop_contribution_nll,-0.3436920642852783,-0.49584283673726187
epilepsiae_548,epilepsiae,10.0,linear_state,event_total_nll,-0.32012414932250977,-0.46184152269638284
epilepsiae_583,epilepsiae,0.0,history_3,event_contact_choice_nll,0.02404475212097168,0.03468924464433023
epilepsiae_583,epilepsiae,0.0,history_3,event_contact_contribution_nll,0.019597262144088745,0.028272872910277847
epilepsiae_583,epilepsiae,0.0,history_3,event_stop_contribution_nll,-0.03412684798240659,-0.049234634345389515
epilepsiae_583,epilepsiae,0.0,history_3,event_total_nll,0.011974692344665527,0.017275829261819992
epilepsiae_583,epilepsiae,0.0,linear_state,event_contact_choice_nll,-0.008718490600585715,-0.012578123153502053
epilepsiae_583,epilepsiae,0.0,linear_state,event_contact_contribution_nll,-0.007413893938064575,-0.01069598801812251
epilepsiae_583,epilepsiae,0.0,linear_state,event_stop_contribution_nll,-0.0005421936511992853,-0.0007822200917866893
epilepsiae_583,epilepsiae,0.0,linear_state,event_total_nll,-0.015677690505981445,-0.022618126345571414
epilepsiae_583,epilepsiae,1.0,history_3,event_contact_choice_nll,0.02443706989288308,0.03525523954831941
epilepsiae_583,epilepsiae,1.0,history_3,event_contact_contribution_nll,0.019876360893249734,0.028675527291610717
epilepsiae_583,epilepsiae,1.0,history_3,event_stop_contribution_nll,-0.0322269797325134,-0.04649370384292622
epilepsiae_583,epilepsiae,1.0,history_3,event_total_nll,0.018480420112610085,0.026661610450007228
epilepsiae_583,epilepsiae,1.0,linear_state,event_contact_choice_nll,-0.00869476795196511,-0.012543898605980354
epilepsiae_583,epilepsiae,1.0,linear_state,event_contact_contribution_nll,-0.007401689887046814,-0.010678381294240431
epilepsiae_583,epilepsiae,1.0,linear_state,event_stop_contribution_nll,-0.004984498023986816,-0.007191110580526618
epilepsiae_583,epilepsiae,1.0,linear_state,event_total_nll,-0.0187608003616333,-0.027066113644836236
epilepsiae_583,epilepsiae,2.0,history_3,event_contact_choice_nll,0.023935317993164062,0.03453136457083817
epilepsiae_583,epilepsiae,2.0,history_3,event_contact_contribution_nll,0.019538372755050437,0.0281879134807513
epilepsiae_583,epilepsiae,2.0,history_3,event_stop_contribution_nll,-0.043014541268348694,-0.062056865373960324
epilepsiae_583,epilepsiae,2.0,history_3,event_total_nll,0.006985187530517578,0.010077495409957135
epilepsiae_583,epilepsiae,2.0,linear_state,event_contact_choice_nll,-0.009786605834960938,-0.014119087705233138
epilepsiae_583,epilepsiae,2.0,linear_state,event_contact_contribution_nll,-0.008183330297470093,-0.011806050038116508
epilepsiae_583,epilepsiae,2.0,linear_state,event_stop_contribution_nll,-0.019861623644828796,-0.028654265936397482
epilepsiae_583,epilepsiae,2.0,linear_state,event_total_nll,-0.03412365913391113,-0.049230033809478976
epilepsiae_583,epilepsiae,5.0,history_3,event_contact_choice_nll,0.01972472667694114,0.028456765359713226
epilepsiae_583,epilepsiae,5.0,history_3,event_contact_contribution_nll,0.016077697277069092,0.02319521413054157
epilepsiae_583,epilepsiae,5.0,history_3,event_stop_contribution_nll,-0.09567874670028681,-0.13803525338297506
epilepsiae_583,epilepsiae,5.0,history_3,event_total_nll,-0.05127859115600586,-0.07397936916454231
