candidate_id,topology_seed,block,g_LEE,g_LEI,theta_FT_deg,AR_FT,passes,relaxed_band,EE_budget_error,EE_ratio_p01,EE_ratio_p99,EE_effective_source_median_ratio,EE_effective_source_p05_ratio,EtoI_budget_error,EtoI_ratio_p01,EtoI_ratio_p99,EtoI_effective_source_median_ratio,EtoI_effective_source_p05_ratio,achieved_EE_angle_deg,achieved_EE_aspect_ratio,achieved_EE_rms_distance_mm
dci_p013,2511,full4d,0.8439,0.6781,2.58,2.2754,True,False,2.091837814077735e-11,0.340396649470067,1.7897299403268117,0.9439848091246219,0.8239858906366182,4.8203219193965197e-11,0.444893139236228,1.639311390431413,0.9168534393173167,0.8815900666017047,160.60202426171324,2.2784280972114037,1.7469688629102305
dci_p014,2511,full4d,0.2608,1.074,1.7,2.3585,True,False,2.000888343900442e-11,0.5062104646046225,1.6908203503904813,0.9451471276883925,0.9069719304309264,7.412381819449365e-11,0.36536818240373864,1.6471475310026484,0.8952081075358197,0.8411560568425036,159.8410376857038,2.3777978388731253,1.7958502064083495
dci_p015,2511,full4d,0.0237,0.2242,-5.1,1.8613,True,False,2.319211489520967e-11,0.6052924570133241,1.5437190661115274,0.9612423050348733,0.9419163756344728,1.3642420526593924e-11,0.7574218789249224,1.347283470443948,0.9873137060818091,0.974566927543702,150.47421736186715,1.7596534176991165,1.647466530059772
dci_p016,2511,full4d,0.1692,0.8688,6.95,2.1025,True,False,2.3646862246096134e-11,0.49020243395167107,1.791956012966895,0.9299524051034552,0.8948148950895959,6.548361852765083e-11,0.3953710791689036,1.6438950358295472,0.9028890201230642,0.858321959737405,166.77704752127383,2.096612579743066,1.7235013334885685
dci_p017,2511,full4d,0.3937,0.2012,-9.07,1.8287,True,False,2.1827872842550278e-11,0.35471589711039564,2.0540550886013667,0.8965634138993944,0.8205059385612742,1.3642420526593924e-11,0.780494262073729,1.307843389172487,0.9898593447768038,0.9792366037590059,144.6814761503082,1.727685646065743,1.6235403804484814
dci_p018,2511,full4d,0.5106,0.1886,2.91,1.5456,True,False,2.2282620193436742e-11,0.3045880686501555,2.346055747732191,0.8594600264344308,0.7744624331126505,1.2278178473934531e-11,0.7933420483209829,1.2865934514185735,0.991130791095199,0.9816156857070348,163.10167083744926,1.3853190614091604,1.5486744417506235
dci_p019,2511,full4d,0.6948,0.6071,4.23,1.5631,True,False,2.319211489520967e-11,0.2679295868361054,2.4260035086522436,0.8532644550845361,0.752450304867362,5.1386450650170445e-11,0.47317500549213026,1.6636965685084946,0.9249499372403124,0.8930558036085565,165.00551467612127,1.4117799499916908,1.54764016102954
dci_p020,2511,full4d,0.4452,1.3683,-2.42,1.7165,True,False,2.1827872842550278e-11,0.43399155163488523,1.8154262482265573,0.9401674260625534,0.8668579419392136,8.185452315956354e-11,0.343030261822553,1.6644063386269625,0.889073581942114,0.8261337946598686,154.15115998508043,1.571935661511433,1.5936317226225172
dci_p021,2511,full4d,0.9768,1.4546,0.94,1.7244,True,False,2.319211489520967e-11,0.28851741407557735,1.7549512735688422,0.9520325922939107,0.7966724221898607,8.139977580867708e-11,0.3394193526817499,1.6685294347507023,0.8877313613110587,0.822608043753988,157.88440484487217,1.616603521743333,1.5772936690076278
dci_p022,2511,full4d,0.4597,0.5061,1.17,1.5298,True,False,2.4556356947869062e-11,0.3093379259016904,2.3274452893046584,0.8592184419690874,0.7803649275464237,4.5929482439532876e-11,0.524440658105942,1.7080337036379725,0.9400333356524637,0.9126226371928007,160.09053042533478,1.3631841120723278,1.5448836559401558
dci_p023,2511,full4d,0.6504,1.4876,-0.14,1.8826,True,False,2.4556356947869062e-11,0.40939268382930866,1.5831009847752306,0.9741735577008156,0.8531274800431297,9.822542779147625e-11,0.3384849537630733,1.6726606171697194,0.8872576193691096,0.8208789260919842,157.69840827419915,1.7648135231721052,1.6380445176968297
dci_p024,2511,full4d,0.0661,0.0943,1.96,2.1853,True,False,2.1373125491663814e-11,0.6959387290154584,1.3738652701755178,0.9796725154269966,0.9679211259890574,1.1368683772161603e-11,0.8932821131570702,1.1361430130774899,0.9978594069522078,0.9951822577185946,160.28704902489417,2.1682008363083454,1.7513717802967603
dci_p025,2511,full4d,0.3427,1.3378,-6.89,1.6922,True,False,2.3646862246096134e-11,0.3810680118730292,2.019014483209553,0.9020054321936556,0.8373889011694703,7.639755494892597e-11,0.3441931184064478,1.6639645676280914,0.8895914214290841,0.8278815195667719,147.1157877773405,1.55806810512793,1.587250030080415
dci_p026,2511,full4d,0.8868,0.048,8.28,2.1992,True,False,2.3646862246096134e-11,0.26710309538150956,2.2011210528945533,0.883400794556204,0.7703971217454859,1.2278178473934531e-11,0.9448844566986503,1.0675537049817152,0.9994553705285185,0.9987172371001559,167.51725675791195,2.224403530250573,1.7204174761920308
dci_p027,2511,full4d,0.9275,0.9418,9.49,1.9702,True,False,2.1373125491663814e-11,0.26667342720869536,2.1454276474130047,0.8942208909321768,0.772848707066165,6.002665031701326e-11,0.3835222659245447,1.6488722375323872,0.8995820532598802,0.850957174144848,169.299650682884,1.9451495313778433,1.6487342406883665
dci_p028,2511,full4d,0.4884,0.4281,-1.08,2.0654,True,False,2.4101609596982598e-11,0.5342366222974734,1.3744904140472307,0.989185088996959,0.9017798818555947,4.3655745685100555e-11,0.5763440337418125,1.7030695328312506,0.953959875635586,0.9303597427891527,156.3478782440442,1.9876624580770443,1.696461737681549
dci_p029,2511,full4d,0.6369,1.2164,7.55,1.9056,True,False,2.2737367544323206e-11,0.3588242395452932,2.1137208078144956,0.9066328571827981,0.8118166230439807,7.23048287909478e-11,0.3531519976677482,1.658759361045879,0.8918464379010296,0.8329146814138788,168.27163589948344,1.8393838091601489,1.649709647216742
dci_p030,2511,full4d,0.0454,1.4076,-8.57,1.6284,True,False,2.2737367544323206e-11,0.36457623055673727,2.184464434541869,0.8691296827765982,0.8136265971000224,8.230927051045e-11,0.34116004964879476,1.6664096869611038,0.8884564572859761,0.8247685213114426,144.08186590419163,1.5005776049577892,1.5782762119013227
dci_p031,2511,full4d,0.5633,0.5829,3.9,2.1653,True,False,2.1827872842550278e-11,0.44402331321236715,1.748167258964736,0.9534716922148818,0.8691380759023988,4.18367562815547e-11,0.4839324431839971,1.67352956556969,0.9281986205439599,0.8969811151652196,162.91357523774911,2.132595605309364,1.7291528486425962
dci_p032,2511,full4d,0.2038,0.9225,7.33,1.8091,True,False,2.1827872842550278e-11,0.47265930183030136,1.8367795784628944,0.923932666066873,0.8906515541609906,6.502887117676437e-11,0.386502609205902,1.6482064478878744,0.9003799514341899,0.8529042671300774,168.19405863119533,1.7293096600948956,1.631058852370977
dci_p033,2511,full4d,0.5992,1.1719,-0.25,2.1222,True,False,2.2282620193436742e-11,0.4640898892486439,1.4459014324445973,0.9826259819344462,0.8712084909937644,7.321432349272072e-11,0.3566263866495014,1.6541700966483468,0.8927807539507404,0.8352765084173525,157.49937312366347,2.055379307032335,1.7116770491839806
dci_p034,2511,full4d,0.7154,1.3887,-9.99,2.2907,True,True,2.2282620193436742e-11,0.21231911619261315,2.4650925291360526,0.831437964288859,0.7118967371540449,8.958522812463343e-11,0.34200369568039846,1.6658053231467398,0.8887532318020482,0.8252898990907908,144.93794487249843,2.292386706726873,1.7487217140039593
dci_p035,2511,full4d,0.7821,0.9692,5.45,1.8517,True,False,2.3646862246096134e-11,0.3354687188445971,1.8448036799548717,0.9346449186673604,0.8113864565942612,6.275513442233205e-11,0.37979254096915444,1.6464667013703644,0.8985356911204423,0.8482385549757139,165.12121172299302,1.7633066235569572,1.6229518114061339
dci_p036,2511,full4d,0.3063,1.1867,9.04,1.9514,True,False,2.546585164964199e-11,0.4063783252055878,2.0354758000316733,0.8990595752051194,0.8450012977004752,8.230927051045e-11,0.35550378222749995,1.6565879958876513,0.8924615691590513,0.8345053155425765,169.88517267596498,1.9192584569717324,1.672064921767842
dci_p037,2511,full4d,0.5288,0.7705,5.93,1.6725,True,False,2.4556356947869062e-11,0.3515593980340252,2.1609701707825195,0.892985499392911,0.8075198593190857,6.093614501878619e-11,0.4176193945312598,1.6301343572954756,0.9088745991243602,0.8694780401497445,167.12503007711388,1.5467135371169711,1.5834837270117879
dci_p038,2511,full4d,0.796,1.2477,-5.91,1.584,True,True,2.2282620193436742e-11,0.23809559879671763,2.347016713190882,0.8607404701909607,0.7389301058044566,8.049028110690415e-11,0.3500738431597241,1.6612867759927132,0.8912221455126726,0.8315487319769028,147.59535351655512,1.4427775198293291,1.5445780623605592
dci_p039,2511,full4d,0.5393,1.2779,8.68,1.7732,True,False,2.3646862246096134e-11,0.34173835619598153,2.2369695884148695,0.8816482865024613,0.7936143632966951,7.821654435247183e-11,0.3482648657142994,1.6611464711046198,0.8906453440649758,0.8298619843941278,170.39595838065702,1.6886475934796454,1.6133517806178463
dci_p040,2511,full4d,0.4086,0.2617,-2.22,1.912,True,False,2.2737367544323206e-11,0.5531944588393878,1.4353230544562934,0.983564108645141,0.9126873071064187,1.5006662579253316e-11,0.7207706447828738,1.413485089846675,0.9824958816679534,0.9662213834577681,154.67370916634127,1.8035292860231047,1.6512709775009806
dci_p041,2511,full4d,0.0898,0.5113,4.86,2.0788,True,False,2.2282620193436742e-11,0.619492181057235,1.5127294333094472,0.9650849238797086,0.9473937708392995,3.956301952712238e-11,0.5215484407733064,1.7058189619930506,0.9391705092672085,0.9115910212004935,164.16285892194873,2.0513896686779485,1.7185766761421775
dci_p042,2511,full4d,0.32,0.3452,-4.31,2.2426,True,False,2.319211489520967e-11,0.48363054295166313,1.6589356877654617,0.9479117003266341,0.905368644468296,2.773958840407431e-11,0.6439972586353806,1.5660475036011798,0.9692144574665359,0.9468834867280771,152.11607272325276,2.2160197163100395,1.7524494032419178
dci_p043,2511,full4d,0.2376,0.1394,-7.78,1.658,True,False,2.546585164964199e-11,0.3693062958140112,2.101442322008495,0.8845048218544524,0.8286039383690492,1.3642420526593924e-11,0.8445910322608693,1.2062372372076309,0.9952421610114732,0.9897052546944944,145.51481044574058,1.5261451325181596,1.5802670613556105
dci_p044,2511,full4d,0.2859,0.2928,4.97,1.7506,True,False,2.546585164964199e-11,0.4914064840078666,1.775558612301145,0.9377519645212176,0.8949291623026534,1.3642420526593924e-11,0.6914282209387839,1.47008687362913,0.9779325717449066,0.9585945737470998,165.17446926513418,1.6387667808225848,1.61013743247088
dci_p045,2511,full4d,0.8631,0.8078,-8.11,2.3491,True,True,2.319211489520967e-11,0.21880182504211784,2.3167723114701833,0.8510612093432207,0.7286499078633515,5.729816621169448e-11,0.40824318366704876,1.636277436138022,0.9063631927838187,0.865002100393735,147.23968632440258,2.3870370998346506,1.7627432568343762
dci_p046,2511,full4d,0.754,0.7427,-2.77,2.2254,True,False,2.2737367544323206e-11,0.3635064277290585,1.619402650189662,0.9572876566954697,0.8300367564213446,5.411493475548923e-11,0.42421136822317623,1.6281008454286447,0.9110089578358579,0.8733666611290577,154.05795532062712,2.18626273594119,1.7343146408293193
dci_p047,2511,full4d,0.987,1.1043,6.41,2.3132,True,False,2.2282620193436742e-11,0.26413823712433643,2.088630816915047,0.9016659443795105,0.7784985657765351,7.548806024715304e-11,0.3626372408768208,1.64812911443232,0.8943885789882084,0.8391886845766555,164.83116073212952,2.356278944785436,1.750884132079557
dci_p048,2511,lock_g_LEE,0.5,0.6624,-5.41,2.3232,True,False,2.3646862246096134e-11,0.3578140136413943,1.9073729098586003,0.9152292060804454,0.8387313339160397,5.093170329928398e-11,0.4500155716414114,1.6443297133277253,0.9184809065082549,0.8844134020571799,150.79680298072438,2.3106437684934886,1.7700737813166905
dci_p049,2511,lock_g_LEE,0.5,0.4679,-3.28,1.8058,True,False,2.2737367544323206e-11,0.4436464622721772,1.6995227202909489,0.9576410332541541,0.8674574957061623,3.5925040720030665e-11,0.547893119967084,1.7227884828423978,0.9466708412995261,0.9213687904135333,153.0283205409611,1.6747945111102722,1.6175624310608079
dci_p050,2511,lock_g_LEE,0.5,0.372,7.78,1.9586,True,False,2.546585164964199e-11,0.3996307054495915,2.0350202022255073,0.9118835277798437,0.834580493846103,4.092726157978177e-11,0.6209991340880122,1.6128180257348164,0.9643877267316598,0.9413096892858814,168.35634720003634,1.9097689362598402,1.6694217203798711
dci_p051,2511,lock_g_LEE,0.5,0.0116,-9.84,2.1262,True,False,2.2737367544323206e-11,0.28773684427255886,2.22416719467294,0.8681750660497913,0.7777209064366439,1.2732925824820995e-11,0.986538153174099,1.016004377985409,0.999968676162967,0.9999227468231633,144.7457025097085,2.089654649477317,1.707296660568186
dci_p052,2511,lock_g_LEE,0.5,1.356,1.54,2.215,True,False,2.1373125491663814e-11,0.4905746190526641,1.5710678896725259,0.9697456539624388,0.8942249184287403,7.594280759803951e-11,0.3435868934987997,1.664748009555288,0.8892851480246577,0.8268995426777092,159.78406049960373,2.1821033311970766,1.744017734463471
dci_p053,2511,lock_g_LEE,0.5,0.8939,-2.2,1.5039,True,False,2.2282620193436742e-11,0.2775739963245123,2.449700010520555,0.8408107064532483,0.755107165609841,5.775291356258094e-11,0.3907806570281579,1.646239447166139,0.9016629517308548,0.8554636233232801,153.9651136071615,1.3305943182278683,1.5370569707137876
dci_p054,2511,lock_g_LEE,0.5,1.297,4.81,1.8296,True,False,2.091837814077735e-11,0.445772256814451,1.8143529900585038,0.9448974830490757,0.8636855263512315,7.548806024715304e-11,0.346908144959207,1.6615873982003375,0.8903077850150853,0.8289679486771688,164.798722722661,1.7268026500093223,1.628892561783613
dci_p055,2511,lock_g_LEE,0.5,1.0688,5.58,1.6942,True,False,2.1373125491663814e-11,0.375926363445503,2.0750607302368964,0.9052938955109329,0.8247156133298958,7.503331289626658e-11,0.36586006505664187,1.6470389665575031,0.8953530987802772,0.8411984829871417,166.4613641077536,1.5704509339663895,1.5899032192517506
dci_p056,2511,lock_g_LEI,0.0496,1.0,-0.06,1.8684,True,False,2.319211489520967e-11,0.7879413096513329,1.2396464477086453,0.9909463799161726,0.9862370074086922,7.003109203651547e-11,0.37503283613532234,1.6443093724684068,0.897471799558354,0.8463078552173915,157.71221755659886,1.7661978403523686,1.6515308028126767
dci_p057,2511,lock_g_LEI,0.1849,1.0,4.56,1.6375,True,False,2.4101609596982598e-11,0.4358184800692085,1.928993156641612,0.9085842015693477,0.8741456628929686,7.003109203651547e-11,0.37503283613532234,1.6443093724684068,0.897471799558354,0.8463078552173915,165.03367342362293,1.5051851499605522,1.5804433668391966
dci_p058,2511,lock_g_LEI,0.5508,1.0,-8.19,2.1278,True,False,2.319211489520967e-11,0.32037517471960036,2.0192092061850495,0.9016211338923518,0.8073329104623552,7.003109203651547e-11,0.37503283613532234,1.6443093724684068,0.897471799558354,0.8463078552173915,146.89743337805476,2.077602085350409,1.7078718320270028
dci_p059,2511,lock_g_LEI,0.434,1.0,0.79,1.7465,True,False,2.4101609596982598e-11,0.474210440055831,1.721122720233104,0.9535704720347614,0.881202185593503,7.003109203651547e-11,0.37503283613532234,1.6443093724684068,0.897471799558354,0.8463078552173915,159.08395285186367,1.6109269330395728,1.6037917809646747
dci_p060,2511,lock_g_LEI,0.3693,1.0,-7.18,2.2207,True,False,2.2737367544323206e-11,0.37793612969428686,1.9474586657958781,0.9074883926570978,0.8477338288633285,7.003109203651547e-11,0.37503283613532234,1.6443093724684068,0.897471799558354,0.8463078552173915,148.37549379979538,2.1964295865668695,1.7414481706539184
dci_p061,2511,lock_g_LEI,0.8996,1.0,9.61,1.5791,True,True,2.1373125491663814e-11,0.21634475612823262,2.448444881322706,0.8406882267244496,0.7194024215837462,7.003109203651547e-11,0.37503283613532234,1.6443093724684068,0.897471799558354,0.8463078552173915,171.3535672753951,1.4715962649491106,1.5378316739618552
dci_p062,2511,lock_g_LEI,0.8545,1.0,5.55,2.0377,True,False,2.637534635141492e-11,0.33274393887669373,1.7866822108070608,0.944192127171154,0.8220271555205977,7.003109203651547e-11,0.37503283613532234,1.6443093724684068,0.897471799558354,0.8463078552173915,164.508879472898,1.998593418211236,1.6741007432384685
dci_p063,2511,lock_g_LEI,0.6544,1.0,-3.71,2.2778,True,False,2.2282620193436742e-11,0.3646083054044286,1.717303878668062,0.9437999882383877,0.832785463619035,7.003109203651547e-11,0.37503283613532234,1.6443093724684068,0.897471799558354,0.8463078552173915,152.9722621526436,2.243839137543774,1.7537276318666413
dci_p064,2511,lock_theta,0.019,1.3714,0.0,2.0761,True,False,2.319211489520967e-11,0.8832796508977409,1.12292837296344,0.9973616805537695,0.9959592020100894,7.867129170335829e-11,0.34298994971510177,1.6652284620813047,0.8890263385616832,0.8259214754216183,157.76728997842278,2.0237661318198827,1.7177471315586914
dci_p065,2511,lock_theta,0.4854,0.0584,0.0,2.3283,True,False,2.4101609596982598e-11,0.4528788528636636,1.6645925834506314,0.9535820326887697,0.885495066351235,1.3642420526593924e-11,0.9331605888692541,1.082666486067018,0.9991904331470622,0.9981080202114547,157.74375566556415,2.3188669262935337,1.7775631807757297
dci_p066,2511,lock_theta,0.1255,0.7297,0.0,1.8339,True,False,2.000888343900442e-11,0.714900725106828,1.3353499919611274,0.9846620118808023,0.9730333338373459,5.275069270282984e-11,0.4283277070359911,1.628568114477551,0.9120757947459734,0.8748746602940004,157.79180941148917,1.7223066736233454,1.6379003793907998
dci_p067,2511,lock_theta,0.9063,0.2005,0.0,1.9793,True,False,2.2737367544323206e-11,0.3444926785265735,1.5206058432395788,0.9833283242016453,0.8372363191565099,1.2732925824820995e-11,0.781198978447469,1.306654598953481,0.9899323885821052,0.9793654845835227,157.0277734462949,1.913309697766032,1.654047049709925
dci_p068,2511,lock_theta,0.3016,1.0524,0.0,1.506,True,False,2.5011104298755527e-11,0.32257378304860596,2.2960416608772554,0.8549690567080799,0.7938089387529185,6.639311322942376e-11,0.3675148595151443,1.6466371510344269,0.8958269735512729,0.8422214789301593,157.896973096693,1.3378930711585553,1.5413218521445375
dci_p069,2511,lock_theta,0.8672,1.1479,0.0,1.8226,True,False,2.3646862246096134e-11,0.3294081294499103,1.6178017950450119,0.9668282004508765,0.8191358248923082,6.59383658785373e-11,0.35844307377271456,1.6519306040683508,0.8933220286888603,0.8371197072236797,157.08378583794163,1.719603809564526,1.6086646931297306
dci_p070,2511,lock_theta,0.6039,0.8443,0.0,2.1571,True,False,2.4101609596982598e-11,0.4572678473698151,1.4792614842340728,0.9788846403102114,0.8696805401816244,5.820766091346741e-11,0.40018402258699753,1.6419414568559485,0.9041937931542069,0.86134620953616,157.82433866747644,2.0992155037805444,1.7223662670501907
dci_p071,2511,lock_theta,0.7493,0.5077,0.0,1.7157,True,False,2.5920599000528455e-11,0.3259669936281129,1.8836119377424254,0.9327370755573972,0.8049928976936337,4.3655745685100555e-11,0.5234288430003187,1.7073965137933147,0.9397650258039913,0.9122617807613642,157.6458725424961,1.576822294519982,1.5843894083339984
dci_p072,2511,lock_AR,0.0849,0.6287,-9.14,2.0,True,False,2.1827872842550278e-11,0.4199258280294362,1.9742839990841812,0.9003478031739158,0.856104479662782,4.956746124662459e-11,0.4632670822164191,1.6553542758453799,0.9222457728022213,0.8896053407305091,145.30624877251245,1.9464052367475766,1.6839302309179023
dci_p073,2511,lock_AR,0.307,0.9068,4.46,2.0,True,False,2.1373125491663814e-11,0.5896106933821514,1.5513527815587993,0.9695692332652033,0.9323930479991556,5.775291356258094e-11,0.38868085041143846,1.6478441726349364,0.9010772819876577,0.8543560162532686,163.80661700134303,1.9394910236338485,1.684909751915142
dci_p074,2511,lock_AR,0.8374,0.4863,9.78,2.0,True,False,2.2737367544323206e-11,0.2710008929527689,2.24499018929057,0.8750143301443722,0.765518440595042,4.320099833421409e-11,0.5363488424375601,1.7165422633545449,0.9434493037205256,0.9171879506514302,169.98269685056346,1.9842040082448282,1.6631096124506042
dci_p075,2511,lock_AR,0.4214,1.154,-7.44,2.0,True,False,2.1373125491663814e-11,0.40159696692865615,1.83345292331964,0.9284757522035544,0.8576989114900534,7.412381819449365e-11,0.3576864692196179,1.6514142424597482,0.8931840588439,0.8365866111456665,147.56843799395526,1.922615942100287,1.6737973952719467
dci_p076,2511,lock_AR,0.2138,0.3163,-2.53,2.0,True,False,2.319211489520967e-11,0.7022984491652878,1.2739013468335407,0.9902232346456666,0.9691920049553738,2.3646862246096134e-11,0.6698177128367567,1.513281027786328,0.9741755417961186,0.9533184143972833,154.2794369190456,1.917974110667898,1.6835317259275007
dci_p077,2511,lock_AR,0.7188,0.1154,-1.34,2.0,True,False,2.3646862246096134e-11,0.4037017717510332,1.5072977371197605,0.9808631791088878,0.8489701649290305,1.318767317570746e-11,0.8703061136498854,1.1685268469118464,0.9967679627505901,0.9928089210635057,155.92438206819216,1.9069118034977466,1.669134522273903
dci_p078,2511,lock_AR,0.6077,1.4964,5.56,2.0,True,False,2.319211489520967e-11,0.4122313404856754,1.867006861786893,0.9407859054218797,0.8464291856481053,8.86757334228605e-11,0.3382125413685875,1.6728647466613011,0.8871338441909313,0.8204933226259684,165.38800864271886,1.9385642253901096,1.6784143660901323
dci_p079,2511,lock_AR,0.9844,0.9845,1.29,2.0,True,False,2.319211489520967e-11,0.3341932416454641,1.5193390541536138,0.9855461543950677,0.8389406004934857,6.230038707144558e-11,0.3771936581736821,1.6454183184357987,0.8980007643198824,0.8471011006434382,158.49841751310973,1.9473775873885066,1.65855341858513
dci_p080,2511,dose_plane,0.3935,1.2806,0.0,2.0,True,False,7.958078640513122e-11,0.6028248864171959,1.3176738588809096,0.9939516007229556,0.930713265531475,7.685230229981244e-11,0.348157501930712,1.660905814129158,0.8906010427006139,0.8297272507027658,157.7970177067913,1.9138010038597546,1.6796476438828662
dci_p081,2511,dose_plane,0.8556,0.457,0.0,2.0,True,False,1.368789526168257e-10,0.35756638459270557,1.51613085709092,0.9820382763519584,0.8402512845069958,4.3655745685100555e-11,0.5553769424340194,1.724978197069219,0.9486627009649716,0.9239163999996436,157.24133274400867,1.9306982990132133,1.6621487013893603
dci_p082,2511,dose_plane,0.7452,0.7138,0.0,2.0,True,False,1.2232703738845885e-10,0.3897126576714699,1.5004698656206525,0.9812855247537822,0.848128782620652,5.002220859751105e-11,0.43316408017133606,1.631225884568827,0.9134364136377302,0.8773603581199237,157.69048255166058,1.912683301516889,1.668349792916392
dci_p083,2511,dose_plane,0.3238,0.332,0.0,2.0,True,False,4.956746124662459e-11,0.6629222056767686,1.2648624449501573,0.995885815273116,0.9498499815977905,2.091837814077735e-11,0.6556958786404428,1.5416545328656481,0.9715192410672129,0.9497793446138273,157.77605647977538,1.9166368341436146,1.6815596586339179
dci_p084,2511,dose_plane,0.5074,0.0338,0.0,2.0,True,False,1.0322764865122736e-10,0.5155833762526295,1.4003956178344006,0.9900263314197655,0.8979006629373616,1.2732925824820995e-11,0.9610238511808348,1.0472019974043552,0.9997315463635269,0.9993572783730102,157.83918216522594,1.9094439832877086,1.6769868044129081
dci_p085,2511,dose_plane,0.9637,1.3763,0.0,2.0,True,False,1.368789526168257e-10,0.3355660589468329,1.519954227286948,0.9852767537707317,0.8370741847777249,8.003553375601768e-11,0.3425769100571915,1.6653897127024884,0.8889483610535092,0.8256857222810108,156.8549951679842,1.9452942119661583,1.6590209707740353
