absolute_detector_margin,absolute_detector_threshold_mean_plus_5sd,available_neurons_in_fixed_radius,baseline_lfp_mean,baseline_lfp_sd,baseline_window_ms,contact_index,contact_name,forced_spike_collision_count,integrated_positive_lfp_excess,lfp_kernel,lfp_peak_snr,local_neuron_count,local_positive_spike_excess_per_cell,local_signed_spike_excess_per_cell,packet_max_distance_mm,packet_n_E,packet_positive_respike_excess_per_cell,packet_radius_mm,packet_signed_respike_excess_per_cell,peak_lfp_excess,peak_lfp_excess_per_packet_cell,pretrigger_lfp_bit_identical,pretrigger_spikes_bit_identical,response_window_ms,seed,shaft_id,sheet_xy_mm
1506.758125416878,20.384519979064716,235,13.68966182811671,1.3389716301896013,"[20.0, 90.0]",4,SCL7,0,39906.939942784404,"{'neuron_count': 17, 'raw_kernel_mass': 27.55961399194557, 'normalized_weight_ess': 13.118692518392864, 'nearest_distance_mm': 0.07771763368878701}",1129.6343315784577,235,5.6127659574468085,5.6,0.8327131688895728,160,5.69375,1.0,5.6875,1512.5483224717482,9.453427015448426,True,True,"[100.10000000000001, 180.0]",1007,SCL,"[8.656304623418542, 14.658497902855213]"
1665.6066978179683,17.101511517491986,274,12.688652555498855,0.8825717923986265,"[20.0, 90.0]",5,ICL9,0,44243.75467903857,"{'neuron_count': 27, 'raw_kernel_mass': 47.50112487584803, 'normalized_weight_ess': 18.231039025826117, 'nearest_distance_mm': 0.03371822201562825}",1891.3304256549216,274,6.416058394160584,6.401459854014599,0.7571287956796923,160,6.625,1.0,6.60625,1669.2348837883212,10.432718023677008,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[5.1000022680145864, 5.367238776530522]"
1480.3172479081538,17.216193072483705,275,13.019679809713152,0.8393026525541106,"[20.0, 90.0]",6,ICL8,0,38491.52539305413,"{'neuron_count': 22, 'raw_kernel_mass': 30.80930377917915, 'normalized_weight_ess': 14.47379046345683, 'nearest_distance_mm': 0.06033220543568751}",1768.1519614184365,275,5.2327272727272724,5.218181818181818,0.7770160087685184,160,5.4125,1.0,5.4,1484.0146313372472,9.275091445857795,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[6.989911342143938, 5.301573151054602]"
1424.3872628863642,19.613650281998446,242,12.473177596773805,1.4280945370449285,"[20.0, 90.0]",7,SCL6,0,37507.31129357406,"{'neuron_count': 19, 'raw_kernel_mass': 38.534539971719106, 'normalized_weight_ess': 9.842518134677345, 'nearest_distance_mm': 0.013642914880758788}",1000.3108153421359,242,4.909090909090909,4.900826446280992,0.8060153313103451,160,4.925,1.0,4.9125,1428.5384107370626,8.928365067106641,True,True,"[100.10000000000001, 180.0]",1007,SCL,"[10.537009350237868, 13.677423877294546]"
1122.7807294382842,21.206135969602567,255,13.165703374074404,1.6080865191056326,"[20.0, 90.0]",8,ICL7,0,29574.73602202379,"{'neuron_count': 18, 'raw_kernel_mass': 27.357595727263792, 'normalized_weight_ess': 9.18696585401595, 'nearest_distance_mm': 0.02101536400840779}",703.6832851712873,255,3.6901960784313728,3.6823529411764704,0.7748662484359706,160,3.8125,1.0,3.80625,1131.5836046039115,7.072397528774447,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[8.447697779165201, 4.8114535578832225]"
1227.714429896947,21.062718608376663,243,13.923169418762123,1.4279098379229076,"[20.0, 90.0]",9,ICL6,0,31810.760772888796,"{'neuron_count': 22, 'raw_kernel_mass': 34.04190195218492, 'normalized_weight_ess': 16.23685054757505, 'nearest_distance_mm': 0.08622999228432107}",863.9080407247666,243,3.962962962962963,3.954732510288066,0.8365578101473813,160,4.01875,1.0,4.00625,1233.5827904115981,7.709892440072489,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[10.089913610158524, 4.846373468665954]"
1485.1645672864067,17.972598329266788,263,13.554054329956664,0.8837087998620244,"[20.0, 90.0]",10,ICL5,0,38849.97716627277,"{'neuron_count': 23, 'raw_kernel_mass': 40.66079699061318, 'normalized_weight_ess': 14.587140495228285, 'nearest_distance_mm': 0.04004826567843877}",1683.600885186433,263,5.452471482889734,5.44106463878327,0.7530254202298788,160,5.625,1.0,5.61875,1487.8129176947448,9.298830735592155,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[11.5523022208348, 4.813958075536949]"
1204.2133290956835,17.144816820505437,240,13.348640941351132,0.759235175830861,"[20.0, 90.0]",11,ICL4,0,30793.73440641831,"{'neuron_count': 18, 'raw_kernel_mass': 39.511476044993, 'normalized_weight_ess': 14.181592229951908, 'nearest_distance_mm': 0.056880898505831806}",1590.996599595206,240,4.1,4.091666666666667,0.8288307164337265,160,4.1625,1.0,4.15625,1207.940583039968,7.5496286439998,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[13.010088657856063, 4.323838482365569]"
1279.929482115789,19.09491067301202,229,13.430442740092648,1.1328935865838743,"[20.0, 90.0]",12,ICL3,0,33395.21734174917,"{'neuron_count': 21, 'raw_kernel_mass': 34.31470527155708, 'normalized_weight_ess': 12.804791510859856, 'nearest_distance_mm': 0.03169229246623247}",1134.5118086718205,229,4.366812227074236,4.366812227074236,0.8344465217717774,160,4.4,1.0,4.4,1285.281151947977,8.033007199674856,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[14.899997731985414, 4.25817285688965]"
1456.4051897888146,19.200683228392975,225,13.164964323787723,1.2071437809210508,"[20.0, 90.0]",13,ICL2,0,39067.71280371145,"{'neuron_count': 22, 'raw_kernel_mass': 44.03252805976486, 'normalized_weight_ess': 14.623382120093657, 'nearest_distance_mm': 0.024234477166447464}",1210.1789482994805,225,5.262222222222222,5.2444444444444445,0.8533757388933914,160,5.3375,1.0,5.31875,1460.8599912412958,9.1303749452581,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[16.537611389323725, 3.835388567630007]"
1309.2277557340376,20.275074297256097,232,13.483357872899365,1.3583432848713461,"[20.0, 90.0]",14,ICL1,0,32416.288863129455,"{'neuron_count': 17, 'raw_kernel_mass': 24.341754593410588, 'normalized_weight_ess': 11.546981317280874, 'nearest_distance_mm': 0.08288522340999639}",968.7766503117792,232,4.306034482758621,4.293103448275862,0.8275043309476171,160,4.41875,1.0,4.40625,1315.9312574911617,8.22457035931976,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[18.0, 3.802973174501002]"
1300.0388487495313,20.42456593115875,233,13.92701972519517,1.2995092411927163,"[20.0, 90.0]",0,SCL9,0,33781.33145642395,"{'neuron_count': 27, 'raw_kernel_mass': 46.332251991082764, 'normalized_weight_ess': 15.159941405080547, 'nearest_distance_mm': 0.02277650102716833}",1003.6549982345699,233,4.540772532188841,4.510729613733906,0.829210301677793,160,4.625,1.0,4.59375,1304.258945175083,8.15161840734427,True,True,"[100.10000000000001, 180.0]",1008,SCL,"[5.497640679895003, 16.197026825498998]"
1568.27935232621,20.554990134988632,258,14.665826438999066,1.177832739197913,"[20.0, 90.0]",1,ICL11,0,39761.22280094743,"{'neuron_count': 18, 'raw_kernel_mass': 25.301689527138553, 'normalized_weight_ess': 13.429381815009283, 'nearest_distance_mm': 0.08181066736365926}",1336.6924372347669,258,5.445736434108527,5.437984496124031,0.7962895216884491,160,5.53125,1.0,5.51875,1574.40011481336,9.8400007175835,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[2.0, 5.822438458919169]"
1315.2190086544492,23.52349597842074,244,13.307356622034698,2.0432278712772085,"[20.0, 90.0]",2,SCL8,0,34326.20871052897,"{'neuron_count': 12, 'raw_kernel_mass': 17.62889009867029, 'normalized_weight_ess': 9.068049400534772, 'nearest_distance_mm': 0.09034353800129}",648.5686119889612,244,4.508196721311475,4.491803278688525,0.8106821791852153,160,4.59375,1.0,4.575,1325.1734644514188,8.282334152821367,True,True,"[100.10000000000001, 180.0]",1008,SCL,"[7.378345406714329, 15.215952799938329]"
1329.1981833207635,20.65288589930895,261,13.675015997444854,1.3955739803728189,"[20.0, 90.0]",3,ICL10,0,34514.33806247854,"{'neuron_count': 19, 'raw_kernel_mass': 35.85102171852793, 'normalized_weight_ess': 14.342779671005811, 'nearest_distance_mm': 0.06446436276504972}",956.1606615740277,261,4.425287356321839,4.417624521072797,0.8016729404130716,160,4.48125,1.0,4.475,1334.3929403487737,8.339955877179836,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[3.4623886106762756, 5.790023065790164]"
1353.1774813779227,19.16961498943459,256,14.471535550251792,0.9396158878365591,"[20.0, 90.0]",4,SCL7,0,35779.92962377623,"{'neuron_count': 25, 'raw_kernel_mass': 39.45123151076838, 'normalized_weight_ess': 18.021655294833895, 'nearest_distance_mm': 0.06634351685456012}",1444.8251035272997,256,4.82421875,4.8203125,0.761716691344326,160,4.925,1.0,4.91875,1357.5806224193523,8.484878890120951,True,True,"[100.10000000000001, 180.0]",1008,SCL,"[8.656304623418542, 14.658497902855213]"
1216.044530007627,18.89706634144555,257,13.900091308162779,0.9993950066565543,"[20.0, 90.0]",5,ICL9,0,31760.47760113227,"{'neuron_count': 22, 'raw_kernel_mass': 29.32246343969178, 'normalized_weight_ess': 16.295141965290185, 'nearest_distance_mm': 0.07767483635653097}",1221.9905926418053,257,4.155642023346304,4.143968871595331,0.8149452189554117,160,4.25625,1.0,4.25,1221.2512964675038,7.632820602921899,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[5.1000022680145864, 5.367238776530522]"
1397.952418409225,18.686418904526782,253,13.407469929355573,1.0557897950342416,"[20.0, 90.0]",6,ICL8,0,37071.802910084436,"{'neuron_count': 16, 'raw_kernel_mass': 23.965257634671758, 'normalized_weight_ess': 9.251169095455701, 'nearest_distance_mm': 0.02618364435842929}",1328.3516160150234,253,4.762845849802371,4.739130434782608,0.8018436559948411,160,4.83125,1.0,4.79375,1402.4600804059053,8.765375502536909,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[6.989911342143938, 5.301573151054602]"
1496.9981261328119,22.602198744118418,257,14.252101684124828,1.6700194119987182,"[20.0, 90.0]",7,SCL6,0,38931.19795846244,"{'neuron_count': 16, 'raw_kernel_mass': 32.249481778230525, 'normalized_weight_ess': 12.711013578818664, 'nearest_distance_mm': 0.07785844037209069}",901.3701277841636,257,5.396887159533074,5.389105058365759,0.7947135252129905,160,5.56875,1.0,5.5625,1505.3056107953184,9.40816006747074,True,True,"[100.10000000000001, 180.0]",1008,SCL,"[10.537009350237868, 13.677423877294546]"
1449.8439282570866,21.03294328575275,271,13.980786276352207,1.4104314018801087,"[20.0, 90.0]",8,ICL7,0,38335.24192515369,"{'neuron_count': 13, 'raw_kernel_mass': 17.011906042093464, 'normalized_weight_ess': 9.761392099035382, 'nearest_distance_mm': 0.09379930650471424}",1034.7429918133164,271,5.03690036900369,5.0,0.7562768891645473,160,5.10625,1.0,5.0625,1459.4340085288738,9.121462553305461,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[8.447697779165201, 4.8114535578832225]"
1231.1582249903934,18.478013078397243,260,13.951408761942442,0.9053208632909602,"[20.0, 90.0]",9,ICL6,0,32012.418751195117,"{'neuron_count': 26, 'raw_kernel_mass': 48.72167610833712, 'normalized_weight_ess': 21.119333841921296, 'nearest_distance_mm': 0.05728547574542815}",1365.0758586594725,260,3.976923076923077,3.9615384615384617,0.7897019699322972,160,3.9875,1.0,3.975,1235.8316548192424,7.723947842620265,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[10.089913610158524, 4.846373468665954]"
1446.5087074086723,20.845212038814626,265,13.414655093751145,1.4861113890126962,"[20.0, 90.0]",10,ICL5,0,38767.055389382695,"{'neuron_count': 19, 'raw_kernel_mass': 36.65750583191451, 'normalized_weight_ess': 12.892711163342263, 'nearest_distance_mm': 0.05266850361840493}",978.068470337263,265,5.622641509433962,5.607547169811321,0.7940948905690337,160,5.675,1.0,5.6625,1453.5186930024329,9.084491831265206,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[11.5523022208348, 4.813958075536949]"
1368.1370008244555,22.76722735712464,224,13.301655022791923,1.8931144668665427,"[20.0, 90.0]",11,ICL4,0,36124.29868425819,"{'neuron_count': 13, 'raw_kernel_mass': 26.246575579315323, 'normalized_weight_ess': 9.630073948183304, 'nearest_distance_mm': 0.06043278322270588}",727.2071729506326,224,4.799107142857143,4.785714285714286,0.849118756897299,160,4.8625,1.0,4.85625,1376.6864195219625,8.604290122012266,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[13.010088657856063, 4.323838482365569]"
1433.9115289411732,17.591815556865562,269,14.262044808422436,0.6659541496886252,"[20.0, 90.0]",12,ICL3,0,38885.156262454766,"{'neuron_count': 24, 'raw_kernel_mass': 44.488667541833706, 'normalized_weight_ess': 17.447147867935442, 'nearest_distance_mm': 0.040245500863398884}",2156.237108430811,269,4.951672862453532,4.933085501858736,0.7813415431258668,160,4.9375,1.0,4.93125,1435.9550500721007,8.97471906295063,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[14.899997731985414, 4.25817285688965]"
1721.7631402113204,17.63466078219615,251,13.410369266873323,0.8448583030645658,"[20.0, 90.0]",13,ICL2,0,45827.01955189463,"{'neuron_count': 20, 'raw_kernel_mass': 38.48828402234771, 'normalized_weight_ess': 14.626680894380538, 'nearest_distance_mm': 0.04398173119647363}",2038.46510692944,251,6.270916334661354,6.243027888446215,0.7932104260533891,160,6.35,1.0,6.325,1722.2141710967353,10.763838569354595,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[16.537611389323725, 3.835388567630007]"
1822.4205865786191,19.814858773847618,249,14.366746153526133,1.0896225240642974,"[20.0, 90.0]",14,ICL1,0,47821.546256417474,"{'neuron_count': 25, 'raw_kernel_mass': 34.302155775324245, 'normalized_weight_ess': 19.44292651670871, 'nearest_distance_mm': 0.07168792660228003}",1675.9510698753488,249,6.859437751004016,6.843373493975903,0.8309485814030023,160,6.925,1.0,6.9125,1826.1540349658371,11.413462718536483,True,True,"[100.10000000000001, 180.0]",1008,ICL,"[18.0, 3.802973174501002]"
1589.0490558480715,17.257024878321452,262,12.590412379665798,0.9333224997311305,"[20.0, 90.0]",0,SCL9,0,41961.70772798248,"{'neuron_count': 21, 'raw_kernel_mass': 44.61691584680873, 'normalized_weight_ess': 14.411686634689312, 'nearest_distance_mm': 0.03437735398382674}",1705.568338524371,262,5.858778625954199,5.83587786259542,0.7828669764083135,160,5.94375,1.0,5.925,1591.845305173837,9.949033157336482,True,True,"[100.10000000000001, 180.0]",1009,SCL,"[5.497640679895003, 16.197026825498998]"
1606.7884026499698,21.606056337175765,257,12.972102269179512,1.7267908135992511,"[20.0, 90.0]",1,ICL11,0,40961.88934987312,"{'neuron_count': 13, 'raw_kernel_mass': 23.390404229131068, 'normalized_weight_ess': 8.04898563404095, 'nearest_distance_mm': 0.038505905901759396}",935.919134906851,257,5.692607003891051,5.680933852140078,0.8472921545188034,160,5.78125,1.0,5.775,1616.1365644289085,10.100853527680679,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[2.0, 5.822438458919169]"
1352.0253546131605,18.213928185219267,261,12.944756494616122,1.0538343381206292,"[20.0, 90.0]",2,SCL8,0,35800.989222571836,"{'neuron_count': 19, 'raw_kernel_mass': 44.37510857676706, 'normalized_weight_ess': 11.866413141127595, 'nearest_distance_mm': 0.020056375906226134}",1286.2163709374088,261,4.601532567049809,4.567049808429119,0.7766874366688846,160,4.75625,1.0,4.7125,1355.458977946742,8.471618612167138,True,True,"[100.10000000000001, 180.0]",1009,SCL,"[7.378345406714329, 15.215952799938329]"
1556.3221884680604,18.046617956815357,259,13.182273400743556,0.9728689112143604,"[20.0, 90.0]",3,ICL10,0,40787.42389494064,"{'neuron_count': 15, 'raw_kernel_mass': 30.45541570045168, 'normalized_weight_ess': 8.823235816034526, 'nearest_distance_mm': 0.01961408317755}",1606.1252948620265,259,5.876447876447877,5.861003861003861,0.7532923124323925,160,5.89375,1.0,5.89375,1562.5493668862632,9.765933543039145,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[3.4623886106762756, 5.790023065790164]"
1282.4449729037706,21.31780933542725,247,13.027102898239933,1.6581412874374633,"[20.0, 90.0]",4,SCL7,0,33190.05415756539,"{'neuron_count': 15, 'raw_kernel_mass': 25.848242748991666, 'normalized_weight_ess': 10.106737376261771, 'nearest_distance_mm': 0.04049600480579071}",777.5585312683543,247,4.202429149797571,4.202429149797571,0.8378100620639128,160,4.25625,1.0,4.25625,1289.301904095292,8.058136900595574,True,True,"[100.10000000000001, 180.0]",1009,SCL,"[8.656304623418542, 14.658497902855213]"
1607.0521371984312,18.813406013333722,261,12.82354104135275,1.1979729943961945,"[20.0, 90.0]",5,ICL9,0,43092.36851500514,"{'neuron_count': 22, 'raw_kernel_mass': 40.194515630685515, 'normalized_weight_ess': 16.259181724409864, 'nearest_distance_mm': 0.04718075203696477}",1346.3041887339825,261,6.14176245210728,6.130268199233717,0.7762738718435104,160,6.225,1.0,6.2125,1612.8360603457886,10.08022537716118,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[5.1000022680145864, 5.367238776530522]"
1460.7204709130276,17.540639735120507,237,12.833512200696521,0.9414255068847972,"[20.0, 90.0]",6,ICL8,0,38388.5799105917,"{'neuron_count': 21, 'raw_kernel_mass': 42.318971649837195, 'normalized_weight_ess': 14.124934036665136, 'nearest_distance_mm': 0.03577468084735864}",1556.2894473393364,237,5.168776371308017,5.143459915611814,0.8036807558195584,160,5.29375,1.0,5.2625,1465.1305818208957,9.157066136380598,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[6.989911342143938, 5.301573151054602]"
1415.6737697231247,18.581597676729757,249,13.553982847723494,1.005522965801252,"[20.0, 90.0]",7,SCL6,0,37780.56082163639,"{'neuron_count': 22, 'raw_kernel_mass': 36.73507473463139, 'normalized_weight_ess': 13.233212355552265, 'nearest_distance_mm': 0.03589916494860729}",1413.7278290110764,249,5.160642570281125,5.156626506024097,0.783532292150627,160,5.3,1.0,5.29375,1421.535799462983,8.884598746643643,True,True,"[100.10000000000001, 180.0]",1009,SCL,"[10.537009350237868, 13.677423877294546]"
1322.1039707241725,17.397180615763364,251,13.16504424525389,0.846427274101895,"[20.0, 90.0]",8,ICL7,0,34869.646768640756,"{'neuron_count': 22, 'raw_kernel_mass': 44.99437646925205, 'normalized_weight_ess': 14.974613103444517, 'nearest_distance_mm': 0.03506685446184669}",1565.8521414227616,251,4.669322709163347,4.657370517928287,0.8063811040555109,160,4.775,1.0,4.775,1325.379959711083,8.283624748194269,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[8.447697779165201, 4.8114535578832225]"
1159.2249917198583,17.601141453945353,238,12.715552378567976,0.9771178150754755,"[20.0, 90.0]",9,ICL6,0,29971.89552590346,"{'neuron_count': 17, 'raw_kernel_mass': 20.19346061062633, 'normalized_weight_ess': 13.748053854587285, 'nearest_distance_mm': 0.13637417601442714}",1191.2240779096308,238,4.042016806722689,4.03781512605042,0.7926992192953585,160,4.13125,1.0,4.125,1163.9662682723563,7.274789176702226,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[10.089913610158524, 4.846373468665954]"
1437.87929122366,17.702098618298894,243,12.925455990270565,0.9553285256056657,"[20.0, 90.0]",10,ICL5,0,37913.91188101254,"{'neuron_count': 20, 'raw_kernel_mass': 32.21936897163486, 'normalized_weight_ess': 15.836965078913023, 'nearest_distance_mm': 0.0975292787261976}",1509.1809502156636,243,5.152263374485597,5.148148148148148,0.833487589825802,160,5.26875,1.0,5.2625,1441.7636120416876,9.011022575260547,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[11.5523022208348, 4.813958075536949]"
1567.6805500338944,17.575158053067426,246,12.665754040098088,0.9818808025938679,"[20.0, 90.0]",11,ICL4,0,42182.27237792508,"{'neuron_count': 18, 'raw_kernel_mass': 27.373011061865565, 'normalized_weight_ess': 13.11993672622045, 'nearest_distance_mm': 0.10253223966040524}",1600.36778325088,246,5.955284552845528,5.951219512195122,0.8058972443220617,160,6.04375,1.0,6.0375,1571.3704034637433,9.821065021648396,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[13.010088657856063, 4.323838482365569]"
1400.7069758388077,18.603577817817037,259,13.088138583615182,1.103087846840371,"[20.0, 90.0]",12,ICL3,0,37323.730141835935,"{'neuron_count': 18, 'raw_kernel_mass': 26.761288710572973, 'normalized_weight_ess': 13.127237961103143, 'nearest_distance_mm': 0.06267314393918026}",1272.095130571334,259,4.94980694980695,4.938223938223938,0.7919402599125156,160,5.06875,1.0,5.05625,1403.2326785580535,8.770204240987834,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[14.899997731985414, 4.25817285688965]"
1450.7711653596295,18.77592131665145,248,13.448346331165235,1.065514997097243,"[20.0, 90.0]",13,ICL2,0,37646.997322070696,"{'neuron_count': 25, 'raw_kernel_mass': 42.38441127513299, 'normalized_weight_ess': 16.582651729919544, 'nearest_distance_mm': 0.03406975512768995}",1365.9218848036162,248,5.112903225806452,5.100806451612903,0.7989272896906137,160,5.21875,1.0,5.2,1455.4102531215858,9.096314082009911,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[16.537611389323725, 3.835388567630007]"
1629.7304013438934,18.108885330086018,258,13.755799070047354,0.8706172520077328,"[20.0, 90.0]",14,ICL1,0,41406.967954595784,"{'neuron_count': 25, 'raw_kernel_mass': 40.52455393118361, 'normalized_weight_ess': 16.77862437257494, 'nearest_distance_mm': 0.034162314653201215}",1876.9089653849796,258,5.77906976744186,5.77906976744186,0.7761981325544427,160,5.8875,1.0,5.8875,1634.0693257121477,10.212933285700924,True,True,"[100.10000000000001, 180.0]",1009,ICL,"[18.0, 3.802973174501002]"
