absolute_detector_margin,absolute_detector_threshold_mean_plus_5sd,available_neurons_in_fixed_radius,baseline_lfp_mean,baseline_lfp_sd,baseline_window_ms,contact_index,contact_name,forced_spike_collision_count,integrated_positive_lfp_excess,lfp_kernel,lfp_peak_snr,local_neuron_count,local_positive_spike_excess_per_cell,local_signed_spike_excess_per_cell,packet_max_distance_mm,packet_n_E,packet_positive_respike_excess_per_cell,packet_radius_mm,packet_signed_respike_excess_per_cell,peak_lfp_excess,peak_lfp_excess_per_packet_cell,pretrigger_lfp_bit_identical,pretrigger_spikes_bit_identical,response_window_ms,seed,shaft_id,sheet_xy_mm
1433.8840387533746,21.248316147201333,271,14.255860530958273,1.3984911232486121,"[20.0, 90.0]",8,ICL7,0,37176.881153600014,"{'neuron_count': 23, 'raw_kernel_mass': 42.063169370694936, 'normalized_weight_ess': 16.471440487645438, 'nearest_distance_mm': 0.04443432582817577}",1029.4620421652305,271,5.1512915129151295,5.14760147601476,0.7725575688525322,160,5.28125,1.0,5.28125,1439.6935276894633,8.998084548059145,True,True,"[100.10000000000001, 180.0]",1006,ICL,"[8.447697779165201, 4.8114535578832225]"
1196.3796342276207,22.818077510478297,200,13.682015510319543,1.827212400031751,"[20.0, 90.0]",9,ICL6,0,31798.758308506905,"{'neuron_count': 15, 'raw_kernel_mass': 24.747248082938565, 'normalized_weight_ess': 10.773008261624987, 'nearest_distance_mm': 0.07771248694965677}",660.1181159378365,200,3.94,3.925,0.882355103298482,160,3.975,1.0,3.9625,1206.1760069272118,7.538600043295074,True,True,"[100.10000000000001, 180.0]",1006,ICL,"[10.089913610158524, 4.846373468665954]"
1338.0047378043214,20.46634076849999,249,13.431614067041794,1.406945340291639,"[20.0, 90.0]",10,ICL5,0,34963.84109888957,"{'neuron_count': 23, 'raw_kernel_mass': 29.04218593177319, 'normalized_weight_ess': 15.126210743135042, 'nearest_distance_mm': 0.07081773733037873}",955.2175344895992,249,4.751004016064257,4.751004016064257,0.8328740214720642,160,4.85625,1.0,4.85625,1343.9388591150096,8.399617869468809,True,True,"[100.10000000000001, 180.0]",1006,ICL,"[11.5523022208348, 4.813958075536949]"
1597.0767277775628,19.265327123272655,288,13.718754983690502,1.1093144279164302,"[20.0, 90.0]",11,ICL4,0,42066.805379517915,"{'neuron_count': 27, 'raw_kernel_mass': 51.353989594765224, 'normalized_weight_ess': 14.791801039584692, 'nearest_distance_mm': 0.011870051589234992}",1443.0874625548124,288,5.809027777777778,5.805555555555555,0.7403056495024444,160,5.94375,1.0,5.9375,1600.8377429573648,10.00523589348353,True,True,"[100.10000000000001, 180.0]",1006,ICL,"[13.010088657856063, 4.323838482365569]"
1556.5823847826343,18.51711844343156,260,12.897970692562136,1.1238295501738849,"[20.0, 90.0]",12,ICL3,0,41387.20472796628,"{'neuron_count': 24, 'raw_kernel_mass': 39.21070438471881, 'normalized_weight_ess': 17.143229137800365, 'nearest_distance_mm': 0.054983766150366264}",1389.0115529395457,260,5.653846153846154,5.653846153846154,0.7893486975108548,160,5.76875,1.0,5.76875,1561.012228726379,9.756326429539868,True,True,"[100.10000000000001, 180.0]",1006,ICL,"[14.899997731985414, 4.25817285688965]"
1504.174710279573,19.199603088063384,266,13.528266625645768,1.1342672924835235,"[20.0, 90.0]",13,ICL2,0,39061.58789260523,"{'neuron_count': 17, 'raw_kernel_mass': 22.536137787585485, 'normalized_weight_ess': 12.680208224834463, 'nearest_distance_mm': 0.09925681789706596}",1329.7390345804372,266,5.349624060150376,5.349624060150376,0.7631639730708653,160,5.4875,1.0,5.4875,1508.279494463207,9.426746840395044,True,True,"[100.10000000000001, 180.0]",1006,ICL,"[16.537611389323725, 3.835388567630007]"
1608.1278775604037,17.578567917072952,262,12.790481939483898,0.9576171955178105,"[20.0, 90.0]",14,ICL1,0,40844.212703224504,"{'neuron_count': 19, 'raw_kernel_mass': 37.24501381934832, 'normalized_weight_ess': 14.364921015699762, 'nearest_distance_mm': 0.063617232493909}",1683.7654719198358,262,5.721374045801527,5.717557251908397,0.7870436517761282,160,5.8625,1.0,5.85625,1612.402769129596,10.077517307059974,True,True,"[100.10000000000001, 180.0]",1006,ICL,"[18.0, 3.802973174501002]"
1582.6188850360154,18.350766298864407,249,13.292893662312807,1.0115745273103205,"[20.0, 90.0]",0,SCL9,0,41325.075208319264,"{'neuron_count': 17, 'raw_kernel_mass': 35.438430147839824, 'normalized_weight_ess': 13.267786299255304, 'nearest_distance_mm': 0.061980879068253204}",1569.159642936667,249,5.875502008032129,5.863453815261044,0.8260946950070555,160,5.95625,1.0,5.95,1587.3219240780902,9.920762025488063,True,True,"[100.10000000000001, 180.0]",1007,SCL,"[5.497640679895003, 16.197026825498998]"
1656.9996103464293,20.351310703036518,231,13.778530851944964,1.3145559702183103,"[20.0, 90.0]",1,ICL11,0,43341.18907262766,"{'neuron_count': 23, 'raw_kernel_mass': 43.48503547681193, 'normalized_weight_ess': 15.967130096978853, 'nearest_distance_mm': 0.03963005760683469}",1264.8549294948666,231,5.896103896103896,5.891774891774892,0.8480976809976363,160,5.9875,1.0,5.9875,1662.722599027537,10.392016243922106,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[2.0, 5.822438458919169]"
1400.5099823379262,19.916898724720927,240,13.460381417118702,1.291303461520445,"[20.0, 90.0]",2,SCL8,1,37184.666621483026,"{'neuron_count': 16, 'raw_kernel_mass': 27.00982258182617, 'normalized_weight_ess': 8.666712817113268, 'nearest_distance_mm': 0.02429127438770739}",1091.3087190801414,240,5.0875,5.070833333333334,0.8481716336985313,160,5.2,1.0,5.175,1409.2107265356294,8.807567040847683,True,True,"[100.10000000000001, 180.0]",1007,SCL,"[7.378345406714329, 15.215952799938329]"
1577.6209440235586,19.40791623958977,236,14.050748153463761,1.071433617225202,"[20.0, 90.0]",3,ICL10,0,42578.818416465845,"{'neuron_count': 19, 'raw_kernel_mass': 33.384425656673876, 'normalized_weight_ess': 13.3545367876869, 'nearest_distance_mm': 0.054945321539117416}",1476.7503729734965,236,5.966101694915254,5.9491525423728815,0.8270641013904028,160,5.98125,1.0,5.96875,1582.2399938536594,9.888999961585371,True,True,"[100.10000000000001, 180.0]",1007,ICL,"[3.4623886106762756, 5.790023065790164]"
