q,phase,outcome,contained_local_cycle,bounded_ceiling_cycle,core_poincare_closure_scaled,core_recent_peak_drift,final_fast_rhs_max_per_ms,core_status,core_returns,core_period_ms,core_period_cv,core_peak_hz,core_tail_mean_hz,core_sustained_ceiling,core_support_violations,core_bound_violations,core_return_times_ms,annulus_status,annulus_returns,annulus_period_ms,annulus_period_cv,annulus_peak_hz,annulus_tail_mean_hz,annulus_sustained_ceiling,annulus_support_violations,annulus_bound_violations,annulus_return_times_ms,bath_status,bath_returns,bath_period_ms,bath_period_cv,bath_peak_hz,bath_tail_mean_hz,bath_sustained_ceiling,bath_support_violations,bath_bound_violations,bath_return_times_ms,checkpoint_time_ms
0.84,0.75,bounded_CCO,True,False,1.4221035949896043e-06,0.0014501027220440838,0.00031632148283979554,C,23,520.586232871466,1.8606069348907027e-07,144.95429396629333,13.766849303024147,False,0,0,"[392.3013807080306, 912.8535222315973, 1433.439673730769, 1954.025980174675, 2474.612277939128, 2995.198401639992, 3515.784674626749, 4036.371047085168, 4556.957137108279, 5077.543376567486, 5598.129764462502, 6118.715880156128, 6639.302086035655, 7159.888440655278, 7680.474630780292, 8201.060803052207, 8721.64712432067, 9242.233388977742, 9762.819527613949, 10283.405815457261, 10803.9921547545, 11324.578259726131, 11845.16451407166]",C,23,520.5862428668946,1.4025723904730052e-07,94.94847059249878,8.528988382699128,False,0,0,"[398.83945861940117, 919.3905020025959, 1439.9767104584478, 1960.562891913127, 2481.1491895569848, 3001.735462157463, 3522.3216172403477, 4042.907888883172, 4563.494219825936, 5084.0803484586595, 5604.666594016104, 6125.252954799235, 6645.839085608697, 7166.425304995536, 7687.011640016921, 8207.59782871321, 8728.184021845736, 9248.770331000758, 9769.356577770743, 10289.942744566995, 10810.529027758388, 11331.115332788322, 11851.701473167679]",O_unresolved,0,,,10.148235596716404,1.2284493702487043,False,0,0,[],2474.612277939128
0.835,0.0,bounded_CCO,True,False,1.4535356556172603e-05,0.00011216615047689796,0.00033789271642910203,C,24,484.06131269682675,2.3658022699260995e-07,147.63468503952026,14.105487815866585,False,0,0,"[409.42147550378405, 893.472587538419, 1377.533914029021, 1861.5952779938316, 2345.656622535509, 2829.7179725677825, 3313.7793315672566, 3797.8406676712284, 4281.902041123187, 4765.963363304348, 5250.024751203494, 5734.086059467358, 6218.147461808411, 6702.208756160507, 7186.270172938197, 7670.331453384072, 8154.392884592559, 8638.454151137785, 9122.51559676918, 9606.576849419327, 10090.638309465594, 10574.699548226235, 11058.761022679366, 11542.822247556074]",C,24,484.06137193563217,1.1685957691573141e-07,96.7426672577858,8.7227246516334,False,0,0,"[415.8668325239183, 899.9174736787865, 1383.9788714726037, 1868.0401755448563, 2352.1015660548087, 2836.162881507292, 3320.2242610588414, 3804.285587881031, 4288.346956483547, 4772.408294666223, 5256.469652329092, 5740.531001863054, 6224.592348595678, 6708.653709471742, 7192.715045283536, 7676.776417492539, 8160.83774239234, 8644.899125925162, 9128.960439919729, 9613.021834767276, 10097.083137863186, 10581.1445440164, 11065.205836220233, 11549.267253670083]",O_unresolved,0,,,10.088435374200344,1.2063869763004915,False,0,0,[],2345.656622535509
0.835,0.25,bounded_CCO,True,False,7.0379254464001775e-06,9.590406847267825e-05,0.005674577263643423,C,25,484.0613695513991,1.0402481758673258e-07,147.6345658302307,16.045436916032624,False,0,0,"[365.34270326596373, 849.3598802691085, 1333.4211178325488, 1817.482556042672, 2301.5438235520796, 2785.605247803263, 3269.666529798971, 3753.727940091643, 4237.789236568264, 4721.850632908209, 5205.911943860369, 5689.973326253395, 6174.034651675737, 6658.096020127656, 7142.157360014836, 7626.218714531218, 8110.280068877906, 8594.341409464223, 9078.402778265103, 9562.464104926841, 10046.525488176612, 10530.586800919276, 11014.648198612653, 11498.709497441765, 11982.770909573474]",C,25,484.06134893394363,1.5219021697463018e-08,96.73299640417099,9.940868602115698,False,0,0,"[371.78904239100825, 855.8047034995557, 1339.866147639583, 1823.9273909988601, 2307.988839984883, 2792.0500947764044, 3276.1115327544226, 3760.1727989637156, 4244.234225943011, 4728.295503561158, 5212.35691955103, 5696.418208569132, 6180.4796135789, 6664.540913988062, 7148.602308027062, 7632.663619818143, 8116.725002895726, 8600.786326059486, 9084.847698185018, 9568.90903271223, 10052.970393895093, 10537.031739776548, 11021.09309002614, 11505.154447252651, 11989.21578657838]",O_unresolved,0,,,10.088413022458553,1.2245846639467244,False,0,0,[],2301.5438235520796
0.835,0.5,bounded_CCO,True,False,1.9046994218828e-05,0.00026084158211136296,0.009853101642520287,C,25,484.0612914593924,3.292903390705167e-07,147.63472974300385,17.253278382401355,False,0,0,"[355.90160218554325, 839.8957484468135, 1323.9570089727292, 1808.018436691814, 2292.0797065905676, 2776.1411487426453, 3260.202404744978, 3744.2638613138633, 4228.325103425346, 4712.3865744030245, 5196.447802629231, 5680.509288007718, 6164.570502354222, 6648.632002125566, 7132.693202597945, 7616.754716754225, 8100.815903358057, 8584.877431891384, 9068.93860463225, 9553.000147534765, 10037.061306418249, 10521.122837145296, 11005.184008714588, 11489.245525439139, 11973.306711523473]",C,25,484.06139822086817,2.6232391967077297e-07,96.74426913261414,10.74441881179289,False,0,0,"[362.34867574749035, 846.3406251813216, 1330.4019704870188, 1814.4632980107315, 2298.524678812097, 2782.5859954373495, 3266.6473875556358, 3750.7086932806433, 4234.770096706779, 4718.831391538122, 5202.892806263071, 5686.954090207328, 6171.01551622208, 6655.076789285835, 7139.138226581414, 7623.199488771253, 8107.2609373387095, 8591.322188661221, 9075.38364849164, 9559.444888953416, 10043.506360037905, 10527.567589645545, 11011.629071976022, 11495.690290736127, 11979.75178430815]",O_unresolved,0,,,10.084218345582485,1.2665138390642998,False,0,0,[],2292.0797065905676
0.835,0.75,bounded_CCO,True,False,3.6313448454363924e-06,0.0002826718037758076,0.011727617091322383,C,25,484.06135936280225,4.8478311229947636e-08,147.6346254348755,17.420129441194227,False,0,0,"[354.3750824298578, 838.3646052608898, 1322.4258035973955, 1806.4872703324036, 2290.5485082488563, 2774.6099610165356, 3258.671213430328, 3742.7326522277413, 4226.793919133456, 4710.855343966351, 5194.916625358589, 5678.978036232732, 6163.039332106107, 6647.100729027283, 7131.1620393764215, 7615.223422350435, 8099.284747169979, 8583.346116202645, 9067.40745548725, 9551.468810584152, 10035.530164328486, 10519.591505495093, 11003.65287369384, 11487.71420093564, 11971.7755835835]",C,25,484.06135609140193,3.348872270397095e-08,96.74416482448578,10.845030345066363,False,0,0,"[360.8221182455602, 844.8094036017894, 1328.8708603891494, 1812.9320803876662, 2296.9935518771126, 2781.0547833296137, 3265.1162437921516, 3749.177486680678, 4233.2389361255555, 4717.300190441158, 5201.361628877642, 5685.422894611388, 6169.484322048763, 6653.545599191734, 7137.607015639299, 7621.668304182595, 8105.729709649668, 8589.791009584396, 9073.852404080311, 9557.913715397346, 10041.975098931453, 10526.03642162155, 11010.097794203215, 11494.159128257148, 11978.220489895755]",O_unresolved,0,,,10.088440962135792,1.2776385582058678,False,0,0,[],2290.5485082488563
0.83,0.0,bounded_CCO,True,False,2.673306435556396e-06,0.0003889901534562667,0.00020663745599452466,C,26,456.11895193475476,9.864113177690611e-09,149.69110488891602,14.17241128535194,False,0,0,"[380.91662124959225, 837.0195561628681, 1293.1384993714025, 1749.2574545743269, 2205.376413348898, 2661.4953184660135, 3117.614209749499, 3573.733104694815, 4029.852003302061, 4485.970905571638, 4942.089811504254, 5398.208721100934, 5854.327634363009, 6310.446551292124, 6766.565471890267, 7222.684396159455, 7678.803324099974, 8134.922255703592, 8591.041190950817, 9047.160129819542, 9503.27907228161, 9959.398018310987, 10415.516967904447, 10871.635921065385, 11327.754877794143, 11783.873823708711]",C,26,456.1189470558414,5.022139901034476e-09,98.05814176797867,8.76505128707469,False,0,0,"[387.2982962828886, 843.4006130815884, 1299.5195473884598, 1755.6384932436467, 2211.757441908798, 2667.8763933779605, 3123.995302227113, 3580.114200372544, 4036.2331014271745, 4492.352005390823, 4948.470912263615, 5404.589822045999, 5860.708734738735, 6316.827650342903, 6772.946568859921, 7229.065490291249, 7685.184414636672, 8141.303341887493, 8597.422272023658, 9053.541205022497, 9509.660140855267, 9965.779079495354, 10421.898020938972, 10878.016965189041, 11334.135912245398, 11790.254862106496]",O_unresolved,0,,,9.713037870824337,1.1490663080643528,False,0,0,[],2205.376413348898
0.83,0.25,bounded_CCO,True,False,7.544581306282091e-07,0.0005229753035560924,0.00012663649930128902,C,26,456.1189268605879,6.568643043756311e-09,149.68998730182648,14.180681402743897,False,0,0,"[336.7703599085503, 792.8198868636606, 1248.9387719589736, 1705.0576972359088, 2161.1766262030237, 2617.295558827839, 3073.4144950908217, 3529.533434967569, 3985.6523784297756, 4441.771325455825, 4897.890276046879, 5354.009230205972, 5810.128187932574, 6266.24711394506, 6722.366004152648, 7178.484898022096, 7634.603795553413, 8090.722696746912, 8546.84160160321, 9002.96051012324, 9459.07942230824, 9915.198338159762, 10371.317257679695, 10827.436180870214, 11283.555107732067, 11739.674038261459]",C,26,456.1189234878675,5.212956730511558e-09,98.05753082036972,8.774216847420817,False,0,0,"[343.1538794424276, 799.2009867363653, 1255.3198682117459, 1711.438790438337, 2167.557715598458, 2623.676643658422, 3079.795574598135, 3535.914508392622, 3992.033445012996, 4448.152384437057, 4904.27132666543, 5360.390271700684, 5816.509219541759, 6272.628170187206, 6728.747095547063, 7184.865992837673, 7640.984893037593, 8097.103796146553, 8553.222702164587, 9009.341611092048, 9465.460522929605, 9921.579437678241, 10377.698355339278, 10833.817275914329, 11289.93619940361, 11746.05512580288]",O_unresolved,0,,,9.71291959285736,1.1530878229583512,False,0,0,[],2161.1766262030237
0.83,0.5,bounded_CCO,True,False,2.3804435871587623e-06,0.00020803503194418248,0.0001132345123238555,C,26,456.1189401814766,6.439246105298677e-09,149.69083666801453,14.184672474566504,False,0,0,"[327.2844202315917, 783.2976717759088, 1239.416551258343, 1695.535489883396, 2151.654432132711, 2607.7733779504033, 3063.892327331985, 3520.0112802808776, 3976.13023679766, 4432.249186940876, 4888.368075906472, 5344.486968533999, 5800.605864823357, 6256.724764774756, 6712.843668388709, 7168.9625756660425, 7625.081486607894, 8081.200401215705, 8537.319319491246, 8993.438241436626, 9449.55716705333, 9905.676096340578, 10361.7950292838, 10817.913965863421, 11274.032906054323, 11730.15184982823]",C,26,456.11893403273035,5.07997345579746e-09,98.05747121572495,8.777378592756344,False,0,0,"[333.66930706145456, 789.6787602852658, 1245.7976326571759, 1701.916565456368, 2158.0355011215283, 2614.1544395951055, 3070.2733808720523, 3526.3923249553122, 3982.511271844959, 4438.630221539432, 4894.74916596979, 5350.868062273578, 5806.9869614868385, 6263.105863609196, 6719.224768640579, 7175.343676581235, 7631.462587431726, 8087.581501192926, 8543.700417866039, 8999.819337452609, 9455.938259953566, 9912.057185367677, 10368.176113679856, 10824.295044869967, 11280.413978912316, 11736.532915778047]",O_unresolved,0,,,9.712930768728256,1.1542029075832023,False,0,0,[],2151.654432132711
0.83,0.75,bounded_CCO,True,False,3.6455358553590977e-06,0.00021875404189662643,0.00011118581615480879,C,26,456.1189005218639,2.5001855535892736e-08,149.69053864479065,14.185356496258857,False,0,0,"[325.7489326794974, 781.755016229817, 1237.8739040043358, 1693.9927931079526, 2150.1116859049725, 2606.230582363843, 3062.349482484773, 3518.468386268289, 3974.5872937152303, 4430.706204826749, 4886.825119604301, 5342.944038049675, 5799.062960164994, 6255.181885951648, 6711.30081540857, 7167.419748520557, 7623.5386852679785, 8079.657625625363, 8535.776569564452, 8991.895517066585, 9448.01446813418, 9904.133422769946, 10360.252380973081, 10816.371297483205, 11272.490188180016, 11728.609082538673]",C,26,456.11892218348356,4.821258646039306e-08,98.05791079998016,8.777914755255496,False,0,0,"[332.1340579162463, 788.136053042955, 1244.25494156364, 1700.3738833580487, 2156.4927797965156, 2612.611679144446, 3068.7305814014653, 3524.8494865675157, 3980.9683946428568, 4437.087305628066, 4893.206219524033, 5349.325136331978, 5805.444056053459, 6261.562978689313, 6717.681904238027, 7173.800832683872, 7629.919764006659, 8086.03869818034, 8542.157635176076, 8998.276574974623, 9454.395517577876, 9910.514462988076, 10366.633411203882, 10822.752362223893, 11278.871280075022, 11734.990177754333]",O_unresolved,0,,,9.7129438072443,1.1543881101278168,False,0,0,[],2150.1116859049725
0.825,0.0,bounded_CCO,True,False,6.973610187553038e-06,0.0011015340677419311,4.5513108673400116e-05,C,27,433.6359738499171,1.0477240514675901e-07,151.28694474697113,14.465360417766886,False,0,0,"[358.1274068302239, 791.7427999968662, 1225.378781791121, 1659.0147007210182, 2092.650631431843, 2526.286573908655, 2959.9225281398826, 3393.5584941226366, 3827.1944718623886, 4260.830461376871, 4694.466462701003, 5128.102475870114, 5561.738500917602, 5995.374537892344, 6429.010457895267, 6862.646384032934, 7296.282321940571, 7729.918271607125, 8163.554233024304, 8597.190206196548, 9030.826191133498, 9464.462187865905, 9898.098196429797, 10331.734216859324, 10765.370249191832, 11199.006216845792, 11632.642138409075]",C,27,433.63599734251994,1.7864840995930927e-08,99.01387989521027,8.946837766742902,False,0,0,"[364.4650660294742, 798.0795673191873, 1231.7155487592063, 1665.35155346155, 2098.9875677391706, 2532.623591580056, 2966.2595317497307, 3399.895467499405, 3833.5314124629845, 4267.1673666612905, 4700.803330132291, 5134.439302914368, 5568.075285043811, 6001.711276572219, 6435.347277579807, 6868.983288140818, 7302.619308267769, 7736.255286274459, 8169.891218447254, 8603.52715983081, 9037.163110437878, 9470.799070302264, 9904.435039463046, 10338.07101795738, 10771.707005825314, 11205.34300314126, 11638.97900998494]",O_unresolved,0,,,9.150061756372452,1.1198784319029567,False,0,0,[],2092.650631431843
0.825,0.25,bounded_CCO,True,False,3.961853762082646e-06,0.0009678932164715248,0.0005639080920479421,C,27,433.6359951273328,2.2234556038464876e-08,151.28685534000397,14.611009473167918,False,0,0,"[313.9006121143226, 747.4472921439151, 1181.0832275267016, 1614.7192317904282, 2048.3552479442856, 2481.9912759848876, 2915.627287770379, 3349.2632050996035, 3782.899134198743, 4216.535075065309, 4650.1710276878, 5083.806992061279, 5517.442968191104, 5951.078956091571, 6384.714955796699, 6818.35096734208, 7251.986990761383, 7685.623026098586, 8119.258962900608, 8552.89488742611, 8986.5308237229, 9420.166771780287, 9853.802731588514, 10287.438703151054, 10721.074686475777, 11154.710681591085, 11588.346688533053]",C,27,433.6359586076469,1.745756659664108e-08,99.01285171508789,9.021140021567573,False,0,0,"[320.2418138967565, 753.7842265308201, 1187.4201235299447, 1621.056089301337, 2054.6920644312722, 2488.328048917601, 2921.9640428228263, 3355.6000462272777, 3789.236059195052, 4222.87208172707, 4656.508035238802, 5090.143969727622, 5523.779913429268, 5957.415866361132, 6391.051828560286, 6824.687800065373, 7258.323780913, 7691.959771149848, 8125.595770854921, 8559.231780105783, 8992.867798923447, 9426.503790253317, 9860.139721165744, 10293.775661287758, 10727.411610630334, 11161.04756922494, 11594.683537110699]",O_unresolved,0,,,9.150306694209576,1.1290298127002285,False,0,0,[],2048.3552479442856
0.825,0.5,bounded_CCO,True,False,7.669688624153428e-06,0.0008686105600267331,0.0020390801989888948,C,27,433.6359891037021,1.190278778252088e-07,151.2845903635025,14.703358515531026,False,0,0,"[304.36240509843606, 737.8627687222661, 1171.498717729133, 1605.1346467907945, 2038.770572053801, 2472.4065090875333, 2906.0424578811, 3339.6784184253625, 3773.3143907242857, 4206.950374786488, 4640.586370641489, 5074.222378325362, 5507.8583978724, 5941.494429318573, 6375.130406080204, 6808.766326769133, 7242.402259231731, 7676.038203458689, 8109.674159438525, 8543.31012717074, 8976.946106660984, 9410.582097930755, 9844.21810101556, 10277.854115950435, 10711.490142768494, 11145.126167138464, 11578.762083261541]",C,27,433.63599296093463,1.7795041146151946e-08,99.01241213083267,9.061112009804926,False,0,0,"[310.7058435242097, 744.199559754565, 1177.8354598738554, 1611.4714601164908, 2045.1074699666835, 2478.743489383327, 2912.3794746190583, 3346.015406108046, 3779.651346807162, 4213.287296728132, 4646.923255903535, 5080.559224372495, 5514.195202172325, 5947.831189341704, 6381.467185953106, 6815.103192086378, 7248.739207787731, 7682.375230796237, 8116.011158710048, 8549.647095830505, 8983.283042166358, 9416.918997742192, 9850.554962596556, 10284.190936767543, 10717.826920291094, 11151.462913225194, 11585.098915650347]",O_unresolved,0,,,9.15038026869297,1.1311651985002997,False,0,0,[],2038.770572053801
0.825,0.75,bounded_CCO,True,False,1.952541677648383e-06,0.0012499676800556436,0.0025774985371685563,C,27,433.63597944696147,2.215936245698984e-08,151.28721296787262,14.726880672104292,False,0,0,"[302.81654595693794, 736.3077246715104, 1169.9436090427128, 1603.5795975716953, 2037.2155979666754, 2470.851610203965, 2904.4876343170786, 3338.123670351973, 3771.7595999952723, 4205.3955252078495, 4639.031462191159, 5072.667410934356, 5506.303371428255, 5939.939343676791, 6373.57532768853, 6807.211323492914, 7240.847331126019, 7674.483350622146, 8108.119382017193, 8541.755359304261, 8975.391279942756, 9409.027212354913, 9842.66315653148, 10276.299112460963, 10709.9350801428, 11143.57105958263, 11577.207050801848]",C,27,433.63594630448824,1.7374703599460804e-08,99.01386499404907,9.071228055129136,False,0,0,"[309.1605339679349, 742.644704480381, 1176.2805523128336, 1609.9165057225566, 2043.5524684636057, 2477.1884405128244, 2910.8244219066437, 3344.4604126937306, 3778.096412953715, 4211.732422762935, 4645.368442138594, 5079.004427791352, 5512.640359240888, 5946.276299900515, 6379.912249781905, 6813.548208917563, 7247.184177346614, 7680.820155106379, 8114.456142235468, 8548.092138806234, 8981.728144898532, 9415.364160558891, 9849.000183983824, 10282.6361118582, 10716.272048939181, 11149.90799523551, 11583.543950771666]",O_unresolved,0,,,9.149969555437565,1.1315337715585885,False,0,0,[],2037.2155979666754
0.82,0.0,bounded_CCO,True,False,1.550183818000961e-05,0.0022792841302896267,0.007213095114601359,C,29,415.057122554088,1.8531423857565225e-07,152.52770483493805,19.72348680810356,False,0,0,"[339.1850555237303, 754.2192426890709, 1169.2763329984625, 1584.333381686986, 1999.3905584798326, 2414.4475470797456, 2829.504795305128, 3244.5617239237163, 3659.6189703819714, 4074.675912178518, 4489.733098163759, 4904.790111811481, 5319.847237440132, 5734.904322808683, 6149.9613881927335, 6565.018545154725, 6980.075550408443, 7395.1327788387025, 7810.189724078749, 8225.246987330289, 8640.303909174456, 9055.36111191652, 9470.41810565294, 9885.475248007562, 10300.532313500526, 10715.589395579273, 11130.646532700783, 11545.703554617274, 11960.760763241537]",C,29,415.0570695848073,2.0136553781854907e-07,99.6919646859169,12.135547819080765,False,0,0,"[345.49380015574087, 760.5264596662164, 1175.5835012221955, 1590.6406604407412, 2005.6976699247264, 2420.7548859007848, 2835.81184778949, 3250.8690629696366, 3665.9260347665895, 4080.983201576017, 4496.040230799656, 4911.097349388675, 5326.154435833425, 5741.211506390538, 6156.268649846654, 6571.325672562968, 6986.382872823313, 7401.439847891897, 7816.497076508132, 8231.554032347269, 8646.611212557154, 9061.668225875865, 9476.725357817897, 9891.78242841615, 10306.839512273616, 10721.896639941144, 11136.953675904624, 11552.010860433553, 11967.067848695566]",O_unresolved,0,,,8.49356222897768,1.2316407033166998,False,0,0,[],1999.3905584798326
0.82,0.25,bounded_CCO,True,False,1.7769962912368187e-05,0.0013165109768761897,0.0010890552914799192,C,29,415.05713545246664,3.903791257220819e-07,152.527317404747,21.133896195680133,False,0,0,"[294.8674595451823, 709.8236972617987, 1124.8808732894931, 1539.937807871052, 1954.9950603959753, 2370.051994984791, 2785.1091870237524, 3200.1661934780586, 3615.2233251493285, 4030.2804033373486, 4445.337474752698, 4860.394624546824, 5275.451635820284, 5690.5088570951175, 6105.565808343114, 6520.623077665219, 6935.6799922963855, 7350.737201095475, 7765.794187634868, 8180.851336035207, 8595.908394344093, 9010.965482457299, 9426.022612407454, 9841.079640346914, 10256.136841812327, 10671.193809693796, 11086.251082542922, 11501.30799048262, 11916.365216051196]",C,29,415.0570452029151,2.6502392591040856e-07,99.69223290681839,12.90738943905222,False,0,0,"[301.1807335037593, 716.1310336536773, 1131.1879317828032, 1546.2451517720708, 1961.3021178045692, 2376.3592894548424, 2791.4163129333583, 3206.473436345557, 3621.530517066343, 4036.5875924275906, 4451.644730180642, 4866.701757681857, 5281.758952259772, 5696.815932093821, 6111.873165567353, 6526.930115636971, 6941.987300691299, 7357.044308259252, 7772.10144502971, 8187.158509898162, 8602.215598565062, 9017.272720523757, 9432.329761277488, 9847.386940118295, 10262.443933151178, 10677.501168668712, 11092.55811416716, 11507.61531263546, 11922.672304277457]",O_unresolved,0,,,8.493632078170776,1.3317985093256388,False,0,0,[],1954.9950603959753
0.82,0.5,bounded_CCO,True,False,4.4759233356793995e-06,0.002335870436844199,0.0012840014027900221,C,29,415.0570897896602,6.007817663102404e-08,152.5273621082306,21.180739860397072,False,0,0,"[285.2664864064362, 700.1684692488741, 1115.2255137586726, 1530.2825774326452, 1945.3396609848637, 2360.396796355241, 2775.4538197424363, 3190.511026618619, 3605.567989956688, 4020.6252682052277, 4435.682171610102, 4850.739392598068, 5265.796364654893, 5680.853525221065, 6095.910569073497, 6510.9676693299525, 6926.0247848493245, 7341.081824908991, 7756.139011968842, 8171.195991946989, 8586.253250419646, 9001.310170433022, 9416.367408197946, 9831.424360322491, 10246.48153763247, 10661.538561588708, 11076.595678558047, 11491.652774216682, 11906.709830957689]",C,29,415.05710331568054,8.776175896394755e-08,99.6922254562378,12.929396937483226,False,0,0,"[291.58261455841136, 706.4757290847766, 1121.5326925745503, 1536.5897775381316, 1951.646903811706, 2366.7039409447902, 2781.7611240848664, 3196.8181135117475, 3611.8753533131226, 4026.932295218256, 4441.989490022306, 4857.046486015068, 5272.103632504831, 5687.1606858399555, 6102.217784188007, 6517.274894655642, 6932.331945051996, 7347.389112443486, 7762.446115080065, 8177.503339189434, 8592.560294256646, 9007.617502481853, 9422.674482538123, 9837.731642411152, 10252.788679865926, 10667.845791544887, 11082.90288619049, 11497.959949864875, 11913.017101491929]",O_unresolved,0,,,8.493627421557903,1.3332164424268005,False,0,0,[],1945.3396609848637
0.82,0.75,bounded_CCO,True,False,1.121812815199134e-05,0.0003314564485678022,0.0013259925667057921,C,29,415.0571100010038,1.2520314308076346e-07,152.52746641635895,21.185301760459755,False,0,0,"[283.70796175285426, 698.5992635499204, 1113.6562295026827, 1528.7133054607339, 1943.7704497744269, 2358.8274656505205, 2773.8846814544927, 3188.9416372961196, 3603.998911259863, 4019.055820375699, 4434.113033805953, 4849.170014842632, 5264.227167865426, 5679.284220681509, 6094.341313408579, 6509.398437875677, 6924.455470420231, 7339.51266641216, 7754.569638889771, 8169.626906276663, 8584.683818803796, 8999.741049006283, 9414.798010115239, 9829.855179878003, 10244.912212802361, 10659.969322238403, 11075.026426849157, 11490.083476071059, 11905.140652241415]",C,29,415.05707544046464,1.494843221518965e-07,99.69153255224228,12.931299013152584,False,0,0,"[290.0247988001567, 704.9064561444179, 1119.963422793555, 1535.0205561122543, 1950.0775872725865, 2365.1347775051318, 2780.191760983502, 3195.248998171153, 3610.3059438289656, 4025.3631325875476, 4440.4201357579195, 4855.477276220788, 5270.534336707614, 5685.591429052416, 6100.648546645534, 6515.705591062519, 6930.762765553598, 7345.819762234933, 7760.876993418361, 8175.933942552185, 8590.991144727474, 9006.048131967795, 9421.105285807418, 9836.162330421223, 10251.219436090352, 10666.276537868678, 11081.333595557046, 11496.390754290842, 11911.447764190072]",O_unresolved,0,,,8.493651635944843,1.3332208730638242,False,0,0,[],1943.7704497744269
