q,phase,additive_mv,outcome,contained_local_cycle,bounded_ceiling_cycle,core_poincare_closure_scaled,core_recent_peak_drift,final_fast_rhs_max_per_ms,core_status,core_returns,core_period_ms,core_period_cv,core_peak_hz,core_tail_mean_hz,core_sustained_ceiling,core_support_violations,core_bound_violations,core_return_times_ms,annulus_status,annulus_returns,annulus_period_ms,annulus_period_cv,annulus_peak_hz,annulus_tail_mean_hz,annulus_sustained_ceiling,annulus_support_violations,annulus_bound_violations,annulus_return_times_ms,bath_status,bath_returns,bath_period_ms,bath_period_cv,bath_peak_hz,bath_tail_mean_hz,bath_sustained_ceiling,bath_support_violations,bath_bound_violations,bath_return_times_ms
0.855,0.25,0.062776645604,LLL,False,False,,,3.4212601887320364e-18,L,0,,,127.6845782995224,2.1234231535345316,False,0,0,[],L,1,,,82.5696587562561,1.6505472594872117,False,0,0,[7.2889907514222765],L,0,,,6.426262203603983,0.8428919245488942,False,0,0,[]
0.855,0.25,0.112776645604,LLL,False,False,,,3.4212601887320364e-18,L,0,,,127.28957831859589,1.7604667227715254,False,0,0,[],L,1,,,82.20433443784714,1.4453982003033161,False,0,0,[7.299756916274484],L,0,,,6.35431008413434,0.834682781714946,False,0,0,[]
0.855,0.25,0.212776645604,LLL,False,False,,,3.469446951953614e-18,L,0,,,126.49010121822357,1.3318689307197928,False,0,0,[],L,1,,,81.46730065345764,1.180961960926652,False,0,0,[7.32154331901698],L,0,,,6.212019827216864,0.8244763012044132,False,0,0,[]
0.855,0.5,0.0,bounded_CCO,True,False,1.837565122741688e-06,0.0004006994195562737,4.787468197159795e-06,C,10,1146.0910946640608,4.0764341659681687e-08,128.1779259443283,7.550224722590773,False,0,0,"[1146.090877725989, 2292.1819632143624, 3438.2731618524854, 4584.364342282579, 5730.4553492694, 6876.546469924303, 8022.637703499955, 9168.728789431681, 10314.819831744204, 11460.910987492138]",C,11,1146.091116763997,6.863884389225963e-08,83.02532136440277,4.766318475141631,False,0,0,"[7.275593186723033, 1153.3666700880842, 2299.4577016407657, 3445.5488175921073, 4591.640017084722, 5737.73112797483, 6883.822185792021, 8029.913327741049, 9176.004552961194, 10322.095594036819, 11468.18667803304]",O_unresolved,0,,,6.547767668962479,0.931147991599675,False,0,0,[]
0.855,0.5,0.012776645604,LLL,False,False,,,1.1842943677814467e-09,L,0,,,128.0764490365982,3.224703449358097,False,0,0,[],L,1,,,82.93283730745316,2.2070470889714247,False,0,0,[7.278309761438774],L,0,,,6.498734001070261,0.8664192696206063,False,0,0,[]
0.855,0.5,0.022776645604,LLL,False,False,,,3.517633715175192e-18,L,0,,,127.99830734729767,2.6948670856654644,False,0,0,[],L,1,,,82.86035805940628,1.9491284620016813,False,0,0,[7.2804397143196224],L,0,,,6.4841946586966515,0.8552900981158018,False,0,0,[]
0.855,0.5,0.037776645604,LLL,False,False,,,3.469446951953614e-18,L,0,,,127.88087129592896,2.413172274827957,False,0,0,[],L,1,,,82.75149017572403,1.805099076591432,False,0,0,[7.283640835677921],L,0,,,6.462424993515015,0.8492434280924499,False,0,0,[]
0.855,0.5,0.062776645604,LLL,False,False,,,3.469446951953614e-18,L,0,,,127.68454849720001,2.1234231535345316,False,0,0,[],L,1,,,82.56961405277252,1.6505472594872117,False,0,0,[7.288992616669891],L,0,,,6.426249165087938,0.8428919245488942,False,0,0,[]
0.855,0.5,0.112776645604,LLL,False,False,,,3.4212601887320364e-18,L,0,,,127.2895485162735,1.7604667227715254,False,0,0,[],L,1,,,82.20428973436356,1.4453982003033161,False,0,0,[7.2997588022219615],L,0,,,6.354297511279583,0.834682781714946,False,0,0,[]
0.855,0.5,0.212776645604,LLL,False,False,,,3.469446951953614e-18,L,0,,,126.49005651473999,1.3318689307197928,False,0,0,[],L,1,,,81.46725594997406,1.180961960926652,False,0,0,[7.321545247165596],L,0,,,6.212007254362106,0.8244763012044132,False,0,0,[]
