candidate_id,unit,event_id,window_start_ms,mode,local_width_ms,contact_overlap,centroid_span_ms,simultaneous_secondary_fraction,largest_family_fraction,unknown_or_collision_fraction,core2_minus_core1_peak_ms,absolute_core_lag_ms,outside_peak_density_share,native_active_cell_frames,disconnected_mass_010,disconnected_mass_020,disconnected_mass_030,recruitment_span_ms
tshape_anchor3_B_minus,topo_6101_dyn_842901,24,10506.0,1,20.292951825558703,0.0,141.87269171726803,0.4027224068848475,0.2890209979815427,0.061557927717134794,0.0,0.0,1.0,199162.0,0.06630088278567925,0.08824022463434056,0.11226375336337407,142.57723837713456
tshape_anchor3_B_minus,topo_6101_dyn_842901,25,10778.0,1,20.81686612784688,0.05572755417956656,135.987651720985,0.2741820177497274,0.3799943674583517,0.07239982380254331,0.0,0.0,1.0,138481.0,0.0561985786323022,0.0662066463612797,0.06321928824622496,137.65054558549673
tshape_anchor3_B_minus,topo_6101_dyn_842901,28,11718.0,1,22.298601208205582,0.0,76.54700443598085,0.057479683989558085,0.5481070345261564,0.0025908136728102216,14.0,14.0,0.2474855362914634,203411.0,0.0715000622432466,0.07825132299223912,0.07643176495635512,76.35880827553592
tshape_anchor3_B_minus,topo_6101_dyn_842901,29,12030.0,0,21.38355488641173,0.5833333333333334,23.779888626662796,0.5147119447593528,0.31725368442749663,0.052947541997320414,-4.0,4.0,0.37210228110232896,155248.0,0.29723868729217867,0.2982595309002171,0.32197655150418425,23.030967485992733
tshape_anchor3_B_minus,topo_6101_dyn_842901,30,12358.0,0,21.167374951115562,0.0,153.17135480122306,0.35939628859010786,0.36388504557408563,0.05317856803371321,106.0,106.0,0.27551782741496283,189362.0,0.026246901816351986,0.03060433743355781,0.027954392271399685,154.5852599915961
tshape_anchor3_B_minus,topo_6101_dyn_842901,31,12660.0,0,20.942505933699067,0.29411764705882354,33.53295805583912,0.35174683440644483,0.46254004974869745,0.07946996140893224,-14.0,14.0,0.39596182498470056,195382.0,0.15564640975822622,0.1642625191369437,0.20211631576084,31.51026983267002
tshape_anchor3_B_minus,topo_6101_dyn_842901,32,12938.0,0,19.15904867824156,0.0,113.53633950158655,0.39778499415884844,0.2116452491109613,0.09657199026303194,-10.0,10.0,0.2648197215960758,194311.0,0.15911492388973164,0.17359783896902595,0.1735292013187515,154.2416723815295
tshape_anchor3_B_minus,topo_6101_dyn_842901,33,13264.0,0,17.14963202555191,0.0,130.77574604592337,0.06558218460636024,0.81147609670256,0.03342481250261868,0.0,0.0,0.995888955333857,95468.0,0.12653210299599316,0.12564644263990668,0.12672949897111155,132.1675712513752
tshape_anchor3_B_minus,topo_6101_dyn_842901,34,13666.0,0,18.907661795899003,0.2727272727272727,33.184675444255845,0.4708489128929511,0.30715967317546045,0.0985969741033098,-20.0,20.0,0.40076943079802707,231072.0,0.13070135756542972,0.17361400303596136,0.2504009216589862,48.26054639300128
tshape_anchor3_B_minus,topo_6101_dyn_842901,35,14232.0,0,19.214212409289757,0.0,153.96088835261799,0.04344152744630072,0.5411646778042959,0.002720763723150358,-164.0,164.0,0.4298632897097353,209500.0,0.19967484552743248,0.20610766045548654,0.21667447402187417,158.12339607333342
tshape_anchor3_B_minus,topo_6101_dyn_842901,36,14520.0,0,16.56158345046606,0.0,50.11263495676758,0.14718722444320623,0.5218687281245098,0.019642634958588718,-20.0,20.0,0.5389816219504375,184853.0,0.19933459814677335,0.19773976374855293,0.20655429952082693,50.38375989983615
tshape_anchor3_B_minus,topo_6101_dyn_842901,37,14950.0,1,21.707216002490895,0.3333333333333333,25.5046482233156,0.26572605322791404,0.5783559664996057,0.00725584575262859,-26.0,26.0,0.8071782658376792,181371.0,0.41087280176418567,0.4306261107079388,0.43725237397196565,25.477326820167946
tshape_anchor3_B_minus,topo_6101_dyn_842901,38,15258.0,0,19.549381449474822,0.05555555555555555,55.21916020498793,0.43477351327051555,0.40743131067204935,0.04877799092895834,-14.0,14.0,0.625554919555792,224671.0,0.3329092852986155,0.36671573137074515,0.37326429970941516,55.26011930929235
tshape_anchor3_B_minus,topo_6101_dyn_842901,39,15690.0,1,18.24336060524911,0.0,49.64289584957987,0.008801391687765893,0.5435045958995735,0.004604511502666828,-4.0,4.0,0.1868871372744462,174177.0,0.13832163834788644,0.13790411489526533,0.15523099080468258,49.5918266777644
tshape_anchor3_B_minus,topo_6101_dyn_842901,42,16496.0,0,22.04525044034017,0.047619047619047616,132.149768149593,0.0016260932714470652,0.7650847778725016,0.00639386189258312,2.0,2.0,1.0,126684.0,0.14808562632133182,0.1661801859255807,0.1847540115492271,134.60084453594027
tshape_anchor3_B_minus,topo_6101_dyn_842901,45,17358.0,0,20.78090806401451,0.08771929824561403,108.27819735430967,0.15072773863991948,0.3923572642778008,0.011091565674077958,146.0,146.0,1.0,236486.0,0.13441565681254877,0.13315306564456636,0.146241183244566,197.91097176147377
tshape_anchor3_B_minus,topo_6101_dyn_842901,46,17770.0,0,15.839901771822042,0.1095890410958904,126.39815728146277,0.004845759795357301,0.3924999505534715,0.004146915525550669,248.0,248.0,0.2493328823482769,151679.0,0.11480972338642079,0.11919539678076414,0.11662990860984082,127.28467746518072
tshape_anchor3_B_minus,topo_6101_dyn_842901,47,18074.0,0,21.151619725878845,0.0,116.43892650970884,0.39685525837258273,0.3040889723016689,0.053906007965122286,10.0,10.0,0.3087485117787776,222721.0,0.16499211349276538,0.18522881782115516,0.20190755333461466,116.08902794455571
tshape_anchor3_B_minus,topo_6101_dyn_842901,48,18380.0,1,21.045293325481907,0.0,120.26350281552004,0.19542205920612976,0.4102598111484642,0.03700510643941906,-16.0,16.0,0.9962654591873505,196027.0,0.052166224580017684,0.06334233227173981,0.06297693374956642,119.75163853218328
tshape_anchor3_B_minus,topo_6101_dyn_842901,49,18638.0,1,22.723622375655395,0.3333333333333333,38.16985409554036,0.4029788689418376,0.4676395045501184,0.03229008094315202,-72.0,72.0,1.0,149117.0,0.29598380710279354,0.29341963322545844,0.28884872219711805,37.666323884623125
tshape_anchor3_B_minus,topo_6101_dyn_842901,50,19216.0,0,21.12144611797703,0.1388888888888889,135.57485258613815,0.06817524449988249,0.4967957409114739,0.009879422239094672,-102.0,102.0,0.9617436462747398,221268.0,0.0984923885573805,0.09672966510535354,0.09450945094509451,119.27720481344295
tshape_anchor3_B_minus,topo_6101_dyn_842901,51,19486.0,1,20.94887177344026,0.05263157894736842,54.022083256888436,0.22013110123929033,0.7408165194233325,0.03894674220648167,10.0,10.0,0.31628879772680746,179861.0,0.028107151113291273,0.03935976928622927,0.04962654026186677,53.943340591224114
tshape_anchor3_B_minus,topo_6101_dyn_842901,52,19770.0,1,21.977911625330307,0.4411764705882353,38.2043647109349,0.4249038456423324,0.40557721873187963,0.026838104256326503,10.0,10.0,0.3371576668632226,187979.0,0.3029363054232369,0.3071951012076884,0.3195612575335072,38.08090199598155
tshape_anchor3_B_minus,topo_6101_dyn_842901,53,20038.0,1,21.949488160746114,0.6153846153846154,13.636151031405461,0.46659044828910584,0.45348743736546415,0.03536562491626399,-10.0,10.0,0.49594876162401513,223918.0,0.2543249461080014,0.2815291553987128,0.3104182867915636,13.510393842585472
tshape_anchor3_B_minus,topo_6101_dyn_842901,54,20664.0,1,19.66132292292241,0.10526315789473684,48.006619819876505,0.33438914489481053,0.4154294939256777,0.02423087533590134,-2.0,2.0,0.9933721177772321,195742.0,0.23386301085319625,0.24230654951398617,0.25704015363319527,47.492170225381415
tshape_anchor3_B_minus,topo_6101_dyn_842901,55,20992.0,0,18.949014117913975,0.23529411764705882,36.10477885898945,0.46522571507136445,0.3661663458595124,0.02812034678302195,28.0,28.0,0.9223818759380481,192743.0,0.3764861573178255,0.3750464606417763,0.38789005532857607,36.33878994958286
tshape_anchor3_B_minus,topo_6101_dyn_842901,56,21262.0,0,19.704371737600013,0.0,76.07542317698972,0.26571119197326903,0.49978855010433076,0.014713194938214805,-14.0,14.0,0.5736352499454913,215181.0,0.31792686085666516,0.31853468373414345,0.3282744838093731,74.65935569270368
tshape_anchor3_B_minus,topo_6101_dyn_842901,57,21998.0,0,21.754172290075076,0.0,93.04430168392719,0.2856031701468632,0.38764802533171944,0.06226153711621571,24.0,24.0,1.0,217277.0,0.015037102415743192,0.015366334751301124,0.020986727260315387,92.91826356677848
tshape_anchor3_B_minus,topo_6101_dyn_842901,58,22286.0,0,22.659593664979184,0.0,108.68455555089531,0.024548544950632252,0.9394757924822449,0.018956781569374675,12.0,12.0,1.0,184736.0,0.07418822234452394,0.07313168758951892,0.07258701505358986,108.8969618688534
tshape_anchor3_B_minus,topo_6101_dyn_842901,59,22550.0,0,22.922860847051197,0.043478260869565216,109.97753837303026,0.00015818038017836202,0.49463004881773803,0.0031745165953036792,14.0,14.0,1.0,183335.0,0.12123810103267273,0.1332390174615879,0.1336493770997859,109.61918748846438
tshape_anchor3_B_minus,topo_6101_dyn_842901,60,22906.0,1,19.431774728849632,0.0,151.47208890712136,0.00011927401880553696,0.9230748842048068,0.016340540576358566,18.0,18.0,1.0,150913.0,0.03279513947165251,0.03316140051238258,0.04129020536793633,152.12603751990173
tshape_anchor3_B_minus,topo_6102_dyn_842901,0,750.0,1,21.160439891928377,0.1875,41.3037439043203,0.3311236404304265,0.4725478493159417,0.05163032455830286,-18.0,18.0,0.3119222535759463,172573.0,0.1294793203364229,0.12816309926897262,0.1566992931275262,40.977820494224375
tshape_anchor3_B_minus,topo_6102_dyn_842901,1,1038.0,1,18.96462926839149,0.0,83.96314090112651,0.27387221826028124,0.4311125130286905,0.03879806901091667,70.0,70.0,0.5902851619139681,218748.0,0.14004425190115835,0.16471735820327368,0.17129912341179948,84.36663685847134
tshape_anchor3_B_minus,topo_6102_dyn_842901,2,1318.0,0,19.23826631999418,0.0,96.448600936091,0.22339175982404028,0.5312441894741616,0.04050248293689485,18.0,18.0,1.0,220505.0,0.18403472075044,0.18136784012356144,0.1816341259039325,97.95927653978015
tshape_anchor3_B_minus,topo_6102_dyn_842901,5,2582.0,1,20.913757733317425,0.34782608695652173,34.781311209732394,0.27456905897658285,0.3057851799653079,0.04058027970511709,-18.0,18.0,1.0,147584.0,0.09882938875744135,0.11574231598049223,0.11473507136508217,41.50970907899682
tshape_anchor3_B_minus,topo_6102_dyn_842901,6,2902.0,0,23.11733491772793,0.21052631578947367,71.04438953942281,0.38365547144851914,0.3590259915239705,0.052399500257220545,28.0,28.0,1.0,204105.0,0.163403835714677,0.1684722518081211,0.1831625068460997,70.94050374324115
tshape_anchor3_B_minus,topo_6102_dyn_842901,9,3700.0,1,22.405739377817554,0.0,116.55538477757136,0.3979317380819885,0.20996929038108783,0.047368041385848846,4.0,4.0,0.3188435861915337,194076.0,0.12097726330592476,0.1276183628793407,0.13791839115580123,116.66686187783216
tshape_anchor3_B_minus,topo_6102_dyn_842901,10,4146.0,0,22.048784945554416,0.0,113.05414374824613,0.07637836563671088,0.4653947362091277,0.022542610151390512,14.0,14.0,0.2947637814220744,207873.0,0.13562520471867376,0.14257149872963532,0.14000735191330954,113.03585200391808
tshape_anchor3_B_minus,topo_6102_dyn_842901,11,4738.0,0,20.59267973068654,0.013157894736842105,133.79195321065617,0.02751378425017888,0.5189570268108927,0.009074455995622711,-18.0,18.0,0.40969535689643144,237590.0,0.15450109730892975,0.16641513361609117,0.16919941439016034,151.07633141710176
tshape_anchor3_B_minus,topo_6102_dyn_842901,14,5696.0,0,22.739091853640275,0.4,41.1971419809297,0.4233490511469068,0.4123774311323767,0.06812492191223629,-16.0,16.0,0.4780469907671264,216103.0,0.0407145473500324,0.05156821059169195,0.07758050367785788,40.55984712368627
tshape_anchor3_B_minus,topo_6102_dyn_842901,15,6012.0,0,20.92958722792264,0.32291666666666663,38.44290214077773,0.4215629130374104,0.25616734120892204,0.05720337243762878,-14.0,14.0,0.32961690491145923,243622.0,0.16806533605566898,0.17812893028315036,0.20289066783638557,38.69216079243051
tshape_anchor3_B_minus,topo_6102_dyn_842901,16,6298.0,1,21.210687568025605,0.10526315789473684,47.57403001489638,0.22282862865866035,0.5000926522364485,0.02439401025351417,-12.0,12.0,0.21880933077451994,226654.0,0.14820199236870005,0.15739508513508588,0.17463373600953339,47.26579746387233
tshape_anchor3_B_minus,topo_6102_dyn_842901,17,6574.0,0,20.299155176181557,0.0,78.63434563835926,0.09062873657142594,0.5314275953446072,0.0027930510735934334,-54.0,54.0,1.0,216609.0,0.12839373392564882,0.13292094648971176,0.1294533387498593,78.63917768456122
tshape_anchor3_B_minus,topo_6102_dyn_842901,18,6850.0,0,20.808834338439738,0.13392857142857142,51.050394526247146,0.1358012654895729,0.5405141904474061,0.0026226247696672484,-18.0,18.0,0.537887047535979,205138.0,0.24473429187350434,0.2616137783997615,0.25982924659351636,51.382984657409
tshape_anchor3_B_minus,topo_6102_dyn_842901,19,7286.0,0,20.738245823009947,0.0,239.90434735941653,0.11636229022704837,0.5910455742020402,0.019229187232642317,244.0,244.0,0.9179562699680511,194496.0,0.04569913477416095,0.05893520998287045,0.06538028306969,244.1118059506707
tshape_anchor3_B_minus,topo_6102_dyn_842901,20,7632.0,1,21.202825331595704,0.22875816993464052,40.01571071169201,0.29368574779788875,0.513281663255215,0.06360824268071112,8.0,8.0,0.3069654047915484,173924.0,0.07036653139146068,0.07462213612665615,0.07311178247734139,39.776385751311864
tshape_anchor3_B_minus,topo_6102_dyn_842901,21,7926.0,1,23.09588429017731,0.18571428571428572,46.20392297554554,0.3437762745547657,0.31180253000076436,0.060613009248643275,-18.0,18.0,0.39711887379389527,209328.0,0.10473316606767478,0.11314038457730162,0.11775154535581246,32.83435873744838
tshape_anchor3_B_minus,topo_6102_dyn_842901,22,8200.0,1,22.402835826631417,0.28594771241830064,33.701673660279994,0.3184395482902946,0.5089052094027219,0.0035378662244333887,20.0,20.0,0.9979206659363529,189945.0,0.39577706849987726,0.40698648163655937,0.40677363635858726,33.382681017861614
tshape_anchor3_B_minus,topo_6102_dyn_842901,26,9180.0,1,20.53952713756007,0.29411764705882354,35.93355235876152,0.04500764353946317,0.5898717282159125,0.004570603800817898,54.0,54.0,1.0,128867.0,0.19896661241645203,0.19704354000580965,0.2105060450785358,35.825416911642606
tshape_anchor3_B_minus,topo_6102_dyn_842901,27,9644.0,0,22.120121749196187,0.1875,48.061493428813264,0.3238581052139714,0.41790623418091194,0.04838693976091274,-20.0,20.0,0.40026309680414757,205448.0,0.17150069293209266,0.18546616898815485,0.1855067936904576,47.97588026080848
tshape_anchor3_B_minus,topo_6102_dyn_842901,28,9906.0,0,20.132150972191994,0.0,75.67565839577765,0.2841656927671731,0.3571484222828204,0.07061420594727957,-22.0,22.0,0.2449193730384185,192525.0,0.1633512101065231,0.17426254680638992,0.1778527580169758,75.62115108879334
tshape_anchor3_B_minus,topo_6102_dyn_842901,29,10238.0,0,21.54908014470493,0.0,148.55070844009788,0.1342318404456254,0.6980984089381183,0.026688435722593933,10.0,10.0,0.2974617872219569,187422.0,0.06452784766201093,0.07417839336406346,0.08676,149.43097457304248
tshape_anchor3_B_minus,topo_6102_dyn_842901,30,10548.0,1,19.76949675521064,0.2111111111111111,86.64259039561512,0.32697735039665027,0.527303701727199,0.05613653390256668,28.0,28.0,0.663296695495794,194882.0,0.21179422313141882,0.2310643551185041,0.255254710551195,86.97269105041414
tshape_anchor3_B_minus,topo_6102_dyn_842901,31,11130.0,1,21.18728547347837,0.0,68.74872161531675,0.18816715286843333,0.596760435272328,0.0034214780219521275,-2.0,2.0,0.770841655978638,212189.0,0.33003542376699885,0.3268905046418805,0.34554346943745434,68.49884336364994
tshape_anchor3_B_minus,topo_6102_dyn_842901,32,11440.0,1,21.2085714584573,0.013888888888888888,116.5153157591958,0.31982944554859855,0.33192366891316366,0.03520176133335326,-6.0,6.0,0.25652307377468536,200757.0,0.11142359987050826,0.10994344908867225,0.12075771216100319,122.93489027464602
tshape_anchor3_B_minus,topo_6102_dyn_842901,33,11888.0,1,23.16841090095113,0.29411764705882354,34.16349127686772,0.6082907206654394,0.30955660098634125,0.06502124951705643,-12.0,12.0,0.3874502081997272,220005.0,0.33898453605870116,0.3563474492218164,0.3771730112485288,34.690540079438506
tshape_anchor3_B_minus,topo_6102_dyn_842901,34,12152.0,1,18.957631924387897,0.25,33.62381368982642,0.38240420864880936,0.2627252622523298,0.06165238110251825,0.0,0.0,0.35453495602736074,222019.0,0.15044891350582468,0.14992573078108798,0.16180019305019305,34.050975442425624
tshape_anchor3_B_minus,topo_6102_dyn_842901,37,12964.0,1,20.901718149421868,0.0,149.3698439864038,0.03813089196366578,0.7999756626557769,0.0050034716505730015,-126.0,126.0,0.18582635669127948,139703.0,0.02757038278034745,0.025350857652038317,0.03378007082671877,150.3475177535547
tshape_anchor3_B_minus,topo_6102_dyn_842901,38,13248.0,1,23.264221416442524,0.4375,57.92672931133893,0.3835247191536436,0.42152662002773406,0.0906654617410137,-248.0,248.0,1.0,128362.0,0.06438394166369436,0.0615634810188032,0.05924377794616019,94.24072789093225
tshape_anchor3_B_minus,topo_6102_dyn_842901,41,14094.0,0,21.196785125539463,0.3786549707602339,133.10727146381396,0.31916692649569034,0.3959001622390039,0.045627738113482745,16.0,16.0,0.6137387289171412,189227.0,0.15256321450241903,0.16363676223151502,0.18487238086618094,134.27704411605373
tshape_anchor3_B_minus,topo_6102_dyn_842901,42,14380.0,0,20.532532047981476,0.42857142857142855,26.39525549947939,0.2577783592830041,0.6852610231584456,0.025186445113175453,-18.0,18.0,0.7008293107096165,152860.0,0.2316050564898491,0.24969801435958686,0.25012912682348015,26.598653179704343
tshape_anchor3_B_minus,topo_6102_dyn_842901,43,14678.0,1,21.291785890116444,0.0,74.52255503037486,0.09488147187168298,0.6773145418091756,0.004918032786885246,-2.0,2.0,0.5739188843398157,169580.0,0.23044462185832368,0.24739387822919104,0.25120219830547286,78.0939452372204
tshape_anchor3_B_minus,topo_6102_dyn_842901,44,15250.0,0,20.709947206953075,0.045454545454545456,52.2217159186348,0.39613173776103155,0.40766394415795626,0.07510719037997142,0.0,0.0,0.3087166933433763,223201.0,0.10672296851014207,0.11358098178909579,0.11282112558250687,52.0333173436411
tshape_anchor3_B_minus,topo_6102_dyn_842901,45,15576.0,1,23.32949865928458,0.375,32.44787817571341,0.5479481321287802,0.3528157591823921,0.08554536258676619,12.0,12.0,0.5288814808728417,229352.0,0.16469022479262835,0.17841179439117583,0.18718032832331483,33.025908266861734
tshape_anchor3_B_minus,topo_6102_dyn_842901,46,15920.0,1,20.9839330427576,0.05263157894736842,53.71842603747609,0.38014597490382196,0.3961771473771258,0.07004817890914321,20.0,20.0,0.2416593455478289,222504.0,0.1971445915661386,0.19960448438040562,0.2086649281537861,53.804784201465736
tshape_anchor3_B_minus,topo_6102_dyn_842901,47,16192.0,1,21.791441744964686,0.1111111111111111,113.43753429615208,0.39616618800165077,0.3033318454010258,0.11121171030800199,6.0,6.0,0.5256116964052253,237466.0,0.06652420130355807,0.06798187382195078,0.07627875012272074,121.49561756429466
tshape_anchor3_B_minus,topo_6102_dyn_842901,48,16464.0,1,20.231759396276175,0.0,82.61279381601707,0.38684796092230317,0.2744706217388996,0.054957837983946094,32.0,32.0,0.8575894957097208,207177.0,0.19557074034018287,0.20043326028363434,0.19638476234223137,82.47124810838795
tshape_anchor3_B_minus,topo_6102_dyn_842901,53,18008.0,0,22.015772065346027,0.0,90.48074865153103,0.2809985212187908,0.3706582295893803,0.03935105578100282,14.0,14.0,0.275717208282439,232624.0,0.05619448177169683,0.06126424337084235,0.06575742371025864,90.32423781606121
tshape_anchor3_B_minus,topo_6102_dyn_842901,54,18268.0,1,18.331596870772046,0.0,98.96843702291517,0.18086135027226588,0.7047962285275435,0.009914457156868641,20.0,20.0,1.0,216149.0,0.19253626249823969,0.18952723579767283,0.18551249833372008,95.71142275818784
tshape_anchor3_B_minus,topo_6102_dyn_842901,55,18572.0,1,19.991115091706888,0.26666666666666666,60.79940815842929,0.41911796262757184,0.2929709964550269,0.05992120374582629,-22.0,22.0,0.35744159119807917,233006.0,0.24437087248205047,0.24244568143490894,0.2566079295154185,28.0613803239321
tshape_anchor3_B_minus,topo_6102_dyn_842901,56,18860.0,0,20.647986609114014,0.3333333333333333,33.249386387917184,0.5231271459322908,0.28066570600060486,0.08522798028855562,-10.0,10.0,0.4400150553822992,224844.0,0.1811452583308133,0.18064343805550181,0.20097147189839826,33.53885821712174
tshape_anchor3_B_minus,topo_6102_dyn_842901,57,19196.0,1,20.894400841712923,0.21052631578947367,38.36918133261861,0.4204716123297608,0.43698213063334596,0.027984102495989864,2.0,2.0,0.5950047451261496,195754.0,0.32013780955341414,0.3200046446328101,0.3222697724810401,38.16267528735625
tshape_anchor3_B_minus,topo_6102_dyn_842901,58,19526.0,1,21.869925025544944,0.0,93.86634771517129,0.14594110103027905,0.5657476316931189,0.02000486295524651,-8.0,8.0,0.46689338811091124,209749.0,0.29179379885508383,0.3064480236577538,0.3054611085830568,101.24127519592002
tshape_anchor3_B_minus,topo_6102_dyn_842901,59,19850.0,1,22.678371683363366,0.0,102.94446453689307,0.3932072591144131,0.33426747462917555,0.05446950011241066,12.0,12.0,0.23273709621115454,191263.0,0.11991311569667157,0.11656798937768006,0.1295458373098299,105.03378575143506
