candidate,stage,topology,noise,comparison,description,physical_status,duration_ms,primary,TA,TB,n_all_detected,n_TA_all,n_TB_all,detection_rate_per_s,detection_interval_median_ms,detection_interval_min_ms,detection_interval_cv,detection_interval_below_250ms_fraction,qualifying_duration_median_ms,excluded_overlapping,excluded_prolonged,excluded_insufficient,coreAE_rate_hz,coreBE_rate_hz,surroundE_rate_hz,allI_rate_hz,L_search,L_off,L_off_A,L_off_B,L_D16,D_mask_off,rotation_time_fraction,rotation_tracks_per_minute,max_fixed_ring_turns
follow_circle_out1.125_EI1,confirmation,2611,847301,up3__circle,圆核｜离核EE×1.125，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,150,43,107,186,49,137,3.1794871794871793,300.0,208.0,0.22463568782653695,0.10270270270270271,88.0,36,0,0,10.829093790683194,8.118284493284493,10.726837202790062,23.335217948717947,6.688290100126805,10.85688745041198,10.934808940560664,0.07792149014868324,11.587401420555885,0.16409809735016512,0.005586206896551724,6.206896551724138,0.5716636688840276
follow_ellipse4_out1.25_EI0.875,response,2511,847101,up3__ellipse4__EE_core_to_out_scale_1.25,椭圆4:1｜离核EE×1.25，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,157,39,118,165,39,126,2.8205128205128207,329.0,236.0,0.2569773550209942,0.036585365853658534,90.0,8,0,0,15.187226970560303,13.077706360725228,12.175198841516217,26.243010683760684,8.010422360429317,11.217480102604492,11.27426190724865,0.05678180464415876,11.774651560675299,0.31282504376144626,0.0,0.0,0.4138525277730464
follow_circle_out1.125_EI0.875,confirmation,2611,847301,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,174,51,123,184,53,131,3.1452991452991452,302.0,238.0,0.17439968415358356,0.0273224043715847,90.0,10,0,0,15.116771381672045,14.352084423512995,12.004008488365535,26.209143162393165,5.381240352423429,8.143913153450885,8.207076414702343,0.06316326125145712,8.830813619560482,0.17053744072326593,0.002379310344827586,3.103448275862069,0.6067776442472801
follow_circle_out1_EI0.875,response,2511,847102,up3__circle,圆核｜离核EE×1，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,146,57,89,189,73,116,3.230769230769231,297.0,218.0,0.19292421551258568,0.12234042553191489,84.0,43,0,0,12.428988603988604,12.54452046904877,10.040320788503381,22.40198717948718,4.411895159838871,5.797692349816527,5.880762688548456,0.08307033873192793,6.55570919074537,0.19707836174892124,0.010344827586206896,13.448275862068966,0.7688032456570778
follow_ellipse4_out1.125_EI0.875,response,2511,847102,follow_ellipse4_out1.125_EI1,椭圆4:1｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,159,32,127,172,32,140,2.9401709401709404,322.0,230.0,0.2437990475337192,0.04093567251461988,90.0,13,0,0,15.104534662867996,11.76250374363582,11.444798214134778,24.963726495726494,8.830104011799445,13.638121861171395,13.687009856537935,0.04888799536653948,14.123946315126382,0.2619433209363574,0.0,0.0,0.48948893945205757
up3__ellipse4__EI_same_core_scale_0.75__x_plus075,response,2511,847102,up3__ellipse4__EI_same_core_scale_0.75,椭圆4:1｜离核EE×1，同核EI×0.75｜x_plus075,COMPLETE_NO_RUNAWAY,60000.0,161,27,134,169,29,140,2.888888888888889,311.0,230.0,0.31004664045372227,0.023809523809523808,90.0,8,0,0,15.187132701151393,15.12168544244016,11.2432850835945,24.661519230769233,9.639959078006736,14.652650850341054,14.696340484984251,0.0436896346431976,15.09227779893823,0.3013564891351118,0.0,0.0,0.4830786985674823
up3__circle__EE_core_to_out_scale_1.25__radius205,response,2511,847102,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜radius205,COMPLETE_NO_RUNAWAY,60000.0,140,33,107,175,33,142,2.9914529914529915,298.0,226.0,0.31074137021150167,0.10919540229885058,90.0,35,0,0,11.82543280775108,6.756283548736379,10.609469542802877,23.096807692307692,7.99456029453366,12.675324199253314,12.739834780259994,0.06451058100668182,13.23979178306178,0.2158150761073957,0.00393103448275862,4.137931034482759,0.651613272940583
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,response,2511,847102,up3__ellipse4__EI_same_core_scale_0.75,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,COMPLETE_NO_RUNAWAY,60000.0,169,44,125,173,44,129,2.9572649572649574,318.0,240.0,0.2209823940167242,0.011627906976744186,88.0,4,0,0,15.038208253845076,15.38362476098325,11.550076941312785,25.378438034188036,7.626699094020784,10.508613649937097,10.564444421950213,0.05583077201311503,11.098326179325625,0.30900994380698354,0.000689655172413793,1.0344827586206897,0.6430007628381859
follow_ellipse4_out1.125_EI0.875,response,2511,847101,follow_ellipse4_out1.125_EI1,椭圆4:1｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,154,39,115,166,39,127,2.8376068376068377,332.0,232.0,0.25018360548442703,0.04242424242424243,90.0,12,0,0,14.344491927825262,11.637247448568203,11.026307702383411,24.074482905982908,7.538414229187747,10.972819383148291,11.032725991325856,0.05990660817756553,11.549420486857358,0.26727865165104914,0.0008275862068965517,1.0344827586206897,0.6352552136228111
up3__circle__EE_core_to_out_scale_1.25__radius235,response,2511,847101,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜radius235,COMPLETE_NO_RUNAWAY,60000.0,135,15,120,164,15,149,2.8034188034188032,324.0,214.0,0.3377301713164999,0.09815950920245399,90.0,29,0,0,11.505708495399217,5.2808072430713935,9.941456135837408,21.672121794871796,11.165630484925359,18.737840211427134,18.779882781737598,0.042042570310471594,19.092574398421732,0.23402595791608338,0.002103448275862069,2.0689655172413794,0.6470614692877971
follow_circle_out1.25_EI0.875,response,2511,847102,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,162,69,93,184,78,106,3.1452991452991452,304.0,230.0,0.1903501480676831,0.06557377049180328,86.0,22,0,0,14.947792022792022,15.086046029442254,12.853797958323469,27.899314102564105,4.379256602724957,4.414502679813418,4.485247517093578,0.07074483728016058,5.130794157275044,0.28290904205318057,0.0014482758620689654,2.0689655172413794,0.5930698827040791
follow_circle_out1.25_EI0.875,response,2511,847101,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,169,86,83,179,91,88,3.0598290598290596,309.0,234.0,0.20439555327669423,0.028089887640449437,86.0,10,0,0,14.567402659069327,15.02697721565646,12.618969332310087,27.37025,3.682674316961566,2.9895995791081327,3.057527308923686,0.0679277298155535,3.7070862252849164,0.2849760529025043,0.0007586206896551724,1.0344827586206897,0.6962898205957666
up3__circle__EI_same_core_scale_0.75,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,169,82,87,179,87,92,3.0598290598290596,308.0,234.0,0.20888700026206797,0.033707865168539325,84.0,10,0,0,16.35702754036087,16.49208652982238,11.296587186036398,24.986698717948716,3.4198349241110595,3.2584598465337504,3.3281615460337126,0.06970169949996222,3.9946840475021013,0.23323071732669776,0.002310344827586207,3.103448275862069,0.5693322951819696
up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,up3__circle,圆核｜离核EE×1.25，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,130,53,77,194,74,120,3.3162393162393164,290.0,208.0,0.1910096589774134,0.18652849740932642,84.0,64,0,0,9.547483380816715,9.546639942866358,11.125093410311827,24.30648504273504,3.963162962521818,5.432300903552669,5.529836813006826,0.09753590945415691,6.224780167867694,0.16242645489061946,0.001586206896551724,2.0689655172413794,0.715543548092121
follow_ellipse4_out1_EI0.875,response,2511,847101,up3__ellipse4,椭圆4:1｜离核EE×1，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,146,39,107,169,39,130,2.888888888888889,327.0,230.0,0.2530819843299784,0.07738095238095238,88.0,23,0,0,12.682787274453942,10.21761467044486,9.259632807212872,20.564871794871795,6.409577530772578,10.086886461268286,10.156160338617292,0.06927387734900804,10.719010592077982,0.1779423617356577,0.0033448275862068967,4.137931034482759,0.8285286086049305
follow_ellipse4_out1.25_EI0.75,response,2511,847101,up3__ellipse4__EE_core_to_out_scale_1.25,椭圆4:1｜离核EE×1.25，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,156,37,119,164,39,125,2.8034188034188032,340.0,240.0,0.23919043775802332,0.024539877300613498,90.0,8,0,0,16.127397910731244,16.628285760361234,12.698600538603158,27.210162393162392,7.901767909290754,11.000171200327369,11.057154762632795,0.056983562305426075,11.555760932805272,0.31282504376144626,0.0,0.0,0.6125651499289835
up3__circle__EE_core_to_out_scale_1.25__x_minus075,confirmation,2612,847301,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜x_minus075,COMPLETE_NO_RUNAWAY,60000.0,160,61,99,185,80,105,3.1623931623931623,304.0,222.0,0.18464091545914235,0.059782608695652176,84.0,25,0,0,9.795990513268,14.121192475174775,12.293982282748912,26.521294871794872,3.6193937604520054,5.459741141177154,5.534927994367832,0.07518685319067864,6.21160967308394,0.11586258921022252,0.006068965517241379,7.241379310344827,0.7240553524101209
follow_circle_out1.125_EI0.875,response,2511,847101,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,164,79,85,180,87,93,3.076923076923077,306.0,234.0,0.21638564422931386,0.05027932960893855,84.0,16,0,0,13.174335232668565,13.641048678784527,11.392823737050602,25.009021367521367,3.21250542176292,3.56203992066843,3.6341218136032385,0.07208189293480854,4.300879323250218,0.18645451166189853,0.0,0.0,0.48806343711896816
up3__circle__EE_core_to_out_scale_1.25__radius205,response,2511,847101,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜radius205,COMPLETE_NO_RUNAWAY,60000.0,142,29,113,173,29,144,2.9572649572649574,305.0,208.0,0.2688071109183744,0.09302325581395349,88.0,31,0,0,11.12504827632529,6.267284078604833,10.224360104915661,22.29444871794872,7.624713895516115,12.46707034050862,12.533573460403106,0.0665031198944854,13.057285529572178,0.1812044598722119,0.0015172413793103448,2.0689655172413794,0.6503754473427937
up3__circle__EE_core_to_out_scale_1.25__y_minus10,response,2511,847102,up3__circle__EE_core_to_out_scale_1.25,圆核｜离核EE×1.25，同核EI×1｜y_minus10,COMPLETE_NO_RUNAWAY,60000.0,154,53,101,183,56,127,3.128205128205128,312.0,228.0,0.20676003798400422,0.08241758241758242,88.0,29,0,0,11.259228950718311,8.29833897758426,11.406393361877528,24.831705128205126,6.093841468857116,10.091812057209818,10.17513271919404,0.0833206619842218,10.893773428807954,0.13649617549759052,0.0024482758620689654,2.0689655172413794,0.7787978599412484
follow_circle_out1.125_EI1,confirmation,2612,847301,up3__circle,圆核｜离核EE×1.125，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,144,41,103,186,60,126,3.1794871794871793,298.0,226.0,0.22875001298785325,0.10270270270270271,90.0,42,0,0,9.603056546102904,12.041903033053476,11.640842655225002,25.32483974358974,6.071220807049424,9.897593535588001,9.973352820609463,0.07575928502146191,10.579427100781158,0.1461984992205727,0.028310344827586206,32.06896551724138,0.7924978663478758
follow_circle_out1.125_EI1,confirmation,2612,847302,up3__circle,圆核｜离核EE×1.125，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,165,52,113,183,59,124,3.128205128205128,306.0,228.0,0.1943223131860021,0.06043956043956044,88.0,18,0,0,9.431867323258052,11.57096394264536,11.44400101259627,24.91330982905983,5.220247197935882,8.509058761184958,8.579695937337647,0.07063717615268976,9.237504640259571,0.12578712734968756,0.022517241379310344,21.724137931034484,0.8421826985593843
follow_circle_out1.125_EI1,confirmation,2611,847302,up3__circle,圆核｜离核EE×1.125，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,134,29,105,186,33,153,3.1794871794871793,304.0,220.0,0.1974687271488677,0.16756756756756758,88.0,52,0,0,11.323325974981605,7.138561834990407,10.749210213311851,23.373809829059827,7.160406875595507,12.171980059406707,12.255085556812876,0.08310549740616945,12.867988600183375,0.1399454438902915,0.005413793103448276,6.206896551724138,0.8444233521611749
up3__circle__EE_core_to_out_scale_1.25,confirmation,2611,847302,up3__circle,圆核｜离核EE×1.25，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,146,34,112,186,37,149,3.1794871794871793,302.0,224.0,0.19301377221284108,0.11891891891891893,88.0,40,0,0,12.464617648723609,8.162022501308215,11.520194099951823,24.921673076923078,6.949237824767114,11.42306825530644,11.492325643625437,0.06925738831899737,12.05504192371729,0.16121395895782997,0.0007586206896551724,1.0344827586206897,0.6727066823244906
up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847102,up3__ellipse4,椭圆4:1｜离核EE×1.25，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,149,33,116,179,33,146,3.0598290598290596,305.0,226.0,0.23774087859505866,0.0898876404494382,90.0,30,0,0,14.93105413105413,6.952012348238763,11.121741554448345,24.199568376068374,8.44661354573699,13.12546489790855,13.184098277951119,0.05863338004256944,13.67148824955498,0.24538015885898512,0.0015517241379310344,2.0689655172413794,0.5627439962636759
follow_circle_out1.125_EI0.875,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,162,66,96,186,75,111,3.1794871794871793,298.0,224.0,0.18780432870404457,0.07567567567567568,84.0,24,0,0,13.763532763532762,13.780887875227497,11.76393709840563,25.82221794871795,3.8716098541670885,4.946692757352075,5.019436945380562,0.072744188028488,5.683227661140515,0.1821272660618899,0.0,0.0,0.708315548046537
up3__circle__EI_same_core_scale_0.75,response,2511,847102,up3__circle,圆核｜离核EE×1，同核EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,164,69,95,184,74,110,3.1452991452991452,306.0,226.0,0.1906456577251217,0.06557377049180328,84.0,20,0,0,16.791381766381768,16.665169212339023,11.553686509675767,25.559275641025643,3.8527920319701416,4.139887676144914,4.212212502753989,0.07232482660907516,4.881217148887934,0.23222037409217988,0.000793103448275862,1.0344827586206897,0.5776979584819434
up3__circle__EE_core_to_out_scale_1.25,confirmation,2612,847302,up3__circle,圆核｜离核EE×1.25，同核EI×1,COMPLETE_NO_RUNAWAY,60000.0,155,52,103,182,61,121,3.111111111111111,312.0,226.0,0.20791375189328953,0.0718232044198895,86.0,27,0,0,9.813573328805118,13.48633667217738,12.166203308450633,26.261318376068377,4.454344578444913,7.251421224969773,7.328080899611956,0.07665967464218415,7.994061823065932,0.10793161763259307,0.01510344827586207,12.413793103448276,0.7842429595490217
follow_circle_out1.125_EI0.875,confirmation,2611,847302,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.875,COMPLETE_NO_RUNAWAY,60000.0,168,46,122,180,48,132,3.076923076923077,312.0,240.0,0.18539649900658425,0.03910614525139665,90.0,12,0,0,14.716477047602876,13.873626373626374,11.698799389551498,25.54802136752137,5.8601023851829455,9.102713533329387,9.165002629583148,0.06228909625375998,9.756749043993867,0.17046734442340927,0.000689655172413793,1.0344827586206897,0.7112349537734254
