candidate,reference,axis,shape,EE_out,EI,noise,mode,n,reference_n,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,pair_order_probability_mae,SCL_minus_ICL_lag_median_ms,local_width_ms_median,recruitment_span_ms_median,B_minus_A_t10_ms_median,first_10pct_mass_core_share_median,peak_active_components_median,union_active_area_mm2_median,peak_active_area_mm2_median,native_spatial_rms_mm_median,peak_largest_component_fraction_median
follow_ellipse4_out1.25_EI0.875,up3__ellipse4__EE_core_to_out_scale_1.25,EI,ellipse4,1.25,0.875,847102,TB,14.0,116,0.0387931034482758,0.0023510971786834256,0.0,0.007471264367816088,-0.013067793331599464,-1.177740195495062,2.0,-8.0,5.236489860168149,0.12371842586246411,0.0,16.0,3.5,0.28191378055730976,0.043099285782215446
follow_ellipse4_out1.25_EI0.875,follow_circle_out1.25_EI0.875,shape,ellipse4,1.25,0.875,847102,TB,37.0,93,0.005376344086021501,0.0009775171065494748,0.0,0.0014336917562723928,0.07803615739099601,0.435212548743948,0.0,2.0,-2.9007507541318773,-0.009918501002750768,0.0,1.0,-5.0,0.021423023448469358,-0.0015691706471716582
follow_circle_out1.125_EI1,up3__circle,EE_out,circle,1.125,1.0,847102,ALL,3.0,127,-0.1683222289521502,0.03805407191233967,0.0,0.03476071123186178,-0.09397977049540374,-1.272446848420259,0.0,-8.0,40.581254940712824,0.0023195491401641205,1.0,59.0,9.5,0.18859917204221333,-0.047763762474757776
follow_circle_out1.125_EI1,up3__circle,EE_out,circle,1.125,1.0,847102,TA,27.0,22,-0.3242115027829313,0.08492157193455907,0.0,-0.019691043768956,-0.06802138017795784,-41.24972522569442,0.0,-1.0,-0.2105591855579405,0.0024593880104712418,0.0,-2.5,4.5,-0.3348251124458477,0.03279294802573862
follow_circle_out1.125_EI1,up3__circle,EE_out,circle,1.125,1.0,847102,TB,-24.0,105,-0.08059964726631397,0.027032227032227185,0.0,0.014814814814814836,0.03917099404429225,-0.7892085944731662,0.0,-4.0,1.4037253970382153,0.020822876246012964,1.0,36.0,9.0,0.2110697231589631,-0.002798507462686617
follow_ellipse4_out1.125_EI0.75,up3__ellipse4__EI_same_core_scale_0.75,EE_out,ellipse4,1.125,0.75,847102,ALL,6.0,157,0.047770700636942665,0.00126464914867086,0.0,0.007296836127284295,-0.02372522204252453,-0.7605282024851476,2.0,-2.0,0.8000619714366621,-0.01398149365806517,0.0,9.0,1.0,0.0478922186693973,0.05458639828251899
follow_ellipse4_out1.125_EI0.75,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.75,847102,ALL,26.0,137,0.1970802919708029,-0.002788622420524356,0.0,0.01611469821838185,-0.06636210850394353,-1.594857343177864,2.0,-10.0,6.544421814985981,0.1709719997495783,1.0,84.0,15.0,0.6156069433936802,-0.013047530288909592
follow_ellipse4_out1.125_EI0.75,follow_circle_out1.125_EI0.75,shape,ellipse4,1.125,0.75,847102,ALL,-6.0,169,0.0,-0.002788622420524356,0.0,-0.002044989775051159,0.2207872592015929,43.64199670839662,2.0,20.0,-62.308512970397715,-0.008045195784061099,0.0,8.0,-2.0,0.14097517606856336,0.008480995007107639
follow_ellipse4_out1.125_EI0.75,up3__ellipse4__EI_same_core_scale_0.75,EE_out,ellipse4,1.125,0.75,847102,TA,0.0,31,0.19354838709677424,0.00293255131964798,0.0,0.01049916485957797,-0.01992840899274731,2.3884764522708792,0.0,0.0,-1.4914057523856172,-0.0036258870915270303,0.0,11.0,-4.0,0.030648366308746233,0.04200074209334925
follow_ellipse4_out1.125_EI0.75,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.75,847102,TA,3.0,28,0.625,-0.011730205278592365,0.0,-0.07676109616628835,-0.04488802774480927,-3.5715781641526974,0.0,0.0,-7.436805618552171,0.12358112606830365,0.0,33.5,10.0,0.251489809257353,0.025396488331059452
follow_ellipse4_out1.125_EI0.75,follow_circle_out1.125_EI0.75,shape,ellipse4,1.125,0.75,847102,TA,-42.0,73,0.0,-0.011730205278592365,0.0,-0.004827397506421804,-0.0041813251335145185,1.1426411416841802,0.0,0.0,-1.0904774701357383,-0.04604370323760043,0.0,9.0,1.0,0.06804780376149733,0.00916064629862956
follow_ellipse4_out1.125_EI0.75,up3__ellipse4__EI_same_core_scale_0.75,EE_out,ellipse4,1.125,0.75,847102,TB,6.0,126,0.011904761904761862,0.0007542962088417093,0.0,0.002140452140452165,-0.016138530003506957,-0.751193043094645,2.0,-2.0,0.8405854407847073,-0.01410388616587166,0.0,10.0,0.0,0.04722185573034032,0.05603999580156693
follow_ellipse4_out1.125_EI0.75,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.75,847102,TB,23.0,109,0.08715596330275233,-0.0006887052341597588,0.0,0.014785469372625343,-0.021108576973061954,-1.4499399427641038,2.0,-12.0,8.188400999992155,0.1740694495968868,1.0,92.0,14.0,0.7143106185485877,-0.009992886306361193
follow_ellipse4_out1.125_EI0.75,follow_circle_out1.125_EI0.75,shape,ellipse4,1.125,0.75,847102,TB,36.0,96,0.0,-0.0006887052341597588,0.0,-0.0005050505050505083,0.07878946223411876,0.5273056293644913,0.0,0.0,-1.7621872181907747,-0.004574428868548863,0.0,2.0,-4.0,0.016474241017879976,0.001438302362883559
follow_ellipse4_out1.125_EI0.75,up3__ellipse4__EI_same_core_scale_0.75,EE_out,ellipse4,1.125,0.75,847101,ALL,0.0,156,0.054487179487179516,-0.0011655011655011815,0.0,0.0064102564102563875,-0.010193101658158954,-0.7353115962523589,2.0,0.0,0.6641688793943104,-0.019080082763468065,0.0,9.0,-1.0,0.056596041023791344,0.053807815079665144
follow_ellipse4_out1.125_EI0.75,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.75,847101,ALL,23.0,133,0.3270676691729324,0.0021732653311601347,0.0,0.008714007110301347,-0.03190683657393295,-0.9947905794833787,2.0,-10.0,5.581936464274804,0.16905335793022347,1.0,77.0,10.0,0.5899933107456912,-0.013435959772767792
follow_ellipse4_out1.125_EI0.75,follow_circle_out1.125_EI0.75,shape,ellipse4,1.125,0.75,847101,ALL,-13.0,169,0.0,-0.0030482338174644408,0.0,-0.0022353714661406954,0.23668723486547122,51.29539993668368,2.0,20.0,-101.4705535968451,-0.00741280415021478,0.0,9.0,-3.0,0.1345045994503975,0.013892937565635255
follow_ellipse4_out1.125_EI0.75,up3__ellipse4__EI_same_core_scale_0.75,EE_out,ellipse4,1.125,0.75,847101,TA,-3.0,39,0.15384615384615385,-0.006021756021756142,0.0,0.020484460328744403,-0.017009812714002648,2.9245337680113153,0.0,-2.0,-1.7587990059537333,-0.0018825643702761186,0.0,8.5,-2.0,0.034534691656101124,0.042156007070101364
follow_ellipse4_out1.125_EI0.75,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.75,847101,TA,-3.0,39,0.7564102564102564,-0.0013597513597515265,0.0,-0.06379222513290123,0.01617394861637697,-0.46243096346006496,0.0,2.0,-7.558132232132266,0.1179252124854897,0.0,37.5,10.0,0.2739176911717953,0.012301732214367811
follow_ellipse4_out1.125_EI0.75,follow_circle_out1.125_EI0.75,shape,ellipse4,1.125,0.75,847101,TA,-54.0,90,0.0,-0.015656565656565702,0.0,0.00101489640038821,-0.0015386578572287035,1.3916562921276636,0.0,0.0,-1.1856091803829258,-0.04565878642118612,0.0,7.5,-1.0,0.051604463920528865,0.010588361873881014
follow_ellipse4_out1.125_EI0.75,up3__ellipse4__EI_same_core_scale_0.75,EE_out,ellipse4,1.125,0.75,847101,TB,3.0,117,0.021367521367521403,1.9425019425090007e-05,0.0,0.002863247863247903,-0.013978841955199717,-0.6911406021336006,2.0,-2.0,0.7572413329903611,-0.01787856861772552,0.0,9.0,-0.5,0.05527633104620833,0.05061638428763049
follow_ellipse4_out1.125_EI0.75,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.75,847101,TB,26.0,94,0.14893617021276595,0.002143778207608027,0.0,0.02710401891252956,-0.015991768754994362,-1.2994037166918133,2.0,-12.0,8.262503812667546,0.1765482393816032,1.0,89.0,14.5,0.707541920409648,-0.011904794973636834
follow_ellipse4_out1.125_EI0.75,follow_circle_out1.125_EI0.75,shape,ellipse4,1.125,0.75,847101,TB,41.0,79,0.0,0.00039317222861534606,0.0,0.0002883263009845205,0.032481936624049135,0.14719585376042232,0.0,0.0,-0.7645665630484473,-0.0011713682098987155,0.0,1.0,-0.5,0.010264053610407053,-0.00026584010427821436
up3__ellipse4,up3__circle,shape,ellipse4,1.0,1.0,847102,ALL,-15.0,127,-0.04098706411698527,0.02752709888536664,0.0,0.007725455979611079,0.0494348606939754,-0.769045450347221,0.0,-6.0,-30.50666411830207,-0.004442938019619216,0.0,-11.0,0.0,-0.2630403691121046,0.0
up3__ellipse4,up3__circle,shape,ellipse4,1.0,1.0,847102,TA,-2.0,22,-0.17727272727272725,0.0685950413223142,0.0,-0.04968016664940328,-0.012940589777918898,0.41870463792838564,0.0,0.0,2.664145042959717,-0.01599774084103714,0.0,-1.5,-3.0,-0.10441342308951107,0.03258410632824882
up3__ellipse4,up3__circle,shape,ellipse4,1.0,1.0,847102,TB,-13.0,105,-0.011490683229813614,0.018944099378882084,0.0,0.018255749743094657,0.07186782229931815,-0.24551125894140569,0.0,-2.0,-7.065990026587315,-0.002213650683588808,0.0,-2.0,0.0,-0.0990855429093882,0.0
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,EI,ellipse4,1.0,0.75,847102,ALL,45.0,112,0.03258644222020013,0.011368806352882732,0.0,0.021430508322199088,-0.08297904112572324,-1.4171606944464656,0.0,-14.0,8.683579372538588,0.19946612628583016,1.0,91.0,19.0,0.789508705015483,-0.06763392857142858
up3__ellipse4__EI_same_core_scale_0.75,up3__circle__EI_same_core_scale_0.75,shape,ellipse4,1.0,0.75,847102,ALL,-7.0,164,0.4247902749728134,-0.002390300394028766,0.0,-0.021882260411384635,0.15596527141836497,40.797304180940046,0.0,22.0,-62.669337573819575,-0.011958651641376439,0.0,13.0,-3.0,0.15895621703996365,-0.012894325019550013
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,EI,ellipse4,1.0,0.75,847102,TA,11.0,20,0.006451612903225712,0.0035190615835777317,0.0,-0.022917396648820393,-0.11830838437456712,-114.64575699437592,0.0,-65.0,-11.52258996850287,0.18004382597378216,0.0,-7.0,25.5,-0.43245519627338336,-0.01895878976541132
up3__ellipse4__EI_same_core_scale_0.75,up3__circle__EI_same_core_scale_0.75,shape,ellipse4,1.0,0.75,847102,TA,-38.0,69,0.531089294062646,-0.010710187428279783,0.0,-0.06760923986507783,-0.0027921628433341117,-2.2343340994229948,0.0,2.0,-0.09162984664726537,-0.05961916176352858,0.0,12.0,6.0,0.1203972808734104,-0.020436234016698696
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,EI,ellipse4,1.0,0.75,847102,TB,34.0,92,0.04244306418219468,0.013379132944350225,0.0,0.021992178513917632,-0.007416132851313262,-1.0209952628747487,0.0,-12.0,11.036481536673818,0.19604259451459805,1.0,92.0,18.0,0.826684648725001,-0.06603288210792813
up3__ellipse4__EI_same_core_scale_0.75,up3__circle__EI_same_core_scale_0.75,shape,ellipse4,1.0,0.75,847102,TB,31.0,95,0.27756892230576447,-0.0014430014430014682,0.0,0.024211875470491334,0.051763448494301145,0.5338892346017019,0.0,2.0,-1.8292019144519145,-0.010029950167556034,0.0,2.0,-4.0,0.014531053638553004,-0.00590247882369721
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,EE_out,ellipse4,1.25,1.0,847101,ALL,22.0,111,-0.002438528754318159,0.025659973028393845,0.0,0.021463804557806665,-0.15727051043418383,-1.3179286870145006,0.0,-10.0,5.468806366043282,0.033643219147568515,1.0,83.0,18.0,0.554297302155546,-0.057149689143950244
up3__ellipse4__EE_core_to_out_scale_1.25,up3__circle__EE_core_to_out_scale_1.25,shape,ellipse4,1.25,1.0,847101,ALL,-13.0,146,0.28689875373364915,-0.000744388992406475,0.0,-0.03523830050316512,0.11289649829487564,41.74228699510786,0.0,30.0,-99.4503589743581,0.035688465077938755,0.0,9.0,-0.5,0.1059510813293576,0.00575111716171306
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,EE_out,ellipse4,1.25,1.0,847101,TA,19.0,16,0.16874999999999996,0.014448051948051988,0.0,-0.05714529868156912,-0.16299648048331833,-86.73752461672666,0.0,-64.0,-13.575740674303233,0.12645215021883716,0.0,-6.0,18.5,-0.28599859644438386,0.01843195643106832
up3__ellipse4__EE_core_to_out_scale_1.25,up3__circle__EE_core_to_out_scale_1.25,shape,ellipse4,1.25,1.0,847101,TA,-36.0,71,0.36197183098591545,-0.0013169928662886132,0.0,-0.07870243106951627,0.03159123156747107,-3.6304293220018735,0.0,6.0,-8.479446240286052,0.10003442883136696,0.0,24.0,6.0,0.24253770672865205,0.02332546709587824
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,EE_out,ellipse4,1.25,1.0,847101,TB,3.0,95,0.0019334049409237553,0.027780490186505302,0.0,0.035409953455066256,-0.002352466135594422,-0.8027338772908479,0.0,-6.0,5.585979291632611,0.0066854435538331175,1.0,83.5,17.0,0.5532767392084645,-0.06401312455782437
up3__ellipse4__EE_core_to_out_scale_1.25,up3__circle__EE_core_to_out_scale_1.25,shape,ellipse4,1.25,1.0,847101,TB,23.0,75,0.11210884353741501,-0.0009276437847866026,0.0,0.020551070188357973,0.010490604843725548,-0.051865369944607664,0.0,2.0,-0.9993620819986972,0.0007419272863840309,0.0,-0.5,-1.0,-0.00399982988471681,0.001204266746523408
follow_circle_out1.125_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.125,0.75,847101,ALL,0.0,169,0.47337278106508873,-0.0005379236148467248,0.0,-0.014669168814143707,-0.11211274772669405,-3.4320871974123293,0.0,0.0,18.92016955614963,-0.018629210908257587,0.0,14.0,1.0,0.08371074669208767,0.027616157606651925
follow_circle_out1.125_EI0.75,follow_circle_out1.125_EI1,EI,circle,1.125,0.75,847101,ALL,32.0,137,0.1897810218978102,0.00037693917536696375,0.0,0.00627065993371434,-0.22537525866388985,-53.09735459650619,0.0,-32.0,38.30381173944079,0.1905457468550295,0.0,29.0,16.0,0.3049797625184505,0.02424222283430022
follow_circle_out1.125_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.125,0.75,847101,TA,8.0,82,0.7195121951219512,0.00019709288001956704,0.0,-0.055319478881584644,-0.020541314252614795,-0.601483013086181,0.0,2.0,-0.9788166303451362,-0.014038398674507846,0.0,15.0,4.0,0.09925527408816937,0.009662953503649319
follow_circle_out1.125_EI0.75,follow_circle_out1.125_EI1,EI,circle,1.125,0.75,847101,TA,39.0,51,0.3529411764705883,-0.002020202020202033,0.0,-0.042182687144149134,-0.024097941582179178,-15.274271185195175,0.0,-18.0,-12.170974318895787,0.21177547137211344,0.0,3.0,15.0,0.03427508432187487,0.015425677927045967
follow_circle_out1.125_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.125,0.75,847101,TB,-8.0,87,0.24137931034482762,-0.0011507479861910808,0.0,0.029893310738179496,-0.019915299531187758,-0.5331946948390396,2.0,-2.0,0.6468505798475235,-0.02271665216222213,0.0,10.0,-1.0,0.05962599946914171,0.04674100134567427
follow_circle_out1.125_EI0.75,follow_circle_out1.125_EI1,EI,circle,1.125,0.75,847101,TB,-7.0,86,0.09302325581395354,0.002020499371102824,0.0,0.025253683412899908,-0.029410499788140088,-1.732265334494059,2.0,-13.0,7.304384169154218,0.17628951919678626,1.0,83.5,15.5,0.6333873355816806,-0.01163895486935862
follow_ellipse4_out1.25_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.25,0.875,847101,ALL,11.0,146,0.31506849315068486,0.0018679950186798466,0.0,0.012768619951358473,-0.06338032396788695,-1.2598487977456898,2.0,-4.0,2.307370338686269,0.0041846392715851055,1.0,72.5,15.0,0.4306505727844696,-0.01873166328142628
follow_ellipse4_out1.25_EI0.875,up3__ellipse4__EE_core_to_out_scale_1.25,EI,ellipse4,1.25,0.875,847101,ALL,24.0,133,0.12406015037593987,0.0013670539986331276,0.0,0.018456358397257705,0.006311198762324444,-0.887922010209877,2.0,-6.0,3.6458837036552723,0.09561873331435838,0.0,16.0,3.0,0.24232326442981833,0.03841802586252396
follow_ellipse4_out1.25_EI0.875,follow_circle_out1.25_EI0.875,shape,ellipse4,1.25,0.875,847101,ALL,-12.0,169,0.00591715976331364,0.005379236148466804,0.0,0.004733727810650901,0.22466036321843014,50.471776065542144,2.0,22.0,-94.25453253363958,-0.009430549867250865,0.0,6.0,-3.0,0.13876237874212727,0.011438765092594894
follow_ellipse4_out1.25_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.25,0.875,847101,TA,0.0,39,0.8076923076923077,0.006993006993006978,0.0,-0.06503504176120967,-0.00892510665985674,-1.3444081667330465,0.0,2.0,-5.165741509455984,0.03913260025263271,0.0,32.0,8.0,0.21800715882913302,0.04270559644172789
follow_ellipse4_out1.25_EI0.875,up3__ellipse4__EE_core_to_out_scale_1.25,EI,ellipse4,1.25,0.875,847101,TA,4.0,35,0.30000000000000004,0.0025974025974025983,0.0,0.002375707594089671,0.011088242756996575,1.1784632424096344,0.0,2.0,-1.2930551650460984,0.0350719972038184,0.0,13.0,1.0,0.10272714708318276,0.008872225426075686
follow_ellipse4_out1.25_EI0.875,follow_circle_out1.25_EI0.875,shape,ellipse4,1.25,0.875,847101,TA,-47.0,86,0.011627906976744207,0.009513742071881715,0.0,0.008003191454908964,0.0021960145822133015,1.105771227459627,0.0,1.0,-1.8546536479389033,-0.014188118010850737,0.0,8.0,2.0,0.06782159811604505,0.014576844708637182
follow_ellipse4_out1.25_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.25,0.875,847101,TB,11.0,107,0.13551401869158886,0.0,0.0,0.019937694704049824,-0.009922293331840804,-1.29262438893511,2.0,-2.0,2.1883390875282203,-0.001426881926000212,1.0,77.0,16.0,0.4781255375782951,-0.017503536311885393
follow_ellipse4_out1.25_EI0.875,up3__ellipse4__EE_core_to_out_scale_1.25,EI,ellipse4,1.25,0.875,847101,TB,20.0,98,0.061224489795918324,0.0009276437847866026,0.0,0.010204081632653073,0.01098873192546268,-1.0363777106122143,2.0,-8.0,4.5441445522155846,0.12357704891337791,0.0,16.5,3.0,0.27960379512610345,0.04650958824593898
follow_ellipse4_out1.25_EI0.875,follow_circle_out1.25_EI0.875,shape,ellipse4,1.25,0.875,847101,TB,35.0,83,0.0,0.0010952902519167917,0.0,0.0008032128514056103,0.06505684937826073,0.16185163628233568,0.0,0.0,-0.9444610112368537,-0.004845564550328418,0.0,1.0,-2.0,0.013761986571156903,0.0022377843143910336
follow_circle_out1_EI0.875,up3__circle,EI,circle,1.0,0.875,847102,ALL,19.0,127,-0.4537806061913493,0.041703846794991284,0.0,0.06760849943334071,-0.07944636092291946,-2.4593709415239573,0.0,-19.0,23.83856549156826,0.13184911301673657,1.0,35.0,12.0,0.10035425836814937,-0.01407498006128649
follow_circle_out1_EI0.875,up3__circle,EI,circle,1.0,0.875,847102,TA,35.0,22,-0.9158692185007975,0.08358706684065531,0.0,0.06516395086047472,-0.02795272115343589,-108.62110867401861,0.0,-73.0,-6.407763867275207,0.1386862101221234,0.0,-41.5,7.5,-0.8666362850147911,0.0537370110853399
follow_circle_out1_EI0.875,up3__circle,EI,circle,1.0,0.875,847102,TB,-16.0,105,-0.16500802568218287,0.03376623376623378,0.0,0.011678853363651237,0.06195443653718591,-0.6092265865117952,0.0,-12.0,3.7746733053791104,0.13902890830759007,0.0,24.0,8.0,0.31186586322458076,0.0
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.125,0.875,847102,ALL,8.0,151,0.21839726769128254,-0.004574042309891335,0.0,0.004961502275965368,-0.023583184010149028,-0.6095594625148806,0.0,-2.0,1.1919613323334488,0.00039916561510133786,1.0,63.0,12.0,0.3716617012477963,-0.05393691307488557
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.875,847102,ALL,22.0,137,0.13733186429784694,-0.004574042309891335,0.0,0.006838933276451853,-0.05033216430605436,-0.7944596072848071,0.0,-8.0,5.219587446452351,0.11347761111418608,1.0,74.0,12.0,0.5381839461549989,-0.05393691307488557
follow_ellipse4_out1.125_EI0.875,follow_circle_out1.125_EI0.875,shape,ellipse4,1.125,0.875,847102,ALL,-3.0,162,0.24272070812951319,-0.004574042309891335,0.0,-0.00033915770941883583,0.18132245469249247,31.386322746018777,0.0,20.0,-50.20064546127287,-0.009138656883093066,0.0,8.0,-4.0,0.08257913674703055,-0.017156740024080297
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.125,0.875,847102,TA,-6.0,38,0.615953947368421,-0.017045454545454586,0.0,-0.09683983149099495,-0.042816594965608634,-1.408837886790252,0.0,2.0,-3.386947940806408,0.03712831259640342,0.0,26.0,3.0,0.14727296850392957,0.03293696463724183
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.875,847102,TA,4.0,28,0.359375,-0.017045454545454586,0.0,-0.07791752572658386,-0.048800004080824244,-4.161453272786957,0.0,0.0,-6.4695169547472915,0.09975313584654602,0.0,25.0,7.0,0.1790833692591871,0.01606044297860798
follow_ellipse4_out1.125_EI0.875,follow_circle_out1.125_EI0.875,shape,ellipse4,1.125,0.875,847102,TA,-34.0,66,0.24952651515151514,-0.017045454545454586,0.0,-0.030159346023854228,-0.011096774907770474,-0.28022595161473873,0.0,2.0,-1.2929864821509227,-0.01075633642811702,0.0,12.5,-0.5,0.10826639679858818,-0.0013926748197176098
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.125,0.875,847102,TB,14.0,113,0.06734722319002162,-0.0014316392269148048,0.0,0.011469584001114919,-0.008802094831681873,-0.5746368138352409,0.0,0.0,1.496478157947422,-0.005456382839659546,1.0,69.0,13.0,0.4294291549692666,-0.058578431372549034
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.875,847102,TB,18.0,109,0.07928194755472084,-0.0014316392269148048,0.0,0.01319078234486748,-0.004139938088484119,-0.6820551871933276,0.0,-8.0,6.794630006101215,0.11720996087193807,1.0,81.0,12.0,0.6426075384706715,-0.058578431372549034
follow_ellipse4_out1.125_EI0.875,follow_circle_out1.125_EI0.875,shape,ellipse4,1.125,0.875,847102,TB,31.0,96,0.14837598425196852,-0.0014316392269148048,0.0,0.020122484689413883,0.04299547284985128,0.28572327134224906,0.0,2.0,-1.6689747543878184,-0.010294144311105702,0.0,2.0,-4.5,0.010126409222143806,-0.023072066455658957
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.125,0.875,847101,ALL,8.0,146,0.2631204412026329,-0.0010835988420048182,0.0,0.0036777108604493514,-0.05516683105963072,-0.6236783314288914,0.0,-2.0,1.5904263824268128,-9.209994777373276e-05,1.0,61.5,12.5,0.3237906999640927,-0.043896853738825015
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.875,847101,ALL,21.0,133,0.27511961722488043,0.003883676132480085,0.0,0.00304190143819566,-0.03307219553917806,-0.3534016951753074,0.0,-8.0,4.494925761381637,0.1158806446989779,1.0,66.0,8.5,0.4802506899561987,-0.043896853738825015
follow_ellipse4_out1.125_EI0.875,follow_circle_out1.125_EI0.875,shape,ellipse4,1.125,0.875,847101,ALL,-10.0,164,0.21634463097877732,-0.0018429464105738091,0.0,0.006823940952887242,0.17099272933056334,44.91294233496137,0.0,22.0,-75.72684082391697,-0.005647005744112671,0.0,8.0,-1.5,0.08435847051202039,0.004120169411191532
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.125,0.875,847101,TA,0.0,39,0.6538461538461539,-0.002331002331002363,0.0,-0.08427668546164563,-0.027472958734344743,-2.6819282750439015,0.0,2.0,-3.582028478063876,0.0325263458939464,0.0,21.0,3.0,0.13297232676472337,0.02794085227939469
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.875,847101,TA,0.0,39,0.6025641025641025,0.006993006993006867,0.0,-0.08256728375224393,0.0007954339707119396,-1.835300487728091,0.0,2.0,-6.242236463396694,0.09305987483205319,0.0,28.0,7.0,0.20108793404000647,0.0043940025197760635
follow_ellipse4_out1.125_EI0.875,follow_circle_out1.125_EI0.875,shape,ellipse4,1.125,0.875,847101,TA,-40.0,79,0.29552093476144103,-0.007022513351627291,0.0,-0.032779136829673594,-0.01223830690307623,0.2417078437647433,0.0,2.0,-2.0281986458139727,-0.0041378842829542795,0.0,12.0,0.0,0.0900656118135057,0.0029490622974882585
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1_EI0.875,EE_out,ellipse4,1.125,0.875,847101,TB,8.0,107,0.11812271434376276,-0.0007905138339920903,0.0,0.01703914397941214,-0.008725703334132973,-0.684478924551513,0.0,0.0,1.286099140323131,-0.007141457794730327,1.0,66.0,13.0,0.3921745289229559,-0.04719703215169002
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,EI,ellipse4,1.125,0.875,847101,TB,21.0,94,0.13154486586493985,0.0021108401311916714,0.0,0.024761023743447436,-0.0012511848885525256,-0.6261303068131383,0.0,-8.0,6.884449182769458,0.1221754758268179,1.0,78.0,13.0,0.6131595206182965,-0.04719703215169002
follow_ellipse4_out1.125_EI0.875,follow_circle_out1.125_EI0.875,shape,ellipse4,1.125,0.875,847101,TB,30.0,85,0.08260869565217388,-0.0007905138339920903,0.0,0.010434782608695653,0.03182242037981731,0.22496897118980996,0.0,2.0,-0.9979044965657522,-0.005882040312190306,0.0,2.0,-1.0,0.005132774001431528,0.009807798766184428
follow_circle_out1.25_EI0.875,follow_circle_out1_EI0.875,EE_out,circle,1.25,0.875,847102,ALL,16.0,146,0.4746321664129882,-0.0021216733545501576,0.0,-0.03446050346787824,-0.19523837199843322,-40.95671077616316,0.0,-23.0,14.731284707623672,0.011875384926068489,0.0,49.0,12.5,0.3234869818375712,-0.011313954622064859
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,EI,circle,1.25,0.875,847102,ALL,32.0,130,0.3545584045584045,-0.0019684019684020893,0.0,-0.01487497484125369,-0.11572623648187816,-38.2238027819285,0.0,-24.0,7.040450689390127,0.13613115782411442,0.0,17.0,6.0,0.168939666214869,0.031750639186430174
follow_circle_out1.25_EI0.875,follow_circle_out1_EI0.875,EE_out,circle,1.25,0.875,847102,TA,12.0,57,0.9023646071700993,-0.0033978226197904915,0.0,-0.1330629711163701,-0.12121738713142821,-3.873640086665546,0.0,6.0,-2.7961694476834964,0.022188634641077676,0.0,37.0,11.0,0.2866640104691802,-0.0053750695086211
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,EI,circle,1.25,0.875,847102,TA,16.0,53,0.633579436696746,-0.004872349417058275,0.0,-0.09195075661785973,0.028082158288254416,-3.960543444176892,0.0,6.0,-8.161322847350675,0.14863379045043174,0.0,28.0,8.0,0.2496184776979078,0.005523373454970115
follow_circle_out1.25_EI0.875,follow_circle_out1_EI0.875,EE_out,circle,1.25,0.875,847102,TB,4.0,89,0.2024888244533043,-0.0009775171065494748,0.0,0.029780885782591332,-0.08618270868361472,-1.7917915986836306,2.0,-4.0,3.5300929286822793,0.0010988883101878677,1.0,74.0,17.0,0.43536543709519027,-0.01777137367915471
