candidate,comparison,stage,topology,noise,layer,mode,description,n_condition,n_reference,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,pair_order_probability_mae,SCL_minus_ICL_lag_median_ms,local_width_ms_median,recruitment_span_ms_median,B_minus_A_t10_ms_median,first_10pct_mass_core_share_median,peak_active_components_median,n,union_active_area_mm2_median,peak_active_area_mm2_median,native_spatial_rms_mm_median,peak_largest_component_fraction_median
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847101,all_detected,TB,圆核｜离核EE×1.125，同核EI×0.875,93,120,-0.03010752688172036,0.002272727272727315,0.0,0.011101316207174444,-0.023084115237137548,-0.8308735892387631,0.0,-10.0,5.56871220413268,0.12272485778712616,1.0,-27,77.0,15.0,0.5771134539137766,-0.06072874493927127
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,ALL,圆核｜离核EE×1.25，同核EI×1｜radius205,142,146,0.2243391857997299,-0.0006577447248873325,0.0,-0.0353185877087438,0.20649560902470226,41.80108710581453,0.0,31.0,-98.68528301390506,0.01201410105561497,0.0,-4,6.0,-2.0,0.07079724302914503,-0.0079556057500626
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,TA,圆核｜离核EE×1.25，同核EI×1｜radius205,29,71,0.1447304516755707,-0.0018543865071305454,0.0,-0.03616642383033841,-0.013536804085561321,-2.340539188044204,0.0,6.0,-1.5818670444277814,0.012254201170587564,0.0,-42,12.0,1.0,0.14556182164900555,-0.025639435409151368
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,TB,圆核｜离核EE×1.25，同核EI×1｜radius205,113,75,0.07156342182890851,-0.0008045052292839916,0.0,0.01010618426938864,0.02251353631249048,-0.31658364665963745,0.0,2.0,-0.41499458274483914,0.0015726566020780042,0.0,38,-2.0,-2.0,0.00880597383139392,-0.005014249898215084
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,ALL,圆核｜离核EE×1.25，同核EI×1｜radius205,173,185,0.2595844399312607,-6.817116643731413e-05,0.0,-0.03790985069643399,0.2591267874353121,42.617009733687155,0.0,32.0,-110.75126575544436,0.011294834215401922,0.0,-12,7.0,-2.0,0.0790889844160203,-0.0072848259112838765
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TA,圆核｜离核EE×1.25，同核EI×1｜radius205,29,97,0.14770707429790259,-0.0012603819926962911,0.0,-0.03336888256902479,-0.010078272334040017,-2.1127170677136746,0.0,6.0,-0.5275652545969933,0.009744533449743936,0.0,-68,11.0,2.0,0.1321989090739928,-0.025740968681007392
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TB,圆核｜离核EE×1.25，同核EI×1｜radius205,144,88,0.06534090909090906,-0.0006313131313131493,0.0,0.01378040434626357,0.020387590767338093,-0.23959888465196855,0.0,2.0,-0.741132058268704,0.00012814651292483714,0.0,56,-1.5,-2.0,0.012849927667679673,-0.0041709943009919925
up3__circle__EE_core_to_out_scale_1.25__y_minus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,ALL,圆核｜离核EE×1.25，同核EI×1｜y_minus10,154,130,0.2854145854145854,-0.01572064299337017,-0.012987012987012991,-0.02743144900959768,0.1004167423214079,4.821204047820174,0.0,10.0,-14.780113795517536,0.022171322444210842,0.0,24,17.0,-3.5,0.2580184111968027,-0.010950519840052353
up3__circle__EE_core_to_out_scale_1.25__y_minus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,TA,圆核｜离核EE×1.25，同核EI×1｜y_minus10,53,53,0.5566037735849056,-0.03259005145797611,0.0,-0.03822007562457158,0.13829261364588266,113.0993583990271,0.0,76.0,-8.564294509636966,0.03788816444948789,0.0,0,51.0,-7.0,0.8066598985241207,-0.07301005959908913
up3__circle__EE_core_to_out_scale_1.25__y_minus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,TB,圆核｜离核EE×1.25，同核EI×1｜y_minus10,101,77,0.09457374308859456,-0.006920172536734159,-0.01980198019801982,-0.009655400924541452,-0.006314359993766783,0.5204361401956703,0.0,2.0,2.304897000285564,0.0033083286890035757,0.0,24,2.0,-1.0,-0.011458067270293526,0.0004601624407571947
up3__circle__EE_core_to_out_scale_1.25__y_minus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,ALL,圆核｜离核EE×1.25，同核EI×1｜y_minus10,183,194,0.25323925412652815,-0.012560111850292599,-0.010928961748633892,-0.02446089581764857,0.10257983092023049,1.6624143897201975,0.0,6.0,-19.015497822303587,0.017665389655643488,0.0,-11,11.0,-3.0,0.19332995841114275,-0.01028512976203566
up3__circle__EE_core_to_out_scale_1.25__y_minus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TA,圆核｜离核EE×1.25，同核EI×1｜y_minus10,56,74,0.5371621621621622,-0.03163390663390653,0.0,-0.03238789573578796,0.13582208081582461,113.51572859949238,0.0,74.0,-7.733440890148813,0.03717469709426878,0.0,-18,50.5,-6.5,0.8039980940232496,-0.07549943997309905
up3__circle__EE_core_to_out_scale_1.25__y_minus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TB,圆核｜离核EE×1.25，同核EI×1｜y_minus10,127,120,0.07011154855643043,-0.004169649248389584,-0.015748031496062964,-0.0027296587926509686,-0.006856888625725532,0.30410180167064027,0.0,0.0,2.9852279666511095,0.0029094993288118626,0.0,7,0.0,-1.0,0.013707167305823553,0.0008877709466358352
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,response,2511,847102,primary,ALL,椭圆4:1｜离核EE×1.25，同核EI×1,149,112,-0.013602588686481343,0.012981565414451501,0.0,0.014664951674198956,-0.10855458271367957,-1.021878401169488,0.0,-8.0,5.070715914456741,0.028685920291858916,1.0,37,84.0,17.0,0.5862730531767886,-0.05958171206225682
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,response,2511,847102,primary,TA,椭圆4:1｜离核EE×1.25，同核EI×1,33,20,-0.08787878787878789,0.01542699724517893,0.0,-0.0146614646272831,-0.13794970717517324,-114.94921400973362,0.0,-65.0,-11.997721694147913,0.12227896640021053,0.0,13,-6.0,21.5,-0.4616606398581107,0.01660855332651845
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,response,2511,847102,primary,TB,椭圆4:1｜离核EE×1.25，同核EI×1,116,92,0.01555472263868074,0.012471037208668267,0.0,0.017166416791604217,-0.004992143723151488,-0.5425541820150102,0.0,-4.0,6.233515646348678,0.008704520436151858,1.0,24,85.0,16.5,0.5858260861203188,-0.062439830108541816
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,response,2511,847102,all_detected,ALL,椭圆4:1｜离核EE×1.25，同核EI×1,179,159,-0.021608516917887677,0.008895745693468737,0.0,0.012552121435438018,-0.1046072208116196,-0.770819528355787,0.0,-6.0,4.590129672006697,0.022283628458755186,1.0,20,84.0,17.0,0.5988313513941899,-0.060201511335012614
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,response,2511,847102,all_detected,TA,椭圆4:1｜离核EE×1.25，同核EI×1,33,20,-0.08787878787878789,0.01542699724517893,0.0,-0.0146614646272831,-0.13794970717517324,-114.94921400973362,0.0,-65.0,-11.997721694147913,0.12227896640021053,0.0,13,-6.0,21.5,-0.4616606398581107,0.01660855332651845
up3__ellipse4__EE_core_to_out_scale_1.25,up3__ellipse4,response,2511,847102,all_detected,TB,椭圆4:1｜离核EE×1.25，同核EI×1,146,139,0.005149305213363542,0.00797369576319018,0.0,0.010873492986432781,-0.007929435658632022,-0.4309309344153007,0.0,-4.0,4.406827073597924,0.008385663826914455,1.0,7,85.0,17.0,0.6035246477132921,-0.06328331054938485
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847102,primary,ALL,圆核｜离核EE×1.125，同核EI×0.875,162,130,-0.09477682811016142,0.004895104895104918,0.0,-0.00724451803527848,-0.12858214247347194,-32.260212508984296,0.0,-32.0,-12.728466622300402,0.1303664137156825,0.0,32,12.0,11.5,0.22575924854485052,0.0109835894239525
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847102,primary,TA,圆核｜离核EE×1.125，同核EI×0.875,66,49,-0.16821273964131112,0.0018552875695732052,0.0,-0.013404438206130992,-0.07597120439551999,-70.89849983550175,0.0,-66.0,-7.879016346415028,0.14488915623710613,0.0,17,-16.0,11.5,-0.3520679774050546,0.014889740097714266
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847102,primary,TB,圆核｜离核EE×1.125，同核EI×0.875,96,81,-0.032793209876543106,0.006734006734006592,0.0,0.005856393865477871,-0.016884668565067762,-0.7463294862091061,0.0,-10.0,3.682555314329875,0.1123368370052816,0.0,15,51.0,11.5,0.4819217490869301,-0.03270785745420346
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847102,all_detected,ALL,圆核｜离核EE×1.125，同核EI×0.875,186,186,-0.08870967741935476,0.004398826979472137,0.0,-0.006356323527012264,-0.17928605792488084,-24.68779781749481,0.0,-24.0,29.780041864440136,0.12374695007827412,0.0,0,35.0,13.0,0.38396187089513667,-0.0034731759034443144
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847102,all_detected,TA,圆核｜离核EE×1.125，同核EI×0.875,75,55,-0.07757575757575741,0.0049586776859503745,0.0,-0.02418819413274409,-0.06854508783278612,-67.42896173252666,0.0,-62.0,-7.8770429018914,0.14585821697579146,0.0,20,-15.0,10.0,-0.29980874967407267,0.011140986698783273
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847102,all_detected,TB,圆核｜离核EE×1.125，同核EI×0.875,111,131,-0.03971528780689082,0.004163775156141414,0.0,0.0060321421328291824,-0.02290837798081763,-0.7836511647747102,0.0,-8.0,4.3491148325356335,0.11595479426730086,1.0,-20,74.0,14.0,0.5483733893424043,-0.04209621993127144
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847102,primary,ALL,圆核｜离核EE×1，同核EI×0.75,164,127,-0.43319089686959855,0.04128620563227814,0.0,0.0510382247131948,-0.1895094518501128,-42.98351032573373,0.0,-42.0,40.846252828056095,0.2069818399075874,1.0,37,67.0,22.0,0.3675121188634147,-0.05473960355187857
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847102,primary,TA,圆核｜离核EE×1，同核EI×0.75,69,22,-0.7019104084321476,0.08282429033417171,0.0,-0.0049883234331458415,-0.1284568113091519,-111.99271825702453,0.0,-67.0,-8.766815078895888,0.2236652468962736,0.0,47,-20.5,16.5,-0.6572659002363048,0.03406155057953619
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847102,primary,TB,圆核｜离核EE×1，同核EI×0.75,95,105,-0.2466165413533834,0.03376623376623378,0.0,0.016036052786520955,0.012688240953703744,-1.8003957564178563,0.0,-16.0,5.799693424538418,0.20385889399856527,1.0,-10,88.0,22.0,0.7130680521770598,-0.060130403284230916
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847102,all_detected,ALL,圆核｜离核EE×1，同核EI×0.75,184,169,-0.40743182402881406,0.037786210445073465,0.0,0.045925422827311296,-0.2109277252331006,-36.51222874715086,0.0,-33.0,58.463614374739336,0.2034013874260578,1.0,15,78.0,23.0,0.5952568228641866,-0.05566645262374381
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847102,all_detected,TA,圆核｜离核EE×1，同核EI×0.75,74,23,-0.6509988249118683,0.09117615639354781,0.0,-0.005981807035325082,-0.12574820695064812,-111.74202539751968,0.0,-66.0,-8.406010047696782,0.22326556333581943,0.0,51,-20.0,15.0,-0.6514131220664607,0.021784478600178292
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847102,all_detected,TB,圆核｜离核EE×1，同核EI×0.75,110,146,-0.22826899128268985,0.030510585305105753,0.0,0.01428618205323276,0.0003585534548878333,-1.5511945779371672,0.0,-14.0,7.12448613015772,0.19991362333949492,1.0,-36,90.0,21.5,0.7622103859915423,-0.06297816862630778
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,confirmation,2611,847302,primary,ALL,圆核｜离核EE×1.125，同核EI×0.875,168,134,-0.12615493958777546,-0.01886670543386948,0.0,0.026971084313960225,-0.020217540323817063,-1.8843045787748451,2.0,-12.0,4.522181638448274,0.16010266107222126,-1.0,34,-7.0,2.0,0.018595815379932823,0.052524868236829114
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,confirmation,2611,847302,primary,TA,圆核｜离核EE×1.125，同核EI×0.875,46,29,-0.27586206896551724,-0.08307210031347956,0.0,0.09284768553816533,-0.05824196328242412,-8.028186155554067,0.0,-68.0,-6.253009749281773,0.16924737055739986,-1.0,17,-16.0,5.5,-0.37178085459300103,0.07898852971845671
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,confirmation,2611,847302,primary,TB,圆核｜离核EE×1.125，同核EI×0.875,122,105,-0.058391881342701124,0.008253495138740963,0.0,0.007155867811605515,0.028968405142563214,-1.0997706502967048,2.0,-10.0,4.2802973146626755,0.1603171341627232,-1.0,17,-12.0,3.0,0.06001640654243534,0.04610024122219247
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,confirmation,2611,847302,all_detected,ALL,圆核｜离核EE×1.125，同核EI×0.875,180,186,-0.13369175627240149,-0.02284131638970366,0.005376344086021501,0.021190718350638044,-0.0506890632820004,-1.6252137281562682,2.0,-12.0,5.039672369324762,0.15587094053396008,-1.0,-6,-6.0,5.5,0.09170076171130415,0.04556282446951465
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,confirmation,2611,847302,all_detected,TA,圆核｜离核EE×1.125，同核EI×0.875,48,33,-0.24242424242424243,-0.08488292011019283,0.030303030303030276,0.09072507260220897,-0.057182438116713835,-7.3773778304366715,0.0,-68.0,-7.068896940820196,0.1715049149221607,-1.0,15,-16.0,6.5,-0.37016619320174105,0.08104674796747968
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,confirmation,2611,847302,all_detected,TB,圆核｜离核EE×1.125，同核EI×0.875,132,153,-0.06996434937611407,0.004307783719548541,0.0,-6.932065755593797e-05,0.013838815474739141,-1.0290765707250102,2.0,-8.0,4.655944824749895,0.15586555030715932,-1.0,-21,-11.0,4.5,0.1359074035370167,0.04332229580573954
up3__circle__EE_core_to_out_scale_1.25__x_plus075,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,ALL,圆核｜离核EE×1.25，同核EI×1｜x_plus075,156,146,0.14813839128907624,-0.020356355972794282,0.0,-0.04221402646060182,0.03874699551139138,21.519136827161674,0.0,23.0,-14.984673421521052,0.008759074188194355,0.0,10,5.0,1.5,0.15636727850634013,-0.008777227305803992
up3__circle__EE_core_to_out_scale_1.25__x_plus075,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,TA,圆核｜离核EE×1.25，同核EI×1｜x_plus075,65,71,0.19274106175514627,-0.03788042942972503,0.0,-0.065308775731311,0.01694617065291082,-6.766981672364636,0.0,4.0,-5.716453791454114,0.015164022915949482,0.0,-6,12.0,2.0,0.278446496612192,-0.020422135927095075
up3__circle__EE_core_to_out_scale_1.25__x_plus075,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,TB,圆核｜离核EE×1.25，同核EI×1｜x_plus075,91,75,0.05794871794871792,-0.007992007992007943,0.0,-1.4078948219753418e-05,-0.02388648426177792,-0.28026090371895407,0.0,0.0,2.4985204548502224,-0.0010496597083333309,0.0,16,0.0,1.0,0.061563374105983115,-0.001763506735840803
up3__circle__EE_core_to_out_scale_1.25__x_plus075,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,ALL,圆核｜离核EE×1.25，同核EI×1｜x_plus075,181,185,0.1646558160370316,-0.019107605847937248,0.0,-0.04159947907229489,0.06658120209771717,28.281565531382512,0.0,28.0,-27.31767563309768,0.009875073583783311,0.0,-4,6.0,1.0,0.1620508271468708,-0.007533285612025709
up3__circle__EE_core_to_out_scale_1.25__x_plus075,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TA,圆核｜离核EE×1.25，同核EI×1｜x_plus075,76,97,0.1978431904503526,-0.036403097716174226,0.0,-0.060743353228431884,0.02060742647429753,-6.165968089342641,0.0,4.0,-4.831477190351507,0.012658593145631308,0.0,-21,14.0,2.0,0.275433282385273,-0.021260400552450487
up3__circle__EE_core_to_out_scale_1.25__x_plus075,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TB,圆核｜离核EE×1.25，同核EI×1｜x_plus075,105,88,0.04956709956709948,-0.006926406926406892,0.0,0.0038994519653111626,-0.027015656868065563,-0.27351334859577037,0.0,0.0,2.5148603680281667,0.0007249766843343691,0.0,17,0.0,0.0,0.06629732647063413,0.0007927013020363471
up3__ellipse4__EI_same_core_scale_0.75__y_minus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,ALL,椭圆4:1｜离核EE×1，同核EI×0.75｜y_minus10,162,157,-0.20531571911614377,-0.022321588138997872,0.0,-0.00961182003832789,0.027412905040921476,0.07532578429709247,0.0,0.0,2.5716486318506213,-0.001459216041721778,0.0,5,-1.0,0.0,-0.0010814255379214543,-0.004207333128789403
up3__ellipse4__EI_same_core_scale_0.75__y_minus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,TA,椭圆4:1｜离核EE×1，同核EI×0.75｜y_minus10,39,31,-0.5500413564929694,-0.07857733664185285,0.0,0.13701752616862337,-0.017417310207256537,8.866002526508964,0.0,-4.0,-2.6202672369763604,0.010031327472009688,0.0,8,-8.0,-4.0,-0.009548248821381833,-0.04336507985737925
up3__ellipse4__EI_same_core_scale_0.75__y_minus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,TB,椭圆4:1｜离核EE×1，同核EI×0.75｜y_minus10,123,126,-0.08565621370499421,-0.003730686657515858,0.0,-0.016324687056394366,0.0013527587719814882,0.06538762304899137,0.0,0.0,2.3496065382187226,0.0010944029369703845,0.0,-3,0.0,0.0,-0.0019037940747184123,0.0023900419274484053
up3__ellipse4__EI_same_core_scale_0.75__y_minus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,ALL,椭圆4:1｜离核EE×1，同核EI×0.75｜y_minus10,173,172,-0.21651095577362556,-0.02362548729667968,0.0,-0.009544000301536432,0.009853060182376916,0.07043646465717757,0.0,0.0,2.62809692787323,-0.0014722218956692013,0.0,1,-1.0,1.0,-0.0014478945517932829,-0.0043560733219497605
up3__ellipse4__EI_same_core_scale_0.75__y_minus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,TA,椭圆4:1｜离核EE×1，同核EI×0.75｜y_minus10,43,31,-0.5738934733683421,-0.08047466412057569,0.0,0.13844865318114571,-0.01700437697578594,8.866002526508964,0.0,-4.0,-2.6202672369763604,0.011561205166868177,0.0,12,-9.0,-4.0,-0.012114997395728189,-0.04336507985737925
up3__ellipse4__EI_same_core_scale_0.75__y_minus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,TB,椭圆4:1｜离核EE×1，同核EI×0.75｜y_minus10,130,141,-0.08166939443535182,-0.0036056142439121475,0.0,-0.01558465175486451,0.000865744123693446,0.08636487357125588,0.0,0.0,2.327239062848548,0.0014685333343397167,0.0,-11,0.0,0.0,-0.0013585161476452612,0.002668007240380077
up3__circle__EE_core_to_out_scale_1.25__y_plus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,ALL,圆核｜离核EE×1.25，同核EI×1｜y_plus10,157,130,0.15970112689857907,-0.004970825352990982,0.0,-0.03586155205903324,-0.05982826673911379,-39.457573494477856,0.0,-14.0,19.628798688394454,0.0018844183493342825,0.0,27,-1.0,1.5,0.0338210131529566,-0.0001780518665120967
up3__circle__EE_core_to_out_scale_1.25__y_plus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,TA,圆核｜离核EE×1.25，同核EI×1｜y_plus10,64,53,0.36512382075471694,-0.009648370497427172,0.0,-0.08885612759675818,0.04528055784210483,-15.289807891717373,0.0,13.0,0.9963663663656916,0.006960425063744294,0.0,11,3.0,3.0,0.026170805909320194,0.011605872210793233
up3__circle__EE_core_to_out_scale_1.25__y_plus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,TB,圆核｜离核EE×1.25，同核EI×1｜y_plus10,93,77,0.01829353442256665,-0.0017519137753743141,0.0,0.0032014779356724643,-0.04632639468280325,-0.5964608092313028,0.0,-2.0,-3.60000646658591,-0.005590175885117357,0.0,16,-1.0,-1.0,0.025198881351178315,-0.006285669345519107
up3__circle__EE_core_to_out_scale_1.25__y_plus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,ALL,圆核｜离核EE×1.25，同核EI×1｜y_plus10,195,194,0.12478191911181613,-0.004183788719871129,0.0,-0.02843470730209463,-0.09562321388391021,-47.34584354919616,0.0,-16.0,39.747238095234934,0.0008586419837467163,0.0,1,0.0,2.0,0.03746119016008276,-0.002941538425044854
up3__circle__EE_core_to_out_scale_1.25__y_plus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TA,圆核｜离核EE×1.25，同核EI×1｜y_plus10,84,74,0.35263835263835264,-0.00944775944775944,0.0,-0.08626406450941204,0.043344823646151276,-14.798866209361222,0.0,12.0,1.591120941004192,0.008010793734676364,0.0,10,3.5,3.5,0.026666704095092086,0.005060950353077853
up3__circle__EE_core_to_out_scale_1.25__y_plus10,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TB,圆核｜离核EE×1.25，同核EI×1｜y_plus10,111,120,-0.0014639639639639768,-0.00018427518427543976,0.0,0.006246246246246173,-0.054815206254843984,-0.7026809813846739,0.0,-2.0,-2.2162234985489704,-0.0032853928678156924,0.0,-9,1.0,2.0,0.054652239954018356,-0.0058580608396404665
up3__ellipse4__EI_same_core_scale_0.75__x_minus075,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,ALL,椭圆4:1｜离核EE×1，同核EI×0.75｜x_minus075,168,157,-0.035562632696390706,0.004053271569195216,0.0,-0.0017692852087756727,-0.11416036834689214,-0.22288895059500646,0.0,-2.0,-1.298429610205858,-0.00041265379472571473,0.0,11,-1.0,1.0,-0.07305691913664969,0.022672187283040546
up3__ellipse4__EI_same_core_scale_0.75__x_minus075,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,TA,椭圆4:1｜离核EE×1，同核EI×0.75｜x_minus075,45,31,0.026881720430107614,0.014662756598240345,0.0,0.0038016154669548996,-0.025846689239508364,2.3432196838875825,0.0,2.0,2.998884266366076,0.00970482516301388,-1.0,14,0.0,-7.0,-0.13060466542363347,0.07253190060443249
up3__ellipse4__EI_same_core_scale_0.75__x_minus075,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,TB,椭圆4:1｜离核EE×1，同核EI×0.75｜x_minus075,123,126,-0.0409407665505227,0.0014430014430014682,0.0,-0.004400567815201956,-0.04464795934158072,-0.04802675539121992,0.0,0.0,-2.913262150819719,0.0036681365543272393,0.0,-3,-1.0,1.0,-0.002348829539285724,0.00026839967677905197
up3__ellipse4__EI_same_core_scale_0.75__x_minus075,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,ALL,椭圆4:1｜离核EE×1，同核EI×0.75｜x_minus075,175,172,-0.03639534883720941,0.0036997885835095,0.0,-0.0021395348837209283,-0.11738600842074576,-0.22455908361553156,0.0,-2.0,-1.9539843997781645,0.0005890168443346,0.0,3,-1.0,2.0,-0.06234310731066284,0.022624658091821903
up3__ellipse4__EI_same_core_scale_0.75__x_minus075,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,TA,椭圆4:1｜离核EE×1，同核EI×0.75｜x_minus075,45,31,0.026881720430107614,0.014662756598240345,0.0,0.0038016154669548996,-0.025846689239508364,2.3432196838875825,0.0,2.0,2.998884266366076,0.00970482516301388,-1.0,14,0.0,-7.0,-0.13060466542363347,0.07253190060443249
up3__ellipse4__EI_same_core_scale_0.75__x_minus075,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,TB,椭圆4:1｜离核EE×1，同核EI×0.75｜x_minus075,130,141,-0.03936170212765955,0.0012894906511927706,0.0,-0.0043026004728132505,-0.04246847810502469,-0.056337711802370904,0.0,0.0,-2.9608305772198946,0.004075980342244545,0.0,-11,-0.5,1.0,-0.0028062786132627693,0.0021301836145013464
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847102,primary,ALL,椭圆4:1｜离核EE×1.25，同核EI×0.75,160,149,0.09395973154362414,0.0024405125076264467,0.0,0.016107382550335586,0.0010014223226935126,-1.3805109993081714,2.0,-8.0,5.052500299681924,0.14983006659236003,-1.0,11,20.0,7.0,0.30868985495120427,0.05958171206225682
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847102,primary,TA,椭圆4:1｜离核EE×1.25，同核EI×0.75,30,33,0.28787878787878785,0.0027548209366391463,0.0,0.007070630344462481,0.0027825695377419746,2.9410869626285603,0.0,0.0,-1.8151285988060408,0.047295192465307084,-1.0,-3,14.5,3.0,0.1005295800630952,0.036964557512502716
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847102,primary,TB,椭圆4:1｜离核EE×1.25，同核EI×0.75,130,116,0.0387931034482758,0.0023510971786834256,0.0,0.007471264367816088,-0.019368159631965698,-1.4039015932976326,2.0,-10.0,6.32565589971091,0.16521950726514684,-1.0,14,20.0,7.5,0.33895358257671404,0.062439830108541816
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,ALL,椭圆4:1｜离核EE×1.25，同核EI×0.75,169,179,0.07821229050279332,0.002539360081259545,0.0,0.013780260707635023,-0.021652906568022434,-1.4725670218367668,2.0,-8.0,5.152255655511908,0.14939101219983963,-1.0,-10,20.0,7.0,0.3073370596134293,0.060201511335012614
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TA,椭圆4:1｜离核EE×1.25，同核EI×0.75,30,33,0.28787878787878785,0.0027548209366391463,0.0,0.007070630344462481,0.0027825695377419746,2.9410869626285603,0.0,0.0,-1.8151285988060408,0.047295192465307084,-1.0,-3,14.5,3.0,0.1005295800630952,0.036964557512502716
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TB,椭圆4:1｜离核EE×1.25，同核EI×0.75,139,146,0.03082191780821919,0.002490660024906499,0.0,0.006392694063926951,-0.01854505602907458,-1.4275848325942206,2.0,-8.0,6.005691893919902,0.1606021985275574,-1.0,-7,20.0,7.0,0.3185947627889094,0.06328331054938485
up3__ellipse4__EI_same_core_scale_0.75__y_minus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847101,primary,ALL,椭圆4:1｜离核EE×1，同核EI×0.75｜y_minus10,162,156,-0.2819325735992402,-0.03297936631269971,0.0,0.0033790826220433112,0.05879058083571326,-0.4398179237959994,0.0,2.0,2.261507581153637,-0.0014737272558029146,0.0,6,-3.0,-2.0,-0.04225066040917902,-0.0041354907113807515
