candidate,comparison,stage,topology,noise,layer,mode,description,n_condition,n_reference,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,pair_order_probability_mae,SCL_minus_ICL_lag_median_ms,local_width_ms_median,recruitment_span_ms_median,B_minus_A_t10_ms_median,first_10pct_mass_core_share_median,peak_active_components_median,n,union_active_area_mm2_median,peak_active_area_mm2_median,native_spatial_rms_mm_median,peak_largest_component_fraction_median
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,TA,圆核｜离核EE×1.25，同核EI×1｜radius205,33,53,0.2607204116638079,0.0017152658662091813,0.0,-0.0479893272346103,-0.04525234188905747,2.751133445776304,0.0,-2.0,-1.9483835200735484,0.005967320288502678,0.0,-20,21.0,3.0,0.16274862743056495,-0.045658118131937875
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,TB,圆核｜离核EE×1.25，同核EI×1｜radius205,107,77,0.14079378565359868,0.0011806375442738881,0.0,0.019380756400148413,0.020881045267554077,0.27267508380828076,0.0,0.0,-2.7160684269802005,-0.008894200477229955,0.0,30,3.0,-6.0,0.016414873306581867,-0.0038160316515768455
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,ALL,圆核｜离核EE×1.25，同核EI×1｜radius205,175,194,0.23818851251840945,0.0013040567679744042,0.0,-0.020864751713929652,0.14026556879448066,1.0224771111020345,0.0,2.0,-40.7481871862492,0.003500582359632229,0.0,-19,8.0,-2.0,0.0895008812435556,-0.012803835574930478
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TA,圆核｜离核EE×1.25，同核EI×1｜radius205,33,74,0.2530712530712531,0.002457002457002533,0.0,-0.04509964509964515,-0.04614582229297742,3.3241873574615965,0.0,-4.0,-1.0969642464979188,0.005946860398240314,0.0,-41,20.5,3.0,0.1595058893397745,-0.048330952418976
up3__circle__EE_core_to_out_scale_1.25__radius205,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TB,圆核｜离核EE×1.25，同核EI×1｜radius205,142,120,0.1080399061032864,0.000992317541613108,0.0,0.020093896713615028,0.015764100328739594,0.18040603996905702,0.0,0.0,-1.339135547063961,-0.007195614979508352,0.0,22,3.0,-3.0,0.040223327828247335,-0.005049557682426431
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,ALL,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,169,157,0.047770700636942665,0.0029774243395017663,0.0,0.008552871267226952,-0.09410301070349497,-0.26387643995985854,0.0,-2.0,-1.7224258743444807,0.0004880241793698836,0.0,12,3.0,1.0,0.007796852085291128,0.010538063909774409
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,TA,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,44,31,0.19354838709677424,0.010530525193281681,0.0,0.012296259335696696,0.006489571828090568,-9.14357668232924,0.0,10.0,2.9031769406642525,0.02356927220000385,0.0,13,13.0,1.0,0.06793604998254299,0.032870494791697014
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,primary,TB,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,125,126,0.011904761904761862,0.0014430014430014682,0.0,0.002645502645502673,-0.05183354779318122,-0.10047115061661316,0.0,0.0,-2.1387714938155113,0.002683256397771727,0.0,-1,1.0,0.0,0.009342060437680821,0.0006906130796849874
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,ALL,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,173,172,0.043604651162790664,0.002648816434271506,0.0,0.007756418873504506,-0.10330179938339462,-0.255003195054087,0.0,-2.0,-1.781225945677761,0.00039150402680704355,0.0,1,3.0,2.0,0.007138345745045349,0.010457657440059998
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,TA,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,44,31,0.19354838709677424,0.010530525193281681,0.0,0.012296259335696696,0.006489571828090568,-9.14357668232924,0.0,10.0,2.9031769406642525,0.02356927220000385,0.0,13,13.0,1.0,0.06793604998254299,0.032870494791697014
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,up3__ellipse4__EI_same_core_scale_0.75,response,2511,847102,all_detected,TB,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,129,141,0.010638297872340496,0.0012894906511927706,0.0,0.0023640661938534313,-0.051095275275890584,-0.04850659494786669,0.0,0.0,-2.161473742391536,0.002402397435624093,0.0,-12,1.0,0.0,0.010117511283374014,0.00091898681285707
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,response,2511,847101,primary,ALL,椭圆4:1｜离核EE×1.125，同核EI×0.875,154,133,0.27511961722488043,0.003883676132480085,0.0,0.00304190143819566,-0.03307219553917806,-0.3534016951753074,0.0,-8.0,4.494925761381637,0.1158806446989779,1.0,21,66.0,8.5,0.4802506899561987,-0.043896853738825015
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,response,2511,847101,primary,TA,椭圆4:1｜离核EE×1.125，同核EI×0.875,39,39,0.6025641025641025,0.006993006993006867,0.0,-0.08256728375224393,0.0007954339707119396,-1.835300487728091,0.0,2.0,-6.242236463396694,0.09305987483205319,0.0,0,28.0,7.0,0.20108793404000647,0.0043940025197760635
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,response,2511,847101,primary,TB,椭圆4:1｜离核EE×1.125，同核EI×0.875,115,94,0.13154486586493985,0.0021108401311916714,0.0,0.024761023743447436,-0.0012511848885525256,-0.6261303068131383,0.0,-8.0,6.884449182769458,0.1221754758268179,1.0,21,78.0,13.0,0.6131595206182965,-0.04719703215169002
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,response,2511,847101,all_detected,ALL,椭圆4:1｜离核EE×1.125，同核EI×0.875,166,173,0.21192283585207872,0.00356760726563643,0.0,0.014787490267660047,-0.06656497894060415,-0.4369778397490336,0.0,-8.0,5.38542333991154,0.11246730078436784,1.0,-7,72.0,12.0,0.5055584943970599,-0.04495807665381224
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,response,2511,847101,all_detected,TA,椭圆4:1｜离核EE×1.125，同核EI×0.875,39,39,0.6025641025641025,0.006993006993006867,0.0,-0.08256728375224393,0.0007954339707119396,-1.835300487728091,0.0,2.0,-6.242236463396694,0.09305987483205319,0.0,0,28.0,7.0,0.20108793404000647,0.0043940025197760635
follow_ellipse4_out1.125_EI0.875,follow_ellipse4_out1.125_EI1,response,2511,847101,all_detected,TB,椭圆4:1｜离核EE×1.125，同核EI×0.875,127,134,0.09992361029498187,0.0026763106443444817,0.0,0.019265875347671102,-0.007119308072830399,-0.4968844974946478,0.0,-6.0,6.178270735117621,0.12012967156674802,1.0,-7,78.0,12.0,0.6064676816976817,-0.04749804534792812
up3__circle__EE_core_to_out_scale_1.25__radius235,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,ALL,圆核｜离核EE×1.25，同核EI×1｜radius235,135,146,0.34429223744292237,-0.0020709376873760954,0.0,-0.03406589272319138,0.2852423515743509,42.2198836057687,0.0,34.0,-99.84214883007371,0.00746155203155309,0.0,-11,10.0,-2.5,0.1705975501538637,-0.008157668897889603
up3__circle__EE_core_to_out_scale_1.25__radius235,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,TA,圆核｜离核EE×1.25，同核EI×1｜radius235,15,71,0.2619718309859155,0.001280409731113985,0.0,-0.0593557988858161,-0.019874549662396185,-1.0662856839244341,0.0,6.0,-2.323617880436359,0.047385971360544954,0.0,-56,33.0,2.0,0.3111680282461924,-0.041867444737226145
up3__circle__EE_core_to_out_scale_1.25__radius235,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,TB,圆核｜离核EE×1.25，同核EI×1｜radius235,120,75,0.14833333333333332,-0.00303030303030305,0.0,0.022421818487677686,0.04162572456212027,0.0017950854110040382,0.0,2.0,-0.28839446083475195,-0.0067202586595444674,0.0,45,1.0,-2.0,0.08725864659888405,-0.005690310153844358
up3__circle__EE_core_to_out_scale_1.25__radius235,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,ALL,圆核｜离核EE×1.25，同核EI×1｜radius235,164,185,0.36944627554383647,-0.0017888176424762925,0.0,-0.03256305900630266,0.3236261066190242,42.90200430382174,0.0,32.0,-110.87984380118587,0.011870415576642881,0.0,-21,10.5,-2.0,0.17121642441785312,-0.007089098830505236
up3__circle__EE_core_to_out_scale_1.25__radius235,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TA,圆核｜离核EE×1.25，同核EI×1｜radius235,15,97,0.26494845360824737,0.0018744142455482393,0.0,-0.05655825762450248,-0.01641601791087488,-0.8384635635939048,0.0,6.0,-1.269316090605571,0.044876303639701326,0.0,-82,32.0,3.0,0.2978051156711796,-0.04196897800908217
up3__circle__EE_core_to_out_scale_1.25__radius235,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TB,圆核｜离核EE×1.25，同核EI×1｜radius235,149,88,0.13895668090298963,-0.003050640634533197,0.0,0.024229695919716188,0.036315476575709715,0.020840832888097793,0.0,0.0,-0.22414475550885982,-0.0010058399011978053,0.0,61,1.0,-2.0,0.09258740728647208,-0.003766556029214718
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,ALL,圆核｜离核EE×1.25，同核EI×0.875,162,130,0.3545584045584045,-0.0019684019684020893,0.0,-0.01487497484125369,-0.11572623648187816,-38.2238027819285,0.0,-24.0,7.040450689390127,0.13613115782411442,0.0,32,17.0,6.0,0.168939666214869,0.031750639186430174
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,TA,圆核｜离核EE×1.25，同核EI×0.875,69,53,0.633579436696746,-0.004872349417058275,0.0,-0.09195075661785973,0.028082158288254416,-3.960543444176892,0.0,6.0,-8.161322847350675,0.14863379045043174,0.0,16,28.0,8.0,0.2496184776979078,0.005523373454970115
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,primary,TB,圆核｜离核EE×1.25，同核EI×0.875,93,77,0.16345482474514728,0.00020312043772441335,0.0,0.02542370015789472,-0.07541751815225989,-1.4703796885769407,2.0,-8.0,4.193325617889059,0.11908906439612468,0.0,16,15.0,3.0,0.2028156575392126,0.04469859268317111
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,ALL,圆核｜离核EE×1.25，同核EI×0.875,184,194,0.31616987897803683,-0.0016095513630252078,0.0,-0.006908152479043139,-0.13602412059242808,-36.95960052642158,0.0,-26.0,18.299414868706663,0.13166203891638345,0.0,-10,16.0,6.0,0.16565186059643366,0.03302765860152701
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TA,圆核｜离核EE×1.25，同核EI×0.875,78,74,0.6301108801108801,-0.005701505701505627,0.0,-0.08954416627033421,0.028005074293843413,-3.4785076844746072,0.0,4.0,-7.098294694919787,0.1490197001878732,0.0,4,26.5,7.0,0.24687069722934218,0.0028628706527515924
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847102,all_detected,TB,圆核｜离核EE×1.25，同核EI×0.875,106,120,0.12444968553459113,0.0014150943396225024,0.0,0.02540880503144652,-0.07272414636983976,-1.4601668699428956,2.0,-8.0,4.762916098407004,0.11797268629006794,0.0,-14,15.0,5.5,0.23535050209905606,0.046612650575151515
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,ALL,圆核｜离核EE×1.25，同核EI×0.875,169,146,0.4050417443462754,-0.004756571142240151,0.0,-0.021515669916558317,-0.10545266616123006,-9.61741108064416,0.0,2.0,-1.5499427370632475,0.140737748259548,0.0,23,19.0,5.5,0.20951196701704866,0.03273037793164213
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,TA,圆核｜离核EE×1.25，同核EI×0.875,86,71,0.6503439240091713,-0.00823333234076773,0.0,-0.08432991493033556,0.04048345974225434,-3.557737307051866,0.0,7.0,-7.917847757393247,0.1492945440460361,0.0,15,29.0,5.0,0.27744325569578976,0.017620847813316742
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,primary,TB,圆核｜离核EE×1.25，同核EI×0.875,83,75,0.17333333333333334,-0.0010952902519167917,0.0,0.029951938969605435,-0.0435775126090725,-1.2500947168391576,2.0,-6.0,4.489243481453741,0.12916454075009037,0.0,8,15.0,4.0,0.26184197867022974,0.045476070678071356
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,ALL,圆核｜离核EE×1.25，同核EI×0.875,179,185,0.4187377321455533,-0.004603791195970097,0.0,-0.022364121821400074,-0.08357453855681976,-8.970171632210622,0.0,2.0,-12.952702899667202,0.13967636752228485,0.0,-6,19.0,5.0,0.2081736293316645,0.034656807197993245
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TA,圆核｜离核EE×1.25，同核EI×0.875,91,97,0.6539594426192364,-0.008115595744461745,0.0,-0.08109792439736332,0.044822318397221506,-3.309922688174993,0.0,8.0,-6.731611412760685,0.14701014830276213,0.0,-6,28.0,6.0,0.26198871614689345,0.01795805362764058
follow_circle_out1.25_EI0.875,up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TB,圆核｜离核EE×1.25，同核EI×0.875,88,88,0.15909090909090906,-0.0010330578512397492,0.0,0.031078384144243354,-0.052029888694381965,-1.188137850124349,2.0,-6.0,4.282653126464766,0.12787837428864388,0.0,0,15.0,4.0,0.2685712924764436,0.04647953002250749
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847101,primary,ALL,圆核｜离核EE×1，同核EI×0.75,169,127,-0.422191678702884,0.03686259228354927,0.0,0.050109057277233277,-0.21435632197162413,-51.11296723313717,0.0,-44.0,50.89567922033166,0.20492544447051314,1.0,42,63.0,23.0,0.35892011916787236,-0.05494505494505497
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847101,primary,TA,圆核｜离核EE×1，同核EI×0.75,82,22,-0.6513303769401331,0.05150171336424114,0.0,0.03293063283151565,-0.03180818751568815,-110.95961559137686,0.0,-72.0,-8.288243381364282,0.21150964184674614,1.0,60,-17.0,18.0,-0.3068836145439189,-0.05352280889304617
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847101,primary,TB,圆核｜离核EE×1，同核EI×0.75,87,105,-0.19376026272577995,0.03463203463203468,0.0,0.015965762117319204,0.013823210395010943,-2.1308039753712364,0.0,-16.0,-1.2086436269019032,0.20096618767275687,1.0,-18,88.0,21.0,0.7120557521190003,-0.05837995621503289
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847101,all_detected,ALL,圆核｜离核EE×1，同核EI×0.75,179,156,-0.427607076350093,0.02987003685327716,0.0,0.04983008943199174,-0.24850449871040425,-50.535225689118306,0.0,-36.0,86.03992894632393,0.20138635275467343,1.0,23,76.0,23.0,0.5501828552802728,-0.05526255445998629
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847101,all_detected,TA,圆核｜离核EE×1，同核EI×0.75,87,22,-0.6502089864158831,0.05162914410563313,0.0,0.03287456330530311,-0.031468444665926965,-110.9346318924745,0.0,-72.0,-8.259287642780237,0.21185546024699686,1.0,65,-17.0,18.0,-0.3054444530573033,-0.05382830626450119
up3__circle__EI_same_core_scale_0.75,up3__circle,response,2511,847101,all_detected,TB,圆核｜离核EE×1，同核EI×0.75,92,134,-0.1963822193380922,0.027137042062415184,0.0,0.010390330217064647,-0.0058850485212328385,-1.6357691594848802,0.0,-14.0,6.284528931917521,0.19870723039474286,1.0,-42,89.0,21.0,0.7522502008711269,-0.058656120931644073
up3__circle__EE_core_to_out_scale_1.25,up3__circle,response,2511,847102,primary,ALL,圆核｜离核EE×1.25，同核EI×1,130,127,-0.33370684433676556,0.041550575408843216,0.0,0.048022970806716164,-0.15895849643947452,-5.1922789357586225,0.0,-18.0,31.529399509801806,0.007593340118690631,1.0,3,67.0,18.5,0.25490157399085156,-0.057139573869781524
up3__circle__EE_core_to_out_scale_1.25,up3__circle,response,2511,847102,primary,TA,圆核｜离核EE×1.25，同核EI×1,53,22,-0.6470840480274442,0.0850615936379231,0.0,0.024051736361964338,-0.17725226657311852,-108.53420531650727,0.0,-73.0,-1.0426104676080286,0.01224105431276934,0.0,31,-32.5,10.5,-0.8295907522435186,0.04283856812174869
up3__circle__EE_core_to_out_scale_1.25,up3__circle,response,2511,847102,primary,TB,圆核｜离核EE×1.25，同核EI×1,77,105,-0.12597402597402585,0.03258559622195989,0.0,0.01603603898834785,0.05118924600583108,-0.9306384966184851,0.0,-8.0,3.111440616172331,0.021038732221653242,1.0,-28,83.0,22.0,0.5444156427805584,-0.062469966362325824
up3__circle__EE_core_to_out_scale_1.25,up3__circle,response,2511,847102,all_detected,ALL,圆核｜离核EE×1.25，同核EI×1,194,169,-0.29697126822424214,0.036925406076873224,0.0,0.038631776357573894,-0.16999425101100757,-1.9438384332415808,0.0,-8.0,42.57288137820433,0.009009552988499522,1.0,25,78.0,19.0,0.46413243318140207,-0.05686338970637195
up3__circle__EE_core_to_out_scale_1.25,up3__circle,response,2511,847102,all_detected,TA,圆核｜离核EE×1.25，同核EI×1,74,23,-0.5969447708578143,0.09240465762204897,0.0,0.021030301921333816,-0.17440502794214838,-108.79052558222611,0.0,-70.0,-1.6974510196023402,0.011965258864283984,0.0,51,-31.5,9.0,-0.8226285655508896,0.03361306402050124
up3__circle__EE_core_to_out_scale_1.25,up3__circle,response,2511,847102,all_detected,TB,圆核｜离核EE×1.25，同核EI×1,120,146,-0.09834474885844746,0.02823785803237866,0.0,0.015465729228237968,0.038117834157619546,-0.797515265066977,0.0,-6.0,3.5633106510497328,0.01850422463245696,1.0,-26,84.0,20.0,0.5671620376146844,-0.06289757486820446
follow_ellipse4_out1_EI0.875,up3__ellipse4,response,2511,847101,primary,ALL,椭圆4:1｜离核EE×1，同核EI×0.875,146,111,-0.19344687152906315,0.025159032008347126,0.0,0.027151543003705897,-0.08757898770397243,-0.9460018994786878,0.0,-12.0,6.807319731012285,0.1250773131903418,0.0,35,26.5,6.0,0.3659699938008947,0.0
follow_ellipse4_out1_EI0.875,up3__ellipse4,response,2511,847101,primary,TA,椭圆4:1｜离核EE×1，同核EI×0.875,39,16,-0.3389423076923077,0.010052447552447608,0.0,0.01026545067373022,-0.142983131066465,-84.21465320758398,0.0,-64.0,-9.703054329893348,0.12239154717002285,0.0,23,-25.0,11.5,-0.4012786081903341,-0.015401414584583883
follow_ellipse4_out1_EI0.875,up3__ellipse4,response,2511,847101,primary,TB,椭圆4:1｜离核EE×1，同核EI×0.875,107,95,-0.07235612395474678,0.028708133971291905,0.0,0.025676340383669505,0.018558559121709062,-0.5464871989679523,0.0,-12.0,7.941784756319976,0.13168937439321124,0.0,12,23.0,4.0,0.35475499675627287,0.0
follow_ellipse4_out1_EI0.875,up3__ellipse4,response,2511,847101,all_detected,ALL,椭圆4:1｜离核EE×1，同核EI×0.875,169,152,-0.18600124571784504,0.020515415758330602,0.0,0.01839459582982772,-0.08843121503054008,-0.7401566180014925,0.0,-10.0,7.288619305249085,0.1258499488039596,0.0,17,25.0,6.0,0.3909353342469357,0.0
follow_ellipse4_out1_EI0.875,up3__ellipse4,response,2511,847101,all_detected,TA,椭圆4:1｜离核EE×1，同核EI×0.875,39,16,-0.3389423076923077,0.010052447552447608,0.0,0.01026545067373022,-0.142983131066465,-84.21465320758398,0.0,-64.0,-9.703054329893348,0.12239154717002285,0.0,23,-25.0,11.5,-0.4012786081903341,-0.015401414584583883
follow_ellipse4_out1_EI0.875,up3__ellipse4,response,2511,847101,all_detected,TB,椭圆4:1｜离核EE×1，同核EI×0.875,130,136,-0.07143665158371038,0.02272727272727293,0.0,0.018348416289592828,0.010774453809987261,-0.4898626018489267,0.0,-10.0,7.708835935911338,0.1317954359254951,0.0,-6,23.0,5.0,0.3722551835513368,0.0
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847101,primary,ALL,椭圆4:1｜离核EE×1.25，同核EI×0.75,156,133,0.12406015037593987,0.0013670539986331276,0.0,0.018456358397257705,0.0033512429361265417,-1.1438183766404109,2.0,-6.0,4.805595053614525,0.1393761168405472,-1.0,23,20.0,6.0,0.30352697727548694,0.057149689143950244
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847101,primary,TA,椭圆4:1｜离核EE×1.25，同核EI×0.75,37,35,0.30000000000000004,0.0025974025974025983,0.0,0.002375707594089671,0.010943042611796433,1.5849396572839396,0.0,2.0,-1.5774798622799153,0.04755495732135556,-1.0,2,19.0,3.0,0.13927765706193806,0.03528670447385007
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847101,primary,TB,椭圆4:1｜离核EE×1.25，同核EI×0.75,119,98,0.061224489795918324,0.0009276437847866026,0.0,0.010204081632653073,-0.004692116685168002,-1.2532759362484285,2.0,-10.0,5.725795160698908,0.165099235824044,-1.0,21,20.5,6.0,0.33785286280511073,0.06401312455782437
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,ALL,椭圆4:1｜离核EE×1.25，同核EI×0.75,164,169,0.0976331360946745,0.0010758472296934496,0.0,0.014595660749506911,-0.041149052163649835,-1.2823104221679387,2.0,-6.0,5.185832272061816,0.14200052854611378,-1.0,-5,19.0,7.0,0.30230350885610324,0.0593360018836826
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TA,椭圆4:1｜离核EE×1.25，同核EI×0.75,39,37,0.28378378378378377,0.002457002457002533,0.0,0.004434909653291741,0.01019419877343855,1.5849396572839396,0.0,2.0,-1.5774798622799153,0.04750802265435816,-1.0,2,19.0,3.0,0.13379418310956304,0.03528670447385007
follow_ellipse4_out1.25_EI0.75,up3__ellipse4__EE_core_to_out_scale_1.25,response,2511,847101,all_detected,TB,椭圆4:1｜离核EE×1.25，同核EI×0.75,125,132,0.045454545454545414,0.0006887052341597588,0.0,0.007575757575757569,-0.01362610616256199,-1.3008471203393128,2.0,-8.0,5.5233837828109245,0.16305733583831605,-1.0,-7,20.0,7.0,0.33241699472204544,0.06517401218120422
up3__circle__EE_core_to_out_scale_1.25__x_minus075,up3__circle__EE_core_to_out_scale_1.25,confirmation,2612,847301,primary,ALL,圆核｜离核EE×1.25，同核EI×1｜x_minus075,160,152,0.062335526315789536,0.02544856459330147,0.0,-0.026758800770261548,-0.058653617711675876,-5.6983397377880465,0.0,-3.0,2.0964554628299084,0.007275158074026733,0.0,8,2.5,3.0,0.011157843186365923,-0.02834519917234879
up3__circle__EE_core_to_out_scale_1.25__x_minus075,up3__circle__EE_core_to_out_scale_1.25,confirmation,2612,847301,primary,TA,圆核｜离核EE×1.25，同核EI×1｜x_minus075,61,53,0.05196412001237238,0.08314821584230803,0.0,-0.06984225177853393,-0.0454868767082591,-15.026844608524698,0.0,-10.0,0.3417918777813611,0.013344061205609783,0.0,8,25.0,9.0,0.016149989362042483,-0.06789521541543009
up3__circle__EE_core_to_out_scale_1.25__x_minus075,up3__circle__EE_core_to_out_scale_1.25,confirmation,2612,847301,primary,TB,圆核｜离核EE×1.25，同核EI×1｜x_minus075,99,99,0.08080808080808088,-0.0018365472910928382,0.0,0.011753976810751993,-0.00404476272350579,-0.2836599245565594,0.0,-2.0,-4.0675970416391465,0.006245697866141597,-1.0,0,1.0,-1.0,0.00926257212516024,0.00936454849498325
up3__circle__EE_core_to_out_scale_1.25__x_minus075,up3__circle__EE_core_to_out_scale_1.25,confirmation,2612,847301,all_detected,ALL,圆核｜离核EE×1.25，同核EI×1｜x_minus075,185,186,0.06070909619296716,0.034934347837573654,0.0,-0.03480632622440835,-0.05532387057260785,-19.665556246726283,0.0,-16.0,5.198169490560758,0.008264825159834954,0.0,-1,3.0,3.0,0.0007838018853609796,-0.034986621008796126
up3__circle__EE_core_to_out_scale_1.25__x_minus075,up3__circle__EE_core_to_out_scale_1.25,confirmation,2612,847301,all_detected,TA,圆核｜离核EE×1.25，同核EI×1｜x_minus075,80,78,0.04150641025641022,0.08744172494172509,0.0,-0.07117521367521368,-0.04936207697967651,-11.903918895274728,0.0,-6.0,0.6585290270922997,0.014687469620543805,0.5,2,12.0,11.0,-0.033077717334840884,-0.09753392477450862
up3__circle__EE_core_to_out_scale_1.25__x_minus075,up3__circle__EE_core_to_out_scale_1.25,confirmation,2612,847301,all_detected,TB,圆核｜离核EE×1.25，同核EI×1｜x_minus075,105,108,0.080952380952381,-0.0012265512265511314,0.0,0.011200309209393217,-0.0032102527794811153,-0.2827950325731763,0.0,-2.0,-3.4568975139968643,0.0014532175334069641,-1.0,-3,0.0,-3.0,0.0018638857845605372,0.009457823435648272
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847101,primary,ALL,圆核｜离核EE×1.125，同核EI×0.875,164,137,-0.07851166102901908,0.0008820625697962825,0.0,-0.008460758157419285,-0.16084611209422708,-46.073508110475814,0.0,-32.0,11.473088263619502,0.1356072352176818,0.0,27,19.0,13.0,0.24538327066733512,0.0035540970226867197
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847101,primary,TA,圆核｜离核EE×1.125，同核EI×0.875,79,51,-0.09642591213700658,-0.0023014959723820505,0.0,-0.02716371253343003,-0.028776807181996683,-15.497192261100281,0.0,-20.0,-10.012489084729168,0.1453892315804451,0.0,28,-11.0,11.0,-0.07701582070289081,0.015157247808846974
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847101,primary,TB,圆核｜离核EE×1.125，同核EI×0.875,85,86,-0.006976744186046435,0.003171247357293905,0.0,0.012764231936106651,-0.014010399677466423,-1.1367650420447717,0.0,-11.0,6.159667472773435,0.12662742774429256,1.0,-1,71.5,14.5,0.5441362153993046,-0.05700483091787445
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847101,all_detected,ALL,圆核｜离核EE×1.125，同核EI×0.875,180,178,-0.09250936329588011,0.0005220746793779263,0.0,-0.006489087679348693,-0.2008852001062526,-45.92585823916124,0.0,-31.0,59.86702684840111,0.12948991364339513,0.0,2,38.5,14.5,0.3929830142779984,-0.016124151713709733
follow_circle_out1.125_EI0.875,follow_circle_out1.125_EI1,response,2511,847101,all_detected,TA,圆核｜离核EE×1.125，同核EI×0.875,87,58,-0.051724137931034475,-0.002089864158829613,0.0,-0.035420517365067294,-0.03584002725251567,-11.156801872435608,0.0,-8.0,-8.293520456147235,0.14533843261831586,0.0,29,-9.0,12.0,-0.032631621920969245,0.011607369565807546
