subject,seed,variant,step_bucket,n_decisions,terminal_fraction,observed_next_set_size_mean,predicted_conditional_next_set_size_mean,positive_nll_per_nonterminal_decision,negative_nll_per_nonterminal_decision,conditioning_log_z_per_nonterminal_decision,stop_nll_per_decision,normalized_total_nll_per_decision,eligible_contacts_mean,hazard_mean,hazard_std
epilepsiae_1084,43,full,2,1464,0.0,1.0,1.7619496618474952,1.7545343844200028,1.3131340844442545,-0.2488144439643372,0.2789671512873698,0.34420235290969936,9.0,0.15277836270753953,0.062405322864874074
epilepsiae_1084,43,full,3,1464,0.0,1.0,1.649118701864779,1.7348539670887912,1.1395912269639907,-0.3032532217136362,0.2924917519474281,0.35796046553582234,8.0,0.15246749538430104,0.0641828307867245
epilepsiae_1084,43,full,4plus,6005,0.24379683597002497,1.0,1.3922891267808408,1.7164637781740095,0.7045359722383081,-0.5552595789816933,0.5323488018320248,0.37407561561417646,5.279267277268943,0.14489555384303718,0.06410339642285286
epilepsiae_1084,43,local_isotropic,1,1464,0.0,1.0,1.8539879115315518,1.8024977809306975,1.4512237436725992,-0.2148621086654832,0.2704519801991956,0.33093113961369885,10.0,0.14961315371292597,0.059989390026376634
epilepsiae_1084,43,local_isotropic,2,1464,0.0,1.0,1.7615706353924863,1.7527485536802283,1.3126834549236732,-0.2487333754555495,0.2792929396686266,0.34399906364633104,9.0,0.1527573185867956,0.06298278421925192
epilepsiae_1084,43,local_isotropic,3,1464,0.0,1.0,1.6484444069679431,1.7337926863779876,1.1388108494284555,-0.30332684821572087,0.29287812933819374,0.3577693521161151,8.0,0.15239786020997345,0.06485975649794186
epilepsiae_1084,43,local_isotropic,4plus,6005,0.24379683597002497,1.0,1.3914542844781095,1.7178294931665627,0.7034502428258665,-0.5562425450324279,0.5329666010715282,0.37413212892054737,5.279267277268943,0.14471788908783315,0.06457473441158251
epilepsiae_1096,17,full,1,28068,0.0,1.0,1.8270857945687553,1.1937823981623545,1.4633150729062472,-0.1679405566350911,0.2700145957735356,0.4598619183678335,6.0,0.25753138924896807,0.12302301843946614
epilepsiae_1096,17,full,2,28068,0.0,1.0,1.6378742578880154,1.1660310926040423,1.171049708759571,-0.23242737469333882,0.2852395984653417,0.47797860502714834,5.0,0.26052544282833834,0.13138914127863424
epilepsiae_1096,17,full,3,28068,0.023300555793073965,1.0,1.4310907636176062,1.22031689616543,0.8289721530756567,-0.35009965292699174,0.32937189971882747,0.49724230967526933,4.0,0.25444181124266013,0.1372268347794239
epilepsiae_1096,17,full,4plus,53283,0.5144980575418051,1.0,1.1717918831805643,1.4433606213667558,0.35913292287910475,-0.8041886295006349,0.733645474707977,0.548598664109146,2.3394703751665635,0.22877975035385947,0.12344740121984595
epilepsiae_1096,17,local_isotropic,1,28068,0.0,1.0,1.826240526497936,1.1949055854880217,1.4619195904528082,-0.16832196606178648,0.27029715740752236,0.45980006121439965,6.0,0.257315163242097,0.12284473241607137
epilepsiae_1096,17,local_isotropic,2,28068,0.0,1.0,1.6373949762006434,1.1667305400578625,1.1701427525209755,-0.23276517516874373,0.2853729617331686,0.47789621582863934,5.0,0.26036002721572554,0.1312457291666559
epilepsiae_1096,17,local_isotropic,3,28068,0.023300555793073965,1.0,1.4309370675140267,1.2208069093181564,0.8286708354733243,-0.35033676099732475,0.3293171509104502,0.49721680135283997,4.0,0.2543508212629586,0.13712192313986285
epilepsiae_1096,17,local_isotropic,4plus,53283,0.5144980575418051,1.0,1.1717970132009892,1.4435538371141048,0.3591428287633965,-0.8042566118599979,0.7340578483274598,0.5488929953854685,2.3394703751665635,0.22875092221790455,0.12338580859832066
epilepsiae_1096,29,full,1,28068,0.0,1.0,1.82716977514745,1.193670391505428,1.4634537952859001,-0.1679025844803944,0.27000079382941,0.45987039935676866,6.0,0.2575528971577605,0.12304093757730783
epilepsiae_1096,29,full,2,28068,0.0,1.0,1.6379228839285636,1.1659600458140806,1.171141890797146,-0.23239303560862895,0.28522400689689204,0.4779865815798995,5.0,0.26054224786886737,0.13140383203301892
epilepsiae_1096,29,full,3,28068,0.023300555793073965,1.0,1.4311076448723596,1.2202650472067926,0.8290055480515374,-0.35007390539674865,0.3293571200681754,0.4972403956635568,4.0,0.2544516993208382,0.13723797984276098
epilepsiae_1096,29,full,4plus,53283,0.5144980575418051,1.0,1.1717922457756742,1.4433365955329358,0.35913420398177454,-0.8041772828438067,0.7336538063129469,0.5486026744297696,2.3394703751665635,0.22878387131460867,0.12345444007940848
epilepsiae_1096,29,local_isotropic,1,28068,0.0,1.0,1.8262817011739332,1.1948505480392675,1.4619875502144228,-0.16830331109358246,0.2702956243061799,0.4598050685777741,6.0,0.2573257106187528,0.12285350384762048
epilepsiae_1096,29,local_isotropic,2,28068,0.0,1.0,1.6374216279429705,1.1666917828191052,1.170193007326878,-0.2327464021240839,0.28536385470024034,0.47790044854440905,5.0,0.26036920123781054,0.13125352085839984
epilepsiae_1096,29,local_isotropic,3,28068,0.023300555793073965,1.0,1.4309489046737847,1.220775115152346,0.828694312233486,-0.3503197385227051,0.32930155609576933,0.49721502820820507,4.0,0.25435740011538815,0.1371284354053861
epilepsiae_1096,29,local_isotropic,4plus,53283,0.5144980575418051,1.0,1.171798941129704,1.4435335550278414,0.3591475740933624,-0.8042430913899007,0.7340804773152516,0.5489078304725215,2.3394703751665635,0.22875511417519198,0.12339059787993192
epilepsiae_1096,43,full,1,28068,0.0,1.0,1.826884057022633,1.1940515684990427,1.4629818827205934,-0.16803180451608168,0.269950516333426,0.4598253605061443,6.0,0.25747972105477046,0.1229799841240289
epilepsiae_1096,43,full,2,28068,0.0,1.0,1.6376854798881217,1.1663005142344072,1.1706973186771443,-0.2325590400533546,0.2852027423495737,0.4779283070415458,5.0,0.26046112409366373,0.1313383571485217
epilepsiae_1096,43,full,3,28068,0.023300555793073965,1.0,1.4309559253560546,1.2206081430712539,0.8287020034340454,-0.3502782207902252,0.329360609179963,0.49720103667894083,4.0,0.25437208942603207,0.13717181917080556
epilepsiae_1096,43,full,4plus,53283,0.5144980575418051,1.0,1.1717432231126055,1.4436491393483344,0.35901579400349454,-0.8044348712789617,0.7336376478498113,0.5485782391164437,2.3394703751665635,0.22871012110520697,0.12339358974561765
epilepsiae_1096,43,local_isotropic,1,28068,0.0,1.0,1.8259658703318367,1.1952728566578859,1.4614663347860253,-0.1684464473186776,0.2702409861406785,0.459755621710974,6.0,0.2572448047599698,0.12278624531892265
epilepsiae_1096,43,local_isotropic,2,28068,0.0,1.0,1.6371568683693631,1.1670719519744515,1.1696977503449957,-0.23293172393767156,0.2853335357805851,0.4778343028324927,5.0,0.2602787446722349,0.13118074965738213
epilepsiae_1096,43,local_isotropic,3,28068,0.023300555793073965,1.0,1.4307786494189567,1.2211594843118314,0.8283540820221967,-0.35054880260808496,0.32929060935943816,0.4971671374543949,4.0,0.25426818055567785,0.13705464801557612
epilepsiae_1096,43,local_isotropic,4plus,53283,0.5144980575418051,1.0,1.1717436879333383,1.443884514233308,0.3590144979372324,-0.8045324189978443,0.7340898275952764,0.5488984938764643,2.3394703751665635,0.22867235497222835,0.12332260521237579
epilepsiae_1150,17,full,1,1713,0.0,1.0,1.8270873990776904,1.3569425299924534,1.462552426968538,-0.17529607036903178,0.2743986678919698,0.3648246943104922,8.0,0.19200233718363488,0.14362551139629673
epilepsiae_1150,17,full,2,1713,0.0,1.0,1.649734905109621,1.2460872756271901,1.159187736785947,-0.24316521246467165,0.28796166448597377,0.3500102092049209,7.0,0.18582219604298636,0.14498180741078967
epilepsiae_1150,17,full,3,1713,0.0,1.0,1.452337257133518,1.4370658543615822,0.856139288961141,-0.3797597641832379,0.30694893191792033,0.3700657185095671,6.0,0.16852485657877125,0.1388394306441041
epilepsiae_1150,17,full,4plus,4416,0.38790760869565216,1.0,1.2288573120844914,1.9269620574767818,0.4892184126670324,-0.7790639188142329,0.6540647635913972,0.42166533670081996,4.061594202898551,0.1417252499303078,0.12037787606463704
epilepsiae_1150,17,local_isotropic,1,1713,0.0,1.0,1.82651855108109,1.3571693810216738,1.4615475166805274,-0.1753301127437945,0.27487258215825683,0.36478242088958374,8.0,0.19192921300860158,0.14375763030038835
epilepsiae_1150,17,local_isotropic,2,1713,0.0,1.0,1.6492458913122552,1.2457792825616139,1.1584435593639228,-0.24307103186614554,0.2884280356349731,0.34993997795633736,7.0,0.1857678216397657,0.1451663935941049
epilepsiae_1150,17,local_isotropic,3,1713,0.0,1.0,1.452061461090076,1.4371300668542728,0.8560319461409378,-0.3795107108857357,0.3074275325106502,0.37017980577002063,6.0,0.16852216138540432,0.1390843777754404
epilepsiae_1150,17,local_isotropic,4plus,4416,0.38790760869565216,1.0,1.2285462975426458,1.9292156401783624,0.48907220897226056,-0.7793465707045829,0.6536165453055729,0.42179490177510653,4.061594202898551,0.14169907732322712,0.12064160992685796
epilepsiae_1150,29,full,1,1713,0.0,1.0,1.827156053082616,1.356845984030688,1.4626581004868071,-0.17526841272430552,0.2743443381249019,0.36482250123976273,8.0,0.19201483662850222,0.1436345766047248
epilepsiae_1150,29,full,2,1713,0.0,1.0,1.649790090643486,1.2460160952797492,1.1592815877486438,-0.24313043472695928,0.28793692697452905,0.35001488218228116,7.0,0.18583477163962198,0.1449915543191731
epilepsiae_1150,29,full,3,1713,0.0,1.0,1.4523670053412765,1.4370172851405938,0.8561939524681519,-0.3797316897583088,0.3069612958176959,0.37007347394468887,6.0,0.1685334337782582,0.13884576171518961
epilepsiae_1150,29,full,4plus,4416,0.38790760869565216,1.0,1.2288654580556626,1.9269094795954593,0.4892274812502428,-0.7790530593418206,0.6540033018824218,0.42163478987647335,4.061594202898551,0.14172803226335573,0.12037823074427376
epilepsiae_1150,29,local_isotropic,1,1713,0.0,1.0,1.8265071108900088,1.3571875102516417,1.4615301286674809,-0.1753349220135796,0.2748398740049447,0.3647778238638052,8.0,0.1919270985163154,0.14375591438601862
epilepsiae_1150,29,local_isotropic,2,1713,0.0,1.0,1.6492250188041053,1.2458103620191041,1.1584083612812497,-0.2430859895585577,0.28842477059518734,0.3499367863338544,7.0,0.18576286736653297,0.1451619958592448
epilepsiae_1150,29,local_isotropic,3,1713,0.0,1.0,1.4520398050496692,1.4371708883211305,0.8559896982444481,-0.3795388015192427,0.3074567988676831,0.37017976398567,6.0,0.16851525705129522,0.13907805428911413
epilepsiae_1150,29,local_isotropic,4plus,4416,0.38790760869565216,1.0,1.22853335541809,1.929266740784558,0.48904066425793463,-0.7793925271432774,0.6535620585405731,0.42176825668566464,4.061594202898551,0.14169137342652094,0.12063393065925974
epilepsiae_1150,43,full,1,1713,0.0,1.0,1.8270984827623413,1.356928111714041,1.462569426259323,-0.1752916223221013,0.2742579443678192,0.3648079825023859,8.0,0.19200433800581168,0.1436268332490893
epilepsiae_1150,43,full,2,1713,0.0,1.0,1.6497414323876847,1.24608015566383,1.1591989643945466,-0.24316145722111712,0.2878692786608495,0.3499981344997314,7.0,0.18582362793198087,0.14498272843987475
epilepsiae_1150,43,full,3,1713,0.0,1.0,1.4523383249411987,1.4370657879889415,0.8561406650071415,-0.379760226626663,0.30691300021310197,0.37005987109708693,6.0,0.16852502615424608,0.138839329335241
epilepsiae_1150,43,full,4plus,4416,0.38790760869565216,1.0,1.2288554049082536,1.9269675972881823,0.489212049061533,-0.7790732144196001,0.6539803805087113,0.4216306467610618,4.061594202898551,0.14172382066906317,0.1203762960464734
epilepsiae_1150,43,local_isotropic,1,1713,0.0,1.0,1.8264789634974896,1.35723212077646,1.461487347747016,-0.17534675533403107,0.27473569849721574,0.36476355146083334,8.0,0.1919218959927418,0.1437516926312147
epilepsiae_1150,43,local_isotropic,2,1713,0.0,1.0,1.649223887447137,1.2458095015896977,1.1584053456608263,-0.2430853527894177,0.28832828362091706,0.3499225397260045,7.0,0.18576269908501222,0.14516183036450026
epilepsiae_1150,43,local_isotropic,3,1713,0.0,1.0,1.452058181253656,1.437134129864746,0.8560261009665794,-0.3795098812158529,0.30736878796441475,0.3701698562633141,6.0,0.16852139939063976,0.13908366735857167
epilepsiae_1150,43,local_isotropic,4plus,4416,0.38790760869565216,1.0,1.2285521117000004,1.9292122161076857,0.489092703269407,-0.779316185708479,0.6535582346002773,0.4217801284653369,4.061594202898551,0.14170341229266678,0.12064668511354737
epilepsiae_139,17,full,1,1837,0.0,1.0,1.6834405818981746,1.420639282123045,1.2398489778171138,-0.23961421229360116,0.27900011535542246,0.44997902716699406,6.0,0.22112654522605762,0.1014931036092229
epilepsiae_139,17,full,2,1837,0.0,1.0,1.5220485576898695,1.3786448181875426,0.9673170370483586,-0.3270165724297018,0.29901104450519045,0.46359126546227963,5.0,0.22072036536773307,0.10325194112210592
epilepsiae_139,17,full,3,1837,0.0027218290691344584,1.0,1.3544752476761583,1.391455420068972,0.6723858403210906,-0.4796651688218575,0.3271105077005441,0.4767436856830229,4.0,0.21265156030936685,0.09976596585547037
epilepsiae_139,17,full,4plus,2960,0.6189189189189189,1.0,1.1848489814712535,1.4573062767631002,0.3596812712580594,-0.7927280043414507,0.8484986859861062,0.5193769927637665,2.5182432432432433,0.21430417057961082,0.07661109132327466
epilepsiae_139,17,local_isotropic,1,1837,0.0,1.0,1.6828978448073282,1.416850929872699,1.2381263621440866,-0.239548313225076,0.2792396183166143,0.4491114328513899,6.0,0.2210646803590812,0.10187650414680013
epilepsiae_139,17,local_isotropic,2,1837,0.0,1.0,1.5205904885166661,1.378394698504282,0.9643482211592693,-0.32812086517447414,0.2995791407319337,0.4628402390442013,5.0,0.22028853797557416,0.1033698906347326
epilepsiae_139,17,local_isotropic,3,1837,0.0027218290691344584,1.0,1.3534495630879193,1.3915184412107093,0.6703103311597639,-0.48088135146422706,0.3275682605533287,0.4760531532031412,4.0,0.21225789279503268,0.09996127236249365
epilepsiae_139,17,local_isotropic,4plus,2960,0.6189189189189189,1.0,1.1845186863002146,1.4553181404821025,0.3587104443390804,-0.7928950241628085,0.848373017726596,0.5189788956021166,2.5182432432432433,0.21426486709680545,0.07699322366431763
epilepsiae_139,29,full,1,1837,0.0,1.0,1.6834476487785357,1.4206261932530018,1.239860183504782,-0.23960973732029342,0.2789763268590162,0.4499754943827517,6.0,0.2211284431275991,0.10149426131330086
epilepsiae_139,29,full,2,1837,0.0,1.0,1.5220534362572995,1.3786335150174107,0.9673253472046344,-0.3270115840521611,0.2990033241438956,0.46359012046275405,5.0,0.22072215536102746,0.10325322829761109
epilepsiae_139,29,full,3,1837,0.0027218290691344584,1.0,1.354477671830126,1.3914466387370226,0.6723902597862653,-0.4796604441922808,0.32712170539601926,0.476746575550748,4.0,0.21265294681285993,0.09976713226845303
epilepsiae_139,29,full,4plus,2960,0.6189189189189189,1.0,1.184850247988438,1.4572965850755635,0.3596832890268004,-0.7927223478980567,0.8484527523505572,0.5193518710044241,2.5182432432432433,0.21430567686165544,0.0766119654954609
epilepsiae_139,29,local_isotropic,1,1837,0.0,1.0,1.6829086484188287,1.416830901127549,1.238143541643508,-0.23954143768642894,0.2792125819256725,0.4491075978350482,6.0,0.22106759113219118,0.10187832853338413
epilepsiae_139,29,local_isotropic,2,1837,0.0,1.0,1.520598802566985,1.3783759139001992,0.96436242640665,-0.32811242992167655,0.29956329304415025,0.4628378406858666,5.0,0.22029157381592168,0.10337200292314634
epilepsiae_139,29,local_isotropic,3,1837,0.0027218290691344584,1.0,1.3534544008268974,1.3915021306723812,0.6703192307521851,-0.4808721313395983,0.3275659299644583,0.4760530216195388,4.0,0.21226060039923136,0.09996336484702192
epilepsiae_139,29,local_isotropic,4plus,2960,0.6189189189189189,1.0,1.1845213738889018,1.4552994449158443,0.3587150707897128,-0.7928831012057982,0.8483508399709702,0.5189659038569149,2.5182432432432433,0.21426800788696423,0.076994912699377
epilepsiae_139,43,full,1,1837,0.0,1.0,1.6834475106757996,1.420624519425092,1.2398596011618803,-0.23960966449436621,0.27890442943327953,0.4499631475876455,6.0,0.2211284380097487,0.10149441826372586
epilepsiae_139,43,full,2,1837,0.0,1.0,1.5220540665746236,1.37863083025731,0.9673262771505123,-0.3270107677055148,0.2989414822421455,0.46357756438889125,5.0,0.2207224254920804,0.10325356334231531
epilepsiae_139,43,full,3,1837,0.0027218290691344584,1.0,1.3544786445137622,1.3914431433424705,0.6723922255917377,-0.4796583815297097,0.32707184049442817,0.4767342422309884,4.0,0.2126535384005487,0.09976769485486517
epilepsiae_139,43,full,4plus,2960,0.6189189189189189,1.0,1.184851049929161,1.4572911963222484,0.35968490083966975,-0.79271841169264,0.8484798307705698,0.5193624217228936,2.5182432432432433,0.21430671211968086,0.07661255896108496
epilepsiae_139,43,local_isotropic,1,1837,0.0,1.0,1.6829026904938047,1.4168419461924182,1.2381340673928836,-0.23954522946905163,0.27913836397041114,0.4490948580144431,6.0,0.22106598588741722,0.10187732219477894
epilepsiae_139,43,local_isotropic,2,1837,0.0,1.0,1.5205974466559993,1.378379952195327,0.964360290580328,-0.32811387580473406,0.2994946177977064,0.46282419695372207,5.0,0.22029105654562842,0.10337150916736026
epilepsiae_139,43,local_isotropic,3,1837,0.0027218290691344584,1.0,1.3534556275690965,1.391501518053961,0.6703221508544257,-0.4808701953835718,0.3275042386847835,0.47603865677210316,4.0,0.21226118090438645,0.09996345339790227
epilepsiae_139,43,local_isotropic,4plus,2960,0.6189189189189189,1.0,1.1845224868962136,1.4552970701889518,0.3587180430190494,-0.7928786244372616,0.8483981123565788,0.5189873534932571,2.5182432432432433,0.21426916133519305,0.07699517441578813
epilepsiae_253,17,full,1,10150,0.0,1.0,1.6536884501317006,1.7068499989636783,1.2011329848647436,-0.27130342169807964,0.28782077979477955,0.41778576313216204,7.0,0.18051114453055722,0.09964579097954292
epilepsiae_253,17,full,2,10150,0.0,1.0,1.5167999035849817,1.645501888969174,0.9706104304265248,-0.35520663165942706,0.30858314398982856,0.42824813862100936,6.0,0.17824178806136237,0.0998986880184266
epilepsiae_253,17,full,3,10150,0.007389162561576354,1.0,1.3787054665075673,1.5952208101340735,0.7188382307925605,-0.48352499280564565,0.3392030683654912,0.43124220056608215,5.0,0.17224252752784502,0.09896819073936645
epilepsiae_253,17,full,4plus,22232,0.4531756027347967,1.0,1.1934109277010856,1.6892495857767804,0.38909858604841124,-0.8413286810295904,0.7042523982823485,0.46970470502759265,3.1277887729399065,0.1636109980815405,0.09432808531160332
epilepsiae_253,17,local_isotropic,1,10150,0.0,1.0,1.652819983909616,1.7083187434195244,1.1997280277571956,-0.27189280628576806,0.2881264322614309,0.41775434245035564,7.0,0.18031354372485767,0.09952698156569069
epilepsiae_253,17,local_isotropic,2,10150,0.0,1.0,1.5157552058640427,1.6475788360145505,0.9688172756830746,-0.35626567768857986,0.3089367568072236,0.4281778651360606,6.0,0.17793699030393145,0.09970215763808071
epilepsiae_253,17,local_isotropic,3,10150,0.007389162561576354,1.0,1.3778179609313153,1.5978243377907333,0.7173147907009595,-0.48498078530997746,0.3395293860292405,0.4312328783399554,5.0,0.17188791178908747,0.09872112320504943
epilepsiae_253,17,local_isotropic,4plus,22232,0.4531756027347967,1.0,1.1929730975565345,1.6919443188837069,0.38824861394818133,-0.8433277506781348,0.7043538607816167,0.4697546742359904,3.1277887729399065,0.16322649722219093,0.09402626710338557
epilepsiae_253,29,full,1,10150,0.0,1.0,1.6536923923350575,1.7068425295636729,1.2011392346034786,-0.27130080465455264,0.28780827187164415,0.41778417591201217,7.0,0.18051203724088152,0.09964630691210352
epilepsiae_253,29,full,2,10150,0.0,1.0,1.5168042733734164,1.6454929139962329,0.9706179463453575,-0.3552023328664102,0.3086011922576835,0.4282516199554819,6.0,0.1782430493557229,0.0998994514431636
epilepsiae_253,29,full,3,10150,0.007389162561576354,1.0,1.3787090202487218,1.595211214094963,0.7188445074787543,-0.4835193092846647,0.33925465061571314,0.4312529863558992,5.0,0.1722439261601657,0.0989691118372825
epilepsiae_253,29,full,4plus,22232,0.4531756027347967,1.0,1.1934127052479264,1.6892397270060437,0.3891020550617548,-0.8413212776025973,0.7041859254609444,0.4696635180164,3.1277887729399065,0.16361245076300396,0.09432911272930469
epilepsiae_253,29,local_isotropic,1,10150,0.0,1.0,1.6528233057485824,1.7083124459243837,1.19973332088358,-0.2718905849375777,0.28811151679343106,0.41775238552340443,7.0,0.18031429744559038,0.09952741955091315
epilepsiae_253,29,local_isotropic,2,10150,0.0,1.0,1.5157587218858743,1.6475716071812172,0.9688233611877676,-0.35626219409968113,0.30894727817619816,0.4281800087409298,6.0,0.1779380076651876,0.09970278027542319
epilepsiae_253,29,local_isotropic,3,10150,0.007389162561576354,1.0,1.377820673808346,1.5978171142012114,0.7173196460880493,-0.48497641232004685,0.33956776165357605,0.4312409514595719,5.0,0.17188898351266282,0.09872184137016785
epilepsiae_253,29,local_isotropic,4plus,22232,0.4531756027347967,1.0,1.1929744076815005,1.6919372242745598,0.38825121222083475,-0.8433223658020675,0.7043011519612146,0.4697219265198369,3.1277887729399065,0.16322756012290168,0.09402702139340603
epilepsiae_253,43,full,1,10150,0.0,1.0,1.6536897529939174,1.706847150465482,1.2011349587227464,-0.2713025634662609,0.28773822840582713,0.41777396773251296,7.0,0.1805114386883431,0.09964595326781893
epilepsiae_253,43,full,2,10150,0.0,1.0,1.5168003079652372,1.6455009540107697,0.9706111061889265,-0.35520625977850867,0.3085339944485956,0.42823996581163926,6.0,0.17824190252309605,0.09989875146720324
epilepsiae_253,43,full,3,10150,0.007389162561576354,1.0,1.3787051009779014,1.595221659415141,0.7188375377612357,-0.48352559876680884,0.3391922600681382,0.4312399496289293,5.0,0.17224238466085018,0.09896811040946434
epilepsiae_253,43,full,4plus,22232,0.4531756027347967,1.0,1.1934104717808651,1.6892518943406318,0.3890975660848858,-0.8413306973333534,0.7042061468263726,0.4696738091938207,3.1277887729399065,0.16361062817748442,0.09432782729260485
epilepsiae_253,43,local_isotropic,1,10150,0.0,1.0,1.6528199348712105,1.7083188369293205,1.199727949844755,-0.27189283896653405,0.2880408885217118,0.41774211947560635,7.0,0.18031353261190614,0.09952697519133791
epilepsiae_253,43,local_isotropic,2,10150,0.0,1.0,1.5157547453227151,1.6475798428042403,0.9688164924431347,-0.3562661403737091,0.3088793943248875,0.4281682648664313,6.0,0.1779368569641837,0.09970207835390936
epilepsiae_253,43,local_isotropic,3,10150,0.007389162561576354,1.0,1.3778172974274292,1.5978261146622714,0.7173136087431015,-0.48498186802607196,0.339504571665963,0.43122781862770326,5.0,0.1718876507231497,0.09872095685792244
epilepsiae_253,43,local_isotropic,4plus,22232,0.4531756027347967,1.0,1.1929726440434743,1.6919467962273866,0.3882477029634373,-0.8433296870509844,0.7043215484183317,0.4697323236136468,3.1277887729399065,0.16322612902183847,0.09402601499136169
epilepsiae_384,17,full,1,4299,0.0,1.0,1.7680490933786157,1.425806038107289,1.3079026088234966,-0.21640323986539933,0.2797826657487172,0.3496360091017582,8.0,0.17861725438277498,0.10976696460317617
epilepsiae_384,17,full,2,4299,0.0,1.0,1.6008856584309339,1.437132238156036,1.0239216458287577,-0.31050513725265494,0.29329776507622096,0.34912093025833923,7.0,0.16908047745927993,0.09572286493698853
epilepsiae_384,17,full,3,4299,0.0,1.0,1.4403892919664119,1.5826313090979958,0.7718071411848701,-0.4509121855208607,0.31144178118356386,0.36916134099092857,6.0,0.15483985058072408,0.07835546456127356
epilepsiae_384,17,full,4plus,12009,0.35798151386460153,1.0,1.2511860015424374,1.8867021972195253,0.47314030601501295,-0.7796210424042862,0.6310352369329787,0.4277717572270346,3.9613623115996335,0.1365211347825864,0.05739388183605727
epilepsiae_384,17,local_isotropic,1,4299,0.0,1.0,1.7675090795547566,1.4262668904092235,1.3071394669473686,-0.216419255000881,0.2800670570188135,0.34963176992181727,8.0,0.1785292538842114,0.10973793467742954
