name,tau_Z_s,threshold,seed,observed,onset_s,confirmation_s,restricted_time_s,horizon_s,pre_observation_s,pre_E_mean_Hz,pre_quiet_fraction,Z_at_endpoint,adaptation_current_at_endpoint,reference_prefix_qa,source
y5_x0_s9108403,2.5,111.73283770888996,9108403,False,,,180.0,180.0,20.0,13.901026562499998,0.6225,0.8377997288587146,0.5743165887535381,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x0_s9108403/result.json
y5_x1_s9108401,3.1498026247371813,111.73283770888996,9108401,False,,,180.0,180.0,20.0,13.102190624999999,0.6485,0.8436102323419525,0.5590600089208471,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x1_s9108401/result.json
y5_x1_s9108402,3.1498026247371813,111.73283770888996,9108402,False,,,180.0,180.0,20.0,13.0033890625,0.6655,0.8475795931863093,0.5380871359855205,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x1_s9108402/result.json
y5_x1_s9108403,3.1498026247371813,111.73283770888996,9108403,True,130.83,131.03,131.03,180.0,20.0,18.3480484375,0.5975,0.72977061135891,2.694405004016503,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x1_s9108403/result.json
y5_x2_s9108401,3.9685026299204997,111.73283770888996,9108401,False,,,180.0,180.0,20.0,13.048285937500001,0.643,0.8469018705612387,0.5458376222527942,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x2_s9108401/result.json
y5_x2_s9108402,3.9685026299204997,111.73283770888996,9108402,False,,,180.0,180.0,20.0,12.786412499999999,0.6555,0.843520999044659,0.5676296234752093,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x2_s9108402/result.json
y5_x2_s9108403,3.9685026299204997,111.73283770888996,9108403,False,,,180.0,180.0,20.0,13.484295312499999,0.6345,0.838197696573827,0.6087408863994088,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x2_s9108403/result.json
y5_x3_s9108401,5.0,111.73283770888996,9108401,False,,,180.0,180.0,20.0,12.7238203125,0.649,0.8525222090969501,0.5172991665637232,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x3_s9108401/result.json
y5_x3_s9108402,5.0,111.73283770888996,9108402,False,,,180.0,180.0,20.0,12.617298437499999,0.6655,0.8550178209875494,0.5161220307069656,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x3_s9108402/result.json
y5_x3_s9108403,5.0,111.73283770888996,9108403,False,,,180.0,180.0,20.0,13.991171875,0.636,0.836928113342429,0.6322677188843165,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x3_s9108403/result.json
y5_x4_s9108401,6.2996052494743635,111.73283770888996,9108401,False,,,180.0,180.0,20.0,12.7111875,0.6605,0.850492261316079,0.5407113135384178,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x4_s9108401/result.json
y5_x4_s9108402,6.2996052494743635,111.73283770888996,9108402,False,,,180.0,180.0,20.0,12.576868750000001,0.672,0.8488989143761176,0.5648543215635771,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x4_s9108402/result.json
y5_x4_s9108403,6.2996052494743635,111.73283770888996,9108403,False,,,180.0,180.0,20.0,13.764135937499999,0.642,0.8437682336511123,0.569067344482776,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x4_s9108403/result.json
y5_x5_s9108401,7.937005259841,111.73283770888996,9108401,False,,,180.0,180.0,20.0,13.133284374999999,0.6645,0.8496335736906556,0.5203023914817414,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x5_s9108401/result.json
y5_x5_s9108402,7.937005259841,111.73283770888996,9108402,False,,,180.0,180.0,20.0,13.1499921875,0.6535,0.8481817490687619,0.5570470473621522,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x5_s9108402/result.json
y5_x5_s9108403,7.937005259841,111.73283770888996,9108403,False,,,180.0,180.0,20.0,13.58875,0.6385,0.8426977182967205,0.5923727961653791,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x5_s9108403/result.json
y5_x6_s9108401,10.0,111.73283770888996,9108401,False,,,180.0,180.0,20.0,13.0290703125,0.661,0.8505558483457802,0.5311465102875857,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x6_s9108401/result.json
y5_x6_s9108402,10.0,111.73283770888996,9108402,False,,,180.0,180.0,20.0,13.2749546875,0.6635,0.8456716298591233,0.5828978093169639,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x6_s9108402/result.json
y5_x6_s9108403,10.0,111.73283770888996,9108403,False,,,180.0,180.0,20.0,13.589479687499999,0.628,0.8458949025002105,0.5469435250106524,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y5_x6_s9108403/result.json
y6_x0_s9108401,2.5,120.0,9108401,False,,,180.0,180.0,20.0,12.3356609375,0.662,0.8514296702884201,0.5387912411853762,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x0_s9108401/result.json
y6_x0_s9108402,2.5,120.0,9108402,False,,,180.0,180.0,20.0,12.674443749999998,0.67,0.8454682330006427,0.5484788301304306,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x0_s9108402/result.json
y6_x0_s9108403,2.5,120.0,9108403,False,,,180.0,180.0,20.0,13.634479687499999,0.6275,0.8437760446499032,0.5912109011447878,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x0_s9108403/result.json
y6_x1_s9108401,3.1498026247371813,120.0,9108401,False,,,180.0,180.0,20.0,12.696178125,0.6485,0.8522584425639973,0.5471893075385346,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x1_s9108401/result.json
y6_x1_s9108402,3.1498026247371813,120.0,9108402,False,,,180.0,180.0,20.0,12.9107,0.663,0.8477753413518432,0.5456427228397663,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x1_s9108402/result.json
y6_x1_s9108403,3.1498026247371813,120.0,9108403,False,,,180.0,180.0,20.0,13.694535937500001,0.6235,0.843392668090385,0.5965483708185793,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x1_s9108403/result.json
y6_x2_s9108401,3.9685026299204997,120.0,9108401,False,,,180.0,180.0,20.0,12.5246171875,0.652,0.849000037682847,0.5518604172567575,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x2_s9108401/result.json
y6_x2_s9108402,3.9685026299204997,120.0,9108402,False,,,180.0,180.0,20.0,12.726395312500001,0.667,0.848729427724654,0.5481237912068675,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x2_s9108402/result.json
y6_x2_s9108403,3.9685026299204997,120.0,9108403,False,,,180.0,180.0,20.0,13.165828125,0.641,0.8491258833453641,0.5342929110860647,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x2_s9108403/result.json
y6_x3_s9108401,5.0,120.0,9108401,False,,,180.0,180.0,20.0,12.571376562500001,0.675,0.8537632191164743,0.5444508777499603,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x3_s9108401/result.json
y6_x3_s9108402,5.0,120.0,9108402,False,,,180.0,180.0,20.0,12.5877015625,0.68,0.8547162726712515,0.5262836277894554,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x3_s9108402/result.json
y6_x3_s9108403,5.0,120.0,9108403,False,,,180.0,180.0,20.0,13.422532812500002,0.6575,0.846662326057286,0.582386580588592,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x3_s9108403/result.json
y6_x4_s9108401,6.2996052494743635,120.0,9108401,False,,,180.0,180.0,20.0,12.539546875,0.646,0.8599619190440949,0.5084631384647403,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x4_s9108401/result.json
y6_x4_s9108402,6.2996052494743635,120.0,9108402,False,,,180.0,180.0,20.0,13.020771875000001,0.6615,0.8481248210688543,0.5817970519313027,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x4_s9108402/result.json
y6_x4_s9108403,6.2996052494743635,120.0,9108403,False,,,180.0,180.0,20.0,13.565053124999999,0.6385,0.8482807772964963,0.5962517674383978,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x4_s9108403/result.json
y6_x5_s9108401,7.937005259841,120.0,9108401,False,,,180.0,180.0,20.0,12.996553125,0.645,0.8523884347230285,0.5568453554160823,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x5_s9108401/result.json
y6_x5_s9108402,7.937005259841,120.0,9108402,False,,,180.0,180.0,20.0,12.472765625,0.661,0.8571262184060555,0.5184468381781006,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x5_s9108402/result.json
y6_x5_s9108403,7.937005259841,120.0,9108403,False,,,180.0,180.0,20.0,13.8336375,0.651,0.8434042632903991,0.6238176638078629,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x5_s9108403/result.json
y6_x6_s9108401,10.0,120.0,9108401,False,,,180.0,180.0,20.0,12.657967187499999,0.66,0.8573868648271284,0.5085641442720862,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x6_s9108401/result.json
y6_x6_s9108402,10.0,120.0,9108402,False,,,180.0,180.0,20.0,12.171809375,0.661,0.8588982407574659,0.5402467628245955,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x6_s9108402/result.json
y6_x6_s9108403,10.0,120.0,9108403,False,,,180.0,180.0,20.0,13.0906859375,0.6635,0.8541655444229531,0.5265713456963289,,/home/honglab/leijiaxin/HFOsp/results/topic4_sef_hfo/m_on_z_kinetics_20260912/runs/y6_x6_s9108403/result.json
