subject,producer,seed,selected_epoch,n_epochs_run,stop_reason,train_seconds,peak_memory_reserved_gb,oom_retries,n_train_segments,n_train_events,n_train_anchors,grad_norm_mean_last_epoch,n_nonfinite_steps,update_encoder,update_state,update_heads,update_future,future_weight_5m,future_weight_30m,future_weight_120m,tau_slow_median_seconds,checkpoint_sha256,selected_last_epoch
yuquan_hanyuxuan,P_local,1,22,24,max_epochs,608.0,6.194987008,0,1,3657,216,4.154819652951997,0,0.012089172222732928,0.1114774633510573,0.20589385033605573,,,,,11982.6416015625,8c1affa32280501764c0acae2576ed302f2e6e7110ff87cc8b4bb746411be598,False
yuquan_hanyuxuan,P_local,2,9,14,early_stopping,355.1,6.194987008,0,1,3657,216,3.2728020487160516,0,0.003399506725713081,0.06388038207894746,0.10995846490768735,,,,,11436.958984375,f42fae38ff6fa7a52f7d059a1f27ac56483b85fc04ab59ee107c895f2a869da7,False
yuquan_hanyuxuan,P_local,3,19,24,early_stopping,586.3,6.194987008,0,1,3657,216,4.38308703488317,0,0.010466257769345552,0.12266914440645323,0.19032344797787012,,,,,14052.4677734375,3d0a875fce86fecd7bebf29739e6e218cda55d678fc117e0e8c59fc7d7ba4e8a,False
yuquan_hanyuxuan,P_memoryless,1,8,13,early_stopping,244.4,12.312379392,0,1,3657,216,3.3255623126852103,0,0.0,0.015605182554864786,0.19733768442445992,0.14114525952625157,0.869373385616387,0.6380893977707632,0.6774284673639035,11822.4453125,fefe442687e03423bb4b59290d894ce26cdb7aa43cc4c348194a27b2605d4784,False
yuquan_hanyuxuan,P_slow,1,7,12,early_stopping,266.4,8.099201024,1,1,3657,216,8.027600695346964,0,0.006891397473856385,0.1033696661332299,0.142217747897953,0.4274712666304381,0.7656958051685704,0.3671937881309955,0.354902226628222,11236.1650390625,3a696261ff52f3d8708258691971c454d216348467cdcf913d454bd8c997a0ec,False
yuquan_hanyuxuan,P_slow,2,1,6,early_stopping,142.0,10.070523904,1,1,3657,216,16.0756411223576,0,0.00310901705349963,0.043518033356143744,0.06476535139204131,0.21143998271957457,0.9863921863186486,0.3245301933347874,0.291481187970868,11295.740234375,99d9993228a956be518762e828b4243f1e06368cf4c1615fa81426bb433fbdf3,False
yuquan_hanyuxuan,P_slow,3,10,15,early_stopping,335.1,16.647192576,0,1,3657,216,5.750067998623026,0,0.006432165106465184,0.08314619790776936,0.1438971735788538,0.3403402172605168,0.649957145420943,0.44091538743679287,0.4803355287139913,13878.4111328125,243e7d07a25e39476112b3efdaca2442963008fc59aa46d69360ae60bf7cdf8e,False
yuquan_huangwanling,P_local,1,2,7,early_stopping,1776.0,1.107296256,0,1,76603,200,8.362676900097842,0,0.021293446341452665,0.08387232330647144,0.2272866853642778,,,,,11767.9013671875,fee6e54e6870518c4cc267eff5cbdd8b1d3846844845e360ad9125db69b5936f,False
yuquan_huangwanling,P_local,2,3,8,early_stopping,2013.7,1.107296256,0,1,76603,200,8.87420469850849,0,0.029757698758674452,0.12257840026265675,0.3130414209383648,,,,,11346.77734375,d2fd081b1ed902f03982491b569f06839e52b3751ccd7ec6fe6d776649711f17,False
yuquan_huangwanling,P_local,3,2,7,early_stopping,1829.4,1.107296256,0,1,76603,200,15.029306332137628,0,0.019664372870544167,0.07979118539683801,0.2303850149612607,,,,,13756.626953125,ed7739f6de69fe15dc78f5760823cdc3ab6894eecf979898098ab301aa719507,False
yuquan_huangwanling,P_memoryless,1,0,5,early_stopping,894.1,2.302672896,0,1,76603,200,19.884718586487047,0,0.0,0.009027689241073337,0.35562636664107744,0.24575534785274974,11.041224048295328,3.043949944388952,1.1277362591105586,11649.572265625,782ee8467f4a8b7adfb036ace566b61370f1901f540475dd96659ceee830dff0,False
