horizon_seconds,arm,endpoint,n_subjects,n_positive,median_gain,p_sign,n_dropped_not_estimable,n_dropped_missing,seed_spread_median
1800.0,B+shift10(S(P_slow_seed1)),continuous:size,27,12,-0.0003231807727186453,0.7011080384254456,0,0,
1800.0,B+shift10(S(P_slow_seed1)),continuous:span,27,12,-6.977635359683987e-05,0.7011080384254456,0,0,
1800.0,B+shift10(S(P_slow_seed1)),continuous:band_energy,25,11,-0.00045006560460025824,0.6900379657745361,2,0,
1800.0,B+shift10(S(P_slow_seed1)),continuous:band_peak,27,11,-0.0002375071907667614,0.44206833839416504,0,0,
1800.0,B+shift10(S(P_slow_seed1)),continuous:embedding,27,9,-0.0002723451347508288,0.12207812070846558,0,0,
1800.0,B+shift2(S(P_local_seed1)),count,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_local_seed1)),participation,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_local_seed1)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_local_seed1)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_local_seed1)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_local_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_local_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_local_seed1)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed1)),count,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed1)),participation,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed1)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed1)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed1)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed1)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed2)),count,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed2)),participation,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed2)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed2)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed2)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed2)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed2)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed2)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed3)),count,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed3)),participation,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed3)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed3)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed3)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed3)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed3)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift2(S(P_slow_seed3)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_local_seed1)),count,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_local_seed1)),participation,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_local_seed1)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_local_seed1)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_local_seed1)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_local_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_local_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_local_seed1)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed1)),count,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed1)),participation,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed1)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed1)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed1)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed1)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed2)),count,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed2)),participation,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed2)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed2)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed2)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed2)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed2)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed2)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed3)),count,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed3)),participation,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed3)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed3)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed3)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed3)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed3)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift25(S(P_slow_seed3)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift28(S(P_slow_seed1)),count,0,0,nan,nan,0,27,
1800.0,B+shift28(S(P_slow_seed1)),participation,0,0,nan,nan,0,27,
1800.0,B+shift28(S(P_slow_seed1)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift28(S(P_slow_seed1)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift28(S(P_slow_seed1)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift28(S(P_slow_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift28(S(P_slow_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift28(S(P_slow_seed1)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift5(S(P_slow_seed1)),count,0,0,nan,nan,0,27,
1800.0,B+shift5(S(P_slow_seed1)),participation,0,0,nan,nan,0,27,
1800.0,B+shift5(S(P_slow_seed1)),continuous,0,0,nan,nan,0,27,
1800.0,B+shift5(S(P_slow_seed1)),continuous:size,0,0,nan,nan,0,27,
1800.0,B+shift5(S(P_slow_seed1)),continuous:span,0,0,nan,nan,0,27,
1800.0,B+shift5(S(P_slow_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
1800.0,B+shift5(S(P_slow_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
1800.0,B+shift5(S(P_slow_seed1)),continuous:embedding,0,0,nan,nan,0,27,
1800.0,B+shift7(S(P_local_seed1)),count,27,14,3.5603063226474774e-06,1.0,0,0,
1800.0,B+shift7(S(P_local_seed1)),participation,27,14,9.296813319181751e-10,1.0,0,0,
1800.0,B+shift7(S(P_local_seed1)),continuous,27,9,-0.0006514499582526145,0.12207812070846558,0,0,
1800.0,B+shift7(S(P_local_seed1)),continuous:size,27,13,-9.940399170460523e-09,1.0,0,0,
1800.0,B+shift7(S(P_local_seed1)),continuous:span,27,10,-0.0007876166163318654,0.24778856337070465,0,0,
1800.0,B+shift7(S(P_local_seed1)),continuous:band_energy,25,11,-0.0005068181956626727,0.6900379657745361,2,0,
1800.0,B+shift7(S(P_local_seed1)),continuous:band_peak,27,11,-0.00018293429782434423,0.44206833839416504,0,0,
1800.0,B+shift7(S(P_local_seed1)),continuous:embedding,27,10,-0.00032136257209769425,0.24778856337070465,0,0,
1800.0,B+shift7(S(P_slow_seed1)),count,26,13,-2.945344617133472e-05,1.0,1,0,
1800.0,B+shift7(S(P_slow_seed1)),participation,27,9,-0.0001228486879918389,0.12207812070846558,0,0,
1800.0,B+shift7(S(P_slow_seed1)),continuous,27,10,-0.0003404631866015251,0.24778856337070465,0,0,
1800.0,B+shift7(S(P_slow_seed1)),continuous:size,27,13,-0.00016068853932726945,1.0,0,0,
1800.0,B+shift7(S(P_slow_seed1)),continuous:span,27,12,-3.519978972055249e-05,0.7011080384254456,0,0,
1800.0,B+shift7(S(P_slow_seed1)),continuous:band_energy,25,11,-0.00022726312769694168,0.6900379657745361,2,0,
1800.0,B+shift7(S(P_slow_seed1)),continuous:band_peak,27,11,-0.00010462155404189488,0.44206833839416504,0,0,
1800.0,B+shift7(S(P_slow_seed1)),continuous:embedding,27,8,-0.0005202182036530001,0.052238985896110535,0,0,
1800.0,B+shift7(S(P_slow_seed2)),count,25,13,1.773511534075567e-06,1.0,2,0,
1800.0,B+shift7(S(P_slow_seed2)),participation,26,9,-0.00042354512766981656,0.16863754391670227,1,0,
1800.0,B+shift7(S(P_slow_seed2)),continuous,26,10,-8.833188250001456e-05,0.32693958282470703,1,0,
1800.0,B+shift7(S(P_slow_seed2)),continuous:size,26,12,-6.812236531439364e-05,0.8450189828872681,1,0,
1800.0,B+shift7(S(P_slow_seed2)),continuous:span,26,11,-0.00035687285038621397,0.557197093963623,1,0,
1800.0,B+shift7(S(P_slow_seed2)),continuous:band_energy,24,12,-0.000140429751610327,1.0,3,0,
1800.0,B+shift7(S(P_slow_seed2)),continuous:band_peak,26,12,-8.587837829510114e-05,0.8450189828872681,1,0,
1800.0,B+shift7(S(P_slow_seed2)),continuous:embedding,26,10,-0.0004207174075303577,0.32693958282470703,1,0,
1800.0,B+shift7(S(P_slow_seed3)),count,27,14,4.318568429972913e-06,1.0,0,0,
1800.0,B+shift7(S(P_slow_seed3)),participation,27,13,-3.3445701923540128e-06,1.0,0,0,
1800.0,B+shift7(S(P_slow_seed3)),continuous,27,7,-0.0005578865194266758,0.0191572904586792,0,0,
1800.0,B+shift7(S(P_slow_seed3)),continuous:size,27,15,0.00021443486418171176,0.7011080384254456,0,0,
1800.0,B+shift7(S(P_slow_seed3)),continuous:span,27,9,-0.0005035628747434018,0.12207812070846558,0,0,
1800.0,B+shift7(S(P_slow_seed3)),continuous:band_energy,25,11,-0.00037248024095748455,0.6900379657745361,2,0,
1800.0,B+shift7(S(P_slow_seed3)),continuous:band_peak,27,12,-9.893053409171237e-05,0.7011080384254456,0,0,
1800.0,B+shift7(S(P_slow_seed3)),continuous:embedding,27,9,-0.0004457845029954832,0.12207812070846558,0,0,
1800.0,B_clock_only,count,25,10,-7.978980165557203e-05,0.42435622215270996,2,0,
1800.0,B_clock_only,participation,27,4,-0.0157315218136731,0.000310748815536499,0,0,
1800.0,B_clock_only,continuous,27,2,-0.03004016633773987,5.647540092468262e-06,0,0,
1800.0,B_clock_only,continuous:size,27,5,-0.012824674551853432,0.0015137195587158203,0,0,
1800.0,B_clock_only,continuous:span,27,5,-0.008236820406632095,0.0015137195587158203,0,0,
1800.0,B_clock_only,continuous:band_energy,25,1,-0.039852205562549425,1.5497207641601562e-06,2,0,
1800.0,B_clock_only,continuous:band_peak,27,8,-0.0014574420133857124,0.052238985896110535,0,0,
1800.0,B_clock_only,continuous:embedding,27,2,-0.01811727069557678,5.647540092468262e-06,0,0,
1800.0,B_multiscale_mlp,count,27,9,-1.239715388123841e-07,0.12207812070846558,0,0,
1800.0,B_multiscale_mlp,participation,27,13,-1.4908561940529808e-08,1.0,0,0,
1800.0,B_multiscale_mlp,continuous,27,12,-5.9789078132865825e-09,0.7011080384254456,0,0,
1800.0,B_multiscale_mlp,continuous:size,27,12,-3.188067032589004e-08,0.7011080384254456,0,0,
1800.0,B_multiscale_mlp,continuous:span,27,15,1.7414988562336475e-08,0.7011080384254456,0,0,
1800.0,B_multiscale_mlp,continuous:band_energy,25,9,-1.3364192641418526e-07,0.2295229434967041,2,0,
1800.0,B_multiscale_mlp,continuous:band_peak,27,19,1.6109188871737956e-08,0.052238985896110535,0,0,
1800.0,B_multiscale_mlp,continuous:embedding,27,15,2.9707090121178226e-09,0.7011080384254456,0,0,
1800.0,S(P_local_seed1),count,27,15,0.0004279579346730955,0.7011080384254456,0,0,
1800.0,S(P_local_seed1),participation,27,6,-0.0026946256113219436,0.005924612283706665,0,0,
1800.0,S(P_local_seed1),continuous,27,3,-0.00903330522355894,4.9233436584472656e-05,0,0,
1800.0,S(P_local_seed1),continuous:size,27,10,-0.004009260190753761,0.24778856337070465,0,0,
1800.0,S(P_local_seed1),continuous:span,27,7,-0.0036593028312081888,0.0191572904586792,0,0,
1800.0,S(P_local_seed1),continuous:band_energy,24,4,-0.015526207957938243,0.001543879508972168,3,0,
1800.0,S(P_local_seed1),continuous:band_peak,27,13,-0.00027904195408523513,1.0,0,0,
1800.0,S(P_local_seed1),continuous:embedding,27,3,-0.008234015468948419,4.9233436584472656e-05,0,0,
1800.0,S(P_memoryless_seed1),count,27,12,-0.0023282998770151053,0.7011080384254456,0,0,
1800.0,S(P_memoryless_seed1),participation,27,7,-0.0067240597717118655,0.0191572904586792,0,0,
1800.0,S(P_memoryless_seed1),continuous,27,3,-0.020615983414025374,4.9233436584472656e-05,0,0,
1800.0,S(P_memoryless_seed1),continuous:size,27,7,-0.005940017364969963,0.0191572904586792,0,0,
1800.0,S(P_memoryless_seed1),continuous:span,27,5,-0.00839791150154845,0.0015137195587158203,0,0,
1800.0,S(P_memoryless_seed1),continuous:band_energy,24,3,-0.047334273339300514,0.0002771615982055664,3,0,
1800.0,S(P_memoryless_seed1),continuous:band_peak,27,8,-0.0015107454084817284,0.052238985896110535,0,0,
1800.0,S(P_memoryless_seed1),continuous:embedding,27,3,-0.014546689255357848,4.9233436584472656e-05,0,0,
1800.0,S(P_slow_seed1),count,26,13,-6.36823618815896e-06,1.0,1,0,
1800.0,S(P_slow_seed1),participation,27,5,-0.014953968858164579,0.0015137195587158203,0,0,
1800.0,S(P_slow_seed1),continuous,27,3,-0.017486077088965102,4.9233436584472656e-05,0,0,
1800.0,S(P_slow_seed1),continuous:size,27,6,-0.005158147696124216,0.005924612283706665,0,0,
1800.0,S(P_slow_seed1),continuous:span,27,5,-0.012069589508814538,0.0015137195587158203,0,0,
1800.0,S(P_slow_seed1),continuous:band_energy,23,5,-0.024359792587338003,0.010622024536132812,4,0,
1800.0,S(P_slow_seed1),continuous:band_peak,27,9,-0.0020382069835347405,0.12207812070846558,0,0,
1800.0,S(P_slow_seed1),continuous:embedding,27,3,-0.01378182258162619,4.9233436584472656e-05,0,0,
7200.0,B+S(P_local_seed1),count,23,14,9.003687010178396e-05,0.4048728942871094,0,4,
7200.0,B+S(P_local_seed1),participation,23,14,0.0003443977763027961,0.4048728942871094,0,4,
7200.0,B+S(P_local_seed1),continuous,22,11,0.0005457360694547386,1.0,1,4,
7200.0,B+S(P_local_seed1),continuous:size,23,11,-0.0007386052056745918,1.0,0,4,
7200.0,B+S(P_local_seed1),continuous:span,23,11,-0.00018309729863785762,1.0,0,4,
7200.0,B+S(P_local_seed1),continuous:band_energy,21,13,0.0017764930343964203,0.38331031799316406,2,4,
7200.0,B+S(P_local_seed1),continuous:band_peak,23,16,0.00015669042446364578,0.0931396484375,0,4,
7200.0,B+S(P_local_seed1),continuous:embedding,23,15,0.0012757848333766475,0.21003961563110352,0,4,
7200.0,B+S(P_local_seed2),count,23,14,0.0001129971327253898,0.4048728942871094,0,4,
7200.0,B+S(P_local_seed2),participation,22,12,2.480500777779504e-06,0.8318119049072266,1,4,
7200.0,B+S(P_local_seed2),continuous,21,9,-0.0014300852466555547,0.6636238098144531,2,4,
7200.0,B+S(P_local_seed2),continuous:size,22,11,-1.1830781679766922e-05,1.0,1,4,
7200.0,B+S(P_local_seed2),continuous:span,22,10,-0.00017470148118570172,0.8318119049072266,1,4,
7200.0,B+S(P_local_seed2),continuous:band_energy,20,10,0.0006506345573807915,1.0,3,4,
7200.0,B+S(P_local_seed2),continuous:band_peak,23,11,-3.7752517263456298e-06,1.0,0,4,
7200.0,B+S(P_local_seed2),continuous:embedding,22,12,0.00023239267908259365,0.8318119049072266,1,4,
7200.0,B+S(P_local_seed3),count,23,16,0.00011418572320742726,0.0931396484375,0,4,
7200.0,B+S(P_local_seed3),participation,23,12,2.8118283257327903e-09,1.0,0,4,
7200.0,B+S(P_local_seed3),continuous,22,9,-0.0010070937525703538,0.5234670639038086,1,4,
7200.0,B+S(P_local_seed3),continuous:size,23,11,-0.0009484154141718992,1.0,0,4,
7200.0,B+S(P_local_seed3),continuous:span,23,12,9.455568213456722e-05,1.0,0,4,
7200.0,B+S(P_local_seed3),continuous:band_energy,21,11,0.0006217237806145359,1.0,2,4,
7200.0,B+S(P_local_seed3),continuous:band_peak,23,11,-0.00012050125764972996,1.0,0,4,
7200.0,B+S(P_local_seed3),continuous:embedding,23,13,0.0003209701504076623,0.6776394844055176,0,4,
7200.0,B+S(P_memoryless_seed1),count,23,14,0.00021783398366181927,0.4048728942871094,0,4,
7200.0,B+S(P_memoryless_seed1),participation,23,10,-2.533507711621752e-06,0.6776394844055176,0,4,
7200.0,B+S(P_memoryless_seed1),continuous,22,7,-5.6068578234924615e-05,0.13380050659179688,1,4,
7200.0,B+S(P_memoryless_seed1),continuous:size,23,10,-3.898637751875711e-05,0.6776394844055176,0,4,
7200.0,B+S(P_memoryless_seed1),continuous:span,23,14,6.5235620084092e-05,0.4048728942871094,0,4,
7200.0,B+S(P_memoryless_seed1),continuous:band_energy,21,9,-4.0141521373104894e-05,0.6636238098144531,2,4,
7200.0,B+S(P_memoryless_seed1),continuous:band_peak,23,8,-1.516217186736668e-05,0.21003961563110352,0,4,
7200.0,B+S(P_memoryless_seed1),continuous:embedding,23,8,-5.9130010364727426e-05,0.21003961563110352,0,4,
7200.0,B+S(P_slow_seed1),count,22,14,0.00020446255182582362,0.28627872467041016,1,4,
7200.0,B+S(P_slow_seed1),participation,23,12,2.6782823736581918e-08,1.0,0,4,
7200.0,B+S(P_slow_seed1),continuous,22,7,-0.0028500807201630174,0.13380050659179688,1,4,
7200.0,B+S(P_slow_seed1),continuous:size,23,9,-0.0010160949883473158,0.4048728942871094,0,4,
7200.0,B+S(P_slow_seed1),continuous:span,22,12,0.0002935302592179667,0.8318119049072266,1,4,
7200.0,B+S(P_slow_seed1),continuous:band_energy,21,10,-0.0004697207603157061,1.0,2,4,
7200.0,B+S(P_slow_seed1),continuous:band_peak,23,11,-0.00021001004928411504,1.0,0,4,
7200.0,B+S(P_slow_seed1),continuous:embedding,23,13,0.0004821566220218898,0.6776394844055176,0,4,
7200.0,B+S(P_slow_seed2),count,22,12,4.948917962233068e-05,0.8318119049072266,1,4,
7200.0,B+S(P_slow_seed2),participation,22,12,1.1778320125888087e-06,0.8318119049072266,1,4,
7200.0,B+S(P_slow_seed2),continuous,21,10,-0.00016141171654338038,1.0,2,4,
7200.0,B+S(P_slow_seed2),continuous:size,22,13,0.00028804640687207783,0.5234670639038086,1,4,
7200.0,B+S(P_slow_seed2),continuous:span,22,14,0.0008830787448212973,0.28627872467041016,1,4,
7200.0,B+S(P_slow_seed2),continuous:band_energy,20,11,9.705085807332203e-05,0.8238029479980469,3,4,
7200.0,B+S(P_slow_seed2),continuous:band_peak,22,9,-4.3027376613213875e-05,0.5234670639038086,1,4,
7200.0,B+S(P_slow_seed2),continuous:embedding,22,9,-0.0012338455280117566,0.5234670639038086,1,4,
7200.0,B+S(P_slow_seed3),count,22,13,9.32650826390713e-05,0.5234670639038086,1,4,
7200.0,B+S(P_slow_seed3),participation,22,11,-4.5491192913194034e-05,1.0,1,4,
7200.0,B+S(P_slow_seed3),continuous,21,8,-0.0014724947366906438,0.38331031799316406,2,4,
7200.0,B+S(P_slow_seed3),continuous:size,22,16,0.0015119019776922427,0.052478790283203125,1,4,
7200.0,B+S(P_slow_seed3),continuous:span,22,10,-0.0001895337689705734,0.8318119049072266,1,4,
7200.0,B+S(P_slow_seed3),continuous:band_energy,20,8,-0.0013908551535549707,0.5034446716308594,3,4,
7200.0,B+S(P_slow_seed3),continuous:band_peak,22,12,0.00021843824325118444,0.8318119049072266,1,4,
7200.0,B+S(P_slow_seed3),continuous:embedding,22,12,0.00017153752911658326,0.8318119049072266,1,4,
7200.0,B+shift10(S(P_slow_seed1)),count,0,0,nan,nan,0,27,
7200.0,B+shift10(S(P_slow_seed1)),participation,0,0,nan,nan,0,27,
7200.0,B+shift10(S(P_slow_seed1)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift10(S(P_slow_seed1)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift10(S(P_slow_seed1)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift10(S(P_slow_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift10(S(P_slow_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift10(S(P_slow_seed1)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_local_seed1)),count,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_local_seed1)),participation,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_local_seed1)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_local_seed1)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_local_seed1)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_local_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_local_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_local_seed1)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed1)),count,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed1)),participation,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed1)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed1)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed1)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed1)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed2)),count,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed2)),participation,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed2)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed2)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed2)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed2)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed2)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed2)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed3)),count,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed3)),participation,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed3)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed3)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed3)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed3)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed3)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift2(S(P_slow_seed3)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift25(S(P_local_seed1)),count,23,14,3.9889267114290305e-05,0.4048728942871094,0,4,
7200.0,B+shift25(S(P_local_seed1)),participation,23,10,-7.420470395536061e-05,0.6776394844055176,0,4,
7200.0,B+shift25(S(P_local_seed1)),continuous,22,9,-0.0016136306050544835,0.5234670639038086,1,4,
7200.0,B+shift25(S(P_local_seed1)),continuous:size,23,14,0.0009769115610063217,0.4048728942871094,0,4,
7200.0,B+shift25(S(P_local_seed1)),continuous:span,23,9,-0.0013385357694450928,0.4048728942871094,0,4,
7200.0,B+shift25(S(P_local_seed1)),continuous:band_energy,21,12,0.0018421585086447756,0.6636238098144531,2,4,
7200.0,B+shift25(S(P_local_seed1)),continuous:band_peak,23,11,-9.126734829667527e-05,1.0,0,4,
7200.0,B+shift25(S(P_local_seed1)),continuous:embedding,23,11,-0.0002979915740555228,1.0,0,4,
7200.0,B+shift25(S(P_slow_seed1)),count,22,12,2.9030797216833548e-05,0.8318119049072266,1,4,
7200.0,B+shift25(S(P_slow_seed1)),participation,23,11,-4.157668936466408e-05,1.0,0,4,
7200.0,B+shift25(S(P_slow_seed1)),continuous,22,7,-0.002660875353877934,0.13380050659179688,1,4,
7200.0,B+shift25(S(P_slow_seed1)),continuous:size,23,12,0.000567955110331031,1.0,0,4,
7200.0,B+shift25(S(P_slow_seed1)),continuous:span,23,10,-0.0009705597591525006,0.6776394844055176,0,4,
7200.0,B+shift25(S(P_slow_seed1)),continuous:band_energy,21,6,-0.006844353856888086,0.0783538818359375,2,4,
7200.0,B+shift25(S(P_slow_seed1)),continuous:band_peak,23,9,-0.00042860106121689334,0.4048728942871094,0,4,
7200.0,B+shift25(S(P_slow_seed1)),continuous:embedding,23,9,-0.00029192619149598364,0.4048728942871094,0,4,
7200.0,B+shift25(S(P_slow_seed2)),count,22,15,7.643717977146025e-05,0.13380050659179688,1,4,
7200.0,B+shift25(S(P_slow_seed2)),participation,22,13,0.0002090054544778841,0.5234670639038086,1,4,
7200.0,B+shift25(S(P_slow_seed2)),continuous,21,9,-0.0008084597140025629,0.6636238098144531,2,4,
7200.0,B+shift25(S(P_slow_seed2)),continuous:size,22,13,0.0014569435603092318,0.5234670639038086,1,4,
7200.0,B+shift25(S(P_slow_seed2)),continuous:span,22,10,-0.00034911117331548613,0.8318119049072266,1,4,
7200.0,B+shift25(S(P_slow_seed2)),continuous:band_energy,20,10,-0.00020594577922672386,1.0,3,4,
7200.0,B+shift25(S(P_slow_seed2)),continuous:band_peak,22,11,-9.214481605401836e-05,1.0,1,4,
7200.0,B+shift25(S(P_slow_seed2)),continuous:embedding,22,9,-0.0007802118362059129,0.5234670639038086,1,4,
7200.0,B+shift25(S(P_slow_seed3)),count,22,15,5.5562303782341615e-05,0.13380050659179688,1,4,
7200.0,B+shift25(S(P_slow_seed3)),participation,22,10,-3.732677750534208e-05,0.8318119049072266,1,4,
7200.0,B+shift25(S(P_slow_seed3)),continuous,21,8,-0.0028120516442662336,0.38331031799316406,2,4,
7200.0,B+shift25(S(P_slow_seed3)),continuous:size,22,9,-0.0010969180216546803,0.5234670639038086,1,4,
7200.0,B+shift25(S(P_slow_seed3)),continuous:span,22,9,-0.00023635499524832237,0.5234670639038086,1,4,
7200.0,B+shift25(S(P_slow_seed3)),continuous:band_energy,20,9,-0.0013453243023429096,0.8238029479980469,3,4,
