relpath,size_bytes,mtime,md5
inv/pat_108402/adm_1084102/rec_108401102/108401102_0057_gpu.npz,89551,1618841501.54,f9b56fe058ec00a73600c9865b0ecea1
inv/pat_108402/adm_1084102/rec_108401102/108401102_0058.head,668,1618060024.0,d7ffa4ba46e959aa53cf1b1ad95a7bce
inv/pat_108402/adm_1084102/rec_108401102/108401102_0058_gpu.npz,68879,1618841592.04,656ffba8f1c44aff0d7c9e60b8c2a8d5
inv/pat_108402/adm_1084102/rec_108401102/108401102_0059.head,668,1618060582.0,eac4aebd6d85a50f2edb3894e18427f5
inv/pat_108402/adm_1084102/rec_108401102/108401102_0059_gpu.npz,59205,1618841681.42,9ee46f5e26ff365ed2418cad69ee3807
inv/pat_108402/adm_1084102/rec_108401102/108401102_0060.head,668,1618060850.0,89ea9070a7b162664f6bc00f4dcfcff4
inv/pat_108402/adm_1084102/rec_108401102/108401102_0060_gpu.npz,56453,1618841775.39,a9e9fbd574978fed766d051c365d0b84
inv/pat_108402/adm_1084102/rec_108401102/108401102_0061.head,668,1618061126.0,bcf3b0fa2bde280057db9398087b1fca
inv/pat_108402/adm_1084102/rec_108401102/108401102_0061_gpu.npz,54691,1618841915.1,3f11ff0ba46d993a562f3e7c8262fc6f
inv/pat_108402/adm_1084102/rec_108401102/108401102_0062.head,668,1618061692.0,6ce26e1f2bfa2fa0bd122a029640f3f3
inv/pat_108402/adm_1084102/rec_108401102/108401102_0062_gpu.npz,71737,1618842042.15,0b56e3a359e3fac305700917865437fe
inv/pat_108402/adm_1084102/rec_108401102/108401102_0063.head,668,1618062358.0,03d13861cb7f3ab178acf067003a605b
inv/pat_108402/adm_1084102/rec_108401102/108401102_0063_gpu.npz,66714,1618842118.94,bce2c75425210f9c84e15f749c806464
inv/pat_108402/adm_1084102/rec_108401102/108401102_0064.head,668,1618062606.0,a664faf066fbc2edccd2e6c41506db3b
inv/pat_108402/adm_1084102/rec_108401102/108401102_0064_gpu.npz,158750,1618842312.9,fa3436e2484fdda29a617db758cfaa88
