candidate,stage,topology,noise,comparison,description,physical_status,duration_ms,primary,TA,TB,n_all_detected,n_TA_all,n_TB_all,detection_rate_per_s,detection_interval_median_ms,detection_interval_min_ms,detection_interval_cv,detection_interval_below_250ms_fraction,qualifying_duration_median_ms,excluded_overlapping,excluded_prolonged,excluded_insufficient,coreAE_rate_hz,coreBE_rate_hz,surroundE_rate_hz,allI_rate_hz,L_search,L_off,L_off_A,L_off_B,L_D16,D_mask_off,rotation_time_fraction,rotation_tracks_per_minute,max_fixed_ring_turns
curve_circle_out1_EI1,response,2712,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,144,40,104,173,44,129,2.9572649572649574,328.0,210.0,0.24199042069507215,0.09302325581395349,88.0,29,0,0,9.75645342312009,10.25328222750903,9.78683538245841,21.75990170940171,7.178000637005631,12.201959570266325,12.286603825555718,0.08464425528939142,12.96375786787085,0.1402846220911932,0.01675862068965517,17.586206896551722,0.9024690667258902
curve_circle_out1_EI0.75,response,2712,847401,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,167,83,84,173,86,87,2.9572649572649574,321.0,236.0,0.20430834153004715,0.01744186046511628,76.0,6,0,0,17.36001036001036,18.08531588686228,11.165090503024258,24.77697222222222,3.7710268573855945,3.2017805026081376,3.2744869023757133,0.07270639976757604,3.9606535501822124,0.28266564490476553,0.0017586206896551724,3.103448275862069,0.6644137406838259
bridge_circle_weight150,response,2711,847402,curve_circle_out1_EI1,圆核｜向外EE×1.5，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,172,78,94,189,82,107,3.230769230769231,300.0,240.0,0.17400758225161383,0.047872340425531915,88.0,17,0,0,11.984613167492546,13.911199095022624,13.76854533359975,29.56534829059829,4.060203777838567,3.7208154096464376,3.788146876902431,0.0673314672559933,4.444628682648365,0.28652886361868724,0.0007241379310344827,1.0344827586206897,0.5185194245732555
curve_ellipse4_out1_EI0.75,response,2712,847402,curve_ellipse4_out1_EI1,椭圆4:1｜向外EE×1，核内EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,157,28,129,163,28,135,2.786324786324786,337.0,246.0,0.26653446890761745,0.018518518518518517,90.0,6,0,0,15.26484934818268,17.568309983258434,10.572234467542039,23.311743589743593,8.478024606184526,13.94709986767895,13.995227475778243,0.048127608099290814,14.419352022153243,0.19596153638879432,0.0,0.0,0.5898853339500738
curve_ellipse4_out1_EI0.75,response,2712,847401,curve_ellipse4_out1_EI1,椭圆4:1｜向外EE×1，核内EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,150,38,112,154,38,116,2.6324786324786325,346.0,244.0,0.2868204398760522,0.013071895424836602,90.0,4,0,0,14.275079858413191,16.463278702969426,10.044075849083734,22.16750854700855,6.524657368836077,10.38806093303776,10.452266827536013,0.06420589449825218,10.989991193958874,0.1733174356015591,0.003689655172413793,4.137931034482759,0.7278862939903199
bridge_circle_out125,response,2711,847401,curve_circle_out1_EI1,圆核｜向外EE×1.25，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,140,78,62,187,109,78,3.1965811965811968,297.0,204.0,0.23247888448397533,0.12903225806451613,82.0,47,0,0,8.396355050051548,12.65078766549355,11.19660367909472,24.586100427350427,2.3769028562087384,2.629671985723305,2.7192081339079106,0.08953614818460552,3.4131132823386032,0.13833682820643023,0.000689655172413793,1.0344827586206897,0.7703736183789055
curve_circle_out1_EI1,response,2712,847401,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,156,46,110,168,50,118,2.871794871794872,336.0,192.0,0.24613571081552393,0.03592814371257485,88.0,12,0,0,9.776288526288525,10.259538285311482,9.527078446439646,21.196521367521367,6.821644969463634,11.557470898694163,11.634829191889294,0.0773582931951306,12.311714257346686,0.13584153700506274,0.01093103448275862,11.379310344827585,0.7799167391000196
curve_circle_out1_EI1,response,2511,847401,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,113,21,92,147,22,125,2.5128205128205128,353.0,198.0,0.4059495661712978,0.1232876712328767,88.0,34,0,0,8.574691358024692,6.356601469809017,8.144195294303357,17.962288461538463,7.499822843326501,13.159145468470715,13.269741591050561,0.11059612257984709,13.940230584190884,0.11986484621796056,0.005068965517241379,6.206896551724138,0.8305302028954796
curve_ellipse4_out1_EI1,response,2711,847402,curve_ellipse4_out1_EI1,椭圆4:1｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,105,9,96,180,9,171,3.076923076923077,286.0,184.0,0.3868679120851585,0.2681564245810056,88.0,75,0,0,13.509439400489985,5.259720127367186,9.249367328017904,20.226747863247866,8.945215484071683,16.631099362475823,16.720332619129657,0.08923325665383319,17.2166926092666,0.0820155236927046,0.009724137931034483,10.344827586206897,0.8202265862142902
curve_circle_out1_EI0.75,response,2511,847401,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,162,80,82,174,86,88,2.9743589743589745,320.0,242.0,0.224952699176055,0.04046242774566474,84.0,12,0,0,15.810422602089268,15.808878752274978,10.928245766938543,24.17245512820513,3.4658837813631598,3.203453649101797,3.27578887887271,0.07233522977091306,3.935847850532292,0.24281104098441608,0.0,0.0,0.5320148106751642
