candidate,stage,topology,noise,comparison,description,layer,mode,n,SCL_any,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,rank_correlation,rank_shared_contacts,lag_joint_n,SCL_minus_ICL_lag_median_ms,SCL_minus_ICL_lag_q05_ms,SCL_minus_ICL_lag_q95_ms,mean_contacts_per_event,pair_order_probability_mae,pair_order_supported_pairs,local_width_ms_n,local_width_ms_mean,local_width_ms_median,local_width_ms_variance,local_width_ms_q05,local_width_ms_q95,recruitment_span_ms_n,recruitment_span_ms_mean,recruitment_span_ms_median,recruitment_span_ms_variance,recruitment_span_ms_q05,recruitment_span_ms_q95,B_minus_A_t10_ms_n,B_minus_A_t10_ms_mean,B_minus_A_t10_ms_median,B_minus_A_t10_ms_variance,B_minus_A_t10_ms_q05,B_minus_A_t10_ms_q95,B_minus_A_t50_ms_n,B_minus_A_t50_ms_mean,B_minus_A_t50_ms_median,B_minus_A_t50_ms_variance,B_minus_A_t50_ms_q05,B_minus_A_t50_ms_q95,first_10pct_mass_core_share_n,first_10pct_mass_core_share_mean,first_10pct_mass_core_share_median,first_10pct_mass_core_share_variance,first_10pct_mass_core_share_q05,first_10pct_mass_core_share_q95,peak_active_components_n,peak_active_components_mean,peak_active_components_median,peak_active_components_variance,peak_active_components_q05,peak_active_components_q95,peak_largest_component_fraction_n,peak_largest_component_fraction_mean,peak_largest_component_fraction_median,peak_largest_component_fraction_variance,peak_largest_component_fraction_q05,peak_largest_component_fraction_q95,union_active_area_mm2_n,union_active_area_mm2_mean,union_active_area_mm2_median,union_active_area_mm2_variance,union_active_area_mm2_q05,union_active_area_mm2_q95,peak_active_area_mm2_n,peak_active_area_mm2_mean,peak_active_area_mm2_median,peak_active_area_mm2_variance,peak_active_area_mm2_q05,peak_active_area_mm2_q95,native_spatial_rms_mm_n,native_spatial_rms_mm_mean,native_spatial_rms_mm_median,native_spatial_rms_mm_variance,native_spatial_rms_mm_q05,native_spatial_rms_mm_q95
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,50,1.0,0.87,0.9945454545454546,1.0,0.16441207216321027,0.021428571428571425,15,50,-11.711345410177728,-26.931265881276158,54.70572119614626,14.68,0.20684893028584184,105,50,16.22,16.0,0.37918367346938786,16.0,18.0,50,59.96,52.0,569.7126530612245,34.9,104.19999999999999,50,13.687719815638651,29.729092937988298,2774.4932791880365,-69.98765904781904,70.14366666666703,50,11.875602245596916,30.681426774249303,2618.070629168681,-68.22893492990379,66.53179389635807,50,0.11114470600468895,0.10272622991118818,0.0010723704056177159,0.07331686856296322,0.16923166991063351,50,2.06,2.0,0.5473469387755102,1.0,3.0,50,0.9040405799902105,0.9318416137145027,0.013225364110197214,0.607860648906197,1.0,50,365.8,369.5,275.59183673469386,335.45,386.55,50,110.48,112.5,314.05061224489793,75.0,135.0,50,7.618875631004592,7.493640453885923,0.08833618027147475,7.310148707300275,8.08746065762451
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,TA,24,1.0,0.8958333333333333,0.9924242424242423,1.0,0.14708423007131705,0.7928571428571427,15,24,-18.95599651917837,-28.605096267574208,-13.491317404663462,14.708333333333334,0.20210255527480092,105,24,16.0,16.0,0.0,16.0,16.0,24,43.333333333333336,40.0,71.88405797101449,32.3,54.0,24,61.63387547218348,64.14346662126172,79.82920977759652,45.62059543010751,71.56754021403385,24,58.406836689460924,59.705213962811285,71.17048445771528,44.28393908735079,66.76178630195163,24,0.10243756892574819,0.09873691504831789,0.0005360393610344853,0.0730840473256634,0.14240782638099772,24,1.875,2.0,0.46195652173913043,1.0,3.0,24,0.955098882915486,0.9588928702684321,0.0016288634438089335,0.8914309592870343,1.0,24,367.0833333333333,367.0,82.8623188405797,352.15,379.0,24,113.08333333333333,112.5,136.2536231884058,94.75,129.7,24,7.437130737353726,7.428107187277714,0.006754475256731686,7.323090367453663,7.575111840662675
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,TB,26,1.0,0.8461538461538461,0.9965034965034966,1.0,0.20882819930511073,0.5714285714285713,15,26,33.152429338619186,-10.498398692334831,56.11868423324768,14.653846153846153,0.2583841706357616,105,26,16.423076923076923,16.0,0.6538461538461539,16.0,18.0,26,75.3076923076923,76.0,540.1415384615385,40.0,107.5,26,-30.570270021171957,-35.08595238095222,1120.5630146901606,-71.48707124435896,26.050621320437358,26,-31.076306471816014,-35.04165011503028,1068.7309187867413,-69.0988609289875,23.674937421776576,26,0.11918206330832658,0.10827839408602208,0.0014687250392685994,0.07481633167305705,0.19275691655027122,26,2.230769230769231,2.0,0.5846153846153846,2.0,3.75,26,0.8569098388284176,0.9206655269040757,0.01961032796901921,0.5820388463816195,0.9571660370195751,26,364.61538461538464,372.0,460.88615384615383,332.0,389.25,26,108.07692307692308,112.5,477.67384615384617,74.25,138.0,26,7.786640148220777,7.946288218124895,0.10594410741620951,7.239991982244093,8.12379244198343
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,all_detected,ALL,60,1.0,0.875,0.9893939393939394,1.0,0.16125105378519647,0.4892857142857142,15,60,-15.608979764023388,-28.274205242443987,54.251763005492464,14.633333333333333,0.16266036449813012,105,60,16.183333333333334,16.0,0.32175141242937844,16.0,18.0,60,58.8,52.0,480.4338983050847,35.9,102.19999999999999,60,22.759121903332854,52.9873765592522,2723.111945822319,-69.10278848629532,70.50041414141505,60,21.08473870536961,51.56746147510489,2605.8169058802264,-67.40460892831679,68.24171616373864,60,0.11193280225910039,0.1117415991505585,0.0010010700252069767,0.07280479520651821,0.15785359026581863,60,2.033333333333333,2.0,0.5073446327683616,1.0,3.0,60,0.9173652291786768,0.9371988948692588,0.011923397336791371,0.6233429769438421,1.0,60,365.3,368.5,248.5864406779661,335.95,386.05,60,108.21666666666667,109.0,288.51158192090395,75.0,135.0,60,7.58325214172353,7.464478520529078,0.08084729746647443,7.30786019871459,8.083259133625019
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,all_detected,TA,34,1.0,0.8970588235294117,0.983957219251337,1.0,0.1471213779852997,0.8035714285714284,15,34,-19.718563673339304,-28.427737970367797,-14.341581268143457,14.617647058823529,0.19896496057422236,105,34,16.0,16.0,0.0,16.0,16.0,34,46.1764705882353,50.0,70.87700534759358,33.3,54.699999999999996,34,63.54042161030713,66.52693609495054,65.42468243719243,49.32768772401446,71.41134068230886,34,60.972596782040966,65.49931877656093,66.34492265937749,46.05810541455621,69.13803384638386,34,0.10638924969204507,0.1117415991505585,0.0006040547249568216,0.07121537162654905,0.14593591049865023,34,1.8823529411764706,2.0,0.40998217468805703,1.0,3.0,34,0.963595821799463,0.9785864662939137,0.0013796646140728373,0.8980160387515317,1.0,34,365.8235294117647,366.0,94.63458110516935,351.65,379.0,34,108.32352941176471,104.0,153.92245989304814,93.65,128.7,34,7.42772013675505,7.418682364982689,0.0067693090573702295,7.314331039936899,7.572967858112055
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,all_detected,TB,26,1.0,0.8461538461538461,0.9965034965034966,1.0,0.20882819930511073,0.5714285714285713,15,26,33.152429338619186,-10.498398692334831,56.11868423324768,14.653846153846153,0.2583841706357616,105,26,16.423076923076923,16.0,0.6538461538461539,16.0,18.0,26,75.3076923076923,76.0,540.1415384615385,40.0,107.5,26,-30.570270021171957,-35.08595238095222,1120.5630146901606,-71.48707124435896,26.050621320437358,26,-31.076306471816014,-35.04165011503028,1068.7309187867413,-69.0988609289875,23.674937421776576,26,0.11918206330832658,0.10827839408602208,0.0014687250392685994,0.07481633167305705,0.19275691655027122,26,2.230769230769231,2.0,0.5846153846153846,2.0,3.75,26,0.8569098388284176,0.9206655269040757,0.01961032796901921,0.5820388463816195,0.9571660370195751,26,364.61538461538464,372.0,460.88615384615383,332.0,389.25,26,108.07692307692308,112.5,477.67384615384617,74.25,138.0,26,7.786640148220777,7.946288218124895,0.10594410741620951,7.239991982244093,8.12379244198343
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,ALL,39,1.0,0.7435897435897436,1.0,1.0,0.20640286370180153,0.48214285714285704,15,39,-7.9552535243892635,-19.84140771030734,36.41839087623812,13.948717948717949,0.1701166564152917,105,39,16.23076923076923,16.0,0.3927125506072876,16.0,18.0,39,53.02564102564103,44.0,355.7624831309042,37.2,82.2,39,22.928389768709348,63.92770605759688,3142.0404642125113,-69.60924858315448,72.21726822767832,39,19.831767940960425,52.12387796027542,2883.1729667806107,-67.80842727989894,68.12505459766939,39,0.10873874593802604,0.09524615124344443,0.0028837216983331544,0.060850425118355034,0.2204864496249674,39,2.230769230769231,2.0,0.4979757085020243,1.0,3.0,39,0.9168345334654466,0.9347288296860133,0.007342936295060441,0.7828961266706045,1.0,39,369.8205128205128,373.0,294.3090418353576,343.9,395.1,39,103.84615384615384,103.0,111.13360323886637,90.8,122.1,39,7.48071832443101,7.456737720171141,0.030343488936790754,7.285799000443661,7.768971468585504
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,22,1.0,0.6363636363636364,1.0,1.0,0.21962595955759648,0.9249999999999998,15,22,-11.441513272789052,-20.766104071063957,-5.616310432660523,13.545454545454545,0.15628486758706547,105,22,16.0,16.0,0.0,16.0,16.0,22,42.27272727272727,42.0,14.588744588744595,38.0,49.8,22,67.6389622393735,68.06031853864806,20.556744415389023,59.79178480230339,72.25882971635174,22,62.39303815311277,64.67426947078184,37.59844849592861,50.692312345392814,68.69074377394516,22,0.0904827267663426,0.07855816800124413,0.0006893701404436425,0.0634887667679605,0.13093499207559783,22,2.1363636363636362,2.0,0.5995670995670995,1.0,3.0,22,0.9309365512564618,0.935554522711102,0.0025958724812925453,0.8507323625314955,1.0,22,372.59090909090907,379.0,306.6341991341992,348.0,394.9,22,100.36363636363636,101.0,65.76623376623377,89.1,107.0,22,7.452022668974269,7.449939664949564,0.020473208724605015,7.253318163455417,7.715920713860666
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,17,1.0,0.8823529411764706,1.0,1.0,0.2073123450742901,0.5499999999999999,15,17,34.98536565469112,-2.91557583863796,37.49449150931614,14.470588235294118,0.3134774959917613,105,17,16.529411764705884,16.0,0.7647058823529412,16.0,18.0,17,66.94117647058823,78.0,461.0588235294117,28.8,86.0,17,-34.932351075679556,-36.839423076922685,1129.5849365566837,-71.41147264943683,16.940588235295078,17,-35.24752292182496,-39.494952784109046,1084.0916650352356,-67.93784039979582,15.204826559151838,17,0.13236418251314577,0.11930745876753918,0.0048927313180129415,0.060610277223771075,0.2763490270466492,17,2.3529411764705883,2.0,0.3676470588235295,1.8,3.0,17,0.8985848633829561,0.9347288296860133,0.013405082961874946,0.6588985348855112,0.9749305029062422,17,366.2352941176471,365.0,272.31617647058823,343.0,392.8,17,108.3529411764706,107.0,139.36764705882354,95.0,125.6,17,7.5178538785514935,7.468241026224918,0.04259722892488249,7.292142898190348,7.982162596527779
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,all_detected,ALL,62,1.0,0.7419354838709677,1.0,1.0,0.1880130098280767,0.7107142857142856,15,62,-8.98202583827242,-20.765307431162817,36.29180716252963,14.112903225806452,0.13218447947131884,105,62,16.20967741935484,16.0,0.3651507139079853,16.0,18.0,62,55.12903225806452,48.0,323.753569539926,38.0,82.0,62,22.630699817929866,64.40859814314899,3374.1520507878563,-69.47323477744467,72.20071623047593,62,20.002296356425905,56.279962961565616,3157.1850767467195,-67.69563613195324,68.03914349889958,62,0.11101381573915435,0.10672607037288487,0.0023529875009505137,0.061204351731115526,0.1890308562275864,62,2.032258064516129,2.0,0.5563194077207826,1.0,3.0,62,0.9342435456953355,0.940588242058432,0.005937541711696976,0.8225500383899186,1.0,62,367.69354838709677,366.0,266.5111052353252,344.15,394.9,62,101.54838709677419,100.0,94.15335801163405,90.0,118.94999999999999,62,7.492133049480291,7.459047001453532,0.029712873513743385,7.289934033222148,7.813663442819533
