candidate,stage,topology,noise,comparison,description,layer,mode,contact_i,contact_j,model_joint_n,patient_joint_n,model_i_precedes_j,patient_i_precedes_j,absolute_probability_error,lag_n,lag_mean,lag_median,lag_variance,lag_q05,lag_q95
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL9,ICL5,22,8332,1.0,0.8745799327892463,0.12542006721075372,22,10.797999613441045,13.338754463862188,21.00832034903749,2.6040238881341793,15.262436208254302
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL9,ICL4,22,11298,1.0,0.918127102141972,0.08187289785802798,22,16.915604971205166,19.653834177864155,23.394976119513633,8.303711308393213,21.57146217521349
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL9,ICL3,22,11433,1.0,0.9359748097612175,0.0640251902387825,22,22.920980761145664,25.901943224460865,22.471835310031505,14.841240794091572,27.814871403851384
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL9,ICL2,22,10080,1.0,0.9621031746031746,0.03789682539682537,22,28.165097041165186,30.50464043507054,24.421087176299498,20.254442399015442,33.37558199770488
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL9,ICL1,22,8997,1.0,0.9402022896521063,0.05979771034789372,22,34.85734156498113,37.7635222941617,24.832449382038902,26.70684601319099,39.973665629565275
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL8,SCL6,22,10101,0.045454545454545456,0.5095535095535095,0.46409896409896406,22,-3.004643828988213,-2.214435651286294,5.026091724585342,-7.4219551736795895,-1.0056752368689559
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL8,ICL7,22,9024,1.0,0.6794104609929078,0.3205895390070922,22,4.503150114703947,4.779877903554734,0.4817815300039238,3.492958482042377,5.107411358289118
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL8,ICL6,22,6923,1.0,0.7911310125668063,0.2088689874331937,22,7.893408348986895,8.146266071843002,0.7991952359552525,6.475482492438369,8.585000316178185
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL8,ICL5,22,8471,1.0,0.8651280840514697,0.13487191594853032,22,12.117626377915743,12.330159785698925,1.3041643902355387,10.474604990135958,13.319315109094214
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL8,ICL4,22,11107,1.0,0.9184298190330422,0.08157018096695778,22,18.235231735679864,18.603668216488586,2.003690284576863,16.040201022841984,19.59999093379697
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL8,ICL3,22,11191,1.0,0.9435260477169154,0.056473952283084605,22,24.240607525620362,24.5019424755601,2.134805003854859,22.117059984474373,25.846614784014854
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL8,ICL2,22,9882,1.0,0.9563853470957296,0.04361465290427036,22,29.484723805639884,30.075385599340734,3.9140702188761503,25.14011371319839,31.43717553417873
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL8,ICL1,22,8806,1.0,0.9274358392005451,0.07256416079945494,22,36.176968329455825,36.868427120122305,4.19617824861236,31.66548225324582,38.01158038337216
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,SCL6,ICL7,22,8580,1.0,0.6255244755244755,0.37447552447552446,22,7.50779394369216,6.959786311690095,2.7169467361205926,5.974472345015056,10.847921202185784
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,SCL6,ICL6,22,6744,1.0,0.7612692763938316,0.23873072360616843,22,10.898052177975108,10.53852395242211,2.2437218657696114,9.367650236211011,13.852662701986015
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,SCL6,ICL5,22,8199,1.0,0.8635809245029882,0.13641907549701182,22,15.122270206903956,14.852234705466799,1.6481470200546788,13.979121856650181,17.81740441463221
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,SCL6,ICL4,22,10508,1.0,0.924914350970689,0.07508564902931103,22,21.23987556466808,21.0869838640956,1.0413440597755514,20.225416121682336,23.39341700426812
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,SCL6,ICL3,22,10595,1.0,0.9475696083058046,0.05243039169419539,22,27.245251354608573,27.12894993540158,1.2721193053760185,25.72843036874583,29.30372615077922
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,SCL6,ICL2,22,9439,1.0,0.9623900836953067,0.03760991630469335,22,32.489367634628096,32.61907356539814,2.80484652649003,30.797137563355683,34.29584376638913
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,SCL6,ICL1,22,8470,1.0,0.9391971664698937,0.06080283353010629,22,39.18161215844404,39.382484300808756,2.870307074481084,37.955084812101724,40.747388881370036
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL7,ICL6,22,6952,1.0,0.7589182968929804,0.2410817031070196,22,3.390258234282948,3.4215274964874425,0.08077663229001442,2.9780363467215465,3.78484767931086
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL7,ICL5,22,7675,1.0,0.8310097719869707,0.16899022801302932,22,7.614476263211796,7.740064695348337,0.24148441973767748,6.971375702449995,8.269315921136968
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL7,ICL4,22,9115,1.0,0.8826110806363138,0.11738891936368623,22,13.732081620975919,13.967938533896813,0.5753617982611251,12.547242540799607,14.549991745839725
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL7,ICL3,22,9140,1.0,0.9111050328227571,0.08889496717724288,22,19.737457410916416,19.94470822295716,0.7594324601572705,18.4773514356541,20.751173658180868
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL7,ICL2,22,8183,1.0,0.9407307833312966,0.05926921666870344,22,24.981573690935935,25.249122865864592,2.559615537641508,22.615382708277572,26.438795388875953
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL7,ICL1,22,7370,1.0,0.9060379918588873,0.09396200814111266,22,31.673818214751876,32.248121524672115,2.7712446992825557,29.39178149897259,33.10013620643033
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL6,ICL5,22,6796,1.0,0.7708946439081813,0.2291053560918187,22,4.224218028928848,4.207668811427084,0.12146060652949771,3.7631675039510357,4.79930937819172
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL6,ICL4,22,7182,1.0,0.8099415204678363,0.1900584795321637,22,10.34182338669297,10.36249321114883,0.3705787355151906,9.564718530403615,11.079985202894477
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL6,ICL3,22,7182,1.0,0.8556112503480925,0.1443887496519075,22,16.347199176633467,16.30631614739832,0.5128573872274013,15.289952160616304,17.34507186920673
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL6,ICL2,22,6667,1.0,0.8990550472476376,0.10094495275236237,22,21.59131545665299,21.934888466273605,2.235440636384499,19.441060151183045,22.979490535406512
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL6,ICL1,22,6161,1.0,0.8630904074013959,0.13690959259860414,22,28.28355998046893,28.46761865599683,2.458637810971855,26.333709462602222,29.66476194551683
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL5,ICL4,22,9177,1.0,0.6836112019178381,0.3163887980821619,22,6.1176053577641225,6.188071738777126,0.09865061911483985,5.530265745828456,6.462868018552944
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL5,ICL3,22,9143,1.0,0.7647380509679537,0.23526194903204634,22,12.12298114770462,12.208628819450041,0.30461872773278786,11.098856109315852,12.749410221287054
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL5,ICL2,22,8546,1.0,0.8212029019424292,0.17879709805757082,22,17.36709742772414,17.892149188015082,2.3025826343620803,15.272250698176776,18.576336087496657
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL5,ICL1,22,7882,1.0,0.7714412585638163,0.2285587414361837,22,24.05934195154008,24.5985112588628,2.5288192731761145,22.165469747934186,25.167268302990408
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL4,ICL3,22,12251,1.0,0.6861480695453432,0.31385193045465676,22,6.005375789940496,6.180393398840806,0.32156346689130666,5.067866405073346,6.5461603295070745
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL4,ICL2,22,10918,1.0,0.7788972339256274,0.22110276607437263,22,11.249492069960018,11.76007913662363,2.4258365017016628,9.787591837975834,12.35109381117054
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL4,ICL1,22,9807,1.0,0.717446721729377,0.28255327827062304,22,17.941736593775957,18.41366180926616,2.632773350944789,16.689290957383538,18.863457364040197
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL3,ICL2,22,11051,1.0,0.7263596054655688,0.27364039453443123,22,5.244116280019522,5.556817085947841,1.3025374329819372,4.147177562753905,6.060155865247407
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL3,ICL1,22,9909,1.0,0.6523362599656878,0.3476637400343122,22,11.936360803835463,12.177017902160514,1.5272119821556427,11.038772755484434,12.715830740825732
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TA,ICL2,ICL1,22,9867,1.0,0.415729198337894,0.584270801662106,22,6.6922445238159405,6.682877114441908,0.1366313113525479,6.095132151643247,7.171715692368252
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL11,15,3919,0.13333333333333333,0.54018882367951,0.40685549034617674,15,-5.987048190865062,-8.13826091330884,36.30584852697459,-11.817311078338388,5.762829837099972
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,SCL8,15,4199,0.3333333333333333,0.5963324601095499,0.26299912677621656,15,-3.004235669378128,-7.8199564343512975,56.695502788592854,-8.319235249946724,9.83873005838377
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL10,15,3961,0.13333333333333333,0.6032567533451149,0.46992342001178156,15,-10.430535926577326,-14.814810598300028,90.88101245162487,-18.590569865670297,8.91189412188043
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,SCL7,12,4071,0.08333333333333333,0.6111520510930976,0.5278187177597642,12,-10.372588134654109,-13.220782121913544,57.77060133024245,-13.703635924235822,1.782904792616998
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL9,15,4046,0.2,0.7254078101828967,0.5254078101828967,15,-15.051842829658987,-22.568790453166002,214.97935837805403,-26.47169629780037,14.19696509442546
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL8,15,3926,0.2,0.6877228731533367,0.4877228731533367,15,-22.017494925297267,-31.28990506759419,288.8480753308144,-35.13370950707231,8.247230652257095
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,SCL6,14,3386,0.14285714285714285,0.5484347312463084,0.4055775883891655,14,-15.965278911744852,-21.489029462889903,99.31776019719766,-22.153196071446565,3.5779339844794773
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL7,15,3079,0.2,0.6690483923351738,0.46904839233517376,15,-26.514251666783398,-38.46489394006494,465.6295284267768,-42.313003092351934,12.106642113788707
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL6,15,2110,0.2,0.5843601895734597,0.3843601895734597,15,-31.349928622742347,-45.45569985807106,641.1116681842581,-48.24418975446751,15.854716721657924
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL5,15,2647,0.2,0.48281072912731393,0.2828107291273139,15,-37.91427680290893,-53.388204065147875,769.5288208810387,-56.002579449341646,16.705857734627124
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL4,15,3687,0.13333333333333333,0.3628966639544345,0.22956333062110115,15,-44.67040055614278,-60.00821270350207,769.2963726445403,-62.72426409763157,9.956450910913576
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL3,15,3769,0.06666666666666667,0.33006102414433536,0.2633943574776687,15,-54.80032652004761,-70.17524554174634,851.9882273852711,-73.49607321998356,1.2738296004978675
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL2,15,3528,0.0,0.34807256235827666,0.34807256235827666,15,-63.725969873563855,-78.83080555892593,781.2821952210094,-82.53853398968904,-11.725287524293167
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL9,ICL1,15,3355,0.13333333333333333,0.32757078986587185,0.19423745653253852,15,-52.096439239888966,-66.32630906953818,786.7497458757,-71.04937336433868,2.6888260544891547
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,SCL8,15,4674,0.8666666666666667,0.483739837398374,0.3829268292682927,15,2.9828125214869337,0.899079803020868,30.452144830844865,-1.2722744849068475,14.813288770861613
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL10,17,4993,0.35294117647058826,0.5970358501902664,0.24409467371967813,17,-3.7904874294476807,-6.775319657253931,18.165396408804696,-6.889588356085005,3.1460264126739275
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,SCL7,13,4747,0.07692307692307693,0.5262270907941858,0.4493040138711089,13,-3.160587859036853,-4.568169207603205,16.15698003223108,-5.590225810553784,2.8664937636055425
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL9,17,4879,0.35294117647058826,0.6937897110063538,0.3408485345357655,17,-7.530652765945058,-14.497323457122548,98.45568728594708,-14.649498887877417,8.413299808067313
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL8,17,4882,0.35294117647058826,0.686911102007374,0.3339699255367858,17,-13.727816404017002,-23.2421621758549,180.23483219219477,-23.374539678685686,5.892740458644402
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,SCL6,16,4021,0.25,0.5073364834618255,0.25733648346182547,16,-7.824085447169921,-11.999795486484345,58.77488048272584,-13.995541580868121,6.4291242359431635
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL7,17,3794,0.23529411764705882,0.6287559304164471,0.39346181276938824,17,-18.42031150406477,-30.26740452665217,290.0957804000914,-30.542898258754576,8.165290277158052
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL6,17,2648,0.17647058823529413,0.5347432024169184,0.35827261418162426,17,-23.503605522139036,-37.25781249528154,399.9320949749374,-37.492893499279305,11.733673995237949
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL5,17,3348,0.17647058823529413,0.4262246117084827,0.24975402347318856,17,-30.20478157466783,-44.45309556730717,482.7622130823014,-45.45243923227099,8.887535547007698
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL4,17,4571,0.11764705882352941,0.306497484139138,0.1888504253156086,17,-36.97088759288813,-51.302661351057395,482.750005955248,-52.063789675426776,1.7595491290808645
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL3,17,4642,0.0,0.2809133993968117,0.2809133993968117,17,-47.080101102735,-60.661229730678315,537.7744013229649,-64.52661838226086,-4.892109084782899
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL2,17,4333,0.0,0.2873297945995846,0.2873297945995846,17,-55.97898436228375,-69.12712078582263,503.4938930783973,-74.26896062729793,-14.008670994759271
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL11,ICL1,17,4100,0.058823529411764705,0.26390243902439026,0.20507890961262554,17,-44.824485789089735,-57.42120259897456,486.9811972545605,-62.78808181493896,-5.578775212199625
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL10,15,4760,0.13333333333333333,0.5862394957983194,0.45290616246498605,15,-7.426300257199197,-7.674493238551804,27.368013319626247,-13.84334042731807,1.9251394381042863
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,SCL7,12,5029,0.08333333333333333,0.5464307019288129,0.4630973685954796,12,-4.338610867806494,-5.193186300203706,11.998670143405038,-6.430549740328706,0.4771968821849022
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL9,15,4889,0.13333333333333333,0.7186541214972387,0.5853207881639054,15,-12.047607160280858,-14.82114978141908,74.99948828771664,-18.335331076194414,7.210210410649317
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL8,15,4738,0.13333333333333333,0.6724356268467708,0.5391022935134375,15,-19.013259255919138,-23.56941513952188,101.97630516416169,-26.99734428546635,1.2604759684809512
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,SCL6,14,4000,0.0,0.4875,0.4875,14,-12.267506383375999,-13.534455335751773,10.967960315143333,-14.478607988243084,-5.518869864494265
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL7,15,3623,0.13333333333333333,0.6458735854264421,0.5125402520931088,15,-23.51001599740527,-30.644937505713642,215.41980266562126,-34.17663787074598,5.1198874300125645
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL6,15,2532,0.2,0.5387045813586098,0.33870458135860976,15,-28.345692953364217,-37.63574342371976,345.5119305557815,-40.10782453286156,8.867962037881782
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL5,15,3331,0.13333333333333333,0.43740618432903033,0.30407285099569703,15,-34.910041133530804,-45.641306740750224,446.48948278902844,-47.86621422773569,9.343803947805508
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL4,15,4601,0.13333333333333333,0.2924364268637253,0.15910309353039195,15,-41.666164886764655,-52.2421568627733,447.579483768322,-54.610099822256146,2.594397124091958
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL3,15,4683,0.06666666666666667,0.26927183429425583,0.20260516762758918,15,-51.79609085066948,-63.04927017481896,513.5388561138104,-65.4136998079629,-5.712925083278275
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL2,15,4376,0.0,0.27925045703839124,0.27925045703839124,15,-60.72173420418573,-71.62797269606017,451.3142703212796,-74.60815235399404,-19.087341311114784
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL8,ICL1,15,4151,0.06666666666666667,0.25536015417971575,0.1886934875130491,15,-49.09220357051084,-59.37494849588984,469.8321753676909,-63.53872263497469,-4.673227732332462
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,SCL7,13,4859,0.9230769230769231,0.4665569047129039,0.45652001836401923,13,2.2863982939047673,2.2088681589157204,9.361158088644546,-1.8968865598395488,5.671583550729518
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL9,17,5049,0.35294117647058826,0.6809269162210339,0.3279857397504456,17,-3.740165336497378,-7.632867316126067,32.06801175827961,-7.945412272651447,5.267273395393386
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL8,17,5051,0.29411764705882354,0.6446248267669769,0.3505071797081533,17,-9.937328974569322,-16.38774898025622,86.55255065981056,-16.62371132061089,4.930806177681734
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,SCL6,16,4146,0.25,0.4232995658465991,0.1732995658465991,16,-3.600445636602956,-5.487073846869862,20.90711644422031,-7.832304857598956,5.423112610785665
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL7,17,3929,0.23529411764705882,0.5655383049121914,0.33024418726513255,17,-14.62982407461709,-23.405606790034653,166.12228666038894,-23.807867418767273,5.4641485112291726
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL6,17,2720,0.17647058823529413,0.4698529411764706,0.2933823529411764,17,-19.713118092691357,-30.305339572847515,253.12252881685617,-30.67412312109591,9.03253222930907
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL5,17,3400,0.17647058823529413,0.3633823529411765,0.18691176470588236,17,-26.41429414522015,-37.66481208982077,320.8362528546158,-38.64506062610944,7.502820488674795
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL4,17,4655,0.058823529411764705,0.23211600429645543,0.17329247488469074,17,-33.18040016344045,-44.484375846293915,320.84754927771803,-45.25920584254891,0.37483407074796204
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL3,17,4717,0.0,0.21316514733941064,0.21316514733941064,17,-43.28961367328731,-53.885910073424384,366.3592844650125,-57.73093839990179,-8.038135497456826
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL2,17,4393,0.0,0.2335533803778739,0.2335533803778739,17,-52.18849693283607,-62.358670694975444,339.6041609437217,-67.42151027425862,-15.393386053092172
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL10,ICL1,17,4174,0.058823529411764705,0.20436032582654529,0.14553679641478057,17,-41.033998359642055,-50.60291709421108,329.21538164475095,-56.084924030984254,-6.963490270532528
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL9,13,4986,0.07692307692307693,0.683313277176093,0.6063902002530162,13,-8.220821684230678,-9.851795038922319,36.633271023753274,-13.128507050813642,3.123973094934839
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL8,13,4905,0.07692307692307693,0.6469928644240571,0.5700697875009801,13,-16.078611848719273,-18.66315534068781,69.39584465100965,-21.790284500611232,-0.31505969327783845
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,SCL6,12,4160,0.08333333333333333,0.4271634615384615,0.3438301282051282,12,-6.941586846216221,-8.350473987935402,23.901611633552612,-8.765888871371999,-0.4291568589779331
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL7,13,3737,0.07692307692307693,0.605030773347605,0.5281076964245282,13,-22.276460912927686,-25.66755778937477,99.72016824790374,-28.968721194924,-0.4901007426512993
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL6,13,2597,0.07692307692307693,0.5009626492106276,0.4240395722875507,13,-28.252789078147124,-32.70508081074422,142.59662534971284,-34.89706852499512,-2.3147806591430804
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL5,13,3388,0.07692307692307693,0.40038370720188904,0.3234606302788121,13,-35.26015883293424,-40.46392194062173,198.88551699900847,-42.654878006932265,-6.146843168223246
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL4,13,4689,0.0,0.26636809554275964,0.26636809554275964,13,-41.949573189738764,-47.08994964847079,204.7585963342392,-49.38471852471084,-12.61904325162616
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL3,13,4770,0.0,0.24067085953878406,0.24067085953878406,13,-52.949332019987686,-58.63418258709498,190.30255826378388,-59.88475207139345,-24.378325107823205
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL2,13,4454,0.0,0.2668387965873372,0.2668387965873372,13,-61.29027858136713,-66.26324355516044,205.55015135328935,-70.03934337820701,-32.32489312054179
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,SCL7,ICL1,13,4231,0.0,0.2479319309855826,0.2479319309855826,13,-49.14703364375959,-54.858037058231275,237.78655504621864,-58.771480189303475,-19.493778004922515
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL9,ICL8,17,5080,0.11764705882352941,0.4156496062992126,0.2980025474756832,17,-6.1971636380719435,-8.662720487694969,17.882538307477617,-8.801773119792596,2.1118429425747305
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL9,SCL6,16,4060,0.8125,0.2881773399014778,0.5243226600985222,16,0.7004599234936393,1.6134235927033842,20.072412605975988,-5.334586257855449,4.789047925843079
global_axis_+0,response,2511,847102,global_axis_+0,左移圆核｜全局EE轴偏移+0°,primary,TB,ICL9,ICL7,17,3810,0.058823529411764705,0.40183727034120736,0.34301374092944265,17,-10.889658738119712,-15.772739473908587,57.171856784765296,-15.933114342453337,1.5302161233539608
