candidate,stage,topology,noise,comparison,description,layer,mode,contact_i,contact_j,model_joint_n,patient_joint_n,model_i_precedes_j,patient_i_precedes_j,absolute_probability_error,lag_n,lag_mean,lag_median,lag_variance,lag_q05,lag_q95
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL10,48,16061,0.6666666666666666,0.5471639374883258,0.11950272917834082,48,1.6824231052602556,3.1952279327015276,42.77490520793969,-6.57993741476821,13.360313325096648
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,SCL7,50,15767,0.22,0.5194393353206064,0.2994393353206064,50,-1.1795148039065588,-4.755000011508628,125.68645973905679,-11.565145273923099,22.394492115429053
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL9,50,15744,0.64,0.5412538109756098,0.09874618902439025,50,2.736970439718598,9.50534501955326,146.81652087567343,-14.550247904054867,15.499635225258338
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL8,50,15595,0.62,0.6086886822699583,0.011311317730041681,50,-0.4380920780921497,7.293323364459184,273.4366029839615,-23.07800864377714,18.7760919994496
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,SCL6,50,14023,0.68,0.5534122513014333,0.1265877486985667,50,2.4683590867598197,2.5899552785576816,25.35312627804895,-4.467236156226636,9.679116394714397
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL7,50,12627,0.6,0.6928011404133999,0.09280114041339993,50,-1.2038052658133211,10.724661398745184,468.41457216218595,-30.298642449686575,25.4324939840199
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL6,50,9446,0.6,0.7423247935634131,0.1423247935634131,50,-3.718467676723644,11.250437771464703,593.3874966814161,-36.60670337566107,19.593106852267372
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL5,50,11757,0.54,0.7517223781576933,0.21172237815769324,50,-5.6887771065463175,11.16759292951474,844.9804170528587,-43.79868219810923,22.791388117738073
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL4,50,15737,0.52,0.7532566562877295,0.2332566562877295,50,-6.3447237288000045,4.597786575349346,1210.5648229889068,-50.838589052427054,28.72813619734952
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL3,50,15905,0.48,0.757937755422823,0.27793775542282306,50,-10.006247873523789,-3.0499425375423925,1686.639161930398,-61.588931827940904,34.10004027481927
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL2,49,14284,0.46938775510204084,0.7594511341360963,0.2900633790340555,49,-16.481790290664215,-13.595679006688442,2066.5938081439567,-72.89936082358363,39.06429808005641
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,ICL11,ICL1,50,12977,0.5,0.7287508669183941,0.22875086691839408,50,-5.839941896832688,-1.9143799809203301,1894.1395209802913,-60.12019786400979,45.81795029988717
global_axis_+15,response,2511,847101,global_axis_+0,左移圆核｜全局EE轴偏移+15°,primary,ALL,SCL8,ICL10,42,15645,0.6904761904761905,0.45449025247682967,0.2359859379993608,42,3.4716196004155573,10.512291397510126,371.60858808168786,-34.30396504153405,22.301091522360547
